blockgroup_FIPS,total_distribution_power_line_length,cost_per_household_for_undergrounding_fire_prone_lines
geoId/060470003045,10474.409133126546,0.0
geoId/060470003032,76538.84171682112,0.0
geoId/060470005051,123078.1692289016,0.0
geoId/060770031102,3296.3813537790675,0.0
geoId/060770031112,14677.490154505327,0.0
geoId/060770031103,5612.293367920777,0.0
geoId/060770031094,10333.935222323242,0.0
geoId/060770033053,15392.702745833345,0.0
geoId/060770033073,8319.910257646883,0.0
geoId/060770031101,8698.00987326167,0.0
geoId/060770031093,4675.611315694095,0.0
geoId/060770031111,9493.02239273734,0.0
geoId/060770031092,9143.420749575294,0.0
geoId/060770048003,108670.60683817412,0.0
geoId/060770036023,18923.0925027161,0.0
geoId/060770036022,40676.415236732144,0.0
geoId/060770036011,35842.87295662488,0.0
geoId/060770036021,65686.86669934378,0.0
geoId/060770048002,23648.73838511477,0.0
geoId/060770027021,3436.086897898747,0.0
geoId/060855019001,17301.942985602804,0.0
geoId/060855017001,6653.929089733428,0.0
geoId/060871203012,28285.60957208912,45922.274878170545
geoId/060871207003,29354.8000340459,13356.701313660924
geoId/060871207002,19664.40562046797,5865.870464064781
geoId/060871202002,43231.87871888663,48729.628690323676
geoId/060014219002,2286.288518016901,0.0
geoId/060014219003,3502.1487915328416,0.0
geoId/060014219004,4794.86537558031,0.0
geoId/060014206001,4027.4174738131687,0.0
geoId/060014219001,3186.726481597409,0.0
geoId/060830020052,15127.130776606273,3363.0440937285875
geoId/060830020092,7560.475670577322,0.0
geoId/060830020121,6977.895040334219,0.0
geoId/060830020051,4467.954279592994,0.0
geoId/060830020132,19552.71096142581,0.0
geoId/060830020102,4454.020129374978,0.0
geoId/060830020091,9561.453113565567,0.0
geoId/060830020122,5820.190725679674,0.0
geoId/060830020053,10104.526256019859,0.0
geoId/060830020123,7943.7891573328525,0.0
geoId/060830020104,3347.415686235659,0.0
geoId/060830020103,5716.399056941175,0.0
geoId/060830020131,9731.762293117124,0.0
geoId/060830020054,6852.476116767498,0.0
geoId/060830020113,5981.1233070105245,0.0
geoId/060830020093,5667.20450388607,0.0
geoId/060830020112,44654.96815645301,0.0
geoId/060133072023,6468.06422437751,0.0
geoId/060133072022,1573.8227889572067,0.0
geoId/060133072021,6568.835275975316,0.0
geoId/060133071022,4203.852903913823,0.0
geoId/060133080011,16351.91874214935,0.0
geoId/060133080013,10372.960063476652,0.0
geoId/060133080014,8588.904260512787,0.0
geoId/060133071011,10209.05418203814,0.0
geoId/060133071024,9310.54096343822,0.0
geoId/060133071023,4539.003658668457,0.0
geoId/060133072051,8037.705868481742,0.0
geoId/060390004001,299040.96032158803,0.0
geoId/060390002023,192166.62611132246,0.0
geoId/060390002022,166609.99696019318,0.0
geoId/060690003001,4742.516526329369,0.0
geoId/060690007012,3464.9238478179577,0.0
geoId/060690003003,6474.941905596832,0.0
geoId/060690007022,21036.744333122733,0.0
geoId/060690007011,7708.252405846219,0.0
geoId/060690004001,7518.067549306931,0.0
geoId/060690004004,5337.228277721525,0.0
geoId/060690003002,28017.236756759863,0.0
geoId/060690004005,3608.0159634859965,0.0
geoId/060690004003,2251.3947780820918,0.0
geoId/060690004002,2569.378953313989,0.0
geoId/060690004006,3873.629753021996,0.0
geoId/060855031151,33553.36011082712,0.0
geoId/060855032141,11903.207465590242,0.0
geoId/060855032142,12846.778804531863,0.0
geoId/060855031161,8846.589305371166,0.0
geoId/060855031162,6594.310108633114,0.0
geoId/060855031083,1487.3323278056027,0.0
geoId/060855031084,5800.278589781407,0.0
geoId/060855031081,9359.56151343527,0.0
geoId/060855031082,9673.085222736823,0.0
geoId/060855032045,4655.8670223594045,0.0
geoId/060855120055,9338.281151430076,0.0
geoId/060855120052,4582.529703639736,0.0
geoId/060190050001,6179.937737238699,0.0
geoId/060190045051,22854.768763514952,0.0
geoId/060190050003,19453.58912463508,0.0
geoId/060190050002,8335.140321353374,0.0
geoId/060190049012,12405.680634622924,0.0
geoId/060190045052,16964.977923010392,0.0
geoId/060190046021,8080.7075447283305,0.0
geoId/060190051004,4186.097443702971,0.0
geoId/060190067001,13014.550365883484,0.0
geoId/060190067004,8676.408547892526,0.0
geoId/060190068023,52843.069966614385,0.0
geoId/060190063003,52284.878164871836,0.0
geoId/060190069003,77346.58631793606,0.0
geoId/060411102003,17013.239971170664,268.92810725826206
geoId/060411102002,10873.831872940793,0.0
geoId/060411102001,17375.730735850633,0.0
geoId/060411101001,234.86912703244667,560.481713839364
geoId/060411101003,8166.543334724391,0.0
geoId/060411122022,32214.646120977945,0.0
geoId/060411060021,12755.422466654676,0.0
geoId/060470021003,27803.114876300988,0.0
geoId/060790113002,14758.711610819497,0.0
geoId/060530132001,126319.0697435684,14891.226600129437
geoId/060530130001,10869.73329268783,0.0
geoId/060530128004,3708.120825813117,0.0
geoId/060530125025,1213.6255995240285,0.0
geoId/060530128002,11390.778419063608,1017.8920832560408
geoId/060530125024,2642.4896923568785,0.0
geoId/061130102034,45416.43054032342,0.0
geoId/061130102042,7301.424546327152,0.0
geoId/061130102011,23699.7241406848,0.0
geoId/061130102033,6485.208747067937,0.0
geoId/061130102032,10057.101008620395,0.0
geoId/061130102043,8569.187890420053,0.0
geoId/061130101021,110108.23157177848,0.0
geoId/061130102012,4912.2701496169675,0.0
geoId/061010505011,16035.143840997693,0.0
geoId/061010508001,208155.81984391683,2446.6132049367184
geoId/061010509001,144682.80324296094,0.0
geoId/061010505031,16530.535633680953,0.0
geoId/061010505041,20131.9535171213,0.0
geoId/060470014022,11585.948446857654,0.0
geoId/060470016011,7079.893638086067,0.0
geoId/060470026001,93774.51536568227,0.0
geoId/060470014023,8881.225338451179,0.0
geoId/060470012002,9523.581582725084,0.0
geoId/060470016021,24602.682004374718,0.0
geoId/060470012004,16809.347172747424,0.0
geoId/060470012001,5023.2251918380125,0.0
geoId/060470010043,11393.272071312858,0.0
geoId/060470012003,7594.250166921357,0.0
geoId/060470014011,9690.371937854366,0.0
geoId/060470013023,7266.796732360813,0.0
geoId/060470026002,18245.15839314669,0.0
geoId/060470009013,161470.93498959698,0.0
geoId/060470014021,6955.0784233414015,0.0
geoId/060470016012,5000.608451417376,0.0
geoId/060470013021,3942.6970867302894,0.0
geoId/060470013022,3774.514897185237,0.0
geoId/060470014024,5578.207677858314,0.0
geoId/060470016013,1891.232671440607,0.0
geoId/061150403021,20917.92813910505,0.0
geoId/061150403032,5137.739966108345,0.0
geoId/061150403011,18669.25916555104,0.0
geoId/061150403031,35183.730442752574,0.0
geoId/061150401005,21727.47154678768,0.0
geoId/061150409011,174342.9348113375,24327.92423313813
geoId/060750216002,8396.828315014682,0.0
geoId/060750217001,5329.311008701411,0.0
geoId/060750204021,4641.371083468111,0.0
geoId/060750305003,4969.133586102197,0.0
geoId/060750208003,2923.688421448684,0.0
geoId/060750208004,3699.207134320965,0.0
geoId/060750209004,3559.5576269896974,0.0
geoId/060750305002,3364.722385647001,0.0
geoId/060750306001,4485.1697509610185,0.0
geoId/060750210004,1188.3215455587174,0.0
geoId/060750306002,3410.3344524870968,0.0
geoId/060750213002,2860.345686843977,0.0
geoId/060750305001,5772.495549990919,0.0
geoId/060750253004,4754.007838933773,0.0
geoId/060750209003,1045.9694156456924,0.0
geoId/060750210003,1552.5564848743725,0.0
geoId/060750210002,1781.4333242021296,0.0
geoId/060750209001,3366.236137754817,0.0
geoId/060816100001,4750.177989383884,0.0
geoId/060816101001,7432.887842669908,0.0
geoId/061130113003,24717.287577152885,0.0
geoId/061130113005,8622.633410644374,0.0
geoId/061130113001,119208.84899810939,20008.51509664344
geoId/061130113004,12717.379142055042,0.0
geoId/060952529031,104771.462240823,1217.8094350076708
geoId/060890108051,20331.763512195914,0.0
geoId/060890118012,46382.332544115634,0.0
geoId/060890113004,816.6054206967483,0.0
geoId/060890108041,13649.575153167896,0.0
geoId/060890103001,3293.403906204862,0.0
geoId/060890119002,51514.673036556975,0.0
geoId/060890114031,19591.602023815965,0.0
geoId/060890108052,664.179892747165,0.0
geoId/060890113003,270.37483964016525,0.0
geoId/060133540023,18872.908057555967,0.0
geoId/060190055032,76354.50520675277,0.0
geoId/060450111021,94496.69091348317,13942.211672156325
geoId/060890127021,137974.7601760161,0.0
geoId/060930012001,2688.810740452729,0.0
geoId/060070028004,4492.650267811149,0.0
geoId/060070028005,4898.858660340362,0.0
geoId/060530001011,13571.649448047328,0.0
geoId/060530105062,6753.577483677137,0.0
geoId/060530001032,9982.46296856866,0.0
geoId/060530001023,9364.019943063116,0.0
geoId/060530001022,12672.663652713418,0.0
geoId/060530001012,16935.916743456826,0.0
geoId/060530105051,5665.541038133956,0.0
geoId/060530001031,7436.057706409704,0.0
geoId/060530001021,4436.132085781963,0.0
geoId/060530105042,6940.0069930792515,0.0
geoId/060530105011,20858.124409530392,0.0
geoId/060816057002,17388.199868078744,0.0
geoId/060816067001,4461.70667058026,0.0
geoId/060690001003,163302.33617667842,5212.579837579138
geoId/060971509012,6900.684467974722,0.0
geoId/060971507011,16173.628295825869,0.0
geoId/060971509011,6243.6297773098095,0.0
geoId/061130109011,10522.547888705445,0.0
geoId/061130109012,6951.526530804323,0.0
geoId/061130110011,13309.391636606766,0.0
geoId/061130109021,8312.64936157084,0.0
geoId/061130109022,9040.967398359073,0.0
geoId/061130110012,10924.625294262913,0.0
geoId/061130108002,7534.957827157223,0.0
geoId/061130109023,9577.948114344308,0.0
geoId/061130108003,23081.76296189438,0.0
geoId/061130108001,6701.719706807818,0.0
geoId/061130109013,6730.463828295839,0.0
geoId/060133382041,10767.668591572288,0.0
geoId/060133430022,24478.055143818056,3008.7265251658127
geoId/060133383023,14375.193118380583,0.0
geoId/060133382042,11355.318438337046,0.0
geoId/060133430021,11744.912310016436,0.0
geoId/060133382043,8053.790558300127,0.0
geoId/060470017001,11877.442376503595,0.0
geoId/060470017003,7562.996077656496,0.0
geoId/060470017002,6036.863948731568,0.0
geoId/060470014012,8703.481572605775,0.0
geoId/060470009012,259439.17505471513,0.0
geoId/060470019022,321476.94622666,0.0
geoId/060470019011,169706.36044161912,0.0
geoId/060750615006,7717.491260114576,0.0
geoId/060790115011,10797.522313577658,0.0
geoId/060790113003,9274.280117359756,0.0
geoId/060790113004,7800.018271300459,0.0
geoId/060790113001,16543.838844344027,3320.242799569273
geoId/060790112001,6610.393433471208,0.0
geoId/060790112003,2746.1931775694134,0.0
geoId/060390004002,495579.32294711925,0.0
geoId/060190033023,3885.590219709443,0.0
geoId/060190034004,5625.501141443146,0.0
geoId/060190033021,3548.903196219557,0.0
geoId/060190034001,3667.495310348481,0.0
geoId/060411281003,21372.924649180546,0.0
geoId/060411290001,3113.2391643085393,0.0
geoId/060411290002,2931.684896754087,0.0
geoId/060411282003,11023.60081302768,0.0
geoId/060411302022,3510.3260611607343,0.0
geoId/060190055143,13309.474429660171,0.0
geoId/060190055141,10012.038398059962,0.0
geoId/060190056021,17268.957861318897,0.0
geoId/060190055072,24871.98086352929,0.0
geoId/060190056061,17046.372264408466,0.0
geoId/060190044041,27774.39237428288,0.0
geoId/060190055241,34542.24562239292,0.0
geoId/060190055091,15886.645679246572,0.0
geoId/060190055142,8733.319915423885,0.0
geoId/060190055102,11249.14697872392,0.0
geoId/060190055082,15380.104374802164,0.0
geoId/060190055101,23415.055408325425,0.0
geoId/060190055092,22313.895930112216,0.0
geoId/060050005002,56681.63453447412,140358.93753532888
geoId/060050005001,55554.8574950434,51191.49385232903
geoId/060110001002,191192.54321497926,0.0
geoId/061130114001,203054.17325074144,0.0
geoId/061130115002,219759.91333651557,0.0
geoId/061130105102,7290.519217231093,0.0
geoId/061130105103,4131.33133242863,0.0
geoId/061130107032,7217.837901690374,0.0
geoId/061130107012,5486.1011511858205,0.0
geoId/061130105091,5257.687456042762,0.0
geoId/061130107011,8872.087049158788,0.0
geoId/061130107031,2050.7801560817193,0.0
geoId/061130107013,3442.002052845343,0.0
geoId/061130107041,10394.426460178593,0.0
geoId/061130107033,2941.3596812087626,0.0
geoId/061130107014,11792.384985662213,0.0
geoId/061130106021,7995.273786861308,0.0
geoId/060552019002,74603.87175202773,79268.55496661479
geoId/060552020003,10638.83717806062,0.0
geoId/060552020002,9321.477730753668,3076.176215976081
geoId/060552020001,7823.985612366603,0.0
geoId/060552019001,93892.57719483855,160399.65277738083
geoId/060552017004,66673.04039211375,106475.88608560094
geoId/060552020004,12131.216121371917,0.0
geoId/060952527044,3481.1067663294157,0.0
geoId/060952527023,5069.8351925676725,0.0
geoId/060952527022,6128.8411473547985,0.0
geoId/060952527031,7461.411983764059,0.0
geoId/060952527045,6863.578381473246,0.0
geoId/060952527032,7950.306774748959,0.0
geoId/060952527026,113004.2482873034,0.0
geoId/060952525022,6044.415643790838,0.0
geoId/060952527033,6366.044744819494,0.0
geoId/060190038051,12940.611802353853,0.0
geoId/060190038052,4429.222148970158,0.0
geoId/060190047031,9142.797521404627,0.0
geoId/061070003023,57970.85640976082,0.0
geoId/060310001002,156724.45291986875,0.0
geoId/060014031001,13942.977843227896,0.0
geoId/060014030001,10163.41087486064,0.0
geoId/060014030002,5427.205541091475,0.0
geoId/060014033002,4862.606057309623,0.0
geoId/060014034002,2341.5618303740803,0.0
geoId/060014034001,6294.537195734988,0.0
geoId/060952521072,6104.581736558585,0.0
geoId/060952521071,15361.249601494717,0.0
geoId/060952521051,10837.356104217231,0.0
geoId/060952521052,8943.14301126688,0.0
geoId/060952521063,7834.435030653861,0.0
geoId/060952521062,9014.72263014522,0.0
geoId/060952521042,9054.140079719942,0.0
geoId/060952521061,12637.498359154817,0.0
geoId/060952521041,20183.381184817605,5417.603765038634
geoId/060952521043,13732.866353507496,0.0
geoId/060952521022,54978.84426095041,12216.537019788639
geoId/060952505022,12518.564621923113,0.0
geoId/060952506051,7805.880117749144,0.0
geoId/060816080044,47675.906306861725,0.0
geoId/060816079003,7818.203950593291,0.0
geoId/060816077013,7039.068051933765,0.0
geoId/060816077012,2994.2095743159075,0.0
geoId/060816077011,3471.353770694281,0.0
geoId/060816061003,1857.0441378936239,0.0
geoId/060816061002,3246.580144541439,0.0
geoId/060816062002,4955.050370861704,0.0
geoId/060816062003,6251.473434709915,0.0
geoId/060816077021,4035.279151106573,0.0
geoId/061030011005,6535.465576260965,0.0
geoId/061030011006,12594.47755581056,0.0
geoId/061030011004,25804.1043794761,0.0
geoId/060690007023,5140.285880358676,0.0
geoId/060690006002,14376.741888085728,0.0
geoId/060690006004,7397.778501093672,0.0
geoId/060690008011,30603.682548803437,7640.450274319393
geoId/060690008022,103064.32058919268,171133.8486320416
geoId/060690006003,9421.856102221343,0.0
geoId/060690005022,5831.172075295087,0.0
geoId/060690008023,88259.20508956768,9241.490292808767
geoId/060411141001,13361.64730049667,0.0
geoId/060411170001,9785.198675189189,0.0
geoId/060411150002,13101.535276855131,420.02530763814684
geoId/060411110003,7391.328025840784,0.0
geoId/060411081002,685.5064251922435,0.0
geoId/060411160001,2927.6072434764424,0.0
geoId/060411150003,6371.692950627693,0.0
geoId/060411082001,9900.079591006715,0.0
geoId/060411142001,6395.372999674483,0.0
geoId/060411150004,1997.4288916936466,0.0
geoId/060411110004,3109.2708411229187,0.0
geoId/060290051031,204990.99652580387,0.0
geoId/060290009081,9318.100681307973,0.0
geoId/060290009102,13010.530593546013,0.0
geoId/060290009103,66943.40546817606,0.0
geoId/060133451081,49962.9033858759,0.0
geoId/060133451111,18540.629436825966,0.0
geoId/060133451112,12514.631173853615,0.0
geoId/060133451083,9514.337698777177,0.0
geoId/060133451082,20584.450318722083,0.0
geoId/060855065032,7875.917530984939,0.0
geoId/060855065033,5134.256291374477,0.0
geoId/060855065031,9648.000132972156,0.0
geoId/060855037091,9632.58980853364,0.0
geoId/060855037093,1882.0458576727835,0.0
geoId/060855037092,1559.3585274117734,0.0
geoId/060855043191,11179.35138518228,0.0
geoId/060855043182,12350.571897132544,0.0
geoId/060855043193,7843.906131711046,0.0
geoId/060855037082,2171.1587538677545,0.0
geoId/060855037081,6945.129875085752,0.0
geoId/060855026032,5740.274447921544,0.0
geoId/060855026033,7977.660134055665,0.0
geoId/060855029014,9112.979252375708,0.0
geoId/060855026031,4514.95452500646,0.0
geoId/060855029011,5661.543966088894,0.0
geoId/060855029021,10960.825647640431,0.0
geoId/060855029022,8816.892375619705,0.0
geoId/060855029012,6935.049833160408,0.0
geoId/060855029013,6249.050539743198,0.0
geoId/060770040012,47529.9789237528,0.0
geoId/060670095011,125.20363840994794,0.0
geoId/060770046004,60728.96264885878,0.0
geoId/060190039005,88742.00764104762,0.0
geoId/060190039004,90520.3415089302,0.0
geoId/060759809001,47389.160614201006,0.0
geoId/060750230011,5818.927625621513,0.0
geoId/060750229033,1629.565940365802,0.0
geoId/060750229031,1192.4485435462034,0.0
geoId/060750229032,2547.1817351414816,0.0
geoId/060750232003,2695.730395080845,0.0
geoId/060750612001,4989.341177818599,0.0
geoId/060750232001,2776.9718411743575,0.0
geoId/060750230032,1729.1054533477368,0.0
geoId/060750612002,4878.407045293379,0.0
geoId/060750230031,3469.059697899383,0.0
geoId/060750230012,815.6921141579738,0.0
geoId/060750614001,5282.321044729135,0.0
geoId/060750304002,2935.961458969545,0.0
geoId/060750308005,6172.707170929753,0.0
geoId/060750304005,1183.5649969620138,0.0
geoId/060390002021,167826.3402216947,0.0
geoId/060390002024,81708.32119291929,0.0
geoId/060390003007,5356.0040074876315,0.0
geoId/060390003002,20927.491442769664,0.0
geoId/060390003006,16483.768045049725,0.0
geoId/060190055201,13506.95151710458,0.0
geoId/060190055181,38402.678661069265,0.0
geoId/060190055203,13962.826790452244,0.0
geoId/060190057021,8546.033396235165,0.0
geoId/060190059071,5032.342006356554,0.0
geoId/060190055122,30782.22621894789,0.0
geoId/060190059122,38268.354757793546,0.0
geoId/060190057022,10682.496402479588,0.0
geoId/060190055202,2147.97425802462,0.0
geoId/060190057012,11174.839900632263,0.0
geoId/060750329014,4548.116369979835,0.0
geoId/060750330005,1879.2953758188532,0.0
geoId/060750353002,3316.351998914555,0.0
geoId/060750330006,2332.878534714852,0.0
geoId/060750330002,2536.858660089638,0.0
geoId/060750330001,1249.3655318115766,0.0
geoId/060750106002,3367.4454192357957,0.0
geoId/060750107002,1494.7315968556345,0.0
geoId/060750107004,1326.063614078005,0.0
geoId/060750106003,2469.4314669468426,0.0
geoId/060750107001,547.3424245611558,0.0
geoId/060530141051,25454.809845524647,5820.66924557252
geoId/060871101001,3257.122511554672,0.0
geoId/060871103002,6527.430782634513,0.0
geoId/060871103004,6927.196118411129,0.0
geoId/060750451003,3719.9558606896694,0.0
geoId/060750401003,2609.8015782365865,0.0
geoId/060750402001,2122.5377761368386,0.0
geoId/060750402002,2708.5772036537105,0.0
geoId/060750401002,1292.7884796400556,0.0
geoId/060750155003,2659.2733414696263,0.0
geoId/060750133004,2518.5024900701487,0.0
geoId/060750133005,1834.9228730519,0.0
geoId/060750401004,1445.8000498866345,0.0
geoId/060750401001,2079.0066387927327,0.0
geoId/060750402003,2231.290615423433,0.0
geoId/060750452005,3358.2477016991447,0.0
geoId/060750402004,1011.0663558710576,0.0
geoId/060855091022,7591.7875774804725,0.0
geoId/060855091084,20668.030343261566,0.0
geoId/060855086013,5398.105385605736,0.0
geoId/060855091021,31637.070941386766,0.0
geoId/060855091061,4571.731826787973,0.0
geoId/060855087041,4941.930482585598,0.0
geoId/060750132001,3664.240800786347,0.0
geoId/060750130003,2464.8552675366705,0.0
geoId/060750130002,2812.9113336577802,0.0
geoId/060750130001,2876.338060512967,0.0
geoId/060750126022,7905.64955627832,0.0
geoId/060750129022,2933.6725383303865,0.0
geoId/060750130004,1964.3179902117186,0.0
geoId/060750129021,2861.402411163021,0.0
geoId/060190046011,17569.889088535903,0.0
geoId/060190048021,13968.719882456146,0.0
geoId/060190043034,13626.176011781314,0.0
geoId/060190043033,11721.717022603658,0.0
geoId/060190045062,21015.596995030308,0.0
geoId/060190045061,16928.656064865027,0.0
geoId/060190046012,9105.559290092517,0.0
geoId/060971528015,9768.744586087205,0.0
geoId/060971528011,22503.77594453696,0.0
geoId/060971528021,3993.832716138212,0.0
geoId/060971528023,5282.4555796870145,0.0
geoId/060971528024,6366.776604803496,0.0
geoId/060971529032,12362.277476489573,0.0
geoId/060971527022,13121.479531514708,0.0
geoId/060971529033,1040.721214992051,0.0
geoId/060971524003,45464.17459071188,8032.2731818903785
geoId/060971528014,5937.25818410084,0.0
geoId/060190055252,49180.8591083847,0.0
geoId/060190056082,3769.082826952746,0.0
geoId/060190056024,5516.544733694327,0.0
geoId/060190056062,13912.852555732748,0.0
geoId/060190057014,7940.4296692058215,0.0
geoId/060190057011,10072.054557630145,0.0
geoId/060190055132,18405.758217379647,0.0
geoId/060190055121,16637.684523250537,0.0
geoId/060190055221,10432.589817881995,0.0
geoId/060190055131,15354.081721705124,0.0
geoId/060190056074,4268.674714489867,0.0
geoId/060190056072,6499.573031649433,0.0
geoId/060190056081,4551.5894586249715,0.0
geoId/060190056071,2700.7726354279635,0.0
geoId/060190055223,22557.951807527435,0.0
geoId/060190056022,9111.769507587636,0.0
geoId/060750125022,1657.2090157628534,0.0
geoId/060871206005,15546.414172096502,0.0
geoId/060816049001,7959.24385963397,0.0
geoId/060816050001,7327.6340487743555,0.0
geoId/060816044003,13954.9854994492,0.0
geoId/060816048003,3988.3631787040536,0.0
geoId/060816050003,18167.460041918617,0.0
geoId/060816049002,3993.3441769349793,0.0
geoId/060816050005,5056.494632492414,0.0
geoId/060816050004,3780.174995344848,0.0
geoId/060816050002,2397.416292060364,0.0
geoId/060816047002,4944.430021311886,0.0
geoId/060190078023,5403.117871865554,0.0
geoId/060450112001,153636.91108094677,17978.651410168513
geoId/060450112002,91806.94555932023,69869.75441337904
geoId/060450110022,67577.01358009562,29307.32978796695
geoId/060830019014,12224.762160277904,0.0
geoId/060830019013,24973.30481513094,10974.010706941208
geoId/060830028091,151913.26127717734,309058.06331631023
geoId/060830019015,14838.506442006743,0.0
geoId/060830019012,15064.758696542736,12772.085526606701
geoId/060190044093,6326.284450869402,0.0
geoId/060190044092,7982.078135990532,0.0
geoId/060190043023,11440.721522688904,0.0
geoId/060190045031,19839.14172032498,0.0
geoId/060190043011,27343.37113042735,0.0
geoId/060014417001,12208.92969418948,0.0
geoId/060014413012,7591.583013013102,0.0
geoId/060014418003,8485.706835123849,0.0
geoId/060014419244,7201.320777577178,0.0
geoId/060014413011,5037.06857635598,0.0
geoId/060014418004,4123.41297588441,0.0
geoId/060014418002,4678.016631395739,0.0
geoId/060014403081,5325.884137406434,0.0
geoId/060014418001,9335.315630107842,0.0
geoId/060014419231,5751.631429885761,0.0
geoId/060014419241,6607.90593863109,0.0
geoId/060014412001,12205.966204529628,0.0
geoId/060450110024,17372.589084894847,0.0
geoId/060450110021,34380.504028173586,7738.468079268123
geoId/060450110023,48577.829410837265,0.0
geoId/060450110011,152165.05936271136,3347.8320141396907
geoId/060450110025,64387.03424872747,0.0
geoId/060770041021,58200.0274926073,0.0
geoId/060770045011,5135.662982190146,0.0
geoId/060770047041,150251.22290679073,0.0
geoId/060770047044,74151.10829314301,0.0
geoId/060770044021,11757.21460053727,0.0
geoId/060770043052,2404.034676819573,0.0
geoId/060770043073,455.65539018141294,0.0
geoId/060770044041,4385.362891034649,0.0
geoId/060770045021,4864.003108743548,0.0
geoId/060770043081,373.3925976706048,0.0
geoId/060190075003,68524.68347944983,0.0
geoId/060190077001,183668.25896861526,0.0
geoId/060014010003,4889.60266469104,0.0
geoId/060014010002,2941.3415889214507,0.0
geoId/060014010001,5056.520651839575,0.0
geoId/060014011004,8906.865977794214,0.0
geoId/060014011002,1995.6963080220762,0.0
geoId/060014010004,3123.8096733692914,0.0
geoId/060014010005,3151.213764448806,0.0
geoId/060014011003,1770.689087455335,0.0
geoId/060014012003,2515.5188756299144,0.0
geoId/060014012002,2045.290287300679,0.0
geoId/060952522013,25536.065995049692,79910.1802911286
geoId/060952522014,65072.34757093668,23315.08109584167
geoId/060952522011,60363.5994982001,14349.822600962543
geoId/060952522022,32527.063090463813,0.0
geoId/060952522012,35827.09408649194,161515.5435506869
geoId/060952522023,26327.937489980708,0.0
geoId/060290020002,9382.199717016469,0.0
geoId/060290016001,24212.78798281645,0.0
geoId/060290026001,6910.03410799533,0.0
geoId/060290029002,9089.183704402196,0.0
geoId/060290030002,4372.617412759167,0.0
geoId/060290020001,3981.958038570245,0.0
geoId/060290030006,3891.2942847518593,0.0
geoId/060290030001,3020.250720946892,0.0
geoId/060290031211,5534.917122286809,0.0
geoId/060290006002,19145.75543596672,0.0
geoId/060290030003,2450.212740868144,0.0
geoId/060290030004,6129.596147992768,0.0
geoId/060290026003,4556.628564156884,0.0
geoId/060290006003,5825.341683863954,0.0
geoId/060290030005,4876.069979112755,0.0
geoId/060290026002,4715.832666240866,0.0
geoId/060290031132,8236.188827340487,0.0
geoId/060790100021,184004.65831723643,133617.71168833267
geoId/060790100023,34471.87287412069,27823.37313064888
geoId/061030010003,16433.878713054222,0.0
geoId/061030010002,189466.26533817017,0.0
geoId/061030010004,20930.679113193226,0.0
geoId/061030010005,36588.90239681922,0.0
geoId/060971511003,57635.9907059785,10715.52672034488
geoId/060971511002,57774.92536505363,0.0
geoId/060971508004,29867.75403130717,0.0
geoId/060971509023,5424.183032376424,0.0
geoId/060971510003,15218.655252738283,0.0
geoId/060971509015,9619.946302770182,0.0
geoId/060971509022,4557.54951040105,0.0
geoId/060971509021,9583.41098897153,0.0
geoId/060971510001,34424.26804499593,0.0
geoId/060971511001,77040.6675875009,3811.579224842841
geoId/060971510002,20357.278053976454,0.0
geoId/060411330001,179496.96664389715,90599.66379874063
geoId/060971509024,2866.917462434201,0.0
geoId/060411330003,93689.85001233693,0.0
geoId/060190042053,11934.618578801736,0.0
geoId/060190047012,7949.89487552649,0.0
geoId/060450117001,59881.738990530896,44218.964867254836
geoId/060450117003,12153.759511186408,0.0
geoId/060450115005,5357.038524523382,0.0
geoId/060450117005,36968.74451134388,0.0
geoId/060450115001,3795.575684481489,0.0
geoId/060816113004,6498.139008159334,0.0
geoId/060816113002,8282.105291097017,0.0
geoId/060816133001,31056.764937108084,6259.365189049721
geoId/060816114003,23951.65428691429,0.0
geoId/060816129002,5549.059934620931,0.0
geoId/060816113001,5950.296353583296,0.0
geoId/060816112001,11560.338581605618,0.0
geoId/060816113003,4028.464657880888,0.0
geoId/060014044001,13888.452169253873,244.3820651448544
geoId/060014001001,27720.079688645532,2959.423839752533
geoId/060014044003,9890.818388777898,0.0
geoId/060014045023,9528.861025209533,0.0
geoId/060014043001,11405.085725458734,0.0
geoId/060014045021,5772.9933425532845,0.0
geoId/060014045022,7930.599747314637,0.0
geoId/060014045024,13219.33056877668,0.0
geoId/061010507022,85772.45455135746,0.0
geoId/061010506011,32414.023815315937,0.0
geoId/061010508002,17594.21411315775,0.0
geoId/061010507023,110650.4716093919,0.0
geoId/061010506031,19928.255256693188,0.0
geoId/061010506032,28048.683036475784,0.0
geoId/061010506012,22627.81008892842,0.0
geoId/060014307003,3437.642630681862,0.0
geoId/060014309002,7307.349767397698,0.0
geoId/060014306004,3092.108877601047,0.0
geoId/060014309001,6860.621970346771,0.0
geoId/060855046021,128625.23542387443,0.0
geoId/060750328021,1623.8145462938194,0.0
geoId/060750351005,1024.8485904653223,0.0
geoId/060750352014,1910.8888567155914,0.0
geoId/060750306003,3146.6100144720904,0.0
geoId/060750304001,4082.8106378607267,0.0
geoId/060750328012,3775.3680886405355,0.0
geoId/060750329023,1804.3968662286625,0.0
geoId/060750352013,1588.868767843091,0.0
geoId/060750328023,780.653191680411,0.0
geoId/060750329021,778.3456124334703,0.0
geoId/060750328013,1810.6459341459185,0.0
geoId/060190059052,130410.61073945304,0.0
