"StatVar","MinDate","NumPlaces","observationPeriods","ScalingFactors","Units","MeasurementMethods"
"Count_MedicalConditionIncident_ClostridiumEtiology_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2020-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupIV_PersonToPersonTransmission","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterFetusEtiology_ConfirmedCase_FoodborneTransmission","2006-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupI_PatientHospitalized_PersonToPersonTransmission","2011-02","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_FoodborneTransmission","1998-05","46","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PersonToPersonTransmission","2009-04","37","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_TrichinellaSpiralisEtiology_PatientDeceased_FoodborneTransmission","1998-09","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientDeceased_PersonToPersonTransmission","2011-03","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSUnknownVirus_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2023-12","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2009-01","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnterotoxigenicEtiology_FoodborneTransmission","1998-06","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientHospitalized_WaterborneTransmission","1987-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumMageritenseEtiology_WaterborneTransmission","2002-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusUnknown_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2013-12","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_PatientDeceased_SuspectedCase_WaterborneTransmission","2013-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherBacterium_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-04","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Sapovirus_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2013-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientDeceased_ConfirmedCase_FoodborneTransmission","2007-08","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientHospitalized_FoodborneTransmission","1998-03","52","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_PatientHospitalized_ConfirmedCase_FoodborneTransmission","2006-12","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyclosporaCayetanensisEtiology_ConfirmedCase_WaterborneTransmission","1990-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Anisakis_ConfirmedCase_FoodborneTransmission","1999-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientDeceased_SuspectedCase_WaterborneTransmission","2001-05","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-02","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAviumComplexEtiology_WaterborneTransmission","2011-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2009-01","48","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterOther_PatientHospitalized_ConfirmedCase_AnimalContactTransmission","2013-03","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_ConfirmedCase_FoodborneTransmission","1998-01","53","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cholera_PatientDeceased_WaterborneTransmission","2000-12","1","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MicrocystisUnknown_WaterborneTransmission","2013-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientHospitalized_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2012-07","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ChlorineGas_SuspectedCase_WaterborneTransmission","2009-06","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-06","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumEtiology_PatientHospitalized_AnimalContactTransmission","2010-01","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Astrovirus_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2016-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientHospitalized_SuspectedCase_FoodborneTransmission","1998-04","46","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2013-06","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_SuspectedCase_WaterborneTransmission","2007-07","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Nitrate_PatientHospitalized_WaterborneTransmission","1997-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaEtiology_FoodborneTransmission","2019-12","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumBotulinumEtiology_PatientDeceased_FoodborneTransmission","1998-06","17","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AlkalineWater_ConfirmedCase_WaterborneTransmission","1988-04","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyclosporaEtiology_SuspectedCase_FoodborneTransmission","2019-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusOther_FoodborneTransmission","2005-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_SuspectedCase_FoodborneTransmission","1998-02","42","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_TrichinellaEtiology_PatientHospitalized_FoodborneTransmission","2015-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PlesiomonasShigelloidesEtiology_PatientHospitalized_WaterborneTransmission","1996-06","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyanotoxinOther_SuspectedCase_WaterborneTransmission","2018-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusUnknown_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2017-10","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyanotoxinUnknown_ConfirmedCase_WaterborneTransmission","2009-08","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cholera_FoodborneTransmission","1998-09","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cyanotoxin_PatientDeceased_ConfirmedCase_WaterborneTransmission","2011-07","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_ConfirmedCase_AnimalContactTransmission","2010-09","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaEtiology_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2019-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2010-06","19","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientDeceased_FoodborneTransmission","2019-12","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_ConfirmedCase_FoodborneTransmission","1998-04","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIX_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2021-03","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_AnimalContactTransmission","2013-08","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ScombroidToxin_PatientHospitalized_FoodborneTransmission","1998-01","32","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_SuspectedCase_PersonToPersonTransmission","2013-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIX_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2021-03","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2012-08","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LegionellaPneumophilaEtiology_SuspectedCase_WaterborneTransmission","2011-09","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientDeceased_SuspectedCase_WaterborneTransmission","2017-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_PersonToPersonTransmission","2009-04","36","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientHospitalized_WaterborneTransmission","2007-07","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PersonToPersonTransmission","2014-12","20","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_PatientDeceased_FoodborneTransmission","1998-01","15","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientDeceased_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2015-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2009-08","36","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StreptococcusGroupA_PatientDeceased_ConfirmedCase_FoodborneTransmission","2012-03","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cholera_PatientDeceased_ConfirmedCase_FoodborneTransmission","2001-06","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EthyleneGlycol_PatientHospitalized_ConfirmedCase_WaterborneTransmission","1987-04","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2012-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSUnknown_PatientHospitalized_WaterborneTransmission","1980-07","34","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Rotavirus_SuspectedCase_PersonToPersonTransmission","2009-01","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupII_PatientHospitalized_PersonToPersonTransmission","2016-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientHospitalized_SuspectedCase_WaterborneTransmission","1984-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2022-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxoplasmaGondiiEtiology_FoodborneTransmission","2017-10","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherParasite_ConfirmedCase_FoodborneTransmission","2006-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumHominisEtiology_PersonToPersonTransmission","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Rotavirus_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2010-05","10","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientHospitalized_EnvironmentalContaminationTransmissionExceptFood_Water","2011-02","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2017-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2015-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2009-01","46","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PseudomonasUnknown_PatientHospitalized_SuspectedCase_WaterborneTransmission","1986-03","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumEtiology_PersonToPersonTransmission","2009-01","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteropathogenicEtiology_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-11","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Soap_Detergent_PatientHospitalized_WaterborneTransmission","1995-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAbscessusEtiology_SuspectedCase_WaterborneTransmission","2021-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaBoydiiEtiology_FoodborneTransmission","1998-01","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherChemical_Toxin_SuspectedCase_FoodborneTransmission","1998-05","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioEtiology_SuspectedCase_FoodborneTransmission","2018-07","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_ConfirmedCase_PersonToPersonTransmission","2009-02","36","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusUnknown_PatientHospitalized_FoodborneTransmission","2007-09","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2009-07","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2016-07","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_ConfirmedCase_FoodborneTransmission","2000-12","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","2015-06","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteroaggregativeEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2011-12","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Astrovirus_PatientHospitalized_PersonToPersonTransmission","2011-11","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PufferFishTetrodotoxin_SuspectedCase_FoodborneTransmission","2006-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_SuspectedCase_PersonToPersonTransmission","2009-01","48","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EscherichiaEtiology_PatientHospitalized_FoodborneTransmission","2021-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BrucellaUnknown_FoodborneTransmission","2001-07","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusUnknown_SuspectedCase_FoodborneTransmission","2005-10","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_ConfirmedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2011-02","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteroaggregativeEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2018-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioVulnificusEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","2015-12","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AdenovirusB_PatientHospitalized_PersonToPersonTransmission","2015-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaEtiology_PatientDeceased_FoodborneTransmission","2019-12","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BacillusCereusEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","1998-04","29","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_ConfirmedCase_FoodborneTransmission","1998-01","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ListeriaMonocytogenesEtiology_Indeterminate_Other_UnknownTramissionMode","2009-04","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioOther_PatientDeceased_ConfirmedCase_FoodborneTransmission","2010-06","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumPerfringensEtiology_PatientDeceased_PersonToPersonTransmission","2019-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
