value,date,duration,statvar,unit
113.932,2017-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.946,2018-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.708,2018-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.533,2018-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.482,2018-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.748,2018-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.021,2018-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.174,2018-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.734,2018-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.273,2018-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.108,2018-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.129,2018-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.087,2018-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.071,2019-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.050,2019-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.673,2019-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.618,2019-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.565,2019-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.656,2019-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.672,2019-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.131,2019-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.215,2019-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.898,2019-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.030,2019-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.752,2019-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.975,2020-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.070,2020-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.022,2020-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.166,2020-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.135,2020-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.047,2020-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.319,2020-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.746,2020-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.745,2020-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.806,2020-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
100.0,1999-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
100.6,2000-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
100.9,2000-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.0,2000-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.1,2000-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.3,2000-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.7,2000-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
102.0,2000-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.2,2000-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
104.9,2000-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.3,2000-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.4,2000-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.6,2000-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.8,2001-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.9,2001-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.0,2001-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.1,2001-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.4,2001-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.9,2001-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.3,2001-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.5,2001-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.6,2001-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.1,2001-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.2,2001-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.1,2001-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.6,2002-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.2,2002-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.2,2002-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.3,2002-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.4,2002-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.1,2002-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.5,2002-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
117.1,2002-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.4,2002-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.6,2002-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.7,2002-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.7,2002-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.2,2003-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.6,2003-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.7,2003-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.8,2003-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
121.0,2003-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
121.5,2003-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.1,2003-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.9,2003-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.1,2003-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.4,2003-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.4,2003-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.7,2003-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.5,2004-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.7,2004-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.9,2004-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.0,2004-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.1,2004-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.8,2004-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
131.4,2004-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
134.6,2004-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
137.2,2004-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
137.7,2004-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
137.8,2004-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
137.9,2004-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
138.1,2005-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
138.4,2005-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
138.6,2005-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
138.8,2005-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
139.1,2005-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
139.7,2005-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
140.4,2005-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
143.0,2005-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
146.1,2005-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
146.3,2005-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
146.4,2005-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
146.5,2005-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
147.2,2006-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
147.2,2006-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
147.2,2006-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
147.5,2006-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
147.7,2006-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
148.3,2006-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
149.0,2006-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
152.1,2006-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
154.8,2006-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.2,2006-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.4,2006-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.5,2006-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.475,2007-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.823,2007-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
155.946,2007-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
156.072,2007-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
156.240,2007-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
156.493,2007-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
157.026,2007-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
160.401,2007-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
162.788,2007-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
163.319,2007-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
163.553,2007-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
163.716,2007-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
164.003,2008-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
164.034,2008-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
163.965,2008-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
164.149,2008-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
164.272,2008-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
164.701,2008-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
165.357,2008-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
169.568,2008-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
172.234,2008-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
172.794,2008-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
172.821,2008-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
172.978,2008-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.116,2009-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.012,2009-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.102,2009-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.175,2009-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.475,2009-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
173.693,2009-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
174.586,2009-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
178.363,2009-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
180.649,2009-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
181.005,2009-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
180.759,2009-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAE1_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
