unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,SM_OCC,QU3,F,Y15-29,AT	5.6 	9.4 
PC,SM_OCC,QU3,F,Y15-29,BE	4.3 	9.9 u
PC,SM_OCC,QU3,F,Y15-29,BG	11.6 	4.7 
PC,SM_OCC,QU3,F,Y15-29,CY	2.8 	3.0 
PC,SM_OCC,QU3,F,Y15-29,CZ	4.1 	12.0 
PC,SM_OCC,QU3,F,Y15-29,DE	11.6 	10.2 
PC,SM_OCC,QU3,F,Y15-29,DK	13.3 	16.6 
PC,SM_OCC,QU3,F,Y15-29,EE	7.0 	4.4 
PC,SM_OCC,QU3,F,Y15-29,EL	4.1 	6.3 
PC,SM_OCC,QU3,F,Y15-29,ES	2.2 	1.9 
PC,SM_OCC,QU3,F,Y15-29,EU27_2020	7.4 	8.1 
PC,SM_OCC,QU3,F,Y15-29,EU28	: 	7.5 
PC,SM_OCC,QU3,F,Y15-29,FI	5.7 	7.2 
PC,SM_OCC,QU3,F,Y15-29,FR	8.2 	10.0 
PC,SM_OCC,QU3,F,Y15-29,HR	7.0 u	9.6 
PC,SM_OCC,QU3,F,Y15-29,HU	6.8 	1.5 
PC,SM_OCC,QU3,F,Y15-29,IE	3.3 u	13.4 
PC,SM_OCC,QU3,F,Y15-29,IS	10.4 	5.9 
PC,SM_OCC,QU3,F,Y15-29,IT	7.6 	8.7 
PC,SM_OCC,QU3,F,Y15-29,LT	5.4 	2.5 
PC,SM_OCC,QU3,F,Y15-29,LU	13.4 u	15.1 u
PC,SM_OCC,QU3,F,Y15-29,LV	6.6 	5.1 
PC,SM_OCC,QU3,F,Y15-29,MT	3.5 	2.4 
PC,SM_OCC,QU3,F,Y15-29,NL	6.9 	9.5 
PC,SM_OCC,QU3,F,Y15-29,NO	8.3 	10.6 
PC,SM_OCC,QU3,F,Y15-29,PL	6.3 	3.3 
PC,SM_OCC,QU3,F,Y15-29,PT	2.3 	4.5 
PC,SM_OCC,QU3,F,Y15-29,RO	7.7 	8.5 
PC,SM_OCC,QU3,F,Y15-29,RS	8.3 	: 
PC,SM_OCC,QU3,F,Y15-29,SE	6.5 	11.5 
PC,SM_OCC,QU3,F,Y15-29,SI	6.7 	8.9 
PC,SM_OCC,QU3,F,Y15-29,SK	14.6 u	10.3 
PC,SM_OCC,QU3,F,Y15-29,TR	3.1 	6.3 
PC,SM_OCC,QU3,F,Y15-29,UK	: 	4.2 
PC,SM_OCC,QU3,F,Y15-44,AT	: 	7.2 
PC,SM_OCC,QU3,F,Y15-44,BE	: 	6.2 u
PC,SM_OCC,QU3,F,Y15-44,BG	: 	8.4 
PC,SM_OCC,QU3,F,Y15-44,CY	: 	2.5 
PC,SM_OCC,QU3,F,Y15-44,CZ	: 	7.3 
PC,SM_OCC,QU3,F,Y15-44,DE	: 	7.4 
PC,SM_OCC,QU3,F,Y15-44,DK	: 	10.1 
PC,SM_OCC,QU3,F,Y15-44,EE	: 	5.3 
PC,SM_OCC,QU3,F,Y15-44,EL	: 	5.3 
PC,SM_OCC,QU3,F,Y15-44,ES	: 	3.0 
PC,SM_OCC,QU3,F,Y15-44,EU27_2020	: 	6.7 
PC,SM_OCC,QU3,F,Y15-44,EU28	: 	6.2 
PC,SM_OCC,QU3,F,Y15-44,FI	: 	7.6 
PC,SM_OCC,QU3,F,Y15-44,FR	: 	9.8 
PC,SM_OCC,QU3,F,Y15-44,HR	: 	8.1 
PC,SM_OCC,QU3,F,Y15-44,HU	: 	1.4 
PC,SM_OCC,QU3,F,Y15-44,IE	: 	10.4 
PC,SM_OCC,QU3,F,Y15-44,IS	: 	7.5 
PC,SM_OCC,QU3,F,Y15-44,IT	: 	7.0 
PC,SM_OCC,QU3,F,Y15-44,LT	: 	2.9 
PC,SM_OCC,QU3,F,Y15-44,LU	: 	8.9 
PC,SM_OCC,QU3,F,Y15-44,LV	: 	6.9 
PC,SM_OCC,QU3,F,Y15-44,MT	: 	5.3 
PC,SM_OCC,QU3,F,Y15-44,NL	: 	5.7 
PC,SM_OCC,QU3,F,Y15-44,NO	: 	9.6 
PC,SM_OCC,QU3,F,Y15-44,PL	: 	2.7 
PC,SM_OCC,QU3,F,Y15-44,PT	: 	3.8 
PC,SM_OCC,QU3,F,Y15-44,RO	: 	7.6 
PC,SM_OCC,QU3,F,Y15-44,SE	: 	8.1 
PC,SM_OCC,QU3,F,Y15-44,SI	: 	8.9 
PC,SM_OCC,QU3,F,Y15-44,SK	: 	7.7 
PC,SM_OCC,QU3,F,Y15-44,TR	: 	5.8 
PC,SM_OCC,QU3,F,Y15-44,UK	: 	3.1 
PC,SM_OCC,QU3,F,Y15-64,AT	4.2 	6.3 
PC,SM_OCC,QU3,F,Y15-64,BE	3.0 	5.1 u
PC,SM_OCC,QU3,F,Y15-64,BG	10.9 	7.1 
PC,SM_OCC,QU3,F,Y15-64,CY	2.4 	1.8 
PC,SM_OCC,QU3,F,Y15-64,CZ	6.7 	7.2 
PC,SM_OCC,QU3,F,Y15-64,DE	4.8 	6.1 
PC,SM_OCC,QU3,F,Y15-64,DK	8.8 	7.0 
PC,SM_OCC,QU3,F,Y15-64,EE	5.2 	4.8 
PC,SM_OCC,QU3,F,Y15-64,EL	2.6 	5.7 
PC,SM_OCC,QU3,F,Y15-64,ES	2.3 	2.2 
PC,SM_OCC,QU3,F,Y15-64,EU27_2020	4.8 	5.4 
PC,SM_OCC,QU3,F,Y15-64,EU28	: 	5.1 
PC,SM_OCC,QU3,F,Y15-64,FI	5.1 	6.6 
PC,SM_OCC,QU3,F,Y15-64,FR	5.9 	7.6 
PC,SM_OCC,QU3,F,Y15-64,HR	4.0 	7.4 
PC,SM_OCC,QU3,F,Y15-64,HU	3.2 	0.9 
PC,SM_OCC,QU3,F,Y15-64,IE	3.7 	8.2 
PC,SM_OCC,QU3,F,Y15-64,IS	5.7 	5.8 
PC,SM_OCC,QU3,F,Y15-64,IT	5.2 	5.2 
PC,SM_OCC,QU3,F,Y15-64,LT	4.3 	2.9 
PC,SM_OCC,QU3,F,Y15-64,LU	6.4 	6.8 
PC,SM_OCC,QU3,F,Y15-64,LV	5.1 	5.4 
PC,SM_OCC,QU3,F,Y15-64,MT	2.9 	3.7 
PC,SM_OCC,QU3,F,Y15-64,NL	4.7 	5.4 
PC,SM_OCC,QU3,F,Y15-64,NO	6.4 	8.2 
PC,SM_OCC,QU3,F,Y15-64,PL	3.7 	2.9 
PC,SM_OCC,QU3,F,Y15-64,PT	2.0 	2.9 
PC,SM_OCC,QU3,F,Y15-64,RO	6.9 	5.3 
PC,SM_OCC,QU3,F,Y15-64,RS	7.5 	: 
PC,SM_OCC,QU3,F,Y15-64,SE	4.0 	6.9 
PC,SM_OCC,QU3,F,Y15-64,SI	7.0 	6.7 
PC,SM_OCC,QU3,F,Y15-64,SK	7.4 	7.0 
PC,SM_OCC,QU3,F,Y15-64,TR	3.4 	5.5 
PC,SM_OCC,QU3,F,Y15-64,UK	: 	3.0 
PC,SM_OCC,QU3,F,Y18-24,AT	6.7 	9.6 
PC,SM_OCC,QU3,F,Y18-24,BE	1.7 u	11.6 u
PC,SM_OCC,QU3,F,Y18-24,BG	14.4 	7.5 u
PC,SM_OCC,QU3,F,Y18-24,CY	0 	5.3 
PC,SM_OCC,QU3,F,Y18-24,CZ	5.7 u	8.2 u
PC,SM_OCC,QU3,F,Y18-24,DE	19.3 	10.9 
PC,SM_OCC,QU3,F,Y18-24,DK	15.6 u	8.3 u
PC,SM_OCC,QU3,F,Y18-24,EE	13.4 u	1.8 u
PC,SM_OCC,QU3,F,Y18-24,EL	3.3 	13.7 u
PC,SM_OCC,QU3,F,Y18-24,ES	2.9 	4.0 
PC,SM_OCC,QU3,F,Y18-24,EU27_2020	9.0 	8.5 
PC,SM_OCC,QU3,F,Y18-24,EU28	: 	7.7 
PC,SM_OCC,QU3,F,Y18-24,FI	10.0 u	9.1 u
PC,SM_OCC,QU3,F,Y18-24,FR	9.4 	10.6 
PC,SM_OCC,QU3,F,Y18-24,HR	: u	14.9 u
PC,SM_OCC,QU3,F,Y18-24,HU	1.0 u	1.8 
PC,SM_OCC,QU3,F,Y18-24,IE	: u	13.8 u
PC,SM_OCC,QU3,F,Y18-24,IS	17.7 u	8.2 u
PC,SM_OCC,QU3,F,Y18-24,IT	6.2 	7.3 
PC,SM_OCC,QU3,F,Y18-24,LT	6.8 u	2.2 u
PC,SM_OCC,QU3,F,Y18-24,LU	: u	: u
PC,SM_OCC,QU3,F,Y18-24,LV	6.4 	4.9 
PC,SM_OCC,QU3,F,Y18-24,MT	4.0 	3.2 u
PC,SM_OCC,QU3,F,Y18-24,NL	9.1 	5.1 
PC,SM_OCC,QU3,F,Y18-24,NO	8.0 	11.6 
PC,SM_OCC,QU3,F,Y18-24,PL	7.6 	3.4 
PC,SM_OCC,QU3,F,Y18-24,PT	0.2 	5.5 
PC,SM_OCC,QU3,F,Y18-24,RO	10.4 	12.0 
PC,SM_OCC,QU3,F,Y18-24,RS	4.2 	: 
PC,SM_OCC,QU3,F,Y18-24,SE	10.2 	23.0 u
PC,SM_OCC,QU3,F,Y18-24,SI	5.1 	12.0 
PC,SM_OCC,QU3,F,Y18-24,SK	: u	6.8 u
PC,SM_OCC,QU3,F,Y18-24,TR	2.0 	6.6 
PC,SM_OCC,QU3,F,Y18-24,UK	: 	3.1 
PC,SM_OCC,QU3,F,Y18-44,AT	: 	7.0 
PC,SM_OCC,QU3,F,Y18-44,BE	: 	6.5 u
PC,SM_OCC,QU3,F,Y18-44,BG	: 	9.3 
PC,SM_OCC,QU3,F,Y18-44,CY	: 	2.8 
PC,SM_OCC,QU3,F,Y18-44,CZ	: 	6.5 
PC,SM_OCC,QU3,F,Y18-44,DE	: 	7.2 
PC,SM_OCC,QU3,F,Y18-44,DK	: 	9.4 
PC,SM_OCC,QU3,F,Y18-44,EE	: 	5.6 
PC,SM_OCC,QU3,F,Y18-44,EL	: 	5.5 
PC,SM_OCC,QU3,F,Y18-44,ES	: 	3.3 
PC,SM_OCC,QU3,F,Y18-44,EU28	: 	6.3 
PC,SM_OCC,QU3,F,Y18-44,FI	: 	7.7 
PC,SM_OCC,QU3,F,Y18-44,FR	: 	10.6 
PC,SM_OCC,QU3,F,Y18-44,HR	: 	8.4 
PC,SM_OCC,QU3,F,Y18-44,HU	: 	1.4 
PC,SM_OCC,QU3,F,Y18-44,IE	: 	11.0 
PC,SM_OCC,QU3,F,Y18-44,IS	: 	8.3 
PC,SM_OCC,QU3,F,Y18-44,IT	: 	6.7 
PC,SM_OCC,QU3,F,Y18-44,LT	: 	3.3 
PC,SM_OCC,QU3,F,Y18-44,LU	: 	9.0 
PC,SM_OCC,QU3,F,Y18-44,LV	: 	7.5 
PC,SM_OCC,QU3,F,Y18-44,MT	: 	5.6 
PC,SM_OCC,QU3,F,Y18-44,NL	: 	5.8 
PC,SM_OCC,QU3,F,Y18-44,NO	: 	10.1 
PC,SM_OCC,QU3,F,Y18-44,PL	: 	2.7 
PC,SM_OCC,QU3,F,Y18-44,PT	: 	4.1 
PC,SM_OCC,QU3,F,Y18-44,RO	: 	8.2 
PC,SM_OCC,QU3,F,Y18-44,SE	: 	8.1 
PC,SM_OCC,QU3,F,Y18-44,SI	: 	8.6 
PC,SM_OCC,QU3,F,Y18-44,SK	: 	6.7 
PC,SM_OCC,QU3,F,Y18-44,TR	: 	6.4 
PC,SM_OCC,QU3,F,Y18-44,UK	: 	2.7 
PC,SM_OCC,QU3,F,Y18-64,AT	: 	6.1 
PC,SM_OCC,QU3,F,Y18-64,BE	: 	5.2 u
PC,SM_OCC,QU3,F,Y18-64,BG	: 	7.5 
PC,SM_OCC,QU3,F,Y18-64,CY	: 	1.9 
PC,SM_OCC,QU3,F,Y18-64,CZ	: 	6.7 
PC,SM_OCC,QU3,F,Y18-64,DE	: 	6.0 
PC,SM_OCC,QU3,F,Y18-64,DK	: 	6.6 
PC,SM_OCC,QU3,F,Y18-64,EE	: 	5.0 
PC,SM_OCC,QU3,F,Y18-64,EL	: 	5.9 
PC,SM_OCC,QU3,F,Y18-64,ES	: 	2.3 
PC,SM_OCC,QU3,F,Y18-64,EU27_2020	: 	5.4 
PC,SM_OCC,QU3,F,Y18-64,EU28	: 	5.0 
PC,SM_OCC,QU3,F,Y18-64,FI	: 	6.6 
PC,SM_OCC,QU3,F,Y18-64,FR	: 	7.9 
PC,SM_OCC,QU3,F,Y18-64,HR	: 	7.6 
PC,SM_OCC,QU3,F,Y18-64,HU	: 	0.9 
PC,SM_OCC,QU3,F,Y18-64,IE	: 	8.5 
PC,SM_OCC,QU3,F,Y18-64,IS	: 	6.2 
PC,SM_OCC,QU3,F,Y18-64,IT	: 	5.0 
PC,SM_OCC,QU3,F,Y18-64,LT	: 	3.1 
PC,SM_OCC,QU3,F,Y18-64,LU	: 	6.9 
PC,SM_OCC,QU3,F,Y18-64,LV	: 	5.7 
PC,SM_OCC,QU3,F,Y18-64,MT	: 	3.8 
PC,SM_OCC,QU3,F,Y18-64,NL	: 	5.4 
PC,SM_OCC,QU3,F,Y18-64,NO	: 	8.4 
PC,SM_OCC,QU3,F,Y18-64,PL	: 	2.9 
PC,SM_OCC,QU3,F,Y18-64,PT	: 	3.0 
PC,SM_OCC,QU3,F,Y18-64,RO	: 	5.5 
PC,SM_OCC,QU3,F,Y18-64,SE	: 	6.9 
PC,SM_OCC,QU3,F,Y18-64,SI	: 	6.5 
PC,SM_OCC,QU3,F,Y18-64,SK	: 	6.5 
PC,SM_OCC,QU3,F,Y18-64,TR	: 	5.9 
PC,SM_OCC,QU3,F,Y18-64,UK	: 	2.7 
PC,SM_OCC,QU3,F,Y20-24,AT	6.6 	8.8 
PC,SM_OCC,QU3,F,Y20-24,BE	2.4 u	0.6 u
PC,SM_OCC,QU3,F,Y20-24,BG	6.8 u	12.3 u
PC,SM_OCC,QU3,F,Y20-24,CY	0 u	6.2 u
PC,SM_OCC,QU3,F,Y20-24,CZ	7.2 u	9.3 u
PC,SM_OCC,QU3,F,Y20-24,DE	20.9 	12.4 
PC,SM_OCC,QU3,F,Y20-24,DK	16.7 u	5.0 u
PC,SM_OCC,QU3,F,Y20-24,EE	9.5 u	0 u
PC,SM_OCC,QU3,F,Y20-24,EL	4.6 u	16.4 u
PC,SM_OCC,QU3,F,Y20-24,ES	3.0 	4.9 
PC,SM_OCC,QU3,F,Y20-24,EU27_2020	9.3 	: 
PC,SM_OCC,QU3,F,Y20-24,EU28	: 	7.9 
PC,SM_OCC,QU3,F,Y20-24,FI	: u	10.3 u
PC,SM_OCC,QU3,F,Y20-24,FR	8.9 	9.1 
PC,SM_OCC,QU3,F,Y20-24,HR	: u	: u
PC,SM_OCC,QU3,F,Y20-24,HU	1.3 u	0 
PC,SM_OCC,QU3,F,Y20-24,IE	: u	15.4 u
PC,SM_OCC,QU3,F,Y20-24,IS	18.4 u	5.0 u
PC,SM_OCC,QU3,F,Y20-24,IT	5.7 	6.0 
PC,SM_OCC,QU3,F,Y20-24,LT	4.6 u	3.5 u
PC,SM_OCC,QU3,F,Y20-24,LU	: u	: u
PC,SM_OCC,QU3,F,Y20-24,LV	5.0 u	6.2 
PC,SM_OCC,QU3,F,Y20-24,MT	6.0 u	4.5 u
PC,SM_OCC,QU3,F,Y20-24,NL	5.8 u	5.0 u
PC,SM_OCC,QU3,F,Y20-24,NO	3.5 u	14.0 u
PC,SM_OCC,QU3,F,Y20-24,PL	9.1 	4.4 
PC,SM_OCC,QU3,F,Y20-24,PT	0.2 u	6.3 
PC,SM_OCC,QU3,F,Y20-24,RO	10.6 	16.4 
PC,SM_OCC,QU3,F,Y20-24,RS	5.2 u	: 
PC,SM_OCC,QU3,F,Y20-24,SE	12.3 	23.0 u
PC,SM_OCC,QU3,F,Y20-24,SI	5.1 	13.2 u
PC,SM_OCC,QU3,F,Y20-24,SK	: u	7.9 u
PC,SM_OCC,QU3,F,Y20-24,TR	1.1 	7.0 
PC,SM_OCC,QU3,F,Y20-24,UK	: 	2.9 u
PC,SM_OCC,QU3,F,Y25-29,AT	4.0 	8.9 
PC,SM_OCC,QU3,F,Y25-29,BE	11.7 u	11.2 u
PC,SM_OCC,QU3,F,Y25-29,BG	14.6 u	4.2 u
PC,SM_OCC,QU3,F,Y25-29,CY	7.9 u	2.1 u
PC,SM_OCC,QU3,F,Y25-29,CZ	1.7 u	12.1 u
PC,SM_OCC,QU3,F,Y25-29,DE	8.3 	9.6 
PC,SM_OCC,QU3,F,Y25-29,DK	11.8 u	21.2 u
PC,SM_OCC,QU3,F,Y25-29,EE	2.6 u	9.1 u
PC,SM_OCC,QU3,F,Y25-29,EL	7.9 u	0.9 u
PC,SM_OCC,QU3,F,Y25-29,ES	2.5 	0.4 
PC,SM_OCC,QU3,F,Y25-29,EU27_2020	7.0 	: 
PC,SM_OCC,QU3,F,Y25-29,EU28	: 	8.1 
PC,SM_OCC,QU3,F,Y25-29,FI	3.3 u	6.0 
PC,SM_OCC,QU3,F,Y25-29,FR	7.1 	13.8 
PC,SM_OCC,QU3,F,Y25-29,HR	: u	5.0 u
PC,SM_OCC,QU3,F,Y25-29,HU	: u	1.8 u
PC,SM_OCC,QU3,F,Y25-29,IE	0 u	17.0 u
PC,SM_OCC,QU3,F,Y25-29,IS	6.3 u	7.1 u
PC,SM_OCC,QU3,F,Y25-29,IT	8.0 	10.5 
PC,SM_OCC,QU3,F,Y25-29,LT	6.3 u	: u
PC,SM_OCC,QU3,F,Y25-29,LU	18.2 u	18.4 u
PC,SM_OCC,QU3,F,Y25-29,LV	10.8 	9.2 u
PC,SM_OCC,QU3,F,Y25-29,MT	4.6 u	2.0 u
PC,SM_OCC,QU3,F,Y25-29,NL	6.4 	16.6 
PC,SM_OCC,QU3,F,Y25-29,NO	11.7 	12.7 
PC,SM_OCC,QU3,F,Y25-29,PL	5.4 	3.3 
PC,SM_OCC,QU3,F,Y25-29,PT	1.6 u	5.5 
PC,SM_OCC,QU3,F,Y25-29,RO	7.9 	7.7 
PC,SM_OCC,QU3,F,Y25-29,RS	14.8 	: 
PC,SM_OCC,QU3,F,Y25-29,SE	6.4 	7.6 
PC,SM_OCC,QU3,F,Y25-29,SI	9.2 	4.1 u
PC,SM_OCC,QU3,F,Y25-29,SK	23.7 u	9.0 u
PC,SM_OCC,QU3,F,Y25-29,TR	3.1 	8.9 
PC,SM_OCC,QU3,F,Y25-29,UK	: 	3.8 
PC,SM_OCC,QU3,F,Y25-34,AT	4.0 	7.0 
PC,SM_OCC,QU3,F,Y25-34,BE	6.0 	7.4 u
PC,SM_OCC,QU3,F,Y25-34,BG	16.3 	13.6 u
PC,SM_OCC,QU3,F,Y25-34,CY	3.6 	2.1 
PC,SM_OCC,QU3,F,Y25-34,CZ	8.0 	9.3 
PC,SM_OCC,QU3,F,Y25-34,DE	5.4 	8.1 
PC,SM_OCC,QU3,F,Y25-34,DK	8.2 	12.5 
PC,SM_OCC,QU3,F,Y25-34,EE	3.4 	6.8 
PC,SM_OCC,QU3,F,Y25-34,EL	6.8 	0.9 
PC,SM_OCC,QU3,F,Y25-34,ES	2.2 	4.5 
PC,SM_OCC,QU3,F,Y25-34,EU27_2020	5.4 	7.9 
PC,SM_OCC,QU3,F,Y25-34,EU28	: 	7.3 
PC,SM_OCC,QU3,F,Y25-34,FI	4.3 u	6.8 
PC,SM_OCC,QU3,F,Y25-34,FR	4.2 	13.0 
PC,SM_OCC,QU3,F,Y25-34,HR	4.9 u	2.3 u
PC,SM_OCC,QU3,F,Y25-34,HU	7.0 	2.3 
PC,SM_OCC,QU3,F,Y25-34,IE	3.0 	13.3 
PC,SM_OCC,QU3,F,Y25-34,IS	5.1 	7.1 
PC,SM_OCC,QU3,F,Y25-34,IT	6.0 	9.1 
PC,SM_OCC,QU3,F,Y25-34,LT	7.3 	7.8 u
PC,SM_OCC,QU3,F,Y25-34,LU	13.4 	11.1 
PC,SM_OCC,QU3,F,Y25-34,LV	6.8 	11.4 
PC,SM_OCC,QU3,F,Y25-34,MT	2.4 	4.3 
PC,SM_OCC,QU3,F,Y25-34,NL	6.4 	9.5 
PC,SM_OCC,QU3,F,Y25-34,NO	7.1 	10.6 
PC,SM_OCC,QU3,F,Y25-34,PL	3.3 	2.4 
PC,SM_OCC,QU3,F,Y25-34,PT	1.2 	3.9 
PC,SM_OCC,QU3,F,Y25-34,RO	8.0 	6.3 
PC,SM_OCC,QU3,F,Y25-34,RS	12.7 	: 
PC,SM_OCC,QU3,F,Y25-34,SE	6.0 	7.8 
PC,SM_OCC,QU3,F,Y25-34,SI	9.6 	5.7 
PC,SM_OCC,QU3,F,Y25-34,SK	15.5 	10.4 
PC,SM_OCC,QU3,F,Y25-34,TR	2.4 	6.5 
PC,SM_OCC,QU3,F,Y25-34,UK	: 	2.5 
PC,SM_OCC,QU3,F,Y25-64,AT	: 	5.6 
PC,SM_OCC,QU3,F,Y25-64,BE	: 	4.6 u
PC,SM_OCC,QU3,F,Y25-64,BG	: 	7.5 
PC,SM_OCC,QU3,F,Y25-64,CY	: 	1.3 
PC,SM_OCC,QU3,F,Y25-64,CZ	: 	6.5 
PC,SM_OCC,QU3,F,Y25-64,DE	: 	5.4 
PC,SM_OCC,QU3,F,Y25-64,DK	: 	6.4 
PC,SM_OCC,QU3,F,Y25-64,EE	: 	5.4 
PC,SM_OCC,QU3,F,Y25-64,EL	: 	5.0 
PC,SM_OCC,QU3,F,Y25-64,ES	: 	2.2 
PC,SM_OCC,QU3,F,Y25-64,EU27_2020	: 	5.0 
PC,SM_OCC,QU3,F,Y25-64,EU28	: 	4.7 
PC,SM_OCC,QU3,F,Y25-64,FI	: 	6.3 
PC,SM_OCC,QU3,F,Y25-64,FR	: 	7.4 
PC,SM_OCC,QU3,F,Y25-64,HR	: 	6.5 
PC,SM_OCC,QU3,F,Y25-64,HU	: 	0.8 
PC,SM_OCC,QU3,F,Y25-64,IE	: 	7.4 
PC,SM_OCC,QU3,F,Y25-64,IS	: 	6.0 
PC,SM_OCC,QU3,F,Y25-64,IT	: 	4.7 
PC,SM_OCC,QU3,F,Y25-64,LT	: 	3.2 
PC,SM_OCC,QU3,F,Y25-64,LU	: 	6.8 
PC,SM_OCC,QU3,F,Y25-64,LV	: 	5.8 
PC,SM_OCC,QU3,F,Y25-64,MT	: 	3.9 
PC,SM_OCC,QU3,F,Y25-64,NL	: 	5.4 
PC,SM_OCC,QU3,F,Y25-64,NO	: 	7.9 
PC,SM_OCC,QU3,F,Y25-64,PL	: 	2.9 
PC,SM_OCC,QU3,F,Y25-64,PT	: 	2.7 
PC,SM_OCC,QU3,F,Y25-64,RO	: 	4.7 
PC,SM_OCC,QU3,F,Y25-64,SE	: 	6.1 
PC,SM_OCC,QU3,F,Y25-64,SI	: 	5.8 
PC,SM_OCC,QU3,F,Y25-64,SK	: 	6.4 
PC,SM_OCC,QU3,F,Y25-64,TR	: 	5.7 
PC,SM_OCC,QU3,F,Y25-64,UK	: 	2.7 
PC,SM_OCC,QU3,F,Y35-44,AT	4.4 	5.3 
PC,SM_OCC,QU3,F,Y35-44,BE	2.9 	3.8 u
PC,SM_OCC,QU3,F,Y35-44,BG	10.3 	7.5 
PC,SM_OCC,QU3,F,Y35-44,CY	4.8 	1.8 
PC,SM_OCC,QU3,F,Y35-44,CZ	4.2 	3.9 
PC,SM_OCC,QU3,F,Y35-44,DE	3.2 	4.6 
PC,SM_OCC,QU3,F,Y35-44,DK	15.5 	6.5 
PC,SM_OCC,QU3,F,Y35-44,EE	4.2 	6.7 
PC,SM_OCC,QU3,F,Y35-44,EL	3.2 	6.8 
PC,SM_OCC,QU3,F,Y35-44,ES	1.6 	2.0 
PC,SM_OCC,QU3,F,Y35-44,EU27_2020	4.7 	4.9 
PC,SM_OCC,QU3,F,Y35-44,EU28	: 	4.6 
PC,SM_OCC,QU3,F,Y35-44,FI	4.7 	8.1 
PC,SM_OCC,QU3,F,Y35-44,FR	8.7 	8.1 
PC,SM_OCC,QU3,F,Y35-44,HR	2.4 u	10.4 
PC,SM_OCC,QU3,F,Y35-44,HU	3.2 	0.5 
PC,SM_OCC,QU3,F,Y35-44,IE	3.8 	6.4 
PC,SM_OCC,QU3,F,Y35-44,IS	11.8 	9.8 
PC,SM_OCC,QU3,F,Y35-44,IT	5.9 	4.8 
PC,SM_OCC,QU3,F,Y35-44,LT	3.0 	1.4 
PC,SM_OCC,QU3,F,Y35-44,LU	6.2 	7.0 
PC,SM_OCC,QU3,F,Y35-44,LV	4.4 	6.4 
PC,SM_OCC,QU3,F,Y35-44,MT	1.7 	9.1 
PC,SM_OCC,QU3,F,Y35-44,NL	1.8 	3.0 
PC,SM_OCC,QU3,F,Y35-44,NO	7.6 	8.9 
PC,SM_OCC,QU3,F,Y35-44,PL	1.1 	2.5 
PC,SM_OCC,QU3,F,Y35-44,PT	2.9 	3.8 
PC,SM_OCC,QU3,F,Y35-44,RO	9.0 	7.8 
PC,SM_OCC,QU3,F,Y35-44,RS	6.6 	: 
PC,SM_OCC,QU3,F,Y35-44,SE	2.6 	5.1 
PC,SM_OCC,QU3,F,Y35-44,SI	6.4 	9.4 
PC,SM_OCC,QU3,F,Y35-44,SK	2.4 	2.4 
PC,SM_OCC,QU3,F,Y35-44,TR	4.8 	6.1 
PC,SM_OCC,QU3,F,Y35-44,UK	: 	2.5 
PC,SM_OCC,QU3,F,Y45-54,AT	3.2 	5.4 
PC,SM_OCC,QU3,F,Y45-54,BE	4.0 	6.3 
PC,SM_OCC,QU3,F,Y45-54,BG	15.6 	1.8 
PC,SM_OCC,QU3,F,Y45-54,CY	1.8 	0.8 
PC,SM_OCC,QU3,F,Y45-54,CZ	13.5 	4.5 
PC,SM_OCC,QU3,F,Y45-54,DE	2.4 	5.2 
PC,SM_OCC,QU3,F,Y45-54,DK	3.6 	4.3 
PC,SM_OCC,QU3,F,Y45-54,EE	5.6 	6.3 
PC,SM_OCC,QU3,F,Y45-54,EL	1.2 	7.0 
PC,SM_OCC,QU3,F,Y45-54,ES	2.1 	1.2 
PC,SM_OCC,QU3,F,Y45-54,EU27_2020	4.0 	4.1 
PC,SM_OCC,QU3,F,Y45-54,EU28	: 	4.0 
PC,SM_OCC,QU3,F,Y45-54,FI	7.4 	5.0 
PC,SM_OCC,QU3,F,Y45-54,FR	5.1 	4.8 
PC,SM_OCC,QU3,F,Y45-54,HR	6.4 	11.6 u
PC,SM_OCC,QU3,F,Y45-54,HU	1.5 	0.5 
PC,SM_OCC,QU3,F,Y45-54,IE	3.2 	3.7 
PC,SM_OCC,QU3,F,Y45-54,IS	1.6 	1.3 
PC,SM_OCC,QU3,F,Y45-54,IT	4.7 	3.2 
PC,SM_OCC,QU3,F,Y45-54,LT	4.6 	3.1 
PC,SM_OCC,QU3,F,Y45-54,LU	1.3 	4.4 
PC,SM_OCC,QU3,F,Y45-54,LV	4.8 	3.0 
PC,SM_OCC,QU3,F,Y45-54,MT	3.2 	0 
PC,SM_OCC,QU3,F,Y45-54,NL	3.2 	2.8 
PC,SM_OCC,QU3,F,Y45-54,NO	4.4 	6.0 
PC,SM_OCC,QU3,F,Y45-54,PL	5.5 	3.7 
PC,SM_OCC,QU3,F,Y45-54,PT	0.9 	2.1 
PC,SM_OCC,QU3,F,Y45-54,RO	5.4 	2.8 
PC,SM_OCC,QU3,F,Y45-54,RS	7.0 	: 
PC,SM_OCC,QU3,F,Y45-54,SE	2.0 	7.8 
PC,SM_OCC,QU3,F,Y45-54,SI	8.6 	5.5 
PC,SM_OCC,QU3,F,Y45-54,SK	8.7 	10.9 
PC,SM_OCC,QU3,F,Y45-54,TR	3.4 	6.2 
PC,SM_OCC,QU3,F,Y45-54,UK	: 	3.5 
PC,SM_OCC,QU3,F,Y45-64,AT	3.3 	5.1 
