unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,SM_OCC,QU2,T,Y25-64,EL	: 	5.6 
PC,SM_OCC,QU2,T,Y25-64,ES	: 	2.6 
PC,SM_OCC,QU2,T,Y25-64,EU27_2020	: 	5.3 
PC,SM_OCC,QU2,T,Y25-64,EU28	: 	5.0 
PC,SM_OCC,QU2,T,Y25-64,FI	: 	6.7 
PC,SM_OCC,QU2,T,Y25-64,FR	: 	6.1 
PC,SM_OCC,QU2,T,Y25-64,HR	: 	2.8 
PC,SM_OCC,QU2,T,Y25-64,HU	: 	1.4 
PC,SM_OCC,QU2,T,Y25-64,IE	: 	6.7 
PC,SM_OCC,QU2,T,Y25-64,IS	: 	8.4 
PC,SM_OCC,QU2,T,Y25-64,IT	: 	5.2 
PC,SM_OCC,QU2,T,Y25-64,LT	: 	5.9 
PC,SM_OCC,QU2,T,Y25-64,LU	: 	8.2 
PC,SM_OCC,QU2,T,Y25-64,LV	: 	5.5 
PC,SM_OCC,QU2,T,Y25-64,MT	: 	4.0 
PC,SM_OCC,QU2,T,Y25-64,NL	: 	5.1 
PC,SM_OCC,QU2,T,Y25-64,NO	: 	7.2 
PC,SM_OCC,QU2,T,Y25-64,PL	: 	3.3 
PC,SM_OCC,QU2,T,Y25-64,PT	: 	3.9 
PC,SM_OCC,QU2,T,Y25-64,RO	: 	5.8 
PC,SM_OCC,QU2,T,Y25-64,SE	: 	9.1 
PC,SM_OCC,QU2,T,Y25-64,SI	: 	5.6 
PC,SM_OCC,QU2,T,Y25-64,SK	: 	7.0 
PC,SM_OCC,QU2,T,Y25-64,TR	: 	5.9 
PC,SM_OCC,QU2,T,Y25-64,UK	: 	3.5 
PC,SM_OCC,QU2,T,Y35-44,AT	7.3 	5.2 
PC,SM_OCC,QU2,T,Y35-44,BE	1.5 	2.4 u
PC,SM_OCC,QU2,T,Y35-44,BG	7.5 	9.3 
PC,SM_OCC,QU2,T,Y35-44,CY	3.3 	1.6 
PC,SM_OCC,QU2,T,Y35-44,CZ	6.1 	3.8 
PC,SM_OCC,QU2,T,Y35-44,DE	6.4 	6.2 
PC,SM_OCC,QU2,T,Y35-44,DK	6.5 	7.7 
PC,SM_OCC,QU2,T,Y35-44,EE	3.6 	3.2 
PC,SM_OCC,QU2,T,Y35-44,EL	3.8 	6.4 
PC,SM_OCC,QU2,T,Y35-44,ES	2.3 	2.3 
PC,SM_OCC,QU2,T,Y35-44,EU27_2020	5.2 	4.9 
PC,SM_OCC,QU2,T,Y35-44,EU28	: 	4.8 
PC,SM_OCC,QU2,T,Y35-44,FI	14.9 	4.9 
PC,SM_OCC,QU2,T,Y35-44,FR	5.5 	5.4 
PC,SM_OCC,QU2,T,Y35-44,HR	3.3 	3.1 
PC,SM_OCC,QU2,T,Y35-44,HU	1.4 	1.1 
PC,SM_OCC,QU2,T,Y35-44,IE	5.6 	8.0 
PC,SM_OCC,QU2,T,Y35-44,IS	0 	12.6 
PC,SM_OCC,QU2,T,Y35-44,IT	6.3 	5.1 
PC,SM_OCC,QU2,T,Y35-44,LT	2.5 	6.4 
PC,SM_OCC,QU2,T,Y35-44,LU	9.7 	7.0 
PC,SM_OCC,QU2,T,Y35-44,LV	6.4 	3.7 
PC,SM_OCC,QU2,T,Y35-44,MT	4.6 	5.4 
PC,SM_OCC,QU2,T,Y35-44,NL	4.9 	4.4 
PC,SM_OCC,QU2,T,Y35-44,NO	7.9 	5.6 
PC,SM_OCC,QU2,T,Y35-44,PL	2.4 	3.4 
PC,SM_OCC,QU2,T,Y35-44,PT	4.9 	4.0 
PC,SM_OCC,QU2,T,Y35-44,RO	7.5 	3.8 
PC,SM_OCC,QU2,T,Y35-44,RS	5.1 	: 
PC,SM_OCC,QU2,T,Y35-44,SE	4.4 	10.2 
PC,SM_OCC,QU2,T,Y35-44,SI	6.6 	4.3 
PC,SM_OCC,QU2,T,Y35-44,SK	6.4 	7.8 
PC,SM_OCC,QU2,T,Y35-44,TR	3.2 	8.0 
PC,SM_OCC,QU2,T,Y35-44,UK	: 	4.0 
PC,SM_OCC,QU2,T,Y45-54,AT	3.2 	5.7 
PC,SM_OCC,QU2,T,Y45-54,BE	3.5 	2.0 u
PC,SM_OCC,QU2,T,Y45-54,BG	8.3 	5.6 
PC,SM_OCC,QU2,T,Y45-54,CY	3.1 	3.7 
PC,SM_OCC,QU2,T,Y45-54,CZ	5.7 	5.2 
PC,SM_OCC,QU2,T,Y45-54,DE	2.8 	5.8 
PC,SM_OCC,QU2,T,Y45-54,DK	4.5 	4.2 
PC,SM_OCC,QU2,T,Y45-54,EE	6.9 	2.3 
PC,SM_OCC,QU2,T,Y45-54,EL	4.5 	2.3 
PC,SM_OCC,QU2,T,Y45-54,ES	2.1 	1.7 
PC,SM_OCC,QU2,T,Y45-54,EU27_2020	4.4 	4.6 
PC,SM_OCC,QU2,T,Y45-54,EU28	: 	4.5 
PC,SM_OCC,QU2,T,Y45-54,FI	8.9 	3.2 
PC,SM_OCC,QU2,T,Y45-54,FR	6.3 	6.4 
PC,SM_OCC,QU2,T,Y45-54,HR	2.7 	3.2 
PC,SM_OCC,QU2,T,Y45-54,HU	2.8 	2.3 
PC,SM_OCC,QU2,T,Y45-54,IE	3.7 	4.3 
PC,SM_OCC,QU2,T,Y45-54,IS	1.4 	2.9 
PC,SM_OCC,QU2,T,Y45-54,IT	4.2 	4.7 
PC,SM_OCC,QU2,T,Y45-54,LT	5.3 	5.6 
PC,SM_OCC,QU2,T,Y45-54,LU	3.9 	6.8 
PC,SM_OCC,QU2,T,Y45-54,LV	4.1 	3.9 
PC,SM_OCC,QU2,T,Y45-54,MT	5.0 	4.6 
PC,SM_OCC,QU2,T,Y45-54,NL	8.4 	3.4 
PC,SM_OCC,QU2,T,Y45-54,NO	5.9 	5.1 
PC,SM_OCC,QU2,T,Y45-54,PL	4.3 	3.3 
PC,SM_OCC,QU2,T,Y45-54,PT	2.2 	3.6 
PC,SM_OCC,QU2,T,Y45-54,RO	6.2 	5.0 
PC,SM_OCC,QU2,T,Y45-54,RS	4.5 	: 
PC,SM_OCC,QU2,T,Y45-54,SE	6.1 	6.2 
PC,SM_OCC,QU2,T,Y45-54,SI	12.8 	9.8 
PC,SM_OCC,QU2,T,Y45-54,SK	8.3 	7.2 
PC,SM_OCC,QU2,T,Y45-54,TR	2.3 	4.8 
PC,SM_OCC,QU2,T,Y45-54,UK	: 	3.8 
PC,SM_OCC,QU2,T,Y45-64,AT	3.9 	5.0 
PC,SM_OCC,QU2,T,Y45-64,BE	2.3 	2.9 u
PC,SM_OCC,QU2,T,Y45-64,BG	5.9 	4.4 
PC,SM_OCC,QU2,T,Y45-64,CY	2.9 	2.2 
PC,SM_OCC,QU2,T,Y45-64,CZ	5.3 	6.6 
PC,SM_OCC,QU2,T,Y45-64,DE	3.2 	5.1 
PC,SM_OCC,QU2,T,Y45-64,DK	3.8 	4.4 
PC,SM_OCC,QU2,T,Y45-64,EE	5.1 	3.0 
PC,SM_OCC,QU2,T,Y45-64,EL	3.7 	4.2 
PC,SM_OCC,QU2,T,Y45-64,ES	1.8 	1.7 
PC,SM_OCC,QU2,T,Y45-64,EU27_2020	4.0 	4.2 
PC,SM_OCC,QU2,T,Y45-64,EU28	: 	4.1 
PC,SM_OCC,QU2,T,Y45-64,FI	8.8 	3.3 
PC,SM_OCC,QU2,T,Y45-64,FR	5.7 	5.0 
PC,SM_OCC,QU2,T,Y45-64,HR	2.0 	2.4 
PC,SM_OCC,QU2,T,Y45-64,HU	1.7 	1.9 
PC,SM_OCC,QU2,T,Y45-64,IE	3.5 	3.7 
PC,SM_OCC,QU2,T,Y45-64,IS	1.1 	4.2 
PC,SM_OCC,QU2,T,Y45-64,IT	4.2 	4.7 
PC,SM_OCC,QU2,T,Y45-64,LT	3.9 	5.5 
PC,SM_OCC,QU2,T,Y45-64,LU	5.1 	6.5 
PC,SM_OCC,QU2,T,Y45-64,LV	3.8 	3.6 
PC,SM_OCC,QU2,T,Y45-64,MT	2.7 	4.0 
PC,SM_OCC,QU2,T,Y45-64,NL	6.0 	3.1 
PC,SM_OCC,QU2,T,Y45-64,NO	7.9 	6.0 
PC,SM_OCC,QU2,T,Y45-64,PL	4.5 	3.1 
PC,SM_OCC,QU2,T,Y45-64,PT	2.1 	2.6 
PC,SM_OCC,QU2,T,Y45-64,RO	5.1 	4.6 
PC,SM_OCC,QU2,T,Y45-64,RS	3.8 	: 
PC,SM_OCC,QU2,T,Y45-64,SE	7.3 	6.4 
PC,SM_OCC,QU2,T,Y45-64,SI	7.1 	5.8 
PC,SM_OCC,QU2,T,Y45-64,SK	5.1 	5.7 
PC,SM_OCC,QU2,T,Y45-64,TR	3.1 	3.7 
PC,SM_OCC,QU2,T,Y45-64,UK	: 	3.1 
PC,SM_OCC,QU2,T,Y55-64,AT	4.5 	3.9 
PC,SM_OCC,QU2,T,Y55-64,BE	1.3 	3.7 u
PC,SM_OCC,QU2,T,Y55-64,BG	4.4 	3.2 
PC,SM_OCC,QU2,T,Y55-64,CY	2.8 	0.8 
PC,SM_OCC,QU2,T,Y55-64,CZ	4.8 	7.6 
PC,SM_OCC,QU2,T,Y55-64,DE	3.7 	4.0 
PC,SM_OCC,QU2,T,Y55-64,DK	2.8 	4.6 
PC,SM_OCC,QU2,T,Y55-64,EE	3.9 	3.4 
PC,SM_OCC,QU2,T,Y55-64,EL	2.6 	6.3 
PC,SM_OCC,QU2,T,Y55-64,ES	1.4 	1.7 
PC,SM_OCC,QU2,T,Y55-64,EU27_2020	3.6 	3.7 
PC,SM_OCC,QU2,T,Y55-64,EU28	: 	3.5 
PC,SM_OCC,QU2,T,Y55-64,FI	8.8 	3.4 
PC,SM_OCC,QU2,T,Y55-64,FR	4.9 	3.3 
PC,SM_OCC,QU2,T,Y55-64,HR	1.3 	1.7 
PC,SM_OCC,QU2,T,Y55-64,HU	0.7 	1.7 
PC,SM_OCC,QU2,T,Y55-64,IE	3.3 	3.0 
PC,SM_OCC,QU2,T,Y55-64,IS	1.0 	5.6 
PC,SM_OCC,QU2,T,Y55-64,IT	4.1 	4.7 
PC,SM_OCC,QU2,T,Y55-64,LT	2.8 	5.4 
PC,SM_OCC,QU2,T,Y55-64,LU	6.5 	6.0 
PC,SM_OCC,QU2,T,Y55-64,LV	3.6 	3.3 
PC,SM_OCC,QU2,T,Y55-64,MT	1.1 	3.5 
PC,SM_OCC,QU2,T,Y55-64,NL	3.2 	2.8 
PC,SM_OCC,QU2,T,Y55-64,NO	10.6 	7.4 
PC,SM_OCC,QU2,T,Y55-64,PL	4.6 	3.0 
PC,SM_OCC,QU2,T,Y55-64,PT	1.9 	1.5 
PC,SM_OCC,QU2,T,Y55-64,RO	3.9 	4.3 
PC,SM_OCC,QU2,T,Y55-64,RS	3.2 	: 
PC,SM_OCC,QU2,T,Y55-64,SE	8.6 	6.6 
PC,SM_OCC,QU2,T,Y55-64,SI	3.4 	2.5 
PC,SM_OCC,QU2,T,Y55-64,SK	2.4 	4.3 
PC,SM_OCC,QU2,T,Y55-64,TR	4.0 	2.3 
PC,SM_OCC,QU2,T,Y55-64,UK	: 	2.3 
PC,SM_OCC,QU2,T,Y65-74,AT	1.5 	2.0 
PC,SM_OCC,QU2,T,Y65-74,BE	1.9 	0.7 u
PC,SM_OCC,QU2,T,Y65-74,BG	5.8 	1.7 
PC,SM_OCC,QU2,T,Y65-74,CY	0.6 	0 
PC,SM_OCC,QU2,T,Y65-74,CZ	5.2 	6.3 
PC,SM_OCC,QU2,T,Y65-74,DE	3.3 	1.8 
PC,SM_OCC,QU2,T,Y65-74,DK	0.8 	3.2 
PC,SM_OCC,QU2,T,Y65-74,EE	3.5 	2.6 
PC,SM_OCC,QU2,T,Y65-74,EL	1.8 	4.1 
PC,SM_OCC,QU2,T,Y65-74,ES	1.1 	1.2 
PC,SM_OCC,QU2,T,Y65-74,EU27_2020	2.4 	1.9 
PC,SM_OCC,QU2,T,Y65-74,EU28	: 	1.9 
PC,SM_OCC,QU2,T,Y65-74,FI	2.1 	3.1 
PC,SM_OCC,QU2,T,Y65-74,FR	0.8 	1.8 
PC,SM_OCC,QU2,T,Y65-74,HR	1.1 	1.3 
PC,SM_OCC,QU2,T,Y65-74,HU	1.0 	0 
PC,SM_OCC,QU2,T,Y65-74,IE	1.4 	2.8 
PC,SM_OCC,QU2,T,Y65-74,IS	3.1 	4.5 
PC,SM_OCC,QU2,T,Y65-74,IT	3.0 	2.0 
PC,SM_OCC,QU2,T,Y65-74,LT	3.4 	1.6 
PC,SM_OCC,QU2,T,Y65-74,LU	0 	2.5 
PC,SM_OCC,QU2,T,Y65-74,LV	1.6 	0.5 
PC,SM_OCC,QU2,T,Y65-74,MT	1.1 	1.4 
PC,SM_OCC,QU2,T,Y65-74,NL	0.6 	2.8 
PC,SM_OCC,QU2,T,Y65-74,NO	2.3 	2.7 
PC,SM_OCC,QU2,T,Y65-74,PL	1.4 	1.7 
PC,SM_OCC,QU2,T,Y65-74,PT	0.6 	0.1 
PC,SM_OCC,QU2,T,Y65-74,RO	5.1 	1.8 
PC,SM_OCC,QU2,T,Y65-74,RS	3.2 	: 
PC,SM_OCC,QU2,T,Y65-74,SE	3.1 	2.3 
PC,SM_OCC,QU2,T,Y65-74,SI	2.2 	2.2 
PC,SM_OCC,QU2,T,Y65-74,SK	2.3 	1.9 
PC,SM_OCC,QU2,T,Y65-74,TR	1.8 	2.6 
PC,SM_OCC,QU2,T,Y65-74,UK	: 	1.3 
PC,SM_OCC,QU2,T,Y_GE18,AT	5.2 	4.8 
PC,SM_OCC,QU2,T,Y_GE18,BE	2.1 	2.4 u
PC,SM_OCC,QU2,T,Y_GE18,BG	6.5 	5.0 
PC,SM_OCC,QU2,T,Y_GE18,CY	3.1 	1.6 
PC,SM_OCC,QU2,T,Y_GE18,CZ	6.0 	5.6 
PC,SM_OCC,QU2,T,Y_GE18,DE	4.5 	5.4 
PC,SM_OCC,QU2,T,Y_GE18,DK	6.6 	6.4 
PC,SM_OCC,QU2,T,Y_GE18,EE	4.8 	3.5 
PC,SM_OCC,QU2,T,Y_GE18,EL	3.0 	5.4 
PC,SM_OCC,QU2,T,Y_GE18,ES	2.2 	2.0 
PC,SM_OCC,QU2,T,Y_GE18,EU27_2020	4.5 	4.4 
PC,SM_OCC,QU2,T,Y_GE18,EU28	: 	4.3 
PC,SM_OCC,QU2,T,Y_GE18,FI	10.6 	6.1 
PC,SM_OCC,QU2,T,Y_GE18,FR	5.5 	4.9 
PC,SM_OCC,QU2,T,Y_GE18,HR	1.8 	2.2 
PC,SM_OCC,QU2,T,Y_GE18,HU	2.2 	1.2 
PC,SM_OCC,QU2,T,Y_GE18,IE	4.6 	6.6 
PC,SM_OCC,QU2,T,Y_GE18,IS	4.8 	7.6 
PC,SM_OCC,QU2,T,Y_GE18,IT	4.9 	4.5 
PC,SM_OCC,QU2,T,Y_GE18,LT	3.8 	3.6 
PC,SM_OCC,QU2,T,Y_GE18,LU	6.3 	6.6 
PC,SM_OCC,QU2,T,Y_GE18,LV	3.5 	4.0 
PC,SM_OCC,QU2,T,Y_GE18,MT	2.4 	3.8 
PC,SM_OCC,QU2,T,Y_GE18,NL	5.4 	4.5 
PC,SM_OCC,QU2,T,Y_GE18,NO	7.8 	5.9 
PC,SM_OCC,QU2,T,Y_GE18,PL	3.5 	3.3 
PC,SM_OCC,QU2,T,Y_GE18,PT	2.0 	3.3 
PC,SM_OCC,QU2,T,Y_GE18,RO	6.1 	5.1 
PC,SM_OCC,QU2,T,Y_GE18,RS	4.0 	: 
PC,SM_OCC,QU2,T,Y_GE18,SE	5.0 	5.4 
PC,SM_OCC,QU2,T,Y_GE18,SI	5.0 	5.1 
PC,SM_OCC,QU2,T,Y_GE18,SK	4.8 	5.9 
PC,SM_OCC,QU2,T,Y_GE18,TR	3.3 	5.4 
PC,SM_OCC,QU2,T,Y_GE18,UK	: 	3.1 
PC,SM_OCC,QU2,T,Y_GE65,AT	1.2 	1.2 
PC,SM_OCC,QU2,T,Y_GE65,BE	1.5 	1.3 u
PC,SM_OCC,QU2,T,Y_GE65,BG	4.0 	1.6 
PC,SM_OCC,QU2,T,Y_GE65,CY	1.1 	0.2 
PC,SM_OCC,QU2,T,Y_GE65,CZ	5.1 	4.6 
PC,SM_OCC,QU2,T,Y_GE65,DE	1.9 	1.5 
PC,SM_OCC,QU2,T,Y_GE65,DK	1.7 	2.9 
PC,SM_OCC,QU2,T,Y_GE65,EE	2.4 	1.4 
PC,SM_OCC,QU2,T,Y_GE65,EL	2.0 	4.1 
PC,SM_OCC,QU2,T,Y_GE65,ES	1.1 	0.7 
PC,SM_OCC,QU2,T,Y_GE65,EU27_2020	1.8 	1.5 
PC,SM_OCC,QU2,T,Y_GE65,EU28	: 	1.5 
PC,SM_OCC,QU2,T,Y_GE65,FI	2.3 	2.4 
PC,SM_OCC,QU2,T,Y_GE65,FR	0.8 	1.6 
PC,SM_OCC,QU2,T,Y_GE65,HR	0.5 	0.6 
PC,SM_OCC,QU2,T,Y_GE65,HU	0.7 	0 
PC,SM_OCC,QU2,T,Y_GE65,IE	1.9 	2.2 
PC,SM_OCC,QU2,T,Y_GE65,IS	3.5 	2.2 
PC,SM_OCC,QU2,T,Y_GE65,IT	2.2 	1.3 
PC,SM_OCC,QU2,T,Y_GE65,LT	2.4 	1.1 
PC,SM_OCC,QU2,T,Y_GE65,LU	0.7 	2.6 
PC,SM_OCC,QU2,T,Y_GE65,LV	1.2 	0.6 
PC,SM_OCC,QU2,T,Y_GE65,MT	0.8 	1.4 
PC,SM_OCC,QU2,T,Y_GE65,NL	0.4 	2.2 
PC,SM_OCC,QU2,T,Y_GE65,NO	1.8 	1.7 
PC,SM_OCC,QU2,T,Y_GE65,PL	1.8 	1.4 
PC,SM_OCC,QU2,T,Y_GE65,PT	0.7 	0.3 
PC,SM_OCC,QU2,T,Y_GE65,RO	4.0 	1.6 
PC,SM_OCC,QU2,T,Y_GE65,RS	2.5 	: 
PC,SM_OCC,QU2,T,Y_GE65,SE	1.8 	1.4 
PC,SM_OCC,QU2,T,Y_GE65,SI	1.6 	1.3 
PC,SM_OCC,QU2,T,Y_GE65,SK	1.5 	1.2 
PC,SM_OCC,QU2,T,Y_GE65,TR	1.9 	2.7 
PC,SM_OCC,QU2,T,Y_GE65,UK	: 	1.1 
PC,SM_OCC,QU2,T,Y_GE75,AT	0.8 	0.3 
PC,SM_OCC,QU2,T,Y_GE75,BE	1.1 	1.7 u
PC,SM_OCC,QU2,T,Y_GE75,BG	2.0 	1.5 
PC,SM_OCC,QU2,T,Y_GE75,CY	1.8 	0.5 
PC,SM_OCC,QU2,T,Y_GE75,CZ	4.9 	3.0 
PC,SM_OCC,QU2,T,Y_GE75,DE	0.6 	1.2 
PC,SM_OCC,QU2,T,Y_GE75,DK	3.1 	2.2 
PC,SM_OCC,QU2,T,Y_GE75,EE	1.3 	0 
PC,SM_OCC,QU2,T,Y_GE75,EL	2.1 	4.1 
PC,SM_OCC,QU2,T,Y_GE75,ES	1.1 	0.4 
PC,SM_OCC,QU2,T,Y_GE75,EU27_2020	1.2 	1.1 
PC,SM_OCC,QU2,T,Y_GE75,EU28	: 	1.1 
PC,SM_OCC,QU2,T,Y_GE75,FI	2.5 	1.5 
PC,SM_OCC,QU2,T,Y_GE75,FR	0.8 	1.3 
PC,SM_OCC,QU2,T,Y_GE75,HR	0 	0 
PC,SM_OCC,QU2,T,Y_GE75,HU	0.3 	0 
PC,SM_OCC,QU2,T,Y_GE75,IE	2.6 	1.4 
PC,SM_OCC,QU2,T,Y_GE75,IS	3.8 	0 
PC,SM_OCC,QU2,T,Y_GE75,IT	1.5 	0.8 
PC,SM_OCC,QU2,T,Y_GE75,LT	1.3 	0.6 
PC,SM_OCC,QU2,T,Y_GE75,LU	1.9 	2.7 u
PC,SM_OCC,QU2,T,Y_GE75,LV	0.8 	0.6 
PC,SM_OCC,QU2,T,Y_GE75,MT	0.4 	1.5 
PC,SM_OCC,QU2,T,Y_GE75,NL	0 	1.5 
PC,SM_OCC,QU2,T,Y_GE75,NO	1.3 	0.8 
PC,SM_OCC,QU2,T,Y_GE75,PL	2.3 	1.2 
PC,SM_OCC,QU2,T,Y_GE75,PT	0.7 	0.5 
PC,SM_OCC,QU2,T,Y_GE75,RO	2.5 	1.5 
PC,SM_OCC,QU2,T,Y_GE75,RS	1.3 	: 
PC,SM_OCC,QU2,T,Y_GE75,SE	1.0 	0.7 
PC,SM_OCC,QU2,T,Y_GE75,SI	0.9 	0 
PC,SM_OCC,QU2,T,Y_GE75,SK	0.5 	0.5 
PC,SM_OCC,QU2,T,Y_GE75,TR	2.2 	2.8 
PC,SM_OCC,QU2,T,Y_GE75,UK	: 	0.8 
PC,SM_OCC,QU3,F,TOTAL,AT	4.0 	5.1 
PC,SM_OCC,QU3,F,TOTAL,BE	2.2 	4.3 u
PC,SM_OCC,QU3,F,TOTAL,BG	8.1 	4.7 
PC,SM_OCC,QU3,F,TOTAL,CY	2.2 	1.6 
PC,SM_OCC,QU3,F,TOTAL,CZ	5.9 	5.3 
PC,SM_OCC,QU3,F,TOTAL,DE	3.7 	4.9 
PC,SM_OCC,QU3,F,TOTAL,DK	7.7 	6.4 
PC,SM_OCC,QU3,F,TOTAL,EE	4.2 	4.5 
PC,SM_OCC,QU3,F,TOTAL,EL	2.0 	3.4 
PC,SM_OCC,QU3,F,TOTAL,ES	1.7 	1.6 
PC,SM_OCC,QU3,F,TOTAL,EU27_2020	3.8 	4.2 
PC,SM_OCC,QU3,F,TOTAL,EU28	: 	4.0 
PC,SM_OCC,QU3,F,TOTAL,FI	3.7 	5.3 
PC,SM_OCC,QU3,F,TOTAL,FR	4.3 	6.4 
PC,SM_OCC,QU3,F,TOTAL,HR	2.3 	5.6 
PC,SM_OCC,QU3,F,TOTAL,HU	2.3 	0.7 
PC,SM_OCC,QU3,F,TOTAL,IE	3.3 	7.2 
PC,SM_OCC,QU3,F,TOTAL,IS	4.4 	5.2 
PC,SM_OCC,QU3,F,TOTAL,IT	4.2 	3.8 
PC,SM_OCC,QU3,F,TOTAL,LT	3.8 	2.2 
PC,SM_OCC,QU3,F,TOTAL,LU	5.4 	5.4 
PC,SM_OCC,QU3,F,TOTAL,LV	4.4 	3.7 
PC,SM_OCC,QU3,F,TOTAL,MT	2.6 	3.3 
PC,SM_OCC,QU3,F,TOTAL,NL	4.4 	4.6 
PC,SM_OCC,QU3,F,TOTAL,NO	5.2 	7.0 
PC,SM_OCC,QU3,F,TOTAL,PL	3.2 	2.4 
PC,SM_OCC,QU3,F,TOTAL,PT	1.7 	2.1 
PC,SM_OCC,QU3,F,TOTAL,RO	5.9 	4.3 
PC,SM_OCC,QU3,F,TOTAL,RS	6.2 	: 
PC,SM_OCC,QU3,F,TOTAL,SE	3.6 	5.8 
PC,SM_OCC,QU3,F,TOTAL,SI	5.8 	5.6 
PC,SM_OCC,QU3,F,TOTAL,SK	6.3 	5.1 
PC,SM_OCC,QU3,F,TOTAL,TR	3.3 	5.3 
PC,SM_OCC,QU3,F,TOTAL,UK	: 	2.3 
PC,SM_OCC,QU3,F,Y15-19,AT	6.8 u	10.8 
PC,SM_OCC,QU3,F,Y15-19,BE	: u	13.0 u
PC,SM_OCC,QU3,F,Y15-19,BG	: u	0 u
PC,SM_OCC,QU3,F,Y15-19,CY	: u	0 u
PC,SM_OCC,QU3,F,Y15-19,CZ	: u	: u
PC,SM_OCC,QU3,F,Y15-19,DE	: u	8.9 
PC,SM_OCC,QU3,F,Y15-19,DK	: u	: u
PC,SM_OCC,QU3,F,Y15-19,EE	: u	3.7 u
PC,SM_OCC,QU3,F,Y15-19,EL	: u	: u
PC,SM_OCC,QU3,F,Y15-19,ES	2.5 u	0 
PC,SM_OCC,QU3,F,Y15-19,EU27_2020	8.0 	: 
PC,SM_OCC,QU3,F,Y15-19,EU28	: 	6.4 
PC,SM_OCC,QU3,F,Y15-19,FI	: u	6.4 u
PC,SM_OCC,QU3,F,Y15-19,FR	10.9 u	7.2 
PC,SM_OCC,QU3,F,Y15-19,HR	: u	: u
PC,SM_OCC,QU3,F,Y15-19,HU	: u	3.2 u
PC,SM_OCC,QU3,F,Y15-19,IE	: u	: u
PC,SM_OCC,QU3,F,Y15-19,IS	: u	4.8 u
PC,SM_OCC,QU3,F,Y15-19,IT	7.1 	9.6 
PC,SM_OCC,QU3,F,Y15-19,LT	: u	0 u
PC,SM_OCC,QU3,F,Y15-19,LU	: u	: u
PC,SM_OCC,QU3,F,Y15-19,LV	8.8 u	0 u
PC,SM_OCC,QU3,F,Y15-19,MT	: u	0 u
PC,SM_OCC,QU3,F,Y15-19,NL	: u	5.4 
PC,SM_OCC,QU3,F,Y15-19,NO	13.0 u	5.8 
PC,SM_OCC,QU3,F,Y15-19,PL	4.2 u	1.7 
PC,SM_OCC,QU3,F,Y15-19,PT	: u	0.9 
PC,SM_OCC,QU3,F,Y15-19,RO	9.8 u	1.5 
PC,SM_OCC,QU3,F,Y15-19,RS	: u	: 
PC,SM_OCC,QU3,F,Y15-19,SE	5.2 u	0 
PC,SM_OCC,QU3,F,Y15-19,SI	5.0 u	10.4 u
PC,SM_OCC,QU3,F,Y15-19,SK	: u	: u
PC,SM_OCC,QU3,F,Y15-19,TR	4.1 	3.1 
PC,SM_OCC,QU3,F,Y15-19,UK	: 	6.1 
PC,SM_OCC,QU3,F,Y15-24,AT	6.9 	9.6 
PC,SM_OCC,QU3,F,Y15-24,BE	1.0 	9.2 u
PC,SM_OCC,QU3,F,Y15-24,BG	10.3 	4.9 
PC,SM_OCC,QU3,F,Y15-24,CY	0 	3.6 
PC,SM_OCC,QU3,F,Y15-24,CZ	5.0 	12.0 u
PC,SM_OCC,QU3,F,Y15-24,DE	14.7 	10.6 
PC,SM_OCC,QU3,F,Y15-24,DK	14.6 u	12.1 u
PC,SM_OCC,QU3,F,Y15-24,EE	9.9 	1.4 u
PC,SM_OCC,QU3,F,Y15-24,EL	2.4 	11.0 u
PC,SM_OCC,QU3,F,Y15-24,ES	2.1 	2.7 
PC,SM_OCC,QU3,F,Y15-24,EU27_2020	7.7 	7.6 
PC,SM_OCC,QU3,F,Y15-24,EU28	: 	7.2 
PC,SM_OCC,QU3,F,Y15-24,FI	8.9 u	8.0 
PC,SM_OCC,QU3,F,Y15-24,FR	8.6 	8.1 
PC,SM_OCC,QU3,F,Y15-24,HR	: u	12.5 u
PC,SM_OCC,QU3,F,Y15-24,HU	5.4 	1.4 
PC,SM_OCC,QU3,F,Y15-24,IE	6.4 u	11.7 u
PC,SM_OCC,QU3,F,Y15-24,IS	17.7 u	4.9 
PC,SM_OCC,QU3,F,Y15-24,IT	7.4 	7.9 
PC,SM_OCC,QU3,F,Y15-24,LT	4.7 u	1.5 
PC,SM_OCC,QU3,F,Y15-24,LU	: u	: u
PC,SM_OCC,QU3,F,Y15-24,LV	4.6 	3.7 
PC,SM_OCC,QU3,F,Y15-24,MT	3.0 	2.6 
PC,SM_OCC,QU3,F,Y15-24,NL	7.5 	5.2 
PC,SM_OCC,QU3,F,Y15-24,NO	5.8 	9.4 
PC,SM_OCC,QU3,F,Y15-24,PL	7.0 	3.2 
PC,SM_OCC,QU3,F,Y15-24,PT	2.8 	3.8 
PC,SM_OCC,QU3,F,Y15-24,RO	7.6 	9.0 
PC,SM_OCC,QU3,F,Y15-24,RS	2.9 	: 
PC,SM_OCC,QU3,F,Y15-24,SE	6.6 	23.0 u
PC,SM_OCC,QU3,F,Y15-24,SI	5.1 	12.1 
PC,SM_OCC,QU3,F,Y15-24,SK	7.2 u	11.1 u
PC,SM_OCC,QU3,F,Y15-24,TR	3.1 	4.9 
PC,SM_OCC,QU3,F,Y15-24,UK	: 	4.4 
