"Units","StatVar","MinDate","MeasurementMethods","ScalingFactors","NumPlaces","observationPeriods"
"[USDollar]","Hourly_MeanValue_Earnings_Person_Employed_MetalworkingMachineryManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_DurableGoodsManufacturing","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","65","[P1M]"
"[]","Count_Person_Employed_SemiconductorAndRelatedDeviceManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_Manufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","27","[P1M]"
"[]","Count_Person_Employed_TemporaryHelpServices","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Weekly_MeanValue_Earnings_Person_Employed_MetalworkingMachineryManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_GrantMakingAndGivingServices","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_ActivitiesRelatedToCreditIntermediation","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_AccommodationFoodServices","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","59","[P1M]"
"[]","Count_Person_Employed_FruitAndVegetablePreservingAndSpecialty","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_ResidentialMentalHealthFacilities","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_Manufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","46","[P1M]"
"[]","Count_Person_Employed_PublishingIndustries","2020-01","[BLSSeasonallyUnadjusted]","[]","14","[P1M]"
"[]","Count_Person_Employed_SpecialtyTradeContractors","2020-01","[BLSSeasonallyUnadjusted]","[]","43","[P1M]"
"[]","Count_Person_Employed_FiberYarnAndThreadMills","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_PrintingAndRelatedSupportActivities","2020-01","[BLSSeasonallyUnadjusted]","[]","10","[P1M]"
"[]","Count_Person_Employed_MembershipAssociationsAndOrganizations","2020-01","[BLSSeasonallyUnadjusted]","[]","25","[P1M]"
"[]","Count_Person_Employed_FoodManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","32","[P1M]"
"[]","Count_Person_Employed_NursingAndResidentialCareFacilities","2020-01","[BLSSeasonallyUnadjusted]","[]","42","[P1M]"
"[]","Count_Person_Employed_OfficesOfPhysicians","2020-01","[BLSSeasonallyUnadjusted]","[]","17","[P1M]"
"[]","Count_Person_Employed_StateGovernmentOwnedEstablishment_ExcludingEducation","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_FinancialActivities","2020-01","[BLSSeasonallyUnadjusted]","[]","41","[P1M]"
"[]","Count_Person_Employed_WaterTransportation","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_SocialAdvocacyOrganizations","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_MotionPictureAndVideoProduction","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_HealthAndPersonalCareRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","22","[P1M]"
"[]","Count_Person_Employed_BeverageAndTobaccoProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_FoodManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_Information","2020-01","[BLSSeasonallyUnadjusted]","[]","10","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_GoodsProducing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_TravelArrangementAndReservationServices","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_TelephoneCallCenters","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_FinancialActivities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_ConstructionOfBuildings","2020-01","[BLSSeasonallyUnadjusted]","[]","40","[P1M]"
"[]","Count_Person_Employed_IndependentArtistsWritersAndPerformers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_ProfessionalBusinessServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_MotorVehicleManufacturingMotorVehicleBodyAndTrailerManufacturingMotorVehiclePartsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_MonetaryAuthoritiesCentralBankCreditIntermediationAndRelatedActivities","2020-01","[BLSSeasonallyUnadjusted]","[]","31","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_Construction","2020-01","[BLSSeasonallyUnadjusted]","[]","43","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_OtherServices","2020-01","[BLSSeasonallyUnadjusted]","[]","31","[P1M]"
"[]","Count_Person_Employed_OfficesOfOtherHealthPractitioners","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_LocalGovernmentOwnedEstablishment_ExcludingEducation","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_TransportationWarehousing","2020-01","[BLSSeasonallyUnadjusted]","[]","48","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_OtherServices","2020-01","[BLSSeasonallyUnadjusted]","[]","31","[P1M]"
"[]","Count_Person_Employed_WholesaleTrade_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_Foundries","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_TextileAndFabricFinishingMillsFabricCoatingMills","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_BuildingMaterialAndSuppliesDealers","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_TextileProductMills","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_CivicAndSocialOrganizations","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_PlasticsProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_PrivatelyOwned_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_HighwayStreetAndBridgeConstruction","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_AdministrativeAndSupportServices","2020-01","[BLSSeasonallyUnadjusted]","[]","17","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_FinancialActivities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_SupportActivitiesForMining","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_Construction_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","16","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_TradeTransportationUtilities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_RepairAndMaintenance","2020-01","[BLSSeasonallyUnadjusted]","[]","26","[P1M]"
"[]","Count_Person_Employed_Logging","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_OtherSpecialtyTradeContractors","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_Miningandlogging_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_InArmedForces_Employed","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_LocalGovernmentOwnedEstablishment_EducationalServices","2020-01","[BLSSeasonallyUnadjusted]","[]","57","[P1M]"
"[]","Count_Person_Employed_FinancialActivities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_MiningAndLogging","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","52","[P1M]"
"[]","Count_Person_Employed_CommunicationsEquipmentManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_ArtsEntertainmentRecreation","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","50","[P1M]"
"[]","Count_Person_Employed_DrillingOilAndGasWells","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_BuildingFinishingContractors","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[]","Count_Person_Employed_DurableGoodsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","18","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_LeisureHospitality","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_FoodServicesAndDrinkingPlaces","2020-01","[BLSSeasonallyUnadjusted]","[]","56","[P1M]"
"[]","Count_Person_Employed_TradeTransportationUtilities","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","100","[P1M]"
"[]","Count_Person_Employed_MetalworkingMachineryManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_TaxiAndLimousineService","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_AdvertisingPrAndRelatedServices","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_OtherServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_AdministrativeSupportWasteManagementRemediationServices","2020-01","[BLSSeasonallyAdjusted, BLSSeasonallyUnadjusted]","[]","59","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_AccommodationFoodServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_Information_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[]","Count_Person_Employed_StateGovernmentOwnedEstablishment_EducationalServices","2020-01","[BLSSeasonallyUnadjusted]","[]","55","[P1M]"
"[]","Count_Person_Employed_OtherMotorVehicleDealers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_TransportationEquipmentManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","31","[P1M]"
"[]","Count_Person_Employed_ElectronicsAndApplianceRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_FoodManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_StateGovernmentOwnedEstablishment","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","97","[P1M]"
"[]","Count_Person_Employed_FurnitureAndHomeFurnishingsRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[USDollar]","Hourly_MeanValue_Earnings_Person_Employed_TransportationEquipmentManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_WholesaleTrade_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","14","[P1M]"
"[]","Count_Person_Employed_OtherProfessionalAndTechnicalServices","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_MotorVehicleAndPartsDealers","2020-01","[BLSSeasonallyUnadjusted]","[]","35","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_ProfessionalScientificTechnicalServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_DrinkingPlacesAlcoholicBeverages","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_ProfessionalBusinessServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_AutoPartsAccessoriesAndTireStores","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_Construction_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[]","Count_Person_Employed_OilAndGasExtraction","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_GoodsProducing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_Hospitals","2020-01","[BLSSeasonallyUnadjusted]","[]","54","[P1M]"
"[]","Count_Person_Employed_FinanceInsurance","2020-01","[BLSSeasonallyAdjusted, BLSSeasonallyUnadjusted]","[]","57","[P1M]"
"[]","Count_Person_Employed_IndividualAndFamilyServices","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_TradeTransportationUtilities_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_EmploymentServices","2020-01","[BLSSeasonallyUnadjusted]","[]","32","[P1M]"
"[]","Count_Person_Employed_ManagementAndTechnicalConsultingServices","2020-01","[BLSSeasonallyUnadjusted]","[]","13","[P1M]"
"[]","Count_Person_Employed_MotorVehiclesAndParts","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[]","Count_Person_Employed_OfficeSuppliesStationeryAndGiftRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_PrivatelyOwned_OtherSchoolsAndInstruction","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_InternetPublishingAndBroadcasting","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_OtherAmbulatoryHealthCareServices","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_Manufacturing","2020-01","[BLSSeasonallyAdjusted, BLSSeasonallyUnadjusted]","[]","97","[P1M]"
"[]","Count_Person_Employed_OtherFabricatedMetalProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_MiningAndLogging","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_SportingGoodsHobbyAndMusicalInstrumentRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_BeerWineAndLiquorStores","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_AccommodationFoodServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_PrivatelyOwnedEstablishment_EducationHealthServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_LeisureHospitality_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_LeisureHospitality_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_HomeHealthCareServices","2020-01","[BLSSeasonallyUnadjusted]","[]","9","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_MiningAndLogging","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_LeisureHospitality","2020-01","[BLSSeasonallyAdjusted, BLSSeasonallyUnadjusted]","[]","96","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_FabricatedMetalProductManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_PrivatelyOwnedEstablishment_EducationHealthServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_TradeTransportationUtilities","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_RetailTrade_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","14","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_NondurableGoodsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","33","[P1M]"
"[]","Count_Person_Employed_FreightTransportationArrangement","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_PipelineTransportation","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_WoodProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","14","[P1M]"
"[]","Count_Person_Employed_MiningExceptOilAndGas","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[]","Count_Person_Employed_BusinessSupportServices","2020-01","[BLSSeasonallyUnadjusted]","[]","11","[P1M]"
"[]","Count_Person_Employed_ShipAndBoatBuilding","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_SpecialtyFoodStores","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_WarehousingAndStorage","2020-01","[BLSSeasonallyUnadjusted]","[]","17","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_Information_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","5","[P1M]"
"[]","Count_Person_Employed_MotorVehicleAndPartsMerchantWholesalers","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_ScientificResearchAndDevelopmentServices","2020-01","[BLSSeasonallyUnadjusted]","[]","8","[P1M]"
"[]","Count_Person_Employed_BuildingFoundationAndExteriorContractors","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[]","Count_Person_Employed_WasteManagementAndRemediationServices","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_ArtsEntertainmentRecreation_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_PrivatelyOwnedEstablishment_EducationalServices","2020-01","[BLSSeasonallyAdjusted, BLSSeasonallyUnadjusted]","[]","59","[P1M]"
"[]","Count_Person_Employed_FacilitiesSupportServices","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_VocationalRehabilitationServices","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_Construction","2020-01","[BLSSeasonallyUnadjusted]","[]","43","[P1M]"
"[]","Count_Person_Employed_BakeriesAndTortillaManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_PrivatelyOwned","2020-01","[BLSSeasonallyUnadjusted]","[]","103","[P1M]"
"[USDollar]","Weekly_Mean_Earnings_Person_Employed_GoodsProducing","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_LeisureHospitality_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_MotionPictureAndSoundRecordingIndustries","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_Manufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","54","[P1M]"
"[USDollar]","Hourly_MeanValue_Earnings_Person_Employed_MachineryManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_GeneralMedicalAndSurgicalHospitals","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_ClothingAndClothingAccessoriesRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_RadioAndTelevisionBroadcasting","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_HeavyAndCivilEngineeringConstruction","2020-01","[BLSSeasonallyUnadjusted]","[]","37","[P1M]"
"[]","Count_Person_Employed_MiningQuarryingOilGasExtraction","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_WiredTelecommunicationsCarriers","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_FabricatedMetalProductManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_GoodsProducing","2020-01","[BLSSeasonallyUnadjusted]","[]","51","[P1M]"
"[]","Count_Person_Employed_DryCleaningAndLaundryServices","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_ReligiousOrganizations","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_RubberProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_MeanValue_Earnings_Person_Employed_FabricatedMetalProductManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","6","[P1M]"
"[]","Count_Person_Employed_NonmetallicMineralProductManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","8","[P1M]"
"[]","Count_Person_Employed_DepartmentStores","2020-01","[BLSSeasonallyUnadjusted]","[]","18","[P1M]"
"[]","Count_Person_Employed_Accommodation","2020-01","[BLSSeasonallyUnadjusted]","[]","44","[P1M]"
"[]","Count_Person_Employed_GrainAndOilseedMilling","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_ElectronicComputerManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[USDollar]","Hourly_Mean_Earnings_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_BuildingEquipmentContractors","2020-01","[BLSSeasonallyUnadjusted]","[]","9","[P1M]"
"[]","Count_Person_Employed_AutomotiveRepairAndMaintenance","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_MachineryManufacturing","2020-01","[BLSSeasonallyUnadjusted]","[]","24","[P1M]"
"[]","Count_Person_Employed_LocalGovernmentOwnedEstablishment","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","94","[P1M]"
"[]","Count_Person_Employed_PlywoodAndEngineeredWoodProductMfg","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_NondurableGoodsManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","33","[P1M]"
"[]","Count_Person_Employed_AnimalSlaughteringAndProcessing","2020-01","[BLSSeasonallyUnadjusted]","[]","7","[P1M]"
"[]","Count_Person_Employed_InsuranceCarriers","2020-01","[BLSSeasonallyUnadjusted]","[]","11","[P1M]"
"[]","Count_Person_Employed_SawmillsAndWoodPreservation","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_WholesaleTrade","2020-01","[BLSSeasonallyUnadjusted, BLSSeasonallyAdjusted]","[]","90","[P1M]"
"[]","Count_Person_Employed_MerchantWholesalersNondurableGoods","2020-01","[BLSSeasonallyUnadjusted]","[]","29","[P1M]"
"[Hour]","Weekly_MeanValue_UsualHoursWorked_Person_Employed_TransportationEquipmentManufacturing_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","4","[P1M]"
"[]","Count_Person_Employed_ProfessionalBusinessServices_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_HouseholdAndInstitutionalFurnitureMfg","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[Hour]","Weekly_Mean_UsualHoursWorked_Person_Employed_PrivatelyOwnedEstablishment_ServiceProviding_ProductionAndNonsupervisory","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_MachineShopsAndThreadedProductMfg","2020-01","[BLSSeasonallyUnadjusted]","[]","3","[P1M]"
"[]","Count_Person_Employed_PerformingArtsAndSpectatorSports","2020-01","[BLSSeasonallyUnadjusted]","[]","2","[P1M]"
"[]","Count_Person_Employed_MotionPictureAndVideoIndustries","2020-01","[BLSSeasonallyUnadjusted]","[]","1","[P1M]"
"[]","Count_Person_Employed_ClothingClothingAccessoriesShoeAndJewelryRetailers","2020-01","[BLSSeasonallyUnadjusted]","[]","18","[P1M]"
