Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2020,nuts/FRY,29.3,29.2,2.77
2021,nuts/FRY,29.4,29.4,2.88
2022,nuts/FRY,29.4,29.4,2.8
2013,nuts/FRY1,29.4,30.2,2.26
2014,nuts/FRY1,29.5,30.1,2.25
2015,nuts/FRY1,29.7,30.4,2.16
2016,nuts/FRY1,29.7,30.1,2.19
2017,nuts/FRY1,29.8,30.2,1.96
2018,nuts/FRY1,30.1,30.7,2.08
2019,nuts/FRY1,30.1,30.8,2.28
2020,nuts/FRY1,30.3,30.9,2.33
2021,nuts/FRY1,30.6,31.2,2.19
2022,nuts/FRY1,30.4,31.0,2.1
2013,nuts/FRY10,29.4,30.2,2.26
2014,nuts/FRY10,29.5,30.1,2.25
2015,nuts/FRY10,29.7,30.4,2.16
2016,nuts/FRY10,29.7,30.1,2.19
2017,nuts/FRY10,29.8,30.2,1.96
2018,nuts/FRY10,30.1,30.7,2.08
2019,nuts/FRY10,30.1,30.8,2.28
2020,nuts/FRY10,30.3,30.9,2.33
2021,nuts/FRY10,30.6,31.2,2.19
2022,nuts/FRY10,30.4,31.0,2.1
2013,nuts/FRY2,29.3,29.5,1.9
2014,nuts/FRY2,29.3,29.7,2.06
2015,nuts/FRY2,29.7,30.1,1.93
2016,nuts/FRY2,29.5,29.7,1.89
2017,nuts/FRY2,29.6,30.1,1.85
2018,nuts/FRY2,29.9,30.4,1.9
2019,nuts/FRY2,29.8,30.4,1.99
2020,nuts/FRY2,30.3,30.9,1.87
2021,nuts/FRY2,30.5,31.2,1.94
2022,nuts/FRY2,30.3,31.2,1.85
2013,nuts/FRY20,29.3,29.5,1.9
2014,nuts/FRY20,29.3,29.7,2.06
2015,nuts/FRY20,29.7,30.1,1.93
2016,nuts/FRY20,29.5,29.7,1.89
2017,nuts/FRY20,29.6,30.1,1.85
2018,nuts/FRY20,29.9,30.4,1.9
2019,nuts/FRY20,29.8,30.4,1.99
2020,nuts/FRY20,30.3,30.9,1.87
2021,nuts/FRY20,30.5,31.2,1.94
2022,nuts/FRY20,30.3,31.2,1.85
2013,nuts/FRY3,28.3,27.6,3.45
2014,nuts/FRY3,28.2,27.6,3.41
2015,nuts/FRY3,28.4,27.9,3.41
2016,nuts/FRY3,28.4,27.9,3.59
2017,nuts/FRY3,28.7,28.2,3.9
2018,nuts/FRY3,28.9,28.3,3.77
2019,nuts/FRY3,28.9,28.3,3.72
2020,nuts/FRY3,29.1,28.6,3.67
2021,nuts/FRY3,29.0,28.4,3.67
2022,nuts/FRY3,29.1,28.5,3.54
2013,nuts/FRY30,28.3,27.6,3.45
2014,nuts/FRY30,28.2,27.6,3.41
2015,nuts/FRY30,28.4,27.9,3.41
2016,nuts/FRY30,28.4,27.9,3.59
2017,nuts/FRY30,28.7,28.2,3.9
2018,nuts/FRY30,28.9,28.3,3.77
2019,nuts/FRY30,28.9,28.3,3.72
2020,nuts/FRY30,29.1,28.6,3.67
2021,nuts/FRY30,29.0,28.4,3.67
2022,nuts/FRY30,29.1,28.5,3.54
2013,nuts/FRY4,28.6,28.3,2.4
2014,nuts/FRY4,28.6,28.4,2.43
2015,nuts/FRY4,28.7,28.6,2.45
2016,nuts/FRY4,28.7,28.6,2.42
2017,nuts/FRY4,28.9,28.8,2.43
2018,nuts/FRY4,29.0,29.0,2.38
2019,nuts/FRY4,29.2,29.2,2.38
2020,nuts/FRY4,29.2,29.3,2.36
2021,nuts/FRY4,29.5,29.7,2.43
2022,nuts/FRY4,29.5,29.8,2.36
2013,nuts/FRY40,28.6,28.3,2.4
2014,nuts/FRY40,28.6,28.4,2.43
2015,nuts/FRY40,28.7,28.6,2.45
2016,nuts/FRY40,28.7,28.6,2.42
2017,nuts/FRY40,28.9,28.8,2.43
2018,nuts/FRY40,29.0,29.0,2.38
2019,nuts/FRY40,29.2,29.2,2.38
2020,nuts/FRY40,29.2,29.3,2.36
2021,nuts/FRY40,29.5,29.7,2.43
2022,nuts/FRY40,29.5,29.8,2.36
2014,nuts/FRY5,29.3,28.5,4.11
2015,nuts/FRY5,28.9,28.0,4.84
2016,nuts/FRY5,28.7,27.9,4.9
2017,nuts/FRY5,28.8,27.9,4.88
2018,nuts/FRY5,28.9,28.0,4.63
2019,nuts/FRY5,29.1,28.2,4.56
2020,nuts/FRY5,29.0,28.1,4.13
2021,nuts/FRY5,29.1,28.2,4.62
2022,nuts/FRY5,29.0,28.2,4.52
2014,nuts/FRY50,29.3,28.5,4.11
2015,nuts/FRY50,28.9,28.0,4.84
2016,nuts/FRY50,28.7,27.9,4.9
2017,nuts/FRY50,28.8,27.9,4.88
2018,nuts/FRY50,28.9,28.0,4.63
2019,nuts/FRY50,29.1,28.2,4.56
2020,nuts/FRY50,29.0,28.1,4.13
2021,nuts/FRY50,29.1,28.2,4.62
2022,nuts/FRY50,29.0,28.2,4.52
2013,nuts/HR0,29.6,29.9,1.46
2014,nuts/HR0,29.8,30.2,1.46
2015,nuts/HR0,29.9,30.3,1.4
2016,nuts/HR0,30.1,30.6,1.43
2017,nuts/HR0,30.3,30.9,1.42
2018,nuts/HR0,30.4,31.0,1.47
2019,nuts/HR0,30.5,31.1,1.47
2020,nuts/HR0,30.5,31.1,1.56
2021,nuts/HR0,30.7,31.3,1.62
2022,nuts/HR0,30.6,31.2,1.53
2020,nuts/HR02,29.6,29.7,1.62
2021,nuts/HR02,29.8,30.0,1.66
2022,nuts/HR02,29.8,29.9,1.6
2020,nuts/HR021,28.7,28.6,1.75
2021,nuts/HR021,29.3,29.2,1.79
2022,nuts/HR021,29.1,29.0,1.87
2020,nuts/HR022,29.3,29.2,1.67
2021,nuts/HR022,29.5,29.5,1.79
2022,nuts/HR022,29.4,29.1,1.47
2020,nuts/HR023,29.6,29.2,1.72
2021,nuts/HR023,29.8,29.7,1.68
2022,nuts/HR023,30.1,30.0,1.71
2020,nuts/HR024,29.5,29.4,1.62
2021,nuts/HR024,29.8,29.6,1.7
2022,nuts/HR024,30.1,29.9,1.68
2020,nuts/HR025,29.8,30.3,1.56
2021,nuts/HR025,30.1,30.5,1.62
2022,nuts/HR025,30.1,30.7,1.51
2020,nuts/HR026,30.1,30.2,1.57
2021,nuts/HR026,30.3,30.3,1.68
2022,nuts/HR026,29.9,29.6,1.64
2020,nuts/HR027,30.0,30.6,1.52
2021,nuts/HR027,30.0,30.9,1.49
2022,nuts/HR027,30.0,30.6,1.41
2020,nuts/HR028,29.1,29.2,1.67
2021,nuts/HR028,29.3,29.3,1.68
2022,nuts/HR028,29.2,29.1,1.6
2013,nuts/HR03,30.0,30.2,1.44
2014,nuts/HR03,30.2,30.5,1.44
2015,nuts/HR03,30.3,30.6,1.4
2016,nuts/HR03,30.4,30.8,1.41
2017,nuts/HR03,30.7,31.1,1.39
2018,nuts/HR03,30.8,31.3,1.43
2019,nuts/HR03,30.9,31.3,1.42
2020,nuts/HR03,30.9,31.4,1.53
2021,nuts/HR03,31.1,31.7,1.61
2022,nuts/HR03,31.0,31.5,1.49
2013,nuts/HR031,,30.9,
2014,nuts/HR031,30.6,31.3,1.26
2015,nuts/HR031,30.5,31.4,1.27
2016,nuts/HR031,30.7,31.6,1.27
2017,nuts/HR031,30.9,31.9,1.22
2018,nuts/HR031,31.0,31.9,1.24
2019,nuts/HR031,31.2,32.2,1.23
2020,nuts/HR031,31.1,32.0,1.36
2021,nuts/HR031,31.3,32.3,1.46
2022,nuts/HR031,31.2,32.1,1.31
2013,nuts/HR032,,28.6,
2014,nuts/HR032,28.1,27.8,1.46
2015,nuts/HR032,28.6,28.4,1.52
2016,nuts/HR032,29.0,28.9,1.48
2017,nuts/HR032,29.1,29.0,1.53
2018,nuts/HR032,29.4,29.1,1.49
2019,nuts/HR032,29.6,29.5,1.56
2020,nuts/HR032,29.3,29.4,1.62
2021,nuts/HR032,30.0,30.1,1.77
2022,nuts/HR032,29.9,30.2,1.61
2013,nuts/HR033,,29.8,
2014,nuts/HR033,30.2,30.5,1.53
2015,nuts/HR033,30.1,30.3,1.49
2016,nuts/HR033,30.1,30.4,1.5
2017,nuts/HR033,30.4,30.6,1.49
2018,nuts/HR033,30.7,30.9,1.51
2019,nuts/HR033,30.7,30.8,1.54
2020,nuts/HR033,30.7,30.8,1.64
2021,nuts/HR033,30.8,31.0,1.74
2022,nuts/HR033,30.7,30.7,1.64
2013,nuts/HR034,,29.6,
2014,nuts/HR034,29.8,29.9,1.57
2015,nuts/HR034,30.0,29.9,1.43
2016,nuts/HR034,30.3,30.4,1.48
2017,nuts/HR034,30.3,30.3,1.39
2018,nuts/HR034,30.6,30.9,1.47
2019,nuts/HR034,30.7,30.4,1.51
2020,nuts/HR034,30.5,30.6,1.55
2021,nuts/HR034,30.9,31.3,1.59
2022,nuts/HR034,30.6,30.9,1.71
2013,nuts/HR035,,30.0,
2014,nuts/HR035,30.2,30.3,1.47
2015,nuts/HR035,30.4,30.4,1.41
2016,nuts/HR035,30.6,30.7,1.44
2017,nuts/HR035,30.9,31.1,1.43
2018,nuts/HR035,31.0,31.2,1.52
2019,nuts/HR035,31.1,31.2,1.47
2020,nuts/HR035,31.2,31.5,1.55
2021,nuts/HR035,31.3,31.5,1.65
2022,nuts/HR035,31.2,31.3,1.5
2013,nuts/HR036,,30.6,
2014,nuts/HR036,30.4,31.0,1.35
2015,nuts/HR036,30.5,31.2,1.28
2016,nuts/HR036,30.5,31.4,1.27
2017,nuts/HR036,30.7,31.5,1.31
2018,nuts/HR036,30.8,31.8,1.32
2019,nuts/HR036,30.9,31.9,1.28
2020,nuts/HR036,31.1,31.9,1.47
2021,nuts/HR036,31.2,32.2,1.49
2022,nuts/HR036,31.1,32.0,1.4
2013,nuts/HR037,,30.0,
2014,nuts/HR037,29.9,29.8,1.68
2015,nuts/HR037,30.1,30.1,1.68
2016,nuts/HR037,30.4,30.5,1.68
2017,nuts/HR037,30.4,30.6,1.61
2018,nuts/HR037,30.8,31.0,1.6
2019,nuts/HR037,30.9,31.1,1.58
2020,nuts/HR037,30.9,31.1,1.74
2021,nuts/HR037,31.2,31.6,1.75
2022,nuts/HR037,31.1,31.6,1.57
2013,nuts/HR04,29.4,29.8,1.47
2014,nuts/HR04,29.6,30.0,1.47
2015,nuts/HR04,29.7,30.2,1.41
2016,nuts/HR04,29.9,30.5,1.44
2017,nuts/HR04,30.1,30.7,1.43
2018,nuts/HR04,30.2,30.8,1.49
2019,nuts/HR04,30.3,31.0,1.49
2013,nuts/HR041,,31.7,
2014,nuts/HR041,31.0,31.7,1.43
2015,nuts/HR041,31.1,31.8,1.36
2016,nuts/HR041,31.3,32.2,1.37
2017,nuts/HR041,31.4,32.3,1.37
2018,nuts/HR041,31.5,32.4,1.41
2019,nuts/HR041,31.6,32.5,1.4
2013,nuts/HR042,,30.0,
2014,nuts/HR042,30.0,30.4,1.42
2015,nuts/HR042,30.1,30.6,1.34
2016,nuts/HR042,30.1,30.8,1.39
2017,nuts/HR042,30.5,31.1,1.4
2018,nuts/HR042,30.4,30.9,1.46
2019,nuts/HR042,30.6,31.2,1.47
2013,nuts/HR043,,28.6,
2014,nuts/HR043,28.7,28.6,1.42
2015,nuts/HR043,28.9,28.8,1.3
2016,nuts/HR043,29.2,29.1,1.34
2017,nuts/HR043,29.5,29.6,1.38
2018,nuts/HR043,29.2,29.3,1.47
2019,nuts/HR043,29.4,29.8,1.39
2013,nuts/HR044,,28.9,
2014,nuts/HR044,29.1,29.3,1.33
2015,nuts/HR044,28.7,28.9,1.36
2016,nuts/HR044,29.3,29.7,1.42
2017,nuts/HR044,29.2,29.5,1.36
2018,nuts/HR044,29.3,30.0,1.43
2019,nuts/HR044,29.5,30.0,1.47
2013,nuts/HR045,,28.4,
2014,nuts/HR045,28.5,28.8,1.54
2015,nuts/HR045,28.8,29.0,1.5
2016,nuts/HR045,28.8,29.1,1.53
2017,nuts/HR045,29.2,29.5,1.52
2018,nuts/HR045,29.3,29.5,1.6
2019,nuts/HR045,29.6,29.9,1.6
2013,nuts/HR046,,28.1,
2014,nuts/HR046,28.2,28.6,1.63
2015,nuts/HR046,28.2,28.5,1.71
2016,nuts/HR046,28.3,28.7,1.76
2017,nuts/HR046,28.2,28.7,1.75
2018,nuts/HR046,28.2,28.6,1.81
2019,nuts/HR046,28.4,29.1,1.77
2013,nuts/HR047,,28.2,
2014,nuts/HR047,28.6,28.6,1.57
2015,nuts/HR047,28.9,28.7,1.5
2016,nuts/HR047,28.8,28.8,1.51
2017,nuts/HR047,28.8,28.7,1.51
2018,nuts/HR047,29.1,29.1,1.67
2019,nuts/HR047,29.0,28.7,1.71
2013,nuts/HR048,,28.1,
2014,nuts/HR048,28.7,28.5,1.47
2015,nuts/HR048,28.6,28.4,1.42
2016,nuts/HR048,29.1,28.8,1.45
2017,nuts/HR048,28.7,28.3,1.42
2018,nuts/HR048,29.3,29.3,1.59
2019,nuts/HR048,29.3,29.1,1.51
2013,nuts/HR049,,28.5,
2014,nuts/HR049,28.9,28.4,1.53
2015,nuts/HR049,29.1,28.7,1.45
2016,nuts/HR049,29.2,28.8,1.46
2017,nuts/HR049,29.8,29.2,1.51
2018,nuts/HR049,29.8,29.3,1.55
2019,nuts/HR049,29.7,29.0,1.62
2013,nuts/HR04A,,28.4,
2014,nuts/HR04A,29.0,28.5,1.52
2015,nuts/HR04A,29.0,28.5,1.45
2016,nuts/HR04A,29.4,28.9,1.48
2017,nuts/HR04A,29.7,29.3,1.52
2018,nuts/HR04A,29.5,29.1,1.48
2019,nuts/HR04A,30.1,29.9,1.55
2013,nuts/HR04B,,29.1,
2014,nuts/HR04B,29.2,29.2,1.42
2015,nuts/HR04B,29.5,29.8,1.37
2016,nuts/HR04B,29.8,30.3,1.32
2017,nuts/HR04B,29.9,30.3,1.36
2018,nuts/HR04B,30.0,30.4,1.39
2019,nuts/HR04B,30.0,30.4,1.36
2013,nuts/HR04C,,28.5,
2014,nuts/HR04C,29.1,28.9,1.58
2015,nuts/HR04C,29.2,28.9,1.41
2016,nuts/HR04C,29.6,29.4,1.46
2017,nuts/HR04C,29.6,29.3,1.4
2018,nuts/HR04C,29.9,29.7,1.47
2019,nuts/HR04C,30.2,30.0,1.54
2013,nuts/HR04D,,28.9,
2014,nuts/HR04D,29.1,29.4,1.4
2015,nuts/HR04D,29.3,29.5,1.35
2016,nuts/HR04D,29.2,29.4,1.45
2017,nuts/HR04D,29.5,30.2,1.43
2018,nuts/HR04D,29.8,30.5,1.5
2019,nuts/HR04D,29.8,30.4,1.5
2013,nuts/HR04E,,28.9,
2014,nuts/HR04E,28.9,28.9,1.5
2015,nuts/HR04E,29.0,29.2,1.4
2016,nuts/HR04E,29.0,29.2,1.53
2017,nuts/HR04E,29.1,29.4,1.47
2018,nuts/HR04E,29.3,29.5,1.52
2019,nuts/HR04E,29.6,29.7,1.58
2020,nuts/HR05,31.9,32.6,1.48
2021,nuts/HR05,32.0,32.7,1.53
2022,nuts/HR05,32.0,32.7,1.43
2020,nuts/HR050,31.9,32.6,1.48
2021,nuts/HR050,32.0,32.7,1.53
2022,nuts/HR050,32.0,32.7,1.43
2020,nuts/HR06,29.7,30.2,1.61
2021,nuts/HR06,29.8,30.3,1.66
2022,nuts/HR06,29.9,30.4,1.59
2020,nuts/HR061,28.3,28.8,1.96
2021,nuts/HR061,28.6,29.3,1.93
2022,nuts/HR061,28.3,28.8,1.84
2020,nuts/HR062,29.5,29.8,1.44
2021,nuts/HR062,29.8,30.0,1.56
2022,nuts/HR062,30.0,30.4,1.44
2020,nuts/HR063,29.7,29.9,1.68
2021,nuts/HR063,29.4,29.8,1.76
2022,nuts/HR063,29.4,29.9,1.64
2020,nuts/HR064,29.8,29.9,1.47
2021,nuts/HR064,29.7,29.7,1.54
2022,nuts/HR064,30.1,30.2,1.54
2020,nuts/HR065,30.5,31.0,1.6
2021,nuts/HR065,30.7,31.1,1.64
2022,nuts/HR065,30.6,31.1,1.58
2013,nuts/HU1,30.9,32.1,1.26
2014,nuts/HU1,30.9,32.2,1.3
2015,nuts/HU1,31.0,32.2,1.3
2016,nuts/HU1,31.0,32.3,1.36
2017,nuts/HU1,31.2,32.3,1.35
2018,nuts/HU1,31.2,32.3,1.36
2019,nuts/HU1,31.2,32.2,1.36
2020,nuts/HU1,31.2,32.1,1.37
2021,nuts/HU1,31.3,32.2,1.4
2022,nuts/HU1,31.3,32.1,1.37
2013,nuts/HU11,,32.5,
2014,nuts/HU11,31.5,32.7,1.19
2015,nuts/HU11,31.6,32.7,1.19
2016,nuts/HU11,31.7,32.7,1.24
2017,nuts/HU11,31.8,32.8,1.21
2018,nuts/HU11,32.0,32.8,1.21
2019,nuts/HU11,32.0,32.8,1.19
2020,nuts/HU11,31.9,32.7,1.18
2021,nuts/HU11,32.1,32.7,1.24
2022,nuts/HU11,31.9,32.6,1.21
2013,nuts/HU110,,32.5,
2014,nuts/HU110,31.5,32.7,1.19
2015,nuts/HU110,31.6,32.7,1.19
2016,nuts/HU110,31.7,32.7,1.24
2017,nuts/HU110,31.8,32.8,1.21
2018,nuts/HU110,32.0,32.8,1.21
2019,nuts/HU110,32.0,32.8,1.19
2020,nuts/HU110,31.9,32.7,1.18
2021,nuts/HU110,32.1,32.7,1.24
2022,nuts/HU110,31.9,32.6,1.21
2013,nuts/HU12,,31.6,
2014,nuts/HU12,30.2,31.6,1.47
2015,nuts/HU12,30.2,31.6,1.49
2016,nuts/HU12,30.2,31.5,1.56
2017,nuts/HU12,30.5,31.6,1.57
2018,nuts/HU12,30.4,31.5,1.59
2019,nuts/HU12,30.4,31.4,1.62
2020,nuts/HU12,30.5,31.5,1.67
2021,nuts/HU12,30.6,31.5,1.65
2022,nuts/HU12,30.7,31.5,1.59
2013,nuts/HU120,,31.6,
2014,nuts/HU120,30.2,31.6,1.47
2015,nuts/HU120,30.2,31.6,1.49
2016,nuts/HU120,30.2,31.5,1.56
2017,nuts/HU120,30.5,31.6,1.57
2018,nuts/HU120,30.4,31.5,1.59
2019,nuts/HU120,30.4,31.4,1.62
2020,nuts/HU120,30.5,31.5,1.67
2021,nuts/HU120,30.6,31.5,1.65
2022,nuts/HU120,30.7,31.5,1.59
2013,nuts/HU2,29.5,30.6,1.31
2014,nuts/HU2,29.6,30.7,1.41
2015,nuts/HU2,29.7,30.7,1.42
2016,nuts/HU2,29.8,30.7,1.5
2017,nuts/HU2,29.9,30.8,1.52
2018,nuts/HU2,29.9,30.7,1.51
2019,nuts/HU2,30.0,30.6,1.53
2020,nuts/HU2,30.0,30.6,1.56
2021,nuts/HU2,30.1,30.7,1.59
2022,nuts/HU2,30.1,30.7,1.54
2013,nuts/HU21,29.6,30.7,1.34
2014,nuts/HU21,29.6,30.8,1.43
2015,nuts/HU21,29.7,30.8,1.46
2016,nuts/HU21,29.9,30.8,1.54
2017,nuts/HU21,30.0,30.8,1.55
2018,nuts/HU21,29.9,30.7,1.51
2019,nuts/HU21,30.0,30.7,1.54
2020,nuts/HU21,30.0,30.6,1.57
2021,nuts/HU21,30.2,30.8,1.63
2022,nuts/HU21,30.1,30.6,1.58
2013,nuts/HU211,,30.8,
2014,nuts/HU211,29.7,30.9,1.39
2015,nuts/HU211,29.8,30.9,1.41
2016,nuts/HU211,30.0,30.9,1.54
2017,nuts/HU211,30.2,31.0,1.52
2018,nuts/HU211,30.0,30.7,1.5
2019,nuts/HU211,30.0,30.7,1.52
2020,nuts/HU211,30.0,30.7,1.62
2021,nuts/HU211,30.2,30.8,1.68
2022,nuts/HU211,30.1,30.8,1.64
2013,nuts/HU212,,30.5,
2014,nuts/HU212,29.4,30.6,1.51
2015,nuts/HU212,29.5,30.5,1.47
2016,nuts/HU212,29.8,30.7,1.57
2017,nuts/HU212,29.7,30.5,1.58
2018,nuts/HU212,29.9,30.7,1.53
2019,nuts/HU212,29.9,30.6,1.56
2020,nuts/HU212,29.8,30.3,1.54
2021,nuts/HU212,29.9,30.5,1.57
2022,nuts/HU212,29.8,30.4,1.53
2013,nuts/HU213,,30.8,
2014,nuts/HU213,29.7,30.8,1.39
2015,nuts/HU213,29.9,30.9,1.51
2016,nuts/HU213,29.8,30.7,1.52
2017,nuts/HU213,30.1,30.9,1.55
2018,nuts/HU213,29.9,30.6,1.51
2019,nuts/HU213,30.1,30.8,1.56
2020,nuts/HU213,30.2,30.7,1.55
2021,nuts/HU213,30.3,30.9,1.61
2022,nuts/HU213,30.3,30.7,1.53
2013,nuts/HU22,30.0,31.2,1.24
2014,nuts/HU22,30.1,31.2,1.33
2015,nuts/HU22,30.3,31.3,1.33
2016,nuts/HU22,30.3,31.2,1.41
2017,nuts/HU22,30.4,31.3,1.45
2018,nuts/HU22,30.5,31.3,1.47
2019,nuts/HU22,30.5,31.2,1.47
2020,nuts/HU22,30.5,31.3,1.49
2021,nuts/HU22,30.6,31.2,1.53
2022,nuts/HU22,30.6,31.2,1.52
2013,nuts/HU221,,31.2,
2014,nuts/HU221,30.2,31.2,1.34
2015,nuts/HU221,30.5,31.5,1.33
2016,nuts/HU221,30.6,31.4,1.38
2017,nuts/HU221,30.6,31.4,1.45
2018,nuts/HU221,30.7,31.4,1.46
2019,nuts/HU221,30.8,31.3,1.49
2020,nuts/HU221,30.7,31.4,1.5
2021,nuts/HU221,30.8,31.4,1.54
2022,nuts/HU221,30.8,31.3,1.55
2013,nuts/HU222,,31.1,
2014,nuts/HU222,30.3,31.4,1.25
2015,nuts/HU222,30.2,31.2,1.31
2016,nuts/HU222,30.2,31.0,1.42
2017,nuts/HU222,30.3,31.2,1.44
2018,nuts/HU222,30.4,31.1,1.45
2019,nuts/HU222,30.3,30.8,1.46
2020,nuts/HU222,30.4,30.9,1.51
2021,nuts/HU222,30.5,30.9,1.48
2022,nuts/HU222,30.5,30.9,1.5
2013,nuts/HU223,,31.0,
2014,nuts/HU223,29.6,30.9,1.37
2015,nuts/HU223,29.8,31.1,1.35
2016,nuts/HU223,29.8,31.0,1.47
2017,nuts/HU223,30.0,31.2,1.46
2018,nuts/HU223,30.0,31.2,1.51
2019,nuts/HU223,30.1,31.2,1.45
2020,nuts/HU223,30.3,31.3,1.43
2021,nuts/HU223,30.1,30.9,1.58
2022,nuts/HU223,30.3,31.1,1.44
2013,nuts/HU23,29.0,29.9,1.35
2014,nuts/HU23,29.1,30.0,1.46
2015,nuts/HU23,29.1,29.9,1.45
2016,nuts/HU23,29.1,29.9,1.52
2017,nuts/HU23,29.4,30.0,1.54
2018,nuts/HU23,29.4,29.9,1.56
2019,nuts/HU23,29.4,29.7,1.57
2020,nuts/HU23,29.5,29.9,1.61
2021,nuts/HU23,29.6,29.9,1.59
2022,nuts/HU23,29.7,30.0,1.52
2013,nuts/HU231,,30.5,
2014,nuts/HU231,29.5,30.3,1.42
2015,nuts/HU231,29.5,30.2,1.41
2016,nuts/HU231,29.5,30.2,1.41
2017,nuts/HU231,29.9,30.4,1.49
2018,nuts/HU231,30.0,30.4,1.49
2019,nuts/HU231,30.0,30.1,1.5
2020,nuts/HU231,30.1,30.4,1.51
2021,nuts/HU231,30.1,30.3,1.5
2022,nuts/HU231,30.2,30.3,1.41
2013,nuts/HU232,,29.0,
2014,nuts/HU232,28.5,29.2,1.51
2015,nuts/HU232,28.6,29.4,1.46
2016,nuts/HU232,28.8,29.4,1.59
2017,nuts/HU232,28.7,29.2,1.58
2018,nuts/HU232,28.6,29.1,1.61
2019,nuts/HU232,28.8,29.2,1.61
2020,nuts/HU232,28.7,29.1,1.65
2021,nuts/HU232,28.9,29.1,1.63
2022,nuts/HU232,29.2,29.6,1.59
2013,nuts/HU233,,29.9,
2014,nuts/HU233,29.4,30.4,1.48
2015,nuts/HU233,29.2,29.9,1.52
2016,nuts/HU233,29.0,30.0,1.63
2017,nuts/HU233,29.5,30.1,1.58
2018,nuts/HU233,29.4,30.0,1.63
2019,nuts/HU233,29.4,29.7,1.64
2020,nuts/HU233,29.4,30.1,1.74
2021,nuts/HU233,29.6,30.2,1.73
2022,nuts/HU233,29.5,30.0,1.61
2013,nuts/HU3,28.4,29.0,1.43
2014,nuts/HU3,28.5,29.0,1.54
2015,nuts/HU3,28.7,29.1,1.56
2016,nuts/HU3,28.6,29.0,1.66
2017,nuts/HU3,28.8,29.2,1.69
2018,nuts/HU3,28.8,29.2,1.69
2019,nuts/HU3,28.8,29.1,1.7
2020,nuts/HU3,28.9,29.2,1.76
2021,nuts/HU3,29.0,29.3,1.76
2022,nuts/HU3,29.0,29.4,1.72
2013,nuts/HU31,27.6,27.9,1.52
2014,nuts/HU31,27.7,28.0,1.65
2015,nuts/HU31,27.9,28.1,1.65
2016,nuts/HU31,27.8,28.0,1.77
2017,nuts/HU31,27.9,28.1,1.81
2018,nuts/HU31,28.0,28.2,1.83
2019,nuts/HU31,28.0,28.2,1.83
2020,nuts/HU31,28.0,28.1,1.88
2021,nuts/HU31,28.2,28.4,1.85
2022,nuts/HU31,28.2,28.4,1.82
2013,nuts/HU311,,27.3,
2014,nuts/HU311,27.5,27.5,1.73
2015,nuts/HU311,27.6,27.5,1.73
2016,nuts/HU311,27.6,27.6,1.85
2017,nuts/HU311,27.7,27.7,1.88
2018,nuts/HU311,27.7,27.6,1.94
2019,nuts/HU311,27.8,27.8,1.93
2020,nuts/HU311,27.7,27.7,1.96
2021,nuts/HU311,27.9,28.0,1.91
2022,nuts/HU311,27.9,28.0,1.91
2013,nuts/HU312,,29.2,
2014,nuts/HU312,28.3,29.0,1.56
2015,nuts/HU312,28.6,29.3,1.56
2016,nuts/HU312,28.4,29.1,1.64
2017,nuts/HU312,28.5,29.1,1.73
2018,nuts/HU312,28.7,29.2,1.68
2019,nuts/HU312,28.7,29.0,1.65
2020,nuts/HU312,28.7,29.0,1.74
2021,nuts/HU312,28.8,29.3,1.74
2022,nuts/HU312,29.1,29.7,1.66
2013,nuts/HU313,,28.2,
2014,nuts/HU313,28.0,28.4,1.49
2015,nuts/HU313,28.1,28.6,1.5
2016,nuts/HU313,27.8,28.1,1.65
2017,nuts/HU313,28.0,28.4,1.69
2018,nuts/HU313,28.2,28.6,1.68
2019,nuts/HU313,28.1,28.4,1.72
2020,nuts/HU313,28.0,28.3,1.83
2021,nuts/HU313,28.2,28.3,1.8
2022,nuts/HU313,28.2,28.4,1.72
2013,nuts/HU32,28.2,28.7,1.45
2014,nuts/HU32,28.3,28.7,1.58
2015,nuts/HU32,28.4,28.7,1.6
2016,nuts/HU32,28.4,28.7,1.72
2017,nuts/HU32,28.5,28.8,1.69
2018,nuts/HU32,28.7,29.0,1.69
2019,nuts/HU32,28.6,28.8,1.73
2020,nuts/HU32,28.7,29.0,1.8
2021,nuts/HU32,28.8,29.0,1.81
2022,nuts/HU32,28.9,29.1,1.77
2013,nuts/HU321,,29.6,
2014,nuts/HU321,29.1,29.6,1.53
2015,nuts/HU321,29.2,29.7,1.54
2016,nuts/HU321,29.1,29.6,1.65
2017,nuts/HU321,29.3,29.6,1.65
2018,nuts/HU321,29.4,29.8,1.68
2019,nuts/HU321,29.4,29.9,1.7
2020,nuts/HU321,29.4,29.8,1.74
2021,nuts/HU321,29.6,29.9,1.8
2022,nuts/HU321,29.6,30.0,1.69
2013,nuts/HU322,,28.6,
2014,nuts/HU322,28.4,28.9,1.59
2015,nuts/HU322,28.4,28.7,1.57
2016,nuts/HU322,28.2,28.6,1.7
2017,nuts/HU322,28.5,28.8,1.69
2018,nuts/HU322,28.5,28.8,1.67
2019,nuts/HU322,28.4,28.6,1.7
2020,nuts/HU322,28.6,28.9,1.74
2021,nuts/HU322,28.7,29.0,1.69
2022,nuts/HU322,28.6,29.0,1.72
2013,nuts/HU323,,27.9,
2014,nuts/HU323,27.6,27.7,1.62
2015,nuts/HU323,27.8,27.9,1.67
2016,nuts/HU323,27.8,28.0,1.79
