observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,measurementMethod,#input
dcid:wikidataId/Q188810,2005,dcid:Count_Person_Citizen_Female,66965,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:123:7
dcid:wikidataId/Q159477,2005,dcid:Count_Person_Citizen_Female,19076,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:124:7
dcid:wikidataId/Q175021,2005,dcid:Count_Person_Citizen_Female,7959,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:125:7
dcid:wikidataId/Q170024,2005,dcid:Count_Person_Citizen_Female,43549,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:126:7
dcid:wikidataId/Q4091,2005,dcid:Count_Person_Citizen_Female,28100,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:127:7
dcid:wikidataId/Q187712,2005,dcid:Count_Person_NotACitizen_Male,749893,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:128:7
dcid:wikidataId/Q613,2005,dcid:Count_Person_NotACitizen_Male,920310,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:129:7
dcid:wikidataId/Q188810,2005,dcid:Count_Person_NotACitizen_Male,448927,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:130:7
dcid:wikidataId/Q159477,2005,dcid:Count_Person_NotACitizen_Male,111529,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:131:7
dcid:wikidataId/Q175021,2005,dcid:Count_Person_NotACitizen_Male,22170,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:132:7
dcid:wikidataId/Q170024,2005,dcid:Count_Person_NotACitizen_Male,85143,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:133:7
dcid:wikidataId/Q4091,2005,dcid:Count_Person_NotACitizen_Male,50263,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:134:7
dcid:wikidataId/Q187712,2005,dcid:Count_Person_NotACitizen_Female,299314,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:135:7
dcid:wikidataId/Q613,2005,dcid:Count_Person_NotACitizen_Female,263570,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:136:7
dcid:wikidataId/Q188810,2005,dcid:Count_Person_NotACitizen_Female,206374,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:137:7
dcid:wikidataId/Q159477,2005,dcid:Count_Person_NotACitizen_Female,56237,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:138:7
dcid:wikidataId/Q175021,2005,dcid:Count_Person_NotACitizen_Female,11116,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:139:7
dcid:wikidataId/Q170024,2005,dcid:Count_Person_NotACitizen_Female,37072,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:140:7
dcid:wikidataId/Q4091,2005,dcid:Count_Person_NotACitizen_Female,19014,,,,https://docs.google.com/spreadsheets/d/1v9ab78PtcNAC3R-x163Y1p57bMYbNjrdkOYZ3BTegnc#gid=1467473697:141:7
