"NumPlaces","ScalingFactors","Units","StatVar","MeasurementMethods","MinDate","observationPeriods"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_Agriculture_KeroseneJetFuel","[]","2022","[P1Y]"
"18","[]","[Terajoule]","Annual_Consumption_Fuel_NaturalGasPlants_BioGas_FuelTransformation","[]","2020","[P1Y]"
"42","[]","[KilowattHour]","Annual_Consumption_Electricity_OilGasExtraction_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_OtherTransport_LiquifiedPetroleumGas","[]","2020","[P1Y]"
"1","[]","[Megawatt]","Annual_Capacity_Electricity_Tidal_AutoProducerElectricityPowerPlants","[]","2023","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Energy_BriquettingPlants_Heat_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_Agriculture_PetroleumCoke","[]","2020","[P1Y]"
"24","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_NaturalGas_FuelTransformation","[]","2020","[P1Y]"
"221","[]","[KilowattHour]","Annual_Consumption_Electricity","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_GasWorks_CokeOvenCoke_FuelTransformation","[]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticAviationTransport_DieselOil","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_BrownCoalBriquettes_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Fuel_ConstructionIndustry_BioGas","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_WoodAndWoodProductsIndustry_GasworksGas","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_CoalProducts","[UNStatsEstimate]","2020","[P1Y]"
"15","[]","[MetricTon]","Annual_Consumption_Fuel_Agriculture_LigniteCoal","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_NaturalGasLiquids","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Fuel_EnergyIndustry_IndustrialWaste_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_GasworksGas_FuelTransformation","[]","2020","[P1Y]"
"217","[]","[KilowattHour]","Annual_Consumption_Electricity_Households","[, UNStatsEstimate]","2020","[P1Y]"
"16","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_MotorGasoline","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_Lubricants","[]","2020","[P1Y]"
"106","[]","[MetricTon]","Annual_Generation_Fuel_AviationGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"8","[]","[Terajoule]","Annual_Generation_Energy_Peat","[]","2020","[P1Y]"
"19","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_AnthraciteCoal","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_BrownCoalBriquettes_FuelTransformation","[]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_CoalMines_MotorGasoline_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"7","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_Peat_FuelTransformation","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_Lubricants","[, UNStatsEstimate]","2020","[P1Y]"
"65","[]","[MetricTon]","Annual_Exports_Fuel_Lubricants","[, UNStatsEstimate]","2020","[P1Y]"
"74","[]","[MetricTon]","Annual_Generation_Fuel_BituminousCoal_Refinery","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_LiquifiedPetroleumGas_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"215","[]","[MetricTon]","Annual_Consumption_Fuel_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"160","[]","[MetricTon]","Annual_Consumption_Fuel_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"37","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_NaturalGasLiquids_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_Kerosene_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_SubbituminousCoal","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_PeatProducts","[, UNStatsEstimate]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_PaperPulpPrintIndustry_Kerosene","[]","2020","[P1Y]"
"61","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_Bagasse","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[Terajoule]","Annual_Loss_Fuel_OtherRecoveredGases","[]","2020","[P1Y]"
"20","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerElectricityPowerPlants_MunicipalWaste_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"7","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_BlackLiquor_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"64","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_Bagasse","[, UNStatsEstimate]","2020","[P1Y]"
"37","[]","[MetricTon]","AnnualChange_Stocks_Fuel_AviationGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_PetroleumCoke_FuelTransformation","[]","2020","[P1Y]"
"98","[]","[MetricTon]","Annual_Imports_Fuel_AviationGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[KilowattHour]","Annual_Generation_Electricity_Peat_ThermalElectricity","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_BioDiesel_FuelTransformation","[]","2021","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_OtherBituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_Charcoal_FuelTransformation","[]","2021","[P1Y]"
"7","[]","[MetricTon]","Annual_ProductReclassification_Fuel_PetroleumCoke","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_RefineryGas_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_WhiteSpirit","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_BlastFurnaceGas","[]","2020","[P1Y]"
"22","[]","[KilowattHour]","Annual_Generation_Electricity_Geothermal_MainActivityProducer","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_BrownCoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_Peat_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_PaperPulpPrintIndustry_AnthraciteCoal","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_PatentFuel","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Energy_AutoProducerCombinedHeatPowerPlants_Geothermal_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_ParaffinWaxes_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"33","[]","[MetricTon]","Annual_Consumption_Fuel_LigniteCoal","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[Terajoule]","Annual_Consumption_Energy_TextileAndLeatherIndustry_SolarThermal","[]","2021","[P1Y]"
"24","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_FuelOil_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"20","[]","[MetricTon]","Annual_Consumption_Fuel_CokeOvenCoke_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerHeatPowerPlants_BioDiesel_FuelTransformation","[]","2021","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_CoalLiquefactionPlants_OtherBituminousCoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_ProductReclassification_Fuel_BioJetKerosene","[]","2022","[P1Y]"
"15","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_AnthraciteCoal","[, UNStatsEstimate]","2020","[P1Y]"
"157","[]","[MetricTon]","Annual_Generation_Fuel_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_CoalTar_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_TextileAndLeatherIndustry_MunicipalWaste","[]","2020","[P1Y]"
"18","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_CrudeOil_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"26","[]","[CubicMeter]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticNavigationTransport_HardCoal","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_MainActivityProducerHeatPowerPlants_GasworksGas_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Energy_TextileAndLeatherIndustry_Geothermal","[]","2020","[P1Y]"
"55","[]","[Terajoule]","Annual_Exports_Fuel_NaturalGas","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[Terajoule]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_OtherRecoveredGases","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_NaturalGasPlants_RefineryGas_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_UnspecifiedSector_PetroleumCoke","[]","2020","[P1Y]"
"28","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_RefineryGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_MotorGasoline_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"18","[]","[Terajoule]","Annual_Consumption_Energy_FuelTransformationIndustry_SolarThermal_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_ElectricityGeneration_OtherRecoveredGases_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_OtherLiquidBiofuels","[]","2023","[P1Y]"
"50","[]","[MetricTon]","Annual_Consumption_Fuel_BioDiesel","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Loss_Fuel_BlackLiquor","[, UNStatsEstimate]","2022","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_GasCoke","[, UNStatsEstimate]","2020","[P1Y]"
"37","[]","[MetricTon]","Annual_Generation_Fuel_LigniteCoal","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_Charcoal_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_OilRefineries_NaturalGas_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_CoalLiquefactionPlants_OilShale_FuelTransformation","[]","2020","[P1Y]"
"16","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_PetroleumCoke_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"24","[]","[MetricTon]","Annual_Exports_Fuel_AviationGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"21","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_HardCoal","[]","2020","[P1Y]"
"36","[]","[MetricTon]","Annual_ProductReclassification_Fuel_OtherOilProducts","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_EnergyIndustry_PatentFuel_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_RailTransport_AnthraciteCoal","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_CoalTar","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_InternationalAviationBunkers_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"47","[]","[MetricTon]","Annual_Generation_Fuel_LiquifiedPetroleumGas_PetroleumPlants","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_Households_OtherOilProducts","[]","2020","[P1Y]"
"46","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_DieselOil","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticNavigationTransport_BioGasoline","[]","2020","[P1Y]"
"79","[]","[MetricTon]","Annual_Consumption_Fuel_TransportIndustry_LiquifiedPetroleumGas","[, UNStatsEstimate]","2020","[P1Y]"
"27","[]","[Terajoule]","Annual_Consumption_Energy_EnergyIndustry_Heat_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"31","[]","[Megawatt]","Annual_Capacity_Electricity_Nuclear_MainActivityProducerElectricityPowerPlants","[, UNStatsEstimate]","2020","[P1Y]"
"16","[]","[Terajoule]","Annual_Consumption_Energy_Manufacturing_SolarThermal","[, UNStatsEstimate]","2020","[P1Y]"
"29","[]","[MetricTon]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_HardCoal","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_SubbituminousCoal","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_BituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"11","[]","[MetricTon]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_Kerosene","[]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_PetroleumCoke_FuelTransformation","[]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Fuel_FuelTransformationIndustry_AnimalWaste_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_OilGasExtraction_OtherOilProducts_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_PaperPulpPrintIndustry_BrownCoalBriquettes","[]","2020","[P1Y]"
"8","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticAviationTransport_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"95","[]","[MetricTon]","Annual_Consumption_Fuel_OtherSector_FuelOil","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[KilowattHour]","Annual_Generation_Electricity_Tidal_MainActivityProducer","[, UNStatsEstimate]","2020","[P1Y]"
"69","[]","[MetricTon]","Annual_Imports_Fuel_CokeOvenCoke","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_ConstructionIndustry_CrudeOil","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_KeroseneJetFuel_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"41","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_CokeOvenCoke_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"43","[]","[MetricTon]","Annual_Imports_Fuel_BrownCoal","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_CokingCoal","[]","2020","[P1Y]"
"48","[]","[MetricTon]","Annual_Consumption_Fuel_ParaffinWaxes_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"8","[]","[Terajoule]","Annual_Consumption_Fuel_IronSteel_IndustrialWaste","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_RailTransport_MotorGasoline","[]","2020","[P1Y]"
"3","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_CrudeOil","[, UNStatsEstimate]","2020","[P1Y]"
"73","[]","[MetricTon]","Annual_Generation_Fuel_CokeOvenCoke","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Loss_Fuel_HardCoal","[]","2020","[P1Y]"
"10","[]","[MetricTon]","Annual_Generation_Fuel_Ethane_PetroleumPlants","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[Terajoule]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_CokeOvenGas","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MachineryIndustry_BituminousCoal","[]","2020","[P1Y]"
"11","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_LiquifiedPetroleumGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_CokeOvens_CokeOvenCoke_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_KeroseneJetFuel_FuelTransformation","[]","2020","[P1Y]"
"21","[]","[Terajoule]","Annual_Consumption_Fuel_OtherIndustry_NaturalGas_FuelTransformation","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_RailTransport_LigniteCoal","[]","2020","[P1Y]"
"77","[]","[KilowattHour]","Annual_Consumption_Electricity_EnergyIndustry_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OtherTransport_BioJetKerosene","[]","2023","[P1Y]"
"12","[]","[Terajoule]","Annual_Consumption_Fuel_FuelTransformationIndustry_BlackLiquor_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"13","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_Naphtha","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_FuelTransformationIndustry_Lubricants_FuelTransformation","[]","2020","[P1Y]"
"148","[]","[MetricTon]","Annual_Generation_Fuel_BituminousCoal","[, UNStatsEstimate]","2020","[P1Y]"
"23","[]","[Terajoule]","Annual_Consumption_Fuel_AnimalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"165","[]","[MetricTon]","Annual_Consumption_Fuel_Manufacturing_DieselOil","[, UNStatsEstimate]","2020","[P1Y]"
"22","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_OtherBituminousCoal_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_FoodAndTobaccoIndustry_SubbituminousCoal","[]","2020","[P1Y]"
"198","[]","[CubicMeter]","Annual_Consumption_Fuel_OtherSector_Fuelwood","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_PeatProducts_FuelTransformation","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_PipelineTransport_DieselOil","[, UNStatsEstimate]","2020","[P1Y]"
"22","[]","[Terajoule]","Annual_Generation_Energy_MunicipalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"14","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_FuelOil_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[CubicMeter]","Annual_Consumption_Fuel_OtherTransport_Fuelwood","[UNStatsEstimate]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_RefineryGas","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OtherManufacturingIndustry_GasCoke","[UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_GasCoke","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_OilRefineries_NaturalGasLiquids_EnergyIndustryOwnUse","[]","2024","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_BrownCoalBriquettes","[]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_AnthraciteCoal","[]","2020","[P1Y]"
"25","[]","[MetricTon]","AnnualChange_Stocks_Fuel_AdditivesOxygenates","[, UNStatsEstimate]","2020","[P1Y]"
"14","[]","[MetricTon]","Annual_Consumption_Fuel_NonMetallicMineralsIndustry_OtherOilProducts","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerElectricityPowerPlants_PetroleumCoke_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Imports_Fuel_CoalProducts","[, UNStatsEstimate]","2020","[P1Y]"
"11","[]","[MetricTon]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_MotorGasoline","[]","2020","[P1Y]"
"99","[]","[MetricTon]","Annual_Generation_Fuel_FuelOil_Refinery","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_DomesticNavigationTransport_LigniteCoal","[]","2021","[P1Y]"
"10","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_FuelOil_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"24","[]","[MetricTon]","Annual_Consumption_Fuel_Kerosene_NonEnergyUse","[, UNStatsEstimate]","2020","[P1Y]"
"19","[]","[Terajoule]","Annual_Consumption_Fuel_UnspecifiedSector_BioGas","[, UNStatsEstimate]","2020","[P1Y]"
"4","[]","[Terajoule]","Annual_Consumption_Fuel_WoodAndWoodProductsIndustry_MunicipalWaste","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_DieselOil_EnergyIndustryOwnUse","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_CoalMines_GasworksGas_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"63","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerElectricityPowerPlants_NaturalGas_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_Industry_OtherOilProducts_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"1","[]","[Terajoule]","Annual_Consumption_Fuel_UnspecifiedSector_GasworksGas","[UNStatsEstimate]","2020","[P1Y]"
"28","[]","[Terajoule]","Annual_Consumption_Energy_NonMetallicMineralsIndustry_Heat","[]","2020","[P1Y]"
"5","[]","[MetricTon]","Annual_Consumption_Fuel_MiningAndQuarryingIndustry_Charcoal","[, UNStatsEstimate]","2020","[P1Y]"
"3","[]","[Terajoule]","Annual_Consumption_Fuel_OtherIndustry_AnimalWaste","[, UNStatsEstimate]","2020","[P1Y]"
"77","[]","[MetricTon]","Annual_Imports_Fuel_CrudeOil","[, UNStatsEstimate]","2020","[P1Y]"
"119","[]","[MetricTon]","Annual_Consumption_Fuel_OtherIndustry_FuelOil","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Loss_Fuel_Kerosene","[, UNStatsEstimate]","2020","[P1Y]"
"53","[]","[MetricTon]","Annual_Consumption_Fuel_ChemicalPetrochemicalIndustry_LiquifiedPetroleumGas","[]","2020","[P1Y]"
"114","[]","[MetricTon]","Annual_Generation_Fuel_CrudeOil","[, UNStatsEstimate]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_KeroseneJetFuel_FuelTransformation","[]","2020","[P1Y]"
"7","[]","[Terajoule]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_OtherRecoveredGases_FuelTransformation","[]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_TransportEquipmentIndustry_BioDiesel","[]","2020","[P1Y]"
"16","[]","[MetricTon]","Annual_Consumption_Fuel_RailTransport_BioDiesel","[, UNStatsEstimate]","2020","[P1Y]"
"2","[]","[Terajoule]","Annual_Consumption_Fuel_NonFerrousMetalsIndustry_GasworksGas","[]","2020","[P1Y]"
"30","[]","[MetricTon]","Annual_Consumption_Fuel_IronSteel_OtherBituminousCoal","[]","2020","[P1Y]"
"12","[]","[MetricTon]","Annual_Exports_Fuel_CoalTar","[]","2020","[P1Y]"
"14","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_Bagasse_FuelTransformation","[, UNStatsEstimate]","2020","[P1Y]"
"27","[]","[MetricTon]","Annual_Consumption_Fuel_AutoProducerCombinedHeatPowerPlants_FuelOil_FuelTransformation","[]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_CommerceAndPublicServices_OtherOilProducts","[]","2020","[P1Y]"
"19","[]","[Megawatt]","Annual_Capacity_Electricity_OtherFuel_MainActivityProducer","[, UNStatsEstimate]","2020","[P1Y]"
"10","[]","[KilowattHour]","Annual_Generation_Electricity_OtherFuel_AutoProducerCombinedHeatPowerPlants","[]","2020","[P1Y]"
"2","[]","[MetricTon]","Annual_Exports_Fuel_Ethane","[, UNStatsEstimate]","2020","[P1Y]"
"6","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerCombinedHeatPowerPlants_Peat_FuelTransformation","[]","2020","[P1Y]"
"214","[]","[MetricTon]","Annual_Generation_Fuel_MotorGasoline","[, UNStatsEstimate]","2020","[P1Y]"
"9","[]","[MetricTon]","Annual_Consumption_Fuel_ElectricityGeneration_LiquifiedPetroleumGas_EnergyIndustryOwnUse","[]","2020","[P1Y]"
"28","[]","[Terajoule]","Annual_Generation_Energy_BioGas","[]","2020","[P1Y]"
"1","[]","[MetricTon]","Annual_Consumption_Fuel_MainActivityProducerElectricityPowerPlants_BituminousCoal_FuelTransformation","[]","2020","[P1Y]"
"4","[]","[MetricTon]","Annual_Consumption_Fuel_NaturalGasPlants_LiquifiedPetroleumGas_FuelTransformation","[]","2020","[P1Y]"
