,PharmGKB ID,ChEMBL ID
1161,PA166190041,
1162,PA166123486,CHEMBL2110588
1163,PA166159062,
1164,PA165981594,
1165,PA165291498,
1166,PA166182675,
1167,PA166182763,
1168,PA164751802,CHEMBL594
1169,PA164712727,
1170,PA166163327,CHEMBL2107830
1171,PA10069,CHEMBL885
1172,PA449456,
1173,PA166177484,
1174,PA449459,
1175,PA164712728,
1176,PA166179872,CHEMBL3301612
1177,PA164712729,
1178,PA166124478,CHEMBL1093458
1179,PA164712730,
1180,PA449461,CHEMBL1257
1181,PA166190121,
1182,PA164744517,
1183,PA449462,CHEMBL826
1184,PA449463,
1185,PA164768794,CHEMBL249856
1186,PA164749350,CHEMBL279898
1187,PA164748726,CHEMBL953
1188,PA164784025,CHEMBL713
1189,PA166190161,
1190,PA166123406,
1191,PA164712731,
1192,PA164712732,
1193,PA164712733,
1194,PA164712734,
1195,PA164777031,
1196,PA449466,CHEMBL211456
1197,PA164764489,CHEMBL1106
1198,PA449470,CHEMBL679
1199,PA452611,
1200,PA449476,CHEMBL417
1201,PA164749044,
1202,PA10072,
1203,PA164712740,
1204,PA449481,
1205,PA449483,
1206,PA166182720,
1207,PA449484,CHEMBL1536
1208,PA164752439,
1209,PA449487,CHEMBL119443
1210,PA164712741,
1211,PA164712744,
1212,PA164747651,CHEMBL442
1213,PA166182723,
1214,PA134687924,CHEMBL553
1215,PA164777032,CHEMBL1359
1216,PA165291442,
1217,PA164746528,CHEMBL453636
1218,PA449493,CHEMBL532
1219,PA166176008,
1220,PA10074,CHEMBL1508
1221,PA165947475,
1222,PA449500,CHEMBL768
1223,PA10075,CHEMBL1503
1224,PA166184493,
1225,PA449502,CHEMBL285674
1226,PA164712745,
1227,PA164712746,
1228,PA449503,CHEMBL135
1229,PA166190221,
1230,PA449507,CHEMBL290686
1231,PA164712747,
1232,PA164769104,CHEMBL193482
1233,PA449509,
1234,PA164712749,
1235,PA449512,CHEMBL1405
1236,PA165958342,CHEMBL1200980
1237,PA162630444,CHEMBL1522
1238,PA449515,
1239,PA166163432,
1240,PA449518,CHEMBL456
1241,PA164784021,CHEMBL25539
1242,PA448073,CHEMBL545
1243,PA164746758,CHEMBL3989529
1244,PA164746383,
1245,PA449525,
1246,PA164712750,
1247,PA164712751,
1248,PA164712753,
1249,PA164712752,
1250,PA164745394,CHEMBL1576
1251,PA449527,CHEMBL691
1252,PA165290929,
1253,PA164768833,
1254,PA164768738,CHEMBL1441
1255,PA449531,CHEMBL1206
1256,PA449533,CHEMBL696
1257,PA164768735,CHEMBL1095
1258,PA164754743,CHEMBL18
1259,PA164712754,
1260,PA166210801,
1261,PA164749157,CHEMBL1200624
1262,PA449548,CHEMBL871
1263,PA449550,CHEMBL622
1264,PA164743987,CHEMBL23731
1265,PA164771231,CHEMBL430483
1266,PA449552,CHEMBL44657
1267,PA164776853,CHEMBL416146
1268,PA166014703,CHEMBL308954
1269,PA449554,
1270,PA166177894,
1271,PA164746311,CHEMBL1908360
1272,PA165860788,
1273,PA166160027,
1274,PA449563,CHEMBL1200374
1275,PA164749238,
1276,PA164712755,
1277,PA164712756,
1278,PA10816,CHEMBL1138
1279,PA166184498,
1280,PA166184495,
1281,PA166128132,CHEMBL1241348
1282,PA449585,CHEMBL880
1283,PA449586,CHEMBL902
1284,PA166123389,CHEMBL284348
1285,PA166190621,
1286,PA165815771,
1287,PA152207466,
1288,PA165946121,
1289,PA164712757,
1290,PA164712758,
1291,PA166196742,
1292,PA165958521,
1293,PA166185677,
1294,PA449590,CHEMBL1094
1295,PA166049177,CHEMBL413965
1296,PA449591,CHEMBL1480
1297,PA164744374,
1298,PA164712759,
1299,PA166049176,CHEMBL277522
1300,PA164747055,CHEMBL7010
1301,PA449592,CHEMBL87493
1302,PA449594,CHEMBL672
1303,PA164784034,CHEMBL588
1304,PA449597,CHEMBL1297
1305,PA10079,CHEMBL32800
1306,PA449599,CHEMBL596
1307,PA449617,
1308,PA165958376,CHEMBL1201764
1309,PA166182922,
1310,PA449621,CHEMBL914
1311,PA164712760,
1312,PA164712761,
1313,PA449626,
1314,PA449627,CHEMBL710
1315,PA166049194,CHEMBL69998
1316,PA164712762,
1317,PA452627,CHEMBL428690
1318,PA164781386,CHEMBL1493
1319,PA449646,CHEMBL652
1320,PA164774762,
1321,PA166153431,CHEMBL231068
1322,PA164781042,CHEMBL222645
1323,PA449653,CHEMBL106
1324,PA449654,CHEMBL1463
1325,PA449655,CHEMBL1096882
1326,PA164745609,CHEMBL13291
1327,PA164743961,CHEMBL1201388
1328,PA166049190,CHEMBL23588
1329,PA165980614,
1330,PA449659,CHEMBL407
1331,PA164749388,CHEMBL1200877
1332,PA164776636,CHEMBL30008
1333,PA449661,CHEMBL1512
1334,PA164781320,CHEMBL13280
1335,PA166049179,CHEMBL1614641
1336,PA164754912,CHEMBL989
1337,PA449664,CHEMBL1501
1338,PA164746009,CHEMBL1057
1339,PA449667,
1340,PA164781355,CHEMBL1200600
1341,PA452613,
1342,PA128406956,CHEMBL185
1343,PA166183787,
1344,PA449673,CHEMBL41
1345,PA166176027,
1346,PA164744518,CHEMBL1445
1347,PA10268,
1348,PA449676,CHEMBL726
1349,PA166152829,CHEMBL255044
1350,PA164750513,CHEMBL1201012
1351,PA449681,CHEMBL968
1352,PA449683,CHEMBL563
1353,PA162565878,CHEMBL46516
1354,PA449685,CHEMBL806
1355,PA166182582,
1356,PA449686,CHEMBL1473
1357,PA165290926,
1358,PA449688,CHEMBL350239
1359,PA449690,CHEMBL1621884
1360,PA166182863,
1361,PA166182862,
1362,PA449692,CHEMBL1622
1363,PA150481187,
1364,PA164712763,
1365,PA449693,
1366,PA449697,CHEMBL1308
1367,PA164746297,CHEMBL1200644
1368,PA164776845,CHEMBL315021
1369,PA166185382,
1370,PA449703,CHEMBL1255
1371,PA449705,CHEMBL116736
1372,PA134687907,CHEMBL1256786
1373,PA146096022,CHEMBL52606
1374,PA10084,CHEMBL1664
1375,PA166182625,
1376,PA165958390,CHEMBL1199324
1377,PA449706,CHEMBL666
1378,PA164748039,CHEMBL1757
1379,PA449710,CHEMBL3306578
1380,PA164746820,CHEMBL1201336
1381,PA165958389,CHEMBL2021422
1382,PA164712764,
1383,PA164743181,CHEMBL184618
1384,PA164754891,CHEMBL1279
1385,PA449716,
1386,PA165107975,
1387,PA164747170,CHEMBL1358
1388,PA452614,
1389,PA164746760,CHEMBL1374738
1390,PA449719,CHEMBL35
1391,PA164749648,CHEMBL374975
1392,PA449720,CHEMBL940
1393,PA164745426,
1394,PA165958377,
1395,PA164784027,
1396,PA165958378,
1397,PA164748760,
1398,PA164746463,
1399,PA164743703,
1400,PA165985534,
1401,PA449725,
1402,PA449726,CHEMBL659
1403,PA166197481,
1404,PA164745088,
1405,PA164781198,
1406,PA164746235,
1407,PA164743249,CHEMBL465183
1408,PA10819,
1409,PA449733,CHEMBL182
1410,PA164712765,
1411,PA449737,
1412,PA449738,CHEMBL31
1413,PA131301952,CHEMBL939
1414,PA449741,
1415,PA152031327,
1416,PA449748,CHEMBL888
1417,PA166131567,
1418,PA166122506,
1419,PA449750,CHEMBL457
1420,PA10088,
1421,PA164749431,
1422,PA164712766,
1423,PA165109660,CHEMBL44
1424,PA164712767,
1425,PA449753,CHEMBL329592
1426,PA449755,CHEMBL459265
1427,PA166123367,CHEMBL1204187
1428,PA165958397,CHEMBL1213583
1429,PA166182767,
1430,PA166190061,
1431,PA449758,
1432,PA166118565,
1433,PA164781150,
1434,PA166190681,
1435,PA449760,
1436,PA449782,CHEMBL472
1437,PA10892,CHEMBL427216
1438,PA449761,CHEMBL149223
1439,PA449762,CHEMBL1073
1440,PA164744895,CHEMBL383634
1441,PA164743233,CHEMBL2106618
1442,PA164779052,
1443,PA165949771,
1444,PA452347,
1445,PA449770,CHEMBL464345
1446,PA164747613,CHEMBL493287
1447,PA449773,
1448,PA449777,
1449,PA164749505,CHEMBL1102
1450,PA449783,
1451,PA449789,CHEMBL773
1452,PA164748839,CHEMBL1697838
1453,PA164712768,
1454,PA164712770,
1455,PA164754882,CHEMBL1201335
1456,PA140222783,
1457,PA449798,
1458,PA166190721,
1459,PA449801,CHEMBL1981292
1460,PA449804,
1461,PA164712771,
1462,PA164712772,
1463,PA164712773,
1464,PA164712774,
1465,PA164747674,CHEMBL2133738
1466,PA449808,
1467,PA449809,CHEMBL289469
1468,PA130620649,
1469,PA151958355,
1470,PA166163437,CHEMBL2063090
1471,PA449812,CHEMBL583
1472,PA449814,CHEMBL562
1473,PA165291499,
1474,PA449818,CHEMBL980
1475,PA164774903,CHEMBL420
1476,PA164745308,CHEMBL1037
1477,PA449823,CHEMBL765
1478,PA449825,CHEMBL862
1479,PA164781028,CHEMBL821
1480,PA164712775,
1481,PA164712777,
1482,PA134687923,
1483,PA164712778,
1484,PA164712779,
1485,PA10240,
1486,PA164746526,CHEMBL970
1487,PA164768832,CHEMBL1876307
1488,PA449839,CHEMBL1107
1489,PA164712782,
1490,PA449841,CHEMBL54
1491,PA164768737,CHEMBL1289
1492,PA449845,CHEMBL931
1493,PA449848,
1494,PA449849,
1495,PA164712783,
1496,PA164712784,
1497,PA164712785,
1498,PA10339,
1499,PA449855,
1500,PA164712786,
1501,PA164712787,
1502,PA164712788,
1503,PA164712789,
1504,PA164783812,CHEMBL468837
1505,PA452619,CHEMBL459324
1506,PA164742902,CHEMBL399121
1507,PA449867,
1508,PA164746559,CHEMBL1201116
1509,PA449871,CHEMBL496
1510,PA164743020,CHEMBL1200933
1511,PA449875,CHEMBL7728
1512,PA449877,
1513,PA142899133,
1514,PA164746489,CHEMBL1197
1515,PA164712790,
1516,PA164712791,
1517,PA166177229,
1518,PA449880,
1519,PA133950441,
1520,PA164712780,
1521,PA164712781,
1522,PA164749405,
1523,PA166114929,
1524,PA452637,
1525,PA164712792,
1526,PA164712793,
1527,PA165958431,
1528,PA164745713,
1529,PA10387,
1530,PA449894,CHEMBL276832
1531,PA166176017,
1532,PA164712794,
1533,PA164712795,
1534,PA164712796,
1535,PA449899,CHEMBL435
1536,PA449900,CHEMBL1457
1537,PA164745515,
1538,PA449905,CHEMBL389621
1539,PA164752557,CHEMBL1763
1540,PA449917,
1541,PA449918,CHEMBL398707
1542,PA133888889,
1543,PA449924,
1544,PA164768689,
1545,PA164777036,CHEMBL1535
1546,PA449932,
1547,PA164746492,
1548,PA164712797,
1549,PA164745514,
1550,PA140222718,
1551,PA449942,CHEMBL467
1552,PA449943,CHEMBL896
1553,PA164776844,
1554,PA165985514,
1555,PA164712798,
1556,PA164712799,
1557,PA164712800,
1558,PA164712801,
1559,PA10270,CHEMBL997
1560,PA164781375,
1561,PA166121346,CHEMBL1873475
1562,PA165958351,CHEMBL19449
1563,PA166049187,CHEMBL341812
1564,PA449957,CHEMBL521
1565,PA449958,CHEMBL533
1566,PA164749185,
1567,PA164743096,
1568,PA164746077,CHEMBL460026
1569,PA166114460,CHEMBL2087361
1570,PA449961,CHEMBL1117
1571,PA164781019,CHEMBL788
1572,PA153627678,
1573,PA164749134,
1574,PA449964,CHEMBL1024
1575,PA166178387,
1576,PA165947499,CHEMBL2106370
1577,PA161199368,
1578,PA164746843,
1579,PA10804,CHEMBL941
1580,PA452640,
1581,PA164712804,
1582,PA164712807,
1583,PA164712809,
1584,PA164712810,
1585,PA164712811,
1586,PA164712812,
1587,PA164712813,
1588,PA164742934,
1589,PA449968,CHEMBL148
1590,PA449969,CHEMBL11
1591,PA449972,CHEMBL1282
1592,PA164754884,
1593,PA164712814,
1594,PA164712815,
1595,PA164712817,
1596,PA164712818,
1597,PA164712819,
1598,PA164712821,
1599,PA164712823,
1600,PA165958348,CHEMBL1095777
1601,PA449975,CHEMBL406
1602,PA164754881,CHEMBL1201242
1603,PA164712824,
1604,PA449977,CHEMBL115
1605,PA164712825,
1606,PA449981,
1607,PA164712827,
1608,PA449982,CHEMBL6
1609,PA164712828,
1610,PA164712829,
1611,PA452639,
1612,PA164712830,
1613,PA166182756,
1614,PA166177510,
1615,PA164712831,
1616,PA164784029,
1617,PA164746470,
1618,PA165958341,
1619,PA449992,
1620,PA164760859,
1621,PA164747059,
1622,PA164745627,
1623,PA166175761,
1624,PA164781053,
1625,PA164744571,
1626,PA164712832,
1627,PA164712833,
1628,PA164712834,
1629,PA164712835,
1630,PA164712836,
1631,PA164712837,
1632,PA164779048,
1633,PA164783990,
1634,PA164749376,
1635,PA164746538,
1636,PA164746228,
1637,PA450037,
1638,PA450039,
1639,PA164746386,
1640,PA451999,
1641,PA164712838,
1642,PA164712839,
1643,PA164712840,
1644,PA164712841,
1645,PA164712842,
1646,PA164712843,
1647,PA164712844,
1648,PA164712845,
1649,PA450043,
1650,PA10116,
1651,PA450049,
1652,PA164712846,
1653,PA164712847,
1654,PA164712848,
1655,PA164712851,
1656,PA164712850,
1657,PA164745532,CHEMBL1165268
1658,PA164783998,CHEMBL1200507
1659,PA450061,CHEMBL1200455
1660,PA164743143,
1661,PA166182718,
1662,PA450082,
1663,PA165949694,
1664,PA450084,CHEMBL1513
1665,PA450085,CHEMBL481
1666,PA450087,
1667,PA164712854,
1668,PA164712855,
1669,PA164764618,
1670,PA164712856,
1671,PA164712857,
1672,PA164712853,
1673,PA164712858,
1674,PA164712859,
1675,PA164712860,
1676,PA450101,CHEMBL1201168
1677,PA450103,CHEMBL1201213
1678,PA450106,CHEMBL1256
1679,PA164748933,CHEMBL1025
1680,PA165958379,CHEMBL1697841
1681,PA450112,CHEMBL64
1682,PA166176022,
1683,PA164781398,CHEMBL1201232
1684,PA450117,CHEMBL582
1685,PA450121,CHEMBL434
1686,PA450125,CHEMBL6622
1687,PA450126,CHEMBL1311
1688,PA165958421,
1689,PA164712861,
1690,PA450128,CHEMBL1235644
1691,PA166049183,CHEMBL53292
1692,PA166185381,
1693,PA450131,CHEMBL1648
1694,PA152432599,
1695,PA450132,
1696,PA166123415,CHEMBL471737
1697,PA165950341,CHEMBL2010601
1698,PA166152935,
1699,PA166179845,
1700,PA450133,
1701,PA166182707,
1702,PA164712802,
1703,PA164712803,
1704,PA165110439,
1705,PA164749133,CHEMBL224436
1706,PA450137,CHEMBL1384
1707,PA10457,
1708,PA450144,CHEMBL742
1709,PA131053734,
1710,PA164749385,CHEMBL2104356
1711,PA166211241,
1712,PA450146,CHEMBL295698
1713,PA450149,CHEMBL571
1714,PA450150,CHEMBL469
1715,PA450152,CHEMBL534
1716,PA164749508,
1717,PA140222784,
1718,PA164743150,CHEMBL429
1719,PA166187141,
1720,PA166160048,CHEMBL58323
1721,PA450161,
1722,PA164748762,CHEMBL296306
1723,PA166110255,CHEMBL1742461
1724,PA448055,CHEMBL279597
1725,PA450163,CHEMBL141
1726,PA166184501,
1727,PA450164,CHEMBL741
1728,PA450180,CHEMBL480
1729,PA10305,
1730,PA152241907,CHEMBL554
1731,PA448478,CHEMBL1485
1732,PA164776670,
1733,PA166129564,CHEMBL426559
1734,PA166182733,
1735,PA164776968,CHEMBL58832
1736,PA448494,CHEMBL274323
1737,PA164743144,CHEMBL74632
1738,PA164774763,CHEMBL364375
1739,PA166153449,
1740,PA164712862,
1741,PA450154,CHEMBL1149
1742,PA164747225,CHEMBL444814
1743,PA449173,CHEMBL863
1744,PA449176,CHEMBL590540
1745,PA450191,
1746,PA166128166,CHEMBL2374220
1747,PA166163427,
1748,PA450192,CHEMBL960
1749,PA162363968,CHEMBL848
1750,PA166153472,CHEMBL1289601
1751,PA166211881,
1752,PA450195,
1753,PA164769058,CHEMBL250270
1754,PA166211921,
1755,PA166160006,CHEMBL2105720
1756,PA166184379,
1757,PA450196,CHEMBL1444
1758,PA450198,CHEMBL1679
1759,PA164712863,
1760,PA450203,
1761,PA164749284,CHEMBL1254682
1762,PA450205,CHEMBL1454
1763,PA450206,CHEMBL150361
1764,PA164747027,CHEMBL1201237
1765,PA164754741,CHEMBL1201193
1766,PA164742988,
1767,PA450213,CHEMBL1009
1768,PA450214,CHEMBL33
1769,PA166129561,CHEMBL1231574
1770,PA134687942,
1771,PA450215,CHEMBL1514
1772,PA166182150,
1773,PA165958380,CHEMBL677
1774,PA450218,CHEMBL1389
1775,PA164744368,CHEMBL592
1776,PA164749138,CHEMBL2051955
1777,PA450221,CHEMBL1624
1778,PA449776,CHEMBL575060
1779,PA10090,CHEMBL930
1780,PA449882,CHEMBL17962
1781,PA450226,CHEMBL79
1782,PA166182735,
1783,PA166176018,
1784,PA165818137,CHEMBL92870
1785,PA164749212,
1786,PA164712864,
1787,PA164754914,CHEMBL1200921
1788,PA450233,CHEMBL126
1789,PA164778866,CHEMBL1544
1790,PA164748036,
1791,PA450239,
1792,PA164712865,
1793,PA164712866,
1794,PA164712867,
1795,PA164776929,CHEMBL134342
1796,PA164712868,
1797,PA165958364,
1798,PA164748975,CHEMBL1201178
1799,PA450242,CHEMBL1237
1800,PA164750430,CHEMBL1233584
1801,PA164749019,CHEMBL157138
1802,PA450243,CHEMBL1234004
1803,PA450249,
1804,PA164712871,
1805,PA164712870,
1806,PA450197,CHEMBL46575
1807,PA450280,CHEMBL8085
1808,PA450453,CHEMBL459
1809,PA166182939,
1810,PA164712872,
1811,PA164712873,
1812,PA164744510,CHEMBL17860
1813,PA164749165,CHEMBL561
1814,PA166114922,
1815,PA164749407,CHEMBL514
1816,PA166129466,CHEMBL298734
1817,PA164712874,
1818,PA450262,CHEMBL841
1819,PA450264,CHEMBL729
1820,PA166182605,
1821,PA164754806,
1822,PA450266,CHEMBL998
1823,PA450267,CHEMBL580
1824,PA136437519,
1825,PA166182743,
1826,PA164783814,CHEMBL446143
1827,PA165958395,
1828,PA450268,CHEMBL191
1829,PA166169432,
1830,PA164764569,CHEMBL1200865
1831,PA450272,CHEMBL503
1832,PA164712877,
1833,PA164712875,
1834,PA164712876,
1835,PA164712878,
1836,PA450273,CHEMBL831
1837,PA166049180,CHEMBL19299
1838,PA450931,CHEMBL301523
1839,PA451125,CHEMBL54922
1840,PA451330,CHEMBL11298
1841,PA451673,CHEMBL291747
1842,PA10323,CHEMBL54976
1843,PA451822,CHEMBL925
1844,PA164777012,
1845,PA164748783,CHEMBL279014
1846,PA166131607,CHEMBL2220486
1847,PA166114483,CHEMBL2103870
1848,PA165111722,CHEMBL38827
1849,PA164769031,CHEMBL404108
1850,PA164712879,
1851,PA166129557,CHEMBL1237021
1852,PA166117453,
1853,PA166190001,
1854,PA166182748,
1855,PA164750539,
1856,PA451843,CHEMBL43068
1857,PA165816891,CHEMBL2110730
1858,PA161660849,
1859,PA164747190,
1860,PA164712882,
1861,PA164712883,
1862,PA166114925,
1863,PA164712884,
1864,PA450290,
1865,PA450294,
1866,PA164712885,
1867,PA450296,
1868,PA450298,CHEMBL1200572
1869,PA450302,CHEMBL2021423
1870,PA166182547,
1871,PA164712886,
1872,PA164748092,CHEMBL1200468
1873,PA450320,CHEMBL16105
1874,PA164712880,
1875,PA164712881,
1876,PA450322,CHEMBL21731
1877,PA164768835,CHEMBL584744
1878,PA164748329,CHEMBL279785
1879,PA166185383,
1880,PA164746493,CHEMBL313972
1881,PA166209301,
1882,PA165291473,
1883,PA450326,CHEMBL781
1884,PA164712887,
1885,PA164776669,CHEMBL685
1886,PA450334,CHEMBL267936
1887,PA164774876,
1888,PA450336,CHEMBL427
1889,PA450338,CHEMBL1623
1890,PA450341,CHEMBL509
1891,PA164712888,
1892,PA164712890,
1893,PA164712891,
1894,PA164712892,
1895,PA450344,CHEMBL1390
1896,PA165290930,
1897,PA450346,CHEMBL1201173
1898,PA450347,CHEMBL686
1899,PA450348,CHEMBL416956
1900,PA450351,CHEMBL4071215
1901,PA162360980,
1902,PA166127606,
1903,PA10136,
1904,PA164752558,CHEMBL45
1905,PA164712893,
1906,PA450353,
1907,PA450354,CHEMBL429405
1908,PA10364,CHEMBL807
1909,PA450358,CHEMBL590
1910,PA166123066,CHEMBL2358118
1911,PA164712894,
1912,PA164749406,
1913,PA164776605,CHEMBL470670
1914,PA164746250,CHEMBL524004
1915,PA450369,CHEMBL607
1916,PA166184711,
1917,PA164745533,CHEMBL1201234
1918,PA450373,CHEMBL861
1919,PA164748741,CHEMBL1087
1920,PA450377,CHEMBL979
1921,PA165958366,
1922,PA164748010,CHEMBL73451
1923,PA450379,CHEMBL1425
1924,PA164712895,
1925,PA164712896,
1926,PA166210763,
1927,PA164764445,
1928,PA450384,CHEMBL704
1929,PA450385,
1930,PA450386,CHEMBL1088
1931,PA450388,CHEMBL1201151
1932,PA166183788,
1933,PA164748761,CHEMBL1201319
1934,PA164747189,CHEMBL1079604
1935,PA450395,CHEMBL1431
1936,PA165958382,CHEMBL978
1937,PA450398,
1938,PA164750512,
1939,PA450401,CHEMBL651
1940,PA164746889,CHEMBL170179
1941,PA450403,CHEMBL1201201
1942,PA164712897,
1943,PA164747037,CHEMBL1201264
1944,PA164746525,CHEMBL450
1945,PA450413,CHEMBL1335656
1946,PA164743018,CHEMBL1200959
1947,PA450422,CHEMBL1515
1948,PA450423,CHEMBL42336
1949,PA164749506,CHEMBL1201117
1950,PA164784030,CHEMBL7413
1951,PA450428,CHEMBL34259
1952,PA164743234,CHEMBL1764
1953,PA450431,CHEMBL524
1954,PA450433,CHEMBL416
1955,PA450434,CHEMBL1341
1956,PA166182621,
1957,PA164743145,CHEMBL697
1958,PA164748094,CHEMBL1577
1959,PA164784028,CHEMBL1096562
1960,PA151958365,
1961,PA165816878,
1962,PA164712898,
1963,PA164712899,
1964,PA450457,
1965,PA450461,CHEMBL1201356
1966,PA164712900,
1967,PA450464,CHEMBL796
1968,PA450374,CHEMBL45029
1969,PA450466,CHEMBL650
1970,PA164784032,CHEMBL107979
1971,PA165958383,
1972,PA164746748,CHEMBL1200790
1973,PA164743265,CHEMBL1065
1974,PA164777034,CHEMBL575
1975,PA164748727,CHEMBL1291
1976,PA164783811,CHEMBL1201342
1977,PA450475,CHEMBL86
1978,PA164749507,CHEMBL1259
1979,PA164781022,CHEMBL878
1980,PA450480,CHEMBL13
1981,PA164742936,CHEMBL462394
1982,PA450484,CHEMBL137
1983,PA450486,CHEMBL934
1984,PA450487,CHEMBL1200862
1985,PA450488,CHEMBL558
1986,PA164750540,CHEMBL1731
1987,PA165290932,CHEMBL379173
1988,PA134687937,CHEMBL6437
1989,PA450492,CHEMBL45816
1990,PA164781026,CHEMBL457547
1991,PA450494,CHEMBL91
1992,PA450496,CHEMBL655
1993,PA164749381,CHEMBL1201212
1994,PA166169917,
1995,PA450500,CHEMBL1276308
1996,PA166182881,
1997,PA164776726,CHEMBL1561
1998,PA10140,CHEMBL1029
1999,PA164712901,
2000,PA164752812,CHEMBL252923
2001,PA164749171,CHEMBL189
2002,PA164752445,CHEMBL245416
2003,PA164748351,CHEMBL278819
2004,PA164712903,
2005,PA164712902,
2006,PA450519,
2007,PA450521,CHEMBL609587
2008,PA166114927,
2009,PA166177513,
2010,PA166049181,CHEMBL2106551
2011,PA450522,CHEMBL654
2012,PA450523,CHEMBL606
2013,PA164748124,
2014,PA450524,CHEMBL105
2015,PA164746157,CHEMBL1670
2016,PA450526,CHEMBL58
2017,PA450528,CHEMBL1182833
2018,PA450529,
2019,PA166129535,CHEMBL94454
2020,PA165109661,
2021,PA165964366,
2022,PA452615,CHEMBL86304
2023,PA450530,CHEMBL1373
2024,PA164769059,CHEMBL1165
2025,PA164746756,CHEMBL460
2026,PA450536,
2027,PA450541,
2028,PA164712904,
2029,PA164712905,
2030,PA164712906,
2031,PA164712907,
2032,PA164764582,CHEMBL1388
2033,PA164712908,
2034,PA450546,CHEMBL787
2035,PA164747738,CHEMBL1075
2036,PA164712909,
2037,PA450550,CHEMBL70
2038,PA166118340,CHEMBL572881
2039,PA166163260,
2040,PA450555,CHEMBL32
2041,PA140222720,
2042,PA164712910,
2043,PA164712912,
2044,PA164712914,
2045,PA164712913,
2046,PA164712911,
2047,PA164712916,
2048,PA164764568,CHEMBL719
2049,PA162356187,
2050,PA164743097,
2051,PA164712917,
2052,PA164712918,
2053,PA164712919,
2054,PA452389,
2055,PA164712921,
2056,PA165107990,
2057,PA450566,CHEMBL1456
2058,PA164748728,CHEMBL866
2059,PA164712922,
2060,PA164746998,CHEMBL947
2061,PA450572,CHEMBL1070
2062,PA164752287,CHEMBL240524
2063,PA140222717,CHEMBL33103
2064,PA450573,CHEMBL649
2065,PA10815,
2066,PA164754805,
2067,PA450576,CHEMBL1443
2068,PA164748617,CHEMBL626
2069,PA164745372,CHEMBL3039334
2070,PA164746384,CHEMBL5
2071,PA166176241,
2072,PA450586,CHEMBL80
2073,PA450588,CHEMBL19019
2074,PA164746281,CHEMBL757
2075,PA165958423,
2076,PA165958384,CHEMBL761
2077,PA154081779,
2078,PA450595,CHEMBL12952
2079,PA450597,CHEMBL1278
2080,PA151958361,CHEMBL9352
2081,PA151958360,
2082,PA164712923,
2083,PA164712924,
2084,PA164747191,
2085,PA164744325,
2086,PA450600,
2087,PA164712925,
2088,PA164712926,
2089,PA166185384,
2090,PA151958426,CHEMBL434394
2091,PA450601,CHEMBL746
2092,PA450603,CHEMBL623
2093,PA164752425,CHEMBL1201112
2094,PA450606,CHEMBL584
2095,PA151186253,
2096,PA450608,CHEMBL184618
2097,PA450611,CHEMBL278020
2098,PA165958407,CHEMBL1021
2099,PA165360204,
2100,PA165291472,
2101,PA164712927,
2102,PA164712928,
2103,PA164781045,
2104,PA164754913,CHEMBL1572
2105,PA164712929,
2106,PA151958400,
2107,PA450616,CHEMBL57
2108,PA129945760,
2109,PA450617,CHEMBL573
2110,PA450620,CHEMBL1484
2111,PA164743014,CHEMBL1372950
2112,PA165958408,CHEMBL1448
2113,PA166184081,
2114,PA450626,CHEMBL440464
2115,PA164712930,
2116,PA450631,CHEMBL193
2117,PA164746749,CHEMBL63323
2118,PA165958345,CHEMBL255863
2119,PA450632,CHEMBL1274
2120,PA165958385,CHEMBL517427
2121,PA137179528,CHEMBL56367
2122,PA450633,CHEMBL1428
2123,PA166131610,CHEMBL1094636
2124,PA450634,CHEMBL1726
2125,PA164754874,CHEMBL1401
2126,PA164777037,CHEMBL1337
2127,PA10242,CHEMBL13209
2128,PA146096020,CHEMBL475534
2129,PA450635,CHEMBL1200689
2130,PA450636,
2131,PA164712932,
2132,PA164712933,
2133,PA450640,CHEMBL1515795
2134,PA164754877,CHEMBL869
2135,PA450643,
2136,PA164712936,
2137,PA450644,CHEMBL730
2138,PA164712937,
2139,PA451406,
2140,PA164712939,
2141,PA450645,
2142,PA164754993,CHEMBL1454910
2143,PA166129522,
2144,PA164752234,
2145,PA450570,
2146,PA150047156,
2147,PA450648,CHEMBL1410
2148,PA164712941,
2149,PA164712940,
2150,PA10389,
2151,PA164712942,
2152,PA164953212,
2153,PA450649,CHEMBL1437
2154,PA450651,CHEMBL1162
2155,PA450654,CHEMBL9
2156,PA164744346,CHEMBL1200934
2157,PA450656,CHEMBL1389
2158,PA450657,CHEMBL445
2159,PA165374638,
2160,PA164768819,
2161,PA166159659,CHEMBL1256759
2162,PA166049196,CHEMBL7162
2163,PA164712943,
2164,PA452628,
2165,PA166182882,
2166,PA165290931,
2167,PA164712944,
2168,PA450666,
2169,PA137867605,
2170,PA164924563,
2171,PA134711724,
2172,PA450678,CHEMBL262746
2173,PA164712945,
2174,PA165291493,
2175,PA450684,CHEMBL4
2176,PA450688,
2177,PA164920420,
2178,PA166163434,
2179,PA164742950,CHEMBL1200692
2180,PA450698,CHEMBL1189432
2181,PA450700,
2182,PA165374637,
2183,PA164752253,
2184,PA166163409,CHEMBL3127326
2185,PA166163408,
2186,PA450702,
2187,PA450704,CHEMBL1503
2188,PA166117241,
2189,PA450705,CHEMBL46
2190,PA164712946,
2191,PA164712947,
2192,PA164712948,
2193,PA452618,
2194,PA164712949,
2195,PA144614922,
2196,PA164712950,
