Detail Data For Electricity Generation by Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2007,21483.350,58.150
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2007,1416.610,0.000
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2007,1023.700,26.560
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2007,48901.020,90.260
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2007,10209.900,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2007,729.950,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2007,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2007,6701.390,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2007,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2007,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2008,21214.760,56.330
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2008,922.940,0.000
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2008,673.970,17.440
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2008,9279.400,94.700
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2008,52653.370,94.700
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2008,1040.330,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2008,7103.390,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2008,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2008,536.700,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,698.131,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2008,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2008,0.332,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2008,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2009,22385.920,61.690
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2009,1097.110,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2009,0.000,0.000
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2009,52306.600,94.330
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2009,9030.100,94.330
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2009,740.420,19.210
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2009,957.650,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2009,1114.590,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2009,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2009,7590.330,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,1297.027,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0.332,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2010,22910.410,64.260
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2010,947.330,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2010,124.350,0.000
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2010,53343.780,94.940
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2010,10135.020,94.940
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2010,817.550,21.210
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2010,1015.620,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2010,1349.020,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2010,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2010,7445.770,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,1974.267,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2010,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2010,0.332,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2010,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2011,21556.780,60.700
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2011,700.000,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2011,2873.170,61.790
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2011,57446.600,91.730
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2011,9769.220,91.730
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2011,1886.470,48.940
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2011,1441.570,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2011,837.370,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2011,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2011,8763.900,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,2063.056,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2011,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2011,0.332,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2011,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2012,20627.040,57.120
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2012,1403.670,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2012,6061.780,75.120
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2012,57676.530,89.820
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2012,9254.690,89.820
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2012,1983.790,51.330
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2012,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,2244.118,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2012,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2012,10.819,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2013,20960.280,53.810
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2013,1577.920,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2013,14619.030,58.570
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2013,57455.950,87.670
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2013,2541.140,65.930
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2013,7192.400,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2013,1133.650,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2013,1076.210,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2013,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2013,8980.380,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,2703.736,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2013,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2013,15.185,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2013,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2014,25885.490,60.400
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2014,1241.730,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2014,17587.870,70.450
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2014,59232.570,86.360
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2014,2703.500,70.140
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2014,5191.850,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2014,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2014,9106.330,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2014,1068.490,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2014,1024.530,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,2703.736,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2014,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2014,18.423,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2014,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2014,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2015,25098.490,58.200
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2015,1247.690,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2015,19624.940,78.610
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2015,58845.800,80.840
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2015,2890.540,74.990
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2015,4194.280,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2015,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2015,9106.320,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2015,847.340,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2015,1258.390,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,3093.714,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2015,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2015,62.277,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2015,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2015,0.000,0.000
UTILITY,UTTAR PRADESH,STATE,COAL,NON-RENEWABLE,2016,27218.650,62.540
UTILITY,UTTAR PRADESH,STATE,HYDRO,NON-RENEWABLE,2016,935.080,0.000
UTILITY,UTTAR PRADESH,PRIVATE,COAL,NON-RENEWABLE,2016,17719.990,68.740
UTILITY,UTTAR PRADESH,CENTRAL,COAL,NON-RENEWABLE,2016,57511.900,78.790
UTILITY,UTTAR PRADESH,CENTRAL,NUCLEAR,NON-RENEWABLE,2016,3432.600,88.810
UTILITY,UTTAR PRADESH,CENTRAL,NATURAL GAS,NON-RENEWABLE,2016,4511.310,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,HYDRO,NON-RENEWABLE,2016,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,COAL,NON-RENEWABLE,2016,9502.170,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,DIESEL,NON-RENEWABLE,2016,639.990,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2016,955.830,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,3029.298,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,29.727,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2016,125.411,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WASTE,RENEWABLE,2016,52.707,0.000
UTILITY,UTTAR PRADESH,UTILITY-RE,WIND,RENEWABLE,2016,0.000,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,SOLAR,RENEWABLE,2016,0.100,0.000
CAPTIVE,UTTAR PRADESH,CAPTIVE,WIND,RENEWABLE,2016,0.000,0.000
UTILITY,MAHARASHTRA,CENTRAL,COAL,NON-RENEWABLE,2017,4305.650,42.130
UTILITY,MAHARASHTRA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2017,4557.720,0.000
UTILITY,MAHARASHTRA,CENTRAL,NUCLEAR,NON-RENEWABLE,2017,10860.200,88.550
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2017,45305.870,45.190
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2017,47.120,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2017,215.440,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2017,1465.460,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2017,1413.140,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2017,42575.570,51.790
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2017,4411.120,0.000
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2017,3294.560,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,2614.340,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,609.576,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2017,577.830,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0.202,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2017,7490.750,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,HYDRO,NON-RENEWABLE,2017,22.210,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,COAL,NON-RENEWABLE,2017,4058.679,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,DIESEL,NON-RENEWABLE,2017,1751.751,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2017,2065.403,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2017,0.025,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2017,132.180,0.000
UTILITY,MAHARASHTRA,CENTRAL,COAL,NON-RENEWABLE,2018,9368.700,43.630
UTILITY,MAHARASHTRA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2018,4501.030,0.000
UTILITY,MAHARASHTRA,CENTRAL,NUCLEAR,NON-RENEWABLE,2018,6876.250,56.070
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2018,48235.970,49.890
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2018,42.550,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2018,1515.880,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2018,1353.660,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2018,46059.870,51.350
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2018,3302.690,0.000
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2018,3211.700,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,3767.830,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,627.120,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2018,1100.670,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0.010,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2018,6541.150,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,HYDRO,NON-RENEWABLE,2018,22.210,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,COAL,NON-RENEWABLE,2018,4304.582,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,DIESEL,NON-RENEWABLE,2018,2138.507,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2018,1932.409,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2018,1.155,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2018,146.600,0.000
UTILITY,MAHARASHTRA,CENTRAL,COAL,NON-RENEWABLE,2019,13661.800,52.330
UTILITY,MAHARASHTRA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2019,4465.630,0.000
UTILITY,MAHARASHTRA,CENTRAL,NUCLEAR,NON-RENEWABLE,2019,10766.420,87.790
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2019,52933.840,55.590
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2019,56.440,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2019,1568.180,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2019,1410.820,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2019,46133.720,51.780
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2019,3452.240,0.000
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2019,2574.690,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,4433.251,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,759.070,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2019,2206.617,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.804,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2019,7575.143,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,HYDRO,NON-RENEWABLE,2019,51.044,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,COAL,NON-RENEWABLE,2019,8205.141,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,DIESEL,NON-RENEWABLE,2019,612.651,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2019,1148.350,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2019,61.560,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2019,466.870,0.000
UTILITY,MAHARASHTRA,CENTRAL,COAL,NON-RENEWABLE,2020,11220.960,35.090
UTILITY,MAHARASHTRA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2020,4263.720,0.000
UTILITY,MAHARASHTRA,CENTRAL,NUCLEAR,NON-RENEWABLE,2020,10536.430,85.680
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2020,50140.350,48.270
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2020,17.090,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2020,1488.270,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2020,1136.960,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2020,45640.850,51.440
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2020,4375.220,0.000
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2020,2598.360,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,2932.443,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,695.557,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2020,2372.676,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0.844,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2020,7984.269,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,HYDRO,NON-RENEWABLE,2020,51.044,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,COAL,NON-RENEWABLE,2020,8233.925,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,DIESEL,NON-RENEWABLE,2020,30.479,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2020,1172.450,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,SOLAR,RENEWABLE,2020,510.851,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2020,488.511,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2006,40927.370,0.000
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2006,3748.580,0.000
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2006,5523.640,0.000
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2006,12177.470,0.000
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2006,1330.750,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2006,2023.550,0.000
UTILITY,MAHARASHTRA,CENTRAL,NUCLEAR,NON-RENEWABLE,2006,3714.630,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,DIESEL,NON-RENEWABLE,2006,1477.070,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,NATURAL GAS,NON-RENEWABLE,2006,1875.210,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,HYDRO,NON-RENEWABLE,2006,13.910,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,COAL,NON-RENEWABLE,2006,1239.030,0.000
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2006,737.400,0.000
CAPTIVE,MAHARASHTRA,CAPTIVE,WIND,RENEWABLE,2006,6.030,0.000
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2007,41245.840,74.740
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2007,4021.940,0.000
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2007,5050.920,0.000
UTILITY,MAHARASHTRA,PRIVATE,COAL,NON-RENEWABLE,2007,12299.670,85.100
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2007,1339.980,0.000
UTILITY,MAHARASHTRA,PRIVATE,HYDRO,NON-RENEWABLE,2007,2186.070,0.000
