Detail Data For Electricity Monthly - Demand & Availability of Power Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,MonthValue,Region,State,PeakDemand_MW,PeakMet_MW
2020,7,ER,A & N ISLANDS,58.000,54.000
2020,7,NER,ARUNACHAL PRADESH,155.000,127.000
2020,7,NER,ASSAM,1837.000,1758.000
2020,7,NER,MANIPUR,225.000,197.000
2020,7,NER,MEGHALAYA,321.000,321.000
2020,7,NER,MIZORAM,102.000,102.000
2020,7,NER,NAGALAND,147.000,147.000
2020,7,NER,TRIPURA,288.000,288.000
2019,4,NR,CHANDIGARH,256.000,256.000
2019,4,NR,DELHI,5.000,5.000
2019,4,NR,HIMACHAL PRADESH,1.000,1.000
2019,4,NR,PUNJAB,7.000,7.000
2019,4,NR,UTTAR PRADESH,19.000,19.000
2019,4,WR,CHHATTISGARH,4.000,4.000
2019,4,WR,MADHYA PRADESH,10.000,10.000
2019,4,WR,DIU & DAMAN,341.000,340.000
2019,4,WR,DADRA & NAGAR HAVELI,818.000,818.000
2019,4,WR,GOA,594.000,594.000
2019,4,SR,ANDHRA PRADESH,9.000,9.000
2019,4,SR,KARNATAKA,12.000,12.000
2019,4,SR,TAMILNADU,15.000,15.000
2019,4,IN,DVC,3.000,3.000
2019,4,ER,ODISHA,5.000,5.000
2019,4,ER,SIKKIM,98.000,98.000
2019,4,ER,A & N ISLANDS,58.000,54.000
2019,4,NER,ARUNACHAL PRADESH,139.000,136.000
2019,4,NER,ASSAM,1.000,0.000
2019,5,NR,CHANDIGARH,380.000,380.000
2019,5,NR,DELHI,6461.000,6461.000
2019,5,NR,HARYANA,8874.000,8874.000
2019,5,NR,HIMACHAL PRADESH,1480.000,1480.000
2019,5,NR,JAMMU & KASHMIR,3033.000,2426.000
2019,5,NR,PUNJAB,8850.000,8850.000
2019,5,NR,RAJASTHAN,11791.000,11791.000
2019,5,NR,UTTAR PRADESH,22487.000,22057.000
2019,5,NR,UTTARAKHAND,2155.000,2155.000
2019,5,WR,CHHATTISGARH,4504.000,4504.000
2019,5,WR,GUJARAT,18094.000,18094.000
2019,5,WR,MADHYA PRADESH,10145.000,10131.000
2019,5,WR,MAHARASHTRA,23621.000,23613.000
2019,5,WR,DIU & DAMAN,344.000,344.000
2019,5,WR,DADRA & NAGAR HAVELI,800.000,799.000
2019,5,WR,GOA,554.000,554.000
2019,5,SR,ANDHRA PRADESH,9880.000,9854.000
2019,5,SR,TELANGANA,8703.000,8684.000
2019,5,SR,KARNATAKA,12172.000,12158.000
2019,5,SR,KERALA,4487.000,4205.000
2019,5,SR,TAMILNADU,15544.000,15522.000
2019,5,SR,PUDUCHERRY,459.000,442.000
2019,5,SR,LAKSHADWEEP,8.000,8.000
2019,5,ER,BIHAR,5326.000,5326.000
2019,5,IN,DVC,2971.000,2963.000
2019,5,ER,JHARKHAND,1396.000,1389.000
2019,5,ER,ODISHA,4614.000,4606.000
2019,5,ER,WEST BENGAL,9096.000,9022.000
2019,5,ER,SIKKIM,93.000,93.000
2019,5,ER,A & N ISLANDS,58.000,54.000
2019,5,NER,ARUNACHAL PRADESH,140.000,138.000
2019,5,NER,ASSAM,1935.000,1673.000
2019,5,NER,MANIPUR,183.000,181.000
2019,5,NER,MEGHALAYA,329.000,325.000
2019,5,NER,MIZORAM,102.000,100.000
2019,5,NER,NAGALAND,130.000,128.000
2019,5,NER,TRIPURA,297.000,295.000
