Detail Data For Electricity Monthly - Capacity by Sector & Energy Source Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,YearValue,MonthValue,Capacity_MW_M
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,6,8814.715
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,6,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,7,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,7,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,7,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,7,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,7,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,7,12076.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,7,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,7,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,7,10170.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,7,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,7,8820.525
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,7,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,8,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,8,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,8,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,8,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,8,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,8,12076.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,8,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,8,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,8,10170.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,8,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,8,8832.740
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,8,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,9,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,9,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,9,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,9,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,9,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,9,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,9,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,9,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,9,10170.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,9,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,9,8851.780
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,9,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,10,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,10,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,10,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,10,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,10,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,10,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,10,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,10,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,10,10170.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,10,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,10,8852.600
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,10,123.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,11,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,11,8857.670
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,11,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,11,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,11,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,11,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,11,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,11,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,11,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,11,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,11,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,11,10170.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2019,12,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2019,12,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2019,12,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2019,12,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2019,12,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2019,12,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2019,12,672.000
WR,MAHARASHTRA,STATE,HYDRO,2019,12,2566.000
WR,MAHARASHTRA,STATE,COAL,2019,12,10170.000
WR,MAHARASHTRA,STATE,RENEWABLES,2019,12,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2019,12,9060.890
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2019,12,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,1,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,1,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,1,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,1,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,1,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,1,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,1,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,1,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,1,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,1,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,1,9064.330
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,1,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,2,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,2,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,2,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,2,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,2,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,2,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,2,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,2,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,2,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,2,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,2,9199.270
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,2,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,3,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,3,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,3,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,3,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,3,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,3,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,3,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,3,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,3,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,3,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,3,9199.270
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,3,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,4,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,4,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,4,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,4,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,4,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,4,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,4,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,4,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,4,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,4,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,4,9255.110
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,4,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,5,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,5,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,5,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,5,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,5,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,5,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,5,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,5,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,5,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,5,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,5,9255.110
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,5,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,6,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,6,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,6,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,6,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,6,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,6,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,6,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,6,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,6,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,6,388.125
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,6,9267.440
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,6,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,7,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,7,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,7,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,7,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,7,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,7,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,7,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,7,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,7,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,7,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,7,9267.440
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,7,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,8,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,8,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,8,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,8,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,8,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,8,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,8,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,8,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,8,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,8,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,8,9335.740
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,8,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,9,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,9,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,9,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,9,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,9,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,9,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,9,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,9,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,9,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,9,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,9,9340.510
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,9,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,10,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,10,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,10,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,10,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,10,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,10,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,10,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,10,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,10,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,10,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,10,9360.510
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,10,123.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,11,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,11,9360.510
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,11,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,11,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,11,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,11,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,11,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,11,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,11,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,11,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,11,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,11,9750.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2020,12,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2020,12,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2020,12,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2020,12,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2020,12,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2020,12,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2020,12,672.000
WR,MAHARASHTRA,STATE,HYDRO,2020,12,2566.000
WR,MAHARASHTRA,STATE,COAL,2020,12,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2020,12,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2020,12,9361.590
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2020,12,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2021,1,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2021,1,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2021,1,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2021,1,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2021,1,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2021,1,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2021,1,672.000
WR,MAHARASHTRA,STATE,HYDRO,2021,1,2566.000
WR,MAHARASHTRA,STATE,COAL,2021,1,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2021,1,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2021,1,9755.740
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2021,1,123.000
WR,MAHARASHTRA,CENTRAL,NATURAL GAS,2021,2,1967.080
WR,MAHARASHTRA,CENTRAL,NUCLEAR,2021,2,1400.000
WR,MAHARASHTRA,CENTRAL,COAL,2021,2,3640.000
WR,MAHARASHTRA,PRIVATE,NATURAL GAS,2021,2,568.000
WR,MAHARASHTRA,PRIVATE,HYDRO,2021,2,481.000
WR,MAHARASHTRA,PRIVATE,COAL,2021,2,11576.000
WR,MAHARASHTRA,STATE,NATURAL GAS,2021,2,672.000
WR,MAHARASHTRA,STATE,HYDRO,2021,2,2566.000
WR,MAHARASHTRA,STATE,COAL,2021,2,9750.000
WR,MAHARASHTRA,STATE,RENEWABLES,2021,2,388.130
WR,MAHARASHTRA,PRIVATE,RENEWABLES,2021,2,9755.740
WR,MAHARASHTRA,CENTRAL,RENEWABLES,2021,2,123.000
ER,ODISHA,STATE,COAL,2019,4,420.000
ER,ODISHA,STATE,THERMAL,2019,4,0.000
ER,ODISHA,STATE,NATURAL GAS,2019,4,0.000
ER,ODISHA,STATE,DIESEL,2019,4,0.000
ER,ODISHA,STATE,NUCLEAR,2019,4,0.000
ER,ODISHA,STATE,HYDRO,2019,4,2061.920
ER,ODISHA,STATE,RENEWABLES,2019,4,26.300
ER,ODISHA,PRIVATE,COAL,2019,4,2939.000
ER,ODISHA,PRIVATE,THERMAL,2019,4,0.000
ER,ODISHA,PRIVATE,NATURAL GAS,2019,4,0.000
ER,ODISHA,PRIVATE,DIESEL,2019,4,0.000
ER,ODISHA,PRIVATE,NUCLEAR,2019,4,0.000
ER,ODISHA,PRIVATE,HYDRO,2019,4,0.000
ER,ODISHA,PRIVATE,RENEWABLES,2019,4,473.460
ER,ODISHA,CENTRAL,COAL,2019,4,1633.900
ER,ODISHA,CENTRAL,THERMAL,2019,4,0.000
ER,ODISHA,CENTRAL,NATURAL GAS,2019,4,0.000
ER,ODISHA,CENTRAL,DIESEL,2019,4,0.000
ER,ODISHA,CENTRAL,NUCLEAR,2019,4,0.000
ER,ODISHA,CENTRAL,HYDRO,2019,4,89.000
ER,ODISHA,CENTRAL,RENEWABLES,2019,4,10.000
ER,ODISHA,STATE,COAL,2019,5,420.000
ER,ODISHA,STATE,HYDRO,2019,5,2061.920
ER,ODISHA,STATE,RENEWABLES,2019,5,26.300
ER,ODISHA,PRIVATE,COAL,2019,5,2939.000
ER,ODISHA,PRIVATE,RENEWABLES,2019,5,473.460
ER,ODISHA,CENTRAL,COAL,2019,5,1633.900
ER,ODISHA,CENTRAL,HYDRO,2019,5,89.000
ER,ODISHA,CENTRAL,RENEWABLES,2019,5,10.000
ER,ODISHA,CENTRAL,COAL,2019,6,3460.000
ER,ODISHA,PRIVATE,COAL,2019,6,3800.000
ER,ODISHA,STATE,HYDRO,2019,6,2142.250
ER,ODISHA,STATE,COAL,2019,6,420.000
ER,ODISHA,STATE,RENEWABLES,2019,6,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,6,475.805
ER,ODISHA,CENTRAL,RENEWABLES,2019,6,10.000
ER,ODISHA,CENTRAL,COAL,2019,7,3460.000
ER,ODISHA,PRIVATE,COAL,2019,7,3800.000
ER,ODISHA,STATE,HYDRO,2019,7,2142.250
ER,ODISHA,STATE,COAL,2019,7,1080.000
ER,ODISHA,STATE,RENEWABLES,2019,7,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,7,476.005
ER,ODISHA,CENTRAL,RENEWABLES,2019,7,10.000
ER,ODISHA,CENTRAL,COAL,2019,8,3460.000
ER,ODISHA,PRIVATE,COAL,2019,8,3800.000
ER,ODISHA,STATE,HYDRO,2019,8,2142.250
ER,ODISHA,STATE,COAL,2019,8,1740.000
ER,ODISHA,STATE,RENEWABLES,2019,8,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,8,476.005
ER,ODISHA,CENTRAL,RENEWABLES,2019,8,10.000
ER,ODISHA,CENTRAL,COAL,2019,9,3460.000
ER,ODISHA,PRIVATE,COAL,2019,9,3800.000
ER,ODISHA,STATE,HYDRO,2019,9,2142.250
ER,ODISHA,STATE,COAL,2019,9,1740.000
ER,ODISHA,STATE,RENEWABLES,2019,9,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,9,484.825
ER,ODISHA,CENTRAL,RENEWABLES,2019,9,10.000
ER,ODISHA,CENTRAL,COAL,2019,10,3460.000
ER,ODISHA,PRIVATE,COAL,2019,10,3800.000
ER,ODISHA,STATE,HYDRO,2019,10,2142.250
ER,ODISHA,STATE,COAL,2019,10,1740.000
ER,ODISHA,STATE,RENEWABLES,2019,10,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,10,484.825
ER,ODISHA,CENTRAL,RENEWABLES,2019,10,10.000
ER,ODISHA,STATE,RENEWABLES,2019,11,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,11,484.905
ER,ODISHA,CENTRAL,RENEWABLES,2019,11,10.000
ER,ODISHA,CENTRAL,COAL,2019,11,3460.000
ER,ODISHA,PRIVATE,COAL,2019,11,3800.000
ER,ODISHA,STATE,HYDRO,2019,11,2142.250
ER,ODISHA,STATE,COAL,2019,11,1740.000
ER,ODISHA,CENTRAL,COAL,2019,12,4260.000
ER,ODISHA,PRIVATE,COAL,2019,12,3800.000
ER,ODISHA,STATE,HYDRO,2019,12,2142.250
ER,ODISHA,STATE,COAL,2019,12,1740.000
ER,ODISHA,STATE,RENEWABLES,2019,12,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2019,12,485.385
ER,ODISHA,CENTRAL,RENEWABLES,2019,12,10.000
ER,ODISHA,CENTRAL,COAL,2020,1,4260.000
ER,ODISHA,PRIVATE,COAL,2020,1,3800.000
ER,ODISHA,STATE,HYDRO,2020,1,2142.250
ER,ODISHA,STATE,COAL,2020,1,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,1,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,1,485.385
ER,ODISHA,CENTRAL,RENEWABLES,2020,1,10.000
ER,ODISHA,CENTRAL,COAL,2020,2,4260.000
ER,ODISHA,PRIVATE,COAL,2020,2,3800.000
ER,ODISHA,STATE,HYDRO,2020,2,2142.250
ER,ODISHA,STATE,COAL,2020,2,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,2,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,2,485.385
ER,ODISHA,CENTRAL,RENEWABLES,2020,2,10.000
ER,ODISHA,CENTRAL,COAL,2020,3,4260.000
ER,ODISHA,PRIVATE,COAL,2020,3,3800.000
ER,ODISHA,STATE,HYDRO,2020,3,2142.250
ER,ODISHA,STATE,COAL,2020,3,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,3,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,3,485.385
ER,ODISHA,CENTRAL,RENEWABLES,2020,3,10.000
ER,ODISHA,CENTRAL,COAL,2020,4,4260.000
ER,ODISHA,PRIVATE,COAL,2020,4,3800.000
ER,ODISHA,STATE,HYDRO,2020,4,2142.250
ER,ODISHA,STATE,COAL,2020,4,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,4,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,4,485.485
ER,ODISHA,CENTRAL,RENEWABLES,2020,4,10.000
ER,ODISHA,CENTRAL,COAL,2020,5,4260.000
ER,ODISHA,PRIVATE,COAL,2020,5,3800.000
ER,ODISHA,STATE,HYDRO,2020,5,2142.250
ER,ODISHA,STATE,COAL,2020,5,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,5,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,5,485.485
ER,ODISHA,CENTRAL,RENEWABLES,2020,5,10.000
ER,ODISHA,CENTRAL,COAL,2020,6,4260.000
ER,ODISHA,PRIVATE,COAL,2020,6,3800.000
ER,ODISHA,STATE,HYDRO,2020,6,2142.250
ER,ODISHA,STATE,COAL,2020,6,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,6,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,6,486.485
ER,ODISHA,CENTRAL,RENEWABLES,2020,6,10.000
ER,ODISHA,CENTRAL,COAL,2020,7,4260.000
ER,ODISHA,PRIVATE,COAL,2020,7,3800.000
ER,ODISHA,STATE,HYDRO,2020,7,2142.250
ER,ODISHA,STATE,COAL,2020,7,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,7,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,7,486.490
ER,ODISHA,CENTRAL,RENEWABLES,2020,7,10.000
ER,ODISHA,CENTRAL,COAL,2020,8,4260.000
ER,ODISHA,PRIVATE,COAL,2020,8,3800.000
ER,ODISHA,STATE,COAL,2020,8,1740.000
ER,ODISHA,STATE,HYDRO,2020,8,2142.250
ER,ODISHA,STATE,RENEWABLES,2020,8,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,8,510.490
ER,ODISHA,CENTRAL,RENEWABLES,2020,8,10.000
ER,ODISHA,CENTRAL,COAL,2020,9,4260.000
ER,ODISHA,PRIVATE,COAL,2020,9,3800.000
ER,ODISHA,STATE,HYDRO,2020,9,2142.250
ER,ODISHA,STATE,COAL,2020,9,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,9,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,9,510.600
ER,ODISHA,CENTRAL,RENEWABLES,2020,9,10.000
ER,ODISHA,CENTRAL,COAL,2020,10,4260.000
ER,ODISHA,PRIVATE,COAL,2020,10,3800.000
ER,ODISHA,STATE,HYDRO,2020,10,2142.250
ER,ODISHA,STATE,COAL,2020,10,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,10,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,10,510.600
ER,ODISHA,CENTRAL,RENEWABLES,2020,10,10.000
ER,ODISHA,STATE,RENEWABLES,2020,11,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,11,511.020
ER,ODISHA,CENTRAL,RENEWABLES,2020,11,10.000
ER,ODISHA,CENTRAL,COAL,2020,11,3460.000
ER,ODISHA,PRIVATE,COAL,2020,11,3800.000
ER,ODISHA,STATE,COAL,2020,11,2142.250
ER,ODISHA,STATE,HYDRO,2020,11,1740.000
ER,ODISHA,CENTRAL,COAL,2020,12,4260.000
ER,ODISHA,PRIVATE,COAL,2020,12,3800.000
ER,ODISHA,STATE,HYDRO,2020,12,2142.250
ER,ODISHA,STATE,COAL,2020,12,1740.000
ER,ODISHA,STATE,RENEWABLES,2020,12,26.300
ER,ODISHA,PRIVATE,RENEWABLES,2020,12,511.150
