Detail Data For Electricity Consumption per Capita by Broad Category And Consuming Sector Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,BroadCategory,YearValue,Consumption_KWh_PerCapita
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2015,0.038
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2015,32.400
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2015,204.286
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,6.457
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,1.781
NER,MIZORAM,MISCELLANEOUS,OTHER,2015,15.362
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2015,6.857
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,44.457
NER,MIZORAM,AGRICULTURE,AGRICULTURE,2016,0.020
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2016,35.360
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2016,205.420
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,6.800
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,1.850
NER,MIZORAM,MISCELLANEOUS,OTHER,2016,17.330
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2016,6.140
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,46.420
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2017,31.650
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2017,218.600
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,8.250
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,1.530
NER,MIZORAM,MISCELLANEOUS,OTHER,2017,19.120
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2017,4.570
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,46.680
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2018,44.560
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2018,217.720
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,10.330
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,2.030
NER,MIZORAM,MISCELLANEOUS,OTHER,2018,51.290
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2018,2.040
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,38.500
NER,MIZORAM,COMMERCIAL,COMMERCIAL,2019,55.950
NER,MIZORAM,RESIDENTIAL,RESIDENTIAL,2019,224.210
NER,MIZORAM,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,10.970
NER,MIZORAM,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,2.190
NER,MIZORAM,MISCELLANEOUS,OTHER,2019,15.120
NER,MIZORAM,PUBLIC LIGHTING,OTHER,2019,2.450
NER,MIZORAM,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,62.860
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2006,2.388
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2006,9.956
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2006,61.159
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,6.379
NER,TRIPURA,MISCELLANEOUS,OTHER,2006,20.088
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2006,5.224
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,3.832
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2007,2.583
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2007,10.551
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2007,64.380
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,6.670
NER,TRIPURA,MISCELLANEOUS,OTHER,2007,20.600
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2007,5.649
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,3.942
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2008,6.874
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2008,11.642
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2008,63.072
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,12.719
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,6.006
NER,TRIPURA,MISCELLANEOUS,OTHER,2008,0.456
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2008,3.479
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,9.739
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2009,9.513
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2009,11.687
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2009,68.903
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,15.382
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,8.826
NER,TRIPURA,MISCELLANEOUS,OTHER,2009,0.262
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2009,3.821
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,10.051
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2010,10.796
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2010,12.677
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2010,71.261
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,15.856
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,7.709
NER,TRIPURA,MISCELLANEOUS,OTHER,2010,0.272
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2010,3.731
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,12.063
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2011,10.431
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2011,15.064
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2011,80.778
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,16.872
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,8.544
NER,TRIPURA,MISCELLANEOUS,OTHER,2011,5.158
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2011,7.806
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,13.358
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2012,10.825
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2012,12.708
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2012,71.432
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,16.870
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,7.540
NER,TRIPURA,MISCELLANEOUS,OTHER,2012,16.516
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2012,2.920
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,12.092
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2013,11.464
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2013,21.085
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2013,110.270
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,10.126
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,4.527
NER,TRIPURA,MISCELLANEOUS,OTHER,2013,23.730
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2013,3.093
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,12.806
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2014,7.925
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2014,17.332
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2014,104.665
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,18.491
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,9.153
NER,TRIPURA,MISCELLANEOUS,OTHER,2014,8.660
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2014,9.316
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,18.099
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2015,8.630
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2015,18.878
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2015,113.989
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,4.503
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,6.320
NER,TRIPURA,MISCELLANEOUS,OTHER,2015,25.794
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2015,10.148
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,19.709
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2016,8.900
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2016,19.660
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2016,115.430
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,5.620
NER,TRIPURA,MISCELLANEOUS,OTHER,2016,26.870
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2016,10.430
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,20.830
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2017,10.530
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2017,20.160
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2017,130.410
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,6.830
NER,TRIPURA,MISCELLANEOUS,OTHER,2017,26.860
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2017,10.020
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,21.270
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2018,9.900
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2018,21.660
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2018,130.760
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,6.840
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,5.570
NER,TRIPURA,MISCELLANEOUS,OTHER,2018,29.590
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2018,11.640
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2018,22.610
NER,TRIPURA,AGRICULTURE,AGRICULTURE,2019,10.350
NER,TRIPURA,COMMERCIAL,COMMERCIAL,2019,21.920
NER,TRIPURA,RESIDENTIAL,RESIDENTIAL,2019,133.520
NER,TRIPURA,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2019,6.920
NER,TRIPURA,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,7.370
NER,TRIPURA,MISCELLANEOUS,OTHER,2019,29.970
NER,TRIPURA,PUBLIC LIGHTING,OTHER,2019,10.680
NER,TRIPURA,PUBLIC WATER WORKS AND SEWAGE,OTHER,2019,22.430
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2006,73.718
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2006,150.026
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,11.744
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2006,43.923
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2006,17.231
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,1.487
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2007,83.350
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2007,161.175
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,15.325
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2007,61.250
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2007,19.000
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,1.475
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2008,92.244
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2008,176.000
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,19.585
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2008,57.976
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2008,17.951
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,1.732
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2009,1.522
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2009,89.652
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2009,164.109
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,16.674
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2009,58.174
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2009,18.739
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2010,1.574
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2010,100.936
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2010,178.638
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,18.553
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2010,58.894
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2010,17.766
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2011,1.694
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2011,103.184
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2011,184.082
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,17.612
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2011,56.388
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2011,18.673
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2012,137.494
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2012,247.352
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,28.662
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2012,82.512
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2012,24.372
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,2.369
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2013,1.615
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2013,102.192
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2013,192.692
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,37.173
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2013,46.538
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2013,16.615
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2014,1.660
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2014,104.321
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2014,202.623
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,22.604
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2014,58.415
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2014,17.491
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2015,108.704
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2015,213.963
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,24.796
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2015,59.111
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2015,16.759
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,1.593
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2016,112.450
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2016,224.550
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,28.040
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2016,60.000
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2016,10.890
ER,A & N ISLANDS,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,1.560
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2017,117.930
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2017,250.140
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,30.360
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2017,61.150
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2017,18.530
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2018,2.070
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2018,103.040
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2018,248.540
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,30.920
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2018,67.850
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2018,13.680
ER,A & N ISLANDS,AGRICULTURE,AGRICULTURE,2019,1.760
ER,A & N ISLANDS,COMMERCIAL,COMMERCIAL,2019,103.590
ER,A & N ISLANDS,RESIDENTIAL,RESIDENTIAL,2019,230.010
ER,A & N ISLANDS,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2019,36.060
ER,A & N ISLANDS,MISCELLANEOUS,OTHER,2019,54.630
ER,A & N ISLANDS,PUBLIC LIGHTING,OTHER,2019,11.540
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2006,16.444
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2006,131.389
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2006,250.667
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2006,4810.111
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2006,772.278
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2006,30.722
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2006,22.333
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2006,10.500
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2007,16.944
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2007,138.167
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2007,269.778
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2007,5214.278
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2007,782.611
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2007,28.778
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2007,23.500
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2007,5.000
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2008,12.684
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2008,134.211
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2008,271.684
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2008,5555.105
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2008,736.842
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2008,31.474
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2008,20.474
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2008,4.211
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2009,10.292
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2009,112.417
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2009,235.375
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2009,4547.917
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2009,562.167
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2009,34.500
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2009,18.042
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2009,4.375
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2010,9.577
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2010,108.500
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2010,222.154
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2010,4693.346
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2010,535.500
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2010,1.462
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2010,16.731
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2010,3.423
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2011,9.630
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2011,108.519
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2011,230.741
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2011,5121.778
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2011,559.259
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2011,2.407
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2011,16.296
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2011,3.333
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2012,148.701
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2012,306.150
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2012,6077.725
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2012,734.759
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2012,21.868
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2012,4.374
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2013,14.448
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2013,132.759
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2013,266.586
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2013,5268.276
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2013,552.483
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2013,22.276
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2013,3.828
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2014,10.500
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2014,160.700
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2014,289.567
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2014,4957.167
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2014,582.933
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2014,34.800
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2014,24.267
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2014,4.133
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2015,7.419
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2015,134.097
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2015,268.161
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2015,4156.968
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2015,496.452
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2015,33.000
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2015,28.355
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2015,23.161
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2016,7.690
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2016,156.030
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2016,275.880
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2016,4291.720
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2016,501.690
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2016,22.810
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2016,23.220
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2016,8.410
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2017,8.050
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2017,131.120
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2017,284.050
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2017,4152.190
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2017,506.800
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2017,24.230
WR,DIU & DAMAN,PUBLIC LIGHTING,OTHER,2017,23.340
WR,DIU & DAMAN,PUBLIC WATER WORKS AND SEWAGE,OTHER,2017,9.530
WR,DIU & DAMAN,AGRICULTURE,AGRICULTURE,2018,13.400
WR,DIU & DAMAN,COMMERCIAL,COMMERCIAL,2018,158.440
WR,DIU & DAMAN,RESIDENTIAL,RESIDENTIAL,2018,342.070
WR,DIU & DAMAN,INDUSTRIAL (HIGH VOLTAGE),INDUSTRIAL,2018,5603.940
WR,DIU & DAMAN,INDUSTRIAL (LOW & MED VOLTAGE),INDUSTRIAL,2018,552.490
WR,DIU & DAMAN,MISCELLANEOUS,OTHER,2018,27.710
