Detail Data For Electricity Consumption by Consumer Number Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConsumerNo
NR,HARYANA,TRACTION,2012,377.000
NR,HARYANA,AGRICULTURE,2013,239644.000
NR,HARYANA,COMMERCIAL,2013,502912.000
NR,HARYANA,RESIDENTIAL,2013,4020928.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2013,10236.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2013,81985.000
NR,HARYANA,MISCELLANEOUS,2013,323190.000
NR,HARYANA,PUBLIC LIGHTING,2013,1684.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2013,61832.000
NR,HARYANA,TRACTION,2013,408.000
NR,HARYANA,AGRICULTURE,2014,288773.000
NR,HARYANA,COMMERCIAL,2014,522110.000
NR,HARYANA,RESIDENTIAL,2014,4160792.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2014,11080.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2014,82730.000
NR,HARYANA,MISCELLANEOUS,2014,293827.000
NR,HARYANA,PUBLIC LIGHTING,2014,1878.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2014,18577.000
NR,HARYANA,TRACTION,2014,385.000
NR,HARYANA,AGRICULTURE,2015,603943.000
NR,HARYANA,COMMERCIAL,2015,547395.000
NR,HARYANA,RESIDENTIAL,2015,4266675.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2015,11858.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2015,85029.000
NR,HARYANA,MISCELLANEOUS,2015,25267.000
NR,HARYANA,PUBLIC LIGHTING,2015,2072.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2015,19369.000
NR,HARYANA,TRACTION,2015,597.000
NR,HARYANA,AGRICULTURE,2016,608132.000
NR,HARYANA,COMMERCIAL,2016,561308.000
NR,HARYANA,RESIDENTIAL,2016,4345365.000
NR,HARYANA,INDUSTRIAL (HIGH VOLTAGE),2016,12162.000
NR,HARYANA,INDUSTRIAL (LOW & MED VOLTAGE),2016,85699.000
NR,HARYANA,MISCELLANEOUS,2016,25657.000
NR,HARYANA,PUBLIC LIGHTING,2016,2195.000
NR,HARYANA,PUBLIC WATER WORKS AND SEWAGE,2016,19726.000
NR,HARYANA,TRACTION,2016,402.000
NR,HIMACHAL PRADESH,AGRICULTURE,2006,10010.000
NR,HIMACHAL PRADESH,COMMERCIAL,2006,211229.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2006,1497084.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2006,598.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2006,33035.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2006,1406.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2006,529.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,2586.000
NR,HIMACHAL PRADESH,AGRICULTURE,2007,11487.000
NR,HIMACHAL PRADESH,COMMERCIAL,2007,217344.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2007,1531613.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2007,2439.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,30759.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2007,1803.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2007,551.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,3176.000
NR,HIMACHAL PRADESH,AGRICULTURE,2008,12561.000
NR,HIMACHAL PRADESH,COMMERCIAL,2008,208568.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2008,1564416.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2008,63.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,33339.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2008,18596.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2008,592.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,3560.000
NR,HIMACHAL PRADESH,AGRICULTURE,2009,13732.000
NR,HIMACHAL PRADESH,COMMERCIAL,2009,212102.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2009,1591315.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2009,598.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,37317.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2009,2739.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2009,598.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2009,2586.000
NR,HIMACHAL PRADESH,AGRICULTURE,2010,13732.000
NR,HIMACHAL PRADESH,COMMERCIAL,2010,212102.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2010,1591315.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2010,598.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2010,37317.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2010,2739.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2010,598.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2010,2586.000
NR,HIMACHAL PRADESH,AGRICULTURE,2011,21307.000
NR,HIMACHAL PRADESH,COMMERCIAL,2011,222936.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2011,1670476.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2011,1580.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2011,32591.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2011,3633.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2011,702.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2011,2586.000
NR,HIMACHAL PRADESH,TRACTION,2011,4.000
NR,HIMACHAL PRADESH,AGRICULTURE,2012,4790.000
NR,HIMACHAL PRADESH,COMMERCIAL,2012,226911.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2012,1714791.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2012,4290.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2012,30076.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2012,46356.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2012,756.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2012,2586.000
NR,HIMACHAL PRADESH,TRACTION,2012,4.000
NR,HIMACHAL PRADESH,AGRICULTURE,2013,5207.000
NR,HIMACHAL PRADESH,COMMERCIAL,2013,232673.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2013,1760797.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2013,4498.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2013,30039.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2013,53330.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2013,865.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2013,2586.000
NR,HIMACHAL PRADESH,TRACTION,2013,4.000
NR,HIMACHAL PRADESH,AGRICULTURE,2014,5531.000
NR,HIMACHAL PRADESH,COMMERCIAL,2014,238424.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2014,1804220.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2014,4500.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2014,29942.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2014,57472.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2014,896.000
NR,HIMACHAL PRADESH,PUBLIC WATER WORKS AND SEWAGE,2014,2586.000
NR,HIMACHAL PRADESH,AGRICULTURE,2015,36890.000
NR,HIMACHAL PRADESH,COMMERCIAL,2015,244969.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2015,1850828.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2015,4952.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2015,30201.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2015,31013.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2015,1117.000
NR,HIMACHAL PRADESH,AGRICULTURE,2016,31562.000
NR,HIMACHAL PRADESH,COMMERCIAL,2016,252686.000
NR,HIMACHAL PRADESH,RESIDENTIAL,2016,1896835.000
NR,HIMACHAL PRADESH,INDUSTRIAL (HIGH VOLTAGE),2016,4140.000
NR,HIMACHAL PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2016,30497.000
NR,HIMACHAL PRADESH,MISCELLANEOUS,2016,40404.000
NR,HIMACHAL PRADESH,PUBLIC LIGHTING,2016,842.000
SR,KARNATAKA,AGRICULTURE,2006,1428901.000
SR,KARNATAKA,COMMERCIAL,2006,1334048.000
SR,KARNATAKA,RESIDENTIAL,2006,10823718.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2006,3598.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2006,245268.000
SR,KARNATAKA,MISCELLANEOUS,2006,10.000
SR,KARNATAKA,PUBLIC LIGHTING,2006,53621.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2006,80301.000
SR,KARNATAKA,TRACTION,2006,3.000
SR,KARNATAKA,AGRICULTURE,2007,1533154.000
SR,KARNATAKA,COMMERCIAL,2007,1174129.000
SR,KARNATAKA,RESIDENTIAL,2007,11112877.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2007,6666.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2007,261515.000
SR,KARNATAKA,MISCELLANEOUS,2007,59430.000
SR,KARNATAKA,PUBLIC LIGHTING,2007,78151.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2007,78938.000
SR,KARNATAKA,TRACTION,2007,3.000
SR,KARNATAKA,AGRICULTURE,2008,1533154.000
SR,KARNATAKA,COMMERCIAL,2008,1174129.000
SR,KARNATAKA,RESIDENTIAL,2008,11112877.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2008,6668.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2008,261515.000
SR,KARNATAKA,MISCELLANEOUS,2008,59430.000
SR,KARNATAKA,PUBLIC LIGHTING,2008,78151.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2008,78938.000
SR,KARNATAKA,TRACTION,2008,3.000
SR,KARNATAKA,AGRICULTURE,2009,1778483.000
SR,KARNATAKA,COMMERCIAL,2009,1307143.000
SR,KARNATAKA,RESIDENTIAL,2009,17422829.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2009,18624.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2009,289103.000
SR,KARNATAKA,MISCELLANEOUS,2009,232999.000
SR,KARNATAKA,PUBLIC LIGHTING,2009,94760.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2009,88697.000
SR,KARNATAKA,TRACTION,2009,421.000
SR,KARNATAKA,AGRICULTURE,2010,1428901.000
SR,KARNATAKA,COMMERCIAL,2010,1334048.000
SR,KARNATAKA,RESIDENTIAL,2010,10823718.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2010,3598.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2010,245268.000
SR,KARNATAKA,MISCELLANEOUS,2010,10.000
SR,KARNATAKA,PUBLIC LIGHTING,2010,53621.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2010,80301.000
SR,KARNATAKA,TRACTION,2010,3.000
SR,KARNATAKA,AGRICULTURE,2011,1882231.000
SR,KARNATAKA,COMMERCIAL,2011,1445896.000
SR,KARNATAKA,RESIDENTIAL,2011,13571086.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2011,19150.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2011,302463.000
SR,KARNATAKA,MISCELLANEOUS,2011,182967.000
SR,KARNATAKA,PUBLIC LIGHTING,2011,104910.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2011,102391.000
SR,KARNATAKA,TRACTION,2011,493.000
SR,KARNATAKA,AGRICULTURE,2012,3820939.000
SR,KARNATAKA,COMMERCIAL,2012,3012335.000
SR,KARNATAKA,RESIDENTIAL,2012,27857827.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2012,27016.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2012,642980.000
SR,KARNATAKA,MISCELLANEOUS,2012,431730.000
SR,KARNATAKA,PUBLIC LIGHTING,2012,216731.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2012,213571.000
SR,KARNATAKA,TRACTION,2012,991.000
SR,KARNATAKA,AGRICULTURE,2013,4125049.000
SR,KARNATAKA,COMMERCIAL,2013,3213742.000
SR,KARNATAKA,RESIDENTIAL,2013,28842517.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2013,29988.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2013,700204.000
SR,KARNATAKA,MISCELLANEOUS,2013,455811.000
SR,KARNATAKA,PUBLIC LIGHTING,2013,230159.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2013,236473.000
SR,KARNATAKA,TRACTION,2013,991.000
SR,KARNATAKA,AGRICULTURE,2014,2171123.000
SR,KARNATAKA,COMMERCIAL,2014,1687333.000
SR,KARNATAKA,RESIDENTIAL,2014,15213370.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2014,8428.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2014,369896.000
SR,KARNATAKA,MISCELLANEOUS,2014,919326.000
SR,KARNATAKA,PUBLIC LIGHTING,2014,118847.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2014,127719.000
SR,KARNATAKA,TRACTION,2014,464.000
SR,KARNATAKA,AGRICULTURE,2015,2284874.000
SR,KARNATAKA,COMMERCIAL,2015,1767116.000
SR,KARNATAKA,RESIDENTIAL,2015,15317302.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2015,22663.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2015,375316.000
SR,KARNATAKA,MISCELLANEOUS,2015,1015252.000
SR,KARNATAKA,PUBLIC LIGHTING,2015,125215.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2015,140000.000
SR,KARNATAKA,TRACTION,2015,192.000
SR,KARNATAKA,AGRICULTURE,2016,2146046.000
SR,KARNATAKA,COMMERCIAL,2016,1910862.000
SR,KARNATAKA,RESIDENTIAL,2016,16600000.000
SR,KARNATAKA,INDUSTRIAL (HIGH VOLTAGE),2016,24572.000
SR,KARNATAKA,INDUSTRIAL (LOW & MED VOLTAGE),2016,399753.000
SR,KARNATAKA,MISCELLANEOUS,2016,597191.000
SR,KARNATAKA,PUBLIC LIGHTING,2016,129687.000
SR,KARNATAKA,PUBLIC WATER WORKS AND SEWAGE,2016,147706.000
SR,KARNATAKA,TRACTION,2016,192.000
NR,PUNJAB,AGRICULTURE,2006,931209.000
NR,PUNJAB,COMMERCIAL,2006,746484.000
NR,PUNJAB,RESIDENTIAL,2006,4246008.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2006,4730.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2006,96212.000
NR,PUNJAB,MISCELLANEOUS,2006,470.000
NR,PUNJAB,PUBLIC LIGHTING,2006,2068.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2006,6455.000
NR,PUNJAB,TRACTION,2006,16.000
NR,PUNJAB,AGRICULTURE,2007,970139.000
NR,PUNJAB,COMMERCIAL,2007,769755.000
NR,PUNJAB,RESIDENTIAL,2007,4379601.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2007,5230.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2007,96751.000
NR,PUNJAB,MISCELLANEOUS,2007,480.000
NR,PUNJAB,PUBLIC LIGHTING,2007,2272.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2007,7000.000
NR,PUNJAB,TRACTION,2007,12.000
NR,PUNJAB,AGRICULTURE,2008,981157.000
NR,PUNJAB,COMMERCIAL,2008,784416.000
NR,PUNJAB,RESIDENTIAL,2008,4494822.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2008,5291.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2008,97871.000
NR,PUNJAB,MISCELLANEOUS,2008,489.000
NR,PUNJAB,PUBLIC LIGHTING,2008,2466.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2008,7469.000
NR,PUNJAB,TRACTION,2008,9.000
NR,PUNJAB,AGRICULTURE,2009,1032616.000
NR,PUNJAB,COMMERCIAL,2009,235653.000
NR,PUNJAB,RESIDENTIAL,2009,4679397.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2009,72256.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2009,31522.000
NR,PUNJAB,MISCELLANEOUS,2009,481.000
NR,PUNJAB,PUBLIC LIGHTING,2009,2638.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2009,8052.000
NR,PUNJAB,TRACTION,2009,9.000
NR,PUNJAB,AGRICULTURE,2010,1105517.000
NR,PUNJAB,COMMERCIAL,2010,823370.000
NR,PUNJAB,RESIDENTIAL,2010,4871970.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2010,73535.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2010,31853.000
NR,PUNJAB,MISCELLANEOUS,2010,492.000
NR,PUNJAB,PUBLIC LIGHTING,2010,2297.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2010,9092.000
NR,PUNJAB,TRACTION,2010,9.000
NR,PUNJAB,AGRICULTURE,2011,1143267.000
NR,PUNJAB,COMMERCIAL,2011,866914.000
NR,PUNJAB,RESIDENTIAL,2011,5189557.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2011,5521.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2011,102135.000
NR,PUNJAB,MISCELLANEOUS,2011,555.000
NR,PUNJAB,PUBLIC LIGHTING,2011,2544.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2011,10188.000
NR,PUNJAB,TRACTION,2011,9.000
NR,PUNJAB,AGRICULTURE,2012,1048438.000
NR,PUNJAB,COMMERCIAL,2012,895949.000
NR,PUNJAB,RESIDENTIAL,2012,5420916.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2012,29234.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2012,80496.000
NR,PUNJAB,MISCELLANEOUS,2012,34314.000
NR,PUNJAB,PUBLIC LIGHTING,2012,2788.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2012,39244.000
NR,PUNJAB,TRACTION,2012,9.000
NR,PUNJAB,AGRICULTURE,2013,1191407.000
NR,PUNJAB,COMMERCIAL,2013,923854.000
NR,PUNJAB,RESIDENTIAL,2013,5642850.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2013,30194.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2013,81106.000
NR,PUNJAB,MISCELLANEOUS,2013,511.000
NR,PUNJAB,PUBLIC LIGHTING,2013,3015.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2013,12130.000
NR,PUNJAB,TRACTION,2013,9.000
NR,PUNJAB,AGRICULTURE,2014,1225066.000
NR,PUNJAB,COMMERCIAL,2014,938571.000
NR,PUNJAB,RESIDENTIAL,2014,5820606.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2014,31011.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2014,80300.000
NR,PUNJAB,MISCELLANEOUS,2014,517.000
NR,PUNJAB,PUBLIC LIGHTING,2014,3491.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2014,12716.000
NR,PUNJAB,TRACTION,2014,7.000
NR,PUNJAB,AGRICULTURE,2015,1235722.000
NR,PUNJAB,COMMERCIAL,2015,967714.000
NR,PUNJAB,RESIDENTIAL,2015,6006790.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2015,9928.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2015,102634.000
NR,PUNJAB,MISCELLANEOUS,2015,520.000
NR,PUNJAB,PUBLIC LIGHTING,2015,3664.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2015,13462.000
NR,PUNJAB,TRACTION,2015,8.000
NR,PUNJAB,AGRICULTURE,2016,1254081.000
NR,PUNJAB,COMMERCIAL,2016,995942.000
NR,PUNJAB,RESIDENTIAL,2016,6207589.000
NR,PUNJAB,INDUSTRIAL (HIGH VOLTAGE),2016,10160.000
NR,PUNJAB,INDUSTRIAL (LOW & MED VOLTAGE),2016,103669.000
NR,PUNJAB,MISCELLANEOUS,2016,821.000
NR,PUNJAB,PUBLIC LIGHTING,2016,3978.000
NR,PUNJAB,PUBLIC WATER WORKS AND SEWAGE,2016,13898.000
NR,PUNJAB,TRACTION,2016,8.000
NR,UTTARAKHAND,AGRICULTURE,2006,19127.000
NR,UTTARAKHAND,COMMERCIAL,2006,109129.000
NR,UTTARAKHAND,RESIDENTIAL,2006,920930.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2006,441.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2006,6710.000
NR,UTTARAKHAND,MISCELLANEOUS,2006,6.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2006,217.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2006,671.000
NR,UTTARAKHAND,TRACTION,2006,1.000
NR,UTTARAKHAND,AGRICULTURE,2007,19888.000
NR,UTTARAKHAND,COMMERCIAL,2007,116885.000
NR,UTTARAKHAND,RESIDENTIAL,2007,1001258.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2007,618.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2007,6882.000
NR,UTTARAKHAND,MISCELLANEOUS,2007,213.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2007,343.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2007,809.000
NR,UTTARAKHAND,TRACTION,2007,1.000
NR,UTTARAKHAND,AGRICULTURE,2008,20595.000
NR,UTTARAKHAND,COMMERCIAL,2008,125129.000
NR,UTTARAKHAND,RESIDENTIAL,2008,1075455.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2008,966.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2008,7479.000
NR,UTTARAKHAND,MISCELLANEOUS,2008,6.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2008,350.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2008,850.000
NR,UTTARAKHAND,TRACTION,2008,1.000
NR,UTTARAKHAND,AGRICULTURE,2009,20595.000
NR,UTTARAKHAND,COMMERCIAL,2009,125129.000
NR,UTTARAKHAND,RESIDENTIAL,2009,1075455.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2009,966.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2009,7479.000
NR,UTTARAKHAND,MISCELLANEOUS,2009,6.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2009,350.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2009,850.000
NR,UTTARAKHAND,TRACTION,2009,1.000
NR,UTTARAKHAND,AGRICULTURE,2010,19127.000
NR,UTTARAKHAND,COMMERCIAL,2010,109129.000
NR,UTTARAKHAND,RESIDENTIAL,2010,920930.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2010,441.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2010,6710.000
NR,UTTARAKHAND,MISCELLANEOUS,2010,6.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2010,217.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2010,671.000
NR,UTTARAKHAND,TRACTION,2010,1.000
NR,UTTARAKHAND,AGRICULTURE,2011,19127.000
NR,UTTARAKHAND,COMMERCIAL,2011,109129.000
NR,UTTARAKHAND,RESIDENTIAL,2011,920930.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2011,441.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2011,6710.000
NR,UTTARAKHAND,MISCELLANEOUS,2011,6.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2011,217.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2011,671.000
NR,UTTARAKHAND,TRACTION,2011,1.000
NR,UTTARAKHAND,AGRICULTURE,2012,25323.000
NR,UTTARAKHAND,COMMERCIAL,2012,163932.000
NR,UTTARAKHAND,RESIDENTIAL,2012,1420390.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2012,1741.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2012,9320.000
NR,UTTARAKHAND,MISCELLANEOUS,2012,67.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2012,638.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2012,1059.000
NR,UTTARAKHAND,TRACTION,2012,1.000
NR,UTTARAKHAND,AGRICULTURE,2013,26527.000
NR,UTTARAKHAND,COMMERCIAL,2013,173341.000
NR,UTTARAKHAND,RESIDENTIAL,2013,1490528.000
NR,UTTARAKHAND,INDUSTRIAL (HIGH VOLTAGE),2013,1736.000
NR,UTTARAKHAND,INDUSTRIAL (LOW & MED VOLTAGE),2013,9304.000
NR,UTTARAKHAND,MISCELLANEOUS,2013,67.000
NR,UTTARAKHAND,PUBLIC LIGHTING,2013,660.000
NR,UTTARAKHAND,PUBLIC WATER WORKS AND SEWAGE,2013,1090.000
NR,UTTARAKHAND,TRACTION,2013,1.000
