Detail Data For Electricity Consumption - Connected Load by State Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,ConsumingSector,YearValue,ConnectedLoad_KW
WR,MAHARASHTRA,PUBLIC LIGHTING,2019,97230.000
WR,MAHARASHTRA,PUBLIC WATER WORKS AND SEWAGE,2019,54017.000
WR,MAHARASHTRA,TRACTION,2019,98.000
ER,ODISHA,AGRICULTURE,2006,189808.000
ER,ODISHA,COMMERCIAL,2006,270182.000
ER,ODISHA,RESIDENTIAL,2006,1561501.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2006,717338.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2006,267289.000
ER,ODISHA,MISCELLANEOUS,2006,119610.000
ER,ODISHA,PUBLIC LIGHTING,2006,10226.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2006,50968.000
ER,ODISHA,TRACTION,2006,134178.000
ER,ODISHA,AGRICULTURE,2007,180677.000
ER,ODISHA,COMMERCIAL,2007,356968.000
ER,ODISHA,RESIDENTIAL,2007,2322049.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2007,1227594.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2007,343899.000
ER,ODISHA,MISCELLANEOUS,2007,56812.000
ER,ODISHA,PUBLIC LIGHTING,2007,13777.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2007,40135.000
ER,ODISHA,TRACTION,2007,160880.000
ER,ODISHA,AGRICULTURE,2008,180677.000
ER,ODISHA,COMMERCIAL,2008,356968.000
ER,ODISHA,RESIDENTIAL,2008,2322049.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2008,1227594.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2008,343899.000
ER,ODISHA,MISCELLANEOUS,2008,56812.000
ER,ODISHA,PUBLIC LIGHTING,2008,13777.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2008,40135.000
ER,ODISHA,TRACTION,2008,160880.000
ER,ODISHA,AGRICULTURE,2009,216623.000
ER,ODISHA,COMMERCIAL,2009,512556.000
ER,ODISHA,RESIDENTIAL,2009,3060545.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2009,2191428.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2009,613935.000
ER,ODISHA,MISCELLANEOUS,2009,139221.000
ER,ODISHA,PUBLIC LIGHTING,2009,16019.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2009,51123.000
ER,ODISHA,TRACTION,2009,245980.000
ER,ODISHA,AGRICULTURE,2010,143370.000
ER,ODISHA,COMMERCIAL,2010,579717.000
ER,ODISHA,RESIDENTIAL,2010,3035916.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2010,1754673.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2010,370550.000
ER,ODISHA,MISCELLANEOUS,2010,313210.000
ER,ODISHA,PUBLIC LIGHTING,2010,14707.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2010,42263.000
ER,ODISHA,TRACTION,2010,284322.000
ER,ODISHA,AGRICULTURE,2011,189716.000
ER,ODISHA,COMMERCIAL,2011,663920.000
ER,ODISHA,RESIDENTIAL,2011,3279705.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2011,2108792.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2011,363988.000
ER,ODISHA,MISCELLANEOUS,2011,256576.000
ER,ODISHA,PUBLIC LIGHTING,2011,15963.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2011,44384.000
ER,ODISHA,TRACTION,2011,282330.000
ER,ODISHA,AGRICULTURE,2012,198602.000
ER,ODISHA,COMMERCIAL,2012,701426.000
ER,ODISHA,RESIDENTIAL,2012,3640864.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2012,2023622.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2012,419571.000
ER,ODISHA,MISCELLANEOUS,2012,297517.000
ER,ODISHA,PUBLIC LIGHTING,2012,16607.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2012,46934.000
ER,ODISHA,TRACTION,2012,308330.000
ER,ODISHA,AGRICULTURE,2013,207310.000
ER,ODISHA,COMMERCIAL,2013,818731.000
ER,ODISHA,RESIDENTIAL,2013,4373572.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2013,2171795.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2013,438505.000
ER,ODISHA,MISCELLANEOUS,2013,327908.000
ER,ODISHA,PUBLIC LIGHTING,2013,18433.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2013,50764.000
ER,ODISHA,TRACTION,2013,330830.000
ER,ODISHA,AGRICULTURE,2014,187851.000
ER,ODISHA,COMMERCIAL,2014,851601.000
ER,ODISHA,RESIDENTIAL,2014,2943323.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2014,2302823.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2014,413789.000
ER,ODISHA,MISCELLANEOUS,2014,351253.000
ER,ODISHA,PUBLIC LIGHTING,2014,53359.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2014,54692.000
ER,ODISHA,TRACTION,2014,347430.000
ER,ODISHA,AGRICULTURE,2015,222405.000
ER,ODISHA,COMMERCIAL,2015,911737.000
ER,ODISHA,RESIDENTIAL,2015,5175626.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2015,2182004.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2015,427745.000
ER,ODISHA,MISCELLANEOUS,2015,374884.000
ER,ODISHA,PUBLIC LIGHTING,2015,21919.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2015,55873.000
ER,ODISHA,TRACTION,2015,378110.000
ER,ODISHA,AGRICULTURE,2016,269353.000
ER,ODISHA,COMMERCIAL,2016,995928.000
ER,ODISHA,RESIDENTIAL,2016,5642736.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2016,2259465.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2016,446572.000
ER,ODISHA,MISCELLANEOUS,2016,419096.000
ER,ODISHA,PUBLIC LIGHTING,2016,24098.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2016,58696.000
ER,ODISHA,TRACTION,2016,384880.000
ER,ODISHA,AGRICULTURE,2017,320914.000
ER,ODISHA,COMMERCIAL,2017,1071043.000
ER,ODISHA,RESIDENTIAL,2017,6388131.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2017,2303162.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2017,455740.000
ER,ODISHA,MISCELLANEOUS,2017,445171.000
ER,ODISHA,PUBLIC LIGHTING,2017,24533.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2017,62369.000
ER,ODISHA,TRACTION,2017,394080.000
ER,ODISHA,AGRICULTURE,2017,81813.000
ER,ODISHA,COMMERCIAL,2017,339927.000
ER,ODISHA,RESIDENTIAL,2017,5940691.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2017,1682.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2017,24477.000
ER,ODISHA,MISCELLANEOUS,2017,35524.000
ER,ODISHA,PUBLIC LIGHTING,2017,2328.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2017,8607.000
ER,ODISHA,TRACTION,2017,31.000
ER,ODISHA,AGRICULTURE,2018,410489.000
ER,ODISHA,COMMERCIAL,2018,1158703.000
ER,ODISHA,RESIDENTIAL,2018,6863584.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2018,2438934.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2018,475432.000
ER,ODISHA,MISCELLANEOUS,2018,482459.000
ER,ODISHA,PUBLIC LIGHTING,2018,29219.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2018,64259.000
ER,ODISHA,TRACTION,2018,432450.000
ER,ODISHA,AGRICULTURE,2018,101401.000
ER,ODISHA,COMMERCIAL,2018,363995.000
ER,ODISHA,RESIDENTIAL,2018,6307370.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2018,1942.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2018,24838.000
ER,ODISHA,MISCELLANEOUS,2018,39503.000
ER,ODISHA,PUBLIC LIGHTING,2018,4149.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2018,9497.000
ER,ODISHA,TRACTION,2018,35.000
ER,ODISHA,AGRICULTURE,2019,485148.000
ER,ODISHA,COMMERCIAL,2019,1269804.000
ER,ODISHA,RESIDENTIAL,2019,8024670.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2019,2447271.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2019,494293.000
ER,ODISHA,MISCELLANEOUS,2019,571793.000
ER,ODISHA,PUBLIC LIGHTING,2019,32905.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2019,79053.000
ER,ODISHA,TRACTION,2019,432780.000
ER,ODISHA,AGRICULTURE,2019,116156.000
ER,ODISHA,COMMERCIAL,2019,384273.000
ER,ODISHA,RESIDENTIAL,2019,7954870.000
ER,ODISHA,INDUSTRIAL (HIGH VOLTAGE),2019,1869.000
ER,ODISHA,INDUSTRIAL (LOW & MED VOLTAGE),2019,25335.000
ER,ODISHA,MISCELLANEOUS,2019,43641.000
ER,ODISHA,PUBLIC LIGHTING,2019,6609.000
ER,ODISHA,PUBLIC WATER WORKS AND SEWAGE,2019,10484.000
ER,ODISHA,TRACTION,2019,37.000
SR,ANDHRA PRADESH,AGRICULTURE,2006,8565085.000
SR,ANDHRA PRADESH,COMMERCIAL,2006,1799070.000
SR,ANDHRA PRADESH,RESIDENTIAL,2006,8850688.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2006,4274897.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2006,3135321.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2006,126230.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2006,452286.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2006,5519.000
SR,ANDHRA PRADESH,TRACTION,2006,427000.000
SR,ANDHRA PRADESH,AGRICULTURE,2007,9537915.000
SR,ANDHRA PRADESH,COMMERCIAL,2007,2221446.000
SR,ANDHRA PRADESH,RESIDENTIAL,2007,10965209.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2007,6273301.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2007,3616985.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2007,126347.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2007,555240.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2007,32519.000
SR,ANDHRA PRADESH,TRACTION,2007,656615.000
SR,ANDHRA PRADESH,AGRICULTURE,2008,11396958.000
SR,ANDHRA PRADESH,COMMERCIAL,2008,2707852.000
SR,ANDHRA PRADESH,RESIDENTIAL,2008,13047509.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2008,4816047.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2008,4088579.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2008,884631.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2008,600351.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2008,106463.000
SR,ANDHRA PRADESH,TRACTION,2008,584579.000
SR,ANDHRA PRADESH,AGRICULTURE,2009,12085360.000
SR,ANDHRA PRADESH,COMMERCIAL,2009,4014159.000
SR,ANDHRA PRADESH,RESIDENTIAL,2009,14681135.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2009,2414796.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2009,7244881.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2009,1248030.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2009,795944.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2009,708479.000
SR,ANDHRA PRADESH,TRACTION,2009,634625.000
SR,ANDHRA PRADESH,AGRICULTURE,2010,23633010.000
SR,ANDHRA PRADESH,COMMERCIAL,2010,7256722.000
SR,ANDHRA PRADESH,RESIDENTIAL,2010,25650926.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2010,11480560.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2010,7705720.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2010,1140050.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2010,1081047.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2010,1021304.000
SR,ANDHRA PRADESH,TRACTION,2010,1124996.000
SR,ANDHRA PRADESH,AGRICULTURE,2011,25371348.000
SR,ANDHRA PRADESH,COMMERCIAL,2011,7294512.000
SR,ANDHRA PRADESH,RESIDENTIAL,2011,23472448.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2011,11772576.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2011,7283931.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2011,1470048.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2011,1086222.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2011,1033296.000
SR,ANDHRA PRADESH,TRACTION,2011,1163096.000
SR,ANDHRA PRADESH,AGRICULTURE,2012,32363085.930
SR,ANDHRA PRADESH,COMMERCIAL,2012,10171798.290
SR,ANDHRA PRADESH,RESIDENTIAL,2012,30296195.270
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2012,20004269.130
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2012,10168491.610
SR,ANDHRA PRADESH,MISCELLANEOUS,2012,1743388.080
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2012,1880720.664
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2012,1383338.500
SR,ANDHRA PRADESH,TRACTION,2012,1281167.762
SR,ANDHRA PRADESH,AGRICULTURE,2013,32827870.000
SR,ANDHRA PRADESH,COMMERCIAL,2013,12503222.000
SR,ANDHRA PRADESH,RESIDENTIAL,2013,36261577.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2013,24218747.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2013,10727377.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2013,2011386.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2013,1890144.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2013,2096529.000
SR,ANDHRA PRADESH,TRACTION,2013,1255662.000
SR,ANDHRA PRADESH,AGRICULTURE,2014,15761285.000
SR,ANDHRA PRADESH,COMMERCIAL,2014,5673351.000
SR,ANDHRA PRADESH,RESIDENTIAL,2014,17378241.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2014,11046910.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2014,3923037.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2014,836020.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2014,563370.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2014,521522.000
SR,ANDHRA PRADESH,TRACTION,2014,626282.000
SR,ANDHRA PRADESH,AGRICULTURE,2015,8116007.000
SR,ANDHRA PRADESH,COMMERCIAL,2015,3048178.000
SR,ANDHRA PRADESH,RESIDENTIAL,2015,12187880.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2015,5305193.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2015,3526833.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2015,409760.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2015,482249.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2015,348029.000
SR,ANDHRA PRADESH,TRACTION,2015,457135.000
SR,ANDHRA PRADESH,AGRICULTURE,2016,8222747.000
SR,ANDHRA PRADESH,COMMERCIAL,2016,3175918.000
SR,ANDHRA PRADESH,RESIDENTIAL,2016,12964012.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2016,5470365.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2016,4142037.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2016,516257.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2016,655367.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2016,352631.000
SR,ANDHRA PRADESH,TRACTION,2016,468135.000
SR,ANDHRA PRADESH,AGRICULTURE,2017,8374550.000
SR,ANDHRA PRADESH,COMMERCIAL,2017,3216045.000
SR,ANDHRA PRADESH,RESIDENTIAL,2017,13811120.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2017,5337257.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2017,5457309.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2017,2595543.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2017,809725.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2017,608610.000
SR,ANDHRA PRADESH,TRACTION,2017,499627.000
SR,ANDHRA PRADESH,AGRICULTURE,2017,1590859.000
SR,ANDHRA PRADESH,COMMERCIAL,2017,1215278.000
SR,ANDHRA PRADESH,RESIDENTIAL,2017,14074653.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2017,5540.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2017,160884.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2017,68954.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2017,111465.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2017,67699.000
SR,ANDHRA PRADESH,TRACTION,2017,67.000
SR,ANDHRA PRADESH,AGRICULTURE,2018,8794079.000
SR,ANDHRA PRADESH,COMMERCIAL,2018,3357493.000
SR,ANDHRA PRADESH,RESIDENTIAL,2018,13736811.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2018,6208229.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2018,6452969.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2018,1378597.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2018,772583.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2018,644994.000
SR,ANDHRA PRADESH,TRACTION,2018,497177.000
SR,ANDHRA PRADESH,AGRICULTURE,2018,1654667.000
SR,ANDHRA PRADESH,COMMERCIAL,2018,1300632.000
SR,ANDHRA PRADESH,RESIDENTIAL,2018,14524666.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2018,6007.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2018,172356.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2018,79040.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2018,115045.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2018,70127.000
SR,ANDHRA PRADESH,TRACTION,2018,71.000
SR,ANDHRA PRADESH,AGRICULTURE,2019,9244032.000
SR,ANDHRA PRADESH,COMMERCIAL,2019,4748789.000
SR,ANDHRA PRADESH,RESIDENTIAL,2019,14555350.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2019,5097002.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2019,6801145.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2019,2722165.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2019,502502.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2019,470039.000
SR,ANDHRA PRADESH,TRACTION,2019,591094.000
SR,ANDHRA PRADESH,AGRICULTURE,2019,1740418.000
SR,ANDHRA PRADESH,COMMERCIAL,2019,1408837.000
SR,ANDHRA PRADESH,RESIDENTIAL,2019,14984342.000
SR,ANDHRA PRADESH,INDUSTRIAL (HIGH VOLTAGE),2019,3878.000
SR,ANDHRA PRADESH,INDUSTRIAL (LOW & MED VOLTAGE),2019,179606.000
SR,ANDHRA PRADESH,MISCELLANEOUS,2019,151887.000
SR,ANDHRA PRADESH,PUBLIC LIGHTING,2019,83472.000
SR,ANDHRA PRADESH,PUBLIC WATER WORKS AND SEWAGE,2019,45308.000
SR,ANDHRA PRADESH,TRACTION,2019,65.000
SR,TELANGANA,AGRICULTURE,2015,8719299.000
SR,TELANGANA,COMMERCIAL,2015,3560432.000
SR,TELANGANA,RESIDENTIAL,2015,8244050.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2015,3515711.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2015,2215631.000
SR,TELANGANA,MISCELLANEOUS,2015,580914.000
SR,TELANGANA,PUBLIC LIGHTING,2015,161525.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2015,219223.000
SR,TELANGANA,TRACTION,2015,232500.000
SR,TELANGANA,AGRICULTURE,2016,7693441.000
SR,TELANGANA,COMMERCIAL,2016,3630901.000
SR,TELANGANA,RESIDENTIAL,2016,8669978.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2016,3347362.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2016,1545673.000
SR,TELANGANA,MISCELLANEOUS,2016,580642.000
SR,TELANGANA,PUBLIC LIGHTING,2016,166250.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2016,221345.000
SR,TELANGANA,TRACTION,2016,232500.000
SR,TELANGANA,AGRICULTURE,2017,9367463.000
SR,TELANGANA,COMMERCIAL,2017,3843673.000
SR,TELANGANA,RESIDENTIAL,2017,8894529.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2017,3242358.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2017,1584887.000
SR,TELANGANA,MISCELLANEOUS,2017,1035474.000
SR,TELANGANA,PUBLIC LIGHTING,2017,176151.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2017,227322.000
SR,TELANGANA,TRACTION,2017,290305.000
SR,TELANGANA,AGRICULTURE,2017,2169492.000
SR,TELANGANA,COMMERCIAL,2017,1126190.000
SR,TELANGANA,RESIDENTIAL,2017,9347924.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2017,6044.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2017,80776.000
SR,TELANGANA,MISCELLANEOUS,2017,61184.000
SR,TELANGANA,PUBLIC LIGHTING,2017,70729.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2017,54058.000
SR,TELANGANA,TRACTION,2017,35.000
SR,TELANGANA,AGRICULTURE,2018,8568983.000
SR,TELANGANA,COMMERCIAL,2018,4117149.000
SR,TELANGANA,RESIDENTIAL,2018,9583402.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2018,3595139.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2018,1435947.000
SR,TELANGANA,MISCELLANEOUS,2018,1038720.000
SR,TELANGANA,PUBLIC LIGHTING,2018,180716.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2018,211533.000
SR,TELANGANA,TRACTION,2018,238565.000
SR,TELANGANA,AGRICULTURE,2018,2221371.000
SR,TELANGANA,COMMERCIAL,2018,1173954.000
SR,TELANGANA,RESIDENTIAL,2018,9594301.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2018,6551.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2018,81461.000
SR,TELANGANA,MISCELLANEOUS,2018,60887.000
SR,TELANGANA,PUBLIC LIGHTING,2018,71785.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2018,57428.000
SR,TELANGANA,TRACTION,2018,40.000
SR,TELANGANA,AGRICULTURE,2019,10497773.000
SR,TELANGANA,COMMERCIAL,2019,4475809.000
SR,TELANGANA,RESIDENTIAL,2019,10515784.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2019,3910330.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2019,1483455.000
SR,TELANGANA,MISCELLANEOUS,2019,1173596.000
SR,TELANGANA,PUBLIC LIGHTING,2019,186468.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2019,300461.000
SR,TELANGANA,TRACTION,2019,238565.000
SR,TELANGANA,AGRICULTURE,2019,2305318.000
SR,TELANGANA,COMMERCIAL,2019,1244132.000
SR,TELANGANA,RESIDENTIAL,2019,10335818.000
SR,TELANGANA,INDUSTRIAL (HIGH VOLTAGE),2019,7010.000
SR,TELANGANA,INDUSTRIAL (LOW & MED VOLTAGE),2019,83332.000
SR,TELANGANA,MISCELLANEOUS,2019,63522.000
SR,TELANGANA,PUBLIC LIGHTING,2019,74772.000
SR,TELANGANA,PUBLIC WATER WORKS AND SEWAGE,2019,58670.000
SR,TELANGANA,TRACTION,2019,44.000
ER,SIKKIM,COMMERCIAL,2006,10308.000
ER,SIKKIM,RESIDENTIAL,2006,21378.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2006,11529.000
ER,SIKKIM,PUBLIC LIGHTING,2006,20120.000
ER,SIKKIM,COMMERCIAL,2007,11230.000
ER,SIKKIM,RESIDENTIAL,2007,22437.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2007,11843.000
ER,SIKKIM,MISCELLANEOUS,2007,795.000
ER,SIKKIM,PUBLIC LIGHTING,2007,24600.000
ER,SIKKIM,COMMERCIAL,2008,12547.000
ER,SIKKIM,RESIDENTIAL,2008,24827.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2008,17725.000
ER,SIKKIM,PUBLIC LIGHTING,2008,26000.000
ER,SIKKIM,COMMERCIAL,2009,11369.000
ER,SIKKIM,RESIDENTIAL,2009,25506.000
ER,SIKKIM,INDUSTRIAL (LOW & MED VOLTAGE),2009,13255.000
ER,SIKKIM,PUBLIC LIGHTING,2009,26000.000
