Detail Data For Electricity Tariff - Generation & Rate by Power Station Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,Sector,EnergySource,Company,UtilityPowerStation,YearValue,NetGeneration_MKWh,SaleRate_PaisePerKWh
WR,MADHYA PRADESH,CENTRAL,THERMAL,NTPC LTD.,VINDHYACHAL STPSII,2014,7329.720,212.000
WR,MADHYA PRADESH,CENTRAL,THERMAL,NTPC LTD.,VINDHYACHAL STPSIII,2014,7527.210,260.000
WR,MADHYA PRADESH,CENTRAL,THERMAL,NTPC LTD.,VINDHYACHAL STPSIV,2014,3506.330,305.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,TONS HYDRO POWER STATION,2014,1654.540,116.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR-II,2014,141.260,101.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,BANSAGAR- III,2014,129.600,117.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,JHINNA HPS,2014,124.730,151.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RANI AVANTI BAI-BARGI HPS,2014,537.430,36.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,GANDHI SAGAR HPS,2014,404.690,41.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,SANJAY GANDHI HPS,2014,47.560,148.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,MADHIKHERA HPS,2014,135.660,309.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,PENCH HPS,2014,426.310,80.000
WR,MADHYA PRADESH,STATE,HYDRO,MPPGCL,RAJGHAT HPS,2014,60.530,167.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,AMARKANTAK PH II,2014,1140.980,235.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,AMARKANTAK PH III,2014,1501.340,330.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SANJAY GANDHI TPH/SGTPSPH-I,2014,2063.900,387.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SANJAY GANDHI TPH/SGTPSPH-II,2014,1783.260,387.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SANJAY GANDHI TPH/SGTPSPH-III,2014,3460.520,384.000
WR,MADHYA PRADESH,STATE,THERMAL,MPPGCL,SATPURA TPH STPSPH II,2014,1667.340,281.000
