date,place,cases,deaths
2021-11-09,wikidataId/Q2346838,,
2021-11-10,wikidataId/Q2346838,360274,5726
2021-11-11,wikidataId/Q2346838,,
2021-11-12,wikidataId/Q2346838,,
2021-11-13,wikidataId/Q2346838,,
2021-11-14,wikidataId/Q2346838,,
2021-11-15,wikidataId/Q2346838,,
2021-11-16,wikidataId/Q2346838,,
2021-11-17,wikidataId/Q2346838,360631,5728
2021-11-18,wikidataId/Q2346838,,
2021-11-19,wikidataId/Q2346838,,
2021-11-20,wikidataId/Q2346838,,
2021-11-21,wikidataId/Q2346838,,
2021-11-22,wikidataId/Q2346838,,
2021-11-23,wikidataId/Q2346838,,
2021-11-24,wikidataId/Q2346838,364726,5728
2021-11-25,wikidataId/Q2346838,,
2021-11-26,wikidataId/Q2346838,,
2021-11-27,wikidataId/Q2346838,,
2021-11-28,wikidataId/Q2346838,,
2021-11-29,wikidataId/Q2346838,367997,5728
2021-11-30,wikidataId/Q2346838,369175,5733
2021-12-01,wikidataId/Q2346838,371273,5734
2021-12-02,wikidataId/Q2346838,375163,5735
2021-12-03,wikidataId/Q2346838,380505,5737
2021-12-04,wikidataId/Q2346838,385002,5738
2021-12-05,wikidataId/Q2346838,388395,5738
2021-12-06,wikidataId/Q2346838,390735,5738
2021-12-07,wikidataId/Q2346838,393896,5741
2021-12-08,wikidataId/Q2346838,399214,5742
2021-12-09,wikidataId/Q2346838,404208,5742
2021-12-10,wikidataId/Q2346838,408098,5742
2021-12-11,wikidataId/Q2346838,411349,5742
2021-12-12,wikidataId/Q2346838,418264,5742
2021-12-13,wikidataId/Q2346838,420978,5742
2021-12-14,wikidataId/Q2346838,424696,5742
2021-12-15,wikidataId/Q2346838,427847,5745
2021-12-16,wikidataId/Q2346838,430516,5745
2021-12-17,wikidataId/Q2346838,433225,5745
2021-12-18,wikidataId/Q2346838,434641,5751
2021-12-19,wikidataId/Q2346838,436171,5751
2021-12-20,wikidataId/Q2346838,437047,5757
2021-12-21,wikidataId/Q2346838,436171,5751
2021-12-22,wikidataId/Q2346838,439957,5764
2021-12-23,wikidataId/Q2346838,441814,5768
2021-12-24,wikidataId/Q2346838,443246,5772
2021-12-25,wikidataId/Q2346838,444289,5772
2021-12-26,wikidataId/Q2346838,444710,5772
2021-12-27,wikidataId/Q2346838,445111,5772
2021-12-28,wikidataId/Q2346838,445787,5772
2021-12-29,wikidataId/Q2346838,446523,5779
2021-12-30,wikidataId/Q2346838,447357,5779
2021-12-31,wikidataId/Q2346838,448199,5783
2022-01-01,wikidataId/Q2346838,448837,5786
2022-01-02,wikidataId/Q2346838,449180,5790
2022-01-03,wikidataId/Q2346838,449562,5790
2022-01-04,wikidataId/Q2346838,450184,5820
2022-01-05,wikidataId/Q2346838,451115,5820
2022-01-06,wikidataId/Q2346838,451992,5820
2022-01-07,wikidataId/Q2346838,452686,5821
2022-01-08,wikidataId/Q2346838,453364,5821
2022-01-09,wikidataId/Q2346838,453809,5821
2022-01-10,wikidataId/Q2346838,454137,5821
2022-01-11,wikidataId/Q2346838,454612,5824
2022-01-12,wikidataId/Q2346838,455220,5829
2022-01-13,wikidataId/Q2346838,455721,5829
2022-01-14,wikidataId/Q2346838,456150,5832
2022-01-15,wikidataId/Q2346838,456526,5834
2022-01-16,wikidataId/Q2346838,456759,5834
2022-01-17,wikidataId/Q2346838,456944,5835
2022-01-18,wikidataId/Q2346838,457252,5837
2022-01-19,wikidataId/Q2346838,457600,5837
2022-01-20,wikidataId/Q2346838,457916,5839
2022-01-21,wikidataId/Q2346838,458228,5840
2022-01-22,wikidataId/Q2346838,458475,5840
2022-01-23,wikidataId/Q2346838,458640,5841
2022-01-24,wikidataId/Q2346838,458784,5841
2022-01-25,wikidataId/Q2346838,459046,5842
2022-01-26,wikidataId/Q2346838,459519,5842
2022-01-27,wikidataId/Q2346838,459855,5842
2022-01-28,wikidataId/Q2346838,460207,5843
2022-01-29,wikidataId/Q2346838,460533,5844
2022-01-30,wikidataId/Q2346838,460780,5845
2022-01-31,wikidataId/Q2346838,460981,5845
2022-02-01,wikidataId/Q2346838,461123,5846
2022-02-02,wikidataId/Q2346838,461538,5866
2022-02-03,wikidataId/Q2346838,461851,5866
2022-02-04,wikidataId/Q2346838,462088,5867
2022-02-05,wikidataId/Q2346838,462433,5868
2022-02-06,wikidataId/Q2346838,462628,5868
2022-02-07,wikidataId/Q2346838,462788,5868
2022-02-08,wikidataId/Q2346838,463069,5869
2022-02-09,wikidataId/Q2346838,463487,5870
2022-02-10,wikidataId/Q2346838,463834,5870
2022-02-11,wikidataId/Q2346838,464185,5870
2022-02-12,wikidataId/Q2346838,464531,5871
2022-02-13,wikidataId/Q2346838,464736,5872
2022-02-14,wikidataId/Q2346838,464933,5873
2022-02-15,wikidataId/Q2346838,465268,5873
2022-02-16,wikidataId/Q2346838,,
2022-02-17,wikidataId/Q2346838,466136,5877
2022-02-18,wikidataId/Q2346838,466521,5877
2022-02-19,wikidataId/Q2346838,466824,5877
2022-02-20,wikidataId/Q2346838,467044,5877
2022-02-21,wikidataId/Q2346838,467218,5877
2022-02-22,wikidataId/Q2346838,467539,5879
2022-02-23,wikidataId/Q2346838,467913,5879
2022-02-24,wikidataId/Q2346838,468222,5881
2022-02-25,wikidataId/Q2346838,468461,5888
2022-02-26,wikidataId/Q2346838,468725,5891
2022-02-27,wikidataId/Q2346838,468935,5891
2022-02-28,wikidataId/Q2346838,469073,5892
2022-03-01,wikidataId/Q2346838,469299,5894
2022-03-02,wikidataId/Q2346838,469491,5894
2022-03-03,wikidataId/Q2346838,469757,5894
2022-03-04,wikidataId/Q2346838,470012,5894
2022-03-05,wikidataId/Q2346838,470227,5894
2022-03-06,wikidataId/Q2346838,470407,5894
2022-03-07,wikidataId/Q2346838,470502,5894
2022-03-08,wikidataId/Q2346838,470687,5894
2022-03-09,wikidataId/Q2346838,471164,5896
2022-03-10,wikidataId/Q2346838,471617,5896
2022-03-11,wikidataId/Q2346838,471788,5897
2022-03-12,wikidataId/Q2346838,471890,5897
2022-03-13,wikidataId/Q2346838,,
2022-03-14,wikidataId/Q2346838,,
2022-03-15,wikidataId/Q2346838,,
2022-03-16,wikidataId/Q2346838,,
2022-03-17,wikidataId/Q2346838,472670,5898
2022-03-18,wikidataId/Q2346838,,
2022-03-19,wikidataId/Q2346838,,
2022-03-20,wikidataId/Q2346838,,
2022-03-21,wikidataId/Q2346838,473412,5898
2022-03-22,wikidataId/Q2346838,473554,5898
2022-03-23,wikidataId/Q2346838,,
2022-03-24,wikidataId/Q2346838,474108,5899
2022-03-25,wikidataId/Q2346838,,
2022-03-26,wikidataId/Q2346838,,
2022-03-27,wikidataId/Q2346838,474841,5920
2022-03-28,wikidataId/Q2346838,,
2022-03-29,wikidataId/Q2346838,,
2022-03-30,wikidataId/Q2346838,475498,5922
2022-03-31,wikidataId/Q2346838,,
2022-04-01,wikidataId/Q2346838,,
2022-04-02,wikidataId/Q2346838,,
