observationAbout,observationDate,value,variableMeasured,observationPeriod,unit
dcid:country/BEN,1970-12,276.12605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BEN,1970,276.40314,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1Y,XOF
dcid:country/BMU,1970,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1Y,BMD
dcid:country/BMU,1970-02,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-03,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-04,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-05,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-06,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-07,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-08,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-09,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-10,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-11,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970-12,1,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1M,BMD
dcid:country/BMU,1970,1,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BMD,P1Y,BMD
dcid:country/BTN,1970,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1Y,INR
dcid:country/BTN,1970-01,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-02,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-03,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-04,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-05,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-06,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-07,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-08,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-09,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-10,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-11,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970-12,7.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_INR,P1M,INR
dcid:country/BTN,1970,7.5,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BTN,P1Y,BTN
dcid:country/BOL,1970,11.88,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1Y,BOP
dcid:country/BOL,1970-01,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-02,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-03,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-04,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-05,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-06,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-07,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-08,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-09,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-10,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-11,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970-12,1e-05,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOP,P1M,BOP
dcid:country/BOL,1970,1e-05,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BOB,P1Y,BOB
dcid:country/BWA,1970,0.71641,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1Y,ZAR
dcid:country/BWA,1970-01,0.71512,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-02,0.71386,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-03,0.71347,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-04,0.71336,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-05,0.71403,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-06,0.7158,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-07,0.71797,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-08,0.71865,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-09,0.71946,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-10,0.71903,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-11,0.71813,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970-12,0.71809,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_ZAR,P1M,ZAR
dcid:country/BWA,1970,0.71641,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BWP,P1Y,BWP
dcid:country/BRA,1970,5.4666,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1Y,BRB
dcid:country/BRA,1970-01,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-02,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-03,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-04,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-05,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-06,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-07,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-08,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-09,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-10,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-11,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970-12,0.0,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRB,P1M,BRB
dcid:country/BRA,1970,0.0,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BRL,P1Y,BRL
dcid:country/VGB,1970,1,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrencyUSD,P1Y,USD
dcid:country/BRN,1970,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1Y,BND
dcid:country/BRN,1970-01,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-02,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-03,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-04,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-05,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-06,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-07,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-08,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-09,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-10,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-11,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970-12,3.06122,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1M,BND
dcid:country/BRN,1970,3.06122,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BND,P1Y,BND
dcid:country/BGR,1970,1.17,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1Y,BGL
dcid:country/BGR,1970-01,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-02,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-03,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-04,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-05,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-06,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-07,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-08,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-09,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-10,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-11,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970-12,0.00117,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGL,P1M,BGL
dcid:country/BGR,1970,0.00117,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BGN,P1Y,BGN
dcid:country/BFA,1970,276.40314,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1Y,XOF
dcid:country/BFA,1970-01,277.65606,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-02,277.20106,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-03,277.15606,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-04,276.58105,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-05,276.06605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-06,276.02605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-07,275.88605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-08,276.05105,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-09,276.01105,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-10,276.15105,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-11,275.92605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970-12,276.12605,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1M,XOF
dcid:country/BFA,1970,276.40314,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XOF,P1Y,XOF
dcid:country/BDI,1970,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1Y,BIF
dcid:country/BDI,1970-01,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-02,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-03,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-04,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-05,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-06,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-07,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-08,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-09,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-10,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-11,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970-12,87.5,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1M,BIF
dcid:country/BDI,1970,87.5,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_BIF,P1Y,BIF
dcid:country/CPV,1970,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1Y,CVE
dcid:country/CPV,1970-01,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-02,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-03,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-04,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-05,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-06,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-07,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-08,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-09,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-10,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-11,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970-12,28.75,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1M,CVE
dcid:country/CPV,1970,28.75,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CVE,P1Y,CVE
dcid:country/KHM,1970,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1Y,KHO
dcid:country/KHM,1970-01,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-02,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-03,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-04,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-05,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-06,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-07,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-08,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-09,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-10,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-11,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970-12,55.54,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHO,P1M,KHO
dcid:country/KHM,1970,16.86072,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KHR,P1Y,KHR
dcid:country/CMR,1970,276.40314,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/CMR,1970,276.40314,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/CAN,1970,1.04491,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1Y,CAD
dcid:country/CAN,1970-01,1.07278,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-02,1.07308,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-03,1.07269,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-04,1.07276,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-05,1.07281,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-06,1.03842,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-07,1.03202,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-08,1.02138,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-09,1.01586,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-10,1.02137,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-11,1.02003,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970-12,1.01741,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1M,CAD
dcid:country/CAN,1970,1.04422,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CAD,P1Y,CAD
dcid:country/CYM,1970,0.82784,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1Y,JMD
dcid:country/CYM,1970-01,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-02,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-03,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-04,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-05,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-06,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-07,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-08,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-09,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-10,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-11,0.83333,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970-12,0.76746,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_JMD,P1M,JMD
dcid:country/CYM,1970,0.82742,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_KYD,P1Y,KYD
dcid:country/CAF,1970,276.40314,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/CAF,1970,276.40314,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/TCD,1970,276.40314,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/TCD,1970,276.40314,dcid:StandardizedCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_XAF,P1Y,XAF
dcid:country/CHL,1970,11.2775,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CLE,P1Y,CLE
dcid:country/CHL,1970-01,0.00988,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CLE,P1M,CLE
dcid:country/CHL,1970-02,0.01001,dcid:LocalCurrency_ExchangeRate_Currency_FromCurrency_USD_ToCurrency_CLE,P1M,CLE
