"observationPeriods","StatVar","MinDate","MeasurementMethods","Units","ScalingFactors","NumPlaces"
"[P1W]","Count_MedicalConditionIncident_ConditionListeriosis_ProbableCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_ACWYSerogroup","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionWestNileVirusDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCongenitalSyphilis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisA_AcuteCondition_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCholera_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionQFever_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionHaemophilusInfluenzae_InvasiveDisease_NonUSResident_NonSerotypeB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisA_AcuteCondition","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisB_AcuteCondition_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionChancroid","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionJamestownCanyonVirusDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionLeprosy_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionHaemophilusInfluenzae_InvasiveDisease_USResident_NonSerotypeB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionChancroid_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ConfirmedCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionStreptococcusPneumonia_InvasiveDisease_ProbableCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","61"
"[P1W]","Count_MedicalConditionIncident_ConditionShigellosis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionInfluenza_PediatricMortality_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionFoodborneBotulism_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCarbapenemResistantEnterobacteriaceae_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionLegionnairesDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeasles_ImportedCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionPerinatalInfectionOrHepatitisB_ConfirmedCase","2023-11-05","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionGonorrhea_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionBrucellosis_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella_CongenitalDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_USResident_UnknownSerogroups","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCandidaAuris_USResident","2023-12-31","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ProbableCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionLeptospirosis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisB_PerinatalInfection_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHaemophilusInfluenzae_InvasiveDisease_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionChikungunya_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHemolyticUremicSyndrome_PostDiarrheal_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionRubella_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHepatitisC_AcuteCondition_ProbableCase_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionToxicShockSyndromExceptStreptococcal_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionTularemia","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionAcuteConditionOrHepatitisB_ConfirmedCase_USResident","2023-12-31","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionZikaVirusInfection_NonCongenitalDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionStreptococcusPneumonia_InvasiveDisease_ConfirmedCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","61"
"[P1W]","Count_MedicalConditionIncident_ConditionCongenitalSyphilis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_NonUSResident_UnknownSerogroups","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_5_LessYears_ConditionHaemophilusInfluenzae_InvasiveDisease_NonSerotypeB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","67"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_NonUSResident_SerogroupB","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionLeptospirosis","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","59"
"[P1W]","Count_MedicalConditionIncident_ConditionLeprosy_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionPowassanVirusDisease_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMeningococcalMeningitis_USResident_ACWYSerogroup","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionHaemophilusMeningitis_USResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionMalaria_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
"[P1W]","Count_MedicalConditionIncident_ConditionCandidaAuris_ClinicalCase","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","65"
"[P1W]","Count_MedicalConditionIncident_ConditionWoundBotulism_NonUSResident","2022-01-02","[CDC_NNDSS_Diseases_WeeklyTables]","[]","[]","1"
