Detail Data For Saubhagya Monthly Data Having Year : ALL
.
State,District,YearValue,MonthValue,Electrified_Households
BIHAR,GAYA,2019,2,0
BIHAR,GAYA,2019,3,0
BIHAR,NAWADA,2017,10,47
BIHAR,NAWADA,2017,11,1557
BIHAR,NAWADA,2017,12,1663
BIHAR,NAWADA,2018,1,3054
BIHAR,NAWADA,2018,2,2830
BIHAR,NAWADA,2018,3,4646
BIHAR,NAWADA,2018,4,11300
BIHAR,NAWADA,2018,5,10294
BIHAR,NAWADA,2018,6,36112
BIHAR,NAWADA,2018,7,65690
BIHAR,NAWADA,2018,8,5134
BIHAR,NAWADA,2018,9,8771
BIHAR,NAWADA,2018,10,5984
BIHAR,NAWADA,2018,11,0
BIHAR,NAWADA,2018,12,0
BIHAR,NAWADA,2019,1,0
BIHAR,NAWADA,2019,2,0
BIHAR,NAWADA,2019,3,0
BIHAR,JAMUI,2017,10,108
BIHAR,JAMUI,2017,11,1052
BIHAR,JAMUI,2017,12,900
BIHAR,JAMUI,2018,1,3076
BIHAR,JAMUI,2018,2,1917
BIHAR,JAMUI,2018,3,1727
BIHAR,JAMUI,2018,4,5268
BIHAR,JAMUI,2018,5,14829
BIHAR,JAMUI,2018,6,12167
BIHAR,JAMUI,2018,7,14672
BIHAR,JAMUI,2018,8,11099
BIHAR,JAMUI,2018,9,9744
BIHAR,JAMUI,2018,10,6706
BIHAR,JAMUI,2018,11,0
BIHAR,JAMUI,2018,12,0
BIHAR,JAMUI,2019,1,0
BIHAR,JAMUI,2019,2,0
BIHAR,JAMUI,2019,3,0
BIHAR,JEHANABAD,2017,10,19
BIHAR,JEHANABAD,2017,11,352
BIHAR,JEHANABAD,2017,12,515
BIHAR,JEHANABAD,2018,1,455
BIHAR,JEHANABAD,2018,2,394
BIHAR,JEHANABAD,2018,3,520
BIHAR,JEHANABAD,2018,4,372
BIHAR,JEHANABAD,2018,5,850
BIHAR,JEHANABAD,2018,6,334
BIHAR,JEHANABAD,2018,7,372
BIHAR,JEHANABAD,2018,8,1668
BIHAR,JEHANABAD,2018,9,1762
BIHAR,JEHANABAD,2018,10,11834
BIHAR,JEHANABAD,2018,11,0
BIHAR,JEHANABAD,2018,12,0
BIHAR,JEHANABAD,2019,1,0
BIHAR,JEHANABAD,2019,2,0
BIHAR,JEHANABAD,2019,3,0
BIHAR,ARWAL,2017,10,627
BIHAR,ARWAL,2017,11,364
BIHAR,ARWAL,2017,12,307
BIHAR,ARWAL,2018,1,1366
BIHAR,ARWAL,2018,2,582
BIHAR,ARWAL,2018,3,601
BIHAR,ARWAL,2018,4,623
BIHAR,ARWAL,2018,5,982
BIHAR,ARWAL,2018,6,250
BIHAR,ARWAL,2018,7,1169
BIHAR,ARWAL,2018,8,2696
BIHAR,ARWAL,2018,9,4014
BIHAR,ARWAL,2018,10,8680
BIHAR,ARWAL,2018,11,0
BIHAR,ARWAL,2018,12,0
BIHAR,ARWAL,2019,1,0
BIHAR,ARWAL,2019,2,0
BIHAR,ARWAL,2019,3,0
CHHATTISGARH,KORIYA,2017,10,0
CHHATTISGARH,KORIYA,2017,11,0
CHHATTISGARH,KORIYA,2017,12,0
CHHATTISGARH,KORIYA,2018,1,1616
CHHATTISGARH,KORIYA,2018,2,1052
CHHATTISGARH,KORIYA,2018,3,550
CHHATTISGARH,KORIYA,2018,4,2364
CHHATTISGARH,KORIYA,2018,5,1901
CHHATTISGARH,KORIYA,2018,6,3144
CHHATTISGARH,KORIYA,2018,7,1731
CHHATTISGARH,KORIYA,2018,8,1020
CHHATTISGARH,KORIYA,2018,9,1884
CHHATTISGARH,KORIYA,2018,10,2981
CHHATTISGARH,KORIYA,2018,11,2933
CHHATTISGARH,KORIYA,2018,12,936
CHHATTISGARH,KORIYA,2019,1,710
CHHATTISGARH,KORIYA,2019,2,317
CHHATTISGARH,KORIYA,2019,3,451
CHHATTISGARH,SURGUJA,2017,10,0
CHHATTISGARH,SURGUJA,2017,11,0
CHHATTISGARH,SURGUJA,2017,12,3
CHHATTISGARH,SURGUJA,2018,1,2292
CHHATTISGARH,SURGUJA,2018,2,2532
CHHATTISGARH,SURGUJA,2018,3,3470
CHHATTISGARH,SURGUJA,2018,4,6149
CHHATTISGARH,SURGUJA,2018,5,4977
CHHATTISGARH,SURGUJA,2018,6,5393
CHHATTISGARH,SURGUJA,2018,7,2122
CHHATTISGARH,SURGUJA,2018,8,995
CHHATTISGARH,SURGUJA,2018,9,3428
CHHATTISGARH,SURGUJA,2018,10,4542
CHHATTISGARH,SURGUJA,2018,11,3453
CHHATTISGARH,SURGUJA,2018,12,1355
CHHATTISGARH,SURGUJA,2019,1,1412
CHHATTISGARH,SURGUJA,2019,2,633
CHHATTISGARH,SURGUJA,2019,3,1115
CHHATTISGARH,JASHPUR,2017,10,0
CHHATTISGARH,JASHPUR,2017,11,1
CHHATTISGARH,JASHPUR,2017,12,0
CHHATTISGARH,JASHPUR,2018,1,1907
CHHATTISGARH,JASHPUR,2018,2,2050
CHHATTISGARH,JASHPUR,2018,3,2331
CHHATTISGARH,JASHPUR,2018,4,5899
CHHATTISGARH,JASHPUR,2018,5,5693
CHHATTISGARH,JASHPUR,2018,6,7175
CHHATTISGARH,JASHPUR,2018,7,3357
CHHATTISGARH,JASHPUR,2018,8,1639
CHHATTISGARH,JASHPUR,2018,9,4378
CHHATTISGARH,JASHPUR,2018,10,8066
CHHATTISGARH,JASHPUR,2018,11,8696
CHHATTISGARH,JASHPUR,2018,12,2511
CHHATTISGARH,JASHPUR,2019,1,1574
CHHATTISGARH,JASHPUR,2019,2,783
CHHATTISGARH,JASHPUR,2019,3,1348
CHHATTISGARH,RAIGARH,2017,10,0
CHHATTISGARH,RAIGARH,2017,11,15
CHHATTISGARH,RAIGARH,2017,12,113
CHHATTISGARH,RAIGARH,2018,1,5190
CHHATTISGARH,RAIGARH,2018,2,4746
CHHATTISGARH,RAIGARH,2018,3,2559
CHHATTISGARH,RAIGARH,2018,4,3512
CHHATTISGARH,RAIGARH,2018,5,1631
CHHATTISGARH,RAIGARH,2018,6,1175
CHHATTISGARH,RAIGARH,2018,7,733
CHHATTISGARH,RAIGARH,2018,8,398
CHHATTISGARH,RAIGARH,2018,9,193
CHHATTISGARH,RAIGARH,2018,10,1827
CHHATTISGARH,RAIGARH,2018,11,457
CHHATTISGARH,RAIGARH,2018,12,218
CHHATTISGARH,RAIGARH,2019,1,352
CHHATTISGARH,RAIGARH,2019,2,509
CHHATTISGARH,RAIGARH,2019,3,421
CHHATTISGARH,KORBA,2017,10,0
CHHATTISGARH,KORBA,2017,11,0
CHHATTISGARH,KORBA,2017,12,0
CHHATTISGARH,KORBA,2018,1,2227
CHHATTISGARH,KORBA,2018,2,1389
CHHATTISGARH,KORBA,2018,3,2199
CHHATTISGARH,KORBA,2018,4,2058
CHHATTISGARH,KORBA,2018,5,2166
CHHATTISGARH,KORBA,2018,6,3060
CHHATTISGARH,KORBA,2018,7,3829
CHHATTISGARH,KORBA,2018,8,3000
CHHATTISGARH,KORBA,2018,9,1200
CHHATTISGARH,KORBA,2018,10,3065
CHHATTISGARH,KORBA,2018,11,1987
CHHATTISGARH,KORBA,2018,12,1799
CHHATTISGARH,KORBA,2019,1,951
CHHATTISGARH,KORBA,2019,2,289
CHHATTISGARH,KORBA,2019,3,1059
CHHATTISGARH,JANJGIR - CHAMPA,2017,10,0
CHHATTISGARH,JANJGIR - CHAMPA,2017,11,0
CHHATTISGARH,JANJGIR - CHAMPA,2017,12,0
CHHATTISGARH,JANJGIR - CHAMPA,2018,1,1168
CHHATTISGARH,JANJGIR - CHAMPA,2018,2,1222
CHHATTISGARH,JANJGIR - CHAMPA,2018,3,1623
CHHATTISGARH,JANJGIR - CHAMPA,2018,4,3137
CHHATTISGARH,JANJGIR - CHAMPA,2018,5,2731
CHHATTISGARH,JANJGIR - CHAMPA,2018,6,1875
CHHATTISGARH,JANJGIR - CHAMPA,2018,7,1410
CHHATTISGARH,JANJGIR - CHAMPA,2018,8,789
CHHATTISGARH,JANJGIR - CHAMPA,2018,9,2491
CHHATTISGARH,JANJGIR - CHAMPA,2018,10,3955
CHHATTISGARH,JANJGIR - CHAMPA,2018,11,947
CHHATTISGARH,JANJGIR - CHAMPA,2018,12,754
CHHATTISGARH,JANJGIR - CHAMPA,2019,1,1791
CHHATTISGARH,JANJGIR - CHAMPA,2019,2,1063
CHHATTISGARH,JANJGIR - CHAMPA,2019,3,709
CHHATTISGARH,BILASPUR,2017,10,0
CHHATTISGARH,BILASPUR,2017,11,0
CHHATTISGARH,BILASPUR,2017,12,0
CHHATTISGARH,BILASPUR,2018,1,4374
CHHATTISGARH,BILASPUR,2018,2,2686
CHHATTISGARH,BILASPUR,2018,3,2490
CHHATTISGARH,BILASPUR,2018,4,4370
CHHATTISGARH,BILASPUR,2018,5,5024
CHHATTISGARH,BILASPUR,2018,6,4615
CHHATTISGARH,BILASPUR,2018,7,2811
CHHATTISGARH,BILASPUR,2018,8,2940
CHHATTISGARH,BILASPUR,2018,9,2777
CHHATTISGARH,BILASPUR,2018,10,6418
CHHATTISGARH,BILASPUR,2018,11,3089
CHHATTISGARH,BILASPUR,2018,12,4611
CHHATTISGARH,BILASPUR,2019,1,2049
CHHATTISGARH,BILASPUR,2019,2,1365
CHHATTISGARH,BILASPUR,2019,3,1537
CHHATTISGARH,KABEERDHAM,2017,10,0
CHHATTISGARH,KABEERDHAM,2017,11,0
CHHATTISGARH,KABEERDHAM,2017,12,0
CHHATTISGARH,KABEERDHAM,2018,1,1136
CHHATTISGARH,KABEERDHAM,2018,2,1812
CHHATTISGARH,KABEERDHAM,2018,3,2752
CHHATTISGARH,KABEERDHAM,2018,4,4663
CHHATTISGARH,KABEERDHAM,2018,5,4354
CHHATTISGARH,KABEERDHAM,2018,6,3300
CHHATTISGARH,KABEERDHAM,2018,7,1717
CHHATTISGARH,KABEERDHAM,2018,8,1564
CHHATTISGARH,KABEERDHAM,2018,9,2039
CHHATTISGARH,KABEERDHAM,2018,10,2255
CHHATTISGARH,KABEERDHAM,2018,11,980
CHHATTISGARH,KABEERDHAM,2018,12,474
CHHATTISGARH,KABEERDHAM,2019,1,747
CHHATTISGARH,KABEERDHAM,2019,2,329
CHHATTISGARH,KABEERDHAM,2019,3,410
CHHATTISGARH,RAJNANDGAON,2017,10,0
CHHATTISGARH,RAJNANDGAON,2017,11,0
CHHATTISGARH,RAJNANDGAON,2017,12,0
CHHATTISGARH,RAJNANDGAON,2018,1,3032
CHHATTISGARH,RAJNANDGAON,2018,2,2192
CHHATTISGARH,RAJNANDGAON,2018,3,3546
CHHATTISGARH,RAJNANDGAON,2018,4,3834
CHHATTISGARH,RAJNANDGAON,2018,5,2205
CHHATTISGARH,RAJNANDGAON,2018,6,1885
CHHATTISGARH,RAJNANDGAON,2018,7,783
CHHATTISGARH,RAJNANDGAON,2018,8,652
CHHATTISGARH,RAJNANDGAON,2018,9,908
CHHATTISGARH,RAJNANDGAON,2018,10,1848
CHHATTISGARH,RAJNANDGAON,2018,11,1170
CHHATTISGARH,RAJNANDGAON,2018,12,601
CHHATTISGARH,RAJNANDGAON,2019,1,748
CHHATTISGARH,RAJNANDGAON,2019,2,383
CHHATTISGARH,RAJNANDGAON,2019,3,901
CHHATTISGARH,DURG,2017,10,0
CHHATTISGARH,DURG,2017,11,5
CHHATTISGARH,DURG,2017,12,47
CHHATTISGARH,DURG,2018,1,1539
CHHATTISGARH,DURG,2018,2,1022
CHHATTISGARH,DURG,2018,3,1415
CHHATTISGARH,DURG,2018,4,2988
CHHATTISGARH,DURG,2018,5,1166
CHHATTISGARH,DURG,2018,6,911
CHHATTISGARH,DURG,2018,7,1032
CHHATTISGARH,DURG,2018,8,239
CHHATTISGARH,DURG,2018,9,382
CHHATTISGARH,DURG,2018,10,476
CHHATTISGARH,DURG,2018,11,634
CHHATTISGARH,DURG,2018,12,273
CHHATTISGARH,DURG,2019,1,836
CHHATTISGARH,DURG,2019,2,623
CHHATTISGARH,DURG,2019,3,429
CHHATTISGARH,RAIPUR,2017,10,0
CHHATTISGARH,RAIPUR,2017,11,8
CHHATTISGARH,RAIPUR,2017,12,41
CHHATTISGARH,RAIPUR,2018,1,1916
CHHATTISGARH,RAIPUR,2018,2,1211
CHHATTISGARH,RAIPUR,2018,3,1540
CHHATTISGARH,RAIPUR,2018,4,1643
CHHATTISGARH,RAIPUR,2018,5,1516
CHHATTISGARH,RAIPUR,2018,6,685
CHHATTISGARH,RAIPUR,2018,7,354
CHHATTISGARH,RAIPUR,2018,8,299
CHHATTISGARH,RAIPUR,2018,9,471
CHHATTISGARH,RAIPUR,2018,10,940
CHHATTISGARH,RAIPUR,2018,11,578
CHHATTISGARH,RAIPUR,2018,12,414
CHHATTISGARH,RAIPUR,2019,1,451
CHHATTISGARH,RAIPUR,2019,2,98
CHHATTISGARH,RAIPUR,2019,3,268
CHHATTISGARH,MAHASAMUND,2017,10,0
CHHATTISGARH,MAHASAMUND,2017,11,0
CHHATTISGARH,MAHASAMUND,2017,12,15
CHHATTISGARH,MAHASAMUND,2018,1,754
CHHATTISGARH,MAHASAMUND,2018,2,403
CHHATTISGARH,MAHASAMUND,2018,3,932
CHHATTISGARH,MAHASAMUND,2018,4,1009
CHHATTISGARH,MAHASAMUND,2018,5,733
CHHATTISGARH,MAHASAMUND,2018,6,1480
CHHATTISGARH,MAHASAMUND,2018,7,1400
CHHATTISGARH,MAHASAMUND,2018,8,839
CHHATTISGARH,MAHASAMUND,2018,9,482
CHHATTISGARH,MAHASAMUND,2018,10,326
CHHATTISGARH,MAHASAMUND,2018,11,248
CHHATTISGARH,MAHASAMUND,2018,12,207
CHHATTISGARH,MAHASAMUND,2019,1,28
CHHATTISGARH,MAHASAMUND,2019,2,294
CHHATTISGARH,MAHASAMUND,2019,3,161
CHHATTISGARH,DHAMTARI,2017,10,0
CHHATTISGARH,DHAMTARI,2017,11,0
CHHATTISGARH,DHAMTARI,2017,12,1
CHHATTISGARH,DHAMTARI,2018,1,722
CHHATTISGARH,DHAMTARI,2018,2,141
CHHATTISGARH,DHAMTARI,2018,3,194
CHHATTISGARH,DHAMTARI,2018,4,217
CHHATTISGARH,DHAMTARI,2018,5,371
CHHATTISGARH,DHAMTARI,2018,6,536
CHHATTISGARH,DHAMTARI,2018,7,735
CHHATTISGARH,DHAMTARI,2018,8,903
CHHATTISGARH,DHAMTARI,2018,9,594
CHHATTISGARH,DHAMTARI,2018,10,651
CHHATTISGARH,DHAMTARI,2018,11,328
CHHATTISGARH,DHAMTARI,2018,12,300
CHHATTISGARH,DHAMTARI,2019,1,205
CHHATTISGARH,DHAMTARI,2019,2,88
CHHATTISGARH,DHAMTARI,2019,3,146
CHHATTISGARH,KANKER,2017,10,0
CHHATTISGARH,KANKER,2017,11,0
CHHATTISGARH,KANKER,2017,12,21
CHHATTISGARH,KANKER,2018,1,1048
CHHATTISGARH,KANKER,2018,2,1275
CHHATTISGARH,KANKER,2018,3,1633
CHHATTISGARH,KANKER,2018,4,2245
CHHATTISGARH,KANKER,2018,5,1415
CHHATTISGARH,KANKER,2018,6,1543
CHHATTISGARH,KANKER,2018,7,1148
CHHATTISGARH,KANKER,2018,8,1657
CHHATTISGARH,KANKER,2018,9,977
CHHATTISGARH,KANKER,2018,10,1926
CHHATTISGARH,KANKER,2018,11,2526
CHHATTISGARH,KANKER,2018,12,2009
CHHATTISGARH,KANKER,2019,1,1734
CHHATTISGARH,KANKER,2019,2,602
CHHATTISGARH,KANKER,2019,3,1879
CHHATTISGARH,BASTAR,2017,10,0
CHHATTISGARH,BASTAR,2017,11,0
CHHATTISGARH,BASTAR,2017,12,0
CHHATTISGARH,BASTAR,2018,1,5449
CHHATTISGARH,BASTAR,2018,2,3772
CHHATTISGARH,BASTAR,2018,3,3626
CHHATTISGARH,BASTAR,2018,4,8543
CHHATTISGARH,BASTAR,2018,5,5768
CHHATTISGARH,BASTAR,2018,6,10704
CHHATTISGARH,BASTAR,2018,7,7291
CHHATTISGARH,BASTAR,2018,8,4607
CHHATTISGARH,BASTAR,2018,9,1936
CHHATTISGARH,BASTAR,2018,10,3159
CHHATTISGARH,BASTAR,2018,11,1523
CHHATTISGARH,BASTAR,2018,12,1110
CHHATTISGARH,BASTAR,2019,1,454
CHHATTISGARH,BASTAR,2019,2,91
CHHATTISGARH,BASTAR,2019,3,746
CHHATTISGARH,NARAYANPUR,2017,10,0
CHHATTISGARH,NARAYANPUR,2017,11,0
CHHATTISGARH,NARAYANPUR,2017,12,0
CHHATTISGARH,NARAYANPUR,2018,1,1680
CHHATTISGARH,NARAYANPUR,2018,2,581
CHHATTISGARH,NARAYANPUR,2018,3,139
CHHATTISGARH,NARAYANPUR,2018,4,616
CHHATTISGARH,NARAYANPUR,2018,5,429
CHHATTISGARH,NARAYANPUR,2018,6,810
CHHATTISGARH,NARAYANPUR,2018,7,788
CHHATTISGARH,NARAYANPUR,2018,8,337
CHHATTISGARH,NARAYANPUR,2018,9,258
CHHATTISGARH,NARAYANPUR,2018,10,1054
CHHATTISGARH,NARAYANPUR,2018,11,194
CHHATTISGARH,NARAYANPUR,2018,12,1151
CHHATTISGARH,NARAYANPUR,2019,1,567
CHHATTISGARH,NARAYANPUR,2019,2,377
CHHATTISGARH,NARAYANPUR,2019,3,1193
CHHATTISGARH,DANTEWADA,2017,10,0
CHHATTISGARH,DANTEWADA,2017,11,0
CHHATTISGARH,DANTEWADA,2017,12,0
CHHATTISGARH,DANTEWADA,2018,1,2428
CHHATTISGARH,DANTEWADA,2018,2,2193
CHHATTISGARH,DANTEWADA,2018,3,941
CHHATTISGARH,DANTEWADA,2018,4,2678
CHHATTISGARH,DANTEWADA,2018,5,1461
CHHATTISGARH,DANTEWADA,2018,6,2424
CHHATTISGARH,DANTEWADA,2018,7,5144
CHHATTISGARH,DANTEWADA,2018,8,2053
CHHATTISGARH,DANTEWADA,2018,9,895
CHHATTISGARH,DANTEWADA,2018,10,2661
CHHATTISGARH,DANTEWADA,2018,11,716
CHHATTISGARH,DANTEWADA,2018,12,460
CHHATTISGARH,DANTEWADA,2019,1,721
CHHATTISGARH,DANTEWADA,2019,2,629
CHHATTISGARH,DANTEWADA,2019,3,986
CHHATTISGARH,BIJAPUR,2017,10,0
CHHATTISGARH,BIJAPUR,2017,11,0
CHHATTISGARH,BIJAPUR,2017,12,0
CHHATTISGARH,BIJAPUR,2018,1,1134
CHHATTISGARH,BIJAPUR,2018,2,1324
CHHATTISGARH,BIJAPUR,2018,3,859
CHHATTISGARH,BIJAPUR,2018,4,596
CHHATTISGARH,BIJAPUR,2018,5,894
CHHATTISGARH,BIJAPUR,2018,6,885
CHHATTISGARH,BIJAPUR,2018,7,1978
CHHATTISGARH,BIJAPUR,2018,8,937
CHHATTISGARH,BIJAPUR,2018,9,281
CHHATTISGARH,BIJAPUR,2018,10,2044
CHHATTISGARH,BIJAPUR,2018,11,760
CHHATTISGARH,BIJAPUR,2018,12,2283
CHHATTISGARH,BIJAPUR,2019,1,79
CHHATTISGARH,BIJAPUR,2019,2,424
CHHATTISGARH,BIJAPUR,2019,3,871
CHHATTISGARH,SUKMA,2017,10,0
CHHATTISGARH,SUKMA,2017,11,0
CHHATTISGARH,SUKMA,2017,12,0
CHHATTISGARH,SUKMA,2018,1,479
CHHATTISGARH,SUKMA,2018,2,725
CHHATTISGARH,SUKMA,2018,3,262
CHHATTISGARH,SUKMA,2018,4,908
CHHATTISGARH,SUKMA,2018,5,368
CHHATTISGARH,SUKMA,2018,6,851
CHHATTISGARH,SUKMA,2018,7,2827
CHHATTISGARH,SUKMA,2018,8,2010
CHHATTISGARH,SUKMA,2018,9,1207
CHHATTISGARH,SUKMA,2018,10,2339
CHHATTISGARH,SUKMA,2018,11,1797
CHHATTISGARH,SUKMA,2018,12,660
CHHATTISGARH,SUKMA,2019,1,1849
CHHATTISGARH,SUKMA,2019,2,46
CHHATTISGARH,SUKMA,2019,3,814
CHHATTISGARH,KONDAGAON,2017,10,0
CHHATTISGARH,KONDAGAON,2017,11,0
CHHATTISGARH,KONDAGAON,2017,12,0
CHHATTISGARH,KONDAGAON,2018,1,2786
CHHATTISGARH,KONDAGAON,2018,2,2324
CHHATTISGARH,KONDAGAON,2018,3,1513
CHHATTISGARH,KONDAGAON,2018,4,1508
CHHATTISGARH,KONDAGAON,2018,5,1252
CHHATTISGARH,KONDAGAON,2018,6,1550
CHHATTISGARH,KONDAGAON,2018,7,2130
CHHATTISGARH,KONDAGAON,2018,8,1149
CHHATTISGARH,KONDAGAON,2018,9,854
CHHATTISGARH,KONDAGAON,2018,10,2233
CHHATTISGARH,KONDAGAON,2018,11,418
CHHATTISGARH,KONDAGAON,2018,12,271
CHHATTISGARH,KONDAGAON,2019,1,787
CHHATTISGARH,KONDAGAON,2019,2,384
CHHATTISGARH,KONDAGAON,2019,3,471
CHHATTISGARH,BALODA BAJAR,2017,10,0
CHHATTISGARH,BALODA BAJAR,2017,11,1
CHHATTISGARH,BALODA BAJAR,2017,12,0
CHHATTISGARH,BALODA BAJAR,2018,1,1907
CHHATTISGARH,BALODA BAJAR,2018,2,5325
CHHATTISGARH,BALODA BAJAR,2018,3,4688
CHHATTISGARH,BALODA BAJAR,2018,4,5066
CHHATTISGARH,BALODA BAJAR,2018,5,4987
CHHATTISGARH,BALODA BAJAR,2018,6,5640
CHHATTISGARH,BALODA BAJAR,2018,7,3330
CHHATTISGARH,BALODA BAJAR,2018,8,1675
CHHATTISGARH,BALODA BAJAR,2018,9,1443
CHHATTISGARH,BALODA BAJAR,2018,10,1875
CHHATTISGARH,BALODA BAJAR,2018,11,788
CHHATTISGARH,BALODA BAJAR,2018,12,802
CHHATTISGARH,BALODA BAJAR,2019,1,837
CHHATTISGARH,BALODA BAJAR,2019,2,1036
CHHATTISGARH,BALODA BAJAR,2019,3,1462
CHHATTISGARH,GARIYABANDH,2017,10,0
CHHATTISGARH,GARIYABANDH,2017,11,0
CHHATTISGARH,GARIYABANDH,2017,12,0
CHHATTISGARH,GARIYABANDH,2018,1,867
CHHATTISGARH,GARIYABANDH,2018,2,2121
CHHATTISGARH,GARIYABANDH,2018,3,2450
CHHATTISGARH,GARIYABANDH,2018,4,5206
CHHATTISGARH,GARIYABANDH,2018,5,4326
CHHATTISGARH,GARIYABANDH,2018,6,3257
CHHATTISGARH,GARIYABANDH,2018,7,1503
CHHATTISGARH,GARIYABANDH,2018,8,880
CHHATTISGARH,GARIYABANDH,2018,9,584
CHHATTISGARH,GARIYABANDH,2018,10,2690
CHHATTISGARH,GARIYABANDH,2018,11,3286
CHHATTISGARH,GARIYABANDH,2018,12,1707
CHHATTISGARH,GARIYABANDH,2019,1,1102
CHHATTISGARH,GARIYABANDH,2019,2,1289
CHHATTISGARH,GARIYABANDH,2019,3,872
CHHATTISGARH,BEMETARA,2017,10,0
CHHATTISGARH,BEMETARA,2017,11,0
CHHATTISGARH,BEMETARA,2017,12,0
CHHATTISGARH,BEMETARA,2018,1,3131
CHHATTISGARH,BEMETARA,2018,2,2324
CHHATTISGARH,BEMETARA,2018,3,2227
CHHATTISGARH,BEMETARA,2018,4,5074
CHHATTISGARH,BEMETARA,2018,5,5478
CHHATTISGARH,BEMETARA,2018,6,4267
CHHATTISGARH,BEMETARA,2018,7,2411
CHHATTISGARH,BEMETARA,2018,8,1164
CHHATTISGARH,BEMETARA,2018,9,790
CHHATTISGARH,BEMETARA,2018,10,1041
CHHATTISGARH,BEMETARA,2018,11,587
CHHATTISGARH,BEMETARA,2018,12,242
CHHATTISGARH,BEMETARA,2019,1,207
CHHATTISGARH,BEMETARA,2019,2,1379
CHHATTISGARH,BEMETARA,2019,3,656
CHHATTISGARH,BALOD,2017,10,0
CHHATTISGARH,BALOD,2017,11,0
CHHATTISGARH,BALOD,2017,12,0
CHHATTISGARH,BALOD,2018,1,2126
CHHATTISGARH,BALOD,2018,2,1209
CHHATTISGARH,BALOD,2018,3,1051
CHHATTISGARH,BALOD,2018,4,3947
CHHATTISGARH,BALOD,2018,5,2758
CHHATTISGARH,BALOD,2018,6,928
CHHATTISGARH,BALOD,2018,7,99
CHHATTISGARH,BALOD,2018,8,7
CHHATTISGARH,BALOD,2018,9,132
CHHATTISGARH,BALOD,2018,10,553
CHHATTISGARH,BALOD,2018,11,46
CHHATTISGARH,BALOD,2018,12,25
CHHATTISGARH,BALOD,2019,1,317
CHHATTISGARH,BALOD,2019,2,1254
CHHATTISGARH,BALOD,2019,3,1990
CHHATTISGARH,MUNGELI,2017,10,0
CHHATTISGARH,MUNGELI,2017,11,0
CHHATTISGARH,MUNGELI,2017,12,0
CHHATTISGARH,MUNGELI,2018,1,1703
CHHATTISGARH,MUNGELI,2018,2,1406
CHHATTISGARH,MUNGELI,2018,3,1367
CHHATTISGARH,MUNGELI,2018,4,2384
CHHATTISGARH,MUNGELI,2018,5,2829
CHHATTISGARH,MUNGELI,2018,6,2440
CHHATTISGARH,MUNGELI,2018,7,1249
CHHATTISGARH,MUNGELI,2018,8,1139
CHHATTISGARH,MUNGELI,2018,9,1189
CHHATTISGARH,MUNGELI,2018,10,2933
CHHATTISGARH,MUNGELI,2018,11,3266
CHHATTISGARH,MUNGELI,2018,12,1919
CHHATTISGARH,MUNGELI,2019,1,712
CHHATTISGARH,MUNGELI,2019,2,588
CHHATTISGARH,MUNGELI,2019,3,888
CHHATTISGARH,SURAJPUR,2017,10,0
CHHATTISGARH,SURAJPUR,2017,11,0
CHHATTISGARH,SURAJPUR,2017,12,0
CHHATTISGARH,SURAJPUR,2018,1,2021
CHHATTISGARH,SURAJPUR,2018,2,2446
CHHATTISGARH,SURAJPUR,2018,3,2037
CHHATTISGARH,SURAJPUR,2018,4,4388
CHHATTISGARH,SURAJPUR,2018,5,3360
CHHATTISGARH,SURAJPUR,2018,6,5165
CHHATTISGARH,SURAJPUR,2018,7,2190
CHHATTISGARH,SURAJPUR,2018,8,775
CHHATTISGARH,SURAJPUR,2018,9,1656
CHHATTISGARH,SURAJPUR,2018,10,4532
CHHATTISGARH,SURAJPUR,2018,11,4215
CHHATTISGARH,SURAJPUR,2018,12,945
CHHATTISGARH,SURAJPUR,2019,1,1143
CHHATTISGARH,SURAJPUR,2019,2,990
CHHATTISGARH,SURAJPUR,2019,3,710
CHHATTISGARH,BALRAMPUR,2017,10,0
CHHATTISGARH,BALRAMPUR,2017,11,0
CHHATTISGARH,BALRAMPUR,2017,12,0
CHHATTISGARH,BALRAMPUR,2018,1,1321
CHHATTISGARH,BALRAMPUR,2018,2,839
CHHATTISGARH,BALRAMPUR,2018,3,550
CHHATTISGARH,BALRAMPUR,2018,4,1522
CHHATTISGARH,BALRAMPUR,2018,5,1582
CHHATTISGARH,BALRAMPUR,2018,6,3236
CHHATTISGARH,BALRAMPUR,2018,7,4446
CHHATTISGARH,BALRAMPUR,2018,8,4509
CHHATTISGARH,BALRAMPUR,2018,9,6051
CHHATTISGARH,BALRAMPUR,2018,10,7953
CHHATTISGARH,BALRAMPUR,2018,11,5424
CHHATTISGARH,BALRAMPUR,2018,12,2309
CHHATTISGARH,BALRAMPUR,2019,1,1102
CHHATTISGARH,BALRAMPUR,2019,2,682
CHHATTISGARH,BALRAMPUR,2019,3,2632
GUJARAT,KACHCHH,2017,10,154
GUJARAT,KACHCHH,2017,11,162
GUJARAT,KACHCHH,2017,12,0
GUJARAT,KACHCHH,2018,1,51
GUJARAT,KACHCHH,2018,2,0
GUJARAT,KACHCHH,2018,3,0
GUJARAT,KACHCHH,2018,4,0
GUJARAT,KACHCHH,2018,5,0
GUJARAT,KACHCHH,2018,6,0
GUJARAT,KACHCHH,2018,7,0
GUJARAT,KACHCHH,2018,8,0
GUJARAT,KACHCHH,2018,9,0
GUJARAT,KACHCHH,2018,10,0
