"StatVar","Units","observationPeriods","MinDate","ScalingFactors","MeasurementMethods","NumPlaces"
"worldBank/UIS_UAPP_23_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","165"
"worldBank/ER_FST_DFST_ZG","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","72"
"worldBank/SE_SCH_LIFE_MA","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","199"
"worldBank/BAR_PRM_SCHL_2529_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/AG_LND_TOTL_UR_K2","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","219"
"worldBank/per_lm_alllm_cov_q5_tot","[]","[P1Y]","2002","[]","[WorldBank_WDI_CSV]","68"
"worldBank/BAR_TER_CMPT_4044_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_ADT_1524_LT_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","176"
"worldBank/SL_AGR_EMPL_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/PRJ_ATT_2529_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BI_PWK_PRVS_FE_Q3_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","113"
"worldBank/BAR_SEC_CMPT_4044_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SH_DTH_STLB","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","200"
"worldBank/SP_URB_TOTL_MA_ZS","[Percent]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","197"
"worldBank/UIS_GGR_2","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","145"
"worldBank/DC_ODA_COMM_SA_CD","[USDollar]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","32"
"worldBank/UIS_GTVP_2_GPV","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","213"
"worldBank/UIS_REPR_1_G6_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","135"
"worldBank/ENF_CONT_COEN_CTFE_PR","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","213"
"worldBank/PRJ_ATT_2529_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_REPR_1_G6_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","137"
"worldBank/SH_DTH_COMM_1559_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/EN_ATM_CO2E_GF_KT","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","211"
"worldBank/SL_UEM_TOTL_MA_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","212"
"worldBank/GC_XPN_INTP_RV_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","164"
"worldBank/EG_ELC_ACCS_UR_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","218"
"worldBank/UIS_R_1_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","199"
"worldBank/BAR_PRM_ICMP_5559_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SEC_CMPT_5559_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_TOTL_SP_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/1_2_ACCESS_ELECTRICITY_RURAL","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","207"
"worldBank/PRJ_ATT_2024_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GFDD_OM_01","[]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","105"
"worldBank/UIS_SAP_1_G1_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","214"
"worldBank/GFDD_OM_02","[]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","87"
"worldBank/PRJ_ATT_2024_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SL_ISV_IFRM_MA_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","88"
"worldBank/SE_TER_CUAT_DO_FE_ZS","[Percent]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","131"
"worldBank/UIS_FOSEP_56_F200","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","157"
"worldBank/SL_UEM_ADVN_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","187"
"worldBank/SL_TLF_PART_ZS","[Percent]","[P1Y]","1976","[]","[WorldBank_WDI_CSV]","181"
"worldBank/SH_DTH_COMM_0004_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/SP_DYN_LE60_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","216"
"worldBank/NY_GSR_NFCY_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","28"
"worldBank/UIS_SLE_123","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/SE_PRM_PRS5_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","179"
"worldBank/SE_TER_CUAT_MS_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","170"
"worldBank/PRJ_ATT_80UP_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_ICMP_4549_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DC_ODA_TLDC_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","32"
"worldBank/SE_TER_CUAT_BA_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","188"
"worldBank/UIS_XUNIT_USCONST_3_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","127"
"worldBank/SL_UEM_1524_FM_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/SE_TER_GRAD_FE_SC_ZS","[Percent]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_SAP_1_G1_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","214"
"worldBank/SP_DYN_IMRT_MA_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/SH_DTH_INJR_60UP_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/UIS_E_1_G2_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","232"
"worldBank/SG_TIM_UWRK_FE","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","90"
"worldBank/BAR_TER_SCHL_5054_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NE_GDI_FTOT_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","181"
"worldBank/NE_GDI_FTOT_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","185"
"worldBank/SE_ADT_1524_LT_FM_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","176"
"worldBank/NY_ADJ_DCO2_GN_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","208"
"worldBank/PRJ_POP_2529_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/IE_PPN_ENGY_CD","[USDollar]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","115"
"worldBank/NY_GNP_PCAP_CD","[USDollar]","[P1Y]","1962","[]","[WorldBank_WDI_CSV]","211"
"worldBank/HF_UHC_CONS_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/per_si_allsi_cov_q4_tot","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","118"
"worldBank/EN_ATM_METH_AG_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","213"
"worldBank/SL_UEM_BASC_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","190"
"worldBank/NY_GNP_PCAP_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/BAR_SCHL_5559","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_80UP_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_R_2_GPV_G3_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","176"
"worldBank/PRJ_POP_2529_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/FX_OWN_TOTL_OL_ZS","[Percent]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","162"
"worldBank/BAR_PRM_ICMP_5559_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_TEP_5_B_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","167"
"worldBank/4_1_SHARE_RE_IN_ELECTRICITY","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","233"
"worldBank/OECD_TSAL_3_ETOP","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","52"
"worldBank/DC_DAC_ESPL_CD","[USDollar]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","166"
"worldBank/BAR_POP_3034_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/FS_AST_CGOV_GD_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/BAR_TER_ICMP_2024_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/TX_VAL_ICTG_ZS_UN","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","195"
"worldBank/SH_DTH_IMRT_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_REPP_2_GPV_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","202"
"worldBank/PRJ_ATT_1519_NED_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_CMPT_3539_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/EN_POP_SLUM_UR_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","200"
"worldBank/PRJ_ATT_1519_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_ADJ_DFOR_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","188"
"worldBank/SH_DTH_INJR_60UP_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BI_EMP_PUBS_FE_TN_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","111"
"worldBank/FM_LBL_BMNY_GD_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","169"
"worldBank/UIS_REPR_2_GPV_G3","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","170"
"worldBank/UIS_REPR_2_GPV_G4","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","82"
"worldBank/HD_HCI_AMRT_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/EN_ATM_GHGO_KT_CE","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","208"
"worldBank/PRJ_MYS_2039_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_REPR_2_GPV_G1","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","187"
"worldBank/UIS_REPR_2_GPV_G2","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","184"
"worldBank/SP_DYN_IMRT_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_TEP_5_B_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","167"
"worldBank/SL_TLF_INTM_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","187"
"worldBank/BAR_SEC_CMPT_4549_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_OFST_3_F_CP","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","190"
"worldBank/BAR_PRM_SCHL_5054","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_DOD_DSTC_IR_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","114"
"worldBank/BM_GSR_INSF_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","203"
"worldBank/UIS_TE_100000_56","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","192"
"worldBank/SH_ANM_ALLW_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","196"
"worldBank/EN_ATM_PM25_MC_T2_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","194"
"worldBank/UIS_E_2_GPV_G1_T","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","205"
"worldBank/SH_STA_OWAD_FE_ZS","[Percent]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_XUNIT_US_23_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","156"
"worldBank/SH_STA_MMRT","[]","[P1Y]","1985","[]","[WorldBank_WDI_CSV]","198"
"worldBank/BAR_SCHL_15UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NE_IMP_GNFS_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","179"
"worldBank/DT_NFL_UNCR_CD","[USDollar]","[P1Y]","1969","[]","[WorldBank_WDI_CSV]","143"
"worldBank/BAR_SEC_ICMP_3034_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_E_2_GPV_G1_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","205"
"worldBank/UIS_E_0_PU_T","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","173"
"worldBank/NE_IMP_GNFS_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/PRJ_POP_2024_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_NFL_IFAD_CD","[USDollar]","[P1Y]","1979","[]","[WorldBank_WDI_CSV]","130"
"worldBank/MS_MIL_TOTL_TF_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","176"
"worldBank/ENF_CONT_COEN_ATFE_PR","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","213"
"worldBank/SL_UEM_BASC_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","190"
"worldBank/5_51_01_08_primcomp","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/SH_PRV_SMOK","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","174"
"worldBank/BN_RES_INCL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","196"
"worldBank/BAR_PRM_ICMP_2529_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_POP_2529_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/BAR_TER_CMPT_4044_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_ALL_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BI_PWK_PRVS_FE_Q4_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","114"
"worldBank/PRJ_POP_ALL_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_SCHL_7074_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_POP_6569_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/BAR_TER_ICMP_3034_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_TER_SCHL_1519_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_2024_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/2_01_01_02_nabase","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/BX_GRT_TECH_CD_WD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/PRJ_ATT_60UP_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_GNP_ATLS_CD","[USDollar]","[P1Y]","1962","[]","[WorldBank_WDI_CSV]","211"
"worldBank/BAR_NOED_4044_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SCHL_5559_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/ER_H2O_FWTL_K3","[]","[P1Y]","1962","[]","[WorldBank_WDI_CSV]","185"
"worldBank/PRJ_ATT_60UP_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_2529_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_SCHL_6064","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2529_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/AG_PRD_CREL_MT","[MetricTon]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","186"
"worldBank/PRJ_MYS_2064_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SCHL_2529","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_NFL_FAOG_CD","[USDollar]","[P1Y]","2013","[]","[WorldBank_WDI_CSV]","142"
"worldBank/CM_MKT_INDX_ZG","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","84"
"worldBank/PRJ_POP_ALL_1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_XUNIT_PPP_23_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","150"
"worldBank/AG_LND_AGRI_K2","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","214"
"worldBank/UIS_SLEN_12_F","[]","[P1Y]","1985","[]","[WorldBank_EdStats_CSV]","200"
"worldBank/UIS_SLEN_12_M","[]","[P1Y]","1985","[]","[WorldBank_EdStats_CSV]","200"
"worldBank/UIS_GTVP_4_V","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","142"
"worldBank/BAR_TER_SCHL_5559_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SH_STA_SUIC_P5","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/DC_DAC_NLDL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","173"
"worldBank/NY_ADJ_DCO2_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","209"
"worldBank/NE_CON_PCAP_PP_CD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","190"
"worldBank/EN_ATM_HFCG_KT_CE","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","142"
"worldBank/GC_TAX_GSRV_VA_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","157"
"worldBank/PRJ_POP_ALL_1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_SLEN_12_T","[]","[P1Y]","1985","[]","[WorldBank_EdStats_CSV]","202"
"worldBank/BAR_SEC_CMPT_3034_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BN_CAB_XOKA_GD_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/BAR_POP_3034","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NE_GDI_TOTL_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","187"
"worldBank/UIS_REPP_2_GPV_G3_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","171"
"worldBank/UIS_R_1_G3_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","193"
"worldBank/NE_GDI_TOTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","191"
"worldBank/CC_STD_ERR","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/PRJ_ATT_4064_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_4064_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_2024_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SL_UEM_INTM_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","191"
"worldBank/SP_POP_5054_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/FR_INR_LNDP","[]","[P1Y]","1967","[]","[WorldBank_WDI_CSV]","142"
"worldBank/UIS_REPP_2_GPV_G3_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","170"
"worldBank/PRJ_ATT_ALL_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_2529_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_EA_2T6_AG25T99","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","160"
"worldBank/UIS_ROFSPPT_1_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","133"
"worldBank/UIS_NER_1_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","214"
"worldBank/UIS_SLE_23_GPI","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","203"
"worldBank/BM_GSR_GNFS_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/PRJ_ATT_ALL_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_ROFSPPT_1_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","133"
"worldBank/NY_ADJ_NNAT_CD","[USDollar]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","177"
"worldBank/SH_HIV_KNOW_MA_ZS","[Percent]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","88"
"worldBank/BX_PEF_TOTL_CD_WD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/UIS_SLE_123_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","206"
"worldBank/BAR_PRM_SCHL_3034_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_AIR_2_GPV","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","186"
"worldBank/HD_HCI_LAYS","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/PRJ_ATT_15UP_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_SLE_123_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","206"
"worldBank/BAR_PRM_SCHL_75UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_15UP_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GFDD_DI_09","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","164"
"worldBank/UIS_NE_1_ECD","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","114"
"worldBank/DC_DAC_FRAL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/UIS_SLEN_12_GPI","[]","[P1Y]","1985","[]","[WorldBank_EdStats_CSV]","200"
"worldBank/EN_POP_DNST","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","220"
"worldBank/UIS_NERT_1_GPI","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","200"
"worldBank/GFDD_DI_05","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","185"
"worldBank/HD_HCI_AMRT_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/GFDD_DI_06","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","182"
"worldBank/GFDD_DI_07","[]","[P1Y]","1993","[]","[WorldBank_WDI_CSV]","81"
"worldBank/GFDD_DI_08","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","184"
"worldBank/NY_ADJ_DFOR_GN_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","190"
"worldBank/BAR_SEC_SCHL_1519_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_POP_6569","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NY_GNP_MKTP_KD_ZG","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","173"
"worldBank/UIS_SLE_12","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","207"
"worldBank/UIS_REPR_1_G1_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","188"
"worldBank/UIS_FOSEP_56_F600","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","147"
"worldBank/UIS_R_2_GPV","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","199"
"worldBank/SP_POP_AG02_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","217"
"worldBank/UIS_REPR_1_G1_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","188"
"worldBank/5_13_01_01_who","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/GFDD_DI_12","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/GFDD_DI_13","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","95"
"worldBank/GFDD_DI_14","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","186"
"worldBank/SH_DTH_IMRT_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/HF_UHC_NOP3_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/UIS_FEP_56_FOREIGN","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","157"
