"StatVar","Units","observationPeriods","MinDate","ScalingFactors","MeasurementMethods","NumPlaces"
"worldBank/per_si_allsi_cov_q3_tot","[]","[P1Y]","1999","[]","[WorldBank_WDI_CSV]","118"
"worldBank/UIS_E_1_G4_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","231"
"worldBank/UIS_FOSGP_56_F140_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","138"
"worldBank/SE_SEC_CMPT_LO_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","199"
"worldBank/DT_TDS_DECT_EX_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","122"
"worldBank/BAR_NOED_2024_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_2024_2_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/FP_CPI_TOTL","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","192"
"worldBank/PRJ_ATT_2024_2_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BI_EMP_FRML_PB_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","103"
"worldBank/SE_PRM_TENR","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","201"
"worldBank/BI_PWK_PUBS_SY_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","76"
"worldBank/UIS_REPR_2_GPV_F","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","182"
"worldBank/BN_TRF_CURR_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/BX_TRF_PWKR_DT_GD_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","203"
"worldBank/BAR_PRM_SCHL_2529","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_TER_SCHL_25UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_GTVP_4_GPV","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","79"
"worldBank/UIS_G_8_T","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","126"
"worldBank/BAR_SEC_ICMP_4044_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/CM_MKT_LCAP_CD","[USDollar]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","107"
"worldBank/UIS_OFST_2_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","187"
"worldBank/BAR_PRM_SCHL_15UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BG_GSR_NFSV_GD_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/NY_ADJ_AEDU_GN_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","204"
"worldBank/UIS_OFST_2_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","187"
"worldBank/EF_EFM_RANK_XD","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","149"
"worldBank/BAR_TER_CMPT_3539_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BI_PWK_PRVS_TN_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","99"
"worldBank/HF_UHC_NOP2_ZS","[Percent]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/PRJ_MYS_2039_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_SEC_SCHL_4044","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_G_8_F","[]","[P1Y]","1999","[]","[WorldBank_EdStats_CSV]","117"
"worldBank/IC_FRM_FEMM_ZS","[Percent]","[P1Y]","2007","[]","[WorldBank_WDI_CSV]","183"
"worldBank/BAR_NOED_4549_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_R_2_GPV_G1_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","194"
"worldBank/HF_UHC_OOP_CG","[]","[P1Y]","1984","[]","[WorldBank_WDI_CSV]","149"
"worldBank/UIS_XUNIT_USCONST_2_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","125"
"worldBank/UIS_NERA_1_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","214"
"worldBank/BN_KLT_DINV_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","199"
"worldBank/IP_TMK_RSCT","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BAR_NOED_3034_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_25UP_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_25UP_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SH_STA_OWGH_FE_ZS","[Percent]","[P1Y]","1986","[]","[WorldBank_WDI_CSV]","160"
"worldBank/BAR_TER_ICMP_2529_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/HD_HCI_OVRL","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/SH_DTH_INJR_0004_FE_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BAR_TER_SCHL_4044_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SEC_CMPT_75UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_POP_1564_MA_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/RESLV_ISV_COPR_03_XD_DB1519","[]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","213"
"worldBank/DT_DOD_DSTC_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","122"
"worldBank/BAR_PRM_ICMP_2529_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_PRM_SCHL_6064","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_XUNIT_PPP_1_FSGOV","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","153"
"worldBank/DT_NFL_UNPB_CD","[USDollar]","[P1Y]","2007","[]","[WorldBank_WDI_CSV]","74"
"worldBank/SH_DTH_NCOM_1559_MA_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_MYS_25UP_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_NOED_4044_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_15UP_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_15UP_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_1519_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BM_KLT_DINV_WD_GD_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","201"
"worldBank/BAR_SEC_CMPT_3034_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BX_GSR_FCTY_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","204"
"worldBank/SE_XPD_PRIM_PC_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","176"
"worldBank/SH_STA_WAST_ZS","[Percent]","[P1Y]","1983","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_NFL_IAEA_CD","[USDollar]","[P1Y]","2006","[]","[WorldBank_WDI_CSV]","123"
"worldBank/IT_MLT_MAIN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","217"
"worldBank/CM_MKT_LDOM_NO","[]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","110"
"worldBank/NE_CON_PRVT_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","180"
"worldBank/VC_IHR_PSRC_FE_P5","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","154"
"worldBank/BAR_PRM_SCHL_4549_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_TER_ENRR_FE","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","207"
"worldBank/SE_SEC_ENRR_MA","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","211"
"worldBank/IT_NET_BBND","[]","[P1Y]","1998","[]","[WorldBank_WDI_CSV]","212"
"worldBank/NE_CON_PRVT_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","185"
"worldBank/per_lm_alllm_cov_q4_tot","[]","[P1Y]","2002","[]","[WorldBank_WDI_CSV]","68"
"worldBank/PRJ_ATT_2064_4_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SL_TLF_ACTI_1524_ZS","[Percent]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","191"
"worldBank/RESLV_ISV_ROPC_03_XD_DB1519","[]","[P1Y]","2003","[]","[WorldBank_WDI_CSV]","213"
"worldBank/SH_STA_OB18_FE_ZS","[Percent]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","197"
"worldBank/DC_DAC_PRTL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","145"
"worldBank/PRJ_ATT_ALL_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SH_DYN_MORT_FE","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/PRJ_ATT_2064_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/NY_ADJ_SVNG_CD","[USDollar]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","160"
"worldBank/NE_CON_PRVT_PP_CD","[USDollar]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","191"
"worldBank/PRJ_ATT_2064_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GC_REV_SOCL_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","125"
"worldBank/BI_WAG_PUBS_FM_MD","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","115"
"worldBank/UIS_PTRHC_56","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","193"
"worldBank/BAR_SCHL_75UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_POP_75UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_TER_SCHL_6064","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_SCHL_5054_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_R_1_G5_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","176"
"worldBank/UIS_E_3_GPV_F","[]","[P1Y]","1997","[]","[WorldBank_EdStats_CSV]","227"
"worldBank/BAR_NOED_75UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SP_POP_2024_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/BAR_NOED_1519_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/BAR_NOED_5054_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/AG_LND_TOTL_RU_K2","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","219"
"worldBank/UIS_E_0_T","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","198"
"worldBank/SH_DTH_MORT_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/UIS_GTVP_3_GPV","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","211"
"worldBank/NY_GNP_MKTP_PP_KD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","201"
"worldBank/SE_PRM_ENRR_MA","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","212"
"worldBank/BAR_PRM_CMPT_4549_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_NER_0_GPI","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","172"
"worldBank/UIS_E_1_G1_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","231"
"worldBank/DC_DAC_CANL_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","175"
"worldBank/SH_HIV_INCD_MA_P3","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","141"
"worldBank/UIS_REPP_2_GPV_G1_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","178"
"worldBank/BAR_SEC_ICMP_3539_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_NERA_2","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","176"
"worldBank/NY_TAX_NIND_KN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","189"
"worldBank/PRJ_POP_2529_NED_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_NERA_3","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","157"
"worldBank/UIS_E_0_F","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","196"
"worldBank/UIS_REPP_2_GPV_G1_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","177"
"worldBank/5_51_01_04_immun","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/SL_EMP_SELF_FE_ZS","[Percent]","[P1Y]","1991","[]","[WorldBank_WDI_CSV]","191"
"worldBank/IE_PPI_TELE_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","154"
"worldBank/SH_DTH_NCOM_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/UIS_XSPENDP_FDPUB_FNNONS","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","161"
"worldBank/AG_AGR_TRAC_NO","[]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","211"
"worldBank/GC_TAX_TOTL_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","161"
"worldBank/UIS_XSPENDP_FDPUB_FNS","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","167"
"worldBank/SE_PRM_CMPT_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","203"
"worldBank/PRJ_POP_ALL_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_ATT_4064_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_TRTP_0_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","105"
"worldBank/BAR_SCHL_25UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SE_TER_CUAT_ST_FE_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","184"
"worldBank/UIS_FEP_56_F140","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","154"
"worldBank/PRJ_ATT_60UP_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/FR_INR_RINR","[Percent]","[P1Y]","1961","[]","[WorldBank_WDI_CSV]","148"
"worldBank/PRJ_POP_2024_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_TRTP_0_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","120"
"worldBank/PRJ_POP_ALL_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_AIR_1_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","216"
"worldBank/NY_TRF_NCTR_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/PRJ_ATT_2529_3_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_ODA_ALLD_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","184"
"worldBank/UIS_FOSEP_56_F400","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","155"
"worldBank/SH_HIV_INCD_YG_FE_P3","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","137"
"worldBank/SE_SEC_CUAT_UP_MA_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","199"
"worldBank/UIS_EA_1T6_AG25T99_GPI","[]","[P1Y]","1995","[]","[WorldBank_EdStats_CSV]","131"
"worldBank/FB_ATM_TOTL_P5","[]","[P1Y]","2004","[]","[WorldBank_WDI_CSV]","195"
"worldBank/CM_MKT_LCAP_GD_ZS","[Percent]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","107"
"worldBank/BX_GSR_INSF_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","196"
"worldBank/PRJ_ATT_2024_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_TER_CMPT_15UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_XSPENDP_0_FDPUB_FNS","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_ATT_4064_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GC_XPN_OTHR_CN","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","153"
"worldBank/NY_TRF_NCTR_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/UIS_SAP_4_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","175"
"worldBank/UIS_OFST_3_CP","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","194"
"worldBank/BN_CAB_XOKA_CD","[USDollar]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/PRJ_ATT_ALL_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/PRJ_POP_1519_4_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_LR_AG65","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","164"
"worldBank/UIS_SAP_4_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","175"
"worldBank/PA_NUS_PPPC_RF","[]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","206"
"worldBank/PRJ_ATT_ALL_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GE_PER_RNK_UPPER","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/VC_IHR_PSRC_MA_P5","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","151"
"worldBank/2_04_01_01_excncpt","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/NY_GDP_MKTP_PP_KD","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","203"
"worldBank/NV_SRV_TOTL_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/SH_DTH_INJR_1559_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/5_51_01_02_malnut","[]","[P1Y]","2004","[]","[WorldBank_BBSC_CSV]","145"
"worldBank/UIS_AIR_2_GPV_GPI","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","184"
"worldBank/per_sa_allsa_cov_q5_tot","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","121"
"worldBank/BAR_SEC_SCHL_15UP_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_1519_4_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/HD_HCI_EYRS_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","171"
"worldBank/TX_QTY_MRCH_XD_WD","[]","[P1Y]","1980","[]","[WorldBank_WDI_CSV]","205"
"worldBank/PRJ_ATT_2529_3_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/DT_ODA_ODAT_GI_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","149"
"worldBank/BI_PWK_PUBS_SG_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","130"
"worldBank/ENF_CONT_COEN_CTSP_DB1719","[]","[P1Y]","2015","[]","[WorldBank_WDI_CSV]","213"
"worldBank/BAR_NOED_5559_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/EG_CFT_ACCS_UR_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","193"
"worldBank/UIS_XUNIT_GDPCAP_3_FSGOV","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","157"
"worldBank/BAR_TER_CMPT_4549_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_TLF_TOTL_FE_IN","[]","[P1Y]","1990","[]","[WorldBank_WDI_CSV]","191"
"worldBank/UIS_FOSGP_56_F400_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","137"
"worldBank/PRJ_POP_2024_NED_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/GFDD_OI_16a","[]","[P1Y]","2011","[]","[WorldBank_WDI_CSV]","136"
"worldBank/EN_ATM_NOXE_EG_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","212"
"worldBank/MS_MIL_XPRT_KD","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","128"
"worldBank/BM_GSR_CMCP_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","203"
"worldBank/EN_MAM_THRD_NO","[]","[P1Y]","2017","[]","[WorldBank_WDI_CSV]","219"
"worldBank/GC_TAX_YPKG_ZS","[Percent]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","159"
"worldBank/BAR_POP_3539_FE","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/SL_EMP_1524_SP_NE_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","207"
"worldBank/SP_POP_0014_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/BAR_PRM_ICMP_6569_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/GE_NO_SRC","[]","[P1Y]","1996","[]","[WorldBank_WDI_CSV]","205"
"worldBank/PRJ_POP_2024_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/HD_HCI_MORT","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","174"
"worldBank/BAR_TER_ICMP_7074_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/UIS_EA_1_AG25T99_M","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","158"
"worldBank/UIS_FOSEP_56_F140_F","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","153"
"worldBank/SH_STA_POIS_P5_FE","[]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","189"
"worldBank/BI_EMP_TOTL_PB_CK_ZS","[Percent]","[P1Y]","2000","[]","[WorldBank_WDI_CSV]","111"
"worldBank/UIS_EA_1_AG25T99_F","[]","[P1Y]","1994","[]","[WorldBank_WDI_CSV]","158"
"worldBank/PRJ_ATT_2529_3_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_FOSEP_56_F140_M","[]","[P1Y]","1998","[]","[WorldBank_EdStats_CSV]","153"
"worldBank/PRJ_ATT_2064_S1_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/UIS_MSEP_56","[]","[P1Y]","1997","[]","[WorldBank_WDI_CSV]","172"
"worldBank/PRJ_ATT_25UP_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_TER_SCHL_15UP","[]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_2529_S1_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/TX_VAL_TRVL_ZS_WT","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","202"
"worldBank/PRJ_MYS_80UP_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_PRM_ICMP_4044_FE_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/PRJ_POP_2529_S1_MA","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/CM_MKT_TRNR","[]","[P1Y]","1975","[]","[WorldBank_WDI_CSV]","106"
"worldBank/PRJ_ATT_80UP_2_FE","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
"worldBank/BAR_NOED_25UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/DT_ODA_ODAT_PC_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","174"
"worldBank/UIS_DR_2_GPV_M","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","184"
"worldBank/SH_DYN_MORT_MA","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","200"
"worldBank/SP_POP_65UP_FE_IN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","221"
"worldBank/GC_DOD_TOTL_CN","[]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","109"
"worldBank/UIS_DR_2_GPV_F","[]","[P1Y]","1970","[]","[WorldBank_EdStats_CSV]","184"
"worldBank/SP_MTR_1519_ZS","[Percent]","[P1Y]","1985","[]","[WorldBank_WDI_CSV]","88"
"worldBank/BAR_SEC_CMPT_15UP_ZS","[Percent]","[P1Y]","1995","[]","[WorldBank_WDI_CSV]","144"
"worldBank/NY_GDP_FRST_RT_ZS","[Percent]","[P1Y]","1970","[]","[WorldBank_WDI_CSV]","218"
"worldBank/NE_CON_PRVT_CN","[]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","190"
"worldBank/TX_VAL_MRCH_R5_ZS","[Percent]","[P1Y]","1960","[]","[WorldBank_WDI_CSV]","209"
"worldBank/GC_REV_XGRT_CN","[]","[P1Y]","1972","[]","[WorldBank_WDI_CSV]","162"
"worldBank/PRJ_ATT_2024_NED_MF","[]","[P1Y]","2010","[]","[WorldBank_WDI_CSV]","167"
