"MinDate","MeasurementMethods","NumPlaces","ScalingFactors","Units","observationPeriods","StatVar"
"2000","[WorldBank_WDI_CSV]","90","[]","[]","[P1Y]","worldBank/SG_TIM_UWRK_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_5054_FE"
"1960","[WorldBank_WDI_CSV]","181","[]","[]","[P1Y]","worldBank/NE_GDI_FTOT_CN"
"1960","[WorldBank_WDI_CSV]","185","[]","[USDollar]","[P1Y]","worldBank/NE_GDI_FTOT_CD"
"1970","[WorldBank_WDI_CSV]","176","[]","[Percent]","[P1Y]","worldBank/SE_ADT_1524_LT_FM_ZS"
"1970","[WorldBank_WDI_CSV]","208","[]","[Percent]","[P1Y]","worldBank/NY_ADJ_DCO2_GN_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_NED_MA"
"1984","[WorldBank_WDI_CSV]","115","[]","[USDollar]","[P1Y]","worldBank/IE_PPN_ENGY_CD"
"1962","[WorldBank_WDI_CSV]","211","[]","[USDollar]","[P1Y]","worldBank/NY_GNP_PCAP_CD"
"1970","[WorldBank_WDI_CSV]","213","[]","[Percent]","[P1Y]","worldBank/EN_ATM_METH_AG_ZS"
"1984","[WorldBank_WDI_CSV]","149","[]","[Percent]","[P1Y]","worldBank/HF_UHC_CONS_ZS"
"1999","[WorldBank_WDI_CSV]","118","[]","[]","[P1Y]","worldBank/per_si_allsi_cov_q4_tot"
"1970","[WorldBank_WDI_CSV]","190","[]","[Percent]","[P1Y]","worldBank/SL_UEM_BASC_FE_ZS"
"1960","[WorldBank_WDI_CSV]","209","[]","[]","[P1Y]","worldBank/NY_GNP_PCAP_CN"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_5559"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_S1_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_NED_MF"
"1994","[WorldBank_WDI_CSV]","176","[]","[]","[P1Y]","worldBank/UIS_R_2_GPV_G3_F"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_5559_FE_ZS"
"2011","[WorldBank_WDI_CSV]","162","[]","[Percent]","[P1Y]","worldBank/FX_OWN_TOTL_OL_ZS"
"1990","[WorldBank_WDI_CSV]","233","[]","[Percent]","[P1Y]","worldBank/4_1_SHARE_RE_IN_ELECTRICITY"
"1980","[WorldBank_WDI_CSV]","166","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_ESPL_CD"
"1999","[WorldBank_WDI_CSV]","52","[]","[]","[P1Y]","worldBank/OECD_TSAL_3_ETOP"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_ICMP_2024_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_3034_FE"
"1960","[WorldBank_WDI_CSV]","190","[]","[Percent]","[P1Y]","worldBank/FS_AST_CGOV_GD_ZS"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DTH_IMRT_FE"
"2000","[WorldBank_WDI_CSV]","195","[]","[Percent]","[P1Y]","worldBank/TX_VAL_ICTG_ZS_UN"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_1519_NED_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_3539_ZS"
"2000","[WorldBank_WDI_CSV]","200","[]","[Percent]","[P1Y]","worldBank/EN_POP_SLUM_UR_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_1519_S1_FE"
"1970","[WorldBank_WDI_CSV]","188","[]","[USDollar]","[P1Y]","worldBank/NY_ADJ_DFOR_CD"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_INJR_60UP_ZS"
"2000","[WorldBank_WDI_CSV]","111","[]","[Percent]","[P1Y]","worldBank/BI_EMP_PUBS_FE_TN_ZS"
"1960","[WorldBank_WDI_CSV]","169","[]","[Percent]","[P1Y]","worldBank/FM_LBL_BMNY_GD_ZS"
"1994","[WorldBank_WDI_CSV]","170","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G3"
"1994","[WorldBank_WDI_CSV]","82","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G4"
"2010","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/HD_HCI_AMRT_FE"
"1970","[WorldBank_WDI_CSV]","208","[]","[]","[P1Y]","worldBank/EN_ATM_GHGO_KT_CE"
"1994","[WorldBank_WDI_CSV]","187","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G1"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_MYS_2039_FE"
"1994","[WorldBank_WDI_CSV]","184","[]","[]","[P1Y]","worldBank/UIS_REPR_2_GPV_G2"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SP_DYN_IMRT_FE_IN"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_CMPT_4549_ZS"
"1970","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SL_TLF_INTM_FE_ZS"
"1994","[WorldBank_WDI_CSV]","190","[]","[]","[P1Y]","worldBank/UIS_OFST_3_F_CP"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_5054"
"1970","[WorldBank_WDI_CSV]","114","[]","[Percent]","[P1Y]","worldBank/DT_DOD_DSTC_IR_ZS"
"1960","[WorldBank_WDI_CSV]","203","[]","[Percent]","[P1Y]","worldBank/BM_GSR_INSF_ZS"
"2000","[WorldBank_WDI_CSV]","196","[]","[Percent]","[P1Y]","worldBank/SH_ANM_ALLW_ZS"
"1990","[WorldBank_WDI_CSV]","194","[]","[Percent]","[P1Y]","worldBank/EN_ATM_PM25_MC_T2_ZS"
"1975","[WorldBank_WDI_CSV]","200","[]","[Percent]","[P1Y]","worldBank/SH_STA_OWAD_FE_ZS"
"1960","[WorldBank_WDI_CSV]","179","[]","[]","[P1Y]","worldBank/NE_IMP_GNFS_KN"
"1985","[WorldBank_WDI_CSV]","198","[]","[]","[P1Y]","worldBank/SH_STA_MMRT"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_15UP"
"1969","[WorldBank_WDI_CSV]","143","[]","[USDollar]","[P1Y]","worldBank/DT_NFL_UNCR_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_ICMP_3034_ZS"
"1960","[WorldBank_WDI_CSV]","190","[]","[]","[P1Y]","worldBank/NE_IMP_GNFS_KD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2024_1_MA"
"1979","[WorldBank_WDI_CSV]","130","[]","[USDollar]","[P1Y]","worldBank/DT_NFL_IFAD_CD"
"1990","[WorldBank_WDI_CSV]","176","[]","[Percent]","[P1Y]","worldBank/MS_MIL_TOTL_TF_ZS"
"1970","[WorldBank_WDI_CSV]","190","[]","[Percent]","[P1Y]","worldBank/SL_UEM_BASC_MA_ZS"
"2011","[WorldBank_WDI_CSV]","213","[]","[]","[P1Y]","worldBank/ENF_CONT_COEN_ATFE_PR"
"2000","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/SH_PRV_SMOK"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_2529_ZS"
"1960","[WorldBank_WDI_CSV]","196","[]","[USDollar]","[P1Y]","worldBank/BN_RES_INCL_CD"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_2529_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_4044_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_NED_MF"
"2000","[WorldBank_WDI_CSV]","114","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PRVS_FE_Q4_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_NED_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_7074_FE"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_6569_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_ICMP_3034_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_1519_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2024_1_MF"
"1960","[WorldBank_WDI_CSV]","180","[]","[USDollar]","[P1Y]","worldBank/BX_GRT_TECH_CD_WD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_3_MA"
"1962","[WorldBank_WDI_CSV]","211","[]","[USDollar]","[P1Y]","worldBank/NY_GNP_ATLS_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_4044_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_5559_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_3_MF"
"1962","[WorldBank_WDI_CSV]","185","[]","[]","[P1Y]","worldBank/ER_H2O_FWTL_K3"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_1_MA"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_6064"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_1_MF"
"1961","[WorldBank_WDI_CSV]","186","[]","[MetricTon]","[P1Y]","worldBank/AG_PRD_CREL_MT"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_MYS_2064_FE"
"2013","[WorldBank_WDI_CSV]","142","[]","[USDollar]","[P1Y]","worldBank/DT_NFL_FAOG_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_2529"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_1_MA"
"1990","[WorldBank_WDI_CSV]","84","[]","[]","[P1Y]","worldBank/CM_MKT_INDX_ZG"
"1961","[WorldBank_WDI_CSV]","214","[]","[]","[P1Y]","worldBank/AG_LND_AGRI_K2"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_TER_SCHL_5559_FE"
"1998","[WorldBank_WDI_CSV]","142","[]","[]","[P1Y]","worldBank/UIS_GTVP_4_V"
"2000","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/SH_STA_SUIC_P5"
"1990","[WorldBank_WDI_CSV]","189","[]","[]","[P1Y]","worldBank/NE_CON_PCAP_PP_CD"
"1970","[WorldBank_WDI_CSV]","209","[]","[USDollar]","[P1Y]","worldBank/NY_ADJ_DCO2_CD"
"1960","[WorldBank_WDI_CSV]","173","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_NLDL_CD"
"1990","[WorldBank_WDI_CSV]","142","[]","[]","[P1Y]","worldBank/EN_ATM_HFCG_KT_CE"
"1972","[WorldBank_WDI_CSV]","157","[]","[Percent]","[P1Y]","worldBank/GC_TAX_GSRV_VA_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_ALL_1_MF"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_CMPT_3034_FE_ZS"
"1960","[WorldBank_WDI_CSV]","200","[]","[Percent]","[P1Y]","worldBank/BN_CAB_XOKA_GD_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_3034"
"1960","[WorldBank_WDI_CSV]","187","[]","[]","[P1Y]","worldBank/NE_GDI_TOTL_CN"
"1996","[WorldBank_WDI_CSV]","205","[]","[]","[P1Y]","worldBank/CC_STD_ERR"
"1960","[WorldBank_WDI_CSV]","191","[]","[USDollar]","[P1Y]","worldBank/NE_GDI_TOTL_CD"
"1994","[WorldBank_WDI_CSV]","193","[]","[]","[P1Y]","worldBank/UIS_R_1_G3_F"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_2_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2024_4_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_4064_2_MA"
"1970","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_UEM_INTM_FE_ZS"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_5054_FE"
"1967","[WorldBank_WDI_CSV]","142","[]","[]","[P1Y]","worldBank/FR_INR_LNDP"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_ALL_2_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_2529_2_FE"
"1994","[WorldBank_WDI_CSV]","160","[]","[]","[P1Y]","worldBank/UIS_EA_2T6_AG25T99"
"1994","[WorldBank_WDI_CSV]","203","[]","[]","[P1Y]","worldBank/UIS_SLE_23_GPI"
"1960","[WorldBank_WDI_CSV]","204","[]","[USDollar]","[P1Y]","worldBank/BM_GSR_GNFS_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_ALL_2_MA"
"1996","[WorldBank_WDI_CSV]","88","[]","[Percent]","[P1Y]","worldBank/SH_HIV_KNOW_MA_ZS"
"1970","[WorldBank_WDI_CSV]","177","[]","[USDollar]","[P1Y]","worldBank/NY_ADJ_NNAT_CD"
"1960","[WorldBank_WDI_CSV]","190","[]","[USDollar]","[P1Y]","worldBank/BX_PEF_TOTL_CD_WD"
"1994","[WorldBank_WDI_CSV]","206","[]","[]","[P1Y]","worldBank/UIS_SLE_123_M"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_3034_FE"
"2010","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/HD_HCI_LAYS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_4_MA"
"1994","[WorldBank_WDI_CSV]","206","[]","[]","[P1Y]","worldBank/UIS_SLE_123_F"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_PRM_SCHL_75UP"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_4_MF"
"1990","[WorldBank_WDI_CSV]","164","[]","[]","[P1Y]","worldBank/GFDD_DI_09"
"1960","[WorldBank_WDI_CSV]","180","[]","[USDollar]","[P1Y]","worldBank/DC_DAC_FRAL_CD"
"1961","[WorldBank_WDI_CSV]","220","[]","[]","[P1Y]","worldBank/EN_POP_DNST"
"1994","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/UIS_NERT_1_GPI"
"1960","[WorldBank_WDI_CSV]","185","[]","[]","[P1Y]","worldBank/GFDD_DI_05"
"2010","[WorldBank_WDI_CSV]","174","[]","[]","[P1Y]","worldBank/HD_HCI_AMRT_MA"
"1960","[WorldBank_WDI_CSV]","182","[]","[]","[P1Y]","worldBank/GFDD_DI_06"
"1993","[WorldBank_WDI_CSV]","81","[]","[]","[P1Y]","worldBank/GFDD_DI_07"
"1960","[WorldBank_WDI_CSV]","184","[]","[]","[P1Y]","worldBank/GFDD_DI_08"
"1970","[WorldBank_WDI_CSV]","190","[]","[Percent]","[P1Y]","worldBank/NY_ADJ_DFOR_GN_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_1519_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_POP_6569"
"1961","[WorldBank_WDI_CSV]","173","[]","[]","[P1Y]","worldBank/NY_GNP_MKTP_KD_ZG"
"1994","[WorldBank_WDI_CSV]","207","[]","[]","[P1Y]","worldBank/UIS_SLE_12"
"1994","[WorldBank_WDI_CSV]","188","[]","[]","[P1Y]","worldBank/UIS_REPR_1_G1_F"
"1994","[WorldBank_WDI_CSV]","199","[]","[]","[P1Y]","worldBank/UIS_R_2_GPV"
"1960","[WorldBank_WDI_CSV]","217","[]","[]","[P1Y]","worldBank/SP_POP_AG02_FE_IN"
"1994","[WorldBank_WDI_CSV]","188","[]","[]","[P1Y]","worldBank/UIS_REPR_1_G1_M"
"1960","[WorldBank_WDI_CSV]","186","[]","[]","[P1Y]","worldBank/GFDD_DI_12"
"1990","[WorldBank_WDI_CSV]","95","[]","[]","[P1Y]","worldBank/GFDD_DI_13"
"1960","[WorldBank_WDI_CSV]","186","[]","[]","[P1Y]","worldBank/GFDD_DI_14"
"1960","[WorldBank_WDI_CSV]","200","[]","[]","[P1Y]","worldBank/SH_DTH_IMRT_MA"
"1984","[WorldBank_WDI_CSV]","149","[]","[Percent]","[P1Y]","worldBank/HF_UHC_NOP3_ZS"
"1990","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/GFDD_DI_10"
"1980","[WorldBank_WDI_CSV]","145","[]","[]","[P1Y]","worldBank/GFDD_DI_11"
"1961","[WorldBank_WDI_CSV]","187","[]","[]","[P1Y]","worldBank/ER_H2O_INTR_PC"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_1519_NED_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_NED_MF"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_NED_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_1519_NED_MF"
"1990","[WorldBank_WDI_CSV]","216","[]","[Percent]","[P1Y]","worldBank/EG_FEC_RNEW_ZS"
"1960","[WorldBank_WDI_CSV]","169","[]","[]","[P1Y]","worldBank/NE_GDI_FTOT_KN"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_COMM_FE_ZS"
"1960","[WorldBank_WDI_CSV]","209","[]","[Percent]","[P1Y]","worldBank/TX_VAL_MRCH_OR_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_7074_FE_ZS"
"1960","[WorldBank_WDI_CSV]","178","[]","[]","[P1Y]","worldBank/NE_GDI_FTOT_KD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_2024_ZS"
"2000","[WorldBank_WDI_CSV]","113","[]","[Percent]","[P1Y]","worldBank/BI_PWK_PUBS_FE_Q5_ZS"
"1961","[WorldBank_WDI_CSV]","218","[]","[]","[P1Y]","worldBank/NY_GDP_MKTP_KD_ZG"
"1960","[WorldBank_WDI_CSV]","186","[]","[]","[P1Y]","worldBank/GFDD_DI_01"
"1960","[WorldBank_WDI_CSV]","186","[]","[]","[P1Y]","worldBank/GFDD_DI_02"
"1960","[WorldBank_WDI_CSV]","83","[]","[]","[P1Y]","worldBank/GFDD_DI_03"
"1960","[WorldBank_WDI_CSV]","182","[]","[]","[P1Y]","worldBank/GFDD_DI_04"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_SEC_ICMP_6569_FE_ZS"
"1972","[WorldBank_WDI_CSV]","161","[]","[Percent]","[P1Y]","worldBank/GC_XPN_COMP_ZS"
"1960","[WorldBank_WDI_CSV]","148","[]","[Percent]","[P1Y]","worldBank/FR_INR_LEND"
"2000","[WorldBank_WDI_CSV]","121","[]","[]","[P1Y]","worldBank/per_sa_allsa_cov_q4_tot"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_4_FE"
"2011","[WorldBank_WDI_CSV]","162","[]","[Percent]","[P1Y]","worldBank/FX_OWN_TOTL_MA_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SCHL_6064"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_NOED_2529_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_80UP_NED_MA"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2039_S1_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2529_1_FE"
"1960","[WorldBank_WDI_CSV]","209","[]","[Percent]","[P1Y]","worldBank/TX_VAL_MRCH_R3_ZS"
"1970","[WorldBank_WDI_CSV]","123","[]","[USDollar]","[P1Y]","worldBank/DT_TDS_DPPG_CD"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_60UP_3_FE"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_2_MF"
"1960","[WorldBank_WDI_CSV]","194","[]","[USDollar]","[P1Y]","worldBank/BX_GSR_CCIS_CD"
"1960","[WorldBank_WDI_CSV]","186","[]","[Percent]","[P1Y]","worldBank/NE_DAB_TOTL_ZS"
"2000","[WorldBank_WDI_CSV]","193","[]","[Percent]","[P1Y]","worldBank/EG_CFT_ACCS_ZS"
"1972","[WorldBank_WDI_CSV]","158","[]","[Percent]","[P1Y]","worldBank/GC_XPN_TRFT_ZS"
"2000","[WorldBank_WDI_CSV]","98","[]","[]","[P1Y]","worldBank/BI_WAG_PUBS_TN"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_5559_FE"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_2529"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_ICMP_6064_ZS"
"1976","[WorldBank_WDI_CSV]","181","[]","[Percent]","[P1Y]","worldBank/SL_TLF_PART_FE_ZS"
"1970","[WorldBank_WDI_CSV]","212","[]","[]","[P1Y]","worldBank/SE_SEC_ENRR"
"2000","[WorldBank_WDI_CSV]","211","[]","[Celsius]","[P1Y]","worldBank/EN_LND_LTMP_DC"
"1991","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_UEM_TOTL_FE_ZS"
"1970","[WorldBank_WDI_CSV]","201","[]","[]","[P1Y]","worldBank/SE_PRM_NENR"
"1996","[WorldBank_WDI_CSV]","205","[]","[]","[P1Y]","worldBank/GE_PER_RNK"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_PRM_CMPT_6064_ZS"
"1960","[WorldBank_WDI_CSV]","197","[]","[]","[P1Y]","worldBank/FP_CPI_TOTL_ZG"
"2000","[WorldBank_WDI_CSV]","189","[]","[Percent]","[P1Y]","worldBank/SH_DYN_NCOM_FE_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_POP_1519_2_MA"
"1985","[WorldBank_WDI_CSV]","143","[]","[Percent]","[P1Y]","worldBank/SP_M15_2024_FE_ZS"
"1991","[WorldBank_WDI_CSV]","191","[]","[Percent]","[P1Y]","worldBank/SL_EMP_WORK_MA_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[]","[P1Y]","worldBank/BAR_SEC_SCHL_15UP"
"1960","[WorldBank_WDI_CSV]","204","[]","[USDollar]","[P1Y]","worldBank/BM_TRF_PRVT_CD"
"1960","[WorldBank_WDI_CSV]","125","[]","[Percent]","[P1Y]","worldBank/EN_URB_MCTY_TL_ZS"
"1960","[WorldBank_WDI_CSV]","221","[]","[]","[P1Y]","worldBank/SP_POP_6569_FE"
"1960","[WorldBank_WDI_CSV]","221","[]","[Percent]","[P1Y]","worldBank/SP_POP_65UP_TO_ZS"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_4_FE"
"1994","[WorldBank_WDI_CSV]","190","[]","[]","[P1Y]","worldBank/UIS_ROFST_3_F_CP"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_2039_2_FE"
"1970","[WorldBank_WDI_CSV]","122","[]","[USDollar]","[P1Y]","worldBank/DT_DOD_DECT_CD"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_5054_FE_ZS"
"1995","[WorldBank_WDI_CSV]","144","[]","[Percent]","[P1Y]","worldBank/BAR_TER_CMPT_2529_FE_ZS"
"1994","[WorldBank_WDI_CSV]","198","[]","[]","[P1Y]","worldBank/UIS_SAP_CE"
"1970","[WorldBank_WDI_CSV]","122","[]","[USDollar]","[P1Y]","worldBank/DT_NFL_MOTH_CD"
"1984","[WorldBank_WDI_CSV]","149","[]","[]","[P1Y]","worldBank/HF_UHC_NOP4_CG"
"2001","[WorldBank_WDI_CSV]","156","[]","[Percent]","[P1Y]","worldBank/FD_RES_LIQU_AS_ZS"
"2000","[WorldBank_WDI_CSV]","187","[]","[Percent]","[P1Y]","worldBank/SH_DTH_NCOM_0514_MA_ZS"
"1960","[WorldBank_WDI_CSV]","209","[]","[USDollar]","[P1Y]","worldBank/TX_VAL_MRCH_WL_CD"
"1986","[WorldBank_WDI_CSV]","159","[]","[Percent]","[P1Y]","worldBank/SH_STA_MALN_FE_ZS"
"1990","[WorldBank_WDI_CSV]","219","[]","[Percent]","[P1Y]","worldBank/SG_POP_MIGR_FE_ZS"
"2004","[WorldBank_WDI_CSV]","161","[]","[]","[P1Y]","worldBank/IP_TMK_NRCT"
"1961","[WorldBank_WDI_CSV]","206","[]","[]","[P1Y]","worldBank/AG_LND_ARBL_HA"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_1"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_2"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_3"
"2010","[WorldBank_WDI_CSV]","167","[]","[]","[P1Y]","worldBank/PRJ_ATT_15UP_S1_MF"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_4"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_5"
"1995","[WorldBank_WDI_CSV]","171","[]","[]","[P1Y]","worldBank/UIS_XSPENDP_FDPUB_FNCAP"
"2011","[WorldBank_WDI_CSV]","162","[]","[]","[P1Y]","worldBank/account_t_d_6"
