sdg,dcid
FR_SAINT_QUENTIN,wikidataId/Q182744
FR_STRASBOURG,wikidataId/Q6602
FR_TOULON,wikidataId/Q44160
FR_TOULOUSE,wikidataId/Q7880
FR_TOURS,wikidataId/Q288
FR_TROYES,wikidataId/Q5489
FR_VALENCE,wikidataId/Q8848
FR_VALENCIENNES,wikidataId/Q163795
GF_NOCITI,undata-geo/C10400000
PF_NOCITI,undata-geo/C10500000
PF_FAAA_PUNAAUIA_PAPEETE,wikidataId/Q130800
TF_NOCITI,undata-geo/C10600000
DJ_NOCITI,undata-geo/C10700000
GA_NOCITI,undata-geo/C10800000
GA_LIBREVILLE,wikidataId/Q3825
GE_NOCITI,undata-geo/C10900000
GE_BATUMI,wikidataId/Q25475
GE_KUTAISI,wikidataId/Q172415
GE_TBILISI,wikidataId/Q994
GM_NOCITI,undata-geo/C11000000
PS_NOCITI,undata-geo/C11100000
PS_AL_KHALI,wikidataId/Q168225
PS_AL_QUDS_JERUSALEM,undata-geo/C11100002
PS_AN_NUSAYRAT,undata-geo/C11100003
PS_GHAZZAH,wikidataId/Q47492
PS_JANIN,wikidataId/Q374748
PS_KHAN_YUNIS,wikidataId/Q309348
PS_NABULUS,wikidataId/Q214178
PS_RAFAH,wikidataId/Q172343
DE_NOCITI,undata-geo/C11200000
DE_AACHEN,nuts/DEA21
DE_AUGSBURG,wikidataId/Q760477
DE_BAD_SODEN_AM_TAUNUS_KELKHEIM,wikidataId/Q39785
DE_BAMBERG,nuts/DE241
DE_BAYREUTH,nuts/DE242
DE_BENRATH,wikidataId/Q459769
DE_BERLIN,nuts/DE3
DE_BIELEFELD,nuts/DEA41
DE_BOCHOLT,wikidataId/Q3917
DE_BONN,nuts/DEA22
DE_BRAUNSCHWEIG,nuts/DE911
DE_BREMEN,nuts/DE501
DE_BREMERHAVEN,nuts/DE502
DE_CHEMNITZ,nuts/DED41
DE_COTTBUS,nuts/DE402
DE_DARMSTADT,nuts/DE711
DE_DELMENHORST,nuts/DE941
DE_DRESDEN,nuts/DED21
DE_DUISBURG,nuts/DEA12
DE_DUREN,wikidataId/Q1884
DE_DUSSELDORF,nuts/DEA11
DE_ERFURT,nuts/DEG01
DE_ERLANGEN,nuts/DE252
DE_ESSLINGEN_AM_NECKAR,wikidataId/Q3786
DE_FLENSBURG,nuts/DEF01
DE_FRANKFURT,nuts/DE403
DE_FRANKFURT_AM_MAIN,nuts/DE712
DE_FREIBURG_IM_BREISGAU,nuts/DE131
DE_FURTH,nuts/DE253
DE_GERA,nuts/DEG02
DE_GEVELSBERG_SCHWELM,wikidataId/Q11293
DE_GIESSEN,wikidataId/Q3874
DE_GOPPINGEN,wikidataId/Q4072
DE_GORLITZ,nuts/DED22
DE_GOTTINGEN,wikidataId/Q3033
DE_GROPELINGEN_VEGESACK,wikidataId/Q315005
DE_GUTERSLOH,wikidataId/Q3771
DE_HAGEN,nuts/DEA53
DE_HALLE,nuts/DEE02
DE_HAMBURG,nuts/DE6
DE_HAMM,nuts/DEA54
DE_HANAU,wikidataId/Q3802
DE_HANNOVER,nuts/DE921
DE_HARBURG,wikidataId/Q503226
DE_HAUNSTETTEN,undata-geo/C11200045
DE_HEIDELBERG,nuts/DE125
DE_HEILBRONN,nuts/DE117
DE_HERZOGENRATH,wikidataId/Q6916
DE_HILDESHEIM,wikidataId/Q3185
DE_INGOLSTADT,nuts/DE211
DE_ISERLOHN,wikidataId/Q1130
DE_JENA,nuts/DEG03
DE_KAISERSLAUTERN,nuts/DEB32
DE_KARLSRUHE,nuts/DE122
DE_KASSEL,nuts/DE731
DE_KEMPTEN,nuts/DE273
DE_KIEL,nuts/DEF02
DE_KOBLENZ,nuts/DEB11
DE_KOLN,undata-geo/C11200059
DE_KREFELD,nuts/DEA14
DE_LANDSHUT,nuts/DE221
DE_LEIPZIG,nuts/DED51
DE_LEVERKUSEN,nuts/DEA24
DE_LUBECK,nuts/DEF03
DE_LUDENSCHEID,wikidataId/Q3893
DE_LUDWIGSBURG,wikidataId/Q622
DE_LUNEBURG,wikidataId/Q3920
DE_LUNEN,wikidataId/Q3822
DE_LUTTEN_KLEIN,wikidataId/Q1880458
DE_MAGDEBURG,nuts/DEE03
DE_MAINZ,nuts/DEB35
DE_MANNHEIM_LUDWIGSHAFEN,nuts/DEB34
DE_MARL,wikidataId/Q3813
DE_MOERS_RHEINHAUSEN,wikidataId/Q469928
DE_MONCHENGLADBACH,nuts/DEA15
DE_MUNCHEN,nuts/DE212
DE_MUNSTER,nuts/DEA33
DE_NEUMUNSTER,nuts/DEF04
DE_NEUSS,wikidataId/Q2948
DE_OLDENBURG,nuts/DE943
DE_OSNABRUCK,nuts/DE944
DE_PADERBORN,wikidataId/Q2971
DE_PFORZHEIM,nuts/DE129
DE_PLAUEN,nuts/DED12
DE_PORZ,wikidataId/Q458242
DE_POTSDAM,nuts/DE404
DE_REGENSBURG,nuts/DE232
DE_REMSCHEID,nuts/DEA18
DE_REUTLINGEN,wikidataId/Q3085
DE_ROSENHEIM,nuts/DE213
DE_ROSTOCK,nuts/DE803
DE_RUHRGEBIET,undata-geo/C11200092
DE_RUSSELSHEIM_AM_MAIN,wikidataId/Q4031
DE_SAARBRUCKEN,wikidataId/Q1724
DE_SCHWEINFURT,nuts/DE262
DE_SINDELFINGEN,wikidataId/Q4019
DE_SOLINGEN_WUPPERTAL,nuts/DEA19
DE_STUTTGART,nuts/DE111
DE_TRIER,nuts/DEB21
DE_TUBINGEN,wikidataId/Q3806
DE_ULM_NEU_ULM,wikidataId/Q4120
DE_VAIHINGEN_MOHRINGEN,wikidataId/Q1957900
DE_WIESBADEN,nuts/DE714
DE_WOLFSBURG,nuts/DE913
DE_WURZBURG,nuts/DE263
GH_NOCITI,undata-geo/C11300000
GH_ACCRA,wikidataId/Q3761
GH_CAPE_COAST,wikidataId/Q221283
GH_KUMASI,wikidataId/Q182059
GH_TAMALE,wikidataId/Q217040
GI_NOCITI,undata-geo/C11400000
KI_NOCITI,undata-geo/C11500000
KI_SOUTH_TARAWA,undata-geo/C11500001
GR_NOCITI,undata-geo/C11600000
GR_ATHINAI,wikidataId/Q1524
GR_CHANIA,wikidataId/Q182299
GR_IOANNINA,wikidataId/Q183199
GR_IRAKLEION,wikidataId/Q160544
GR_KAVALA,wikidataId/Q187352
GR_THESSALONIKI,wikidataId/Q17151
GL_NOCITI,undata-geo/C11700000
GD_NOCITI,undata-geo/C11800000
GP_NOCITI,undata-geo/C11900000
GU_NOCITI,undata-geo/C12000000
GT_NOCITI,undata-geo/C12100000
GT_CIUDAD_DE_GUATEMALA,wikidataId/Q1555
GT_COBAN,wikidataId/Q867077
GT_ESCUINTLA,wikidataId/Q780771
GT_HUEHUETENANGO,wikidataId/Q984863
GT_JUTIAPA,wikidataId/Q1023364
GT_MAZATENANGO,wikidataId/Q1023983
GT_PUERTO_BARRIOS,wikidataId/Q991400
GT_QUETZALTENANGO,wikidataId/Q334577
GT_SAN_JUAN_SACATEPEQUEZ,wikidataId/Q127622
GT_SANTA_LUCIA_COTZUMALGUAPA,wikidataId/Q404550
GN_NOCITI,undata-geo/C12200000
GN_CONAKRY,wikidataId/Q3733
GY_NOCITI,undata-geo/C12300000
GY_GEORGETOWN,wikidataId/Q10717
HT_NOCITI,undata-geo/C12400000
HT_CAP_HAITIEN,wikidataId/Q216835
HT_GONAIVES,wikidataId/Q852550
HT_LES_CAYES,wikidataId/Q984786
HT_PETIONVILLE,wikidataId/Q1001440
HT_PORT_AU_PRINCE,wikidataId/Q34261
HT_SAINT_MARC,wikidataId/Q132189
HM_NOCITI,undata-geo/C12500000
VA_NOCITI,undata-geo/C12600000
HN_NOCITI,undata-geo/C12700000
HN_CHOLOMA,wikidataId/Q998218
HN_COMAYAGUA,wikidataId/Q679169
HN_EL_PROGRESO,wikidataId/Q2277161
HN_LA_CEIBA,wikidataId/Q916536
HN_SAN_PEDRO_SULA,wikidataId/Q274584
HN_TEGUCIGALPA,wikidataId/Q3238
HK_NOCITI,undata-geo/C12800000
HU_NOCITI,undata-geo/C12900000
HU_BUDAPEST,nuts/HU101
HU_DEBRECEN,wikidataId/Q79880
HU_ERD,wikidataId/Q193050
HU_GYOR,wikidataId/Q134494
HU_KECSKEMET,wikidataId/Q171357
HU_MISKOLC,wikidataId/Q102397
HU_NYIREGYHAZA,wikidataId/Q171223
HU_PECS,wikidataId/Q45779
HU_RAKOSLIGET,wikidataId/Q714696
HU_SZEGED,wikidataId/Q81581
HU_SZEKESFEHERVAR,wikidataId/Q130212
HU_SZOMBATHELY,wikidataId/Q42007
HU_TATABANYA,wikidataId/Q187821
HU_VESZPREM,wikidataId/Q146317
IS_NOCITI,undata-geo/C13000000
IS_REYKJAVIK,wikidataId/Q1764
IN_NOCITI,undata-geo/C13100000
IN_AHMADABAD,wikidataId/Q1070
IN_AMRITSAR,wikidataId/Q202822
IN_BAREILLY,wikidataId/Q1797378
IN_BELGAUM,wikidataId/Q270176
IN_BENGALURU,wikidataId/Q1355
IN_BERHAMPORE,wikidataId/Q633530
IN_BHIWANDI,wikidataId/Q645725
IN_BHOPAL,wikidataId/Q80989
IN_BHUBANESWAR,wikidataId/Q171771
IN_CHANDIGARH,wikidataId/Q43433
IN_COIMBATORE,wikidataId/Q15136
IN_CUTTACK,wikidataId/Q2022256
IN_DELHI,wikidataId/Q1353
IN_DHANBAD,wikidataId/Q244159
IN_GHAZIABAD,wikidataId/Q207098
IN_GUWAHATI,wikidataId/Q199605
IN_GWALIOR,wikidataId/Q2085310
IN_HINDUPUR,undata-geo/C13100018
IN_HYDERABAD,wikidataId/Q1361
IN_IMPHAL,wikidataId/Q208097
IN_ITANAGAR,wikidataId/Q41128
IN_JAIPUR,wikidataId/Q1134781
IN_JALNA,wikidataId/Q30771
IN_JODHPUR,wikidataId/Q1434965
IN_KANCHIPURAM,wikidataId/Q212332
IN_KANPUR,wikidataId/Q66568
IN_KOCHI,wikidataId/Q1800
IN_KOLKATA,wikidataId/Q1348
IN_KOTA,wikidataId/Q330531
IN_KOZHIKODE,wikidataId/Q28729
IN_LEH,wikidataId/Q230818
IN_LUCKNOW,wikidataId/Q1773416
IN_MALEGAON,wikidataId/Q580965
IN_MORENA,wikidataId/Q2341467
IN_MUMBAI,wikidataId/Q1156
IN_MYSORE,wikidataId/Q10086
IN_NAGPUR,wikidataId/Q1513
IN_NASHIK,wikidataId/Q200235
IN_NAVI_MUMBAI,wikidataId/Q61445
IN_NELLORE,wikidataId/Q61434
IN_PALI,wikidataId/Q6634626
IN_PARBHANI,wikidataId/Q1797389
IN_PATNA,wikidataId/Q100077
IN_PIMPRI_CHINCHWAD,wikidataId/Q119219
IN_PUNE,wikidataId/Q1538
IN_RUDRAPUR,wikidataId/Q2333417
IN_SHIMLA,wikidataId/Q83786
IN_SINGRAULI,wikidataId/Q2668638
IN_SITAPUR,wikidataId/Q922701
IN_SRINAGAR,wikidataId/Q170115
IN_SURAT,wikidataId/Q4629
IN_TADIPATRI,wikidataId/Q2336339
IN_TENALI,wikidataId/Q1929712
IN_THOOTHUKKUDI,wikidataId/Q41562
IN_TIRUNELVELI,wikidataId/Q15200
IN_TUMKUR,wikidataId/Q911310
IN_VIJAYAWADA,wikidataId/Q200017
IN_VISAKHAPATNAM,wikidataId/Q200016
IN_WARANGAL,wikidataId/Q28169759
ID_NOCITI,undata-geo/C13200000
ID_BANDA_ACEH,wikidataId/Q5779
ID_BANDUNG,wikidataId/Q10332
ID_BENGKULU,wikidataId/Q1890
ID_CIREBON,wikidataId/Q10368
ID_GARUT_KOTA,wikidataId/Q833632
ID_JAKARTA,wikidataId/Q3630
ID_JAMBI,wikidataId/Q2051
ID_JOMBANG,wikidataId/Q11082
ID_KENDARI,wikidataId/Q15379
ID_MAKASSAR,wikidataId/Q14634
ID_MEDAN,wikidataId/Q5972
ID_PALEMBANG,wikidataId/Q8131
ID_PAREPARE,wikidataId/Q14636
ID_PATI,wikidataId/Q10622
ID_PEKALONGAN,wikidataId/Q10623
ID_PEMALANG,wikidataId/Q10624
ID_PEMATANGSIANTAR,wikidataId/Q5979
ID_PURWAKARTA,wikidataId/Q10378
ID_SAMARINDA,wikidataId/Q14499
ID_SEMARANG,wikidataId/Q10687
ID_SUBANG,wikidataId/Q10380
ID_SURABAYA,wikidataId/Q11462
IR_NOCITI,undata-geo/C13300000
IR_AHVAZ,wikidataId/Q170366
IR_ARAK,wikidataId/Q212628
IR_ARDABIL,wikidataId/Q180103
IR_BABOL,wikidataId/Q605157
IR_BANDAR_E_ABAS,wikidataId/Q154814
IR_BOJNURD,wikidataId/Q317946
IR_DEHDASHT,wikidataId/Q888365
IR_ESFAHAN,wikidataId/Q42053
IR_GORGAN,wikidataId/Q188155
IR_KARAJ,wikidataId/Q36529
IR_KASHAN,wikidataId/Q240475
IR_KASHMAR,wikidataId/Q720403
IR_KERMAN,wikidataId/Q171714
IR_KHORAM_ABAD,undata-geo/C13300014
IR_MASHHAD,wikidataId/Q121157
IR_NISHABUR,wikidataId/Q131350
IR_PIRANSHAHR,wikidataId/Q3015863
IR_QOM,wikidataId/Q170573
IR_SALMAS,wikidataId/Q765806
IR_SANANDAJ,wikidataId/Q272093
IR_SARI,wikidataId/Q168843
IR_SHADEGAN,undata-geo/C13300022
IR_SHAHIN_SHAHR,wikidataId/Q862105
IR_SHIRAZ,wikidataId/Q6397066
IR_TABRIZ,wikidataId/Q80053
IR_TEHRAN,wikidataId/Q3616
IR_VARAMIN,wikidataId/Q518985
IQ_NOCITI,undata-geo/C13400000
IQ_BAGHDAD,wikidataId/Q1530
IE_NOCITI,undata-geo/C13500000
IE_BLANCHARDSTOWN,wikidataId/Q496387
IE_CORK,wikidataId/Q36647
IE_DUBLIN,wikidataId/Q1761
IE_LIMERICK,wikidataId/Q133315
IE_SWORDS,wikidataId/Q987745
IL_NOCITI,undata-geo/C13600000
IL_ASHDOD,wikidataId/Q171639
IL_BEER_SHEVA,wikidataId/Q41843
IL_HEFA,wikidataId/Q41621
IL_JERUSALEM,undata-geo/C13600004
IL_NETANYA,wikidataId/Q192225
IL_PETAH_TIQWA,wikidataId/Q190828
IL_RISHON_LEZIYYON,wikidataId/Q201051
IL_TEL_AVIV_YAFO,wikidataId/Q180294
IT_NOCITI,undata-geo/C13700000
IT_ALESSANDRIA,wikidataId/Q6088
IT_ANCONA,wikidataId/Q3415
IT_AREZZO,wikidataId/Q13378
IT_ASTI,wikidataId/Q6122
IT_BARI,wikidataId/Q18241854
IT_BARLETTA,wikidataId/Q13470
IT_BERGAMO,wikidataId/Q628
IT_BOLOGNA,wikidataId/Q18288145
IT_BOLZANO,wikidataId/Q6526
IT_BRESCIA,wikidataId/Q6221
IT_BRINDISI,wikidataId/Q13496
IT_CAGLIARI,wikidataId/Q3622022
IT_CATANIA,wikidataId/Q1903
IT_CERIGNOLA,wikidataId/Q19277
IT_COMO,wikidataId/Q1308
IT_FERRARA,wikidataId/Q13362
IT_FIRENZE,nuts/ITE14
IT_GELA,wikidataId/Q39971
IT_GENOVA,wikidataId/Q1449
IT_GROSSETO,wikidataId/Q6716
IT_LECCE,wikidataId/Q13386
IT_LIVORNO,wikidataId/Q6761
IT_MATERA,wikidataId/Q13616
IT_MESSINA,wikidataId/Q13666
IT_MESTRE,wikidataId/Q541405
IT_MILANO,wikidataId/Q490
IT_MODENA,wikidataId/Q279
IT_NOVARA,wikidataId/Q6046
IT_OSTIA,wikidataId/Q11171297
IT_PADOVA,wikidataId/Q617
IT_PALERMO,wikidataId/Q20795016
IT_PAVIA,wikidataId/Q6259
IT_PERUGIA,wikidataId/Q3437
IT_PESARO,wikidataId/Q13134
IT_PISA,wikidataId/Q13375
IT_PORDENONE,wikidataId/Q6606
IT_POZZUOLI,wikidataId/Q72425
IT_PRATO,wikidataId/Q13377
IT_REGGIO_DI_CALABRIA,wikidataId/Q8471
IT_ROMA,wikidataId/Q220
IT_SASSARI,wikidataId/Q13629
IT_SASSUOLO,wikidataId/Q8598
IT_SIRACUSA,wikidataId/Q13670
IT_TORINO,wikidataId/Q495
IT_TRENTO,wikidataId/Q3376
IT_UDINE,wikidataId/Q2790
IT_VENEZIA,wikidataId/Q641
IT_VERONA,wikidataId/Q2028
IT_VICENZA,wikidataId/Q6537
CI_NOCITI,undata-geo/C13800000
CI_ABIDJAN,wikidataId/Q19830972
CI_BOUAKE,wikidataId/Q271000
CI_KORHOGO,undata-geo/C13800003
CI_MAN,wikidataId/Q1191011
CI_YAMOUSSOUKRO,wikidataId/Q3768
JM_NOCITI,undata-geo/C13900000
JM_KINGSTON,wikidataId/Q34692
JM_PORTMORE,wikidataId/Q644663
JP_NOCITI,undata-geo/C14000000
JP_CHIBA,undata-geo/C14000001
JP_FUKUOKA,wikidataId/Q26600
JP_HAMAMATSU,wikidataId/Q185125
JP_HIROSHIMA,wikidataId/Q34664
JP_KAWASAKI,wikidataId/Q1206042
JP_KITAKYUSHU,wikidataId/Q188806
JP_KOBE,wikidataId/Q48320
JP_KUMAMOTO,wikidataId/Q199889
JP_KYOTO,wikidataId/Q34600
JP_NAGOYA,wikidataId/Q11751
JP_NIIGATA,wikidataId/Q179691
JP_OKAYAMA,wikidataId/Q200078
JP_OSAKA,wikidataId/Q122723
JP_SAGAMIHARA,wikidataId/Q209779
JP_SAITAMA,wikidataId/Q134635
JP_SAKAI,wikidataId/Q193428
JP_SAPPORO,wikidataId/Q37951
JP_SENDAI,wikidataId/Q46747
JP_SHIZUOKA,wikidataId/Q174691
JP_TOKYO,wikidataId/Q7473516
JP_YAMAGUCHI,wikidataId/Q207876
JP_YOKOHAMA,wikidataId/Q1205910
KZ_NOCITI,undata-geo/C14100000
KZ_ALMATY,wikidataId/Q35493
KZ_AQTAY,wikidataId/Q198989
KZ_AQTOBE,wikidataId/Q477232
KZ_ASTANA,wikidataId/Q1520
KZ_ATYRAY,undata-geo/C14100005
KZ_BALQASH,wikidataId/Q805515
KZ_ORAL,wikidataId/Q487439
KZ_OSKEMEN,wikidataId/Q162548
KZ_PAVLODAR,wikidataId/Q486282
KZ_QARAGANDY,wikidataId/Q484706
KZ_QASKELEN,wikidataId/Q2121478
KZ_QULSARY,undata-geo/C14100012
KZ_RYDNYJ,wikidataId/Q1008853
KZ_SEMEI,wikidataId/Q61944
KZ_SHYMKENT,wikidataId/Q485496
KZ_TALDYQORGAN,wikidataId/Q491102
KZ_TARAZ,wikidataId/Q486545
KZ_TEMIRTAY,undata-geo/C14100018
KZ_TURKISTAN,wikidataId/Q848638
JO_NOCITI,undata-geo/C14200000
JO_AMMAN,wikidataId/Q3805
JO_IRBID,wikidataId/Q194165
KE_NOCITI,undata-geo/C14300000
KE_ELDORET,wikidataId/Q322149
KE_KIAMBU,wikidataId/Q3242959
KE_KISUMU,wikidataId/Q214485
KE_MALABA,wikidataId/Q6740728
KE_MERU,wikidataId/Q934149
KE_MOMBASA,wikidataId/Q225641
KE_NAIROBI,wikidataId/Q3870
KE_NAKURU,wikidataId/Q239421
KE_NYERI,wikidataId/Q380130
KP_NOCITI,undata-geo/C14400000
KP_CHONGJIN,wikidataId/Q109336
KP_CHONGJU,wikidataId/Q213169
KP_HAMHUNG,wikidataId/Q109356
KP_KANGGYE,wikidataId/Q489825
KP_PYONGYANG,undata-geo/C14400005
KP_RASON,undata-geo/C14400006
KP_SINUIJU,wikidataId/Q156243
KP_SONGRIM,wikidataId/Q505930
KR_NOCITI,undata-geo/C14500000
KR_BUSAN,undata-geo/C14500001
KR_CHEONAN,wikidataId/Q42146
KR_GWANGJU,wikidataId/Q41283
KR_JINJU,wikidataId/Q42144
KR_SEOUL,wikidataId/Q8684
KW_NOCITI,undata-geo/C14600000
KW_AL_KUWAYT,wikidataId/Q35178
KG_NOCITI,undata-geo/C14700000
KG_BALYKCY,wikidataId/Q805876
KG_BISKEK,wikidataId/Q9361
KG_KARA_BALTA,wikidataId/Q2015760
KG_KARA_KO,wikidataId/Q1554994
KG_KYZYL_KYJA,wikidataId/Q2347569
KG_NARYN,wikidataId/Q311946
KG_OS,wikidataId/Q47282
KG_OZGON,wikidataId/Q765887
KG_TALAS,wikidataId/Q643955
KG_TOKMOK,wikidataId/Q854333
KG_ZALAL_ABAT,wikidataId/Q487689
LA_NOCITI,undata-geo/C14800000
419_NOCITI,undata-geo/C14900000
LB_NOCITI,undata-geo/C15000000
LB_BAALBAK,wikidataId/Q178835
LB_BAYRUT,wikidataId/Q3820
LB_SAYDA,wikidataId/Q163490
LB_SUR_TYRE,wikidataId/Q82070
LB_TARABULUS,wikidataId/Q168954
LB_ZAHLAH,wikidataId/Q26569
LS_NOCITI,undata-geo/C15100000
LS_MASERU,wikidataId/Q3909
LV_NOCITI,undata-geo/C15200000
LV_DAUGAVPILS,wikidataId/Q80021
LV_LIEPAJA,wikidataId/Q167668
LV_RIGA,undata-geo/C15200003
LR_NOCITI,undata-geo/C15300000
LR_MONROVIA,wikidataId/Q3748
LY_NOCITI,undata-geo/C15400000
LI_NOCITI,undata-geo/C15500000
LI_SCHAAN,wikidataId/Q49657
LT_NOCITI,undata-geo/C15600000
LT_ALYTUS,wikidataId/Q450625
LT_KAUNAS,wikidataId/Q4115712
LT_KLAIPEDA,wikidataId/Q776965
LT_PANEVEZYS,wikidataId/Q1719466
LT_SIAULIAI,wikidataId/Q134712
LT_VILNIUS,wikidataId/Q216
LU_NOCITI,undata-geo/C15700000
LU_LUXEMBOURG,wikidataId/Q1842
MO_NOCITI,undata-geo/C15800000
MG_NOCITI,undata-geo/C15900000
MG_AMPARAFARAVOLA,wikidataId/Q474396
MG_ANTANANARIVO,wikidataId/Q3915
MG_ANTSIRABE,wikidataId/Q583184
MG_ANTSIRANANA,wikidataId/Q218928
MG_FIANARANTSOA,wikidataId/Q527441
MG_MAHAJANGA,wikidataId/Q218753
MG_MAROVOAY,wikidataId/Q1902425
MG_TAOLANARO,wikidataId/Q526568
MG_TOAMASINA,wikidataId/Q178067
MG_TOLIARA,wikidataId/Q824043
MW_NOCITI,undata-geo/C16000000
MW_BLANTYRE,wikidataId/Q188693
MW_LILONGWE,wikidataId/Q3876
MW_MZUZU,wikidataId/Q502216
MW_ZOMBA,wikidataId/Q219117
MY_NOCITI,undata-geo/C16100000
MY_IPOH,wikidataId/Q271619
MY_KUALA_LUMPUR,wikidataId/Q1865
MY_RAWANG,wikidataId/Q2072124
MY_SEREMBAN,wikidataId/Q847610
MV_NOCITI,undata-geo/C16200000
MV_MALE,wikidataId/Q9347
ML_NOCITI,undata-geo/C16300000
ML_BAMAKO,undata-geo/C16300001
ML_BOUGOUNI,wikidataId/Q848574
ML_GAO,wikidataId/Q188904
ML_KAYES,wikidataId/Q325164
ML_KITA,wikidataId/Q578014
ML_KOUTIALA,wikidataId/Q281000
ML_SEGOU,wikidataId/Q333476
ML_SIKASSO,wikidataId/Q722827
MT_NOCITI,undata-geo/C16400000
MT_VALLETTA,wikidataId/Q23800
MQ_NOCITI,undata-geo/C16500000
MR_NOCITI,undata-geo/C16600000
MR_NOUAKCHOTT,wikidataId/Q3688
MU_NOCITI,undata-geo/C16700000
MU_CUREPIPE,wikidataId/Q1002525
MU_ISLAND_OF_MAURITIUS,undata-geo/C16700002
MU_PORT_LOUIS,wikidataId/Q3929
MX_NOCITI,undata-geo/C16800000
MX_AGU_AGUASCALIENTES,wikidataId/Q200805
MX_AGU_ASIENTOS,wikidataId/Q8206694
MX_AGU_CALVILLO,wikidataId/Q2312679
MX_AGU_COSIO,undata-geo/C16800004
MX_AGU_EL_LLANO,wikidataId/Q2474668
MX_AGU_JESUS_MARIA,undata-geo/C16800006
MX_AGU_PABELLON_DE_ARTEAGA,wikidataId/Q2605372
MX_AGU_RINCON_DE_ROMOS,wikidataId/Q2720335
MX_AGU_S_FRANCISCO_DE_LOS_ROMO,wikidataId/Q736725
MX_AGU_SAN_JOSE_DE_GRACIA,wikidataId/Q2282217
MX_AGU_TEPEZALA,wikidataId/Q2605394
MX_BCN_ENSENADA,undata-geo/C16800012
MX_BCN_MEXICALI,wikidataId/Q199440
MX_BCN_PLAYAS_DE_ROSARITO,wikidataId/Q1020753
MX_BCN_TECATE,wikidataId/Q1020773
MX_BCN_TIJUANA,undata-geo/C16800016
MX_BCS_COMONDU,wikidataId/Q162422
MX_BCS_LA_PAZ,undata-geo/C16800018
MX_BCS_LORETO,wikidataId/Q1020758
MX_BCS_LOS_CABOS,wikidataId/Q659516
MX_BCS_MULEGE,wikidataId/Q1020747
MX_CAM_CALAKMUL,wikidataId/Q2605348
MX_CAM_CALKINI,wikidataId/Q1998779
MX_CAM_CAMPECHE,wikidataId/Q61301
MX_CAM_CANDELARIA,wikidataId/Q2312662
MX_CAM_CARMEN,wikidataId/Q991435
MX_CAM_CHAMPOTON,wikidataId/Q584115
MX_CAM_ESCARCEGA,wikidataId/Q2312727
MX_CAM_HECELCHAKAN,wikidataId/Q2284273
MX_CAM_HOPELCHEN,undata-geo/C16800030
MX_CAM_PALIZADA,wikidataId/Q2605317
MX_CAM_TENABO,wikidataId/Q10968790
MX_CANCUN,wikidataId/Q8969
MX_CHETUMAL,undata-geo/C16800034
MX_CHH_AHUMADA,undata-geo/C16800035
MX_CHH_ALDAMA,undata-geo/C16800036
MX_CHH_ALLENDE,wikidataId/Q2606327
MX_CHH_AQUILES_SERDAN,wikidataId/Q2991354
MX_CHH_ASCENSION,wikidataId/Q2450325
MX_CHH_BACHINIVA,wikidataId/Q4838929
MX_CHH_BALLEZA,undata-geo/C16800041
MX_CHH_BATOPILAS_MANUEL_GOMEZ_MORIN,undata-geo/C16800042
MX_CHH_BOCOYNA,wikidataId/Q2643269
MX_CHH_BUENAVENTURA,wikidataId/Q2656434
MX_CHH_CAMARGO,wikidataId/Q2528602
MX_CHH_CARICHI,wikidataId/Q388963
MX_CHH_CASAS_GRANDES,wikidataId/Q3867357
MX_CHH_CHIHUAHUA,wikidataId/Q61302
MX_CHH_CHINIPAS,wikidataId/Q2447804
MX_CHH_CORONADO,wikidataId/Q3317684
MX_CHH_COYAME_DEL_SOTOL,wikidataId/Q3308551
MX_CHH_CUAUHTEMOC,wikidataId/Q147955
MX_CHH_CUSIHUIRIACHI,wikidataId/Q2652312
MX_CHH_DELICIAS,undata-geo/C16800054
MX_CHH_DR_BELISARIO_DOMINGUEZ,undata-geo/C16800055
MX_CHH_EL_TULE,wikidataId/Q2990973
MX_CHH_GALEANA,wikidataId/Q2990972
MX_CHH_GOMEZ_FARIAS,wikidataId/Q7911085
MX_CHH_GRAN_MORELOS,wikidataId/Q2606306
MX_CHH_GUACHOCHI,wikidataId/Q1997268
MX_CHH_GUADALUPE,wikidataId/Q2997100
MX_CHH_GUADALUPE_Y_CALVO,wikidataId/Q2997096
MX_CHH_GUAZAPARES,wikidataId/Q2475135
MX_CHH_GUERRERO,undata-geo/C16800064
MX_CHH_HID_DEL_PARRAL,wikidataId/Q771214
MX_CHH_HUEJOTITAN,wikidataId/Q2652323
MX_CHH_IGNACIO_ZARAGOZA,wikidataId/Q2991362
MX_CHH_JANOS,wikidataId/Q11076576
MX_CHH_JIMENEZ,wikidataId/Q2652254
MX_CHH_JUAREZ,wikidataId/Q26590
MX_CHH_JULIMES,wikidataId/Q2656539
MX_CHH_LA_CRUZ,wikidataId/Q2977866
MX_CHH_LOPEZ,wikidataId/Q7930403
MX_CHH_MADERA,wikidataId/Q2447269
MX_CHH_MAGUARICHI,wikidataId/Q2656449
MX_CHH_MANUEL_BENAVIDES,wikidataId/Q1953046
MX_CHH_MATACHI,wikidataId/Q2990964
MX_CHH_MATAMOROS,wikidataId/Q2652261
MX_CHH_MEOQUI,wikidataId/Q1921059
MX_CHH_MORELOS,wikidataId/Q2466550
MX_CHH_MORIS,wikidataId/Q2832736
