pa,subject_label,object_id,object_label
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500672,Huila_Tesalia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500673,Huila_Timaná
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500674,Huila_Villavieja
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500675,Huila_Yaguará
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500676,La Guajira_Albania
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500677,La Guajira_Barrancas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500678,La Guajira_Dibulla
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500679,La Guajira_Distracción
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500680,La Guajira_El Molino
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500681,La Guajira_Fonseca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500682,La Guajira_Hatonuevo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500683,La Guajira_La Jagua Del Pilar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500684,La Guajira_Maicao
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500685,La Guajira_Manaure
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500686,La Guajira_Riohacha
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500687,La Guajira_San Juan Del Cesar
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500688,La Guajira_Uribia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500689,La Guajira_Urumita
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500690,La Guajira_Villanueva
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500691,Magdalena_Algarrobo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500692,Magdalena_Aracataca
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500693,Magdalena_Ariguaní
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500694,Magdalena_Cerro De San Antonio
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500695,Magdalena_Chivolo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500696,Magdalena_Ciénaga
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500697,Magdalena_Concordia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500698,Magdalena_El Banco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500699,Magdalena_El Piñón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500700,Magdalena_El Retén
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500701,Magdalena_Fundación
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500702,Magdalena_Guamal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500703,Magdalena_Nueva Granada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500704,Magdalena_Pedraza
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500705,Magdalena_Pijiño Del Carmen
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500706,Magdalena_Pivijay
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500707,Magdalena_Plato
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500708,Magdalena_Puebloviejo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500709,Magdalena_Remolino
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500710,Magdalena_San Sebastián De Buenavista
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500711,Magdalena_Sabanas De San Ángel
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500712,Magdalena_Salamina
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500713,Magdalena_San Zenón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500714,Magdalena_Santa Ana
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500715,Magdalena_Santa Bárbara De Pinto
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500716,Magdalena_Santa Marta
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500717,Magdalena_Sitionuevo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500718,Magdalena_Tenerife
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500719,Magdalena_Zapayán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500720,Magdalena_Zona Bananera
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500721,Meta_Acacías
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500722,Meta_Barranca De Upía
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500723,Meta_Cabuyaro
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500724,Meta_Castilla La Nueva
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500725,Meta_Cubarral
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500726,Meta_Cumaral
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500727,Meta_El Calvario
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500728,Meta_El Castillo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500729,Meta_El Dorado
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500730,Meta_Fuente De Oro
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500731,Meta_Granada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500732,Meta_Guamal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500733,Meta_La Macarena
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500734,Meta_Lejanías
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500735,Meta_Mapiripán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500736,Meta_Mesetas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500737,Meta_Puerto Concordia
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500738,Meta_Puerto Gaitán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500739,Meta_Puerto Lleras
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500740,Meta_Puerto López
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500741,Meta_Puerto Rico
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500742,Meta_Restrepo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500743,Meta_San Carlos De Guaroa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500744,Meta_San Juan De Arama
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500745,Meta_San Juanito
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500746,Meta_San Martín
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500747,Meta_Uribe
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500748,Meta_Villavicencio
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500749,Meta_Vistahermosa
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500750,Nariño_Albán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500751,Nariño_Aldana
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500752,Nariño_Ancuyá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500753,Nariño_Arboleda
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500754,Nariño_Barbacoas
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500755,Nariño_Belén
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500756,Nariño_Buesaco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500757,Nariño_Chachagüí
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500758,Nariño_Colón
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500759,Nariño_Consacá
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500760,Nariño_Contadero
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500761,Nariño_Córdoba
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500762,Nariño_Cuaspúd
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500763,Nariño_Cumbal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500764,Nariño_Cumbitara
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500765,Nariño_El Charco
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500766,Nariño_El Peñol
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500767,Nariño_El Rosario
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500768,Nariño_El Tablón De Gómez
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500769,Nariño_El Tambo
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500770,Nariño_Francisco Pizarro
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500771,Nariño_Funes
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500772,Nariño_Guachucal
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500773,Nariño_Guaitarilla
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500774,Nariño_Gualmatán
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500775,Nariño_Iles
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500776,Nariño_Imués
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500777,Nariño_Ipiales
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500778,Nariño_La Cruz
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500779,Nariño_La Florida
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500780,Nariño_La Llanada
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500781,Nariño_La Tola
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500782,Nariño_La Unión
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500783,Nariño_Leiva
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500784,Nariño_Linares
undata-geo:C07500000,Colombia: All cities or breakdown by cities not available,undata-geo:C07500785,Nariño_Los Andes
