Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,x,y
Barber Orchard,70.71,NCSFN0406989,406989,4,North Carolina,Waynesville,Haywood,NPL Site,35.445833,-83.063889,01/11/2001,09/13/2001,09/29/2011,1116,,,"<a href=""https://semspub.epa.gov/src/document/04/11121390"" target=""_blank"">NCSFN0406989 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406989"" target=""_blank"">Barber Orchard</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-01-11/pdf/01-563.pdf"" target=""_blank"">01/11/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22741.pdf"" target=""_blank"">09/13/2001 (PDF)</a>",,,,No,-9246629.826789,4224634.339218569
Reasor Chemical Company,32.14,NCD986187094,405590,4,North Carolina,Castle Hayne,New Hanover,Deleted NPL Site,34.343472,-77.891944,09/13/2001,09/05/2002,09/25/2007,1021,07/31/2018,09/25/2018,"<a href=""https://semspub.epa.gov/src/document/04/11121392"" target=""_blank"">NCD986187094 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405590"" target=""_blank"">Reasor Chemical Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-09-13/pdf/01-22742.pdf"" target=""_blank"">09/13/2001 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22538.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-07-31/pdf/2018-16244.pdf"" target=""_blank"">07/31/2018 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-25/pdf/2018-20839.pdf"" target=""_blank"">09/25/2018 (PDF)</a>",,No,-8670891.542978179,4075015.6963383355
Ward Transformer,50,NCD003202603,406082,4,North Carolina,Raleigh,Wake,NPL Site,35.901944,-78.773611,09/05/2002,04/30/2003,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121394"" target=""_blank"">NCD003202603 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406082"" target=""_blank"">Ward Transformer</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22539.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,No,-8769038.264467414,4287137.392369223
Ram Leather Care,40.43,NCD982096653,406303,4,North Carolina,Charlotte,Mecklenburg,NPL Site,35.228056,-80.606806,04/30/2003,09/29/2003,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121395"" target=""_blank"">NCD982096653 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406303"" target=""_blank"">Ram Leather Care</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-09-29/pdf/03-24406.pdf"" target=""_blank"">09/29/2003 (PDF)</a>",,,,No,-8973108.598392189,4194916.394125152
National Starch & Chemical Corp.,46.51,NCD991278953,403168,4,North Carolina,Salisbury,Rowan,NPL Site,35.6322,-80.5412,06/24/1988,10/04/1989,09/29/2010,1096,,,"<a href=""https://semspub.epa.gov/src/document/04/11121399"" target=""_blank"">NCD991278953 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403168"" target=""_blank"">National Starch & Chemical Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,-8965805.371879205,4250129.965248811
Sigmon's Septic Tank Service,30.03,NCD062555792,406611,4,North Carolina,Statesville,Iredell,NPL Site,35.713611,-80.974583,09/23/2004,04/27/2005,09/30/2009,1080,,,"<a href=""https://semspub.epa.gov/src/document/04/11121402"" target=""_blank"">NCD062555792 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406611"" target=""_blank"">Sigmon's Septic Tank Service</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-09-23/pdf/04-21387.pdf"" target=""_blank"">09/23/2004 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8321.pdf"" target=""_blank"">04/27/2005 (PDF)</a>",,,,No,-9014049.346757665,4261285.905305478
Blue Ridge Plating Company,38.67,NCD044447589,406895,4,North Carolina,Arden,Buncombe,NPL Site,35.462372,-82.528358,04/27/2005,09/14/2005,09/27/2007,1024,,,"<a href=""https://semspub.epa.gov/src/document/04/11121062"" target=""_blank"">NCD044447589 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406895"" target=""_blank"">Blue Ridge Plating Company</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-04-27/pdf/05-8322.pdf"" target=""_blank"">04/27/2005 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2005-09-14/pdf/05-18235.pdf"" target=""_blank"">09/14/2005 (PDF)</a>",,,,No,-9187014.788564986,4226894.537215858
Aberdeen Contaminated Ground Water,50,NCN000407447,407447,4,North Carolina,Aberdeen,Moore,NPL Site,35.1224,-79.4025,03/19/2008,09/03/2008,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121066"" target=""_blank"">NCN000407447 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407447"" target=""_blank"">Aberdeen Contaminated Ground Water</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-03-19/pdf/E8-5559.pdf"" target=""_blank"">03/19/2008 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2008-09-03/pdf/E8-20390.pdf"" target=""_blank"">09/03/2008 (PDF)</a>",,,,No,-8839045.867712906,4180527.2809121683
GMH Electronics,50,NCN000410161,410161,4,North Carolina,Roxboro,Person,NPL Site,36.416722,-78.941625,04/09/2009,09/23/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121072"" target=""_blank"">NCN000410161 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410161"" target=""_blank"">GMH Electronics</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22934.pdf"" target=""_blank"">09/23/2009 (PDF)</a>",,,,No,-8787741.497393554,4358114.22210636
Ore Knob Mine,50,NCN000409895,409895,4,North Carolina,Ashe County,Ashe,NPL Site,36.410011,-81.324606,04/09/2009,09/23/2009,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121073"" target=""_blank"">NCN000409895 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0409895"" target=""_blank"">Ore Knob Mine</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22934.pdf"" target=""_blank"">09/23/2009 (PDF)</a>",,,,No,-9053013.7288836,4357185.90878035
Kerr-McGee Chemical Corp - Navassa,50,NCD980557805,403028,4,North Carolina,Navassa,Brunswick,NPL Site,34.247222,-77.999028,09/23/2009,03/04/2010,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121076"" target=""_blank"">NCD980557805 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403028"" target=""_blank"">Kerr-McGee Chemical Corp - Navassa</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-09-23/pdf/E9-22936.pdf"" target=""_blank"">09/23/2009 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4304.pdf"" target=""_blank"">03/04/2010 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-8682812.079330286,4062046.4044269165
Wright Chemical Corporation,48.03,NCD024766719,402720,4,North Carolina,Riegelwood,Columbus,NPL Site,34.3284,-78.2051,03/04/2010,03/10/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121079"" target=""_blank"">NCD024766719 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402720"" target=""_blank"">Wright Chemical Corporation</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4328.pdf"" target=""_blank"">03/04/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5337.pdf"" target=""_blank"">03/10/2011 (PDF)</a>",,,,No,-8705751.90943704,4072983.8245022777
Horton Iron and Metal,48.03,NCN000407480,407480,4,North Carolina,Wilmington,New Hanover,NPL Site,34.26665,-77.954083,10/21/2010,09/16/2011,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121081"" target=""_blank"">NCN000407480 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0407480"" target=""_blank"">Horton Iron and Metal</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-10-21/pdf/2010-26461.pdf"" target=""_blank"">10/21/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,,No,-8677808.824816583,4064663.051173169
"CTS of Asheville, Inc.",38.4,NCD003149556,402598,4,North Carolina,Asheville,Buncombe,NPL Site,35.493075,-82.505953,03/10/2011,03/15/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121084"" target=""_blank"">NCD003149556 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402598"" target=""_blank"">CTS of Asheville, Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,,No,-9184520.675373763,4231091.601381643
Holcomb Creosote Co,48,NCD024900987,402724,4,North Carolina,Yadkinville,Yadkin,NPL Site,36.157875,-80.675236,03/15/2012,09/18/2012,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121090"" target=""_blank"">NCD024900987 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402724"" target=""_blank"">Holcomb Creosote Co</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-09-18/pdf/2012-22851.pdf"" target=""_blank"">09/18/2012 (PDF)</a>",,,,No,-8980726.191147173,4322366.529662228
Cristex Drum,48,NC0001606250,406597,4,North Carolina,Oxford,Granville,NPL Site,36.2972,-78.6067,05/24/2013,12/12/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121093"" target=""_blank"">NC0001606250 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406597"" target=""_blank"">Cristex Drum</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12326.pdf"" target=""_blank"">05/24/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,,No,-8750457.816939617,4341593.070451115
Hemphill Road TCE,50,NC0002374445,406819,4,North Carolina,Gastonia,Gaston,NPL Site,35.197933,-81.189852,05/24/2013,12/12/2013,,0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121094"" target=""_blank"">NC0002374445 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406819"" target=""_blank"">Hemphill Road TCE</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12326.pdf"" target=""_blank"">05/24/2013 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-12-12/pdf/2013-29350.pdf"" target=""_blank"">12/12/2013 (PDF)</a>",,,,No,-9038012.982221244,4190812.08684772
Arsenic Trioxide Site,0,NDD980716963,800522,8,North Dakota,"Lidgerwood, Rutland, Wyndmere","Ransom, Richland, Sargent",Deleted NPL Site,46.075,-97.158331,12/30/1982,09/08/1983,09/30/1992,149,10/02/1995,07/05/1996,"<a href=""https://semspub.epa.gov/src/document/08/100000219"" target=""_blank"">NDD980716963 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800522"" target=""_blank"">Arsenic Trioxide Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24449.pdf"" target=""_blank"">10/02/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-07-05/pdf/96-17022.pdf"" target=""_blank"">07/05/1996 (PDF)</a>",,No,-10815615.933244327,5792376.1794146
Minot Landfill,33.58,NDD980959548,800527,8,North Dakota,Minot,Ward,Deleted NPL Site,48.218331,-101.3292,06/24/1988,03/31/1989,09/23/1996,377,12/26/1996,04/01/1997,"<a href=""https://semspub.epa.gov/src/document/08/100000161"" target=""_blank"">NDD980959548 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800527"" target=""_blank"">Minot Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-26/pdf/96-32659.pdf"" target=""_blank"">12/26/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1997-04-01/pdf/97-8089.pdf"" target=""_blank"">04/01/1997 (PDF)</a>",,No,-11279914.946489776,6143254.49986676
Cornhusker Army Ammunition Plant,51.13,NE2213820234,702020,7,Nebraska,Hall County,Hall,NPL Site,40.923331,-98.4925,10/15/1984,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296210"" target=""_blank"">NE2213820234 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702020"" target=""_blank"">Cornhusker Army Ammunition Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-10964134.946956497,5001039.572588894
Waverly Ground Water Contamination,37.93,NED980862718,701974,7,Nebraska,Waverly,Lancaster,Deleted NPL Site,40.917219,-96.529439,10/15/1984,06/10/1986,03/29/1994,233,09/19/2006,11/20/2006,"<a href=""https://semspub.epa.gov/src/document/07/30296211"" target=""_blank"">NED980862718 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701974"" target=""_blank"">Waverly Ground Water Contamination</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-19/pdf/E6-15337.pdf"" target=""_blank"">09/19/2006 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2006-09-19/pdf/E6-15338.pdf"" target=""_blank"">11/20/2006 (PDF)</a>",,No,-10745607.996040363,5000139.14225447
Hastings Ground Water Contamination,42.24,NED980862668,701973,7,Nebraska,Hastings,Adams,NPL Site,40.583331,-98.383331,10/15/1984,06/10/1986,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296212"" target=""_blank"">NED980862668 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701973"" target=""_blank"">Hastings Ground Water Contamination</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-10951982.309466086,4951075.989505931
Nebraska Ordnance Plant (Former),31.94,NE6211890011,702031,7,Nebraska,Mead,Saunders,NPL Site,41.176669,-96.453331,10/26/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/07/30296137"" target=""_blank"">NE6211890011 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702031"" target=""_blank"">Nebraska Ordnance Plant (Former)</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-10737135.69223507,5038435.328859879
10th Street Site,28.9,NED981713837,702001,7,Nebraska,Columbus,Platte,NPL Site,41.426561,-97.362219,10/26/1989,08/30/1990,06/22/2007,1012,,,"<a href=""https://semspub.epa.gov/src/document/07/30296140"" target=""_blank"">NED981713837 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702001"" target=""_blank"">10th Street Site</a>","<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,,No,-10838312.641583184,5075464.3761946
Cleburn Street Well,50,NED981499312,701986,7,Nebraska,Grand Island,Hall,NPL Site,40.925139,-98.347778,07/29/1991,10/14/1992,09/14/2004,910,,,"<a href=""https://semspub.epa.gov/src/document/07/30296143"" target=""_blank"">NED981499312 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701986"" target=""_blank"">Cleburn Street Well</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",-10948024.567609914,5001305.94621263
Sherwood Medical Co.,50,NED084626100,702086,7,Nebraska,Norfolk,Madison,NPL Site,41.993611,-97.421389,07/29/1991,10/14/1992,09/24/1999,649,,,"<a href=""https://semspub.epa.gov/src/document/07/30296144"" target=""_blank"">NED084626100 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702086"" target=""_blank"">Sherwood Medical Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,,No,-10844899.415853424,5160022.450874622
Intel Corp. (Mountain View Plant),29.76,CAD061620217,901482,9,California,Mountain View,Santa Clara,NPL Site,37.3962,-122.0566,10/15/1984,06/10/1986,08/24/1999,616,,,"<a href=""https://semspub.epa.gov/src/document/09/2400271"" target=""_blank"">CAD061620217 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901482"" target=""_blank"">Intel Corp. (Mountain View Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-13587278.559958275,4494476.786879472
Yeoman Creek Landfill,33.23,ILD980500102,500574,5,Illinois,Waukegan,Lake,NPL Site,42.388889,-87.848611,06/24/1988,03/31/1989,09/23/2005,955,,,"<a href=""https://semspub.epa.gov/src/document/05/633480"" target=""_blank"">ILD980500102 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500574"" target=""_blank"">Yeoman Creek Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,-9779262.643416373,5219412.315232151
Raytheon Corp.,29.76,CAD009205097,901202,9,California,Mountain View,Santa Clara,NPL Site,37.3975,-122.0533,10/15/1984,06/10/1986,08/24/1999,617,,,"<a href=""https://semspub.epa.gov/src/document/09/2400272"" target=""_blank"">CAD009205097 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901202"" target=""_blank"">Raytheon Corp.</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,-13586911.205638655,4494658.945228328
Moffett Naval Air Station,29.49,CA2170090078,902734,9,California,Sunnyvale,Santa Clara,NPL Site,37.411389,-122.0522,04/10/1985,07/22/1987,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400273"" target=""_blank"">CA2170090078 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902734"" target=""_blank"">Moffett Naval Air Station</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,-13586788.754198786,4496605.294253712
