,geo_ID,Year,Count_Person_Male,Count_Person_Female,Count_Person_Male_WhiteAlone,Count_Person_Female_WhiteAlone,Count_Person_Male_BlackOrAfricanAmericanAlone,Count_Person_Female_BlackOrAfricanAmericanAlone,Count_Person_Male_AmericanIndianAndAlaskaNativeAlone,Count_Person_Female_AmericanIndianAndAlaskaNativeAlone,Count_Person_Male_AsianAlone,Count_Person_Female_AsianAlone,Count_Person_Male_NativeHawaiianAndOtherPacificIslanderAlone,Count_Person_Female_NativeHawaiianAndOtherPacificIslanderAlone,Count_Person_Male_TwoOrMoreRaces,Count_Person_Female_TwoOrMoreRaces
286,geoId/32001,2006,12432,12410,10890,10700,246,185,592,668,280,430,25,29,399,398
287,geoId/32001,2007,12480,12481,10979,10733,229,180,577,677,257,435,24,29,414,427
288,geoId/32001,2008,12531,12518,10957,10757,226,161,604,674,270,467,25,28,449,431
289,geoId/32001,2009,12571,12496,10979,10738,228,171,606,660,264,451,26,29,468,447
290,geoId/33001,2000,27814,28659,27237,28091,107,72,89,83,155,175,5,8,221,230
291,geoId/33001,2001,28361,29236,27729,28613,135,89,85,80,191,197,5,8,216,249
292,geoId/33001,2002,28800,29809,28131,29128,126,99,80,82,206,219,5,9,252,272
293,geoId/33001,2003,29289,30208,28585,29479,134,95,88,77,210,259,7,8,265,290
294,geoId/33001,2004,29540,30630,28784,29872,158,113,87,79,230,267,6,6,275,293
295,geoId/33001,2005,29600,30687,28803,29894,157,104,90,74,273,295,4,7,273,313
296,geoId/33001,2006,29477,30628,28657,29779,165,109,83,80,279,328,5,9,288,323
297,geoId/33001,2007,29511,30598,28693,29784,162,104,77,67,278,314,6,7,295,322
298,geoId/33001,2008,29601,30638,28726,29772,160,116,82,60,304,339,7,7,322,344
299,geoId/33001,2009,29537,30634,28625,29704,186,126,80,61,321,392,6,6,319,345
300,geoId/34001,2000,122790,130884,91564,96734,22314,25264,401,408,6838,6593,92,92,1581,1793
301,geoId/34001,2001,123833,131904,92083,97176,22269,25249,465,456,7198,7044,92,83,1726,1896
302,geoId/34001,2002,125745,133518,93428,98124,22303,25195,509,530,7606,7533,89,89,1810,2047
303,geoId/34001,2003,127839,135446,94754,99237,22458,25366,563,565,8010,8010,90,90,1964,2178
304,geoId/34001,2004,130070,137653,96170,100549,22620,25520,591,599,8482,8596,89,90,2118,2299
305,geoId/34001,2005,131439,138893,96822,101098,22660,25490,645,654,8886,9092,85,84,2341,2475
306,geoId/34001,2006,132122,139637,97089,101204,22561,25402,690,704,9251,9588,82,79,2449,2660
307,geoId/34001,2007,132264,140039,96835,101100,22397,25246,725,727,9604,10071,84,79,2619,2816
308,geoId/34001,2008,132774,140240,96802,100910,22376,25114,801,762,9921,10418,84,79,2790,2957
309,geoId/34001,2009,133119,140930,96745,101092,22379,25101,859,830,10145,10711,88,83,2903,3113
310,geoId/35001,2000,272415,285186,241340,252395,8818,8293,11806,12948,5395,6260,395,367,4661,4923
311,geoId/35001,2001,275434,288807,243616,254892,8797,8304,12218,13538,5400,6377,413,418,4990,5278
312,geoId/35001,2002,281575,294957,248203,259632,9205,8477,12668,14127,5733,6696,440,424,5326,5601
313,geoId/35001,2003,286931,300118,252051,263378,9367,8684,13341,14680,6066,7037,455,441,5651,5898
314,geoId/35001,2004,293891,306558,257392,268315,9793,8918,13868,15300,6353,7311,453,473,6032,6241
315,geoId/35001,2005,301433,313887,262962,273835,10181,9201,14593,16048,6703,7715,490,475,6504,6613
316,geoId/35001,2006,308057,320575,267731,278569,10635,9513,15252,16747,6975,8111,523,507,6941,7128
317,geoId/35001,2007,313066,325912,271018,282118,11048,9793,15989,17581,7074,8358,571,508,7366,7554
318,geoId/35001,2008,316683,330196,273218,284858,11222,10043,16564,18142,7332,8533,577,557,7770,8063
319,geoId/35001,2009,320627,334652,275260,287401,11604,10310,17176,18841,7554,8815,592,577,8441,8708
320,geoId/36001,2000,141170,153936,118700,129542,16272,17711,327,352,4126,4390,51,60,1694,1881
321,geoId/36001,2001,141560,154672,118555,129558,16462,18056,352,369,4351,4610,52,58,1788,2021
322,geoId/36001,2002,142787,155496,119041,129493,16710,18497,341,378,4649,4933,53,64,1993,2131
323,geoId/36001,2003,144183,156902,119515,129848,17096,18977,362,370,5039,5334,57,70,2114,2303
324,geoId/36001,2004,144999,157174,119421,129312,17481,19296,346,385,5397,5654,61,73,2293,2454
325,geoId/36001,2005,145466,157325,118961,128706,17863,19635,363,362,5753,5930,61,63,2465,2629
326,geoId/36001,2006,146362,157635,118968,128084,18219,20011,365,388,6116,6242,65,66,2629,2844
327,geoId/36001,2007,146585,157273,118471,126972,18482,20208,354,376,6404,6652,64,71,2810,2994
328,geoId/36001,2008,146506,157233,117754,126143,18687,20458,380,393,6670,6951,66,71,2949,3217
329,geoId/36001,2009,147202,157531,117510,125390,19033,20789,387,400,7027,7463,71,74,3174,3415
330,geoId/37001,2000,63183,68240,50324,53329,11430,13437,287,274,630,632,15,18,497,550
331,geoId/37001,2001,64137,69209,50865,53907,11645,13627,373,363,679,674,17,19,558,619
332,geoId/37001,2002,64945,70294,51378,54571,11755,13843,428,432,705,721,21,24,658,703
333,geoId/37001,2003,65157,70852,51411,54887,11790,13929,507,501,720,759,24,24,705,752
334,geoId/37001,2004,65867,71752,51733,55425,12015,14083,568,577,735,801,23,28,793,838
335,geoId/37001,2005,66638,72673,52255,56021,12086,14247,616,649,778,791,32,35,871,930
336,geoId/37001,2006,67612,73850,52880,56801,12279,14405,707,739,776,852,34,39,936,1014
337,geoId/37001,2007,69001,75711,53639,58029,12646,14817,782,817,864,902,36,39,1034,1107
338,geoId/37001,2008,70487,77217,54596,58952,12949,15146,851,895,901,955,42,43,1148,1226
339,geoId/37001,2009,71341,78613,55050,59838,13143,15442,971,976,896,1006,42,50,1239,1301
340,geoId/38001,2000,1235,1343,1214,1328,8,6,3,5,4,1,1,0,5,3
341,geoId/38001,2001,1221,1321,1201,1307,6,5,3,5,4,1,2,0,5,3
342,geoId/38001,2002,1187,1322,1170,1307,6,5,4,5,4,2,0,0,3,3
343,geoId/38001,2003,1181,1288,1155,1270,8,7,4,5,5,2,1,0,8,4
344,geoId/38001,2004,1159,1277,1136,1259,5,4,4,6,5,2,2,0,7,6
345,geoId/38001,2005,1139,1266,1114,1250,8,3,6,4,2,2,3,0,6,7
346,geoId/38001,2006,1128,1238,1099,1216,6,1,8,6,3,3,2,0,10,12
347,geoId/38001,2007,1126,1236,1098,1213,6,1,8,7,2,3,1,0,11,12
348,geoId/38001,2008,1122,1221,1091,1195,6,2,9,7,4,5,1,0,11,12
349,geoId/38001,2009,1106,1219,1073,1192,6,1,9,7,3,6,2,0,13,13
350,geoId/39001,2000,13392,13925,13119,13630,32,20,104,92,10,24,5,4,122,155
351,geoId/39001,2001,13492,14030,13215,13736,35,20,102,86,10,24,5,3,125,161
352,geoId/39001,2002,13677,14140,13403,13840,36,21,98,83,10,24,5,3,125,169
353,geoId/39001,2003,13883,14228,13598,13938,39,21,96,82,10,23,5,2,135,162
354,geoId/39001,2004,13944,14384,13667,14090,41,21,94,81,10,24,3,3,129,165
355,geoId/39001,2005,14050,14472,13772,14176,44,35,75,69,11,23,2,1,146,168
356,geoId/39001,2006,14112,14503,13825,14209,47,35,72,65,11,24,2,1,155,169
357,geoId/39001,2007,14081,14457,13791,14160,54,35,63,65,11,24,1,1,161,172
358,geoId/39001,2008,14175,14511,13893,14220,53,35,58,57,11,23,1,1,159,175
359,geoId/39001,2009,14088,14412,13804,14122,49,36,54,54,11,23,1,1,169,176
360,geoId/40001,2000,10377,10654,5173,5284,27,16,4445,4583,7,16,1,4,724,751
361,geoId/40001,2001,10429,10672,5117,5205,29,18,4505,4650,9,17,1,3,768,779
362,geoId/40001,2002,10472,10799,5085,5219,28,17,4569,4714,15,20,1,3,774,826
363,geoId/40001,2003,10607,10838,5121,5160,30,21,4597,4784,27,28,1,3,831,842
364,geoId/40001,2004,10707,10882,5074,5137,29,22,4694,4833,28,28,1,3,881,859
365,geoId/40001,2005,10890,10997,5100,5131,37,29,4777,4855,44,43,0,0,932,939
366,geoId/40001,2006,10999,11216,5099,5196,35,24,4849,4962,48,49,0,0,968,985
367,geoId/40001,2007,11051,11294,5064,5175,34,25,4919,5092,51,45,0,0,983,957
368,geoId/40001,2008,11109,11237,5003,5077,35,25,4963,5092,60,54,1,0,1047,989
369,geoId/40001,2009,11177,11300,5025,5079,34,23,4966,5079,71,57,0,0,1081,1062
370,geoId/41001,2000,8282,8432,8012,8199,31,10,91,91,33,35,5,2,110,95
371,geoId/41001,2001,8235,8383,7964,8139,31,10,89,95,33,37,5,2,113,100
372,geoId/41001,2002,8141,8235,7859,7985,30,10,92,94,34,36,5,2,121,108
373,geoId/41001,2003,8128,8184,7842,7923,33,10,87,94,32,37,5,2,129,118
374,geoId/41001,2004,8152,8120,7852,7847,35,10,92,94,32,35,6,2,135,132
375,geoId/41001,2005,8026,8060,7725,7762,35,13,80,96,35,40,5,4,146,145
376,geoId/41001,2006,8058,8036,7744,7727,38,15,85,94,37,41,3,4,151,155
377,geoId/41001,2007,8133,8006,7812,7695,42,14,80,94,37,41,4,5,158,157
378,geoId/41001,2008,8160,8035,7825,7713,42,16,83,91,35,40,4,4,171,171
379,geoId/41001,2009,8172,8053,7830,7715,42,16,85,97,35,41,4,5,176,179
380,geoId/42001,2000,44872,46585,43652,45333,601,566,103,104,205,261,13,12,298,309
381,geoId/42001,2001,45437,47154,44129,45785,657,626,107,110,237,291,10,12,297,330
382,geoId/42001,2002,46172,47762,44778,46317,690,663,118,106,243,304,13,14,330,358
383,geoId/42001,2003,46967,48536,45460,46976,760,728,121,119,263,323,10,13,353,377
384,geoId/42001,2004,47844,49456,46217,47798,816,790,127,124,282,335,9,13,393,396
385,geoId/42001,2005,48420,50186,46693,48470,855,786,135,128,291,350,12,9,434,443
386,geoId/42001,2006,49129,50770,47336,48991,856,808,136,130,304,361,11,9,486,471
387,geoId/42001,2007,49390,51112,47526,49254,872,822,145,134,325,381,12,12,510,509
388,geoId/42001,2008,49664,51392,47717,49386,929,863,150,133,339,421,12,16,517,573
389,geoId/42001,2009,49765,51487,47788,49528,931,819,155,138,341,429,12,15,538,558
390,geoId/44001,2000,24451,26246,23760,25577,216,167,50,42,252,257,8,9,165,194
391,geoId/44001,2001,24563,26379,23825,25673,227,184,51,42,280,274,6,7,174,199
392,geoId/44001,2002,25024,26826,24217,26080,246,196,52,43,303,290,6,7,200,210
393,geoId/44001,2003,24917,26741,24095,25957,237,197,55,45,311,308,7,7,212,227
394,geoId/44001,2004,25196,27017,24312,26200,266,199,53,46,323,329,8,5,234,238
395,geoId/44001,2005,24965,26702,24084,25874,250,209,40,44,320,328,7,4,264,243
396,geoId/44001,2006,24554,26442,23654,25569,255,196,41,46,315,345,6,1,283,285
397,geoId/44001,2007,24529,26385,23608,25509,253,180,36,44,337,360,5,2,290,290
398,geoId/44001,2008,24354,26314,23396,25406,258,180,34,40,343,389,6,0,317,299
399,geoId/44001,2009,24035,26040,23089,25117,243,183,39,43,339,394,4,0,321,303
400,geoId/45001,2000,12573,13656,8867,9157,3598,4378,15,12,25,34,4,4,64,71
401,geoId/45001,2001,12614,13716,8951,9270,3546,4328,15,11,26,35,3,3,73,69
402,geoId/45001,2002,12652,13659,8991,9290,3547,4243,16,14,25,35,4,4,69,73
403,geoId/45001,2003,12650,13656,8992,9335,3527,4191,18,14,26,34,3,3,84,79
404,geoId/45001,2004,12679,13556,9021,9312,3522,4104,22,16,26,35,4,1,84,88
405,geoId/45001,2005,12573,13422,8961,9217,3464,4033,24,25,25,47,3,4,96,96
406,geoId/45001,2006,12469,13352,8885,9185,3424,3975,23,31,26,45,0,3,111,113
407,geoId/45001,2007,12443,13302,8844,9190,3428,3901,25,33,27,47,1,4,118,127
408,geoId/45001,2008,12481,13218,8839,9089,3463,3916,26,33,26,48,1,4,126,128
409,geoId/45001,2009,12416,13198,8840,9087,3387,3898,28,32,26,49,0,2,135,130
410,geoId/46003,2000,1553,1492,1495,1471,7,0,43,15,1,2,0,0,7,4
411,geoId/46003,2001,1503,1443,1449,1422,6,0,40,15,1,2,0,0,7,4
412,geoId/46003,2002,1460,1409,1408,1388,6,0,38,15,1,2,0,0,7,4
413,geoId/46003,2003,1456,1406,1407,1384,5,0,35,15,2,3,0,0,7,4
414,geoId/46003,2004,1451,1409,1396,1385,9,2,36,14,4,3,0,0,6,5
415,geoId/46003,2005,1411,1378,1361,1352,10,2,31,16,3,2,0,0,6,6
416,geoId/46003,2006,1405,1370,1351,1341,8,2,30,17,9,4,0,0,7,6
417,geoId/46003,2007,1386,1359,1332,1327,9,3,27,17,11,5,0,0,7,7
418,geoId/46003,2008,1382,1368,1328,1336,8,2,27,17,11,6,0,0,8,7
419,geoId/46003,2009,1367,1345,1313,1312,11,3,24,17,11,6,0,0,8,7
420,geoId/47001,2000,34035,37322,31871,35086,1357,1414,115,118,275,333,4,5,413,366
421,geoId/47001,2001,34137,37324,31976,35057,1330,1434,125,121,276,329,5,5,425,378
422,geoId/47001,2002,34238,37277,32060,34966,1305,1404,125,119,301,355,3,7,444,426
423,geoId/47001,2003,34299,37309,32129,34929,1267,1425,127,128,297,367,8,7,471,453
424,geoId/47001,2004,34371,37216,32091,34748,1286,1448,126,117,340,401,5,9,523,493
425,geoId/47001,2005,34687,37353,32334,34876,1325,1434,127,114,351,397,7,6,543,526
426,geoId/47001,2006,35213,37904,32731,35363,1377,1450,132,121,378,399,11,9,584,562
427,geoId/47001,2007,35507,38073,32992,35458,1387,1474,136,131,392,397,10,8,590,605
428,geoId/47001,2008,35988,38409,33370,35739,1447,1495,136,120,382,417,11,9,642,629
429,geoId/47001,2009,36271,38760,33729,36010,1387,1470,133,126,370,440,12,9,640,705
430,geoId/48001,2000,33519,21543,23471,17517,9461,3615,271,89,138,118,12,9,166,195
431,geoId/48001,2001,32660,21603,23094,17533,8961,3622,258,89,150,138,13,9,184,212
432,geoId/48001,2002,32929,21811,23329,17692,8974,3659,242,99,156,129,16,10,212,222
433,geoId/48001,2003,34092,21976,24024,17827,9384,3664,251,107,174,127,19,11,240,240
434,geoId/48001,2004,34312,21933,24253,17855,9352,3559,241,106,179,131,23,13,264,269
435,geoId/48001,2005,34741,22132,24646,18090,9352,3477,237,113,197,144,25,22,284,286
436,geoId/48001,2006,35026,22360,24925,18294,9308,3473,240,116,213,159,27,28,313,290
437,geoId/48001,2007,35274,22596,25094,18474,9349,3490,229,118,231,158,32,29,339,327
438,geoId/48001,2008,35263,22700,25186,18572,9224,3478,228,131,226,159,33,31,366,329
439,geoId/48001,2009,35566,22844,25422,18673,9244,3477,228,140,247,167,35,32,390,355
440,geoId/49001,2000,3074,2924,2961,2834,14,2,32,31,19,21,6,0,42,36
441,geoId/49001,2001,3087,2912,2979,2820,11,2,32,31,19,22,5,0,41,37
442,geoId/49001,2002,3102,2956,2988,2857,12,2,36,36,21,23,5,0,40,38
443,geoId/49001,2003,3107,2932,2993,2833,8,2,34,35,25,25,8,1,39,36
444,geoId/49001,2004,3129,2948,3014,2846,6,3,33,38,26,24,7,1,43,36
445,geoId/49001,2005,3186,3006,3066,2884,13,6,41,38,26,29,10,4,30,45
446,geoId/49001,2006,3209,3072,3078,2947,12,6,46,39,27,31,12,5,34,44
447,geoId/49001,2007,3184,3082,3047,2948,12,8,49,44,28,32,13,5,35,45
448,geoId/49001,2008,3278,3135,3135,2998,13,8,48,48,34,34,13,6,35,41
449,geoId/49001,2009,3342,3210,3191,3069,13,7,49,45,37,37,15,6,37,46
450,geoId/50001,2000,17793,18209,17315,17688,118,96,52,47,121,158,4,7,183,213
451,geoId/50001,2001,17883,18172,17378,17623,127,95,54,42,133,171,4,8,187,233
452,geoId/50001,2002,18032,18288,17504,17705,133,95,50,46,149,197,4,7,192,238
453,geoId/50001,2003,18137,18295,17561,17671,144,102,51,45,162,214,4,7,215,256
454,geoId/50001,2004,18266,18314,17670,17699,149,101,55,41,170,211,3,9,219,253
455,geoId/50001,2005,18351,18260,17717,17605,155,109,50,42,203,223,2,2,224,279
456,geoId/50001,2006,18375,18383,17720,17715,161,105,49,41,194,227,4,2,247,293
457,geoId/50001,2007,18386,18500,17693,17795,164,114,47,40,234,252,2,2,246,297
458,geoId/50001,2008,18416,18489,17685,17767,172,109,49,40,253,264,2,3,255,306
459,geoId/50001,2009,18373,18474,17672,17710,172,115,47,43,226,284,2,2,254,320
460,geoId/51001,2000,18558,19657,12700,12836,5611,6553,83,48,34,55,20,17,110,148
461,geoId/51001,2001,18302,19440,12590,12721,5470,6437,71,49,35,65,19,17,117,151
462,geoId/51001,2002,18108,19200,12510,12606,5331,6294,72,59,37,69,22,15,136,157
463,geoId/51001,2003,17865,18877,12358,12470,5211,6090,83,65,49,71,22,19,142,162
464,geoId/51001,2004,17615,18695,12277,12404,5026,5963,85,73,45,70,21,22,161,163
465,geoId/51001,2005,17437,18398,12188,12296,4908,5755,80,67,67,87,24,23,170,170
466,geoId/51001,2006,17146,18046,12027,12120,4735,5551,91,77,68,95,24,19,201,184
467,geoId/51001,2007,16821,17732,11829,11908,4586,5436,89,77,72,91,24,22,221,198
468,geoId/51001,2008,16519,17451,11641,11715,4455,5319,95,90,80,86,27,20,221,221
469,geoId/51001,2009,16303,17112,11551,11611,4298,5074,101,92,84,92,26,25,243,218
470,geoId/53001,2000,8410,8048,8149,7815,39,23,75,67,60,59,14,9,73,75
471,geoId/53001,2001,8329,7930,8033,7667,47,24,100,99,63,59,13,9,73,72
472,geoId/53001,2002,8430,8015,8081,7721,59,33,136,116,67,64,13,8,74,73
473,geoId/53001,2003,8512,8100,8111,7774,73,40,173,142,68,63,11,6,76,75
474,geoId/53001,2004,8494,8170,8055,7803,82,42,197,168,69,69,12,7,79,81
475,geoId/53001,2005,8668,8250,8148,7845,92,56,261,198,71,71,6,2,90,78
476,geoId/53001,2006,8683,8314,8113,7841,90,67,300,230,78,89,6,1,96,86
477,geoId/53001,2007,8893,8520,8261,8012,99,68,344,263,80,88,5,2,104,87
478,geoId/53001,2008,9112,8670,8417,8110,107,77,395,297,78,98,5,1,110,87
479,geoId/53001,2009,9361,9044,8677,8422,115,88,370,341,84,100,4,2,111,91
480,geoId/54001,2000,7656,7904,7471,7708,42,37,62,50,14,30,3,1,64,78
481,geoId/54001,2001,7613,7823,7428,7633,43,37,62,48,14,25,3,1,63,79
482,geoId/54001,2002,7691,7878,7496,7682,47,39,61,48,14,26,3,1,70,82
483,geoId/54001,2003,7732,7907,7528,7701,53,41,61,50,13,25,2,1,75,89
484,geoId/54001,2004,7709,7920,7493,7724,56,41,60,46,15,26,3,1,82,82
485,geoId/54001,2005,7720,8002,7495,7794,55,47,60,42,13,21,2,0,95,98
486,geoId/54001,2006,7833,8089,7602,7876,57,47,55,41,13,25,5,0,101,100
487,geoId/54001,2007,7875,8161,7628,7947,63,49,54,38,15,22,3,0,112,105
488,geoId/54001,2008,8007,8234,7751,8015,66,52,56,38,15,24,5,0,114,105
489,geoId/54001,2009,8149,8330,7882,8099,68,57,63,42,15,23,1,0,120,109
490,geoId/55001,2000,10803,9244,9970,9060,544,24,164,60,30,39,2,2,93,59
491,geoId/55001,2001,10891,9446,10075,9262,531,24,161,61,30,39,2,1,92,59
492,geoId/55001,2002,11003,9575,10175,9381,547,25,153,63,30,40,2,3,96,63
493,geoId/55001,2003,10997,9647,10188,9448,525,29,149,69,35,37,4,1,96,63
494,geoId/55001,2004,11117,9657,10289,9446,536,30,148,71,37,38,3,1,104,71
495,geoId/55001,2005,11388,9823,10437,9607,639,31,155,64,47,35,2,1,108,85
496,geoId/55001,2006,11351,9834,10416,9605,625,30,156,69,45,34,4,2,105,94
497,geoId/55001,2007,11291,9865,10411,9632,580,31,143,70,46,33,5,1,106,98
498,geoId/55001,2008,11334,9767,10410,9521,615,39,144,73,51,33,5,1,109,100
499,geoId/55001,2009,11269,9661,10332,9410,632,39,140,78,50,31,5,1,110,102
500,geoId/56001,2000,16500,15466,15553,14586,253,132,181,159,267,325,12,11,234,253
501,geoId/56001,2001,16724,15695,15730,14768,257,151,183,170,285,340,14,9,255,257
502,geoId/56001,2002,16874,15801,15845,14873,270,147,190,161,295,332,11,12,263,276
503,geoId/56001,2003,17047,16051,16001,15081,257,142,172,160,336,360,16,14,265,294
504,geoId/56001,2004,17349,16231,16279,15233,253,148,168,156,350,377,15,13,284,304
505,geoId/56001,2005,17384,16247,16305,15226,242,151,167,151,352,400,15,13,303,306
506,geoId/56001,2006,17668,16282,16462,15250,262,146,156,140,424,409,18,14,346,323
507,geoId/56001,2007,17624,16234,16444,15136,258,163,158,140,397,450,14,10,353,335
508,geoId/56001,2008,18088,16555,16863,15431,250,153,153,147,440,465,17,17,365,342
509,geoId/56001,2009,18613,17130,17279,15908,292,179,152,141,487,513,18,16,385,373
