Detail Data For Renewable Electricity Potential by Energy Source Having Year : ALL Region : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,EnergySource,EnergySourceType,YearValue,CapacityIdentified_MW
SR,KERALA,WASTE,RENEWABLE,2020,36.000
SR,KERALA,SOLAR,RENEWABLE,2020,6110.000
SR,KERALA,SMALL HYDRO,RENEWABLE,2017,704.000
SR,KERALA,BIOMASS,RENEWABLE,2017,1044.000
SR,KERALA,WASTE,RENEWABLE,2017,36.000
SR,KERALA,SOLAR,RENEWABLE,2017,6110.000
SR,KERALA,SMALL HYDRO,RENEWABLE,2018,647.000
SR,KERALA,BIOMASS,RENEWABLE,2018,864.000
SR,KERALA,WASTE,RENEWABLE,2018,36.000
SR,KERALA,SOLAR,RENEWABLE,2018,6110.000
SR,PUDUCHERRY,WASTE,RENEWABLE,2015,3.000
SR,PUDUCHERRY,WIND,RENEWABLE,2016,152.830
SR,PUDUCHERRY,WIND,RENEWABLE,2020,382.000
SR,PUDUCHERRY,WASTE,RENEWABLE,2019,3.000
SR,PUDUCHERRY,WASTE,RENEWABLE,2020,2.500
SR,PUDUCHERRY,WASTE,RENEWABLE,2017,3.000
SR,PUDUCHERRY,WASTE,RENEWABLE,2018,1022.000
NR,RAJASTHAN,BIOMASS,RENEWABLE,2015,1039.000
NR,RAJASTHAN,SMALL HYDRO,RENEWABLE,2015,57.000
NR,RAJASTHAN,SOLAR,RENEWABLE,2015,142310.000
NR,RAJASTHAN,WASTE,RENEWABLE,2015,62.000
NR,RAJASTHAN,WIND,RENEWABLE,2016,18770.490
NR,RAJASTHAN,WIND,RENEWABLE,2020,127756.000
NR,RAJASTHAN,SMALL HYDRO,RENEWABLE,2019,57.000
NR,RAJASTHAN,BIOMASS,RENEWABLE,2019,1039.000
NR,RAJASTHAN,WASTE,RENEWABLE,2019,62.000
NR,RAJASTHAN,SOLAR,RENEWABLE,2019,142310.000
NR,RAJASTHAN,SMALL HYDRO,RENEWABLE,2020,52.000
NR,RAJASTHAN,BIOMASS,RENEWABLE,2020,1039.000
NR,RAJASTHAN,WASTE,RENEWABLE,2020,62.000
NR,RAJASTHAN,SOLAR,RENEWABLE,2020,142310.000
NR,RAJASTHAN,SMALL HYDRO,RENEWABLE,2017,57.000
NR,RAJASTHAN,BIOMASS,RENEWABLE,2017,1039.000
NR,RAJASTHAN,WASTE,RENEWABLE,2017,62.000
NR,RAJASTHAN,SOLAR,RENEWABLE,2017,142310.000
NR,RAJASTHAN,SMALL HYDRO,RENEWABLE,2018,52.000
NR,RAJASTHAN,BIOMASS,RENEWABLE,2018,1122.000
NR,RAJASTHAN,COGENERATION-BAGASSE,RENEWABLE,2018,10.000
NR,RAJASTHAN,WASTE,RENEWABLE,2018,62.000
NR,RAJASTHAN,SOLAR,RENEWABLE,2018,142310.000
SR,TAMILNADU,BIOMASS,RENEWABLE,2015,1070.000
SR,TAMILNADU,COGENERATION-BAGASSE,RENEWABLE,2015,450.000
SR,TAMILNADU,SMALL HYDRO,RENEWABLE,2015,660.000
SR,TAMILNADU,SOLAR,RENEWABLE,2015,17670.000
SR,TAMILNADU,WASTE,RENEWABLE,2015,151.000
SR,TAMILNADU,WIND,RENEWABLE,2016,33799.640
SR,TAMILNADU,WIND,RENEWABLE,2020,68750.000
SR,TAMILNADU,SMALL HYDRO,RENEWABLE,2019,660.000
SR,TAMILNADU,BIOMASS,RENEWABLE,2019,1070.000
SR,TAMILNADU,COGENERATION-BAGASSE,RENEWABLE,2019,450.000
SR,TAMILNADU,WASTE,RENEWABLE,2019,151.000
SR,TAMILNADU,SOLAR,RENEWABLE,2019,17670.000
SR,TAMILNADU,SMALL HYDRO,RENEWABLE,2020,604.000
SR,TAMILNADU,BIOMASS,RENEWABLE,2020,1070.000
SR,TAMILNADU,COGENERATION-BAGASSE,RENEWABLE,2020,450.000
SR,TAMILNADU,WASTE,RENEWABLE,2020,151.000
SR,TAMILNADU,SOLAR,RENEWABLE,2020,17670.000
SR,TAMILNADU,SMALL HYDRO,RENEWABLE,2017,660.000
SR,TAMILNADU,BIOMASS,RENEWABLE,2017,1070.000
SR,TAMILNADU,COGENERATION-BAGASSE,RENEWABLE,2017,450.000
SR,TAMILNADU,WASTE,RENEWABLE,2017,151.000
SR,TAMILNADU,SOLAR,RENEWABLE,2017,17670.000
SR,TAMILNADU,SMALL HYDRO,RENEWABLE,2018,604.000
SR,TAMILNADU,BIOMASS,RENEWABLE,2018,1164.000
SR,TAMILNADU,COGENERATION-BAGASSE,RENEWABLE,2018,700.000
SR,TAMILNADU,WASTE,RENEWABLE,2018,151.000
SR,TAMILNADU,SOLAR,RENEWABLE,2018,17670.000
NR,DELHI,SOLAR,RENEWABLE,2015,2050.000
NR,DELHI,WASTE,RENEWABLE,2015,131.000
NR,DELHI,WASTE,RENEWABLE,2019,131.000
NR,DELHI,SOLAR,RENEWABLE,2019,2050.000
NR,DELHI,WASTE,RENEWABLE,2020,131.000
NR,DELHI,SOLAR,RENEWABLE,2020,2050.000
NR,DELHI,WASTE,RENEWABLE,2017,131.000
NR,DELHI,SOLAR,RENEWABLE,2017,2050.000
NR,DELHI,SOLAR,RENEWABLE,2018,2050.000
NR,HARYANA,BIOMASS,RENEWABLE,2015,1333.000
NR,HARYANA,COGENERATION-BAGASSE,RENEWABLE,2015,350.000
NR,HARYANA,SMALL HYDRO,RENEWABLE,2015,110.000
NR,HARYANA,SOLAR,RENEWABLE,2015,4560.000
NR,HARYANA,WASTE,RENEWABLE,2015,24.000
NR,HARYANA,WIND,RENEWABLE,2016,93.000
NR,HARYANA,WIND,RENEWABLE,2020,419.000
NR,HARYANA,SMALL HYDRO,RENEWABLE,2019,110.000
NR,HARYANA,BIOMASS,RENEWABLE,2019,1333.000
NR,HARYANA,COGENERATION-BAGASSE,RENEWABLE,2019,350.000
NR,HARYANA,WASTE,RENEWABLE,2019,24.000
NR,HARYANA,SOLAR,RENEWABLE,2019,4560.000
NR,HARYANA,SMALL HYDRO,RENEWABLE,2020,107.000
NR,HARYANA,BIOMASS,RENEWABLE,2020,1333.000
NR,HARYANA,COGENERATION-BAGASSE,RENEWABLE,2020,350.000
NR,HARYANA,WASTE,RENEWABLE,2020,24.000
NR,HARYANA,SOLAR,RENEWABLE,2020,4560.000
NR,HARYANA,SMALL HYDRO,RENEWABLE,2017,110.000
NR,HARYANA,BIOMASS,RENEWABLE,2017,1333.000
NR,HARYANA,COGENERATION-BAGASSE,RENEWABLE,2017,350.000
NR,HARYANA,WASTE,RENEWABLE,2017,24.000
NR,HARYANA,SOLAR,RENEWABLE,2017,4560.000
NR,HARYANA,SMALL HYDRO,RENEWABLE,2018,107.000
NR,HARYANA,BIOMASS,RENEWABLE,2018,1375.000
NR,HARYANA,COGENERATION-BAGASSE,RENEWABLE,2018,100.000
NR,HARYANA,WASTE,RENEWABLE,2018,24.000
NR,HARYANA,SOLAR,RENEWABLE,2018,4560.000
NR,HIMACHAL PRADESH,BIOMASS,RENEWABLE,2015,142.000
NR,HIMACHAL PRADESH,SMALL HYDRO,RENEWABLE,2015,2398.000
NR,HIMACHAL PRADESH,SOLAR,RENEWABLE,2015,33840.000
NR,HIMACHAL PRADESH,WASTE,RENEWABLE,2015,2.000
NR,HIMACHAL PRADESH,WIND,RENEWABLE,2016,64.000
NR,HIMACHAL PRADESH,WIND,RENEWABLE,2020,151.000
NR,HIMACHAL PRADESH,SMALL HYDRO,RENEWABLE,2019,2398.000
NR,HIMACHAL PRADESH,BIOMASS,RENEWABLE,2019,142.000
NR,HIMACHAL PRADESH,WASTE,RENEWABLE,2019,2.000
NR,HIMACHAL PRADESH,SOLAR,RENEWABLE,2019,33840.000
NR,HIMACHAL PRADESH,SMALL HYDRO,RENEWABLE,2020,3460.000
NR,HIMACHAL PRADESH,BIOMASS,RENEWABLE,2020,142.000
NR,HIMACHAL PRADESH,WASTE,RENEWABLE,2020,2.000
NR,HIMACHAL PRADESH,SOLAR,RENEWABLE,2020,33840.000
NR,HIMACHAL PRADESH,SMALL HYDRO,RENEWABLE,2017,2398.000
NR,HIMACHAL PRADESH,BIOMASS,RENEWABLE,2017,142.000
NR,HIMACHAL PRADESH,WASTE,RENEWABLE,2017,2.000
NR,HIMACHAL PRADESH,SOLAR,RENEWABLE,2017,33840.000
NR,HIMACHAL PRADESH,SMALL HYDRO,RENEWABLE,2018,3460.000
NR,HIMACHAL PRADESH,BIOMASS,RENEWABLE,2018,142.000
NR,HIMACHAL PRADESH,WASTE,RENEWABLE,2018,2.000
NR,HIMACHAL PRADESH,SOLAR,RENEWABLE,2018,33840.000
SR,KARNATAKA,BIOMASS,RENEWABLE,2015,1131.000
SR,KARNATAKA,COGENERATION-BAGASSE,RENEWABLE,2015,450.000
SR,KARNATAKA,SMALL HYDRO,RENEWABLE,2015,4141.000
SR,KARNATAKA,SOLAR,RENEWABLE,2015,24700.000
SR,KARNATAKA,WIND,RENEWABLE,2016,55857.350
SR,KARNATAKA,WIND,RENEWABLE,2020,124155.000
SR,KARNATAKA,SMALL HYDRO,RENEWABLE,2019,4141.000
SR,KARNATAKA,BIOMASS,RENEWABLE,2019,1131.000
SR,KARNATAKA,COGENERATION-BAGASSE,RENEWABLE,2019,450.000
SR,KARNATAKA,SOLAR,RENEWABLE,2019,24700.000
SR,KARNATAKA,SMALL HYDRO,RENEWABLE,2020,3726.000
SR,KARNATAKA,BIOMASS,RENEWABLE,2020,1131.000
SR,KARNATAKA,COGENERATION-BAGASSE,RENEWABLE,2020,450.000
SR,KARNATAKA,SOLAR,RENEWABLE,2020,24700.000
SR,KARNATAKA,SMALL HYDRO,RENEWABLE,2017,4141.000
SR,KARNATAKA,BIOMASS,RENEWABLE,2017,1131.000
SR,KARNATAKA,COGENERATION-BAGASSE,RENEWABLE,2017,450.000
SR,KARNATAKA,SOLAR,RENEWABLE,2017,24700.000
SR,KARNATAKA,SMALL HYDRO,RENEWABLE,2018,3726.000
SR,KARNATAKA,BIOMASS,RENEWABLE,2018,1222.000
SR,KARNATAKA,COGENERATION-BAGASSE,RENEWABLE,2018,1400.000
SR,KARNATAKA,SOLAR,RENEWABLE,2018,24700.000
NR,PUNJAB,BIOMASS,RENEWABLE,2015,3172.000
NR,PUNJAB,COGENERATION-BAGASSE,RENEWABLE,2015,300.000
NR,PUNJAB,SMALL HYDRO,RENEWABLE,2015,441.000
NR,PUNJAB,SOLAR,RENEWABLE,2015,2810.000
NR,PUNJAB,WASTE,RENEWABLE,2015,45.000
NR,PUNJAB,WIND,RENEWABLE,2020,278.000
NR,PUNJAB,SMALL HYDRO,RENEWABLE,2019,441.000
NR,PUNJAB,BIOMASS,RENEWABLE,2019,3172.000
NR,PUNJAB,COGENERATION-BAGASSE,RENEWABLE,2019,300.000
NR,PUNJAB,WASTE,RENEWABLE,2019,45.000
NR,PUNJAB,SOLAR,RENEWABLE,2019,2810.000
NR,PUNJAB,SMALL HYDRO,RENEWABLE,2020,578.000
NR,PUNJAB,BIOMASS,RENEWABLE,2020,3172.000
NR,PUNJAB,COGENERATION-BAGASSE,RENEWABLE,2020,300.000
NR,PUNJAB,WASTE,RENEWABLE,2020,45.000
NR,PUNJAB,SOLAR,RENEWABLE,2020,2810.000
NR,PUNJAB,SMALL HYDRO,RENEWABLE,2017,441.000
NR,PUNJAB,BIOMASS,RENEWABLE,2017,3172.000
NR,PUNJAB,COGENERATION-BAGASSE,RENEWABLE,2017,300.000
NR,PUNJAB,WASTE,RENEWABLE,2017,45.000
NR,PUNJAB,SOLAR,RENEWABLE,2017,2810.000
NR,PUNJAB,SMALL HYDRO,RENEWABLE,2018,578.000
NR,PUNJAB,BIOMASS,RENEWABLE,2018,3178.000
NR,PUNJAB,COGENERATION-BAGASSE,RENEWABLE,2018,160.000
NR,PUNJAB,WASTE,RENEWABLE,2018,45.000
NR,PUNJAB,SOLAR,RENEWABLE,2018,2810.000
NR,UTTARAKHAND,BIOMASS,RENEWABLE,2015,24.000
NR,UTTARAKHAND,SMALL HYDRO,RENEWABLE,2015,1708.000
NR,UTTARAKHAND,SOLAR,RENEWABLE,2015,16800.000
NR,UTTARAKHAND,WASTE,RENEWABLE,2015,5.000
NR,UTTARAKHAND,WIND,RENEWABLE,2016,534.000
NR,UTTARAKHAND,WIND,RENEWABLE,2020,54.000
NR,UTTARAKHAND,SMALL HYDRO,RENEWABLE,2019,1708.000
NR,UTTARAKHAND,BIOMASS,RENEWABLE,2019,24.000
NR,UTTARAKHAND,WASTE,RENEWABLE,2019,5.000
NR,UTTARAKHAND,SOLAR,RENEWABLE,2019,16800.000
NR,UTTARAKHAND,SMALL HYDRO,RENEWABLE,2020,1664.310
NR,UTTARAKHAND,BIOMASS,RENEWABLE,2020,23.700
NR,UTTARAKHAND,WASTE,RENEWABLE,2020,5.000
NR,UTTARAKHAND,SOLAR,RENEWABLE,2020,16800.000
NR,UTTARAKHAND,SMALL HYDRO,RENEWABLE,2017,1708.000
NR,UTTARAKHAND,BIOMASS,RENEWABLE,2017,24.000
NR,UTTARAKHAND,WASTE,RENEWABLE,2017,5.000
NR,UTTARAKHAND,SOLAR,RENEWABLE,2017,16800.000
NR,UTTARAKHAND,SMALL HYDRO,RENEWABLE,2018,1664.000
NR,UTTARAKHAND,BIOMASS,RENEWABLE,2018,88.000
NR,UTTARAKHAND,COGENERATION-BAGASSE,RENEWABLE,2018,80.000
NR,UTTARAKHAND,WASTE,RENEWABLE,2018,148.000
NR,UTTARAKHAND,SOLAR,RENEWABLE,2018,16800.000
WR,GOA,BIOMASS,RENEWABLE,2015,26.000
WR,GOA,SMALL HYDRO,RENEWABLE,2015,7.000
WR,GOA,SOLAR,RENEWABLE,2015,880.000
WR,GOA,WIND,RENEWABLE,2016,0.840
WR,GOA,WIND,RENEWABLE,2020,8.000
WR,GOA,SMALL HYDRO,RENEWABLE,2019,7.000
WR,GOA,BIOMASS,RENEWABLE,2019,26.000
WR,GOA,SOLAR,RENEWABLE,2019,880.000
WR,GOA,SMALL HYDRO,RENEWABLE,2020,5.000
WR,GOA,BIOMASS,RENEWABLE,2020,26.000
WR,GOA,SOLAR,RENEWABLE,2020,880.000
WR,GOA,SMALL HYDRO,RENEWABLE,2017,7.000
WR,GOA,BIOMASS,RENEWABLE,2017,26.000
WR,GOA,SOLAR,RENEWABLE,2017,880.000
WR,GOA,SMALL HYDRO,RENEWABLE,2018,5.000
WR,GOA,BIOMASS,RENEWABLE,2018,26.000
WR,GOA,SOLAR,RENEWABLE,2018,88.000
NER,MANIPUR,BIOMASS,RENEWABLE,2015,13.000
NER,MANIPUR,SMALL HYDRO,RENEWABLE,2015,109.000
NER,MANIPUR,SOLAR,RENEWABLE,2015,10630.000
NER,MANIPUR,WASTE,RENEWABLE,2015,2.000
NER,MANIPUR,WIND,RENEWABLE,2016,56.000
NER,MANIPUR,SMALL HYDRO,RENEWABLE,2019,109.000
NER,MANIPUR,BIOMASS,RENEWABLE,2019,13.000
NER,MANIPUR,WASTE,RENEWABLE,2019,2.000
NER,MANIPUR,SOLAR,RENEWABLE,2019,10630.000
NER,MANIPUR,SMALL HYDRO,RENEWABLE,2020,100.000
NER,MANIPUR,BIOMASS,RENEWABLE,2020,13.000
NER,MANIPUR,WASTE,RENEWABLE,2020,2.000
NER,MANIPUR,SOLAR,RENEWABLE,2020,10630.000
NER,MANIPUR,SMALL HYDRO,RENEWABLE,2017,109.000
NER,MANIPUR,BIOMASS,RENEWABLE,2017,13.000
NER,MANIPUR,WASTE,RENEWABLE,2017,2.000
NER,MANIPUR,SOLAR,RENEWABLE,2017,10630.000
NER,MANIPUR,SMALL HYDRO,RENEWABLE,2018,100.000
NER,MANIPUR,BIOMASS,RENEWABLE,2018,15.000
NER,MANIPUR,WASTE,RENEWABLE,2018,2.000
NER,MANIPUR,SOLAR,RENEWABLE,2018,10630.000
NER,MIZORAM,BIOMASS,RENEWABLE,2015,1.000
NER,MIZORAM,SMALL HYDRO,RENEWABLE,2015,169.000
NER,MIZORAM,SOLAR,RENEWABLE,2015,9090.000
NER,MIZORAM,WASTE,RENEWABLE,2015,2.000
NER,MIZORAM,SMALL HYDRO,RENEWABLE,2019,169.000
NER,MIZORAM,BIOMASS,RENEWABLE,2019,1.000
NER,MIZORAM,WASTE,RENEWABLE,2019,2.000
NER,MIZORAM,SOLAR,RENEWABLE,2019,9090.000
NER,MIZORAM,SMALL HYDRO,RENEWABLE,2020,169.000
NER,MIZORAM,BIOMASS,RENEWABLE,2020,1.000
NER,MIZORAM,WASTE,RENEWABLE,2020,2.000
NER,MIZORAM,SOLAR,RENEWABLE,2020,9090.000
NER,MIZORAM,SMALL HYDRO,RENEWABLE,2017,169.000
NER,MIZORAM,BIOMASS,RENEWABLE,2017,1.000
NER,MIZORAM,WASTE,RENEWABLE,2017,2.000
NER,MIZORAM,SOLAR,RENEWABLE,2017,9090.000
NER,MIZORAM,SMALL HYDRO,RENEWABLE,2018,169.000
NER,MIZORAM,BIOMASS,RENEWABLE,2018,1.000
NER,MIZORAM,WASTE,RENEWABLE,2018,2.000
NER,MIZORAM,SOLAR,RENEWABLE,2018,9090.000
NER,TRIPURA,BIOMASS,RENEWABLE,2015,3.000
NER,TRIPURA,SMALL HYDRO,RENEWABLE,2015,47.000
NER,TRIPURA,SOLAR,RENEWABLE,2015,2080.000
NER,TRIPURA,WASTE,RENEWABLE,2015,2.000
NER,TRIPURA,SMALL HYDRO,RENEWABLE,2019,47.000
NER,TRIPURA,BIOMASS,RENEWABLE,2019,3.000
NER,TRIPURA,WASTE,RENEWABLE,2019,2.000
NER,TRIPURA,SOLAR,RENEWABLE,2019,2080.000
NER,TRIPURA,SMALL HYDRO,RENEWABLE,2020,46.860
NER,TRIPURA,BIOMASS,RENEWABLE,2020,2.900
NER,TRIPURA,WASTE,RENEWABLE,2020,1.500
NER,TRIPURA,SOLAR,RENEWABLE,2020,2080.000
NER,TRIPURA,SMALL HYDRO,RENEWABLE,2017,47.000
NER,TRIPURA,BIOMASS,RENEWABLE,2017,3.000
NER,TRIPURA,WASTE,RENEWABLE,2017,2.000
NER,TRIPURA,SOLAR,RENEWABLE,2017,2080.000
NER,TRIPURA,SMALL HYDRO,RENEWABLE,2018,47.000
NER,TRIPURA,BIOMASS,RENEWABLE,2018,3.000
NER,TRIPURA,WASTE,RENEWABLE,2018,176.000
NER,TRIPURA,SOLAR,RENEWABLE,2018,2080.000
ER,A & N ISLANDS,SMALL HYDRO,RENEWABLE,2015,8.000
ER,A & N ISLANDS,WIND,RENEWABLE,2016,8.430
ER,A & N ISLANDS,WIND,RENEWABLE,2020,1277.000
ER,A & N ISLANDS,SMALL HYDRO,RENEWABLE,2019,8.000
ER,A & N ISLANDS,SMALL HYDRO,RENEWABLE,2020,7.270
ER,A & N ISLANDS,SMALL HYDRO,RENEWABLE,2017,8.000
ER,A & N ISLANDS,SMALL HYDRO,RENEWABLE,2018,7.000
ER,A & N ISLANDS,WASTE,RENEWABLE,2018,6.000
WR,DIU & DAMAN,WIND,RENEWABLE,2016,4.000
SR,LAKSHADWEEP,WIND,RENEWABLE,2016,7.670
SR,LAKSHADWEEP,WIND,RENEWABLE,2020,31.000
SR,LAKSHADWEEP,WASTE,RENEWABLE,2018,3.000
NR,CHANDIGARH,WASTE,RENEWABLE,2015,6.000
NR,CHANDIGARH,WASTE,RENEWABLE,2019,6.000
NR,CHANDIGARH,WASTE,RENEWABLE,2020,6.000
NR,CHANDIGARH,WASTE,RENEWABLE,2017,6.000
IN,OTHERS,SOLAR,RENEWABLE,2015,790.000
IN,OTHERS,WASTE,RENEWABLE,2015,1022.000
IN,OTHERS,WASTE,RENEWABLE,2019,1022.000
IN,OTHERS,SOLAR,RENEWABLE,2019,790.000
IN,OTHERS,WASTE,RENEWABLE,2020,1022.000
IN,OTHERS,SOLAR,RENEWABLE,2020,790.000
IN,OTHERS,WASTE,RENEWABLE,2017,1022.000
IN,OTHERS,SOLAR,RENEWABLE,2017,790.000
IN,OTHERS,SOLAR,RENEWABLE,2018,790.000
NR,LADAKH,BIOMASS,RENEWABLE,2015,0.000
NR,LADAKH,SMALL HYDRO,RENEWABLE,2015,0.000
NR,LADAKH,SOLAR,RENEWABLE,2015,0.000
NR,LADAKH,WIND,RENEWABLE,2016,0.000
NR,LADAKH,WIND,RENEWABLE,2020,0.000
NR,LADAKH,SMALL HYDRO,RENEWABLE,2019,0.000
NR,LADAKH,BIOMASS,RENEWABLE,2019,0.000
NR,LADAKH,SOLAR,RENEWABLE,2019,0.000
NR,LADAKH,SMALL HYDRO,RENEWABLE,2020,0.000
NR,LADAKH,BIOMASS,RENEWABLE,2020,0.000
NR,LADAKH,SOLAR,RENEWABLE,2020,0.000
NR,LADAKH,SMALL HYDRO,RENEWABLE,2017,0.000
NR,LADAKH,BIOMASS,RENEWABLE,2017,0.000
NR,LADAKH,SOLAR,RENEWABLE,2017,0.000
NR,LADAKH,SMALL HYDRO,RENEWABLE,2018,0.000
NR,LADAKH,BIOMASS,RENEWABLE,2018,0.000
NR,LADAKH,SOLAR,RENEWABLE,2018,0.000
