Detail Data For Renewable Electricity Capacity by Energy Source Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
Region,State,EnergySource,YearValue,Capacity,Capacity_MW
SR,TELANGANA,WIND,2019,128.100,MW
SR,TELANGANA,WASTE,2019,18.500,MW
SR,TELANGANA,COGENERATION-BAGASSE,2019,158.100,MW
SR,TELANGANA,SOLAR,2019,3592.090,MWP
SR,TELANGANA,SMALL HYDRO,2020,90.870,MW
SR,TELANGANA,WIND,2020,128.100,MW
SR,TELANGANA,WASTE,2020,26.000,MW
SR,TELANGANA,COGENERATION-BAGASSE,2020,159.100,MW
SR,TELANGANA,SOLAR,2020,3620.750,MWP
SR,TELANGANA,SOLAR,2015,61.250,MWP
SR,TELANGANA,WIND,2016,77.700,MW
SR,TELANGANA,COGENERATION-BAGASSE,2016,158.100,MW
SR,TELANGANA,SOLAR,2016,527.843,MWP
ER,SIKKIM,SMALL HYDRO,2008,39.110,MW
ER,SIKKIM,SMALL HYDRO,2009,47.110,MW
ER,SIKKIM,SMALL HYDRO,2010,47.110,MW
ER,SIKKIM,SMALL HYDRO,2011,52.110,MW
ER,SIKKIM,SMALL HYDRO,2012,52.110,MW
ER,SIKKIM,SMALL HYDRO,2013,52.110,MW
ER,SIKKIM,SMALL HYDRO,2014,52.110,MW
ER,SIKKIM,SMALL HYDRO,2017,52.110,MW
ER,SIKKIM,SOLAR,2017,0.000,MWP
ER,SIKKIM,SMALL HYDRO,2018,52.110,MW
ER,SIKKIM,SOLAR,2018,0.000,MWP
ER,SIKKIM,SMALL HYDRO,2019,52.110,MW
ER,SIKKIM,SOLAR,2019,0.010,MWP
ER,SIKKIM,SMALL HYDRO,2020,52.110,MW
ER,SIKKIM,SOLAR,2020,0.070,MWP
ER,SIKKIM,SMALL HYDRO,2015,52.110,MW
ER,SIKKIM,SMALL HYDRO,2016,52.110,MW
NER,ASSAM,SMALL HYDRO,2008,27.110,MW
NER,ASSAM,SMALL HYDRO,2009,27.110,MW
NER,ASSAM,SMALL HYDRO,2010,27.110,MW
NER,ASSAM,SMALL HYDRO,2011,27.110,MW
NER,ASSAM,SMALL HYDRO,2012,31.110,MW
NER,ASSAM,SMALL HYDRO,2013,31.110,MW
NER,ASSAM,SMALL HYDRO,2014,34.110,MW
NER,ASSAM,SMALL HYDRO,2017,34.110,MW
NER,ASSAM,SOLAR,2017,11.780,MWP
NER,ASSAM,SMALL HYDRO,2018,34.110,MW
NER,ASSAM,SOLAR,2018,12.450,MWP
NER,ASSAM,SMALL HYDRO,2019,34.110,MW
NER,ASSAM,SOLAR,2019,22.400,MWP
NER,ASSAM,SMALL HYDRO,2020,34.110,MW
NER,ASSAM,SOLAR,2020,41.230,MWP
NER,ASSAM,SMALL HYDRO,2015,34.110,MW
NER,ASSAM,SMALL HYDRO,2016,34.110,MW
NER,ARUNACHAL PRADESH,SMALL HYDRO,2008,45.240,MW
NER,ARUNACHAL PRADESH,SOLAR,2008,0.020,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2009,61.320,MW
NER,ARUNACHAL PRADESH,SOLAR,2009,0.020,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2010,73.420,MW
NER,ARUNACHAL PRADESH,SOLAR,2010,0.030,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2011,78.840,MW
NER,ARUNACHAL PRADESH,SOLAR,2011,0.030,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2012,79.230,MW
NER,ARUNACHAL PRADESH,SOLAR,2012,0.030,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2013,103.905,MW
NER,ARUNACHAL PRADESH,SOLAR,2013,0.025,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2014,103.910,MW
NER,ARUNACHAL PRADESH,SOLAR,2014,0.030,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2017,104.605,MW
NER,ARUNACHAL PRADESH,SOLAR,2017,0.265,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2018,104.610,MW
NER,ARUNACHAL PRADESH,SOLAR,2018,5.390,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2019,131.105,MW
NER,ARUNACHAL PRADESH,SOLAR,2019,5.390,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2020,131.105,MW
NER,ARUNACHAL PRADESH,SOLAR,2020,5.610,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2015,104.605,MW
NER,ARUNACHAL PRADESH,SOLAR,2015,0.025,MWP
NER,ARUNACHAL PRADESH,SMALL HYDRO,2016,104.605,MW
NER,ARUNACHAL PRADESH,SOLAR,2016,0.265,MWP
NER,MEGHALAYA,SMALL HYDRO,2008,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2009,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2010,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2011,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2012,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2013,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2014,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2017,31.030,MW
NER,MEGHALAYA,SOLAR,2017,0.010,MWP
NER,MEGHALAYA,SMALL HYDRO,2018,31.030,MW
NER,MEGHALAYA,SOLAR,2018,0.020,MWP
NER,MEGHALAYA,SMALL HYDRO,2019,32.530,MW
NER,MEGHALAYA,SOLAR,2019,0.120,MWP
NER,MEGHALAYA,SMALL HYDRO,2020,32.530,MW
NER,MEGHALAYA,COGENERATION-BAGASSE,2020,13.800,MW
NER,MEGHALAYA,SOLAR,2020,0.120,MWP
NER,MEGHALAYA,SMALL HYDRO,2015,31.030,MW
NER,MEGHALAYA,SMALL HYDRO,2016,31.030,MW
NER,NAGALAND,SMALL HYDRO,2008,28.670,MW
NER,NAGALAND,SMALL HYDRO,2009,28.670,MW
NER,NAGALAND,SMALL HYDRO,2010,28.670,MW
NER,NAGALAND,SMALL HYDRO,2011,28.670,MW
NER,NAGALAND,SMALL HYDRO,2012,28.670,MW
NER,NAGALAND,SMALL HYDRO,2013,28.670,MW
NER,NAGALAND,SMALL HYDRO,2014,29.670,MW
NER,NAGALAND,SMALL HYDRO,2017,30.670,MW
NER,NAGALAND,SOLAR,2017,0.500,MWP
NER,NAGALAND,SMALL HYDRO,2018,30.670,MW
NER,NAGALAND,SOLAR,2018,1.000,MWP
NER,NAGALAND,SMALL HYDRO,2019,30.670,MW
NER,NAGALAND,SOLAR,2019,1.000,MWP
NER,NAGALAND,SMALL HYDRO,2020,30.670,MW
NER,NAGALAND,SOLAR,2020,1.000,MWP
NER,NAGALAND,SMALL HYDRO,2015,29.670,MW
NER,NAGALAND,SMALL HYDRO,2016,30.670,MW
WR,GUJARAT,SMALL HYDRO,2008,7.000,MW
WR,GUJARAT,WIND,2008,1252.900,MW
WR,GUJARAT,COGENERATION-BAGASSE,2008,0.500,MW
WR,GUJARAT,WASTE,2008,0.500,MW
WR,GUJARAT,SMALL HYDRO,2009,7.000,MW
WR,GUJARAT,WIND,2009,1566.500,MW
WR,GUJARAT,COGENERATION-BAGASSE,2009,0.500,MW
WR,GUJARAT,WASTE,2009,0.500,MW
WR,GUJARAT,SMALL HYDRO,2010,12.600,MW
WR,GUJARAT,WIND,2010,1863.630,MW
WR,GUJARAT,COGENERATION-BAGASSE,2010,0.500,MW
WR,GUJARAT,SMALL HYDRO,2011,15.600,MW
WR,GUJARAT,WIND,2011,2176.430,MW
WR,GUJARAT,COGENERATION-BAGASSE,2011,0.500,MW
WR,GUJARAT,SOLAR,2011,5.000,MWP
WR,GUJARAT,SMALL HYDRO,2012,15.600,MW
WR,GUJARAT,WIND,2012,2966.280,MW
WR,GUJARAT,COGENERATION-BAGASSE,2012,20.500,MW
WR,GUJARAT,SOLAR,2012,604.890,MWP
WR,GUJARAT,SMALL HYDRO,2013,15.600,MW
WR,GUJARAT,WIND,2013,3174.580,MW
WR,GUJARAT,COGENERATION-BAGASSE,2013,30.500,MW
WR,GUJARAT,SOLAR,2013,857.900,MWP
WR,GUJARAT,SMALL HYDRO,2014,15.600,MW
WR,GUJARAT,WIND,2014,3454.300,MW
WR,GUJARAT,COGENERATION-BAGASSE,2014,43.900,MW
WR,GUJARAT,SOLAR,2014,916.400,MWP
WR,GUJARAT,SMALL HYDRO,2017,16.600,MW
WR,GUJARAT,WIND,2017,5340.620,MW
WR,GUJARAT,COGENERATION-BAGASSE,2017,65.300,MW
WR,GUJARAT,SOLAR,2017,1249.370,MWP
WR,GUJARAT,SMALL HYDRO,2018,28.600,MW
WR,GUJARAT,WIND,2018,5613.420,MW
WR,GUJARAT,COGENERATION-BAGASSE,2018,65.300,MW
WR,GUJARAT,SOLAR,2018,1588.000,MWP
WR,GUJARAT,SMALL HYDRO,2019,61.300,MW
WR,GUJARAT,WIND,2019,6073.070,MW
WR,GUJARAT,COGENERATION-BAGASSE,2019,65.300,MW
WR,GUJARAT,SOLAR,2019,2440.130,MWP
WR,GUJARAT,SMALL HYDRO,2020,68.950,MW
WR,GUJARAT,WIND,2020,7491.520,MW
WR,GUJARAT,COGENERATION-BAGASSE,2020,77.300,MW
WR,GUJARAT,SOLAR,2020,2948.370,MWP
WR,GUJARAT,SMALL HYDRO,2015,16.600,MW
WR,GUJARAT,WIND,2015,3556.220,MW
WR,GUJARAT,COGENERATION-BAGASSE,2015,65.300,MW
WR,GUJARAT,SOLAR,2015,1000.050,MWP
WR,GUJARAT,SMALL HYDRO,2016,16.600,MW
WR,GUJARAT,WIND,2016,3948.620,MW
WR,GUJARAT,COGENERATION-BAGASSE,2016,65.300,MW
WR,GUJARAT,SOLAR,2016,1119.173,MWP
NR,JAMMU & KASHMIR,SMALL HYDRO,2008,111.830,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2009,111.830,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2010,129.330,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2011,129.330,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2012,130.530,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2013,130.530,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2014,147.530,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2017,158.030,MW
NR,JAMMU & KASHMIR,SOLAR,2017,1.360,MWP
NR,JAMMU & KASHMIR,SMALL HYDRO,2018,179.030,MW
NR,JAMMU & KASHMIR,SOLAR,2018,1.360,MWP
NR,JAMMU & KASHMIR,SMALL HYDRO,2019,179.030,MW
NR,JAMMU & KASHMIR,SOLAR,2019,14.830,MWP
NR,JAMMU & KASHMIR,SMALL HYDRO,2020,180.480,MW
NR,JAMMU & KASHMIR,SOLAR,2020,19.300,MWP
NR,JAMMU & KASHMIR,SMALL HYDRO,2015,156.530,MW
NR,JAMMU & KASHMIR,SMALL HYDRO,2016,156.530,MW
NR,JAMMU & KASHMIR,SOLAR,2016,1.000,MWP
SR,KERALA,SMALL HYDRO,2008,123.120,MW
SR,KERALA,WIND,2008,10.500,MW
SR,KERALA,SOLAR,2008,0.020,MWP
SR,KERALA,SMALL HYDRO,2009,133.870,MW
SR,KERALA,WIND,2009,27.000,MW
SR,KERALA,SOLAR,2009,0.020,MWP
SR,KERALA,SMALL HYDRO,2010,133.870,MW
SR,KERALA,WIND,2010,27.750,MW
SR,KERALA,SOLAR,2010,0.030,MWP
SR,KERALA,SMALL HYDRO,2011,136.870,MW
SR,KERALA,WIND,2011,35.000,MW
SR,KERALA,SOLAR,2011,0.030,MWP
SR,KERALA,SMALL HYDRO,2012,149.670,MW
SR,KERALA,SOLAR,2012,0.840,MWP
SR,KERALA,SMALL HYDRO,2013,158.420,MW
SR,KERALA,WIND,2013,35.100,MW
SR,KERALA,SOLAR,2013,0.025,MWP
SR,KERALA,SMALL HYDRO,2014,158.420,MW
SR,KERALA,WIND,2014,35.200,MW
SR,KERALA,SOLAR,2014,0.030,MWP
SR,KERALA,SMALL HYDRO,2017,213.020,MW
SR,KERALA,WIND,2017,51.500,MW
SR,KERALA,SOLAR,2017,74.200,MWP
SR,KERALA,SMALL HYDRO,2018,219.020,MW
SR,KERALA,WIND,2018,52.500,MW
SR,KERALA,SOLAR,2018,107.940,MWP
SR,KERALA,SMALL HYDRO,2019,222.020,MW
SR,KERALA,WIND,2019,52.500,MW
SR,KERALA,SOLAR,2019,138.590,MWP
SR,KERALA,SMALL HYDRO,2020,222.020,MW
SR,KERALA,WIND,2020,62.500,MW
SR,KERALA,COGENERATION-BAGASSE,2020,0.720,MW
SR,KERALA,SOLAR,2020,142.230,MWP
SR,KERALA,SMALL HYDRO,2015,168.920,MW
SR,KERALA,WIND,2015,35.100,MW
SR,KERALA,SOLAR,2015,0.025,MWP
SR,KERALA,SMALL HYDRO,2016,198.920,MW
SR,KERALA,WIND,2016,43.500,MW
SR,KERALA,SOLAR,2016,13.045,MWP
SR,PUDUCHERRY,SOLAR,2008,0.020,MWP
SR,PUDUCHERRY,SOLAR,2009,0.020,MWP
SR,PUDUCHERRY,SOLAR,2010,0.030,MWP
SR,PUDUCHERRY,SOLAR,2011,0.790,MWP
SR,PUDUCHERRY,SOLAR,2012,0.030,MWP
SR,PUDUCHERRY,SOLAR,2013,0.025,MWP
SR,PUDUCHERRY,SOLAR,2014,0.030,MWP
SR,PUDUCHERRY,SOLAR,2017,0.080,MWP
SR,PUDUCHERRY,SOLAR,2018,0.160,MWP
SR,PUDUCHERRY,SOLAR,2019,3.140,MWP
SR,PUDUCHERRY,SOLAR,2020,5.510,MWP
SR,PUDUCHERRY,SOLAR,2015,0.025,MWP
SR,PUDUCHERRY,SOLAR,2016,0.025,MWP
NR,RAJASTHAN,SMALL HYDRO,2008,23.850,MW
NR,RAJASTHAN,WIND,2008,538.800,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2008,23.300,MW
NR,RAJASTHAN,SOLAR,2008,0.150,MWP
NR,RAJASTHAN,SMALL HYDRO,2009,23.850,MW
NR,RAJASTHAN,WIND,2009,738.400,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2009,31.300,MW
NR,RAJASTHAN,SOLAR,2009,0.150,MWP
NR,RAJASTHAN,SMALL HYDRO,2010,23.850,MW
NR,RAJASTHAN,WIND,2010,1088.300,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2010,31.300,MW
NR,RAJASTHAN,SOLAR,2010,0.150,MWP
NR,RAJASTHAN,SMALL HYDRO,2011,23.850,MW
NR,RAJASTHAN,WIND,2011,1525.000,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2011,73.300,MW
NR,RAJASTHAN,SOLAR,2011,5.150,MWP
NR,RAJASTHAN,SMALL HYDRO,2012,23.850,MW
NR,RAJASTHAN,WIND,2012,2070.650,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2012,83.300,MW
NR,RAJASTHAN,SOLAR,2012,197.650,MWP
NR,RAJASTHAN,SMALL HYDRO,2013,23.850,MW
NR,RAJASTHAN,WIND,2013,2684.650,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2013,91.300,MW
NR,RAJASTHAN,SOLAR,2013,552.900,MWP
NR,RAJASTHAN,SMALL HYDRO,2014,23.850,MW
NR,RAJASTHAN,WIND,2014,2784.900,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2014,101.300,MW
NR,RAJASTHAN,SOLAR,2014,730.100,MWP
NR,RAJASTHAN,SMALL HYDRO,2017,23.850,MW
NR,RAJASTHAN,WIND,2017,4281.720,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2017,119.300,MW
NR,RAJASTHAN,SOLAR,2017,1812.930,MWP
NR,RAJASTHAN,SMALL HYDRO,2018,23.850,MW
NR,RAJASTHAN,WIND,2018,4297.720,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2018,119.300,MW
NR,RAJASTHAN,SOLAR,2018,2332.770,MWP
NR,RAJASTHAN,SMALL HYDRO,2019,23.850,MW
NR,RAJASTHAN,WIND,2019,4299.720,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2019,119.300,MW
NR,RAJASTHAN,SOLAR,2019,3226.790,MWP
NR,RAJASTHAN,SMALL HYDRO,2020,23.850,MW
NR,RAJASTHAN,WIND,2020,4299.720,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2020,121.300,MW
NR,RAJASTHAN,SOLAR,2020,5137.910,MWP
NR,RAJASTHAN,SMALL HYDRO,2015,23.850,MW
NR,RAJASTHAN,WIND,2015,3308.520,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2015,114.350,MW
NR,RAJASTHAN,SOLAR,2015,942.100,MWP
NR,RAJASTHAN,SMALL HYDRO,2016,23.850,MW
NR,RAJASTHAN,WIND,2016,3994.020,MW
NR,RAJASTHAN,COGENERATION-BAGASSE,2016,114.350,MW
NR,RAJASTHAN,SOLAR,2016,1269.932,MWP
SR,TAMILNADU,SMALL HYDRO,2008,89.700,MW
SR,TAMILNADU,WIND,2008,3873.400,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2008,290.500,MW
SR,TAMILNADU,WASTE,2008,4.250,MW
SR,TAMILNADU,SOLAR,2008,0.050,MWP
SR,TAMILNADU,SMALL HYDRO,2009,90.050,MW
SR,TAMILNADU,WIND,2009,4304.500,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2009,333.700,MW
SR,TAMILNADU,WASTE,2009,4.250,MW
SR,TAMILNADU,SOLAR,2009,0.050,MWP
SR,TAMILNADU,SMALL HYDRO,2010,90.050,MW
SR,TAMILNADU,WIND,2010,4906.720,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2010,395.700,MW
SR,TAMILNADU,WASTE,2010,5.650,MW
SR,TAMILNADU,SOLAR,2010,0.050,MWP
SR,TAMILNADU,SMALL HYDRO,2011,96.550,MW
SR,TAMILNADU,WIND,2011,5904.120,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2011,488.200,MW
SR,TAMILNADU,WASTE,2011,5.650,MW
SR,TAMILNADU,SOLAR,2011,5.050,MWP
SR,TAMILNADU,SMALL HYDRO,2012,123.050,MW
SR,TAMILNADU,WIND,2012,6987.580,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2012,532.700,MW
SR,TAMILNADU,WASTE,2012,5.650,MW
SR,TAMILNADU,SOLAR,2012,15.050,MWP
SR,TAMILNADU,SMALL HYDRO,2013,123.050,MW
SR,TAMILNADU,WIND,2013,7162.180,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2013,538.700,MW
SR,TAMILNADU,WASTE,2013,8.050,MW
SR,TAMILNADU,SOLAR,2013,17.105,MWP
SR,TAMILNADU,SMALL HYDRO,2014,123.050,MW
SR,TAMILNADU,WIND,2014,7269.500,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2014,571.300,MW
SR,TAMILNADU,WASTE,2014,8.050,MW
SR,TAMILNADU,SOLAR,2014,98.360,MWP
SR,TAMILNADU,SMALL HYDRO,2017,123.050,MW
SR,TAMILNADU,WIND,2017,7865.760,MW
SR,TAMILNADU,WASTE,2017,8.050,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2017,878.000,MW
SR,TAMILNADU,SOLAR,2017,1750.140,MWP
SR,TAMILNADU,SMALL HYDRO,2018,123.050,MW
SR,TAMILNADU,WIND,2018,8201.390,MW
SR,TAMILNADU,WASTE,2018,6.400,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2018,926.000,MW
SR,TAMILNADU,SOLAR,2018,1908.570,MWP
SR,TAMILNADU,SMALL HYDRO,2019,123.050,MW
SR,TAMILNADU,WIND,2019,8973.210,MW
SR,TAMILNADU,WASTE,2019,6.400,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2019,969.000,MW
SR,TAMILNADU,SOLAR,2019,2575.220,MWP
SR,TAMILNADU,SMALL HYDRO,2020,123.050,MW
SR,TAMILNADU,WIND,2020,9308.640,MW
SR,TAMILNADU,WASTE,2020,6.400,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2020,997.550,MW
SR,TAMILNADU,SOLAR,2020,3915.880,MWP
SR,TAMILNADU,SMALL HYDRO,2015,123.050,MW
SR,TAMILNADU,WIND,2015,7459.390,MW
SR,TAMILNADU,WASTE,2015,8.050,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2015,1036.100,MW
SR,TAMILNADU,SOLAR,2015,143.370,MWP
SR,TAMILNADU,SMALL HYDRO,2016,123.050,MW
SR,TAMILNADU,WIND,2016,7618.190,MW
SR,TAMILNADU,WASTE,2016,8.050,MW
SR,TAMILNADU,COGENERATION-BAGASSE,2016,878.000,MW
SR,TAMILNADU,SOLAR,2016,1120.131,MWP
NR,DELHI,SOLAR,2010,0.050,MWP
NR,DELHI,SOLAR,2011,2.140,MWP
NR,DELHI,WASTE,2012,16.000,MW
NR,DELHI,SOLAR,2012,2.530,MWP
NR,DELHI,WASTE,2013,16.000,MW
NR,DELHI,SOLAR,2013,2.556,MWP
NR,DELHI,WASTE,2014,16.000,MW
NR,DELHI,SOLAR,2014,5.150,MWP
NR,DELHI,WASTE,2017,16.000,MW
NR,DELHI,SOLAR,2017,40.270,MWP
NR,DELHI,WASTE,2018,52.000,MW
NR,DELHI,SOLAR,2018,69.570,MWP
NR,DELHI,WASTE,2019,52.000,MW
NR,DELHI,SOLAR,2019,126.890,MWP
NR,DELHI,WASTE,2020,52.000,MW
NR,DELHI,SOLAR,2020,165.160,MWP
NR,DELHI,SOLAR,2015,5.465,MWP
NR,DELHI,SOLAR,2016,14.280,MWP
NR,HARYANA,SMALL HYDRO,2008,62.700,MW
NR,HARYANA,SMALL HYDRO,2009,62.700,MW
NR,HARYANA,SMALL HYDRO,2010,70.100,MW
NR,HARYANA,COGENERATION-BAGASSE,2010,7.800,MW
NR,HARYANA,SMALL HYDRO,2011,70.100,MW
NR,HARYANA,COGENERATION-BAGASSE,2011,35.800,MW
NR,HARYANA,SMALL HYDRO,2012,70.100,MW
NR,HARYANA,COGENERATION-BAGASSE,2012,35.800,MW
NR,HARYANA,SOLAR,2012,16.800,MWP
NR,HARYANA,SMALL HYDRO,2013,70.100,MW
NR,HARYANA,COGENERATION-BAGASSE,2013,45.300,MW
NR,HARYANA,SOLAR,2013,7.800,MWP
NR,HARYANA,SMALL HYDRO,2014,70.100,MW
NR,HARYANA,COGENERATION-BAGASSE,2014,45.300,MW
NR,HARYANA,SOLAR,2014,10.300,MWP
NR,HARYANA,SMALL HYDRO,2017,73.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2017,96.400,MW
NR,HARYANA,SOLAR,2017,81.400,MWP
NR,HARYANA,SMALL HYDRO,2018,73.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2018,121.400,MW
NR,HARYANA,SOLAR,2018,216.850,MWP
NR,HARYANA,SMALL HYDRO,2019,73.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2019,121.400,MW
NR,HARYANA,SOLAR,2019,224.520,MWP
NR,HARYANA,SMALL HYDRO,2020,73.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2020,205.660,MW
NR,HARYANA,SOLAR,2020,252.140,MWP
NR,HARYANA,SMALL HYDRO,2015,71.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2015,96.400,MW
NR,HARYANA,SOLAR,2015,12.800,MWP
NR,HARYANA,SMALL HYDRO,2016,73.500,MW
NR,HARYANA,COGENERATION-BAGASSE,2016,96.400,MW
NR,HARYANA,SOLAR,2016,15.387,MWP
NR,HIMACHAL PRADESH,SMALL HYDRO,2008,162.620,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2009,230.920,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2010,330.320,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2011,393.470,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2012,527.660,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2013,587.905,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2014,638.910,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2017,831.810,MW
NR,HIMACHAL PRADESH,SOLAR,2017,0.730,MWP
NR,HIMACHAL PRADESH,SMALL HYDRO,2018,853.110,MW
NR,HIMACHAL PRADESH,SOLAR,2018,0.730,MWP
NR,HIMACHAL PRADESH,SMALL HYDRO,2019,860.610,MW
NR,HIMACHAL PRADESH,SOLAR,2019,22.680,MWP
NR,HIMACHAL PRADESH,SMALL HYDRO,2020,911.510,MW
NR,HIMACHAL PRADESH,COGENERATION-BAGASSE,2020,7.200,MW
NR,HIMACHAL PRADESH,SOLAR,2020,32.930,MWP
NR,HIMACHAL PRADESH,SMALL HYDRO,2015,723.910,MW
NR,HIMACHAL PRADESH,SMALL HYDRO,2016,793.310,MW
NR,HIMACHAL PRADESH,SOLAR,2016,0.201,MWP
SR,KARNATAKA,SMALL HYDRO,2008,464.000,MW
SR,KARNATAKA,WIND,2008,1011.400,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2008,262.280,MW
SR,KARNATAKA,WASTE,2008,1.000,MW
SR,KARNATAKA,SMALL HYDRO,2009,563.450,MW
SR,KARNATAKA,WIND,2009,1327.400,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2009,294.180,MW
SR,KARNATAKA,WASTE,2009,1.000,MW
SR,KARNATAKA,SMALL HYDRO,2010,640.450,MW
SR,KARNATAKA,WIND,2010,1472.800,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2010,336.180,MW
SR,KARNATAKA,WASTE,2010,1.000,MW
SR,KARNATAKA,SOLAR,2010,6.000,MWP
SR,KARNATAKA,SMALL HYDRO,2011,783.350,MW
SR,KARNATAKA,WIND,2011,1726.850,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2011,365.180,MW
SR,KARNATAKA,WASTE,2011,1.000,MW
SR,KARNATAKA,SOLAR,2011,6.000,MWP
SR,KARNATAKA,SMALL HYDRO,2012,882.450,MW
SR,KARNATAKA,WIND,2012,1933.500,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2012,441.180,MW
SR,KARNATAKA,WASTE,2012,1.000,MW
SR,KARNATAKA,SOLAR,2012,9.000,MWP
SR,KARNATAKA,SMALL HYDRO,2013,963.758,MW
SR,KARNATAKA,WIND,2013,2135.150,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2013,491.380,MW
SR,KARNATAKA,WASTE,2013,1.000,MW
SR,KARNATAKA,SOLAR,2013,14.000,MWP
SR,KARNATAKA,SMALL HYDRO,2014,1031.660,MW
SR,KARNATAKA,WIND,2014,2318.200,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2014,603.280,MW
SR,KARNATAKA,WASTE,2014,1.000,MW
SR,KARNATAKA,SOLAR,2014,31.000,MWP
SR,KARNATAKA,SMALL HYDRO,2017,1225.730,MW
SR,KARNATAKA,WIND,2017,3751.400,MW
SR,KARNATAKA,WASTE,2017,1.000,MW
SR,KARNATAKA,COGENERATION-BAGASSE,2017,1452.000,MW
