StateName,Pincode,DistrictLGDCode0,DistrictLGDCode1,DistrictLGDCode2,DistrictLGDCode3,DistrictLGDCode4,PincodeDCID
ASSAM,783336,294,,,,,pincode/783336
ASSAM,783337,285,,,,,pincode/783337
ASSAM,783339,285,,,,,pincode/783339
ASSAM,783345,294,,,,,pincode/783345
ASSAM,783346,294,,,,,pincode/783346
ASSAM,783347,294,,,,,pincode/783347
ASSAM,783348,285,,,,,pincode/783348
ASSAM,783349,285,294,,,,pincode/783349
ASSAM,783350,294,,,,,pincode/783350
ASSAM,783354,294,,,,,pincode/783354
ASSAM,783360,294,,,,,pincode/783360
ASSAM,783361,294,,,,,pincode/783361
ASSAM,783369,294,,,,,pincode/783369
ASSAM,783370,294,,,,,pincode/783370
ASSAM,783371,281,285,,,,pincode/783371
ASSAM,783372,612,,,,,pincode/783372
ASSAM,783373,612,294,,,,pincode/783373
ASSAM,783375,612,,,,,pincode/783375
ASSAM,783376,294,,,,,pincode/783376
ASSAM,783380,281,,,,,pincode/783380
ASSAM,783381,281,,,,,pincode/783381
ASSAM,783382,281,,,,,pincode/783382
ASSAM,783383,281,,,,,pincode/783383
ASSAM,783384,281,,,,,pincode/783384
ASSAM,783385,612,,,,,pincode/783385
ASSAM,783388,281,,,,,pincode/783388
ASSAM,783389,281,,,,,pincode/783389
ASSAM,783390,612,,,,,pincode/783390
ASSAM,783391,281,612,,,,pincode/783391
ASSAM,783392,281,,,,,pincode/783392
ASSAM,783393,612,,,,,pincode/783393
ASSAM,783394,612,,,,,pincode/783394
ASSAM,784001,301,,,,,pincode/784001
ASSAM,784010,301,,,,,pincode/784010
ASSAM,784025,301,,,,,pincode/784025
ASSAM,784026,301,,,,,pincode/784026
ASSAM,784027,301,,,,,pincode/784027
ASSAM,784028,301,,,,,pincode/784028
ASSAM,784101,301,,,,,pincode/784101
ASSAM,784102,301,,,,,pincode/784102
ASSAM,784103,301,,,,,pincode/784103
ASSAM,784104,301,,,,,pincode/784104
ASSAM,784105,301,,,,,pincode/784105
ASSAM,784110,301,,,,,pincode/784110
ASSAM,784111,301,,,,,pincode/784111
ASSAM,784112,301,,,,,pincode/784112
ASSAM,784113,617,,,,,pincode/784113
ASSAM,784114,283,617,,,,pincode/784114
ASSAM,784115,283,,,,,pincode/784115
ASSAM,784116,283,,,,,pincode/784116
ASSAM,784117,301,,,,,pincode/784117
ASSAM,784125,283,,,,,pincode/784125
ASSAM,784144,283,,,,,pincode/784144
ASSAM,784145,283,,,,,pincode/784145
ASSAM,784146,283,,,,,pincode/784146
ASSAM,784147,283,,,,,pincode/784147
ASSAM,784148,283,,,,,pincode/784148
ASSAM,784149,301,,,,,pincode/784149
ASSAM,784150,301,,,,,pincode/784150
ASSAM,784153,301,,,,,pincode/784153
ASSAM,784154,301,,,,,pincode/784154
ASSAM,784160,295,,,,,pincode/784160
ASSAM,784161,295,,,,,pincode/784161
ASSAM,784163,295,,,,,pincode/784163
ASSAM,784164,295,,,,,pincode/784164
ASSAM,784165,295,,,,,pincode/784165
ASSAM,784166,705,,,,,pincode/784166
ASSAM,784167,705,,,,,pincode/784167
ASSAM,784168,705,,,,,pincode/784168
ASSAM,784169,705,,,,,pincode/784169
ASSAM,784170,705,,,,,pincode/784170
ASSAM,784171,705,,,,,pincode/784171
ASSAM,784172,705,,,,,pincode/784172
ASSAM,784173,705,,,,,pincode/784173
ASSAM,784174,705,,,,,pincode/784174
ASSAM,784175,705,,,,,pincode/784175
ASSAM,784176,705,,,,,pincode/784176
ASSAM,784177,705,,,,,pincode/784177
ASSAM,784178,705,,,,,pincode/784178
ASSAM,784179,705,,,,,pincode/784179
ASSAM,784180,301,,,,,pincode/784180
ASSAM,784182,301,,,,,pincode/784182
ASSAM,784184,705,,,,,pincode/784184
ASSAM,784189,705,,,,,pincode/784189
ASSAM,784190,283,617,,,,pincode/784190
ASSAM,784501,301,,,,,pincode/784501
ASSAM,784502,301,,,,,pincode/784502
ASSAM,784504,301,,,,,pincode/784504
ASSAM,784505,301,,,,,pincode/784505
ASSAM,784506,301,,,,,pincode/784506
ASSAM,784507,301,617,,,,pincode/784507
ASSAM,784508,617,,,,,pincode/784508
ASSAM,784509,617,,,,,pincode/784509
ASSAM,784510,617,,,,,pincode/784510
ASSAM,784513,617,,,,,pincode/784513
ASSAM,784514,283,617,,,,pincode/784514
ASSAM,784521,617,,,,,pincode/784521
ASSAM,784522,617,,,,,pincode/784522
ASSAM,784523,617,,,,,pincode/784523
ASSAM,784524,617,,,,,pincode/784524
ASSAM,784525,283,617,,,,pincode/784525
ASSAM,784526,617,,,,,pincode/784526
ASSAM,784527,617,,,,,pincode/784527
ASSAM,784528,617,,,,,pincode/784528
ASSAM,784529,283,,,,,pincode/784529
ASSAM,785001,290,,,,,pincode/785001
ASSAM,785004,290,,,,,pincode/785004
ASSAM,785006,290,,,,,pincode/785006
ASSAM,785007,290,,,,,pincode/785007
ASSAM,785008,290,,,,,pincode/785008
ASSAM,785009,290,,,,,pincode/785009
ASSAM,785010,290,,,,,pincode/785010
ASSAM,785013,290,,,,,pincode/785013
ASSAM,785014,290,,,,,pincode/785014
ASSAM,785015,290,,,,,pincode/785015
ASSAM,785101,290,,,,,pincode/785101
ASSAM,785102,706,,,,,pincode/785102
ASSAM,785104,706,,,,,pincode/785104
ASSAM,785105,706,,,,,pincode/785105
ASSAM,785106,706,,,,,pincode/785106
ASSAM,785107,290,,,,,pincode/785107
ASSAM,785108,290,,,,,pincode/785108
ASSAM,785110,706,,,,,pincode/785110
ASSAM,785111,290,,,,,pincode/785111
ASSAM,785112,290,,,,,pincode/785112
ASSAM,785601,288,,,,,pincode/785601
ASSAM,785602,288,,,,,pincode/785602
ASSAM,785603,288,,,,,pincode/785603
ASSAM,785609,288,,,,,pincode/785609
ASSAM,785610,288,,,,,pincode/785610
ASSAM,785611,288,,,,,pincode/785611
ASSAM,785612,288,,,,,pincode/785612
ASSAM,785613,288,,,,,pincode/785613
ASSAM,785614,288,706,,,,pincode/785614
ASSAM,785615,288,,,,,pincode/785615
ASSAM,785616,290,,,,,pincode/785616
ASSAM,785618,288,,,,,pincode/785618
ASSAM,785619,288,,,,,pincode/785619
ASSAM,785621,288,,,,,pincode/785621
ASSAM,785622,288,,,,,pincode/785622
ASSAM,785625,288,,,,,pincode/785625
ASSAM,785626,288,,,,,pincode/785626
ASSAM,785630,290,,,,,pincode/785630
ASSAM,785631,290,,,,,pincode/785631
ASSAM,785632,290,,,,,pincode/785632
ASSAM,785633,290,,,,,pincode/785633
ASSAM,785634,290,,,,,pincode/785634
ASSAM,785635,290,,,,,pincode/785635
ASSAM,785636,290,,,,,pincode/785636
ASSAM,785640,708,300,,,,pincode/785640
ASSAM,785661,300,,,,,pincode/785661
ASSAM,785662,300,,,,,pincode/785662
ASSAM,785663,300,,,,,pincode/785663
ASSAM,785664,300,,,,,pincode/785664
ASSAM,785665,300,,,,,pincode/785665
ASSAM,785666,300,,,,,pincode/785666
ASSAM,785667,300,,,,,pincode/785667
ASSAM,785669,708,300,,,,pincode/785669
ASSAM,785670,708,,,,,pincode/785670
ASSAM,785671,300,,,,,pincode/785671
ASSAM,785672,300,,,,,pincode/785672
ASSAM,785673,708,,,,,pincode/785673
ASSAM,785674,300,,,,,pincode/785674
ASSAM,785675,286,,,,,pincode/785675
ASSAM,785676,286,,,,,pincode/785676
ASSAM,785680,290,300,,,,pincode/785680
ASSAM,785681,300,,,,,pincode/785681
ASSAM,785682,290,300,,,,pincode/785682
ASSAM,785683,290,300,,,,pincode/785683
ASSAM,785684,300,,,,,pincode/785684
ASSAM,785685,300,,,,,pincode/785685
ASSAM,785686,708,300,,,,pincode/785686
ASSAM,785687,300,,,,,pincode/785687
ASSAM,785688,708,,,,,pincode/785688
ASSAM,785689,708,,,,,pincode/785689
ASSAM,785690,708,,,,,pincode/785690
ASSAM,785691,708,,,,,pincode/785691
ASSAM,785692,708,,,,,pincode/785692
ASSAM,785693,708,,,,,pincode/785693
ASSAM,785696,300,,,,,pincode/785696
ASSAM,785697,300,,,,,pincode/785697
ASSAM,785698,708,,,,,pincode/785698
ASSAM,785699,288,,,,,pincode/785699
ASSAM,785700,290,,,,,pincode/785700
ASSAM,785701,300,,,,,pincode/785701
ASSAM,785702,288,,,,,pincode/785702
ASSAM,785703,288,290,,,,pincode/785703
ASSAM,785704,290,,,,,pincode/785704
ASSAM,785705,288,,,,,pincode/785705
ASSAM,786001,286,,,,,pincode/786001
ASSAM,786002,286,,,,,pincode/786002
ASSAM,786003,286,,,,,pincode/786003
ASSAM,786004,286,,,,,pincode/786004
ASSAM,786005,286,,,,,pincode/786005
ASSAM,786006,286,,,,,pincode/786006
ASSAM,786007,286,,,,,pincode/786007
ASSAM,786008,286,,,,,pincode/786008
ASSAM,786010,286,,,,,pincode/786010
ASSAM,786012,286,,,,,pincode/786012
ASSAM,786101,286,,,,,pincode/786101
ASSAM,786102,286,,,,,pincode/786102
ASSAM,786103,286,,,,,pincode/786103
ASSAM,786125,302,,,,,pincode/786125
ASSAM,786126,302,,,,,pincode/786126
ASSAM,786145,302,,,,,pincode/786145
ASSAM,786146,302,,,,,pincode/786146
ASSAM,786147,302,,,,,pincode/786147
ASSAM,786148,302,,,,,pincode/786148
ASSAM,786150,302,,,,,pincode/786150
ASSAM,786151,302,,,,,pincode/786151
ASSAM,786152,302,,,,,pincode/786152
ASSAM,786153,302,,,,,pincode/786153
ASSAM,786154,302,,,,,pincode/786154
ASSAM,786155,302,,,,,pincode/786155
ASSAM,786156,302,,,,,pincode/786156
ASSAM,786157,302,,,,,pincode/786157
ASSAM,786158,302,,,,,pincode/786158
ASSAM,786159,302,,,,,pincode/786159
ASSAM,786160,302,,,,,pincode/786160
ASSAM,786170,302,,,,,pincode/786170
ASSAM,786171,302,,,,,pincode/786171
ASSAM,786173,302,,,,,pincode/786173
ASSAM,786174,302,,,,,pincode/786174
ASSAM,786179,302,,,,,pincode/786179
ASSAM,786181,302,,,,,pincode/786181
ASSAM,786182,302,,,,,pincode/786182
ASSAM,786183,286,302,,,,pincode/786183
ASSAM,786184,286,,,,,pincode/786184
ASSAM,786187,302,,,,,pincode/786187
ASSAM,786188,302,,,,,pincode/786188
ASSAM,786189,286,302,,,,pincode/786189
ASSAM,786190,302,,,,,pincode/786190
ASSAM,786191,286,,,,,pincode/786191
ASSAM,786192,302,,,,,pincode/786192
ASSAM,786601,302,,,,,pincode/786601
ASSAM,786602,286,,,,,pincode/786602
ASSAM,786610,286,,,,,pincode/786610
ASSAM,786611,286,,,,,pincode/786611
ASSAM,786612,286,,,,,pincode/786612
ASSAM,786613,286,,,,,pincode/786613
ASSAM,786614,286,,,,,pincode/786614
ASSAM,786621,286,,,,,pincode/786621
ASSAM,786622,286,,,,,pincode/786622
ASSAM,786623,286,,,,,pincode/786623
ASSAM,786692,286,,,,,pincode/786692
ASSAM,787001,295,,,,,pincode/787001
ASSAM,787023,295,,,,,pincode/787023
ASSAM,787026,284,,,,,pincode/787026
ASSAM,787031,295,,,,,pincode/787031
ASSAM,787032,295,,,,,pincode/787032
ASSAM,787033,295,,,,,pincode/787033
ASSAM,787034,284,,,,,pincode/787034
ASSAM,787035,284,,,,,pincode/787035
ASSAM,787051,295,,,,,pincode/787051
ASSAM,787052,295,706,,,,pincode/787052
ASSAM,787053,284,295,,,,pincode/787053
ASSAM,787054,295,,,,,pincode/787054
ASSAM,787055,295,,,,,pincode/787055
ASSAM,787056,295,,,,,pincode/787056
ASSAM,787057,284,,,,,pincode/787057
ASSAM,787058,284,295,,,,pincode/787058
ASSAM,787059,284,,,,,pincode/787059
ASSAM,787060,284,,,,,pincode/787060
ASSAM,787061,284,,,,,pincode/787061
ASSAM,787110,284,,,,,pincode/787110
ASSAM,788001,282,,,,,pincode/788001
ASSAM,788002,282,,,,,pincode/788002
ASSAM,788003,282,,,,,pincode/788003
ASSAM,788004,282,,,,,pincode/788004
ASSAM,788005,282,,,,,pincode/788005
ASSAM,788006,282,,,,,pincode/788006
ASSAM,788007,282,,,,,pincode/788007
ASSAM,788009,282,,,,,pincode/788009
ASSAM,788010,282,,,,,pincode/788010
ASSAM,788011,282,,,,,pincode/788011
ASSAM,788013,282,,,,,pincode/788013
ASSAM,788014,282,,,,,pincode/788014
ASSAM,788015,282,,,,,pincode/788015
ASSAM,788025,282,,,,,pincode/788025
ASSAM,788026,282,,,,,pincode/788026
ASSAM,788030,282,,,,,pincode/788030
ASSAM,788031,282,,,,,pincode/788031
ASSAM,788098,282,,,,,pincode/788098
ASSAM,788099,282,,,,,pincode/788099
ASSAM,788101,282,,,,,pincode/788101
ASSAM,788102,282,,,,,pincode/788102
ASSAM,788103,282,,,,,pincode/788103
ASSAM,788104,282,,,,,pincode/788104
ASSAM,788106,282,,,,,pincode/788106
ASSAM,788107,282,299,,,,pincode/788107
ASSAM,788108,282,299,,,,pincode/788108
ASSAM,788109,282,,,,,pincode/788109
ASSAM,788110,282,,,,,pincode/788110
ASSAM,788111,282,,,,,pincode/788111
ASSAM,788112,282,,,,,pincode/788112
ASSAM,788113,282,,,,,pincode/788113
ASSAM,788114,282,,,,,pincode/788114
ASSAM,788115,282,,,,,pincode/788115
ASSAM,788116,282,,,,,pincode/788116
ASSAM,788117,282,,,,,pincode/788117
ASSAM,788118,282,,,,,pincode/788118
ASSAM,788119,282,,,,,pincode/788119
ASSAM,788120,282,,,,,pincode/788120
ASSAM,788121,282,,,,,pincode/788121
ASSAM,788123,282,,,,,pincode/788123
ASSAM,788126,282,,,,,pincode/788126
ASSAM,788127,282,,,,,pincode/788127
ASSAM,788150,282,289,,,,pincode/788150
ASSAM,788151,289,,,,,pincode/788151
ASSAM,788152,289,293,,,,pincode/788152
ASSAM,788155,289,,,,,pincode/788155
ASSAM,788156,293,,,,,pincode/788156
ASSAM,788160,289,,,,,pincode/788160
ASSAM,788161,289,,,,,pincode/788161
ASSAM,788162,289,,,,,pincode/788162
ASSAM,788163,289,,,,,pincode/788163
ASSAM,788164,289,,,,,pincode/788164
ASSAM,788165,289,,,,,pincode/788165
ASSAM,788166,293,,,,,pincode/788166
ASSAM,788168,289,,,,,pincode/788168
ASSAM,788701,293,,,,,pincode/788701
ASSAM,788709,293,,,,,pincode/788709
ASSAM,788710,293,,,,,pincode/788710
ASSAM,788711,293,,,,,pincode/788711
ASSAM,788712,293,,,,,pincode/788712
ASSAM,788713,293,,,,,pincode/788713
ASSAM,788719,293,,,,,pincode/788719
ASSAM,788720,293,,,,,pincode/788720
ASSAM,788722,293,,,,,pincode/788722
ASSAM,788723,293,,,,,pincode/788723
ASSAM,788724,293,,,,,pincode/788724
ASSAM,788725,293,,,,,pincode/788725
ASSAM,788726,293,,,,,pincode/788726
ASSAM,788727,293,,,,,pincode/788727
ASSAM,788728,293,,,,,pincode/788728
ASSAM,788733,293,,,,,pincode/788733
ASSAM,788734,293,,,,,pincode/788734
ASSAM,788735,293,,,,,pincode/788735
ASSAM,788736,293,,,,,pincode/788736
ASSAM,788737,293,,,,,pincode/788737
ASSAM,788738,289,,,,,pincode/788738
ASSAM,788781,293,,,,,pincode/788781
ASSAM,788801,282,289,,,,pincode/788801
ASSAM,788802,282,289,,,,pincode/788802
ASSAM,788803,293,,,,,pincode/788803
ASSAM,788804,282,,,,,pincode/788804
ASSAM,788805,282,,,,,pincode/788805
ASSAM,788806,293,,,,,pincode/788806
ASSAM,788815,282,,,,,pincode/788815
ASSAM,788816,282,,,,,pincode/788816
ASSAM,788817,282,,,,,pincode/788817
ASSAM,788818,299,,,,,pincode/788818
ASSAM,788819,299,,,,,pincode/788819
ASSAM,788820,299,,,,,pincode/788820
ASSAM,788830,299,,,,,pincode/788830
ASSAM,788831,299,,,,,pincode/788831
ASSAM,788832,299,,,,,pincode/788832
ASSAM,788931,299,,,,,pincode/788931
BIHAR,800001,212,,,,,pincode/800001
BIHAR,800002,212,,,,,pincode/800002
BIHAR,800003,212,,,,,pincode/800003
BIHAR,800004,212,,,,,pincode/800004
BIHAR,800005,212,,,,,pincode/800005
BIHAR,800006,212,,,,,pincode/800006
BIHAR,800007,212,,,,,pincode/800007
BIHAR,800008,212,,,,,pincode/800008
BIHAR,800009,212,,,,,pincode/800009
BIHAR,800010,212,,,,,pincode/800010
BIHAR,800011,212,,,,,pincode/800011
BIHAR,800012,212,,,,,pincode/800012
BIHAR,800013,212,,,,,pincode/800013
BIHAR,800014,212,,,,,pincode/800014
BIHAR,800015,212,,,,,pincode/800015
BIHAR,800016,212,,,,,pincode/800016
BIHAR,800017,212,,,,,pincode/800017
BIHAR,800018,212,,,,,pincode/800018
BIHAR,800019,212,,,,,pincode/800019
BIHAR,800020,212,,,,,pincode/800020
BIHAR,800021,212,,,,,pincode/800021
BIHAR,800022,212,,,,,pincode/800022
BIHAR,800023,212,,,,,pincode/800023
BIHAR,800024,212,,,,,pincode/800024
BIHAR,800025,212,,,,,pincode/800025
BIHAR,800026,212,,,,,pincode/800026
BIHAR,800027,212,,,,,pincode/800027
BIHAR,800028,212,,,,,pincode/800028
BIHAR,800030,212,,,,,pincode/800030
BIHAR,801102,212,,,,,pincode/801102
BIHAR,801103,212,,,,,pincode/801103
BIHAR,801104,212,,,,,pincode/801104
BIHAR,801105,212,,,,,pincode/801105
BIHAR,801106,212,,,,,pincode/801106
BIHAR,801108,212,,,,,pincode/801108
BIHAR,801109,212,,,,,pincode/801109
BIHAR,801110,212,,,,,pincode/801110
BIHAR,801111,212,,,,,pincode/801111
BIHAR,801112,212,,,,,pincode/801112
BIHAR,801113,212,,,,,pincode/801113
BIHAR,801301,209,,,,,pincode/801301
BIHAR,801302,209,210,,,,pincode/801302
BIHAR,801303,199,209,,,,pincode/801303
BIHAR,801304,209,212,,,,pincode/801304
BIHAR,801305,209,212,,,,pincode/801305
BIHAR,801306,199,209,,,,pincode/801306
BIHAR,801307,209,,,,,pincode/801307
BIHAR,801503,212,,,,,pincode/801503
BIHAR,801505,212,,,,,pincode/801505
BIHAR,801506,212,,,,,pincode/801506
BIHAR,801507,212,,,,,pincode/801507
BIHAR,802101,194,,,,,pincode/802101
BIHAR,802102,194,,,,,pincode/802102
BIHAR,802103,194,,,,,pincode/802103
BIHAR,802111,194,,,,,pincode/802111
BIHAR,802112,193,194,,,,pincode/802112
BIHAR,802113,194,,,,,pincode/802113
BIHAR,802114,194,,,,,pincode/802114
BIHAR,802115,194,,,,,pincode/802115
BIHAR,802116,194,,,,,pincode/802116
BIHAR,802117,194,,,,,pincode/802117
BIHAR,802118,194,,,,,pincode/802118
BIHAR,802119,194,,,,,pincode/802119
BIHAR,802120,194,,,,,pincode/802120
BIHAR,802122,194,,,,,pincode/802122
BIHAR,802123,194,,,,,pincode/802123
BIHAR,802125,194,,,,,pincode/802125
BIHAR,802126,194,,,,,pincode/802126
BIHAR,802127,194,,,,,pincode/802127
BIHAR,802128,194,,,,,pincode/802128
BIHAR,802129,194,,,,,pincode/802129
BIHAR,802130,194,,,,,pincode/802130
BIHAR,802131,194,,,,,pincode/802131
BIHAR,802132,200,,,,,pincode/802132
BIHAR,802133,194,,,,,pincode/802133
BIHAR,802134,194,,,,,pincode/802134
BIHAR,802135,194,,,,,pincode/802135
BIHAR,802136,194,,,,,pincode/802136
BIHAR,802152,193,,,,,pincode/802152
BIHAR,802154,193,,,,,pincode/802154
BIHAR,802155,193,,,,,pincode/802155
BIHAR,802156,193,,,,,pincode/802156
BIHAR,802157,193,,,,,pincode/802157
BIHAR,802158,193,,,,,pincode/802158
BIHAR,802159,193,,,,,pincode/802159
BIHAR,802160,193,212,,,,pincode/802160
BIHAR,802161,193,,,,,pincode/802161
BIHAR,802162,193,,,,,pincode/802162
BIHAR,802163,193,,,,,pincode/802163
BIHAR,802164,193,,,,,pincode/802164
BIHAR,802165,193,,,,,pincode/802165
BIHAR,802166,193,,,,,pincode/802166
BIHAR,802183,193,,,,,pincode/802183
BIHAR,802201,193,,,,,pincode/802201
BIHAR,802202,193,,,,,pincode/802202
BIHAR,802203,193,,,,,pincode/802203
BIHAR,802204,193,215,,,,pincode/802204
BIHAR,802205,193,215,,,,pincode/802205
BIHAR,802206,193,,,,,pincode/802206
BIHAR,802207,193,,,,,pincode/802207
BIHAR,802208,193,,,,,pincode/802208
BIHAR,802209,193,,,,,pincode/802209
BIHAR,802210,193,,,,,pincode/802210
BIHAR,802211,215,,,,,pincode/802211
BIHAR,802212,215,,,,,pincode/802212
BIHAR,802213,215,,,,,pincode/802213
BIHAR,802214,215,,,,,pincode/802214
BIHAR,802215,215,,,,,pincode/802215
BIHAR,802216,215,,,,,pincode/802216
BIHAR,802217,215,,,,,pincode/802217
BIHAR,802218,215,,,,,pincode/802218
BIHAR,802219,215,,,,,pincode/802219
BIHAR,802220,215,,,,,pincode/802220
BIHAR,802221,215,,,,,pincode/802221
BIHAR,802222,193,,,,,pincode/802222
BIHAR,802223,193,,,,,pincode/802223
BIHAR,802226,215,,,,,pincode/802226
BIHAR,802301,193,,,,,pincode/802301
BIHAR,802302,193,,,,,pincode/802302
BIHAR,802311,193,,,,,pincode/802311
BIHAR,802312,193,,,,,pincode/802312
BIHAR,802313,193,,,,,pincode/802313
BIHAR,802314,193,,,,,pincode/802314
BIHAR,802316,193,,,,,pincode/802316
BIHAR,802351,193,,,,,pincode/802351
BIHAR,802352,193,,,,,pincode/802352
BIHAR,803101,209,,,,,pincode/803101
BIHAR,803107,209,,,,,pincode/803107
BIHAR,803108,209,,,,,pincode/803108
BIHAR,803109,209,,,,,pincode/803109
BIHAR,803110,209,212,,,,pincode/803110
BIHAR,803111,209,,,,,pincode/803111
BIHAR,803113,209,,,,,pincode/803113
BIHAR,803114,209,,,,,pincode/803114
BIHAR,803115,209,,,,,pincode/803115
BIHAR,803116,196,209,,,,pincode/803116
BIHAR,803117,209,,,,,pincode/803117
BIHAR,803118,209,,,,,pincode/803118
BIHAR,803119,209,,,,,pincode/803119
BIHAR,803120,209,,,,,pincode/803120
BIHAR,803121,209,,,,,pincode/803121
BIHAR,803201,212,,,,,pincode/803201
BIHAR,803202,209,212,,,,pincode/803202
BIHAR,803203,212,,,,,pincode/803203
BIHAR,803211,212,,,,,pincode/803211
BIHAR,803212,212,,,,,pincode/803212
BIHAR,803213,209,212,,,,pincode/803213
BIHAR,803214,212,,,,,pincode/803214
BIHAR,803215,212,,,,,pincode/803215
BIHAR,803216,209,,,,,pincode/803216
BIHAR,803221,212,,,,,pincode/803221
BIHAR,803301,212,,,,,pincode/803301
BIHAR,803302,212,,,,,pincode/803302
BIHAR,803303,212,,,,,pincode/803303
BIHAR,803306,212,,,,,pincode/803306
BIHAR,803307,212,,,,,pincode/803307
BIHAR,804401,611,212,,,,pincode/804401
BIHAR,804402,611,,,,,pincode/804402
BIHAR,804403,196,199,,,,pincode/804403
BIHAR,804404,196,,,,,pincode/804404
BIHAR,804405,199,,,,,pincode/804405
BIHAR,804406,199,,,,,pincode/804406
BIHAR,804407,196,199,,,,pincode/804407
BIHAR,804408,199,,,,,pincode/804408
BIHAR,804417,199,,,,,pincode/804417
BIHAR,804418,199,,,,,pincode/804418
BIHAR,804419,611,,,,,pincode/804419
BIHAR,804420,199,,,,,pincode/804420
BIHAR,804421,611,199,,,,pincode/804421
BIHAR,804422,199,,,,,pincode/804422
BIHAR,804423,611,199,,,,pincode/804423
BIHAR,804424,199,,,,,pincode/804424
BIHAR,804425,199,,,,,pincode/804425
BIHAR,804426,611,,,,,pincode/804426
BIHAR,804427,199,,,,,pincode/804427
BIHAR,804428,611,,,,,pincode/804428
BIHAR,804429,199,,,,,pincode/804429
BIHAR,804432,199,,,,,pincode/804432
BIHAR,804435,196,,,,,pincode/804435
BIHAR,804451,209,212,,,,pincode/804451
BIHAR,804452,199,212,,,,pincode/804452
BIHAR,804453,212,,,,,pincode/804453
BIHAR,804454,199,212,,,,pincode/804454
BIHAR,805101,210,,,,,pincode/805101
BIHAR,805102,210,,,,,pincode/805102
BIHAR,805103,210,,,,,pincode/805103
BIHAR,805104,210,,,,,pincode/805104
BIHAR,805105,209,,,,,pincode/805105
BIHAR,805106,210,,,,,pincode/805106
BIHAR,805107,210,,,,,pincode/805107
BIHAR,805108,210,,,,,pincode/805108
BIHAR,805109,210,,,,,pincode/805109
BIHAR,805110,210,,,,,pincode/805110
BIHAR,805111,210,,,,,pincode/805111
BIHAR,805112,210,,,,,pincode/805112
BIHAR,805113,210,,,,,pincode/805113
BIHAR,805114,210,,,,,pincode/805114
BIHAR,805121,210,,,,,pincode/805121
BIHAR,805122,210,,,,,pincode/805122
BIHAR,805123,210,,,,,pincode/805123
BIHAR,805124,210,,,,,pincode/805124
BIHAR,805125,210,,,,,pincode/805125
BIHAR,805126,210,,,,,pincode/805126
BIHAR,805127,210,,,,,pincode/805127
BIHAR,805128,196,,,,,pincode/805128
BIHAR,805129,210,,,,,pincode/805129
BIHAR,805130,209,210,,,,pincode/805130
BIHAR,805131,196,,,,,pincode/805131
BIHAR,805132,210,,,,,pincode/805132
BIHAR,811101,219,,,,,pincode/811101
BIHAR,811102,219,,,,,pincode/811102
BIHAR,811103,219,,,,,pincode/811103
BIHAR,811104,209,212,,,,pincode/811104
BIHAR,811105,219,,,,,pincode/811105
BIHAR,811106,191,204,,,,pincode/811106
BIHAR,811107,204,219,,,,pincode/811107
BIHAR,811112,204,,,,,pincode/811112
BIHAR,811201,207,,,,,pincode/811201
BIHAR,811202,207,,,,,pincode/811202
BIHAR,811211,192,207,,,,pincode/811211
BIHAR,811212,207,,,,,pincode/811212
BIHAR,811213,207,,,,,pincode/811213
BIHAR,811214,207,,,,,pincode/811214
BIHAR,811301,198,,,,,pincode/811301
BIHAR,811302,204,,,,,pincode/811302
BIHAR,811303,198,,,,,pincode/811303
BIHAR,811304,219,,,,,pincode/811304
BIHAR,811305,198,,,,,pincode/811305
BIHAR,811307,198,,,,,pincode/811307
BIHAR,811308,190,198,,,,pincode/811308
BIHAR,811309,204,,,,,pincode/811309
BIHAR,811310,204,,,,,pincode/811310
BIHAR,811311,204,,,,,pincode/811311
BIHAR,811312,198,,,,,pincode/811312
BIHAR,811313,198,,,,,pincode/811313
BIHAR,811314,198,,,,,pincode/811314
BIHAR,811315,198,204,219,,,pincode/811315
BIHAR,811316,198,,,,,pincode/811316
BIHAR,811317,198,,,,,pincode/811317
BIHAR,812001,192,,,,,pincode/812001
BIHAR,812002,192,,,,,pincode/812002
BIHAR,812003,192,,,,,pincode/812003
BIHAR,812004,192,,,,,pincode/812004
BIHAR,812005,192,,,,,pincode/812005
BIHAR,812006,192,,,,,pincode/812006
BIHAR,812007,192,,,,,pincode/812007
BIHAR,813101,190,192,,,,pincode/813101
BIHAR,813102,190,223,,,,pincode/813102
BIHAR,813103,190,,,,,pincode/813103
BIHAR,813104,190,,,,,pincode/813104
BIHAR,813105,190,192,,,,pincode/813105
BIHAR,813106,190,,,,,pincode/813106
BIHAR,813107,190,,,,,pincode/813107
BIHAR,813108,190,192,,,,pincode/813108
BIHAR,813109,190,,,,,pincode/813109
BIHAR,813110,190,,,,,pincode/813110
BIHAR,813201,190,192,207,,,pincode/813201
BIHAR,813202,190,,,,,pincode/813202
BIHAR,813203,192,,,,,pincode/813203
BIHAR,813204,192,,,,,pincode/813204
BIHAR,813205,190,192,,,,pincode/813205
BIHAR,813206,192,,,,,pincode/813206
BIHAR,813207,190,,,,,pincode/813207
BIHAR,813209,192,201,,,,pincode/813209
BIHAR,813210,192,,,,,pincode/813210
BIHAR,813211,190,,,,,pincode/813211
BIHAR,813212,190,207,,,,pincode/813212
BIHAR,813213,192,207,,,,pincode/813213
BIHAR,813214,192,,,,,pincode/813214
BIHAR,813221,190,207,,,,pincode/813221
BIHAR,813222,192,,,,,pincode/813222
BIHAR,814131,190,,,,,pincode/814131
