id	reversible	fast	lowerFluxBound	upperFluxBound	ec	kegg	bigg	metanetx	reactome	tcdb
R_HMR_2259	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	NA	NA	NA
R_HMR_2260	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	NA	NA	NA
R_HMR_2261	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	NA	NA	NA
R_HMR_2262	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	NA	NA	NA
R_HMR_2263	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	NA	NA	NA
R_HMR_2264	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	NA	NA	NA
R_HMR_2265	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	NA	NA	NA
R_HMR_2266	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	NA	NA	NA
R_HMR_2267	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	NA	NA	NA
R_HMR_2268	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	NA	NA	NA
R_HMR_2269	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	NA	NA	NA
R_HMR_2270	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	NA	NA	NA
R_HMR_2281	false	false	FB2N0	FB3N1000	1.14.19.1	NA	HMR_2281	NA	NA	NA
R_HMR_2282	false	false	FB2N0	FB3N1000	1.14.19.1	NA	NA	NA	NA	NA
R_HMR_2284	false	false	FB2N0	FB3N1000	1.14.19.1	NA	NA	NA	NA	NA
R_HMR_2286	false	false	FB2N0	FB3N1000	1.14.19.1	NA	DESAT16	NA	NA	NA
R_HMR_2287	false	false	FB2N0	FB3N1000	1.14.19.1	NA	HMR_2287	NA	NA	NA
R_HMR_2292	false	false	FB2N0	FB3N1000	1.14.19.1	NA	HMR_2292	NA	NA	NA
R_HMR_2293	false	false	FB2N0	FB3N1000	1.14.19.1	NA	HMR_2293	NA	NA	NA
R_HMR_2294	false	false	FB2N0	FB3N1000	1.14.19.1	NA	DESAT18	NA	NA	NA
R_HMR_2295	false	false	FB2N0	FB3N1000	1.14.19.1	NA	NA	NA	NA	NA
R_HMR_2296	false	false	FB2N0	FB3N1000	1.14.19.1	NA	NA	NA	NA	NA
R_HMR_2359	false	false	FB2N0	FB3N1000	1.14.19.-	NA	NA	NA	NA	NA
R_HMR_2365	false	false	FB2N0	FB3N1000	1.14.19.-	NA	NA	NA	NA	NA
R_HMR_2288	false	false	FB2N0	FB3N1000	1.14.19.1	NA	NA	NA	NA	NA
R_HMR_2289	false	false	FB2N0	FB3N1000	1.14.19.1	NA	HMR_2289	NA	NA	NA
R_HMR_0709	false	false	FB2N0	FB3N1000	3.1.2.2; 3.1.2.22	R01274	PTE2x	MNXR99131	NA	NA
R_HMR_2150	false	false	FB2N0	FB3N1000	2.3.1.85	R01624	ACOATA	MNXR95376	NA	NA
R_HMR_2151	false	false	FB2N0	FB3N1000	2.3.1.85; 2.3.1.39	R01626	MCOATA	MNXR101421	NA	NA
R_HMR_2172	false	false	FB2N0	FB3N1000	3.1.2.14; 3.1.2.21	R04014	NA	MNXR108591	NA	NA
R_HMR_2177	false	false	FB2N0	FB3N1000	3.1.2.14; 2.3.1.85	R08159	NA	MNXR111736	NA	NA
R_HMR_2182	false	false	FB2N0	FB3N1000	3.1.2.14; 2.3.1.85	R01706	FA160ACPHi	MNXR107135	NA	NA
R_HMR_2248	false	false	FB2N0	FB3N1000	3.1.2.14; 2.3.1.85	NA	NA	NA	NA	NA
R_HMR_2253	false	false	FB2N0	FB3N1000	3.1.2.14; 2.3.1.85	NA	NA	NA	NA	NA
R_HMR_2258	false	false	FB2N0	FB3N1000	3.1.2.14; 2.3.1.85	NA	NA	NA	NA	NA
R_HMR_2437	false	false	FB2N0	FB3N1000	NA	R07057	NA	MNXR110767	NA	NA
R_HMR_2438	true	false	FB1N1000	FB3N1000	1.14.99.1	NA	NA	NA	NA	NA
R_HMR_2439	false	false	FB2N0	FB3N1000	1.13.11.45	R05718	NA	MNXR103889	NA	NA
R_HMR_2440	false	false	FB2N0	FB3N1000	1.13.11.12; 1.13.11.33	R03626	NA	MNXR101097	NA	NA
R_HMR_2441	false	false	FB2N0	FB3N1000	1.11.1.9	NA	NA	NA	NA	NA
R_HMR_2442	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103890	NA	NA
R_HMR_2443	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2444	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2445	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2446	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2447	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2448	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2449	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2450	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2451	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103893	NA	NA
R_HMR_2452	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103892	NA	NA
R_HMR_2453	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103656	NA	NA
R_HMR_2454	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103891	NA	NA
R_HMR_2455	false	false	FB2N0	FB3N1000	1.14.14.1	R07055	NA	MNXR110765	NA	NA
R_HMR_2456	false	false	FB2N0	FB3N1000	1.14.14.1	R07055	NA	MNXR110765	NA	NA
R_HMR_2457	false	false	FB2N0	FB3N1000	1.14.14.1	R07056	NA	MNXR110766	NA	NA
R_HMR_2458	false	false	FB2N0	FB3N1000	1.14.14.1	R07056	NA	MNXR110766	NA	NA
R_HMR_2459	true	false	FB1N1000	FB3N1000	3.3.2.9; 3.3.2.10	R07122	NA	MNXR103854	NA	NA
R_HMR_2460	true	false	FB1N1000	FB3N1000	3.3.2.9; 3.3.2.10	R07122	NA	MNXR103854	NA	NA
R_HMR_2461	true	false	FB1N1000	FB3N1000	2.4.1.17	NA	NA	NA	NA	NA
R_HMR_2462	false	false	FB2N0	FB3N1000	2.4.1.17	NA	NA	MNXR103856	NA	NA
R_HMR_2463	true	false	FB1N1000	FB3N1000	2.4.1.17	NA	NA	NA	NA	NA
R_HMR_2464	false	false	FB2N0	FB3N1000	2.4.1.17	NA	NA	MNXR103859	NA	NA
R_HMR_2465	true	false	FB1N1000	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103853	NA	NA
R_HMR_2466	true	false	FB1N1000	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103853	NA	NA
R_HMR_2467	true	false	FB1N1000	FB3N1000	2.4.1.17	NA	NA	NA	NA	NA
R_HMR_2468	false	false	FB2N0	FB3N1000	2.4.1.17	NA	NA	MNXR103855	NA	NA
R_HMR_2469	true	false	FB1N1000	FB3N1000	2.4.1.17	NA	NA	NA	NA	NA
R_HMR_2470	false	false	FB2N0	FB3N1000	2.4.1.17	NA	NA	MNXR103858	NA	NA
R_HMR_6397	true	false	FB1N1000	FB3N1000	1.8.1.4	NA	NA	NA	NA	NA
R_HMR_6398	false	false	FB2N0	FB3N1000	2.7.7.63	R07770	NA	MNXR101081	NA	NA
R_HMR_6399	false	false	FB2N0	FB3N1000	2.7.7.63	R07771	NA	MNXR111358	NA	NA
R_HMR_6400	false	false	FB2N0	FB3N1000	2.8.1.8; 2.3.1.181	R07768	NA	MNXR111356	NA	NA
R_HMR_6401	false	false	FB2N0	FB3N1000	2.3.1.181	R07769	NA	MNXR111357	NA	NA
R_HMR_6402	false	false	FB2N0	FB3N1000	2.3.1.181	R07766	NA	MNXR111354	NA	NA
R_HMR_6403	false	false	FB2N0	FB3N1000	2.8.1.8	R07767	NA	MNXR111355	NA	NA
R_HMR_6404	true	false	FB1N1000	FB3N1000	1.8.1.4	R08550	NA	MNXR112089	NA	NA
R_HMR_2472	false	false	FB2N0	FB3N1000	1.14.19.-	NA	HMR_2472	NA	NA	NA
R_HMR_2475	false	false	FB2N0	FB3N1000	2.3.1.199	NA	RE3110C	MNXR103792	NA	NA
R_HMR_2478	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103794	NA	NA
R_HMR_2480	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103795	NA	NA
R_HMR_2482	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103790	NA	NA
R_HMR_2484	false	false	FB2N0	FB3N1000	1.14.19.-	NA	HMR_2484	NA	NA	NA
R_HMR_2486	false	false	FB2N0	FB3N1000	2.3.1.199	NA	RE3120C	MNXR103797	NA	NA
R_HMR_2489	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103798	NA	NA
R_HMR_2491	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103799	NA	NA
R_HMR_2493	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103796	NA	NA
R_HMR_2495	false	false	FB2N0	FB3N1000	NA	NA	HMR_2495	NA	NA	NA
R_HMR_2497	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103801	NA	NA
R_HMR_2499	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103802	NA	NA
R_HMR_2501	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103803	NA	NA
R_HMR_2503	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103800	NA	NA
R_HMR_2505	false	false	FB2N0	FB3N1000	1.14.19.3	NA	NA	NA	NA	NA
R_HMR_2510	false	false	FB2N0	FB3N1000	1.3.3.6	NA	NA	NA	NA	NA
R_HMR_2511	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_2512	false	false	FB2N0	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_2513	false	false	FB2N0	FB3N1000	2.3.1.16	R07937	NA	NA	NA	NA
R_HMR_2514	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2515	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103821	NA	NA
R_HMR_2516	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103822	NA	NA
R_HMR_2518	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103823	NA	NA
R_HMR_2520	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103820	NA	NA
R_HMR_2522	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103825	NA	NA
R_HMR_2524	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103826	NA	NA
R_HMR_2526	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103827	NA	NA
R_HMR_2528	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103824	NA	NA
R_HMR_2530	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103812	NA	NA
R_HMR_2533	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103813	NA	NA
R_HMR_2535	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103814	NA	NA
R_HMR_2537	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103815	NA	NA
R_HMR_2540	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103821	NA	NA
R_HMR_2541	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103822	NA	NA
R_HMR_2542	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103823	NA	NA
R_HMR_2543	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103820	NA	NA
R_HMR_2544	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103921	NA	NA
R_HMR_2545	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103927	NA	NA
R_HMR_2546	true	false	FB1N1000	FB3N1000	1.1.1.184	NA	NA	MNXR103935	NA	NA
R_HMR_2548	true	false	FB1N1000	FB3N1000	1.1.1.184	NA	NA	MNXR103935	NA	NA
R_HMR_2549	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103922	NA	NA
R_HMR_2550	false	false	FB2N0	FB3N1000	NA	NA	NA	MNXR103926	NA	NA
R_HMR_2551	true	false	FB1N1000	FB3N1000	3.3.2.6	NA	NA	MNXR103925	NA	NA
R_HMR_2552	true	false	FB1N1000	FB3N1000	4.4.1.20	NA	NA	MNXR103929	NA	NA
R_HMR_2553	false	false	FB2N0	FB3N1000	1.14.13.30	NA	NA	MNXR103937	NA	NA
R_HMR_2555	false	false	FB2N0	FB3N1000	1.14.13.30	NA	NA	MNXR103937	NA	NA
R_HMR_2556	true	false	FB1N1000	FB3N1000	2.3.2.2	NA	NA	MNXR103928	NA	NA
R_HMR_2557	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	MNXR103923	NA	NA
R_HMR_2558	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2559	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103924	NA	NA
R_HMR_2560	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2561	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103931	NA	NA
R_HMR_2562	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103933	NA	NA
R_HMR_2563	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103934	NA	NA
R_HMR_2565	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103921	NA	NA
R_HMR_2566	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	MNXR103923	NA	NA
R_HMR_2567	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2568	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103931	NA	NA
R_HMR_2570	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	MNXR103923	NA	NA
R_HMR_2571	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2572	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103931	NA	NA
R_HMR_2573	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103934	NA	NA
R_HMR_2574	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103933	NA	NA
R_HMR_2576	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	MNXR103923	NA	NA
R_HMR_2577	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2578	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103931	NA	NA
R_HMR_2579	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103934	NA	NA
R_HMR_2580	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	NA	NA	MNXR103933	NA	NA
R_HMR_2581	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	NA	NA	NA
R_HMR_2582	false	false	FB2N0	FB3N1000	1.14.99.1	NA	NA	NA	NA	NA
R_HMR_2583	true	false	FB1N1000	FB3N1000	5.3.99.3	NA	NA	MNXR103930	NA	NA
R_HMR_2584	true	false	FB1N1000	FB3N1000	5.3.99.3	NA	NA	MNXR103930	NA	NA
R_HMR_2586	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103936	NA	NA
R_HMR_2587	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103932	NA	NA
R_HMR_2588	true	false	FB1N1000	FB3N1000	1.13.11.34	NA	NA	MNXR103936	NA	NA
R_HMR_2368	false	false	FB2N0	FB3N1000	1.14.19.3	R03814	HMR_2368	MNXR108447	NA	NA
R_HMR_2371	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103788	NA	NA
R_HMR_2374	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2376	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2378	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103789	NA	NA
R_HMR_2380	false	false	FB2N0	FB3N1000	1.14.19.-	NA	HMR_2380	NA	NA	NA
R_HMR_2383	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103807	R-HSA-548800	NA
R_HMR_2387	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103808	NA	NA
R_HMR_2389	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103809	NA	NA
R_HMR_2391	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2393	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2395	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	NA	NA	NA
R_HMR_2397	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103810	NA	NA
R_HMR_2399	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103811	NA	NA
R_HMR_2401	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103806	NA	NA
R_HMR_2403	false	false	FB2N0	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2408	false	false	FB2N0	FB3N1000	1.3.3.6	NA	NA	NA	NA	NA
R_HMR_2409	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_2410	false	false	FB2N0	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_2411	false	false	FB2N0	FB3N1000	2.3.1.16	R07953	NA	NA	NA	NA
R_HMR_2412	true	false	FB1N1000	FB3N1000	NA	NA	NA	NA	NA	NA
R_HMR_2415	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103816	NA	NA
R_HMR_2417	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103817	NA	NA
R_HMR_2419	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103818	NA	NA
R_HMR_2421	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103819	NA	NA
R_HMR_2423	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103812	NA	NA
R_HMR_2426	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103813	NA	NA
R_HMR_2428	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103814	NA	NA
R_HMR_2430	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103815	NA	NA
R_HMR_2433	false	false	FB2N0	FB3N1000	2.3.1.199	NA	NA	MNXR103812	NA	NA
R_HMR_2434	false	false	FB2N0	FB3N1000	1.1.1.330	NA	NA	MNXR103813	NA	NA
R_HMR_2435	false	false	FB2N0	FB3N1000	4.2.1.134	NA	NA	MNXR103814	NA	NA
R_HMR_2436	false	false	FB2N0	FB3N1000	1.3.1.93	NA	NA	MNXR103815	NA	NA
R_HMR_3444	false	false	FB2N0	FB3N1000	1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	NA	NA	NA	NA	NA
R_HMR_3445	false	false	FB2N0	FB3N1000	5.3.3.8	NA	NA	NA	NA	NA
R_HMR_3446	false	false	FB2N0	FB3N1000	1.3.1.34	NA	NA	NA	NA	NA
R_HMR_3447	false	false	FB2N0	FB3N1000	5.3.3.8; 5.3.3.-	NA	NA	NA	NA	NA
R_HMR_3448	false	false	FB2N0	FB3N1000	1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	NA	NA	NA	NA	NA
R_HMR_3449	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_3450	false	false	FB2N0	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_3452	false	false	FB2N0	FB3N1000	1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	NA	NA	NA	NA	NA
R_HMR_3453	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_3454	true	false	FB1N1000	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_3455	true	false	FB1N1000	FB3N1000	2.3.1.16; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_3456	false	false	FB2N0	FB3N1000	1.3.8.7; 1.3.8.8; 1.3.8.9; 1.3.99.-	NA	NA	NA	NA	NA
R_HMR_3457	true	false	FB1N1000	FB3N1000	1.3.1.34	NA	NA	NA	NA	NA
R_HMR_3458	false	false	FB2N0	FB3N1000	5.3.3.8	NA	NA	NA	NA	NA
R_HMR_3459	false	false	FB2N0	FB3N1000	1.3.3.6	NA	NA	NA	NA	NA
R_HMR_3460	false	false	FB2N0	FB3N1000	5.3.3.8	NA	NA	NA	NA	NA
R_HMR_3461	false	false	FB2N0	FB3N1000	1.3.1.34	NA	NA	NA	NA	NA
R_HMR_3462	false	false	FB2N0	FB3N1000	5.3.3.8	NA	NA	NA	NA	NA
R_HMR_3463	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_3464	false	false	FB2N0	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_3466	false	false	FB2N0	FB3N1000	1.3.3.6	NA	NA	NA	NA	NA
R_HMR_3467	false	false	FB2N0	FB3N1000	4.2.1.17	NA	NA	NA	NA	NA
R_HMR_3468	true	false	FB1N1000	FB3N1000	1.1.1.35; 1.1.1.211	NA	NA	NA	NA	NA
R_HMR_3469	true	false	FB1N1000	FB3N1000	2.3.1.16	NA	NA	NA	NA	NA
R_HMR_3470	false	false	FB2N0	FB3N1000	1.3.3.6	NA	NA	NA	NA	NA
R_HMR_3471	true	false	FB1N1000	FB3N1000	1.3.1.34	NA	NA	NA	NA	NA
R_HMR_3472	false	false	FB2N0	FB3N1000	5.3.3.8	NA	NA	NA	NA	NA
R_HMR_0931	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0932	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0933	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0934	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0935	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0936	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0937	false	false	FB2N0	FB3N1000	1.14.14.1	R07054	NA	MNXR110764	NA	NA
R_HMR_0938	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0939	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	NA	NA	NA
R_HMR_0940	false	false	FB2N0	FB3N1000	1.14.14.1	R07046	NA	MNXR110756	NA	NA
R_HMR_0941	false	false	FB2N0	FB3N1000	1.14.15.3	R07041	NA	MNXR110751	NA	NA
R_HMR_0942	false	false	FB2N0	FB3N1000	1.14.14.1	R07052	NA	MNXR110762	NA	NA
R_HMR_0943	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103862	NA	NA
R_HMR_0944	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103862	NA	NA
R_HMR_0945	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	R07111	NA	MNXR110819	NA	NA
R_HMR_0946	false	false	FB2N0	FB3N1000	1.14.14.1	R07051	NA	MNXR110761	NA	NA
R_HMR_0947	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103864	NA	NA
R_HMR_0948	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103864	NA	NA
R_HMR_0949	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	R07110	NA	MNXR110818	NA	NA
R_HMR_0950	false	false	FB2N0	FB3N1000	1.14.14.1	R07050	NA	MNXR110760	NA	NA
R_HMR_0951	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103863	NA	NA
R_HMR_0953	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	R07109	NA	MNXR110817	NA	NA
R_HMR_0954	false	false	FB2N0	FB3N1000	1.14.14.1	R07048	NA	MNXR110758	NA	NA
R_HMR_0955	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103865	NA	NA
R_HMR_0956	false	false	FB2N0	FB3N1000	1.14.14.1	NA	NA	MNXR103865	NA	NA
R_HMR_0957	false	false	FB2N0	FB3N1000	3.3.2.9; 3.3.2.10	R07108	NA	MNXR110816	NA	NA
R_HMR_0958	false	false	FB2N0	FB3N1000	1.13.11.34	R01595	NA	MNXR124874	R-HSA-265296	NA
R_HMR_0959	false	false	FB2N0	FB3N1000	1.13.11.34	R03058	NA	MNXR107920	R-HSA-266051	NA
R_HMR_0960	false	false	FB2N0	FB3N1000	1.11.1.9	R07034	NA	MNXR110745	NA	NA
R_HMR_0961	false	false	FB2N0	FB3N1000	1.13.11.31	NA	NA	MNXR103948	NA	NA
R_HMR_0963	false	false	FB2N0	FB3N1000	1.11.1.9	R07034	NA	MNXR110745	NA	NA
R_HMR_0964	false	false	FB2N0	FB3N1000	1.13.11.31	NA	NA	MNXR103948	NA	NA
R_HMR_0967	false	false	FB2N0	FB3N1000	1.13.11.31	NA	NA	MNXR103948	NA	NA
R_HMR_0969	false	false	FB2N0	FB3N1000	1.14.13.30	NA	NA	MNXR103917	NA	NA
R_HMR_0971	false	false	FB2N0	FB3N1000	1.13.11.34	NA	NA	MNXR103918	NA	NA
R_HMR_0973	true	false	FB1N1000	FB3N1000	1.1.1.184	NA	NA	MNXR103919	NA	NA
R_HMR_0976	false	false	FB2N0	FB3N1000	1.13.11.31	NA	NA	MNXR103949	NA	NA
R_HMR_0979	true	false	FB1N1000	FB3N1000	NA	NA	NA	MNXR103915	NA	NA
R_HMR_0980	true	false	FB1N1000	FB3N1000	1.1.1.184	NA	NA	MNXR103916	NA	NA
R_HMR_0981	false	false	FB2N0	FB3N1000	1.14.13.30	NA	NA	MNXR103940	NA	NA
R_HMR_0983	false	false	FB2N0	FB3N1000	1.13.11.33	R01593	NA	MNXR107075	NA	NA
R_HMR_0985	false	false	FB2N0	FB3N1000	1.13.11.33	R01593	NA	NA	NA	NA
R_HMR_0986	false	false	FB2N0	FB3N1000	1.13.11.33	R01593	NA	NA	NA	NA
R_HMR_0987	false	false	FB2N0	FB3N1000	1.13.11.33	R01593	NA	NA	NA	NA
R_HMR_0988	true	false	FB1N1000	FB3N1000	1.11.1.9	R07035	NA	MNXR110746	NA	NA
R_HMR_0989	false	false	FB2N0	FB3N1000	1.1.1.232	R04518	NA	MNXR108942	NA	NA
R_HMR_0990	false	false	FB2N0	FB3N1000	1.1.1.232	R04517	NA	MNXR108941	NA	NA
R_HMR_0991	true	false	FB1N1000	FB3N1000	1.14.14.1	R07042	NA	MNXR110752	NA	NA
R_HMR_0992	true	false	FB1N1000	FB3N1000	1.14.14.1	R07044	NA	MNXR110754	NA	NA
R_HMR_0993	true	false	FB1N1000	FB3N1000	1.14.14.1	R07043	NA	MNXR110753	NA	NA
