INDICATORS,ID_INDICATORS,CODE-2_INDICATORS,DESCRIPTION_INDICATORS,FULLNAME_INDICATORS,SEX,ID_SEX,CODE-2_SEX,FREQ,TIME_PERIOD,OBS_VALUE
6776819,6776819,50,,PURCHASING AND SUPPLY,6771319,6771319,3,A,2010,1068
6776819,6776819,50,,PURCHASING AND SUPPLY,6771319,6771319,3,A,2011,824
6776919,6776919,51,,QUANTITY SURVEY,6770319,6770319,1,A,2010,20
6776919,6776919,51,,QUANTITY SURVEY,6770319,6770319,1,A,2011,18
6776919,6776919,51,,QUANTITY SURVEY,6770419,6770419,2,A,2010,29
6776919,6776919,51,,QUANTITY SURVEY,6770419,6770419,2,A,2011,32
6776919,6776919,51,,QUANTITY SURVEY,6771319,6771319,3,A,2010,49
6776919,6776919,51,,QUANTITY SURVEY,6771319,6771319,3,A,2011,50
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6770319,6770319,1,A,2010,658
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6770319,6770319,1,A,2011,525
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6770419,6770419,2,A,2010,204
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6770419,6770419,2,A,2011,180
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6771319,6771319,3,A,2010,862
6777019,6777019,52,,SCIENC LAB TECH (PHYSICS/ELECTRONICS),6771319,6771319,3,A,2011,705
6777119,6777119,53,,SCIENCE LAB TECH,6770319,6770319,1,A,2010,16
6777119,6777119,53,,SCIENCE LAB TECH,6770319,6770319,1,A,2011,27
6777119,6777119,53,,SCIENCE LAB TECH,6770419,6770419,2,A,2010,31
6777119,6777119,53,,SCIENCE LAB TECH,6770419,6770419,2,A,2011,26
6777119,6777119,53,,SCIENCE LAB TECH,6771319,6771319,3,A,2010,47
6777119,6777119,53,,SCIENCE LAB TECH,6771319,6771319,3,A,2011,53
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6770319,6770319,1,A,2010,587
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6770319,6770319,1,A,2011,818
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6770419,6770419,2,A,2010,1068
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6770419,6770419,2,A,2011,1010
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6771319,6771319,3,A,2010,1655
6777219,6777219,54,,SCIENCE LAB TECH (BIOCHEM/MICROBIOLOGY),6771319,6771319,3,A,2011,1828
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6770319,6770319,1,A,2010,46
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6770319,6770319,1,A,2011,26
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6770419,6770419,2,A,2010,52
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6770419,6770419,2,A,2011,41
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6771319,6771319,3,A,2010,98
6777319,6777319,55,,SCIENCE LAB TECH (BIOCHEMISTRY),6771319,6771319,3,A,2011,67
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6770319,6770319,1,A,2010,35
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6770319,6770319,1,A,2011,66
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6770419,6770419,2,A,2010,67
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6770419,6770419,2,A,2011,85
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6771319,6771319,3,A,2010,102
6777419,6777419,56,,SCIENCE LAB TECH (BIOLOGY),6771319,6771319,3,A,2011,151
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6770319,6770319,1,A,2010,8
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6770319,6770319,1,A,2011,9
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6770419,6770419,2,A,2010,10
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6770419,6770419,2,A,2011,8
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6771319,6771319,3,A,2010,18
6777519,6777519,57,,SCIENCE LAB TECH (BIOLOGY/MICROBIOLOGY),6771319,6771319,3,A,2011,17
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6770319,6770319,1,A,2010,61
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6770319,6770319,1,A,2011,24
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6770419,6770419,2,A,2010,41
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6770419,6770419,2,A,2011,38
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6771319,6771319,3,A,2010,102
6777619,6777619,58,,SCIENCE LAB TECH (CHEMISTRY/BIOCHEMISTRY),6771319,6771319,3,A,2011,62
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6770319,6770319,1,A,2010,53
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6770319,6770319,1,A,2011,55
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6770419,6770419,2,A,2010,73
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6770419,6770419,2,A,2011,68
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6771319,6771319,3,A,2010,126
6777719,6777719,59,,SCIENCE LAB TECH (MICROBIOLOGY),6771319,6771319,3,A,2011,123
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6770319,6770319,1,A,2010,61
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6770319,6770319,1,A,2011,48
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6770419,6770419,2,A,2010,69
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6770419,6770419,2,A,2011,73
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6771319,6771319,3,A,2010,130
6777819,6777819,60,,SCIENCE LAB. TECHNOLOGY (ENVIRONMENTAL BIOLOGY),6771319,6771319,3,A,2011,121
6777919,6777919,61,,STATISTICS,6770319,6770319,1,A,2010,7
6777919,6777919,61,,STATISTICS,6770319,6770319,1,A,2011,5
6777919,6777919,61,,STATISTICS,6770419,6770419,2,A,2010,15
6777919,6777919,61,,STATISTICS,6770419,6770419,2,A,2011,12
6777919,6777919,61,,STATISTICS,6771319,6771319,3,A,2010,22
6777919,6777919,61,,STATISTICS,6771319,6771319,3,A,2011,17
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6770319,6770319,1,A,2010,680
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6770319,6770319,1,A,2011,579
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6770419,6770419,2,A,2010,416
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6770419,6770419,2,A,2011,394
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6771319,6771319,3,A,2010,1096
6778019,6778019,62,,SURVEYING & GEOINFORMATICS,6771319,6771319,3,A,2011,973
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6770319,6770319,1,A,2010,429
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6770319,6770319,1,A,2011,380
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6770419,6770419,2,A,2010,108
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6770419,6770419,2,A,2011,91
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6771319,6771319,3,A,2010,537
6778119,6778119,63,,TELECOMMUNICATION TECHNOLOGY,6771319,6771319,3,A,2011,471
6778219,6778219,64,,TEXTILE TECHNOLGY,6770319,6770319,1,A,2010,61
6778219,6778219,64,,TEXTILE TECHNOLGY,6770319,6770319,1,A,2011,45
6778219,6778219,64,,TEXTILE TECHNOLGY,6770419,6770419,2,A,2010,4
6778219,6778219,64,,TEXTILE TECHNOLGY,6770419,6770419,2,A,2011,2
6778219,6778219,64,,TEXTILE TECHNOLGY,6771319,6771319,3,A,2010,65
6778219,6778219,64,,TEXTILE TECHNOLGY,6771319,6771319,3,A,2011,47
6778319,6778319,65,,URBAN AND REG PLANNING,6770319,6770319,1,A,2010,81
6778319,6778319,65,,URBAN AND REG PLANNING,6770319,6770319,1,A,2011,26
6778319,6778319,65,,URBAN AND REG PLANNING,6770419,6770419,2,A,2010,31
6778319,6778319,65,,URBAN AND REG PLANNING,6770419,6770419,2,A,2011,29
6778319,6778319,65,,URBAN AND REG PLANNING,6771319,6771319,3,A,2010,112
6778319,6778319,65,,URBAN AND REG PLANNING,6771319,6771319,3,A,2011,55
6778419,6778419,66,,TOTAL,6770319,6770319,1,A,2010,307
6778419,6778419,66,,TOTAL,6770319,6770319,1,A,2011,281
6778419,6778419,66,,TOTAL,6770419,6770419,2,A,2010,183
6778419,6778419,66,,TOTAL,6770419,6770419,2,A,2011,129
6778419,6778419,66,,TOTAL,6771319,6771319,3,A,2010,490
6778419,6778419,66,,TOTAL,6771319,6771319,3,A,2011,410
