DESCRIPTOR,ID_DESCRIPTOR,FREQ,TIME_PERIOD,OBS_VALUE
D12,D12,Q,2011-Q4,1222854.91
D12,D12,Q,2012-Q1,1368914.03
D12,D12,Q,2012-Q2,1361341.08
D12,D12,Q,2012-Q3,1460303.59
D12,D12,Q,2012-Q4,1398263
D12,D12,Q,2013-Q1,1761411.02
D12,D12,Q,2013-Q2,1775973.96
D12,D12,Q,2013-Q3,1844653.76
D12,D12,Q,2013-Q4,1851283.75
D12,D12,Q,2014-Q1,2114527.44
D12,D12,Q,2014-Q2,2122922.98
D12,D12,Q,2014-Q3,2242770.14
D12,D12,Q,2014-Q4,2205209.47
D12,D12,Q,2015-Q1,2140886.81
D12,D12,Q,2015-Q2,2124509.67
D12,D12,Q,2015-Q3,2350341.74
D12,D12,Q,2015-Q4,2358034.94
D12,D12,Q,2016-Q1,2077044.07
D12,D12,Q,2016-Q2,2102864.5
D12,D12,Q,2016-Q3,2281441.18
D12,D12,Q,2016-Q4,2441886.53
D12,D12,Q,2017-Q1,2422504.72
D13,D13,A,1981,87.65
D13,D13,A,1982,85.88
D13,D13,A,1983,59.28
D13,D13,A,1984,63.46
D13,D13,A,1985,105.48
D13,D13,A,1986,45.44
D13,D13,A,1987,191.71
D13,D13,A,1988,238.59
D13,D13,A,1989,710.71
D13,D13,A,1990,727.94
D13,D13,A,1991,990.39
D13,D13,A,1992,2005.75
D13,D13,A,1993,1944.31
D13,D13,A,1994,1778.98
D13,D13,A,1995,6464.26
D13,D13,A,1996,10155.43
D13,D13,A,1997,9091.56
D13,D13,A,1998,6079.81
D13,D13,A,1999,9560.32
D13,D13,A,2000,18186
D13,D13,A,2001,57427.9
D13,D13,A,2002,57462.94
D13,D13,A,2003,72273.93
D13,D13,A,2004,93454.11
D13,D13,A,2005,120840.8
D13,D13,A,2006,155883.09
D13,D13,A,2007,172103.97
D13,D13,A,2008,198015.17
D13,D13,A,2009,224552.5
D13,D13,A,2010,255160.05
D13,D13,A,2011,291747.09
D13,D13,A,2012,254697.93
D13,D13,A,2013,412300.1
D13,D13,A,2014,385815.11
D13,D13,A,2015,248020.06
D13,D13,A,2016,276591.99
D13,D13,Q,2010-Q1,63518.78
D13,D13,Q,2010-Q2,63469.46
D13,D13,Q,2010-Q3,63617.41
D13,D13,Q,2010-Q4,64554.41
D13,D13,Q,2011-Q1,72793.59
D13,D13,Q,2011-Q2,72736.32
D13,D13,Q,2011-Q3,72736.32
D13,D13,Q,2011-Q4,73480.86
D13,D13,Q,2012-Q1,62951.05
D13,D13,Q,2012-Q2,63915.63
D13,D13,Q,2012-Q3,63509.49
D13,D13,Q,2012-Q4,64321.76
D13,D13,Q,2013-Q1,102471.12
D13,D13,Q,2013-Q2,102938.06
D13,D13,Q,2013-Q3,102798.6
D13,D13,Q,2013-Q4,104092.31
D13,D13,Q,2014-Q1,91953.17
D13,D13,Q,2014-Q2,100319.6
D13,D13,Q,2014-Q3,115331.93
D13,D13,Q,2014-Q4,78210.41
D13,D13,Q,2015-Q1,41503.64
D13,D13,Q,2015-Q2,35240.72
D13,D13,Q,2015-Q3,101946.91
D13,D13,Q,2015-Q4,69328.79
D13,D13,Q,2016-Q1,33885.21
D13,D13,Q,2016-Q2,56267.45
D13,D13,Q,2016-Q3,108535.68
D13,D13,Q,2016-Q4,77903.66
D13,D13,Q,2017-Q1,38598.24
D14,D14,A,1981,1933.09
D14,D14,A,1982,2549.28
D14,D14,A,1983,928.51
D14,D14,A,1984,605.19
D14,D14,A,1985,3530.69
D14,D14,A,1986,4790.59
D14,D14,A,1987,4225.38
D14,D14,A,1988,5668.54
D14,D14,A,1989,8949.69
D14,D14,A,1990,6762.16
D14,D14,A,1991,8149.03
D14,D14,A,1992,9957.18
D14,D14,A,1993,12892.47
D14,D14,A,1994,14706.84
D14,D14,A,1995,18756.63
D14,D14,A,1996,20551.74
D14,D14,A,1997,23294.18
D14,D14,A,1998,22647.93
D14,D14,A,1999,24064.26
D14,D14,A,2000,25612.78
D14,D14,A,2001,32125.85
D14,D14,A,2002,35268.92
D14,D14,A,2003,42128.1
D14,D14,A,2004,54473.24
D14,D14,A,2005,84552.18
D14,D14,A,2006,117269.79
D14,D14,A,2007,148350.59
D14,D14,A,2008,170685.62
D14,D14,A,2009,194493.49
D14,D14,A,2010,221087.82
D14,D14,A,2011,251080
D14,D14,A,2012,300680.54
D14,D14,A,2013,450753.85
D14,D14,A,2014,604612.45
D14,D14,A,2015,749930.41
D14,D14,A,2016,649600.71
D14,D14,Q,2010-Q1,54473.17
D14,D14,Q,2010-Q2,54901.79
D14,D14,Q,2010-Q3,55564.19
D14,D14,Q,2010-Q4,56148.67
D14,D14,Q,2011-Q1,55261.99
D14,D14,Q,2011-Q2,60635.74
D14,D14,Q,2011-Q3,66314.39
D14,D14,Q,2011-Q4,68867.88
D14,D14,Q,2012-Q1,72203.53
D14,D14,Q,2012-Q2,74986.53
D14,D14,Q,2012-Q3,76494
D14,D14,Q,2012-Q4,76996.48
D14,D14,Q,2013-Q1,106170.24
D14,D14,Q,2013-Q2,111067.97
D14,D14,Q,2013-Q3,115669.64
D14,D14,Q,2013-Q4,117846
D14,D14,Q,2014-Q1,144282.55
D14,D14,Q,2014-Q2,147117.07
D14,D14,Q,2014-Q3,153473.99
D14,D14,Q,2014-Q4,159738.84
D14,D14,Q,2015-Q1,180791.31
D14,D14,Q,2015-Q2,184269.5
D14,D14,Q,2015-Q3,189064.62
D14,D14,Q,2015-Q4,195804.97
D14,D14,Q,2016-Q1,150194.69
D14,D14,Q,2016-Q2,154003.08
D14,D14,Q,2016-Q3,161657.38
D14,D14,Q,2016-Q4,183745.57
D14,D14,Q,2017-Q1,207456.89
D15,D15,A,1981,18422.32
D15,D15,A,1982,19597.7
D15,D15,A,1983,22328.36
D15,D15,A,1984,19600.88
D15,D15,A,1985,24821.57
D15,D15,A,1986,25052.54
D15,D15,A,1987,28745.67
D15,D15,A,1988,42683.89
D15,D15,A,1989,46850.87
D15,D15,A,1990,56885.43
D15,D15,A,1991,75170.4
D15,D15,A,1992,104839.15
D15,D15,A,1993,152913.82
D15,D15,A,1994,250551.76
D15,D15,A,1995,288134.53
D15,D15,A,1996,331354.71
D15,D15,A,1997,381057.91
D15,D15,A,1998,438216.6
D15,D15,A,1999,503949.09
D15,D15,A,2000,579541.46
D15,D15,A,2001,666472.67
D15,D15,A,2002,766443.58
D15,D15,A,2003,881410.11
D15,D15,A,2004,1013621.63
D15,D15,A,2005,1165664.87
D15,D15,A,2006,1340514.6
D15,D15,A,2007,1541591.79
D15,D15,A,2008,1772830.56
D15,D15,A,2009,2038755.15
D15,D15,A,2010,2298522.91
D15,D15,A,2011,2667543.92
D15,D15,A,2012,3158989.33
D15,D15,A,2013,3814496.47
D15,D15,A,2014,4241783.64
D15,D15,A,2015,4291523.03
D15,D15,A,2016,4101673.55
D15,D15,Q,2010-Q1,565177.54
D15,D15,Q,2010-Q2,568086.21
D15,D15,Q,2010-Q3,574127.3
D15,D15,Q,2010-Q4,591131.85
D15,D15,Q,2011-Q1,627026.41
D15,D15,Q,2011-Q2,655793.56
D15,D15,Q,2011-Q3,677734.61
D15,D15,Q,2011-Q4,706989.34
D15,D15,Q,2012-Q1,754153.62
D15,D15,Q,2012-Q2,765614.92
D15,D15,Q,2012-Q3,858069.42
D15,D15,Q,2012-Q4,781151.36
D15,D15,Q,2013-Q1,915068.99
D15,D15,Q,2013-Q2,935003.22
D15,D15,Q,2013-Q3,986016.45
D15,D15,Q,2013-Q4,978407.81
D15,D15,Q,2014-Q1,1010559.71
D15,D15,Q,2014-Q2,1037031.11
D15,D15,Q,2014-Q3,1107509.97
D15,D15,Q,2014-Q4,1086682.86
D15,D15,Q,2015-Q1,1010459.9
D15,D15,Q,2015-Q2,1010655.11
D15,D15,Q,2015-Q3,1129378.48
D15,D15,Q,2015-Q4,1141029.54
D15,D15,Q,2016-Q1,963392.71
D15,D15,Q,2016-Q2,989801.93
D15,D15,Q,2016-Q3,1028338.77
D15,D15,Q,2016-Q4,1120140.15
D15,D15,Q,2017-Q1,1100504.47
D16,D16,A,1981,2825.59
D16,D16,A,1982,3005.86
D16,D16,A,1983,3424.69
D16,D16,A,1984,3006.35
D16,D16,A,1985,3807.09
D16,D16,A,1986,3842.52
D16,D16,A,1987,4408.97
D16,D16,A,1988,6546.79
D16,D16,A,1989,7185.91
D16,D16,A,1990,8725
D16,D16,A,1991,11529.52
D16,D16,A,1992,16080.06
D16,D16,A,1993,23453.68
D16,D16,A,1994,38429.24
D16,D16,A,1995,44193.62
D16,D16,A,1996,50822.66
D16,D16,A,1997,58446.06
D16,D16,A,1998,67212.97
D16,D16,A,1999,77294.92
D16,D16,A,2000,88889.16
D16,D16,A,2001,102222.53
D16,D16,A,2002,117555.91
D16,D16,A,2003,135189.3
D16,D16,A,2004,155467.69
D16,D16,A,2005,178787.84
D16,D16,A,2006,205606.02
D16,D16,A,2007,236446.92
D16,D16,A,2008,271913.96
D16,D16,A,2009,312701.05
D16,D16,A,2010,352543.82
D16,D16,A,2011,609678.35
D16,D16,A,2012,928444.28
D16,D16,A,2013,1303679.14
D16,D16,A,2014,1815731.02
D16,D16,A,2015,1871579.84
D16,D16,A,2016,2027013.2
D16,D16,Q,2010-Q1,80301.02
D16,D16,Q,2010-Q2,81383.55
D16,D16,Q,2010-Q3,87400.87
D16,D16,Q,2010-Q4,103458.39
D16,D16,Q,2011-Q1,106773.22
D16,D16,Q,2011-Q2,145294.77
D16,D16,Q,2011-Q3,172248.96
D16,D16,Q,2011-Q4,185361.4
D16,D16,Q,2012-Q1,236137.66
D16,D16,Q,2012-Q2,227454.06
D16,D16,Q,2012-Q3,229808.73
D16,D16,Q,2012-Q4,235043.82
D16,D16,Q,2013-Q1,331573.74
D16,D16,Q,2013-Q2,319380.62
D16,D16,Q,2013-Q3,322686.95
D16,D16,Q,2013-Q4,330037.82
D16,D16,Q,2014-Q1,465960.99
D16,D16,Q,2014-Q2,439297.6
D16,D16,Q,2014-Q3,448488.93
D16,D16,Q,2014-Q4,461983.5
D16,D16,Q,2015-Q1,457216.66
D16,D16,Q,2015-Q2,456773.4
D16,D16,Q,2015-Q3,466752.94
D16,D16,Q,2015-Q4,490836.83
D16,D16,Q,2016-Q1,467483.61
D16,D16,Q,2016-Q2,465097.89
D16,D16,Q,2016-Q3,519538.79
D16,D16,Q,2016-Q4,574892.91
D16,D16,Q,2017-Q1,565538.33
D17,D17,A,1981,988.91
D17,D17,A,1982,1052
D17,D17,A,1983,1198.58
D17,D17,A,1984,1052.17
D17,D17,A,1985,1332.41
D17,D17,A,1986,1344.81
D17,D17,A,1987,1543.06
D17,D17,A,1988,2291.26
D17,D17,A,1989,2514.94
D17,D17,A,1990,3053.59
D17,D17,A,1991,4035.13
D17,D17,A,1992,5627.74
D17,D17,A,1993,8208.37
D17,D17,A,1994,13449.55
D17,D17,A,1995,15466.98
D17,D17,A,1996,17787.03
D17,D17,A,1997,20455.09
D17,D17,A,1998,23523.35
D17,D17,A,1999,27051.85
D17,D17,A,2000,31109.63
D17,D17,A,2001,35776.08
D17,D17,A,2002,41142.49
D17,D17,A,2003,47313.86
D17,D17,A,2004,54410.94
D17,D17,A,2005,62572.58
D17,D17,A,2006,71958.47
D17,D17,A,2007,82752.24
D17,D17,A,2008,95165.07
D17,D17,A,2009,109439.83
D17,D17,A,2010,123384.1
D17,D17,A,2011,139411.15
D17,D17,A,2012,178520.82
D17,D17,A,2013,204087.66
D17,D17,A,2014,238547
D17,D17,A,2015,259258.65
D17,D17,A,2016,275101.44
D17,D17,Q,2010-Q1,30764.36
D17,D17,Q,2010-Q2,30951.95
D17,D17,Q,2010-Q3,29919.9
D17,D17,Q,2010-Q4,31747.88
D17,D17,Q,2011-Q1,32381.28
D17,D17,Q,2011-Q2,33876.73
D17,D17,Q,2011-Q3,36599.18
D17,D17,Q,2011-Q4,36553.97
D17,D17,Q,2012-Q1,45008.32
D17,D17,Q,2012-Q2,43875.81
D17,D17,Q,2012-Q3,45334.59
D17,D17,Q,2012-Q4,44302.09
D17,D17,Q,2013-Q1,49914.94
D17,D17,Q,2013-Q2,50316.55
D17,D17,Q,2013-Q3,51631.91
D17,D17,Q,2013-Q4,52224.27
D17,D17,Q,2014-Q1,57519.66
D17,D17,Q,2014-Q2,59100.17
D17,D17,Q,2014-Q3,60370.67
D17,D17,Q,2014-Q4,61556.5
D17,D17,Q,2015-Q1,63471.15
D17,D17,Q,2015-Q2,64300.8
D17,D17,Q,2015-Q3,65261.42
D17,D17,Q,2015-Q4,66225.27
D17,D17,Q,2016-Q1,66381.01
D17,D17,Q,2016-Q2,66657.13
D17,D17,Q,2016-Q3,67652.95
D17,D17,Q,2016-Q4,74410.34
D17,D17,Q,2017-Q1,78831.87
D18,D18,A,1981,195.2
D18,D18,A,1982,207.66
D18,D18,A,1983,236.59
D18,D18,A,1984,207.69
D18,D18,A,1985,263.01
D18,D18,A,1986,265.46
D18,D18,A,1987,304.59
D18,D18,A,1988,452.28
D18,D18,A,1989,496.43
D18,D18,A,1990,602.76
D18,D18,A,1991,796.51
D18,D18,A,1992,1110.88
D18,D18,A,1993,1620.28
D18,D18,A,1994,2654.85
D18,D18,A,1995,3053.08
D18,D18,A,1996,3511.04
D18,D18,A,1997,4037.7
D18,D18,A,1998,4643.36
D18,D18,A,1999,5339.86
D18,D18,A,2000,6140.84
D18,D18,A,2001,7061.96
D18,D18,A,2002,8121.26
D18,D18,A,2003,9339.45
D18,D18,A,2004,10740.36
D18,D18,A,2005,12351.42
D18,D18,A,2006,14204.13
D18,D18,A,2007,16334.75
D18,D18,A,2008,18784.96
D18,D18,A,2009,21602.71
D18,D18,A,2010,24355.21
D18,D18,A,2011,30446.43
D18,D18,A,2012,33547.95
D18,D18,A,2013,50642.65
D18,D18,A,2014,59929.16
D18,D18,A,2015,66090.93
D18,D18,A,2016,70712.7
D18,D18,Q,2010-Q1,5982.14
D18,D18,Q,2010-Q2,6046.74
D18,D18,Q,2010-Q3,6177.44
D18,D18,Q,2010-Q4,6148.89
D18,D18,Q,2011-Q1,6895.07
D18,D18,Q,2011-Q2,7317.1
D18,D18,Q,2011-Q3,8009.51
D18,D18,Q,2011-Q4,8224.75
D18,D18,Q,2012-Q1,8833.9
D18,D18,Q,2012-Q2,8213.66
D18,D18,Q,2012-Q3,8191.82
D18,D18,Q,2012-Q4,8308.57
D18,D18,Q,2013-Q1,12414.33
D18,D18,Q,2013-Q2,12381.01
D18,D18,Q,2013-Q3,12844.5
D18,D18,Q,2013-Q4,13002.81
D18,D18,Q,2014-Q1,14058.43
D18,D18,Q,2014-Q2,14567.34
D18,D18,Q,2014-Q3,15437.52
D18,D18,Q,2014-Q4,15865.87
D18,D18,Q,2015-Q1,15484.96
D18,D18,Q,2015-Q2,16171.89
D18,D18,Q,2015-Q3,17138.21
D18,D18,Q,2015-Q4,17295.86
D18,D18,Q,2016-Q1,16106.38
D18,D18,Q,2016-Q2,16495.54
D18,D18,Q,2016-Q3,18354.49
D18,D18,Q,2016-Q4,19756.3
D18,D18,Q,2017-Q1,20429.23
D19,D19,A,1981,201.71
D19,D19,A,1982,214.58
D19,D19,A,1983,244.48
D19,D19,A,1984,214.62
D19,D19,A,1985,271.78
D19,D19,A,1986,274.31
D19,D19,A,1987,314.74
D19,D19,A,1988,467.36
D19,D19,A,1989,512.98
D19,D19,A,1990,622.85
D19,D19,A,1991,823.06
D19,D19,A,1992,1147.91
D19,D19,A,1993,1674.3
D19,D19,A,1994,2743.36
D19,D19,A,1995,3154.86
D19,D19,A,1996,3628.09
D19,D19,A,1997,4172.31
D19,D19,A,1998,4798.15
D19,D19,A,1999,5517.88
D19,D19,A,2000,6345.56
D19,D19,A,2001,7297.39
D19,D19,A,2002,8392
D19,D19,A,2003,9650.8
D19,D19,A,2004,11098.42
D19,D19,A,2005,12763.18
D19,D19,A,2006,14677.66
D19,D19,A,2007,16879.31
D19,D19,A,2008,19411.21
D19,D19,A,2009,22322.89
D19,D19,A,2010,25167.16
D19,D19,A,2011,41450.69
D19,D19,A,2012,69687.12
D19,D19,A,2013,109025.22
D19,D19,A,2014,154617.96
D19,D19,A,2015,190128.52
D19,D19,A,2016,197727.53
D19,D19,Q,2010-Q1,6249.33
D19,D19,Q,2010-Q2,6267.59
D19,D19,Q,2010-Q3,6313.25
D19,D19,Q,2010-Q4,6336.99
D19,D19,Q,2011-Q1,5196.13
D19,D19,Q,2011-Q2,11822.29
D19,D19,Q,2011-Q3,12194.16
D19,D19,Q,2011-Q4,12238.11
D19,D19,Q,2012-Q1,11377.36
D19,D19,Q,2012-Q2,17402.95
D19,D19,Q,2012-Q3,17068.07
D19,D19,Q,2012-Q4,23838.73
D19,D19,Q,2013-Q1,22649.72
D19,D19,Q,2013-Q2,28490.52
D19,D19,Q,2013-Q3,28865.1
D19,D19,Q,2013-Q4,29019.88
D19,D19,Q,2014-Q1,32462.57
D19,D19,Q,2014-Q2,40314.04
D19,D19,Q,2014-Q3,41629.25
D19,D19,Q,2014-Q4,40212.1
D19,D19,Q,2015-Q1,42409.22
D19,D19,Q,2015-Q2,48416.71
D19,D19,Q,2015-Q3,49755.87
D19,D19,Q,2015-Q4,49546.72
D19,D19,Q,2016-Q1,46277.5
D19,D19,Q,2016-Q2,50384.71
D19,D19,Q,2016-Q3,49434.19
D19,D19,Q,2016-Q4,51631.12
D19,D19,Q,2017-Q1,51561.7
D20,D20,A,1981,477.27
D20,D20,A,1982,507.72
D20,D20,A,1983,578.47
D20,D20,A,1984,507.8
D20,D20,A,1985,643.06
D20,D20,A,1986,649.04
D20,D20,A,1987,744.72
D20,D20,A,1988,1105.82
D20,D20,A,1989,1213.78
D20,D20,A,1990,1473.75
D20,D20,A,1991,1947.46
D20,D20,A,1992,2716.09
D20,D20,A,1993,3961.58
D20,D20,A,1994,6491.11
D20,D20,A,1995,7464.77
D20,D20,A,1996,8584.49
D20,D20,A,1997,9872.16
D20,D20,A,1998,11352.99
D20,D20,A,1999,13055.93
D20,D20,A,2000,15014.32
D20,D20,A,2001,17266.47
D20,D20,A,2002,19856.44
D20,D20,A,2003,22834.91
D20,D20,A,2004,26260.15
D20,D20,A,2005,30199.17
D20,D20,A,2006,34729.04
D20,D20,A,2007,39938.4
D20,D20,A,2008,45929.16
D20,D20,A,2009,52818.54
D20,D20,A,2010,59548.4
D20,D20,A,2011,103191.52
D20,D20,A,2012,126881.58
D20,D20,A,2013,182406.24
D20,D20,A,2014,259283.11
D20,D20,A,2015,315595.05
D20,D20,A,2016,344090.85
D20,D20,Q,2010-Q1,14947.5
D20,D20,Q,2010-Q2,15076.6
D20,D20,Q,2010-Q3,13973.94
D20,D20,Q,2010-Q4,15550.36
D20,D20,Q,2011-Q1,23707.26
D20,D20,Q,2011-Q2,24826.96
D20,D20,Q,2011-Q3,27690.31
D20,D20,Q,2011-Q4,26966.99
D20,D20,Q,2012-Q1,33064
D20,D20,Q,2012-Q2,30626.71
D20,D20,Q,2012-Q3,32483.44
D20,D20,Q,2012-Q4,30707.42
D20,D20,Q,2013-Q1,45075.26
D20,D20,Q,2013-Q2,44698.87
D20,D20,Q,2013-Q3,46149.88
D20,D20,Q,2013-Q4,46482.22
D20,D20,Q,2014-Q1,63661.79
D20,D20,Q,2014-Q2,63130.27
D20,D20,Q,2014-Q3,66655.76
D20,D20,Q,2014-Q4,65835.29
D20,D20,Q,2015-Q1,80480.2
D20,D20,Q,2015-Q2,76227.65
D20,D20,Q,2015-Q3,81067.61
D20,D20,Q,2015-Q4,77819.59
D20,D20,Q,2016-Q1,88691.97
D20,D20,Q,2016-Q2,80878.46
D20,D20,Q,2016-Q3,87443.92
D20,D20,Q,2016-Q4,87076.5
D20,D20,Q,2017-Q1,103797.46
D21,D21,A,1981,271.38
D21,D21,A,1982,288.69
D21,D21,A,1983,328.92
D21,D21,A,1984,288.74
D21,D21,A,1985,365.65
D21,D21,A,1986,369.05
D21,D21,A,1987,423.45
D21,D21,A,1988,628.78
D21,D21,A,1989,690.16
D21,D21,A,1990,837.98
D21,D21,A,1991,1107.34
D21,D21,A,1992,1544.39
D21,D21,A,1993,2252.57
D21,D21,A,1994,3690.88
D21,D21,A,1995,4244.51
D21,D21,A,1996,4881.19
D21,D21,A,1997,5613.36
D21,D21,A,1998,6455.37
D21,D21,A,1999,7423.67
D21,D21,A,2000,8537.23
D21,D21,A,2001,9817.81
D21,D21,A,2002,11290.48
D21,D21,A,2003,12984.05
D21,D21,A,2004,14931.66
D21,D21,A,2005,17171.41
D21,D21,A,2006,19747.12
D21,D21,A,2007,22709.19
D21,D21,A,2008,26115.57
D21,D21,A,2009,30032.9
D21,D21,A,2010,33859.54
D21,D21,A,2011,81995.98
D21,D21,A,2012,120268.24
D21,D21,A,2013,161983.6
D21,D21,A,2014,221951.17
D21,D21,A,2015,267160.1
D21,D21,A,2016,291442.58
D21,D21,Q,2010-Q1,8385.72
D21,D21,Q,2010-Q2,8415.27
D21,D21,Q,2010-Q3,8475.81
D21,D21,Q,2010-Q4,8582.74
D21,D21,Q,2011-Q1,19252.92
D21,D21,Q,2011-Q2,20122.33
D21,D21,Q,2011-Q3,21049.58
D21,D21,Q,2011-Q4,21571.15
D21,D21,Q,2012-Q1,29302.96
D21,D21,Q,2012-Q2,30087.28
D21,D21,Q,2012-Q3,30292.87
D21,D21,Q,2012-Q4,30585.14
D21,D21,Q,2013-Q1,39206.07
D21,D21,Q,2013-Q2,40177.82
D21,D21,Q,2013-Q3,40977.26
D21,D21,Q,2013-Q4,41622.45
D21,D21,Q,2014-Q1,53149.41
D21,D21,Q,2014-Q2,54861.08
D21,D21,Q,2014-Q3,56811.24
D21,D21,Q,2014-Q4,57129.45
D21,D21,Q,2015-Q1,67128.85
D21,D21,Q,2015-Q2,65409.54
D21,D21,Q,2015-Q3,67657.8
D21,D21,Q,2015-Q4,66963.91
D21,D21,Q,2016-Q1,73238.12
D21,D21,Q,2016-Q2,69020.2
D21,D21,Q,2016-Q3,72756.24
D21,D21,Q,2016-Q4,76428.02
D21,D21,Q,2017-Q1,80457.12
D22,D22,A,1981,20.09
D22,D22,A,1982,21.37
D22,D22,A,1983,24.35
D22,D22,A,1984,21.37
D22,D22,A,1985,27.07
D22,D22,A,1986,27.32
D22,D22,A,1987,31.35
D22,D22,A,1988,46.55
D22,D22,A,1989,51.09
D22,D22,A,1990,62.03
D22,D22,A,1991,81.97
D22,D22,A,1992,114.33
D22,D22,A,1993,166.75
D22,D22,A,1994,273.23
D22,D22,A,1995,314.21
D22,D22,A,1996,361.34
D22,D22,A,1997,415.55
D22,D22,A,1998,477.88
D22,D22,A,1999,549.56
D22,D22,A,2000,631.99
D22,D22,A,2001,726.79
D22,D22,A,2002,835.81
D22,D22,A,2003,961.18
D22,D22,A,2004,1105.36
D22,D22,A,2005,1271.16
D22,D22,A,2006,1461.84
D22,D22,A,2007,1681.11
D22,D22,A,2008,1933.28
D22,D22,A,2009,2223.27
D22,D22,A,2010,2506.55
D22,D22,A,2011,4775.2
D22,D22,A,2012,4848.25
D22,D22,A,2013,5222.57
D22,D22,A,2014,5755.27
D22,D22,A,2015,6020.5
D22,D22,A,2016,6199.49
D22,D22,Q,2010-Q1,620.33
D22,D22,Q,2010-Q2,622.01
D22,D22,Q,2010-Q3,627.06
D22,D22,Q,2010-Q4,637.14
D22,D22,Q,2011-Q1,1026.63
D22,D22,Q,2011-Q2,1120.97
D22,D22,Q,2011-Q3,1270.8
D22,D22,Q,2011-Q4,1356.81
D22,D22,Q,2012-Q1,1167.49
D22,D22,Q,2012-Q2,1218.43
D22,D22,Q,2012-Q3,1229.05
D22,D22,Q,2012-Q4,1233.29
D22,D22,Q,2013-Q1,1224.31
D22,D22,Q,2013-Q2,1278.17
D22,D22,Q,2013-Q3,1340.1
D22,D22,Q,2013-Q4,1379.99
D22,D22,Q,2014-Q1,1349.64
D22,D22,Q,2014-Q2,1387.64
D22,D22,Q,2014-Q3,1496.16
D22,D22,Q,2014-Q4,1521.84
D22,D22,Q,2015-Q1,1432.01
D22,D22,Q,2015-Q2,1431.06
D22,D22,Q,2015-Q3,1561.34
D22,D22,Q,2015-Q4,1596.1
D22,D22,Q,2016-Q1,1473.25
D22,D22,Q,2016-Q2,1449.49
D22,D22,Q,2016-Q3,1581.45
D22,D22,Q,2016-Q4,1695.3
D22,D22,Q,2017-Q1,1181.58
D23,D23,A,1981,356.45
D23,D23,A,1982,379.2
D23,D23,A,1983,432.03
D23,D23,A,1984,379.26
D23,D23,A,1985,480.27
D23,D23,A,1986,484.74
D23,D23,A,1987,556.2
D23,D23,A,1988,825.89
D23,D23,A,1989,906.52
D23,D23,A,1990,1100.68
D23,D23,A,1991,1454.47
D23,D23,A,1992,2028.54
D23,D23,A,1993,2958.73
D23,D23,A,1994,4847.93
D23,D23,A,1995,5575.12
D23,D23,A,1996,6411.39
D23,D23,A,1997,7373.1
D23,D23,A,1998,8479.07
D23,D23,A,1999,9750.93
D23,D23,A,2000,11213.57
D23,D23,A,2001,12895.6
D23,D23,A,2002,14829.94
D23,D23,A,2003,17054.43
D23,D23,A,2004,19612.6
D23,D23,A,2005,22554.49
D23,D23,A,2006,25937.66
D23,D23,A,2007,29828.31
D23,D23,A,2008,34302.55
D23,D23,A,2009,39447.94
D23,D23,A,2010,44474.19
D23,D23,A,2011,106043.28
D23,D23,A,2012,136352.54
D23,D23,A,2013,162154.68
D23,D23,A,2014,195763.2
D23,D23,A,2015,207303.24
D23,D23,A,2016,219570.37
D23,D23,Q,2010-Q1,10988.54
D23,D23,Q,2010-Q2,11033.76
D23,D23,Q,2010-Q3,11101.59
D23,D23,Q,2010-Q4,11350.3
D23,D23,Q,2011-Q1,23865.46
D23,D23,Q,2011-Q2,25148.06
D23,D23,Q,2011-Q3,26888.73
D23,D23,Q,2011-Q4,30141.03
D23,D23,Q,2012-Q1,33576
D23,D23,Q,2012-Q2,34025.68
D23,D23,Q,2012-Q3,34225.54
D23,D23,Q,2012-Q4,34525.32
D23,D23,Q,2013-Q1,38829.28
D23,D23,Q,2013-Q2,39716.25
D23,D23,Q,2013-Q3,40765.15
D23,D23,Q,2013-Q4,42844
D23,D23,Q,2014-Q1,45910.35
D23,D23,Q,2014-Q2,47355.86
D23,D23,Q,2014-Q3,49416.03
D23,D23,Q,2014-Q4,53080.96
D23,D23,Q,2015-Q1,49486.88
D23,D23,Q,2015-Q2,50035.72
D23,D23,Q,2015-Q3,52451.94
D23,D23,Q,2015-Q4,55328.71
D23,D23,Q,2016-Q1,51087.56
D23,D23,Q,2016-Q2,52104.48
D23,D23,Q,2016-Q3,54896.21
D23,D23,Q,2016-Q4,61482.12
D23,D23,Q,2017-Q1,56220.98
D24,D24,A,1981,175.45
D24,D24,A,1982,186.65
D24,D24,A,1983,212.65
D24,D24,A,1984,186.68
D24,D24,A,1985,236.4
D24,D24,A,1986,238.6
D24,D24,A,1987,273.77
D24,D24,A,1988,406.51
D24,D24,A,1989,446.2
D24,D24,A,1990,541.77
D24,D24,A,1991,715.91
D24,D24,A,1992,998.47
D24,D24,A,1993,1456.33
D24,D24,A,1994,2386.21
D24,D24,A,1995,2744.14
D24,D24,A,1996,3155.77
D24,D24,A,1997,3629.13
D24,D24,A,1998,4173.5
D24,D24,A,1999,4799.53
D24,D24,A,2000,5519.46
D24,D24,A,2001,6347.37
D24,D24,A,2002,7299.48
D24,D24,A,2003,8394.4
D24,D24,A,2004,9653.56
D24,D24,A,2005,11101.6
D24,D24,A,2006,12766.84
D24,D24,A,2007,14681.86
D24,D24,A,2008,16884.14
D24,D24,A,2009,19416.76
D24,D24,A,2010,21890.75
D24,D24,A,2011,27882.36
D24,D24,A,2012,39275.19
D24,D24,A,2013,51104.61
