Year,Place,StatVar,Quantity
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSInformation_SOCServiceOccupation,3066.743
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSInformation_SOCServiceOccupation,217.7
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSInformation_SOCServiceOccupation,45.864
2020,country/USA,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,361172.035
2020,geoId/01,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,4484.228
2020,geoId/10,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,1983.336
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,10319.201
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,590.03
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCServiceOccupation,474.276
2020,country/USA,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,3241304.358
2020,geoId/01,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,41869.405
2020,geoId/10,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,9596.52
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,18312.454
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,1429.687
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCServiceOccupation,741.76
2020,country/USA,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,7662481.88
2020,geoId/01,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,91726.604
2020,geoId/10,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,22830.4
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,36315.08
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,2881.464
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCServiceOccupation,1141.52
2020,country/USA,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,9142791.216
2020,geoId/01,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,111257.289
2020,geoId/10,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,24976.41
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,14651.909
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,1763.19
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCServiceOccupation,762.945
2020,country/USA,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,2818731.0
2020,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,36225.153
2020,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCServiceOccupation,7972.552
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,15033.232
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,1245.564
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCServiceOccupation,559.816
2020,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,2297695.724
2020,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,32816.304
2020,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCServiceOccupation,6887.6
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,14542.378
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,1401.408
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCServiceOccupation,616.8
2020,country/USA,dcid:Count_Person_SOCSalesOfficeOccupation,33204352.74
2020,geoId/01,dcid:Count_Person_SOCSalesOfficeOccupation,455796.99
2020,geoId/10,dcid:Count_Person_SOCSalesOfficeOccupation,98684.352
2020,country/USA,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,155888.98
2020,geoId/01,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,6359.958
2020,geoId/10,dcid:MarginOfError_Count_Person_SOCSalesOfficeOccupation,2284.36
2020,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,154187.954
2020,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,1525.971
2020,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,376.909
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,2658.413
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,269.289
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCSalesOfficeOccupation,143.13
2020,country/USA,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,677052.74
2020,geoId/01,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,8518.44
2020,geoId/10,dcid:Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,2084.412
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,10416.196
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,709.87
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCSalesOfficeOccupation,347.402
2020,country/USA,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,1842860.398
2020,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,25972.43
2020,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,4296.852
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,15617.461
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,1208.02
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCSalesOfficeOccupation,509.796
2020,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,1890563.948
2020,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,26058.288
2020,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,4375.188
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,7943.546
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,1006.316
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCSalesOfficeOccupation,352.684
2020,country/USA,dcid:Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,10385830.132
2020,geoId/01,dcid:Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,151227.317
2020,geoId/10,dcid:Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,32770.367
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,17195.083
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,1960.808
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCSalesOfficeOccupation,962.262
2020,country/USA,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,1869755.916
2020,geoId/01,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,25033.89
2020,geoId/10,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,5292.206
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,8576.862
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,1292.83
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCSalesOfficeOccupation,664.85
2020,country/USA,dcid:Count_Person_NAICSInformation_SOCSalesOfficeOccupation,763619.007
2020,geoId/01,dcid:Count_Person_NAICSInformation_SOCSalesOfficeOccupation,8459.2
2020,geoId/10,dcid:Count_Person_NAICSInformation_SOCSalesOfficeOccupation,1891.89
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSInformation_SOCSalesOfficeOccupation,6133.486
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSInformation_SOCSalesOfficeOccupation,653.1
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSInformation_SOCSalesOfficeOccupation,280.917
2020,country/USA,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,4395979.626
2020,geoId/01,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,54872.79
2020,geoId/10,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,14831.904
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,10319.201
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,1416.072
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCSalesOfficeOccupation,819.204
2020,country/USA,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,3076492.272
2020,geoId/01,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,35537.934
2020,geoId/10,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,7371.24
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,18312.454
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,1225.446
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCSalesOfficeOccupation,695.4
2020,country/USA,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,3922028.64
2020,geoId/01,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,52826.84
2020,geoId/10,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,11985.96
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,36315.08
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,1920.976
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCSalesOfficeOccupation,913.216
2020,country/USA,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,1948703.897
2020,geoId/01,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,28034.721
2020,geoId/10,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,5822.475
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,14651.909
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,1410.552
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCSalesOfficeOccupation,642.48
2020,country/USA,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,992193.312
2020,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,14739.174
2020,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,2297.176
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,7516.616
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,934.173
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCSalesOfficeOccupation,347.472
2020,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,1359712.343
2020,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,23823.936
2020,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,5242.8
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,7271.189
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,1051.056
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCSalesOfficeOccupation,539.7
2020,country/USA,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,13562341.26
2020,geoId/01,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,201398.67
2020,geoId/10,dcid:Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,40204.736
2020,country/USA,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,155888.98
2020,geoId/01,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,4239.972
2020,geoId/10,dcid:MarginOfError_Count_Person_SOCNaturalResourcesConstructionMaintenanceOccupation,1370.616
2020,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,1230845.219
2020,geoId/01,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,13434.529
2020,geoId/10,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,2185.118
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,7975.239
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,718.104
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCNaturalResourcesConstructionMaintenanceOccupation,310.115
2020,country/USA,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,7124678.064
2020,geoId/01,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,95832.45
2020,geoId/10,dcid:Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,22012.654
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,20832.392
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,1703.688
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSConstruction_SOCNaturalResourcesConstructionMaintenanceOccupation,663.222
2020,country/USA,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,999517.504
2020,geoId/01,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,23254.385
2020,geoId/10,dcid:Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,2184.84
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,15617.461
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,1208.02
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSManufacturing_SOCNaturalResourcesConstructionMaintenanceOccupation,327.726
2020,country/USA,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,214475.742
2020,geoId/01,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,3919.336
2020,geoId/10,dcid:Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,724.432
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,3971.773
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,529.64
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSWholesaleTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,209.704
2020,country/USA,dcid:Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,653413.154
2020,geoId/01,dcid:Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,9804.04
2020,geoId/10,dcid:Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,2245.278
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,17195.083
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,735.303
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSRetailTrade_SOCNaturalResourcesConstructionMaintenanceOccupation,427.672
2020,country/USA,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,677572.098
2020,geoId/01,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,13868.54
2020,geoId/10,dcid:Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,2499.836
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,8576.862
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,940.24
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSTransportationWarehousingUtilities_SOCNaturalResourcesConstructionMaintenanceOccupation,452.098
2020,country/USA,dcid:Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,269873.384
2020,geoId/01,dcid:Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,6002.3
2020,geoId/10,dcid:Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,791.154
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,3066.743
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,777.5
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSInformation_SOCNaturalResourcesConstructionMaintenanceOccupation,206.388
2020,country/USA,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,216703.221
2020,geoId/01,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,2950.15
2020,geoId/10,dcid:Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,732.972
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,10319.201
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,354.018
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSFinanceInsuranceRealEstateRentalLeasing_SOCNaturalResourcesConstructionMaintenanceOccupation,215.58
2020,country/USA,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,439498.896
2020,geoId/01,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,6127.23
2020,geoId/10,dcid:Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,973.56
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,18312.454
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,612.723
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSProfessionalScientificTechnicalServicesManagementOfCompaniesEnterprisesAdministrativeSupportWasteManagementRemediationServices_SOCNaturalResourcesConstructionMaintenanceOccupation,231.8
2020,country/USA,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,290520.64
2020,geoId/01,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,4322.196
2020,geoId/10,dcid:Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,1369.824
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,36315.08
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,480.244
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSEducationalServicesHealthCareSocialAssistance_SOCNaturalResourcesConstructionMaintenanceOccupation,342.456
2020,country/USA,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,161170.999
2020,geoId/01,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,1057.914
2020,geoId/10,dcid:Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,401.55
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,14651.909
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,176.319
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSArtsEntertainmentRecreationAccommodationFoodServices_SOCNaturalResourcesConstructionMaintenanceOccupation,160.62
2020,country/USA,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,1097425.936
2020,geoId/01,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,15569.55
2020,geoId/10,dcid:Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,3165.856
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,7516.616
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,934.173
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSOtherServices_SOCNaturalResourcesConstructionMaintenanceOccupation,366.776
2020,country/USA,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,254491.615
2020,geoId/01,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,4671.36
2020,geoId/10,dcid:Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,796.7
2020,country/USA,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,7271.189
2020,geoId/01,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,467.136
2020,geoId/10,dcid:MarginOfError_Count_Person_NAICSPublicAdministration_SOCNaturalResourcesConstructionMaintenanceOccupation,231.3
2020,country/USA,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,20421456.38
2020,geoId/01,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,364637.592
2020,geoId/10,dcid:Count_Person_SOCProductionTransportationMaterialMovingOccupation,53454.024
2020,country/USA,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,155888.98
2020,geoId/01,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,4239.972
2020,geoId/10,dcid:MarginOfError_Count_Person_SOCProductionTransportationMaterialMovingOccupation,1827.488
2020,country/USA,dcid:Count_Person_NAICSAgricultureForestryFishingHuntingMiningQuarryingOilGasExtraction_SOCProductionTransportationMaterialMovingOccupation,257866.061
