unit,quant_inc,sex,age,time\geo	EU27_2020 	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,QU4,F,Y45-54,2014	2.4 	4.6 e	8.3 	0 	1.3 	3.1 	4.4 	0 	6.2 	0 	2.8 	0 	3.5 	0.7 	1.2 	2.6 	9.3 u	1.2 	0 	0.5 	1.0 	1.1 	1.0 	0 	0 	5.3 	1.3 	2.2 	0.6 	18.7 	0.2 
PC,QU4,F,Y45-64,2014	2.5 	4.6 e	11.6 	0 	1.9 	7.9 	4.5 	0 	5.8 	0.1 	2.7 	0.8 	3.3 	0.4 	0.6 	1.4 	9.5 	1.5 	0 	0.3 	0.6 	1.0 	0.8 	0 	0 	5.6 	2.2 	1.8 	2.4 	19.2 	0.2 
PC,QU4,F,Y55-64,2014	2.5 	4.5 e	15.1 	0 	2.4 	14.8 	4.8 	0 	5.3 	0.3 	2.7 	2.0 	3.1 	0 	0 	0 	9.7 u	1.9 	0 u	0 	0.3 	0.9 	0.5 	0 	0 	5.9 	3.4 	1.4 	4.3 	19.8 	0.3 
PC,QU4,F,Y65-74,2014	3.9 	4.7 e	5.9 	0.7 	0 	14.8 u	10.1 	0 u	4.8 	0.7 	1.3 	0 u	7.0 	0 u	1.1 	0 	13.5 u	1.3 	: u	0.3 	1.0 	1.3 	0.3 	0 u	0 u	4.8 	10.2 	0 u	1.3 	11.5 	0 
PC,QU4,F,Y_GE18,2014	2.1 	3.7 e	5.5 	0.5 	2.2 	5.4 	4.2 	0 	5.1 	0.4 	1.5 	0.3 	3.5 	0.1 	1.7 	1.5 	7.5 	0.7 	0.7 	0.6 	1.0 	0.7 	0.6 	0.5 	0.2 	3.7 	3.0 	1.8 	2.8 	14.9 	0.2 
PC,QU4,F,Y_GE65,2014	3.1 	3.7 e	3.5 	0.5 	0 	14.2 u	6.7 	0 u	2.9 	0.3 	1.4 	0 	6.0 	0 	0.7 	0 	10.3 u	0.9 	: u	1.9 	0.7 	0.7 	0.6 	0 	0 	4.3 	8.5 	0 	5.5 	8.4 	0 
PC,QU4,F,Y_GE75,2014	2.0 	2.3 e	0 	0 u	0 	: u	2.9 	: u	0.6 	0 	1.7 	0 u	4.7 	0 u	0 u	0 u	: u	0 u	: u	5.9 u	0.5 	0 	1.1 	0 u	0 u	2.8 u	: u	: u	16.0 u	4.6 	0 
PC,QU4,M,TOTAL,2014	3.2 	4.2 e	4.6 	1.7 	2.4 	6.0 	4.8 	0 	5.3 	1.4 	3.0 	3.0 	3.2 	0.3 	4.4 	2.9 	6.0 	6.4 	3.1 	1.2 	2.4 	8.1 	6.2 	1.7 	1.3 	7.0 	2.3 	0.2 	1.5 	12.1 	1.7 
PC,QU4,M,Y15-24,2014	1.9 	3.5 e	2.8 	3.9 	0 u	9.7 u	4.9 	0 	4.4 u	3.7 u	0 	1.9 u	1.5 	0 	1.7 	0 u	: u	2.6 	2.4 u	1.3 	2.0 	1.4 	1.8 	2.6 	0 	2.8 u	3.8 u	1.1 	5.5 	16.0 	1.5 
PC,QU4,M,Y15-29,2014	2.1 	3.1 e	2.1 	2.5 	2.3 	5.6 	4.8 	0 	4.3 	2.5 	0.4 	1.3 	1.5 	0 	2.5 	0 	0 u	3.9 	1.3 	0.8 	1.3 	1.5 	3.6 	2.5 	0 	1.9 	4.5 	0.9 	3.6 	11.5 	0.9 
PC,QU4,M,Y15-64,2014	3.1 	4.1 e	4.6 	2.2 	2.7 	5.6 	4.6 	0 	5.4 	1.6 	2.4 	2.3 	2.8 	0.4 	5.0 	3.1 	4.5 	5.4 	2.8 	1.1 	2.8 	7.7 	6.1 	1.9 	1.3 	7.8 	2.3 	0.2 	1.5 	11.9 	1.7 
PC,QU4,M,Y18-24,2014	2.5 	4.6 e	3.8 	5.3 u	0 u	10.0 u	6.6 	0 u	: u	5.1 u	0 	2.5 u	2.2 	0 u	1.8 	0 u	: u	2.3 	2.7 u	1.6 	2.5 	1.8 	1.2 	4.0 u	0 	4.7 u	3.8 u	0 	6.7 	20.1 u	2.1 
PC,QU4,M,Y18-44,2014	2.4 	3.2 e	1.4 	2.7 	2.1 	4.4 	4.4 	0 	4.9 	1.7 	1.4 	1.5 	1.2 	0 	4.6 	4.1 	3.1 	3.4 	1.2 	0.7 	2.1 	6.1 	5.3 	2.1 	1.0 	6.9 	2.3 	0 	2.5 	9.7 	1.5 
PC,QU4,M,Y18-64,2014	3.2 	4.2 e	4.8 	2.3 	2.8 	5.5 	4.7 	0 	5.6 	1.7 	2.5 	2.4 	2.9 	0.4 	5.0 	3.3 	4.6 	5.6 	2.9 	1.1 	2.9 	8.0 	6.3 	2.0 	1.3 	8.2 	2.3 	0 	1.6 	12.2 	1.8 
PC,QU4,M,Y25-34,2014	2.0 	2.5 e	0 	2.8 	3.0 	2.9 	3.6 	0 	4.0 	0 	0.4 	0 u	1.0 	0 	2.7 	0 u	2.1 u	6.4 	0 	0.2 	2.2 	3.8 	5.1 	2.6 	0 	5.6 	2.9 	0 u	1.6 	5.8 	0.8 
PC,QU4,M,Y25-64,2014	3.2 	4.2 e	4.9 	1.9 	3.1 	5.2 	4.5 	0 	5.6 	1.2 	2.7 	2.4 	2.9 	0.4 	5.4 	3.8 	4.8 	6.0 	2.9 	1.1 	2.9 	8.9 	6.9 	1.8 	1.6 	8.5 	2.3 	0 	0.8 	11.3 	1.8 
PC,QU4,M,Y35-44,2014	2.7 	3.4 e	1.5 	1.4 	2.2 	4.1 	4.4 	0 	5.4 	1.6 	2.4 	1.7 	1.0 	0 	7.7 	9.1 	4.2 	1.3 	1.5 	0.8 	1.8 	10.3 	7.0 	1.1 	2.7 	8.5 	1.5 	0 	1.1 	9.0 	2.1 
PC,QU4,M,Y45-54,2014	4.0 	5.1 e	6.3 	0.8 	3.3 	5.5 	5.7 	0 	7.8 	1.8 	4.0 	7.3 	3.4 	1.7 	5.4 	1.6 	5.5 	5.7 	7.2 	0.6 	3.8 	9.2 	9.0 	1.5 	1.7 	8.7 	2.8 	0 	0.5 	13.5 	1.3 
PC,QU4,M,Y45-64,2014	4.1 	5.4 e	9.5 	1.8 	3.6 	6.8 	5.0 	0 	6.7 	1.6 	4.2 	3.7 	4.5 	1.0 	5.6 	2.2 	6.8 	8.9 	6.7 	1.6 	4.1 	10.7 	7.8 	1.8 	1.8 	9.5 	2.3 	0 	0.4 	15.1 	2.5 
PC,QU4,M,Y55-64,2014	4.3 	5.8 e	14.5 	2.7 	3.9 	8.9 	4.0 	0 	5.0 	1.5 	4.5 	0 	5.9 	0 	5.9 	3.0 	8.7 u	12.5 	6.1 	2.9 	4.2 	12.4 	6.6 	2.3 	1.8 	10.4 	1.8 	0 	0.3 	17.2 	4.5 
PC,QU4,M,Y65-74,2014	4.7 	5.9 e	5.4 	0 	1.7 	12.3 	8.5 	0 u	5.9 	0.8 	6.7 	6.9 u	6.2 	0 u	0 	2.6 u	11.3 u	15.8 	: u	1.4 	1.2 	9.0 	7.5 	0 u	2.1 u	3.7 	2.7 	0 u	1.7 	14.3 	1.0 
PC,QU4,M,Y_GE18,2014	3.3 	4.4 e	4.7 	1.7 	2.5 	5.9 	4.9 	0 	5.4 	1.5 	3.1 	3.1 	3.3 	0.3 	4.4 	3.1 	6.1 	6.5 	3.2 	1.2 	2.4 	8.3 	6.4 	1.8 	1.3 	7.3 	2.3 	0 	1.5 	12.3 	1.8 
PC,QU4,M,Y_GE65,2014	3.8 	4.9 e	4.3 	0 	1.4 	10.9 	6.1 	0 u	4.3 	0.9 	5.5 	6.0 	4.6 	0 	0.7 	1.6 	13.7 	11.4 	9.5 u	1.6 	0.7 	9.4 	6.8 	0 	1.4 	2.7 	2.2 	0 	1.2 	13.0 	1.3 
PC,QU4,M,Y_GE75,2014	2.3 	3.2 e	2.9 	0 	0.7 	: u	3.4 	: u	2.0 	1.0 	3.4 	4.1 u	2.6 	0 u	2.2 u	0 u	17.3 u	2.2 u	: u	2.1 	0 	10.0 	5.5 	0 u	0 u	0 u	: u	: u	0 u	10.6 	1.9 u
PC,QU4,T,TOTAL,2014	2.6 	3.9 e	4.9 	1.1 	2.3 	5.6 	4.5 	0 	5.2 	0.9 	2.2 	1.6 	3.3 	0.2 	3.0 	2.1 	6.6 	3.5 	1.9 	0.9 	1.7 	4.5 	3.4 	1.1 	0.8 	5.2 	2.6 	1.1 	2.1 	13.4 	1.0 
PC,QU4,T,Y15-24,2014	1.6 	2.8 e	1.7 	2.4 	2.7 	6.1 	3.7 	0 	5.3 u	2.7 	0.3 	1.1 	1.1 	0 	5.2 	0.8 	0 u	1.3 	2.6 	1.4 	2.0 	1.3 	1.1 	1.6 	0 	1.6 	3.2 u	3.9 	5.0 	12.8 	0.7 
PC,QU4,T,Y15-29,2014	1.6 	2.4 e	1.2 	1.4 	2.9 	4.1 	3.3 	0 	5.1 	1.7 	0.4 	0.7 	1.0 	0 	3.8 	1.2 	3.5 	2.0 	1.6 	0.8 	1.5 	1.4 	2.2 	1.9 	0 	1.5 	3.5 	2.9 	3.5 	9.3 	0.5 
PC,QU4,T,Y15-64,2014	2.4 	3.9 e	5.1 	1.3 	2.7 	5.2 	4.0 	0 	5.5 	1.0 	2.0 	1.4 	2.7 	0.2 	3.4 	2.3 	5.4 	3.0 	1.8 	0.7 	1.9 	4.2 	3.3 	1.3 	0.8 	5.5 	2.3 	1.2 	1.9 	14.1 	1.0 
PC,QU4,T,Y18-24,2014	2.1 	3.7 e	2.6 	3.5 	3.3 	7.5 u	4.9 	0 	5.4 u	3.9 	0.5 	1.4 	1.6 	0 	5.5 	1.3 	: u	1.1 	3.0 	1.8 	2.6 	1.7 	0.6 	2.3 	0 	2.5 u	3.2 u	3.7 	6.6 	15.7 	1.1 
PC,QU4,T,Y18-44,2014	1.9 	3.1 e	1.5 	1.9 	2.8 	3.6 	3.6 	0 	5.1 	1.2 	1.0 	0.8 	1.5 	0 	3.7 	3.1 	3.8 	1.7 	1.1 	0.5 	1.8 	3.3 	2.9 	1.5 	0.7 	4.1 	2.3 	1.1 	2.3 	11.9 	0.9 
PC,QU4,T,Y18-64,2014	2.5 	4.0 e	5.4 	1.4 	2.8 	5.3 	4.1 	0 	5.6 	1.0 	2.0 	1.4 	2.7 	0.3 	3.4 	2.5 	5.5 	3.1 	1.8 	0.7 	2.0 	4.4 	3.4 	1.3 	0.8 	5.7 	2.3 	1.0 	1.9 	14.3 	1.1 
PC,QU4,T,Y25-34,2014	1.5 	2.3 e	0 	1.4 	2.3 	2.3 	2.6 	0 	4.3 	0 	0.3 	0 	1.3 	0 	1.9 	0.9 	5.1 	3.2 	0 	0.1 	2.0 	2.1 	3.0 	1.6 	0 	2.8 	2.9 	0 	1.5 	8.7 	0.5 
PC,QU4,T,Y25-64,2014	2.6 	4.0 e	5.7 	1.2 	2.7 	5.1 	4.1 	0 	5.6 	0.7 	2.2 	1.5 	2.8 	0.3 	3.1 	2.7 	5.8 	3.4 	1.6 	0.6 	1.9 	4.7 	3.7 	1.2 	1.0 	6.0 	2.3 	0.5 	1.4 	14.2 	1.1 
PC,QU4,T,Y35-44,2014	2.2 	3.6 e	2.2 	1.7 	2.9 	3.6 	4.1 	0 	5.7 	1.2 	1.7 	1.0 	1.6 	0 	4.7 	6.0 	3.4 	0.7 	0.9 	0.4 	1.2 	5.1 	3.6 	1.2 	2.0 	5.7 	1.9 	0 	1.1 	13.0 	1.3 
PC,QU4,T,Y45-54,2014	3.2 	4.9 e	7.2 	0.4 	2.2 	4.5 	5.1 	0 	7.0 	0.8 	3.4 	3.3 	3.5 	1.2 	3.3 	2.2 	7.0 	3.6 	3.2 	0.5 	2.4 	5.1 	5.0 	0.8 	0.8 	7.0 	2.0 	1.1 	0.5 	16.2 	0.7 
PC,QU4,T,Y45-64,2014	3.3 	5.0 e	10.6 	0.8 	2.7 	7.3 	4.8 	0 	6.3 	0.8 	3.4 	2.2 	3.9 	0.7 	3.0 	1.7 	7.9 	5.3 	3.4 	1.0 	2.2 	5.8 	4.1 	1.0 	0.9 	7.5 	2.2 	0.9 	1.4 	17.2 	1.4 
PC,QU4,T,Y55-64,2014	3.4 	5.2 e	14.8 	1.2 	3.1 	11.6 	4.4 	0 	5.2 	0.9 	3.5 	1.0 	4.4 	0 	2.6 	1.2 	9.2 	7.0 	3.6 	1.5 	2.1 	6.5 	3.3 	1.3 	1.0 	8.0 	2.5 	0.7 	2.5 	18.5 	2.4 
PC,QU4,T,Y65-74,2014	4.3 	5.3 e	5.7 	0.4 	0.9 	13.1 	9.3 	0 u	5.4 	0.7 	3.9 	3.6 	6.6 	0 	0.5 	1.1 	12.4 	8.9 	3.3 u	0.9 	1.1 	5.7 	3.9 	0 	1.2 	4.3 	5.8 	0 	1.5 	13.0 	0.4 
PC,QU4,T,Y_GE18,2014	2.7 	4.0 e	5.1 	1.1 	2.3 	5.7 	4.6 	0 	5.3 	0.9 	2.3 	1.7 	3.4 	0.2 	3.1 	2.2 	6.7 	3.6 	2.0 	0.9 	1.7 	4.6 	3.4 	1.2 	0.8 	5.4 	2.6 	0.9 	2.2 	13.6 	1.0 
PC,QU4,T,Y_GE65,2014	3.4 	4.3 e	3.9 	0.3 	0.7 	12.0 	6.4 	0 	3.6 	0.6 	3.3 	2.7 	5.3 	0 	0.7 	0.7 	11.9 	6.5 	5.7 u	1.8 	0.7 	5.4 	3.6 	0 	0.8 	3.5 	4.8 	0 	3.2 	10.7 	0.5 
PC,QU4,T,Y_GE75,2014	2.1 	2.7 e	1.6 	0 	0.4 	: u	3.1 	: u	1.2 	0.5 	2.4 	1.4 	3.7 	0 	1.1 	0 	11.3 u	1.2 	: u	3.7 	0.3 	5.0 	3.1 	0 u	0 u	1.5 	0 u	0 u	7.6 	7.3 	0.7 
PC,QU5,F,TOTAL,2014	2.9 	5.3 e	4.0 	0.7 	1.9 	8.0 	7.0 	0.4 	5.8 	0.9 	2.8 	0 	4.0 	0.3 	2.6 	1.7 	8.5 	0.2 	3.4 	1.2 	2.3 	1.0 	0.1 	0.9 	0.6 	5.9 	4.2 	0.5 	2.9 	21.6 	0.6 
PC,QU5,F,Y15-24,2014	1.6 	3.6 e	5.1 	0 u	0 u	9.8 	3.3 	4.9 u	9.4 u	0 u	0 	0 u	0 	1.0 u	1.5 	2.0 	: u	0 	11.6 u	2.9 	4.5 	0.4 	0 	2.0 	1.7 u	3.6 u	: u	1.5 	2.6 	19.2 u	0.6 
PC,QU5,F,Y15-29,2014	1.8 	4.0 e	3.2 	0 	1.2 	10.0 	2.6 	1.6 	9.6 	0 u	2.8 	0 	0.9 	0.5 	4.1 	1.9 	4.4 u	0.7 	7.5 	2.9 	4.4 	0.2 	0 	2.3 	1.9 	2.1 	: u	1.2 	2.7 	18.6 	0.8 
PC,QU5,F,Y15-64,2014	2.8 	5.4 e	3.8 	0.7 	1.8 	7.4 	7.3 	0.4 	6.3 	1.1 	2.5 	0 	3.0 	0.1 	2.7 	1.8 	7.5 	0.2 	3.2 	1.0 	2.6 	0.9 	0.1 	0.9 	0.7 	5.9 	4.6 	0.5 	2.7 	21.9 	0.6 
PC,QU5,F,Y18-24,2014	1.9 	4.5 e	6.3 	0 u	0 u	6.5 u	3.9 	5.6 u	11.8 u	: u	0 u	0 u	0 	1.5 u	1.5 u	2.3 u	: u	0 	9.1 u	0 	5.8 	0.6 u	0 	2.7 	2.1 u	: u	: u	2.3 u	4.1 u	22.6 u	0.8 
PC,QU5,F,Y18-44,2014	2.0 	4.7 e	2.1 	1.1 	3.1 	3.4 	3.8 	0.6 	6.3 	0.7 	2.3 	0 	2.2 	0.2 	3.2 	2.6 	5.9 	0.3 	2.9 	1.1 	3.5 	0.2 	0 	1.0 	1.2 	6.4 	2.1 	0.8 	1.2 	21.1 	0.9 
PC,QU5,F,Y18-64,2014	2.9 	5.5 e	3.9 	0.8 	1.8 	6.9 	7.3 	0.4 	6.5 	1.1 	2.6 	0 	3.1 	0.1 	2.7 	1.8 	7.6 	0.2 	2.2 	0.7 	2.7 	0.9 	0.1 	1.0 	0.7 	6.0 	4.6 	0.6 	2.8 	22.2 	0.7 
PC,QU5,F,Y25-34,2014	2.0 	5.1 e	0.6 	0 	3.6 	4.3 u	3.4 	0 	6.1 	0 	3.3 	0 	1.3 	0 	4.6 	2.5 	2.3 u	1.0 	0 u	1.6 	4.0 	0 	0 	1.2 	1.8 	1.9 	3.2 u	0 u	1.3 	23.0 	1.6 
PC,QU5,F,Y25-64,2014	2.9 	5.5 e	3.7 	0.8 	1.9 	7.0 	7.6 	0 	5.8 	1.2 	2.7 	0 	3.3 	0 	2.8 	1.8 	7.7 	0.3 	0.4 	0.8 	2.4 	0.9 	0.1 	0.8 	0.6 	6.1 	4.6 	0.3 	2.7 	22.2 	0.7 
PC,QU5,F,Y35-44,2014	2.1 	4.4 e	1.9 	2.1 	3.4 	1.9 	4.3 	0 	3.9 	1.3 	1.9 	0 	3.5 	0 	2.2 	2.8 	8.5 	0 	0 u	0.8 	2.2 	0.1 	0 	0 	0 	10.1 	1.7 	0 u	0.3 	18.8 	0.2 
PC,QU5,F,Y45-54,2014	3.2 	6.2 e	4.5 	0 	0.6 	8.4 	8.5 	0 	7.3 	0.3 	3.1 	0 	2.1 	0 	0 	0.6 	6.2 u	0 	0 	0 	2.2 	1.0 	0.2 	0 	0 	6.0 	5.5 	0 	3.7 	24.8 	0.1 
PC,QU5,F,Y45-64,2014	3.7 	6.2 e	5.8 	0.4 	0.4 	10.4 	10.4 	0 	7.0 	1.6 	3.0 	0 	3.8 	0 	1.7 	0.8 	9.7 	0 	0.9 	0.4 	1.5 	1.8 	0.2 	1.0 	0 	5.8 	6.3 	0.5 	4.1 	23.4 	0.1 
PC,QU5,F,Y55-64,2014	4.3 	6.3 e	7.5 	0.8 	0 	14.6 	12.7 	0 u	6.6 	2.7 	3.0 	0 	5.2 	0 	3.8 	1.1 	13.4 	0 	2.9 u	0.9 	0.8 	2.8 	0.2 	3.4 	0 	5.7 	7.5 	0.8 	4.5 	21.6 	0 
PC,QU5,F,Y65-74,2014	3.9 	5.8 e	7.7 	0 u	4.9 u	23.3 u	7.6 	0 u	2.4 	0.4 	5.0 	0 u	7.2 	1.8 	2.1 u	0 u	: u	0 u	: u	1.3 	0.2 	0.4 	0.5 	0 u	0 u	5.1 	2.2 u	0 u	4.8 	21.1 	0.8 
PC,QU5,F,Y_GE18,2014	3.0 	5.4 e	4.1 	0.7 	1.9 	7.6 	7.1 	0.4 	5.9 	0.9 	2.8 	0 	4.0 	0.3 	2.6 	1.8 	8.6 	0.2 	2.4 	1.0 	2.4 	1.0 	0.1 	0.9 	0.7 	6.0 	4.2 	0.5 	3.0 	21.8 	0.7 
PC,QU5,F,Y_GE65,2014	3.5 	5.1 e	5.7 	0 	4.2 	16.7 u	5.8 	0 u	1.5 	0.3 	4.0 	0 	6.9 	1.5 	1.7 u	0 u	: u	0 	: u	2.6 	0.7 	1.4 	0.3 	0 u	0 u	5.7 	1.6 u	0 	4.3 	19.1 	0.6 
PC,QU5,F,Y_GE75,2014	2.9 	3.9 e	1.2 u	: u	: u	: u	3.8 	: u	0 	0 	2.0 	0 u	6.4 	: u	: u	: u	: u	: u	: u	5.0 u	1.5 	2.7 	0 	: u	: u	7.9 u	: u	: u	: u	14.6 	0 u
PC,QU5,M,TOTAL,2014	3.1 	4.8 e	4.3 	1.8 	3.5 	8.5 	4.8 	1.6 	6.0 	1.9 	3.3 	1.5 	3.3 	0.4 	7.3 	3.3 	5.5 	3.3 	4.2 	0.5 	3.9 	4.7 	4.2 	1.9 	0.8 	5.5 	2.0 	0.4 	2.2 	16.2 	2.3 
PC,QU5,M,Y15-24,2014	2.8 	3.6 e	2.2 	0 u	4.3 	15.2 u	4.5 	0 u	4.1 u	0 u	2.2 	0 u	4.3 	0 u	0.8 	0 	: u	3.6 	5.6 	0 	3.3 	0 	1.5 	3.9 	1.7 	14.9 u	: u	0 	0 	10.7 u	0.7 
PC,QU5,M,Y15-29,2014	2.7 	3.7 e	4.0 	0 	4.6 	13.4 	3.6 	2.1 	5.1 	0 	2.1 	0 u	3.4 	0 	7.1 	0 	0 u	2.3 	5.0 	0 	6.1 	1.3 	1.9 	2.3 	1.6 	10.7 u	2.3 u	0 	0.9 	10.6 	1.3 
PC,QU5,M,Y15-64,2014	2.8 	4.5 e	4.0 	1.6 	3.5 	8.3 	4.3 	1.7 	6.2 	1.8 	2.6 	1.3 	2.3 	0.3 	7.6 	3.2 	4.5 	3.1 	4.0 	0.4 	4.1 	4.3 	4.5 	1.9 	0.9 	5.3 	1.5 	0.5 	1.9 	15.5 	2.3 
PC,QU5,M,Y18-24,2014	3.7 	4.5 e	3.3 u	0 u	4.8 u	17.2 u	6.2 	: u	4.6 u	: u	3.2 u	0 u	5.8 	0 u	0.9 	0 	: u	4.2 	6.6 	0 	4.4 	0 u	1.9 	5.2 	1.9 u	: u	: u	0 	0 u	12.1 u	1.0 
PC,QU5,M,Y18-44,2014	2.4 	3.9 e	2.5 	1.4 	3.9 	6.9 	3.4 	2.2 	5.7 	1.5 	1.2 	0 	2.1 	0 	8.7 	2.9 	3.9 	2.1 	3.0 	0.4 	5.1 	2.7 	3.1 	2.0 	0.6 	5.9 	1.6 	0 	2.2 	13.4 	2.8 
PC,QU5,M,Y18-64,2014	2.9 	4.6 e	4.1 	1.6 	3.5 	8.1 	4.4 	1.8 	6.3 	1.8 	2.7 	1.3 	2.3 	0.3 	7.6 	3.4 	4.7 	3.1 	4.1 	0.4 	4.2 	4.4 	4.6 	2.0 	0.9 	5.4 	1.5 	0.5 	1.9 	15.7 	2.5 
PC,QU5,M,Y25-34,2014	2.3 	3.8 e	4.1 	0.9 	3.4 	0 u	2.4 	1.4 	6.1 	1.4 	2.0 	0 	2.0 	0 	10.2 	2.0 	3.5 	0.7 	2.4 u	1.0 	6.7 	2.3 	2.4 	0 	0.7 	1.9 u	1.2 	0 u	1.9 	11.6 	3.4 
PC,QU5,M,Y25-64,2014	2.8 	4.6 e	4.2 	1.8 	3.4 	6.8 	4.3 	1.9 	6.6 	1.9 	2.7 	1.4 	2.1 	0.3 	8.3 	3.9 	4.9 	2.9 	3.5 	0.5 	4.2 	4.7 	4.9 	1.5 	0.7 	4.5 	1.4 	0.6 	2.1 	15.9 	2.7 
PC,QU5,M,Y35-44,2014	2.0 	3.8 e	0.6 	2.3 	4.1 	4.3 	3.4 	3.3 	5.9 	1.7 	0.4 	0 u	1.2 	0 	9.7 	6.3 	4.8 	2.0 	0 	0 	3.3 	3.5 	4.1 	2.4 	0 	4.8 	1.5 	0 	3.3 	15.4 	3.1 
PC,QU5,M,Y45-54,2014	2.9 	5.5 e	5.5 	2.2 	2.7 	5.2 	4.3 	1.5 	6.6 	1.2 	2.7 	2.0 	1.2 	1.3 	5.6 	5.9 	4.6 	4.8 	3.6 	0.6 	4.7 	3.3 	7.7 	1.1 	0 	4.2 	2.1 	1.2 	1.6 	21.4 	1.2 
PC,QU5,M,Y45-64,2014	3.4 	5.3 e	5.7 	1.9 	2.9 	9.1 	5.2 	1.0 	7.4 	2.3 	4.8 	2.9 	2.5 	0.7 	5.2 	4.2 	5.8 	5.2 	6.2 	0.5 	2.9 	6.7 	6.7 	1.9 	1.3 	5.1 	1.4 	1.1 	1.6 	18.3 	1.9 
PC,QU5,M,Y55-64,2014	4.0 	5.2 e	5.9 	1.6 	3.2 	14.3 	6.3 	0 	8.4 	3.5 	7.4 	3.9 	3.8 	0 	4.7 	2.3 	7.5 	5.7 	9.9 u	0.4 	1.5 	9.8 	5.7 	2.9 	3.0 	5.9 	0.6 	1.0 	1.6 	14.2 	2.7 
PC,QU5,M,Y65-74,2014	5.1 	7.6 e	8.5 	5.9 u	4.8 	12.5 u	8.1 	0 u	6.3 	1.5 	9.2 	1.3 u	6.2 	2.1 	2.1 u	: u	10.4 u	9.3 u	: u	1.5 	4.4 	6.2 	2.2 	2.5 u	0 u	9.0 	5.0 	0 	4.3 	24.5 	2.1 
PC,QU5,M,Y_GE18,2014	3.2 	4.9 e	4.5 	1.8 	3.5 	8.3 	4.9 	1.7 	6.1 	1.9 	3.4 	1.5 	3.4 	0.4 	7.3 	3.4 	5.7 	3.4 	4.4 	0.5 	4.0 	4.8 	4.3 	2.0 	0.8 	5.7 	2.0 	0.4 	2.2 	16.4 	2.4 
PC,QU5,M,Y_GE65,2014	4.6 	6.5 e	6.7 	4.2 	4.4 	10.7 	7.2 	0 u	4.2 	2.2 	7.7 	2.4 	6.3 	1.4 	1.8 u	5.2 u	10.2 	6.4 u	: u	1.0 	2.9 	6.6 	2.0 	2.2 u	0 u	7.0 	4.8 	0 	3.9 	20.2 	1.5 
PC,QU5,M,Y_GE75,2014	3.8 	4.6 e	0.7 u	: u	: u	: u	6.1 	: u	0 	3.0 	3.0 	4.1 u	6.4 	0 u	: u	: u	9.8 u	: u	: u	0 u	0 	7.4 	1.7 	: u	: u	0 u	4.4 u	: u	: u	11.1 	0 u
PC,QU5,T,TOTAL,2014	3.0 	5.1 e	4.2 	1.2 	2.8 	8.2 	5.8 	1.0 	5.9 	1.4 	3.1 	0.7 	3.6 	0.3 	5.2 	2.5 	6.7 	1.8 	3.9 	0.8 	3.1 	2.9 	2.1 	1.4 	0.7 	5.7 	2.7 	0.4 	2.5 	18.7 	1.5 
PC,QU5,T,Y15-24,2014	2.3 	3.6 e	3.6 	0 	2.7 	12.9 	4.0 	2.3 u	6.7 	0 u	1.2 	0 	2.3 	0.6 	1.1 	0.8 	: u	1.9 	8.3 	0.9 	3.9 	0.2 	0.7 	3.1 	1.7 	9.3 u	: u	0.7 	1.1 	14.9 	0.6 
PC,QU5,T,Y15-29,2014	2.3 	3.9 e	3.6 	0 	3.4 	11.9 	3.2 	1.8 	7.2 	0 	2.4 	0 	2.2 	0.3 	5.8 	0.8 	1.6 u	1.5 	6.1 	1.1 	5.2 	0.8 	0.9 	2.3 	1.7 	6.0 	5.3 u	0.5 	1.8 	14.3 	1.1 
PC,QU5,T,Y15-64,2014	2.8 	4.9 e	3.9 	1.2 	2.7 	7.9 	5.6 	1.1 	6.3 	1.5 	2.6 	0.6 	2.6 	0.2 	5.4 	2.5 	5.7 	1.7 	3.7 	0.7 	3.3 	2.7 	2.3 	1.5 	0.8 	5.6 	2.5 	0.5 	2.3 	18.5 	1.5 
PC,QU5,T,Y18-24,2014	2.9 	4.5 e	4.8 	0 	3.0 	12.7 	5.2 	3.0 u	7.9 u	0 u	1.8 	0 u	3.0 	0.9 	1.2 	1.0 	: u	2.3 	7.6 	0 	5.2 	0.3 	0.9 	4.1 	2.0 	14.0 u	: u	0.9 	1.6 	17.8 	0.9 
PC,QU5,T,Y18-44,2014	2.2 	4.3 e	2.3 	1.2 	3.5 	5.2 	3.6 	1.4 	6.0 	1.2 	1.7 	0 	2.2 	0.1 	6.3 	2.7 	4.7 	1.3 	3.0 	0.7 	4.3 	1.5 	1.5 	1.5 	0.8 	6.1 	1.8 	0.3 	1.7 	17.0 	1.9 
PC,QU5,T,Y18-64,2014	2.9 	5.0 e	4.0 	1.2 	2.7 	7.5 	5.7 	1.1 	6.4 	1.5 	2.6 	0.6 	2.7 	0.2 	5.4 	2.6 	5.9 	1.7 	3.3 	0.6 	3.4 	2.8 	2.3 	1.5 	0.8 	5.7 	2.5 	0.5 	2.4 	18.8 	1.6 
