Detail Data For Oil Consumption Productwise Trend Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,Region,State,OilType,Qty_000Tonne
2016,WR,GUJARAT,DIESEL/ HSD,5077.000
2016,WR,GUJARAT,FUEL OIL,728.000
2016,WR,GUJARAT,SKO (KEROSENE),515.000
2016,WR,GUJARAT,LDO,22.000
2016,WR,GUJARAT,LPG,868.000
2016,WR,GUJARAT,LSHS/HHS/RFO,0.000
2016,WR,GUJARAT,LUBES/GREASES,95.000
2016,WR,GUJARAT,NAPHTHA,6068.000
2016,WR,GUJARAT,OTHERS,3438.000
2016,WR,GUJARAT,PETROL,1526.000
2011,NR,JAMMU & KASHMIR,ATF/RTF/JET,45.000
2011,NR,JAMMU & KASHMIR,BITUMEN,79.000
2011,NR,JAMMU & KASHMIR,DIESEL/ HSD,488.000
2011,NR,JAMMU & KASHMIR,FUEL OIL,16.000
2011,NR,JAMMU & KASHMIR,SKO (KEROSENE),155.000
2011,NR,JAMMU & KASHMIR,LDO,3.000
2011,NR,JAMMU & KASHMIR,LPG,141.000
2011,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2011,NR,JAMMU & KASHMIR,LUBES/GREASES,9.000
2011,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2011,NR,JAMMU & KASHMIR,OTHERS,51.000
2011,NR,JAMMU & KASHMIR,PETROL,125.000
2012,NR,JAMMU & KASHMIR,ATF/RTF/JET,48.000
2012,NR,JAMMU & KASHMIR,BITUMEN,80.000
2012,NR,JAMMU & KASHMIR,DIESEL/ HSD,551.000
2012,NR,JAMMU & KASHMIR,FUEL OIL,12.000
2012,NR,JAMMU & KASHMIR,SKO (KEROSENE),154.000
2012,NR,JAMMU & KASHMIR,LDO,2.000
2012,NR,JAMMU & KASHMIR,LPG,153.000
2012,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2012,NR,JAMMU & KASHMIR,LUBES/GREASES,9.000
2012,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2012,NR,JAMMU & KASHMIR,OTHERS,61.000
2012,NR,JAMMU & KASHMIR,PETROL,136.000
2013,NR,JAMMU & KASHMIR,ATF/RTF/JET,51.000
2013,NR,JAMMU & KASHMIR,BITUMEN,66.000
2013,NR,JAMMU & KASHMIR,DIESEL/ HSD,589.000
2013,NR,JAMMU & KASHMIR,FUEL OIL,5.000
2013,NR,JAMMU & KASHMIR,SKO (KEROSENE),155.000
2013,NR,JAMMU & KASHMIR,LDO,1.100
2013,NR,JAMMU & KASHMIR,LPG,143.000
2013,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2013,NR,JAMMU & KASHMIR,LUBES/GREASES,9.000
2013,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2013,NR,JAMMU & KASHMIR,OTHERS,68.000
2013,NR,JAMMU & KASHMIR,PETROL,145.000
2014,NR,JAMMU & KASHMIR,ATF/RTF/JET,47.000
2014,NR,JAMMU & KASHMIR,BITUMEN,68.000
2014,NR,JAMMU & KASHMIR,DIESEL/ HSD,589.000
2014,NR,JAMMU & KASHMIR,FUEL OIL,3.000
2014,NR,JAMMU & KASHMIR,SKO (KEROSENE),147.000
2014,NR,JAMMU & KASHMIR,LDO,1.000
2014,NR,JAMMU & KASHMIR,LPG,150.000
2014,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2014,NR,JAMMU & KASHMIR,LUBES/GREASES,8.000
2014,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2014,NR,JAMMU & KASHMIR,OTHERS,64.000
2014,NR,JAMMU & KASHMIR,PETROL,157.000
2015,NR,JAMMU & KASHMIR,ATF/RTF/JET,48.000
2015,NR,JAMMU & KASHMIR,BITUMEN,37.000
2015,NR,JAMMU & KASHMIR,DIESEL/ HSD,563.000
2015,NR,JAMMU & KASHMIR,FUEL OIL,1.000
2015,NR,JAMMU & KASHMIR,SKO (KEROSENE),144.000
2015,NR,JAMMU & KASHMIR,LDO,1.000
2015,NR,JAMMU & KASHMIR,LPG,163.000
2015,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2015,NR,JAMMU & KASHMIR,LUBES/GREASES,7.000
2015,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2015,NR,JAMMU & KASHMIR,OTHERS,66.000
2015,NR,JAMMU & KASHMIR,PETROL,171.000
2017,NR,JAMMU & KASHMIR,LPG,172.210
2017,NR,JAMMU & KASHMIR,PETROL,209.650
2017,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2017,NR,JAMMU & KASHMIR,SKO (KEROSENE),135.530
2017,NR,JAMMU & KASHMIR,ATF/RTF/JET,44.030
2017,NR,JAMMU & KASHMIR,DIESEL/ HSD,4952.284
2017,NR,JAMMU & KASHMIR,LDO,0.810
2017,NR,JAMMU & KASHMIR,FURNACE OIL,3.760
2017,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2017,NR,JAMMU & KASHMIR,LUBES/GREASES,9.800
2017,NR,JAMMU & KASHMIR,BITUMEN,30.710
2017,NR,JAMMU & KASHMIR,PETROLEUM COKE,59.775
2017,NR,JAMMU & KASHMIR,OTHERS,7.401
2018,NR,JAMMU & KASHMIR,LPG,188.800
2018,NR,JAMMU & KASHMIR,PETROL,249.250
2018,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2018,NR,JAMMU & KASHMIR,SKO (KEROSENE),126.890
2018,NR,JAMMU & KASHMIR,ATF/RTF/JET,45.011
2018,NR,JAMMU & KASHMIR,DIESEL/ HSD,5146.680
2018,NR,JAMMU & KASHMIR,LDO,1.840
2018,NR,JAMMU & KASHMIR,FURNACE OIL,2.650
2018,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.020
2018,NR,JAMMU & KASHMIR,LUBES/GREASES,8.560
2018,NR,JAMMU & KASHMIR,BITUMEN,52.730
2018,NR,JAMMU & KASHMIR,PETROLEUM COKE,76.887
2018,NR,JAMMU & KASHMIR,OTHERS,6.911
2019,NR,JAMMU & KASHMIR,LPG,204.716
2019,NR,JAMMU & KASHMIR,PETROL,274.697
2019,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2019,NR,JAMMU & KASHMIR,SKO (KEROSENE),124.381
2019,NR,JAMMU & KASHMIR,ATF/RTF/JET,49.957
2019,NR,JAMMU & KASHMIR,DIESEL/ HSD,4847.026
2019,NR,JAMMU & KASHMIR,LDO,1.051
2019,NR,JAMMU & KASHMIR,FURNACE OIL,2.463
2019,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.014
2019,NR,JAMMU & KASHMIR,LUBES/GREASES,8.765
2019,NR,JAMMU & KASHMIR,BITUMEN,59.762
2019,NR,JAMMU & KASHMIR,PETROLEUM COKE,72.376
2019,NR,JAMMU & KASHMIR,OTHERS,7.533
2020,NR,JAMMU & KASHMIR,LPG,212.257
2020,NR,JAMMU & KASHMIR,PETROL,303.977
2020,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2020,NR,JAMMU & KASHMIR,SKO (KEROSENE),120.077
2020,NR,JAMMU & KASHMIR,ATF/RTF/JET,47.039
2020,NR,JAMMU & KASHMIR,DIESEL/ HSD,4716.730
2020,NR,JAMMU & KASHMIR,LDO,0.856
2020,NR,JAMMU & KASHMIR,FURNACE OIL,4.227
2020,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.015
2020,NR,JAMMU & KASHMIR,LUBES/GREASES,7.523
2020,NR,JAMMU & KASHMIR,BITUMEN,43.445
2020,NR,JAMMU & KASHMIR,PETROLEUM COKE,73.370
2020,NR,JAMMU & KASHMIR,OTHERS,6.753
2016,NR,JAMMU & KASHMIR,ATF/RTF/JET,44.000
2016,NR,JAMMU & KASHMIR,BITUMEN,53.000
2016,NR,JAMMU & KASHMIR,DIESEL/ HSD,635.000
2016,NR,JAMMU & KASHMIR,FUEL OIL,1.000
2016,NR,JAMMU & KASHMIR,SKO (KEROSENE),142.000
2016,NR,JAMMU & KASHMIR,LDO,1.000
2016,NR,JAMMU & KASHMIR,LPG,169.000
2016,NR,JAMMU & KASHMIR,LSHS/HHS/RFO,0.000
2016,NR,JAMMU & KASHMIR,LUBES/GREASES,9.000
2016,NR,JAMMU & KASHMIR,NAPHTHA,0.000
2016,NR,JAMMU & KASHMIR,OTHERS,88.000
2016,NR,JAMMU & KASHMIR,PETROL,200.000
2011,SR,KERALA,ATF/RTF/JET,299.000
2011,SR,KERALA,BITUMEN,178.000
2011,SR,KERALA,DIESEL/ HSD,1910.000
2011,SR,KERALA,FUEL OIL,277.000
2011,SR,KERALA,SKO (KEROSENE),183.000
2011,SR,KERALA,LDO,0.000
2011,SR,KERALA,LPG,636.000
2011,SR,KERALA,LSHS/HHS/RFO,70.000
2011,SR,KERALA,LUBES/GREASES,42.000
2011,SR,KERALA,NAPHTHA,488.000
2011,SR,KERALA,OTHERS,83.000
2011,SR,KERALA,PETROL,745.000
2012,SR,KERALA,ATF/RTF/JET,302.000
2012,SR,KERALA,BITUMEN,223.000
2012,SR,KERALA,DIESEL/ HSD,2105.000
2012,SR,KERALA,FUEL OIL,266.000
2012,SR,KERALA,SKO (KEROSENE),155.000
2012,SR,KERALA,LDO,0.000
2012,SR,KERALA,LPG,656.000
2012,SR,KERALA,LSHS/HHS/RFO,57.000
2012,SR,KERALA,LUBES/GREASES,42.000
2012,SR,KERALA,NAPHTHA,273.000
2012,SR,KERALA,OTHERS,71.000
2012,SR,KERALA,PETROL,788.000
2013,SR,KERALA,ATF/RTF/JET,314.000
2013,SR,KERALA,BITUMEN,172.000
2013,SR,KERALA,DIESEL/ HSD,2339.000
2013,SR,KERALA,FUEL OIL,245.000
2013,SR,KERALA,SKO (KEROSENE),98.000
2013,SR,KERALA,LDO,0.100
2013,SR,KERALA,LPG,669.000
2013,SR,KERALA,LSHS/HHS/RFO,100.000
2013,SR,KERALA,LUBES/GREASES,40.000
2013,SR,KERALA,NAPHTHA,403.000
2013,SR,KERALA,OTHERS,71.000
2013,SR,KERALA,PETROL,834.000
2014,SR,KERALA,ATF/RTF/JET,337.000
2014,SR,KERALA,BITUMEN,222.000
2014,SR,KERALA,DIESEL/ HSD,2466.000
2014,SR,KERALA,FUEL OIL,193.000
2014,SR,KERALA,SKO (KEROSENE),94.000
2014,SR,KERALA,LDO,0.000
2014,SR,KERALA,LPG,668.000
2014,SR,KERALA,LSHS/HHS/RFO,45.000
2014,SR,KERALA,LUBES/GREASES,41.000
2014,SR,KERALA,NAPHTHA,269.000
2014,SR,KERALA,OTHERS,53.000
2014,SR,KERALA,PETROL,904.000
2015,SR,KERALA,ATF/RTF/JET,356.000
2015,SR,KERALA,BITUMEN,178.000
2015,SR,KERALA,DIESEL/ HSD,2498.000
2015,SR,KERALA,FUEL OIL,221.000
2015,SR,KERALA,SKO (KEROSENE),94.000
2015,SR,KERALA,LDO,0.000
2015,SR,KERALA,LPG,713.000
2015,SR,KERALA,LSHS/HHS/RFO,44.000
2015,SR,KERALA,LUBES/GREASES,42.000
2015,SR,KERALA,NAPHTHA,181.000
2015,SR,KERALA,OTHERS,53.000
2015,SR,KERALA,PETROL,1009.000
2017,SR,KERALA,LPG,852.350
2017,SR,KERALA,PETROL,1238.020
2017,SR,KERALA,NAPHTHA,0.000
2017,SR,KERALA,SKO (KEROSENE),80.030
2017,SR,KERALA,ATF/RTF/JET,425.920
2017,SR,KERALA,DIESEL/ HSD,2536.660
2017,SR,KERALA,LDO,0.330
2017,SR,KERALA,FURNACE OIL,305.660
2017,SR,KERALA,LSHS/HHS/RFO,10.000
2017,SR,KERALA,LUBES/GREASES,42.680
2017,SR,KERALA,BITUMEN,173.220
2017,SR,KERALA,PETROLEUM COKE,8.707
2017,SR,KERALA,OTHERS,50.801
2018,SR,KERALA,LPG,931.890
2018,SR,KERALA,PETROL,1380.860
2018,SR,KERALA,NAPHTHA,3.980
2018,SR,KERALA,SKO (KEROSENE),66.660
2018,SR,KERALA,ATF/RTF/JET,473.677
2018,SR,KERALA,DIESEL/ HSD,2608.570
2018,SR,KERALA,LDO,0.810
2018,SR,KERALA,FURNACE OIL,251.860
2018,SR,KERALA,LSHS/HHS/RFO,0.000
2018,SR,KERALA,LUBES/GREASES,40.840
2018,SR,KERALA,BITUMEN,234.060
2018,SR,KERALA,PETROLEUM COKE,28.909
2018,SR,KERALA,OTHERS,122.891
2019,SR,KERALA,LPG,989.198
2019,SR,KERALA,PETROL,1462.569
2019,SR,KERALA,NAPHTHA,0.000
2019,SR,KERALA,SKO (KEROSENE),70.169
2019,SR,KERALA,ATF/RTF/JET,475.123
2019,SR,KERALA,DIESEL/ HSD,2575.954
2019,SR,KERALA,LDO,2.027
2019,SR,KERALA,FURNACE OIL,258.947
2019,SR,KERALA,LSHS/HHS/RFO,1.268
2019,SR,KERALA,LUBES/GREASES,43.606
2019,SR,KERALA,BITUMEN,245.087
2019,SR,KERALA,PETROLEUM COKE,14.709
2019,SR,KERALA,OTHERS,200.291
2020,SR,KERALA,LPG,1033.354
2020,SR,KERALA,PETROL,1558.843
2020,SR,KERALA,NAPHTHA,0.363
2020,SR,KERALA,SKO (KEROSENE),58.136
2020,SR,KERALA,ATF/RTF/JET,533.096
2020,SR,KERALA,DIESEL/ HSD,2557.166
2020,SR,KERALA,LDO,5.764
2020,SR,KERALA,FURNACE OIL,277.823
2020,SR,KERALA,LSHS/HHS/RFO,2.116
2020,SR,KERALA,LUBES/GREASES,41.161
2020,SR,KERALA,BITUMEN,242.672
2020,SR,KERALA,PETROLEUM COKE,15.322
2020,SR,KERALA,OTHERS,207.426
2016,SR,KERALA,ATF/RTF/JET,382.000
2016,SR,KERALA,BITUMEN,193.000
2016,SR,KERALA,DIESEL/ HSD,2537.000
2016,SR,KERALA,FUEL OIL,293.000
2016,SR,KERALA,SKO (KEROSENE),97.000
2016,SR,KERALA,LDO,0.000
2016,SR,KERALA,LPG,774.000
2016,SR,KERALA,LSHS/HHS/RFO,31.000
2016,SR,KERALA,LUBES/GREASES,44.000
2016,SR,KERALA,NAPHTHA,24.000
2016,SR,KERALA,OTHERS,47.000
2016,SR,KERALA,PETROL,1130.000
2011,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2011,SR,PUDUCHERRY,BITUMEN,2.000
2011,SR,PUDUCHERRY,DIESEL/ HSD,350.000
2011,SR,PUDUCHERRY,FUEL OIL,56.000
2011,SR,PUDUCHERRY,SKO (KEROSENE),12.000
2011,SR,PUDUCHERRY,LDO,1.000
2011,SR,PUDUCHERRY,LPG,36.000
2011,SR,PUDUCHERRY,LSHS/HHS/RFO,5.000
2011,SR,PUDUCHERRY,LUBES/GREASES,2.000
2011,SR,PUDUCHERRY,NAPHTHA,0.000
2011,SR,PUDUCHERRY,OTHERS,4.000
2011,SR,PUDUCHERRY,PETROL,90.000
2012,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2012,SR,PUDUCHERRY,BITUMEN,4.000
2012,SR,PUDUCHERRY,DIESEL/ HSD,347.000
2012,SR,PUDUCHERRY,FUEL OIL,50.000
2012,SR,PUDUCHERRY,SKO (KEROSENE),8.000
2012,SR,PUDUCHERRY,LDO,0.000
2012,SR,PUDUCHERRY,LPG,36.000
2012,SR,PUDUCHERRY,LSHS/HHS/RFO,5.000
2012,SR,PUDUCHERRY,LUBES/GREASES,2.000
2012,SR,PUDUCHERRY,NAPHTHA,0.000
2012,SR,PUDUCHERRY,OTHERS,4.000
2012,SR,PUDUCHERRY,PETROL,93.000
2013,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2013,SR,PUDUCHERRY,BITUMEN,6.000
2013,SR,PUDUCHERRY,DIESEL/ HSD,334.000
2013,SR,PUDUCHERRY,FUEL OIL,36.000
2013,SR,PUDUCHERRY,SKO (KEROSENE),3.000
2013,SR,PUDUCHERRY,LDO,0.200
2013,SR,PUDUCHERRY,LPG,35.000
2013,SR,PUDUCHERRY,LSHS/HHS/RFO,5.000
2013,SR,PUDUCHERRY,LUBES/GREASES,2.000
2013,SR,PUDUCHERRY,NAPHTHA,0.000
2013,SR,PUDUCHERRY,OTHERS,2.000
2013,SR,PUDUCHERRY,PETROL,92.000
2014,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2014,SR,PUDUCHERRY,BITUMEN,2.000
2014,SR,PUDUCHERRY,DIESEL/ HSD,290.000
2014,SR,PUDUCHERRY,FUEL OIL,21.000
2014,SR,PUDUCHERRY,SKO (KEROSENE),3.000
2014,SR,PUDUCHERRY,LDO,0.000
2014,SR,PUDUCHERRY,LPG,32.000
2014,SR,PUDUCHERRY,LSHS/HHS/RFO,5.000
2014,SR,PUDUCHERRY,LUBES/GREASES,2.000
2014,SR,PUDUCHERRY,NAPHTHA,0.000
2014,SR,PUDUCHERRY,OTHERS,1.000
2014,SR,PUDUCHERRY,PETROL,94.000
2015,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2015,SR,PUDUCHERRY,BITUMEN,5.000
2015,SR,PUDUCHERRY,DIESEL/ HSD,284.000
2015,SR,PUDUCHERRY,FUEL OIL,23.000
2015,SR,PUDUCHERRY,SKO (KEROSENE),3.000
2015,SR,PUDUCHERRY,LDO,0.000
2015,SR,PUDUCHERRY,LPG,35.000
2015,SR,PUDUCHERRY,LSHS/HHS/RFO,4.000
2015,SR,PUDUCHERRY,LUBES/GREASES,2.000
2015,SR,PUDUCHERRY,NAPHTHA,0.000
2015,SR,PUDUCHERRY,OTHERS,3.000
2015,SR,PUDUCHERRY,PETROL,101.000
2017,SR,PUDUCHERRY,LPG,41.460
2017,SR,PUDUCHERRY,PETROL,120.090
2017,SR,PUDUCHERRY,NAPHTHA,0.000
2017,SR,PUDUCHERRY,SKO (KEROSENE),2.980
2017,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2017,SR,PUDUCHERRY,DIESEL/ HSD,337.530
2017,SR,PUDUCHERRY,LDO,0.040
2017,SR,PUDUCHERRY,FURNACE OIL,28.220
2017,SR,PUDUCHERRY,LSHS/HHS/RFO,2.370
2017,SR,PUDUCHERRY,LUBES/GREASES,1.790
2017,SR,PUDUCHERRY,BITUMEN,3.650
2017,SR,PUDUCHERRY,PETROLEUM COKE,0.537
2017,SR,PUDUCHERRY,OTHERS,3.931
2018,SR,PUDUCHERRY,LPG,42.980
2018,SR,PUDUCHERRY,PETROL,129.890
2018,SR,PUDUCHERRY,NAPHTHA,0.000
2018,SR,PUDUCHERRY,SKO (KEROSENE),0.510
2018,SR,PUDUCHERRY,ATF/RTF/JET,0.075
2018,SR,PUDUCHERRY,DIESEL/ HSD,332.670
2018,SR,PUDUCHERRY,LDO,0.000
2018,SR,PUDUCHERRY,FURNACE OIL,36.580
2018,SR,PUDUCHERRY,LSHS/HHS/RFO,0.180
2018,SR,PUDUCHERRY,LUBES/GREASES,1.950
2018,SR,PUDUCHERRY,BITUMEN,3.170
2018,SR,PUDUCHERRY,PETROLEUM COKE,0.125
2018,SR,PUDUCHERRY,OTHERS,6.333
2019,SR,PUDUCHERRY,LPG,44.182
2019,SR,PUDUCHERRY,PETROL,132.851
2019,SR,PUDUCHERRY,NAPHTHA,0.000
2019,SR,PUDUCHERRY,SKO (KEROSENE),0.000
2019,SR,PUDUCHERRY,ATF/RTF/JET,0.687
2019,SR,PUDUCHERRY,DIESEL/ HSD,314.152
2019,SR,PUDUCHERRY,LDO,0.313
2019,SR,PUDUCHERRY,FURNACE OIL,39.579
2019,SR,PUDUCHERRY,LSHS/HHS/RFO,1.427
2019,SR,PUDUCHERRY,LUBES/GREASES,2.001
2019,SR,PUDUCHERRY,BITUMEN,1.574
2019,SR,PUDUCHERRY,PETROLEUM COKE,0.000
2019,SR,PUDUCHERRY,OTHERS,5.325
2020,SR,PUDUCHERRY,LPG,44.897
2020,SR,PUDUCHERRY,PETROL,133.764
2020,SR,PUDUCHERRY,NAPHTHA,0.000
2020,SR,PUDUCHERRY,SKO (KEROSENE),0.016
2020,SR,PUDUCHERRY,ATF/RTF/JET,0.528
2020,SR,PUDUCHERRY,DIESEL/ HSD,290.324
2020,SR,PUDUCHERRY,LDO,0.143
2020,SR,PUDUCHERRY,FURNACE OIL,38.892
2020,SR,PUDUCHERRY,LSHS/HHS/RFO,1.050
2020,SR,PUDUCHERRY,LUBES/GREASES,2.117
2020,SR,PUDUCHERRY,BITUMEN,1.068
2020,SR,PUDUCHERRY,PETROLEUM COKE,0.000
2020,SR,PUDUCHERRY,OTHERS,3.854
2016,SR,PUDUCHERRY,ATF/RTF/JET,0.000
2016,SR,PUDUCHERRY,BITUMEN,5.000
2016,SR,PUDUCHERRY,DIESEL/ HSD,330.000
2016,SR,PUDUCHERRY,FUEL OIL,23.000
2016,SR,PUDUCHERRY,SKO (KEROSENE),3.000
2016,SR,PUDUCHERRY,LDO,0.000
2016,SR,PUDUCHERRY,LPG,39.000
2016,SR,PUDUCHERRY,LSHS/HHS/RFO,2.000
2016,SR,PUDUCHERRY,LUBES/GREASES,2.000
2016,SR,PUDUCHERRY,NAPHTHA,0.000
2016,SR,PUDUCHERRY,OTHERS,3.000
2016,SR,PUDUCHERRY,PETROL,113.000
2011,NR,RAJASTHAN,ATF/RTF/JET,99.000
2011,NR,RAJASTHAN,BITUMEN,296.000
2011,NR,RAJASTHAN,DIESEL/ HSD,3845.000
2011,NR,RAJASTHAN,FUEL OIL,199.000
2011,NR,RAJASTHAN,SKO (KEROSENE),400.000
2011,NR,RAJASTHAN,LDO,9.000
2011,NR,RAJASTHAN,LPG,633.000
2011,NR,RAJASTHAN,LSHS/HHS/RFO,2.000
2011,NR,RAJASTHAN,LUBES/GREASES,33.000
2011,NR,RAJASTHAN,NAPHTHA,1.000
2011,NR,RAJASTHAN,OTHERS,1026.000
2011,NR,RAJASTHAN,PETROL,678.000
2012,NR,RAJASTHAN,ATF/RTF/JET,108.000
2012,NR,RAJASTHAN,BITUMEN,332.000
2012,NR,RAJASTHAN,DIESEL/ HSD,4298.000
2012,NR,RAJASTHAN,FUEL OIL,145.000
2012,NR,RAJASTHAN,SKO (KEROSENE),400.000
2012,NR,RAJASTHAN,LDO,9.000
2012,NR,RAJASTHAN,LPG,713.000
2012,NR,RAJASTHAN,LSHS/HHS/RFO,2.000
2012,NR,RAJASTHAN,LUBES/GREASES,34.000
2012,NR,RAJASTHAN,NAPHTHA,0.000
2012,NR,RAJASTHAN,OTHERS,1902.000
2012,NR,RAJASTHAN,PETROL,725.000
2013,NR,RAJASTHAN,ATF/RTF/JET,101.000
2013,NR,RAJASTHAN,BITUMEN,343.000
2013,NR,RAJASTHAN,DIESEL/ HSD,4680.000
2013,NR,RAJASTHAN,FUEL OIL,114.000
2013,NR,RAJASTHAN,SKO (KEROSENE),397.000
2013,NR,RAJASTHAN,LDO,9.600
2013,NR,RAJASTHAN,LPG,744.000
2013,NR,RAJASTHAN,LSHS/HHS/RFO,0.000
2013,NR,RAJASTHAN,LUBES/GREASES,41.000
2013,NR,RAJASTHAN,NAPHTHA,0.000
2013,NR,RAJASTHAN,OTHERS,2869.000
2013,NR,RAJASTHAN,PETROL,787.000
2014,NR,RAJASTHAN,ATF/RTF/JET,109.000
2014,NR,RAJASTHAN,BITUMEN,433.000
2014,NR,RAJASTHAN,DIESEL/ HSD,4864.000
2014,NR,RAJASTHAN,FUEL OIL,136.000
2014,NR,RAJASTHAN,SKO (KEROSENE),391.000
2014,NR,RAJASTHAN,LDO,11.000
2014,NR,RAJASTHAN,LPG,815.000
2014,NR,RAJASTHAN,LSHS/HHS/RFO,0.000
2014,NR,RAJASTHAN,LUBES/GREASES,47.000
2014,NR,RAJASTHAN,NAPHTHA,0.000
2014,NR,RAJASTHAN,OTHERS,2922.000
2014,NR,RAJASTHAN,PETROL,898.000
2015,NR,RAJASTHAN,ATF/RTF/JET,120.000
2015,NR,RAJASTHAN,BITUMEN,312.000
2015,NR,RAJASTHAN,DIESEL/ HSD,5038.000
2015,NR,RAJASTHAN,FUEL OIL,142.000
2015,NR,RAJASTHAN,SKO (KEROSENE),389.000
2015,NR,RAJASTHAN,LDO,10.000
2015,NR,RAJASTHAN,LPG,917.000
2015,NR,RAJASTHAN,LSHS/HHS/RFO,0.000
2015,NR,RAJASTHAN,LUBES/GREASES,42.000
2015,NR,RAJASTHAN,NAPHTHA,0.000
2015,NR,RAJASTHAN,OTHERS,2885.000
2015,NR,RAJASTHAN,PETROL,1025.000
2017,NR,RAJASTHAN,LPG,1107.900
2017,NR,RAJASTHAN,PETROL,1298.280
2017,NR,RAJASTHAN,NAPHTHA,0.250
2017,NR,RAJASTHAN,SKO (KEROSENE),278.960
2017,NR,RAJASTHAN,ATF/RTF/JET,151.270
2017,NR,RAJASTHAN,DIESEL/ HSD,7705.615
2017,NR,RAJASTHAN,LDO,19.970
2017,NR,RAJASTHAN,FURNACE OIL,177.590
2017,NR,RAJASTHAN,LSHS/HHS/RFO,0.000
2017,NR,RAJASTHAN,LUBES/GREASES,42.840
2017,NR,RAJASTHAN,BITUMEN,219.950
2017,NR,RAJASTHAN,PETROLEUM COKE,2408.815
2017,NR,RAJASTHAN,OTHERS,66.248
2018,NR,RAJASTHAN,LPG,1193.770
2018,NR,RAJASTHAN,PETROL,1440.330
2018,NR,RAJASTHAN,NAPHTHA,1.480
2018,NR,RAJASTHAN,SKO (KEROSENE),87.810
2018,NR,RAJASTHAN,ATF/RTF/JET,156.631
2018,NR,RAJASTHAN,DIESEL/ HSD,8608.320
2018,NR,RAJASTHAN,LDO,32.680
2018,NR,RAJASTHAN,FURNACE OIL,114.300
2018,NR,RAJASTHAN,LSHS/HHS/RFO,13.520
2018,NR,RAJASTHAN,LUBES/GREASES,48.100
2018,NR,RAJASTHAN,BITUMEN,294.910
2018,NR,RAJASTHAN,PETROLEUM COKE,2338.503
2018,NR,RAJASTHAN,OTHERS,66.018
2019,NR,RAJASTHAN,LPG,1292.508
2019,NR,RAJASTHAN,PETROL,1550.675
2019,NR,RAJASTHAN,NAPHTHA,1.608
2019,NR,RAJASTHAN,SKO (KEROSENE),56.643
2019,NR,RAJASTHAN,ATF/RTF/JET,194.440
2019,NR,RAJASTHAN,DIESEL/ HSD,9453.410
2019,NR,RAJASTHAN,LDO,61.561
2019,NR,RAJASTHAN,FURNACE OIL,8.815
2019,NR,RAJASTHAN,LSHS/HHS/RFO,67.696
2019,NR,RAJASTHAN,LUBES/GREASES,52.524
2019,NR,RAJASTHAN,BITUMEN,403.042
2019,NR,RAJASTHAN,PETROLEUM COKE,2211.100
2019,NR,RAJASTHAN,OTHERS,61.698
2020,NR,RAJASTHAN,LPG,1389.864
2020,NR,RAJASTHAN,PETROL,1657.004
2020,NR,RAJASTHAN,NAPHTHA,0.000
2020,NR,RAJASTHAN,SKO (KEROSENE),14.216
2020,NR,RAJASTHAN,ATF/RTF/JET,171.377
2020,NR,RAJASTHAN,DIESEL/ HSD,9484.697
2020,NR,RAJASTHAN,LDO,48.573
2020,NR,RAJASTHAN,FURNACE OIL,0.000
2020,NR,RAJASTHAN,LSHS/HHS/RFO,78.909
