Detail Data For Oil Consumption Productwise Trend Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,Region,State,OilType,Qty_000Tonne
2016,WR,MADHYA PRADESH,DIESEL/ HSD,3283.000
2016,WR,MADHYA PRADESH,FUEL OIL,116.000
2016,WR,MADHYA PRADESH,SKO (KEROSENE),453.000
2016,WR,MADHYA PRADESH,LDO,25.000
2016,WR,MADHYA PRADESH,LPG,751.000
2016,WR,MADHYA PRADESH,LSHS/HHS/RFO,0.000
2016,WR,MADHYA PRADESH,LUBES/GREASES,38.000
2016,WR,MADHYA PRADESH,NAPHTHA,0.000
2016,WR,MADHYA PRADESH,OTHERS,965.000
2016,WR,MADHYA PRADESH,PETROL,1038.000
2011,WR,CHHATTISGARH,ATF/RTF/JET,10.000
2011,WR,CHHATTISGARH,BITUMEN,116.000
2011,WR,CHHATTISGARH,DIESEL/ HSD,996.000
2011,WR,CHHATTISGARH,FUEL OIL,209.000
2011,WR,CHHATTISGARH,SKO (KEROSENE),145.000
2011,WR,CHHATTISGARH,LDO,14.000
2011,WR,CHHATTISGARH,LPG,135.000
2011,WR,CHHATTISGARH,LSHS/HHS/RFO,11.000
2011,WR,CHHATTISGARH,LUBES/GREASES,17.000
2011,WR,CHHATTISGARH,NAPHTHA,0.000
2011,WR,CHHATTISGARH,OTHERS,19.000
2011,WR,CHHATTISGARH,PETROL,233.000
2012,WR,CHHATTISGARH,ATF/RTF/JET,23.000
2012,WR,CHHATTISGARH,BITUMEN,82.000
2012,WR,CHHATTISGARH,DIESEL/ HSD,1093.000
2012,WR,CHHATTISGARH,FUEL OIL,188.000
2012,WR,CHHATTISGARH,SKO (KEROSENE),145.000
2012,WR,CHHATTISGARH,LDO,11.000
2012,WR,CHHATTISGARH,LPG,148.000
2012,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2012,WR,CHHATTISGARH,LUBES/GREASES,17.000
2012,WR,CHHATTISGARH,NAPHTHA,0.000
2012,WR,CHHATTISGARH,OTHERS,18.000
2012,WR,CHHATTISGARH,PETROL,254.000
2013,WR,CHHATTISGARH,ATF/RTF/JET,25.000
2013,WR,CHHATTISGARH,BITUMEN,108.000
2013,WR,CHHATTISGARH,DIESEL/ HSD,1154.000
2013,WR,CHHATTISGARH,FUEL OIL,167.000
2013,WR,CHHATTISGARH,SKO (KEROSENE),136.000
2013,WR,CHHATTISGARH,LDO,9.300
2013,WR,CHHATTISGARH,LPG,149.000
2013,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2013,WR,CHHATTISGARH,LUBES/GREASES,18.000
2013,WR,CHHATTISGARH,NAPHTHA,0.000
2013,WR,CHHATTISGARH,OTHERS,218.000
2013,WR,CHHATTISGARH,PETROL,271.000
2014,WR,CHHATTISGARH,ATF/RTF/JET,22.000
2014,WR,CHHATTISGARH,BITUMEN,143.000
2014,WR,CHHATTISGARH,DIESEL/ HSD,1237.000
2014,WR,CHHATTISGARH,FUEL OIL,119.000
2014,WR,CHHATTISGARH,SKO (KEROSENE),136.000
2014,WR,CHHATTISGARH,LDO,31.000
2014,WR,CHHATTISGARH,LPG,156.000
2014,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2014,WR,CHHATTISGARH,LUBES/GREASES,18.000
2014,WR,CHHATTISGARH,NAPHTHA,0.000
2014,WR,CHHATTISGARH,OTHERS,251.000
2014,WR,CHHATTISGARH,PETROL,310.000
2015,WR,CHHATTISGARH,ATF/RTF/JET,23.000
2015,WR,CHHATTISGARH,BITUMEN,161.000
2015,WR,CHHATTISGARH,DIESEL/ HSD,1302.000
2015,WR,CHHATTISGARH,FUEL OIL,126.000
2015,WR,CHHATTISGARH,SKO (KEROSENE),131.000
2015,WR,CHHATTISGARH,LDO,30.000
2015,WR,CHHATTISGARH,LPG,177.000
2015,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2015,WR,CHHATTISGARH,LUBES/GREASES,19.000
2015,WR,CHHATTISGARH,NAPHTHA,0.000
2015,WR,CHHATTISGARH,OTHERS,228.000
2015,WR,CHHATTISGARH,PETROL,357.000
2017,WR,CHHATTISGARH,LPG,232.440
2017,WR,CHHATTISGARH,PETROL,452.810
2017,WR,CHHATTISGARH,NAPHTHA,0.000
2017,WR,CHHATTISGARH,SKO (KEROSENE),94.830
2017,WR,CHHATTISGARH,ATF/RTF/JET,32.040
2017,WR,CHHATTISGARH,DIESEL/ HSD,1494.930
2017,WR,CHHATTISGARH,LDO,27.240
2017,WR,CHHATTISGARH,FURNACE OIL,176.640
2017,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2017,WR,CHHATTISGARH,LUBES/GREASES,18.920
2017,WR,CHHATTISGARH,BITUMEN,142.290
2017,WR,CHHATTISGARH,PETROLEUM COKE,213.255
2017,WR,CHHATTISGARH,OTHERS,24.841
2018,WR,CHHATTISGARH,LPG,257.390
2018,WR,CHHATTISGARH,PETROL,517.830
2018,WR,CHHATTISGARH,NAPHTHA,0.000
2018,WR,CHHATTISGARH,SKO (KEROSENE),72.330
2018,WR,CHHATTISGARH,ATF/RTF/JET,35.694
2018,WR,CHHATTISGARH,DIESEL/ HSD,1649.530
2018,WR,CHHATTISGARH,LDO,35.560
2018,WR,CHHATTISGARH,FURNACE OIL,170.770
2018,WR,CHHATTISGARH,LSHS/HHS/RFO,0.030
2018,WR,CHHATTISGARH,LUBES/GREASES,19.260
2018,WR,CHHATTISGARH,BITUMEN,198.210
2018,WR,CHHATTISGARH,PETROLEUM COKE,602.160
2018,WR,CHHATTISGARH,OTHERS,27.909
2019,WR,CHHATTISGARH,LPG,272.525
2019,WR,CHHATTISGARH,PETROL,559.642
2019,WR,CHHATTISGARH,NAPHTHA,0.000
2019,WR,CHHATTISGARH,SKO (KEROSENE),71.456
2019,WR,CHHATTISGARH,ATF/RTF/JET,42.756
2019,WR,CHHATTISGARH,DIESEL/ HSD,1698.782
2019,WR,CHHATTISGARH,LDO,42.399
2019,WR,CHHATTISGARH,FURNACE OIL,199.580
2019,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2019,WR,CHHATTISGARH,LUBES/GREASES,20.457
2019,WR,CHHATTISGARH,BITUMEN,244.935
2019,WR,CHHATTISGARH,PETROLEUM COKE,927.029
2019,WR,CHHATTISGARH,OTHERS,30.315
2020,WR,CHHATTISGARH,LPG,294.810
2020,WR,CHHATTISGARH,PETROL,613.138
2020,WR,CHHATTISGARH,NAPHTHA,0.000
2020,WR,CHHATTISGARH,SKO (KEROSENE),54.080
2020,WR,CHHATTISGARH,ATF/RTF/JET,42.282
2020,WR,CHHATTISGARH,DIESEL/ HSD,1648.218
2020,WR,CHHATTISGARH,LDO,42.490
2020,WR,CHHATTISGARH,FURNACE OIL,161.357
2020,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2020,WR,CHHATTISGARH,LUBES/GREASES,20.303
2020,WR,CHHATTISGARH,BITUMEN,130.549
2020,WR,CHHATTISGARH,PETROLEUM COKE,633.971
2020,WR,CHHATTISGARH,OTHERS,25.780
2016,WR,CHHATTISGARH,ATF/RTF/JET,30.000
2016,WR,CHHATTISGARH,BITUMEN,178.000
2016,WR,CHHATTISGARH,DIESEL/ HSD,1461.000
2016,WR,CHHATTISGARH,FUEL OIL,184.000
2016,WR,CHHATTISGARH,SKO (KEROSENE),124.000
2016,WR,CHHATTISGARH,LDO,28.000
2016,WR,CHHATTISGARH,LPG,198.000
2016,WR,CHHATTISGARH,LSHS/HHS/RFO,0.000
2016,WR,CHHATTISGARH,LUBES/GREASES,19.000
2016,WR,CHHATTISGARH,NAPHTHA,0.000
2016,WR,CHHATTISGARH,OTHERS,232.000
2016,WR,CHHATTISGARH,PETROL,418.000
2011,NR,UTTAR PRADESH,ATF/RTF/JET,119.000
2011,NR,UTTAR PRADESH,BITUMEN,448.000
2011,NR,UTTAR PRADESH,DIESEL/ HSD,5997.000
2011,NR,UTTAR PRADESH,FUEL OIL,446.000
2011,NR,UTTAR PRADESH,SKO (KEROSENE),1241.000
2011,NR,UTTAR PRADESH,LDO,35.000
2011,NR,UTTAR PRADESH,LPG,1487.000
2011,NR,UTTAR PRADESH,LSHS/HHS/RFO,19.000
2011,NR,UTTAR PRADESH,LUBES/GREASES,62.000
2011,NR,UTTAR PRADESH,NAPHTHA,12.000
2011,NR,UTTAR PRADESH,OTHERS,420.000
2011,NR,UTTAR PRADESH,PETROL,1315.000
2012,NR,UTTAR PRADESH,ATF/RTF/JET,122.000
2012,NR,UTTAR PRADESH,BITUMEN,391.000
2012,NR,UTTAR PRADESH,DIESEL/ HSD,6252.000
2012,NR,UTTAR PRADESH,FUEL OIL,331.000
2012,NR,UTTAR PRADESH,SKO (KEROSENE),1240.000
2012,NR,UTTAR PRADESH,LDO,43.000
2012,NR,UTTAR PRADESH,LPG,1640.000
2012,NR,UTTAR PRADESH,LSHS/HHS/RFO,9.000
2012,NR,UTTAR PRADESH,LUBES/GREASES,62.000
2012,NR,UTTAR PRADESH,NAPHTHA,0.000
2012,NR,UTTAR PRADESH,OTHERS,457.000
2012,NR,UTTAR PRADESH,PETROL,1374.000
2013,NR,UTTAR PRADESH,ATF/RTF/JET,124.000
2013,NR,UTTAR PRADESH,BITUMEN,299.000
2013,NR,UTTAR PRADESH,DIESEL/ HSD,6483.000
2013,NR,UTTAR PRADESH,FUEL OIL,263.000
2013,NR,UTTAR PRADESH,SKO (KEROSENE),1239.000
2013,NR,UTTAR PRADESH,LDO,46.100
2013,NR,UTTAR PRADESH,LPG,1649.000
2013,NR,UTTAR PRADESH,LSHS/HHS/RFO,3.000
2013,NR,UTTAR PRADESH,LUBES/GREASES,61.000
2013,NR,UTTAR PRADESH,NAPHTHA,14.000
2013,NR,UTTAR PRADESH,OTHERS,566.000
2013,NR,UTTAR PRADESH,PETROL,1446.000
2014,NR,UTTAR PRADESH,ATF/RTF/JET,123.000
2014,NR,UTTAR PRADESH,BITUMEN,410.000
2014,NR,UTTAR PRADESH,DIESEL/ HSD,6256.000
2014,NR,UTTAR PRADESH,FUEL OIL,251.000
2014,NR,UTTAR PRADESH,SKO (KEROSENE),1238.000
2014,NR,UTTAR PRADESH,LDO,30.000
2014,NR,UTTAR PRADESH,LPG,1841.000
2014,NR,UTTAR PRADESH,LSHS/HHS/RFO,0.000
2014,NR,UTTAR PRADESH,LUBES/GREASES,64.000
2014,NR,UTTAR PRADESH,NAPHTHA,0.000
2014,NR,UTTAR PRADESH,OTHERS,669.000
2014,NR,UTTAR PRADESH,PETROL,1617.000
2015,NR,UTTAR PRADESH,ATF/RTF/JET,120.000
2015,NR,UTTAR PRADESH,BITUMEN,505.000
2015,NR,UTTAR PRADESH,DIESEL/ HSD,6420.000
2015,NR,UTTAR PRADESH,FUEL OIL,234.000
2015,NR,UTTAR PRADESH,SKO (KEROSENE),1238.000
2015,NR,UTTAR PRADESH,LDO,36.000
2015,NR,UTTAR PRADESH,LPG,2132.000
2015,NR,UTTAR PRADESH,LSHS/HHS/RFO,0.000
2015,NR,UTTAR PRADESH,LUBES/GREASES,64.000
2015,NR,UTTAR PRADESH,NAPHTHA,0.000
2015,NR,UTTAR PRADESH,OTHERS,782.000
2015,NR,UTTAR PRADESH,PETROL,1816.000
2017,NR,UTTAR PRADESH,LPG,2703.430
2017,NR,UTTAR PRADESH,PETROL,2423.430
2017,NR,UTTAR PRADESH,NAPHTHA,1.130
2017,NR,UTTAR PRADESH,SKO (KEROSENE),915.190
2017,NR,UTTAR PRADESH,ATF/RTF/JET,189.870
2017,NR,UTTAR PRADESH,DIESEL/ HSD,721.800
2017,NR,UTTAR PRADESH,LDO,51.050
2017,NR,UTTAR PRADESH,FURNACE OIL,326.710
2017,NR,UTTAR PRADESH,LSHS/HHS/RFO,0.000
2017,NR,UTTAR PRADESH,LUBES/GREASES,71.580
2017,NR,UTTAR PRADESH,BITUMEN,644.480
2017,NR,UTTAR PRADESH,PETROLEUM COKE,619.669
2017,NR,UTTAR PRADESH,OTHERS,277.472
2018,NR,UTTAR PRADESH,LPG,2923.670
2018,NR,UTTAR PRADESH,PETROL,2759.510
2018,NR,UTTAR PRADESH,NAPHTHA,2.040
2018,NR,UTTAR PRADESH,SKO (KEROSENE),707.440
2018,NR,UTTAR PRADESH,ATF/RTF/JET,213.868
2018,NR,UTTAR PRADESH,DIESEL/ HSD,713.140
2018,NR,UTTAR PRADESH,LDO,86.520
2018,NR,UTTAR PRADESH,FURNACE OIL,187.940
2018,NR,UTTAR PRADESH,LSHS/HHS/RFO,12.960
2018,NR,UTTAR PRADESH,LUBES/GREASES,68.700
2018,NR,UTTAR PRADESH,BITUMEN,661.080
2018,NR,UTTAR PRADESH,PETROLEUM COKE,392.246
2018,NR,UTTAR PRADESH,OTHERS,266.346
2019,NR,UTTAR PRADESH,LPG,3166.162
2019,NR,UTTAR PRADESH,PETROL,3119.222
2019,NR,UTTAR PRADESH,NAPHTHA,1.317
2019,NR,UTTAR PRADESH,SKO (KEROSENE),686.385
2019,NR,UTTAR PRADESH,ATF/RTF/JET,243.074
2019,NR,UTTAR PRADESH,DIESEL/ HSD,762.245
2019,NR,UTTAR PRADESH,LDO,83.861
2019,NR,UTTAR PRADESH,FURNACE OIL,7.184
2019,NR,UTTAR PRADESH,LSHS/HHS/RFO,130.443
2019,NR,UTTAR PRADESH,LUBES/GREASES,76.728
2019,NR,UTTAR PRADESH,BITUMEN,854.000
2019,NR,UTTAR PRADESH,PETROLEUM COKE,43.264
2019,NR,UTTAR PRADESH,OTHERS,315.382
2020,NR,UTTAR PRADESH,LPG,3531.680
2020,NR,UTTAR PRADESH,PETROL,3319.916
2020,NR,UTTAR PRADESH,NAPHTHA,0.000
2020,NR,UTTAR PRADESH,SKO (KEROSENE),353.482
2020,NR,UTTAR PRADESH,ATF/RTF/JET,256.273
2020,NR,UTTAR PRADESH,DIESEL/ HSD,744.045
2020,NR,UTTAR PRADESH,LDO,85.898
2020,NR,UTTAR PRADESH,FURNACE OIL,0.000
2020,NR,UTTAR PRADESH,LSHS/HHS/RFO,148.032
2020,NR,UTTAR PRADESH,LUBES/GREASES,76.355
2020,NR,UTTAR PRADESH,BITUMEN,721.873
2020,NR,UTTAR PRADESH,PETROLEUM COKE,114.198
2020,NR,UTTAR PRADESH,OTHERS,320.011
2016,NR,UTTAR PRADESH,ATF/RTF/JET,186.000
2016,NR,UTTAR PRADESH,BITUMEN,605.000
2016,NR,UTTAR PRADESH,DIESEL/ HSD,7098.000
2016,NR,UTTAR PRADESH,FUEL OIL,329.000
2016,NR,UTTAR PRADESH,SKO (KEROSENE),1216.000
2016,NR,UTTAR PRADESH,LDO,52.000
2016,NR,UTTAR PRADESH,LPG,2351.000
2016,NR,UTTAR PRADESH,LSHS/HHS/RFO,0.000
2016,NR,UTTAR PRADESH,LUBES/GREASES,69.000
2016,NR,UTTAR PRADESH,NAPHTHA,1.000
2016,NR,UTTAR PRADESH,OTHERS,939.000
2016,NR,UTTAR PRADESH,PETROL,2164.000
2011,WR,MAHARASHTRA,ATF/RTF/JET,1249.000
2011,WR,MAHARASHTRA,BITUMEN,416.000
2011,WR,MAHARASHTRA,DIESEL/ HSD,6658.000
2011,WR,MAHARASHTRA,FUEL OIL,1384.000
2011,WR,MAHARASHTRA,SKO (KEROSENE),1228.000
2011,WR,MAHARASHTRA,LDO,121.000
2011,WR,MAHARASHTRA,LPG,2012.000
2011,WR,MAHARASHTRA,LSHS/HHS/RFO,209.000
2011,WR,MAHARASHTRA,LUBES/GREASES,322.000
2011,WR,MAHARASHTRA,NAPHTHA,204.000
2011,WR,MAHARASHTRA,OTHERS,638.000
2011,WR,MAHARASHTRA,PETROL,1966.000
2012,WR,MAHARASHTRA,ATF/RTF/JET,1300.000
2012,WR,MAHARASHTRA,BITUMEN,497.000
2012,WR,MAHARASHTRA,DIESEL/ HSD,7483.000
2012,WR,MAHARASHTRA,FUEL OIL,1158.000
2012,WR,MAHARASHTRA,SKO (KEROSENE),990.000
2012,WR,MAHARASHTRA,LDO,96.000
2012,WR,MAHARASHTRA,LPG,2128.000
2012,WR,MAHARASHTRA,LSHS/HHS/RFO,128.000
2012,WR,MAHARASHTRA,LUBES/GREASES,313.000
2012,WR,MAHARASHTRA,NAPHTHA,254.000
2012,WR,MAHARASHTRA,OTHERS,656.000
2012,WR,MAHARASHTRA,PETROL,2087.000
2013,WR,MAHARASHTRA,ATF/RTF/JET,1229.000
2013,WR,MAHARASHTRA,BITUMEN,414.000
2013,WR,MAHARASHTRA,DIESEL/ HSD,7741.000
2013,WR,MAHARASHTRA,FUEL OIL,1041.000
2013,WR,MAHARASHTRA,SKO (KEROSENE),745.000
2013,WR,MAHARASHTRA,LDO,99.200
2013,WR,MAHARASHTRA,LPG,2135.000
2013,WR,MAHARASHTRA,LSHS/HHS/RFO,87.000
2013,WR,MAHARASHTRA,LUBES/GREASES,320.000
2013,WR,MAHARASHTRA,NAPHTHA,286.000
2013,WR,MAHARASHTRA,OTHERS,1122.000
2013,WR,MAHARASHTRA,PETROL,2162.000
2014,WR,MAHARASHTRA,ATF/RTF/JET,1299.000
2014,WR,MAHARASHTRA,BITUMEN,384.000
2014,WR,MAHARASHTRA,DIESEL/ HSD,7347.000
2014,WR,MAHARASHTRA,FUEL OIL,964.000
2014,WR,MAHARASHTRA,SKO (KEROSENE),576.000
2014,WR,MAHARASHTRA,LDO,92.000
2014,WR,MAHARASHTRA,LPG,2164.000
2014,WR,MAHARASHTRA,LSHS/HHS/RFO,20.000
2014,WR,MAHARASHTRA,LUBES/GREASES,283.000
2014,WR,MAHARASHTRA,NAPHTHA,270.000
2014,WR,MAHARASHTRA,OTHERS,1097.000
2014,WR,MAHARASHTRA,PETROL,2272.000
2015,WR,MAHARASHTRA,ATF/RTF/JET,1326.000
2015,WR,MAHARASHTRA,BITUMEN,388.000
2015,WR,MAHARASHTRA,DIESEL/ HSD,7301.000
2015,WR,MAHARASHTRA,FUEL OIL,811.000
2015,WR,MAHARASHTRA,SKO (KEROSENE),551.000
2015,WR,MAHARASHTRA,LDO,88.000
2015,WR,MAHARASHTRA,LPG,2285.000
2015,WR,MAHARASHTRA,LSHS/HHS/RFO,17.000
2015,WR,MAHARASHTRA,LUBES/GREASES,251.000
2015,WR,MAHARASHTRA,NAPHTHA,296.000
2015,WR,MAHARASHTRA,OTHERS,1119.000
2015,WR,MAHARASHTRA,PETROL,2483.000
2017,WR,MAHARASHTRA,LPG,2634.580
2017,WR,MAHARASHTRA,PETROL,3024.980
2017,WR,MAHARASHTRA,NAPHTHA,401.160
2017,WR,MAHARASHTRA,SKO (KEROSENE),413.100
2017,WR,MAHARASHTRA,ATF/RTF/JET,1465.530
2017,WR,MAHARASHTRA,DIESEL/ HSD,8071.350
2017,WR,MAHARASHTRA,LDO,98.220
2017,WR,MAHARASHTRA,FURNACE OIL,858.090
2017,WR,MAHARASHTRA,LSHS/HHS/RFO,26.530
2017,WR,MAHARASHTRA,LUBES/GREASES,306.610
2017,WR,MAHARASHTRA,BITUMEN,500.450
2017,WR,MAHARASHTRA,PETROLEUM COKE,64.103
2017,WR,MAHARASHTRA,OTHERS,1468.706
2018,WR,MAHARASHTRA,LPG,2799.080
2018,WR,MAHARASHTRA,PETROL,3225.570
2018,WR,MAHARASHTRA,NAPHTHA,370.800
2018,WR,MAHARASHTRA,SKO (KEROSENE),305.000
2018,WR,MAHARASHTRA,ATF/RTF/JET,1617.893
2018,WR,MAHARASHTRA,DIESEL/ HSD,8672.680
2018,WR,MAHARASHTRA,LDO,88.790
2018,WR,MAHARASHTRA,FURNACE OIL,840.530
2018,WR,MAHARASHTRA,LSHS/HHS/RFO,12.840
2018,WR,MAHARASHTRA,LUBES/GREASES,328.700
2018,WR,MAHARASHTRA,BITUMEN,531.950
2018,WR,MAHARASHTRA,PETROLEUM COKE,93.620
2018,WR,MAHARASHTRA,OTHERS,1730.564
2019,WR,MAHARASHTRA,LPG,2989.605
2019,WR,MAHARASHTRA,PETROL,3358.064
2019,WR,MAHARASHTRA,NAPHTHA,363.058
2019,WR,MAHARASHTRA,SKO (KEROSENE),200.202
2019,WR,MAHARASHTRA,ATF/RTF/JET,1638.687
2019,WR,MAHARASHTRA,DIESEL/ HSD,9291.818
2019,WR,MAHARASHTRA,LDO,77.827
2019,WR,MAHARASHTRA,FURNACE OIL,815.254
2019,WR,MAHARASHTRA,LSHS/HHS/RFO,3.762
2019,WR,MAHARASHTRA,LUBES/GREASES,285.453
2019,WR,MAHARASHTRA,BITUMEN,711.723
2019,WR,MAHARASHTRA,PETROLEUM COKE,187.312
2019,WR,MAHARASHTRA,OTHERS,1094.467
2020,WR,MAHARASHTRA,LPG,3123.617
2020,WR,MAHARASHTRA,PETROL,3462.016
2020,WR,MAHARASHTRA,NAPHTHA,344.749
2020,WR,MAHARASHTRA,SKO (KEROSENE),54.010
2020,WR,MAHARASHTRA,ATF/RTF/JET,1399.498
2020,WR,MAHARASHTRA,DIESEL/ HSD,9529.383
2020,WR,MAHARASHTRA,LDO,80.715
2020,WR,MAHARASHTRA,FURNACE OIL,761.560
2020,WR,MAHARASHTRA,LSHS/HHS/RFO,6.187
2020,WR,MAHARASHTRA,LUBES/GREASES,303.219
2020,WR,MAHARASHTRA,BITUMEN,653.178
2020,WR,MAHARASHTRA,PETROLEUM COKE,125.904
2020,WR,MAHARASHTRA,OTHERS,941.169
2016,WR,MAHARASHTRA,ATF/RTF/JET,1374.000
2016,WR,MAHARASHTRA,BITUMEN,468.000
2016,WR,MAHARASHTRA,DIESEL/ HSD,7814.000
2016,WR,MAHARASHTRA,FUEL OIL,823.000
2016,WR,MAHARASHTRA,SKO (KEROSENE),486.000
2016,WR,MAHARASHTRA,LDO,88.000
2016,WR,MAHARASHTRA,LPG,2425.000
2016,WR,MAHARASHTRA,LSHS/HHS/RFO,18.000
2016,WR,MAHARASHTRA,LUBES/GREASES,317.000
2016,WR,MAHARASHTRA,NAPHTHA,297.000
2016,WR,MAHARASHTRA,OTHERS,1281.000
2016,WR,MAHARASHTRA,PETROL,2837.000
2011,ER,ODISHA,ATF/RTF/JET,30.000
2011,ER,ODISHA,BITUMEN,97.000
2011,ER,ODISHA,DIESEL/ HSD,1776.000
2011,ER,ODISHA,FUEL OIL,454.000
2011,ER,ODISHA,SKO (KEROSENE),312.000
2011,ER,ODISHA,LDO,45.000
2011,ER,ODISHA,LPG,192.000
2011,ER,ODISHA,LSHS/HHS/RFO,0.000
2011,ER,ODISHA,LUBES/GREASES,24.000
2011,ER,ODISHA,NAPHTHA,0.100
2011,ER,ODISHA,OTHERS,30.000
2011,ER,ODISHA,PETROL,318.000
2012,ER,ODISHA,ATF/RTF/JET,34.000
2012,ER,ODISHA,BITUMEN,92.000
2012,ER,ODISHA,DIESEL/ HSD,1806.000
2012,ER,ODISHA,FUEL OIL,450.000
2012,ER,ODISHA,SKO (KEROSENE),311.000
2012,ER,ODISHA,LDO,33.000
2012,ER,ODISHA,LPG,201.000
2012,ER,ODISHA,LSHS/HHS/RFO,0.000
2012,ER,ODISHA,LUBES/GREASES,24.000
2012,ER,ODISHA,NAPHTHA,0.000
2012,ER,ODISHA,OTHERS,57.000
2012,ER,ODISHA,PETROL,343.000
2013,ER,ODISHA,ATF/RTF/JET,36.000
2013,ER,ODISHA,BITUMEN,93.000
2013,ER,ODISHA,DIESEL/ HSD,1834.000
2013,ER,ODISHA,FUEL OIL,429.000
2013,ER,ODISHA,SKO (KEROSENE),309.000
2013,ER,ODISHA,LDO,30.400
2013,ER,ODISHA,LPG,213.000
2013,ER,ODISHA,LSHS/HHS/RFO,0.000
2013,ER,ODISHA,LUBES/GREASES,23.000
2013,ER,ODISHA,NAPHTHA,0.100
2013,ER,ODISHA,OTHERS,86.000
2013,ER,ODISHA,PETROL,365.000
2014,ER,ODISHA,ATF/RTF/JET,36.000
2014,ER,ODISHA,BITUMEN,88.000
2014,ER,ODISHA,DIESEL/ HSD,1990.000
2014,ER,ODISHA,FUEL OIL,466.000
2014,ER,ODISHA,SKO (KEROSENE),312.000
2014,ER,ODISHA,LDO,30.000
2014,ER,ODISHA,LPG,242.000
2014,ER,ODISHA,LSHS/HHS/RFO,0.000
2014,ER,ODISHA,LUBES/GREASES,25.000
2014,ER,ODISHA,NAPHTHA,0.000
2014,ER,ODISHA,OTHERS,76.000
2014,ER,ODISHA,PETROL,413.000
2015,ER,ODISHA,ATF/RTF/JET,47.000
2015,ER,ODISHA,BITUMEN,120.000
2015,ER,ODISHA,DIESEL/ HSD,1943.000
2015,ER,ODISHA,FUEL OIL,559.000
2015,ER,ODISHA,SKO (KEROSENE),308.000
2015,ER,ODISHA,LDO,22.000
2015,ER,ODISHA,LPG,324.000
2015,ER,ODISHA,LSHS/HHS/RFO,0.000
2015,ER,ODISHA,LUBES/GREASES,25.000
2015,ER,ODISHA,NAPHTHA,0.000
2015,ER,ODISHA,OTHERS,107.000
2015,ER,ODISHA,PETROL,472.000
2017,ER,ODISHA,LPG,476.790
2017,ER,ODISHA,PETROL,614.890
2017,ER,ODISHA,NAPHTHA,0.110
2017,ER,ODISHA,SKO (KEROSENE),220.280
2017,ER,ODISHA,ATF/RTF/JET,61.570
2017,ER,ODISHA,DIESEL/ HSD,2331.100
2017,ER,ODISHA,LDO,18.080
2017,ER,ODISHA,FURNACE OIL,763.780
2017,ER,ODISHA,LSHS/HHS/RFO,0.000
2017,ER,ODISHA,LUBES/GREASES,24.480
2017,ER,ODISHA,BITUMEN,155.540
2017,ER,ODISHA,PETROLEUM COKE,404.599
2017,ER,ODISHA,OTHERS,105.619
2018,ER,ODISHA,LPG,533.560
2018,ER,ODISHA,PETROL,703.760
2018,ER,ODISHA,NAPHTHA,0.110
2018,ER,ODISHA,SKO (KEROSENE),190.200
2018,ER,ODISHA,ATF/RTF/JET,76.702
2018,ER,ODISHA,DIESEL/ HSD,2506.070
2018,ER,ODISHA,LDO,26.030
2018,ER,ODISHA,FURNACE OIL,767.140
2018,ER,ODISHA,LSHS/HHS/RFO,0.000
2018,ER,ODISHA,LUBES/GREASES,23.690
2018,ER,ODISHA,BITUMEN,116.280
2018,ER,ODISHA,PETROLEUM COKE,485.531
2018,ER,ODISHA,OTHERS,258.263
2019,ER,ODISHA,LPG,548.522
2019,ER,ODISHA,PETROL,775.895
2019,ER,ODISHA,NAPHTHA,0.123
2019,ER,ODISHA,SKO (KEROSENE),192.859
2019,ER,ODISHA,ATF/RTF/JET,102.073
2019,ER,ODISHA,DIESEL/ HSD,2613.310
2019,ER,ODISHA,LDO,48.465
2019,ER,ODISHA,FURNACE OIL,856.082
2019,ER,ODISHA,LSHS/HHS/RFO,0.000
2019,ER,ODISHA,LUBES/GREASES,24.171
2019,ER,ODISHA,BITUMEN,89.826
2019,ER,ODISHA,PETROLEUM COKE,407.765
2019,ER,ODISHA,OTHERS,270.641
2020,ER,ODISHA,LPG,553.110
2020,ER,ODISHA,PETROL,834.457
2020,ER,ODISHA,NAPHTHA,0.068
2020,ER,ODISHA,SKO (KEROSENE),162.148
