Detail Data For Oil Transport Capacity & Throughput for Operational Pipeline Having Year : ALL
.
YearValue,Onshore_Offshore,OilType,OperatingEntity,PipelineStatus,PipelineName,Capacity_MMT,Throughput_TMT
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI - PUNE - SOLAPUR PIPELINE (MPSPL),4300.000,4655.410
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,VISAKH - VIJAYWADA - SECUNDERABAD PIPELINE,5380.000,5751.520
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUNDRA - DELHI PIPELINE (MDPL),5000.000,5943.140
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BAHADURGARH PIPELINE (RBPL),4710.000,4340.190
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BHATINDA PIPELINE (RBHPL),2100.000,851.810
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BLACK OIL PIPELINE MUMBAI REFINERY TO VASHI TERMINAL,1500.000,324.920
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BAHADURGARH - TIKRIKALAN PIPELINE (BTPL),750.000,528.350
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,AWA - SALAWAS PIPELINE (ASPL),2340.000,721.860
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,REWARI - KANPUR PIPELINE (RKPL),7980.000,2671.950
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MANGALORE HASSAN BENGALURU PIPELINE,2140.000,3500.000
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI REFINERY TO MAZAGAON TERMINAL - LUBE OIL PIPELINE (LOPL),1000.000,462.860
2018,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI REFINERY TO MUMBAI AIRPORT (ATF PIPELINE),1100.000,462.860
2018,ONSHORE,PETROLEUM PRODUCTS,OIL,OPERATIONAL,NUMALIGARH - SILIGURI  PIPELINE,1721.000,1872.000
2018,ONSHORE,PETROLEUM PRODUCTS,PCCK,OPERATIONAL,COCHIN - COIMBATORE - KARUR PIPELINE,3300.000,2651.000
2019,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,SALAYA MATHURA PIPELINE,25000.000,26360.000
2019,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,MUNDRA PANIPAT PIPELINE,8400.000,7800.000
2019,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,PARADIP HALDIA BARAUNI PIPELINE,15200.000,17171.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,CTF KALOL TO CTF NAWAGAM - NEW ,3140.000,986.100
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,"NAWAGAM-KOYALI (18"" OLD)",0.000,0.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,"NAWAGAM-KOYALI (18"" NEW)",5400.000,2898.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,"NAWAGAM-KOYALI (14"" OLD)",3300.000,563.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,MEHSANA-NAWAGAM TRUNK LINE - NEW,2265.000,2024.900
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,CTF & ANKLESHWAR TO KOYALI PIPELINE,2199.000,908.100
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,CTF & ANKLESHWAR TO CPF & GANDHAR,394.000,0.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,CPF & GANDHAR TO SARASWANI 'T' POINT,1805.000,760.800
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,AKHOLJUNI- KOYALI OIL PIPE LINE,481.000,180.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,LAKWA-MORAN OIL LINE (NEW),1500.000,353.300
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,LAKWA-MORAN OIL LINE (OLD),1500.000,23.500
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,GELEKI-JORHAT OIL LINE (OLD),1500.000,334.400
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,GELEKI-JORHAT OIL LINE (NEW),1500.000,62.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,BORHOLLA- JORHAT (OLD),600.000,145.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,BORHOLLA- JORHAT (NEW),600.000,51.100
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,NRM (NARIMANAM) TO CPCL,740.000,387.500
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,KSP-WGGS TO TPK REFINERY,83.000,3.000
2019,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,GMAA EPT ,90.000,16.400
2019,ONSHORE,CRUDE OIL,OIL,OPERATIONAL,DULIAJAN-DIGBOI-BARAUNI-BONGAIGAON PIPELINE,8950.000,6562.800
2019,ONSHORE,CRUDE OIL,HMEL,OPERATIONAL,MUNDRA - BHATINDA PIPELINE,11250.000,12434.000
2019,ONSHORE,CRUDE OIL,BORL,OPERATIONAL,VADINAR - BINA PIPELINE,6000.000,5756.000
2019,ONSHORE,CRUDE OIL,CAIRN,OPERATIONAL,MANGALA- BHOGAT PIPELINE,8710.000,7648.000
2019,ONSHORE,CRUDE OIL,CAIRN,OPERATIONAL,BHOGAT- MARINE,2000.000,1863.000
2019,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,MUMBAI HIGH - URAN  TRUNK PIPELINE,15634.000,8817.000
2019,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,HEERA-URAN TRUNK PIPELINE,11500.000,2890.000
2019,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,"BOMBAY-URAN TRUNK 30"" PIPELINE",18000.000,0.100
2019,OFFSHORE,CRUDE OIL,IOCL,OPERATIONAL,SALAYA MATHURA PIPELINE,0.000,0.000
2019,OFFSHORE,CRUDE OIL,IOCL,OPERATIONAL,PARADIP HALDIA BARAUNI PIPELINE,0.000,0.000
2019,ONSHORE,LPG,BPCL,OPERATIONAL,MUMBAI URAN LPG PIPELINE,800.000,362.000
2019,ONSHORE,LPG,IOCL,OPERATIONAL,PANIPAT - JALANDHAR  LPG PIPELINE,700.000,618.000
2019,ONSHORE,LPG,IOCL,OPERATIONAL,PARADIP HALDIA DURGAPUR LPG PIPELINE,1270.000,482.000
2019,ONSHORE,LPG,HPCL,OPERATIONAL,MANGALORE-HASSAN-MYSORE-SOLURE,1940.000,961.000
2019,ONSHORE,LPG,GAIL,OPERATIONAL,JAMNAGAR-LONI LPG PIPELINE,2500.000,2851.000
2019,ONSHORE,LPG,GAIL,OPERATIONAL,VIZAG-SECUNDERABAD LPG PIPELINE,1330.000,1123.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI AHMEDABAD PIPELINE,1100.000,169.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI SANGANER  PIPELINE,4600.000,4405.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI RATLAM PIPELINE,2000.000,1487.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI DAHEJ PIPELINE,2600.000,1058.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,BARAUNI KANPUR PIPELINE,3500.000,2769.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,HALDIA MOURIGRAM RAJBANDH PIPELINE,1350.000,2049.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,HALDIA BARAUNI PIPELINE,1250.000,1673.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,GUWAHATI SILIGURI PIPELINE,1400.000,1818.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT BHATINDA PIPELINE,1500.000,1488.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT REWARI PIPELINE,2100.000,1582.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT AMBALA JALANDHAR PIPELINE,3500.000,3172.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT DELHI PIPELINE,3000.000,1311.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT BIJWASAN ATF PIPELINE,3000.000,1311.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,MATHURA DELHI PIPELINE,3700.000,2984.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,MATHURA TUNDLA PIPELINE,1200.000,424.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,MATHURA BHARATPUR PIPELINE,1200.000,113.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI TRICHY MADURAI PIPELINE,2300.000,2959.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI BANGLORE PIPELINE,2450.000,1845.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI MEENAMBAKKAM ATF PIPELINE,180.000,279.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,DIGBOI TINSUKIA PIPELINE,0.000,107.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,DEVANGONTHI DEVANHALLI PIPELINE,660.000,503.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PARADIP RAIPUR RANCHI PIPELINE,5000.000,3839.000
2019,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOLKATA ATF PIPELINE,200.000,62.000
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI MANMAD MANGLYA PIYALA BIJWASAN(MS/SKO/HSD),6000.000,7556.500
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,BINA KOTA (MS/SKO/HSD),4400.000,3047.100
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI REFINERY - SANTACRUZ AIRPORT (ATF),1440.000,907.600
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,KOCHI REFINERY - KOCHI AIRPORT (ATF),600.000,525.000
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,KOTA JOBNER (MS/SKO/HSD),1700.000,592.000
2019,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI LOBS,1300.000,145.700
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI - PUNE - SOLAPUR PIPELINE (MPSPL),4300.000,4268.300
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,VISAKH - VIJAYWADA - SECUNDERABAD PIPELINE,5380.000,5915.800
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUNDRA - DELHI PIPELINE (MDPL),5000.000,7002.500
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BAHADURGARH PIPELINE (RBPL),4710.000,6128.000
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BHATINDA PIPELINE (RBHPL),2100.000,1013.300
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BLACK OIL PIPELINE MUMBAI REFINERY TO VASHI TERMINAL,1500.000,442.600
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BAHADURGARH - TIKRIKALAN PIPELINE (BTPL),750.000,434.500
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,AWA - SALAWAS PIPELINE (ASPL),2340.000,737.000
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,REWARI - KANPUR PIPELINE (RKPL),7980.000,3922.100
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MANGALORE HASSAN BENGALURU PIPELINE,2140.000,3362.000
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI REFINERY TO MAZAGAON TERMINAL - LUBE OIL PIPELINE (LOPL),1000.000,486.500
2019,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI REFINERY TO MUMBAI AIRPORT (ATF PIPELINE),1100.000,477.600
2019,ONSHORE,PETROLEUM PRODUCTS,OIL,OPERATIONAL,NUMALIGARH - SILIGURI  PIPELINE,1721.000,1776.900
2019,ONSHORE,PETROLEUM PRODUCTS,PCCK,OPERATIONAL,COCHIN - COIMBATORE - KARUR PIPELINE,3300.000,279.100
2017,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,SALAYA MATHURA PIPELINE,23597.000,26124.000
2017,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,MUNDRA PANIPAT PIPELINE,8400.000,8618.000
2017,ONSHORE,CRUDE OIL,IOCL,OPERATIONAL,PARADIP HALDIA BARAUNI PIPELINE,11035.000,16595.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,14" MHN-NGM TRUNK PIPELINE,2265.000,2072.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,14" KALOL-NAWAGAM-NEW,3140.000,1029.100
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,18" NAWAGAM-KOYALI PIPELINE,5400.000,2225.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,18" NAWAGAM-KOYALI PIPELINE(NEW),0.000,0.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,14" NAWAGAM-KOYALI PIPELINE,3300.000,1360.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,16" CTF ANKL TO KOYALI PIPELINE,2199.000,854.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,8" CTF ANKL TO CPF GANDHAR,394.000,0.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,12" CPF GANDHAR TO SARASWANI 'T' POINT,1805.000,673.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,10" AKHOLJUNI TO LAXMIPURA 'T' POINT,481.000,162.400
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,12" LAKWA-MORAN PIPELINE,1500.000,110.900
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,12" LAKWA-MORAN PIPELINE (NEW),1500.000,220.600
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,14" GELEKI-JORHAT PIPELINE,1500.000,471.700
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,12" BORHOLLA-JORHAT PIPELINE,600.000,139.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,4" KESNAPALLI-WGGS TO TATIPAKA REFINERY,83.000,16.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,4" GMAA EPT TO S. YANAM UNLOADING TERMINAL (NEW LINE),90.000,63.000
2017,ONSHORE,CRUDE OIL,ONGC,OPERATIONAL,8" NARIMANAM TO CPCL REFINERY PIPELINE,740.000,279.700
2017,ONSHORE,CRUDE OIL,OIL,OPERATIONAL,DULIAJAN-DIGBOI-BARAUNI-BONGAIGAON PIPELINE,8450.000,6604.000
2017,ONSHORE,CRUDE OIL,HMEL,OPERATIONAL,MUNDRA - BHATINDA PIPELINE,9000.000,10516.000
2017,ONSHORE,CRUDE OIL,BORL,OPERATIONAL,VADINAR - BINA PIPELINE,6000.000,6377.000
2017,ONSHORE,CRUDE OIL,CAIRN,OPERATIONAL,MANGALA- BHOGAT PIPELINE,8710.000,8100.000
2017,ONSHORE,CRUDE OIL,CAIRN,OPERATIONAL,MANGALA- MARINE,370.000,1000.000
2017,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,MUMBAI HIGH - URAN  TRUNK PIPELINE,15634.000,9321.800
2017,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,HEERA-URAN TRUNK PIPELINE,11500.000,3552.400
2017,OFFSHORE,CRUDE OIL,ONGC,OPERATIONAL,BOMBAY-URAN TRUNK 30" PIPELINE,18000.000,9.500
2017,ONSHORE,LPG,BPCL,OPERATIONAL,MUMBAI URAN LPG PIPELINE,800.000,366.000
2017,ONSHORE,LPG,IOCL,OPERATIONAL,PANIPAT - JALANDHAR  LPG PIPELINE,700.000,573.000
2017,ONSHORE,LPG,IOCL,OPERATIONAL,PARADIP HALDIA DURGAPUR LPG PIPELINE,0.000,0.000
2017,ONSHORE,LPG,HPCL,OPERATIONAL,MANGALORE-HASSAN-MYSORE-SOLURE,1940.000,115.000
2017,ONSHORE,LPG,GAIL,OPERATIONAL,JAMNAGAR-LONI LPG PIPELINE,2500.000,2437.000
2017,ONSHORE,LPG,GAIL,OPERATIONAL,VIZAG-SECUNDERABAD LPG PIPELINE,1330.000,925.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI AHMEDABAD PIPELINE,1100.000,822.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI SANGANER  PIPELINE,4600.000,3541.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI RATLAM PIPELINE,2000.000,1463.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,KOYALI DAHEJ PIPELINE,2600.000,505.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,BARAUNI KANPUR PIPELINE,3500.000,2519.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,HALDIA MOURIGRAM RAJBANDH PIPELINE,1350.000,1765.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,HALDIA BARAUNI PIPELINE,1250.000,1447.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,GUWAHATI SILIGURI PIPELINE,1400.000,1953.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT BHATINDA PIPELINE,1500.000,1505.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT REWARI PIPELINE,2100.000,1634.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT AMBALA JALANDHAR PIPELINE,3500.000,2964.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PANIPAT DELHI PIPELINE,3000.000,1153.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,MATHURA DELHI BIJWASAN PANIPAT PIPELINE,3700.000,2644.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,MATHURA TUNDLA BHARATPUR PIPELINE,1200.000,671.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI TRICHY MADURAI PIPELINE,2300.000,2765.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI BANGLORE PIPELINE,2450.000,1475.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,CHENNAI MEENAMBAKKAM ATF PIPELINE,180.000,186.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,DIGBOI TINSUKIA PIPELINE,1000.000,435.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,DEVANGONTHI DEVANHALLI PIPELINE,660.000,221.000
2017,ONSHORE,PETROLEUM PRODUCTS,IOCL,OPERATIONAL,PARADIP RAIPUR RANCHI PIPELINE,5000.000,912.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI MANMAD MANGLYA PIYALA BIJWASAN(MS/SKO/HSD),6000.000,6654.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,BINA KOTA (MS/SKO/HSD),4400.000,2966.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI REFINERY - SANTACRUZ AIRPORT (ATF),1440.000,864.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,KOCHI REFINERY - KOCHI AIRPORT (ATF),600.000,237.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,KOTA JOBNER (MS/SKO/HSD)1,1700.000,394.000
2017,ONSHORE,PETROLEUM PRODUCTS,BPCL,OPERATIONAL,MUMBAI LOBS,1300.000,254.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI - PUNE - SOLAPUR PIPELINE,4300.000,4133.930
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,VIZAG - VIJAYAWADA - SECUNDERABAD PIPELINE,5380.000,5025.290
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUNDRA - DELHI PIPELINE,5000.000,2505.860
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BAHADURGARH PIPELINE,4710.000,4721.620
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,RAMANMANDI - BHATINDA PIPELINE,1130.000,867.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,AWA-SALAWAS PIPELINE,2300.000,602.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BAHADURGARH-TIKRIKALAN PIPELINE,750.000,536.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,REWARI-KANPUR PIPELINE,7980.000,1908.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,MUMBAI REFINERY - MUMBAI AIRPORT (ATF),1100.000,410.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,BLACK OIL PIPELINE (BOPL) ,1500.000,107.000
2017,ONSHORE,PETROLEUM PRODUCTS,HPCL,OPERATIONAL,LUBE OIL PIPELINE- TROMBAY TO WADIBUNDAR ,1000.000,422.000
2017,ONSHORE,PETROLEUM PRODUCTS,OIL,OPERATIONAL,NUMALIGARH - SILIGURI  PIPELINE,1721.000,1781.000
2017,ONSHORE,PETROLEUM PRODUCTS,PCCK,OPERATIONAL,COCHIN - COIMBATORE - KARUR PIPELINE,3300.000,2775.000
2017,ONSHORE,PETROLEUM PRODUCTS,PHMB,OPERATIONAL,MANGALORE HASSAN BENGALURU PIPELINE,2143.000,3429.000
