Detail Data For Oil Supply Monthly - Crude Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
YearValue,MonthValue,OilType,State,Ownership,Ownership1,CompanyName,Onshore_OffShore,Qty_000Tonne
2019,6,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.620
2019,6,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,577.560
2019,7,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.660
2019,7,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,591.260
2019,8,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.670
2019,8,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,598.258
2019,9,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.451
2019,9,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,558.766
2019,10,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.466
2019,10,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,590.532
2019,11,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.648
2019,11,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,527.521
2019,12,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,1.045
2019,12,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,553.015
2020,1,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.876
2020,1,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,538.325
2020,2,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.692
2020,2,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,374.787
2020,3,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.726
2020,3,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,532.924
2020,8,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.634
2020,8,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,490.483
2020,9,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.780
2020,9,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,478.670
2020,10,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.890
2020,10,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,485.990
2020,12,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.803
2020,12,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,494.256
2020,11,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.800
2020,11,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,476.990
2021,1,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.770
2021,1,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,497.170
2021,2,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.620
2021,2,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,457.400
2021,3,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.900
2021,3,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,523.530
2021,4,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.850
2021,4,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,494.070
2021,5,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.810
2021,5,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,513.830
2021,6,CRUDE OIL,RAJASTHAN,PSUS,PSUS,OIL,ONSHORE,0.770
2021,6,CRUDE OIL,RAJASTHAN,PVT/JVS,PVT/JVS,PSC,ONSHORE,500.250
2019,4,CRUDE OIL,TAMILNADU,ONGC,ONGC,ONGC,ONSHORE,26.850
2019,4,CRUDE OIL,TAMILNADU,PSC,PSC,PSC,ONSHORE,7.230
2019,5,CRUDE OIL,TAMILNADU,ONGC,ONGC,ONGC,ONSHORE,26.400
2019,5,CRUDE OIL,TAMILNADU,PSC,PSC,PSC,ONSHORE,7.870
2020,4,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,25.720
2020,4,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.920
2020,5,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,25.950
2020,5,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.030
2020,6,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,26.130
2020,6,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.680
2020,7,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,28.500
2020,7,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.750
2019,6,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,25.580
2019,6,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.180
2019,7,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,26.240
2019,7,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.460
2019,8,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.750
2019,8,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.573
2019,9,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,26.875
2019,9,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.264
2019,10,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,28.375
2019,10,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.417
2019,11,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.150
2019,11,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.065
2019,12,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,28.550
2019,12,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.248
2020,1,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,29.530
2020,1,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.168
2020,2,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,26.980
2020,2,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.769
2020,3,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.440
2020,3,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,7.220
2020,8,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,28.480
2020,8,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.662
2020,9,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.610
2020,9,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.380
2020,10,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,29.360
2020,10,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.610
2020,12,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,28.150
2020,12,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.582
2020,11,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.490
2020,11,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.410
2021,1,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,29.870
2021,1,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.620
2021,2,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,26.000
2021,2,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.000
2021,3,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,27.550
2021,3,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.670
2021,4,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,25.410
2021,4,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.440
2021,5,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,25.490
2021,5,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.570
2021,6,CRUDE OIL,TAMILNADU,PSUS,PSUS,ONGC,ONSHORE,24.880
2021,6,CRUDE OIL,TAMILNADU,PVT/JVS,PVT/JVS,PSC,ONSHORE,6.340
2019,4,CRUDE OIL,WESTERN OFFSHORE,ONGC,ONGC,ONGC,OFFSHORE,1074.780
2019,4,CRUDE OIL,WESTERN OFFSHORE,PSC,PSC,PSC,OFFSHORE,31.620
2019,5,CRUDE OIL,WESTERN OFFSHORE,ONGC,ONGC,ONGC,OFFSHORE,1106.460
2019,5,CRUDE OIL,WESTERN OFFSHORE,PSC,PSC,PSC,OFFSHORE,41.260
2019,4,CRUDE OIL,EASTERN OFFSHORE,ONGC,ONGC,ONGC,OFFSHORE,1.570
2019,4,CRUDE OIL,EASTERN OFFSHORE,PSC,PSC,PSC,OFFSHORE,43.730
2019,5,CRUDE OIL,EASTERN OFFSHORE,ONGC,ONGC,ONGC,OFFSHORE,1.460
2019,5,CRUDE OIL,EASTERN OFFSHORE,PSC,PSC,PSC,OFFSHORE,45.270
2020,4,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1199.740
2020,4,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,101.590
2020,5,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1222.410
2020,5,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,105.950
2020,6,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1184.930
2020,6,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,99.090
2020,7,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1230.940
2020,7,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,113.080
2019,6,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1185.750
2019,6,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,132.190
2019,7,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1219.590
2019,7,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,143.830
2019,8,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1208.341
2019,8,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,132.025
2019,9,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1174.572
2019,9,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,131.532
2019,10,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1201.925
2019,10,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,135.370
2019,11,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1177.368
2019,11,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,124.949
2019,12,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1236.804
2019,12,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,113.334
2020,1,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1269.070
2020,1,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,83.970
2020,2,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1180.993
2020,2,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,85.252
2020,3,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1257.320
2020,3,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,105.647
2020,8,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1204.794
2020,8,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,108.915
2020,9,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1153.180
2020,9,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,96.910
2020,10,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1200.990
2020,10,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,89.360
2020,12,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1193.542
2020,12,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,88.084
2020,11,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1161.010
2020,11,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,88.370
2021,1,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1205.880
2021,1,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,85.730
2021,2,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1087.050
2021,2,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,72.340
2021,3,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1204.610
2021,3,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,92.020
2021,4,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1148.690
2021,4,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,85.730
2021,5,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1062.940
2021,5,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,83.140
2021,6,CRUDE OIL,OFFSHORE,PSUS,PSUS,ONGC,OFFSHORE,1140.840
2021,6,CRUDE OIL,OFFSHORE,PVT/JVS,PVT/JVS,PSC,OFFSHORE,77.940
2019,4,CRUDE OIL,GUJARAT OFFSHORE,PSC,PSC,PSC,OFFSHORE,56.090
2019,5,CRUDE OIL,GUJARAT OFFSHORE,PSC,PSC,PSC,OFFSHORE,60.350
2019,4,CRUDE OIL,MULTIPLE STATES,ONGC,ONGC,ONGC,OFFSHORE,110.730
2019,5,CRUDE OIL,MULTIPLE STATES,ONGC,ONGC,ONGC,OFFSHORE,129.810
