Date,GeoId,CumulativeCount_Vaccine_COVID_19_Administered,IncrementalCount_Vaccine_COVID_19_Administered,CumulativeCount_MedicalConditionIncident_COVID_19_ConfirmedCase,IncrementalCount_MedicalConditionIncident_COVID_19_ConfirmedCase,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,IncrementalCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalTest_ConditionCOVID_19,IncrementalCount_MedicalTest_ConditionCOVID_19
2020-10-23,country/AZE,,,48221.0,803.0,656.0,8.0,,,,
2020-10-24,country/AZE,,,49013.0,792.0,664.0,8.0,,,,
2020-10-25,country/AZE,,,49959.0,946.0,671.0,7.0,,,,
2020-10-26,country/AZE,,,50486.0,527.0,679.0,8.0,,,,
2020-10-27,country/AZE,,,51149.0,663.0,688.0,9.0,,,,
2020-10-28,country/AZE,,,52137.0,988.0,699.0,11.0,,,,
2020-10-29,country/AZE,,,53152.0,1015.0,708.0,9.0,,,,
2020-10-30,country/AZE,,,54174.0,1022.0,718.0,10.0,,,,
2020-10-31,country/AZE,,,55269.0,1095.0,730.0,12.0,,,,
2020-11-01,country/AZE,,,56444.0,1175.0,740.0,10.0,,,,
2020-11-02,country/AZE,,,57040.0,596.0,753.0,13.0,,,,
2020-11-03,country/AZE,,,58282.0,1242.0,768.0,15.0,,,,
2020-11-04,country/AZE,,,59509.0,1227.0,780.0,12.0,,,,
2020-11-05,country/AZE,,,60873.0,1364.0,794.0,14.0,,,,
2020-11-06,country/AZE,,,62338.0,1465.0,811.0,17.0,,,,
2020-11-07,country/AZE,,,63748.0,1410.0,824.0,13.0,,,,
2020-11-08,country/AZE,,,65411.0,1663.0,840.0,16.0,,,,
2020-11-09,country/AZE,,,66046.0,635.0,852.0,12.0,,,,
2020-11-10,country/AZE,,,67392.0,1346.0,867.0,15.0,,,,
2020-11-11,country/AZE,,,68594.0,1202.0,885.0,18.0,,,,
2020-11-12,country/AZE,,,70216.0,1622.0,905.0,20.0,,,,
2020-11-13,country/AZE,,,71580.0,1364.0,927.0,22.0,,,,
2020-11-14,country/AZE,,,73429.0,1849.0,946.0,19.0,,,,
2020-11-15,country/AZE,,,75688.0,2259.0,967.0,21.0,,,,
2020-11-16,country/AZE,,,77083.0,1395.0,985.0,18.0,,,,
2020-11-17,country/AZE,,,79158.0,2075.0,1005.0,20.0,,,,
2020-11-18,country/AZE,,,81397.0,2239.0,1030.0,25.0,,,,
2020-11-19,country/AZE,,,83994.0,2597.0,1053.0,23.0,,,,
2020-11-20,country/AZE,,,87163.0,3169.0,1079.0,26.0,,,,
2020-11-21,country/AZE,,,89898.0,2735.0,1107.0,28.0,,,,
2020-11-22,country/AZE,,,93094.0,3196.0,1131.0,24.0,,,,
2020-11-23,country/AZE,,,95281.0,2187.0,1160.0,29.0,,,,
2020-11-24,country/AZE,,,98927.0,3646.0,1194.0,34.0,,,,
2020-11-25,country/AZE,,,102396.0,3469.0,1224.0,30.0,,,,
2020-11-26,country/AZE,,,106101.0,3705.0,1256.0,32.0,,,,
2020-11-27,country/AZE,,,109813.0,3712.0,1291.0,35.0,,,,
2020-11-28,country/AZE,,,114025.0,4212.0,1323.0,32.0,,,,
2020-11-29,country/AZE,,,118195.0,4170.0,1361.0,38.0,,,,
2020-11-30,country/AZE,,,121176.0,2981.0,1392.0,31.0,,,,
2020-12-01,country/AZE,,,125602.0,4426.0,1433.0,41.0,,,,
2020-12-02,country/AZE,,,129544.0,3942.0,1470.0,37.0,,,,
2020-12-03,country/AZE,,,133733.0,4189.0,1510.0,40.0,,,,
2020-12-04,country/AZE,,,138000.0,4267.0,1551.0,41.0,,,,
2020-12-05,country/AZE,,,142323.0,4323.0,1593.0,42.0,,,,
2020-12-06,country/AZE,,,146679.0,4356.0,1632.0,39.0,,,,
2020-12-07,country/AZE,,,149765.0,3086.0,1675.0,43.0,,,,
2020-12-08,country/AZE,,,154152.0,4387.0,1713.0,38.0,,,,
2020-12-09,country/AZE,,,158555.0,4403.0,1755.0,42.0,,,,
2020-12-10,country/AZE,,,162774.0,4219.0,1793.0,38.0,,,,
2020-12-11,country/AZE,,,167155.0,4381.0,1840.0,47.0,,,,
2020-12-12,country/AZE,,,171423.0,4268.0,1883.0,43.0,,,,
2020-12-13,country/AZE,,,175874.0,4451.0,1922.0,39.0,,,,
2020-12-14,country/AZE,,,178986.0,3112.0,1966.0,44.0,,,,
2020-12-15,country/AZE,,,183259.0,4273.0,2007.0,41.0,,,,
2020-12-16,country/AZE,,,187336.0,4077.0,2050.0,43.0,,,,
2020-12-17,country/AZE,,,191460.0,4124.0,2088.0,38.0,,,,
2020-12-18,country/AZE,,,195422.0,3962.0,2133.0,45.0,,,,
2020-12-19,country/AZE,,,199127.0,3705.0,2175.0,42.0,,,,
2020-12-20,country/AZE,,,202088.0,2961.0,2210.0,35.0,,,,
2020-12-21,country/AZE,,,203593.0,1505.0,2253.0,43.0,,,,
2020-12-22,country/AZE,,,205877.0,2284.0,2294.0,41.0,,,,
2020-12-23,country/AZE,,,208211.0,2334.0,2340.0,46.0,,,,
2020-12-24,country/AZE,,,210061.0,1850.0,2380.0,40.0,,,,
2020-12-25,country/AZE,,,211764.0,1703.0,2416.0,36.0,,,,
2020-12-26,country/AZE,,,213192.0,1428.0,2454.0,38.0,,,,
2020-12-27,country/AZE,,,214711.0,1519.0,2499.0,45.0,,,,
2020-12-28,country/AZE,,,215483.0,772.0,2538.0,39.0,,,,
2020-12-29,country/AZE,,,216584.0,1101.0,2575.0,37.0,,,,
2020-12-30,country/AZE,,,217636.0,1052.0,2609.0,34.0,,,,
2020-12-31,country/AZE,,,218700.0,1064.0,2641.0,32.0,,,,
2021-01-01,country/AZE,,,219041.0,341.0,2670.0,29.0,,,,
2021-01-02,country/AZE,,,219462.0,421.0,2703.0,33.0,,,,
2021-01-03,country/AZE,,,220265.0,803.0,2733.0,30.0,,,,
2021-01-04,country/AZE,,,220599.0,334.0,2761.0,28.0,,,,
2021-01-05,country/AZE,,,221401.0,802.0,2792.0,31.0,,,,
2021-01-06,country/AZE,,,222200.0,799.0,2818.0,26.0,,,,
2021-01-07,country/AZE,,,222885.0,685.0,2845.0,27.0,,,,
2021-01-08,country/AZE,,,223417.0,532.0,2869.0,24.0,,,,
2021-01-09,country/AZE,,,224050.0,633.0,2890.0,21.0,,,,
2021-01-10,country/AZE,,,224651.0,601.0,2909.0,19.0,,,,
2021-01-11,country/AZE,,,224827.0,176.0,2926.0,17.0,,,,
2020-03-16,country/BHS,,,1.0,1.0,,,,,,
2020-03-17,country/BHS,,,1.0,0.0,,,,,,
2020-03-18,country/BHS,,,1.0,0.0,,,,,,
2020-03-19,country/BHS,,,3.0,2.0,,,,,,
2020-03-20,country/BHS,,,3.0,0.0,,,,,,
2020-03-21,country/BHS,,,4.0,1.0,,,,,,
2020-03-22,country/BHS,,,4.0,0.0,,,,,,
2020-03-23,country/BHS,,,4.0,0.0,,,,,,
2020-03-24,country/BHS,,,5.0,1.0,,,,,,
2020-03-25,country/BHS,,,5.0,0.0,,,,,,
2020-03-26,country/BHS,,,9.0,4.0,,,,,,
2020-03-27,country/BHS,,,10.0,1.0,,,,,,
2020-03-28,country/BHS,,,10.0,0.0,,,,,,
2020-03-29,country/BHS,,,11.0,1.0,,,,,,
2020-03-30,country/BHS,,,14.0,3.0,,,,,,
2020-03-31,country/BHS,,,14.0,0.0,,,,,,
2020-04-01,country/BHS,,,21.0,7.0,1.0,1.0,,,,
2020-04-02,country/BHS,,,24.0,3.0,1.0,0.0,,,,
2020-04-03,country/BHS,,,24.0,0.0,1.0,0.0,,,,
2020-04-04,country/BHS,,,28.0,4.0,4.0,3.0,,,,
2020-04-05,country/BHS,,,28.0,0.0,4.0,0.0,,,,
2020-04-06,country/BHS,,,29.0,1.0,5.0,1.0,,,,
2020-04-07,country/BHS,,,33.0,4.0,6.0,1.0,,,,
2020-04-08,country/BHS,,,40.0,7.0,7.0,1.0,,,,
2020-04-09,country/BHS,,,41.0,1.0,8.0,1.0,,,,
2020-04-10,country/BHS,,,42.0,1.0,8.0,0.0,,,,
2020-04-11,country/BHS,,,46.0,4.0,8.0,0.0,,,,
2020-04-12,country/BHS,,,46.0,0.0,8.0,0.0,,,,
2020-04-13,country/BHS,,,47.0,1.0,8.0,0.0,,,,
2020-04-14,country/BHS,,,49.0,2.0,8.0,0.0,,,,
2020-04-15,country/BHS,,,49.0,0.0,8.0,0.0,,,,
2020-04-16,country/BHS,,,53.0,4.0,8.0,0.0,,,,
2020-04-17,country/BHS,,,54.0,1.0,9.0,1.0,,,,
2020-04-18,country/BHS,,,55.0,1.0,9.0,0.0,,,,
2020-04-19,country/BHS,,,55.0,0.0,9.0,0.0,,,,
2020-04-20,country/BHS,,,60.0,5.0,9.0,0.0,,,,
2020-04-21,country/BHS,,,65.0,5.0,9.0,0.0,,,,
2020-04-22,country/BHS,,,65.0,0.0,9.0,0.0,,,,
2020-04-23,country/BHS,,,72.0,7.0,11.0,2.0,,,,
2020-04-24,country/BHS,,,73.0,1.0,11.0,0.0,,,,
2020-04-25,country/BHS,,,78.0,5.0,11.0,0.0,,,,
2020-04-26,country/BHS,,,80.0,2.0,11.0,0.0,,,,
2020-04-27,country/BHS,,,80.0,0.0,11.0,0.0,,,,
2020-04-28,country/BHS,,,80.0,0.0,11.0,0.0,,,,
2020-04-29,country/BHS,,,80.0,0.0,11.0,0.0,,,,
2020-04-30,country/BHS,,,81.0,1.0,11.0,0.0,,,,
2020-05-01,country/BHS,,,81.0,0.0,11.0,0.0,,,,
2020-05-02,country/BHS,,,83.0,2.0,11.0,0.0,,,,
2020-05-03,country/BHS,,,83.0,0.0,11.0,0.0,,,,
2020-05-04,country/BHS,,,83.0,0.0,11.0,0.0,,,,
2020-05-05,country/BHS,,,89.0,6.0,11.0,0.0,,,,
2020-05-06,country/BHS,,,92.0,3.0,11.0,0.0,,,,
2020-05-07,country/BHS,,,92.0,0.0,11.0,0.0,,,,
2020-05-08,country/BHS,,,92.0,0.0,11.0,0.0,,,,
2020-05-09,country/BHS,,,92.0,0.0,11.0,0.0,,,,
2020-05-10,country/BHS,,,92.0,0.0,11.0,0.0,,,,
2020-05-11,country/BHS,,,93.0,1.0,11.0,0.0,,,,
2020-05-12,country/BHS,,,93.0,0.0,11.0,0.0,,,,
2020-05-13,country/BHS,,,94.0,1.0,11.0,0.0,,,,
2020-05-14,country/BHS,,,96.0,2.0,11.0,0.0,,,,
2020-05-15,country/BHS,,,96.0,0.0,11.0,0.0,,,,
2020-05-16,country/BHS,,,96.0,0.0,11.0,0.0,,,,
2020-05-17,country/BHS,,,96.0,0.0,11.0,0.0,,,,
2020-05-18,country/BHS,,,96.0,0.0,11.0,0.0,,,,
2020-05-19,country/BHS,,,96.0,0.0,11.0,0.0,,,,
2020-05-20,country/BHS,,,97.0,1.0,11.0,0.0,,,,
2020-05-21,country/BHS,,,97.0,0.0,11.0,0.0,,,,
2020-05-22,country/BHS,,,97.0,0.0,11.0,0.0,,,,
2020-05-23,country/BHS,,,100.0,3.0,11.0,0.0,,,,
2020-05-24,country/BHS,,,100.0,0.0,11.0,0.0,,,,
2020-05-25,country/BHS,,,100.0,0.0,11.0,0.0,,,,
2020-05-26,country/BHS,,,100.0,0.0,11.0,0.0,,,,
2020-05-27,country/BHS,,,100.0,0.0,11.0,0.0,,,,
2020-05-28,country/BHS,,,101.0,1.0,11.0,0.0,,,,
2020-05-29,country/BHS,,,102.0,1.0,11.0,0.0,,,,
2020-05-30,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-05-31,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-01,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-02,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-03,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-04,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-05,country/BHS,,,102.0,0.0,11.0,0.0,,,,
2020-06-06,country/BHS,,,103.0,1.0,11.0,0.0,,,,
2020-06-07,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-08,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-09,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-10,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-11,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-12,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-13,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-14,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-15,country/BHS,,,103.0,0.0,11.0,0.0,,,,
2020-06-16,country/BHS,,,104.0,1.0,11.0,0.0,,,,
2020-06-17,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-18,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-19,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-20,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-21,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-22,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-23,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-24,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-25,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-26,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-27,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-28,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-29,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-06-30,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-01,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-02,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-03,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-04,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-05,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-06,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-07,country/BHS,,,104.0,0.0,11.0,0.0,,,,
2020-07-08,country/BHS,,,106.0,2.0,11.0,0.0,,,,
2020-07-09,country/BHS,,,107.0,1.0,11.0,0.0,,,,
2020-07-10,country/BHS,,,108.0,1.0,11.0,0.0,,,,
2020-07-11,country/BHS,,,111.0,3.0,11.0,0.0,,,,
2020-07-12,country/BHS,,,111.0,0.0,11.0,0.0,,,,
2020-07-13,country/BHS,,,113.0,2.0,11.0,0.0,,,,
2020-07-14,country/BHS,,,116.0,3.0,11.0,0.0,,,,
2020-07-15,country/BHS,,,119.0,3.0,11.0,0.0,,,,
2020-07-16,country/BHS,,,124.0,5.0,11.0,0.0,,,,
2020-07-17,country/BHS,,,129.0,5.0,11.0,0.0,,,,
2020-07-18,country/BHS,,,138.0,9.0,11.0,0.0,,,,
2020-07-19,country/BHS,,,153.0,15.0,11.0,0.0,,,,
2020-07-20,country/BHS,,,174.0,21.0,11.0,0.0,,,,
2020-07-21,country/BHS,,,194.0,20.0,11.0,0.0,,,,
2020-07-22,country/BHS,,,219.0,25.0,11.0,0.0,,,,
2020-07-23,country/BHS,,,274.0,55.0,11.0,0.0,,,,
2020-07-24,country/BHS,,,316.0,42.0,11.0,0.0,,,,
2020-07-25,country/BHS,,,326.0,10.0,11.0,0.0,,,,
2020-07-26,country/BHS,,,342.0,16.0,11.0,0.0,,,,
2020-07-27,country/BHS,,,382.0,40.0,11.0,0.0,,,,
2020-07-28,country/BHS,,,447.0,65.0,11.0,0.0,,,,
2020-07-29,country/BHS,,,484.0,37.0,11.0,0.0,,,,
2020-07-30,country/BHS,,,508.0,24.0,14.0,3.0,,,,
2020-07-31,country/BHS,,,574.0,66.0,14.0,0.0,,,,
2020-08-01,country/BHS,,,599.0,25.0,14.0,0.0,,,,
2020-08-02,country/BHS,,,648.0,49.0,14.0,0.0,,,,
2020-08-03,country/BHS,,,679.0,31.0,14.0,0.0,,,,
2020-08-04,country/BHS,,,715.0,36.0,14.0,0.0,,,,
2020-08-05,country/BHS,,,751.0,36.0,14.0,0.0,,,,
2020-08-06,country/BHS,,,761.0,10.0,14.0,0.0,,,,
2020-08-07,country/BHS,,,830.0,69.0,14.0,0.0,,,,
2020-08-08,country/BHS,,,878.0,48.0,14.0,0.0,,,,
2020-08-09,country/BHS,,,898.0,20.0,15.0,1.0,,,,
2020-08-10,country/BHS,,,945.0,47.0,15.0,0.0,,,,
2020-08-11,country/BHS,,,989.0,44.0,15.0,0.0,,,,
2020-08-12,country/BHS,,,1036.0,47.0,15.0,0.0,,,,
2020-08-13,country/BHS,,,1089.0,53.0,15.0,0.0,,,,
2020-08-14,country/BHS,,,1119.0,30.0,17.0,2.0,,,,
2020-08-15,country/BHS,,,1252.0,133.0,17.0,0.0,,,,
2020-08-16,country/BHS,,,1315.0,63.0,18.0,1.0,,,,
2020-08-17,country/BHS,,,1329.0,14.0,19.0,1.0,,,,
2020-08-18,country/BHS,,,1424.0,95.0,20.0,1.0,,,,
2020-08-19,country/BHS,,,1531.0,107.0,22.0,2.0,,,,
2020-08-20,country/BHS,,,1610.0,79.0,23.0,1.0,,,,
2020-08-21,country/BHS,,,1703.0,93.0,27.0,4.0,,,,
2020-08-22,country/BHS,,,1765.0,62.0,27.0,0.0,,,,
2020-08-23,country/BHS,,,1784.0,19.0,29.0,2.0,,,,
2020-08-24,country/BHS,,,1798.0,14.0,44.0,15.0,,,,
2020-08-25,country/BHS,,,1813.0,15.0,46.0,2.0,,,,
2020-08-26,country/BHS,,,1923.0,110.0,48.0,2.0,,,,
2020-08-27,country/BHS,,,2020.0,97.0,48.0,0.0,,,,
2020-08-28,country/BHS,,,2057.0,37.0,50.0,2.0,,,,
2020-08-29,country/BHS,,,2135.0,78.0,50.0,0.0,,,,
2020-08-30,country/BHS,,,2167.0,32.0,50.0,0.0,,,,
2020-08-31,country/BHS,,,2217.0,50.0,50.0,0.0,,,,
2020-09-01,country/BHS,,,2276.0,59.0,50.0,0.0,,,,
2020-09-02,country/BHS,,,2337.0,61.0,50.0,0.0,,,,
2020-09-03,country/BHS,,,2386.0,49.0,50.0,0.0,,,,
2020-09-04,country/BHS,,,2386.0,0.0,50.0,0.0,,,,
2020-09-05,country/BHS,,,2476.0,90.0,55.0,5.0,,,,
2020-09-06,country/BHS,,,2506.0,30.0,56.0,1.0,,,,
2020-09-07,country/BHS,,,2546.0,40.0,58.0,2.0,,,,
2020-09-08,country/BHS,,,2585.0,39.0,59.0,1.0,,,,
2020-09-09,country/BHS,,,2721.0,136.0,63.0,4.0,,,,
2020-09-10,country/BHS,,,2721.0,0.0,63.0,0.0,,,,
2020-09-11,country/BHS,,,2814.0,93.0,65.0,2.0,,,,
2020-09-12,country/BHS,,,2928.0,114.0,67.0,2.0,,,,
2020-09-13,country/BHS,,,2928.0,0.0,67.0,0.0,,,,
2020-09-14,country/BHS,,,3008.0,80.0,68.0,1.0,,,,
2020-09-15,country/BHS,,,3032.0,24.0,69.0,1.0,,,,
2020-09-16,country/BHS,,,3087.0,55.0,69.0,0.0,,,,
2020-09-17,country/BHS,,,3177.0,90.0,69.0,0.0,,,,
2020-09-18,country/BHS,,,3177.0,0.0,69.0,0.0,,,,
2020-09-19,country/BHS,,,3214.0,37.0,73.0,4.0,,,,
2020-09-20,country/BHS,,,3315.0,101.0,74.0,1.0,,,,
2020-09-21,country/BHS,,,3418.0,103.0,75.0,1.0,,,,
2020-09-22,country/BHS,,,3467.0,49.0,77.0,2.0,,,,
2020-09-23,country/BHS,,,3618.0,151.0,80.0,3.0,,,,
2020-09-24,country/BHS,,,3699.0,81.0,86.0,6.0,,,,
2020-09-25,country/BHS,,,3790.0,91.0,89.0,3.0,,,,
2020-09-26,country/BHS,,,3790.0,0.0,89.0,0.0,,,,
2020-09-27,country/BHS,,,3838.0,48.0,89.0,0.0,,,,
2020-09-28,country/BHS,,,3838.0,0.0,89.0,0.0,,,,
2020-09-29,country/BHS,,,3903.0,65.0,91.0,2.0,,,,
2020-09-30,country/BHS,,,4123.0,220.0,96.0,5.0,,,,
2020-10-01,country/BHS,,,4123.0,0.0,96.0,0.0,,,,
2020-10-02,country/BHS,,,4220.0,97.0,96.0,0.0,,,,
2020-10-03,country/BHS,,,4332.0,112.0,96.0,0.0,,,,
2020-10-04,country/BHS,,,4409.0,77.0,96.0,0.0,,,,
2020-10-05,country/BHS,,,4452.0,43.0,96.0,0.0,,,,
2020-10-06,country/BHS,,,4559.0,107.0,100.0,4.0,,,,
2020-10-07,country/BHS,,,4713.0,154.0,102.0,2.0,,,,
2020-10-08,country/BHS,,,4713.0,0.0,102.0,0.0,,,,
2020-10-09,country/BHS,,,4713.0,0.0,102.0,0.0,,,,
2020-10-10,country/BHS,,,5023.0,310.0,106.0,4.0,,,,
2020-10-11,country/BHS,,,5078.0,55.0,107.0,1.0,,,,
2020-10-12,country/BHS,,,5163.0,85.0,108.0,1.0,,,,
2020-10-13,country/BHS,,,5163.0,0.0,108.0,0.0,,,,
2020-10-14,country/BHS,,,5191.0,28.0,109.0,1.0,,,,
2020-10-15,country/BHS,,,5385.0,194.0,112.0,3.0,,,,
2020-10-16,country/BHS,,,5517.0,132.0,114.0,2.0,,,,
2020-10-17,country/BHS,,,5628.0,111.0,116.0,2.0,,,,
2020-10-18,country/BHS,,,5703.0,75.0,122.0,6.0,,,,
2020-10-19,country/BHS,,,5773.0,70.0,123.0,1.0,,,,
2020-10-20,country/BHS,,,5923.0,150.0,124.0,1.0,,,,
2020-10-21,country/BHS,,,6051.0,128.0,127.0,3.0,,,,
2020-10-22,country/BHS,,,6135.0,84.0,130.0,3.0,,,,
2020-10-23,country/BHS,,,6268.0,133.0,130.0,0.0,,,,
2020-10-24,country/BHS,,,6268.0,0.0,130.0,0.0,,,,
2020-10-25,country/BHS,,,6410.0,142.0,132.0,2.0,,,,
2020-10-26,country/BHS,,,6410.0,0.0,132.0,0.0,,,,
2020-10-27,country/BHS,,,6502.0,92.0,136.0,4.0,,,,
2020-10-28,country/BHS,,,6549.0,47.0,136.0,0.0,,,,
2020-10-29,country/BHS,,,6607.0,58.0,138.0,2.0,,,,
2020-10-30,country/BHS,,,6644.0,37.0,142.0,4.0,,,,
2020-10-31,country/BHS,,,6714.0,70.0,144.0,2.0,,,,
2020-11-01,country/BHS,,,6714.0,0.0,144.0,0.0,,,,
2020-11-02,country/BHS,,,6735.0,21.0,146.0,2.0,,,,
2020-11-03,country/BHS,,,6790.0,55.0,149.0,3.0,,,,
2020-11-04,country/BHS,,,6843.0,53.0,150.0,1.0,,,,
2020-11-05,country/BHS,,,6882.0,39.0,150.0,0.0,,,,
2020-11-06,country/BHS,,,6882.0,0.0,150.0,0.0,,,,
2020-11-07,country/BHS,,,6947.0,65.0,152.0,2.0,,,,
2020-11-08,country/BHS,,,6947.0,0.0,152.0,0.0,,,,
2020-11-09,country/BHS,,,6964.0,17.0,154.0,2.0,,,,
2020-11-10,country/BHS,,,7012.0,48.0,154.0,0.0,,,,
2020-11-11,country/BHS,,,7060.0,48.0,154.0,0.0,,,,
2020-11-12,country/BHS,,,7124.0,64.0,155.0,1.0,,,,
2020-11-13,country/BHS,,,7163.0,39.0,155.0,0.0,,,,
2020-11-14,country/BHS,,,7163.0,0.0,155.0,0.0,,,,
2020-11-15,country/BHS,,,7186.0,23.0,156.0,1.0,,,,
2020-11-16,country/BHS,,,7256.0,70.0,163.0,7.0,,,,
2020-11-17,country/BHS,,,7312.0,56.0,163.0,0.0,,,,
2020-11-18,country/BHS,,,7323.0,11.0,163.0,0.0,,,,
2020-11-19,country/BHS,,,7348.0,25.0,163.0,0.0,,,,
2020-11-20,country/BHS,,,7367.0,19.0,163.0,0.0,,,,
2020-11-21,country/BHS,,,7395.0,28.0,163.0,0.0,,,,
2020-11-22,country/BHS,,,7413.0,18.0,163.0,0.0,,,,
2020-11-23,country/BHS,,,7431.0,18.0,163.0,0.0,,,,
2020-11-24,country/BHS,,,7460.0,29.0,163.0,0.0,,,,
2020-11-25,country/BHS,,,7469.0,9.0,163.0,0.0,,,,
2020-11-26,country/BHS,,,7482.0,13.0,163.0,0.0,,,,
2020-11-27,country/BHS,,,7496.0,14.0,163.0,0.0,,,,
2020-11-28,country/BHS,,,7496.0,0.0,163.0,0.0,,,,
2020-11-29,country/BHS,,,7517.0,21.0,163.0,0.0,,,,
2020-11-30,country/BHS,,,7541.0,24.0,163.0,0.0,,,,
2020-12-01,country/BHS,,,7543.0,2.0,163.0,0.0,,,,
2020-12-02,country/BHS,,,7543.0,0.0,163.0,0.0,,,,
2020-12-03,country/BHS,,,7549.0,6.0,163.0,0.0,,,,
2020-12-04,country/BHS,,,7565.0,16.0,163.0,0.0,,,,
2020-12-05,country/BHS,,,7570.0,5.0,163.0,0.0,,,,
2020-12-06,country/BHS,,,7570.0,0.0,163.0,0.0,,,,
2020-12-07,country/BHS,,,7579.0,9.0,163.0,0.0,,,,
2020-12-08,country/BHS,,,7579.0,0.0,163.0,0.0,,,,
2020-12-09,country/BHS,,,7585.0,6.0,163.0,0.0,,,,
2020-12-10,country/BHS,,,7585.0,0.0,163.0,0.0,,,,
2020-12-11,country/BHS,,,7623.0,38.0,163.0,0.0,,,,
2020-12-12,country/BHS,,,7648.0,25.0,163.0,0.0,,,,
2020-12-13,country/BHS,,,7659.0,11.0,163.0,0.0,,,,
2020-12-14,country/BHS,,,7674.0,15.0,163.0,0.0,,,,
2020-12-15,country/BHS,,,7698.0,24.0,164.0,1.0,,,,
2020-12-16,country/BHS,,,7714.0,16.0,164.0,0.0,,,,
2020-12-17,country/BHS,,,7725.0,11.0,164.0,0.0,,,,
2020-12-18,country/BHS,,,7733.0,8.0,164.0,0.0,,,,
2020-12-19,country/BHS,,,7733.0,0.0,164.0,0.0,,,,
2020-12-20,country/BHS,,,7746.0,13.0,164.0,0.0,,,,
2020-12-21,country/BHS,,,7765.0,19.0,164.0,0.0,,,,
2020-12-22,country/BHS,,,7772.0,7.0,169.0,5.0,,,,
2020-12-23,country/BHS,,,7788.0,16.0,169.0,0.0,,,,
2020-12-24,country/BHS,,,7788.0,0.0,169.0,0.0,,,,
2020-12-25,country/BHS,,,7788.0,0.0,169.0,0.0,,,,
2020-12-26,country/BHS,,,7788.0,0.0,169.0,0.0,,,,
2020-12-27,country/BHS,,,7834.0,46.0,170.0,1.0,,,,
2020-12-28,country/BHS,,,7834.0,0.0,170.0,0.0,,,,
2020-12-29,country/BHS,,,7846.0,12.0,170.0,0.0,,,,
2020-12-30,country/BHS,,,7857.0,11.0,170.0,0.0,,,,
2020-12-31,country/BHS,,,7871.0,14.0,170.0,0.0,,,,
2021-01-01,country/BHS,,,7887.0,16.0,171.0,1.0,,,,
2021-01-02,country/BHS,,,7887.0,0.0,171.0,0.0,,,,
2021-01-03,country/BHS,,,7914.0,27.0,175.0,4.0,,,,
2021-01-04,country/BHS,,,7924.0,10.0,175.0,0.0,,,,
2021-01-05,country/BHS,,,7928.0,4.0,175.0,0.0,,,,
2021-01-06,country/BHS,,,7945.0,17.0,175.0,0.0,,,,
2021-01-07,country/BHS,,,7959.0,14.0,175.0,0.0,,,,
2021-01-08,country/BHS,,,7969.0,10.0,175.0,0.0,,,,
2021-01-09,country/BHS,,,7969.0,0.0,175.0,0.0,,,,
2021-01-10,country/BHS,,,7969.0,0.0,175.0,0.0,,,,
2021-01-11,country/BHS,,,8004.0,35.0,175.0,0.0,,,,
2020-02-24,country/BHR,,,1.0,1.0,,,,,,
