,geo,time,MIO_EUR,EUR_HAB,MIO_NAC,MIO_PPS_EU27_2020,PPS_HAB_EU27_2020
31511,~MTZZ~,2023,28.46,:,28.46,31.34,:
31512,~MTZZZ~,2000,6.96,:,6.55,9.38,:
31513,~MTZZZ~,2001,8.16,:,7.66,10.76,:
31514,~MTZZZ~,2002,8.22,:,7.83,11.04,:
31515,~MTZZZ~,2003,7.82,:,7.76,11.1,:
31516,~MTZZZ~,2004,10.19,:,10.16,14.66,:
31517,~MTZZZ~,2005,11.28,:,11.29,16.15,:
31518,~MTZZZ~,2006,11.04,:,11.04,15.36,:
31519,~MTZZZ~,2007,12.58,:,12.58,17.49,:
31520,~MTZZZ~,2008,12.69,:,12.69,17.23,:
31521,~MTZZZ~,2009,12.86,:,12.86,17.05,:
31522,~MTZZZ~,2010,13.71,:,13.71,18.12,:
31523,~MTZZZ~,2011,13.94,:,13.94,18.1,:
31524,~MTZZZ~,2012,14.29,:,14.29,18.21,:
31525,~MTZZZ~,2013,14.84,:,14.84,18.55,:
31526,~MTZZZ~,2014,15.31,:,15.31,18.72,:
31527,~MTZZZ~,2015,15.46,:,15.46,18.53,:
31528,~MTZZZ~,2016,16.08,:,16.08,19.16,:
31529,~MTZZZ~,2017,17.15,:,17.15,20.09,:
31530,~MTZZZ~,2018,18.9,:,18.9,21.84,:
31531,~MTZZZ~,2019,20.22,:,20.22,23.33,:
31532,~MTZZZ~,2020,14.45,:,14.45,16.56,:
31533,~MTZZZ~,2021,22.62,:,22.62,25.46,:
31534,~MTZZZ~,2022,21.58,:,21.58,23.79,:
31535,~MTZZZ~,2023,28.46,:,28.46,31.34,:
32928,~NLZZ~,2000,2247.61,:,2247.61,2096.96,:
32929,~NLZZ~,2001,2774.35,:,2774.35,2538.1,:
32930,~NLZZ~,2002,2583.95,:,2583.95,2351.59,:
32931,~NLZZ~,2003,2701.5,:,2701.5,2396.98,:
32932,~NLZZ~,2004,2864.95,:,2864.95,2578.74,:
32933,~NLZZ~,2005,3188.3,:,3188.3,2911.02,:
32934,~NLZZ~,2006,3930.02,:,3930.02,3583.59,:
32935,~NLZZ~,2007,3806.88,:,3806.88,3494.96,:
32936,~NLZZ~,2008,5134.96,:,5134.96,4700.49,:
32937,~NLZZ~,2009,3840.23,:,3840.23,3419.07,:
32938,~NLZZ~,2010,4542.55,:,4542.55,4025.62,:
32939,~NLZZ~,2011,4815.69,:,4815.69,4292.33,:
32940,~NLZZ~,2012,5314.78,:,5314.78,4760.72,:
32941,~NLZZ~,2013,4931.24,:,4931.24,4459.51,:
32942,~NLZZ~,2014,4124.27,:,4124.27,3654.91,:
32943,~NLZZ~,2015,3577.05,:,3577.05,3175.4,:
32944,~NLZZ~,2016,2334.96,:,2334.96,2039.13,:
32945,~NLZZ~,2017,2477.41,:,2477.41,2175.65,:
32946,~NLZZ~,2018,2523.32,:,2523.32,2202.75,:
32947,~NLZZ~,2019,2122.92,:,2122.92,1799.19,:
32948,~NLZZ~,2020,1270.54,:,1270.54,1085.26,:
32949,~NLZZ~,2021,3293.78,:,3293.78,2833.31,:
32950,~NLZZ~,2022,9593.86,:,9593.86,8264.08,:
32951,~NLZZ~,2023,7450.35,:,7450.35,6338.4,:
32952,~NLZZZ~,2000,2247.61,:,2247.61,2096.96,:
32953,~NLZZZ~,2001,2774.35,:,2774.35,2538.1,:
32954,~NLZZZ~,2002,2583.95,:,2583.95,2351.59,:
32955,~NLZZZ~,2003,2701.5,:,2701.5,2396.98,:
32956,~NLZZZ~,2004,2864.95,:,2864.95,2578.74,:
32957,~NLZZZ~,2005,3188.3,:,3188.3,2911.02,:
32958,~NLZZZ~,2006,3930.02,:,3930.02,3583.59,:
32959,~NLZZZ~,2007,3806.88,:,3806.88,3494.96,:
32960,~NLZZZ~,2008,5134.96,:,5134.96,4700.49,:
32961,~NLZZZ~,2009,3840.23,:,3840.23,3419.07,:
32962,~NLZZZ~,2010,4542.55,:,4542.55,4025.62,:
32963,~NLZZZ~,2011,4815.69,:,4815.69,4292.33,:
32964,~NLZZZ~,2012,5314.78,:,5314.78,4760.72,:
32965,~NLZZZ~,2013,4931.24,:,4931.24,4459.51,:
32966,~NLZZZ~,2014,4124.27,:,4124.27,3654.91,:
32967,~NLZZZ~,2015,3577.05,:,3577.05,3175.4,:
32968,~NLZZZ~,2016,2334.96,:,2334.96,2039.13,:
32969,~NLZZZ~,2017,2477.41,:,2477.41,2175.65,:
32970,~NLZZZ~,2018,2523.32,:,2523.32,2202.75,:
32971,~NLZZZ~,2019,2122.92,:,2122.92,1799.19,:
32972,~NLZZZ~,2020,1270.54,:,1270.54,1085.26,:
32973,~NLZZZ~,2021,3293.78,:,3293.78,2833.31,:
32974,~NLZZZ~,2022,9593.86,:,9593.86,8264.08,:
32975,~NLZZZ~,2023,7450.35,:,7450.35,6338.4,:
33408,~NOZ~,2000,:,:,:,:,:
33409,~NOZ~,2001,:,:,:,:,:
33410,~NOZ~,2002,:,:,:,:,:
33411,~NOZ~,2003,:,:,:,:,:
33412,~NOZ~,2004,:,:,:,:,:
33413,~NOZ~,2005,:,:,:,:,:
33414,~NOZ~,2006,:,:,:,:,:
33415,~NOZ~,2007,:,:,:,:,:
33416,~NOZ~,2008,86891.12,:,714566.53,62593.42,:
33417,~NOZ~,2009,56990.07,:,497397.9,41357.12,:
33418,~NOZ~,2010,68876.04,:,551304.5,45596.27,:
33419,~NOZ~,2011,88210.45,:,687459.35,56403.22,:
33420,~NOZ~,2012,96508.73,:,721412.42,58950.48,:
33421,~NOZ~,2013,89269.57,:,696900.73,55710.61,:
33422,~NOZ~,2014,77621.27,:,648479.1,50094.56,:
33423,~NOZ~,2015,56378.63,:,504566.2,36526.24,:
33424,~NOZ~,2016,43937.79,:,408208.42,28238.58,:
33425,~NOZ~,2017,56337.16,:,525456.67,37018.59,:
33426,~NOZ~,2018,69160.54,:,663768.33,46961.53,:
33427,~NOZ~,2019,53560.07,:,527625.65,36190.3,:
33428,~NOZ~,2020,36011.63,:,386145.52,25724.86,:
33429,~NOZ~,2021,104165.82,:,1058668.51,75160.17,:
33430,~NOZ~,2022,:,:,:,:,:
33431,~NOZ~,2023,:,:,:,:,:
33432,~NOZZ~,2000,:,:,:,:,:
33433,~NOZZ~,2001,:,:,:,:,:
33434,~NOZZ~,2002,:,:,:,:,:
33435,~NOZZ~,2003,:,:,:,:,:
33436,~NOZZ~,2004,:,:,:,:,:
33437,~NOZZ~,2005,:,:,:,:,:
33438,~NOZZ~,2006,:,:,:,:,:
33439,~NOZZ~,2007,:,:,:,:,:
33440,~NOZZ~,2008,86891.12,:,714566.53,62593.42,:
33441,~NOZZ~,2009,56990.07,:,497397.9,41357.12,:
33442,~NOZZ~,2010,68876.04,:,551304.5,45596.27,:
33443,~NOZZ~,2011,88210.45,:,687459.35,56403.22,:
33444,~NOZZ~,2012,96508.73,:,721412.42,58950.48,:
33445,~NOZZ~,2013,89269.57,:,696900.73,55710.61,:
33446,~NOZZ~,2014,77621.27,:,648479.1,50094.56,:
33447,~NOZZ~,2015,56378.63,:,504566.2,36526.24,:
33448,~NOZZ~,2016,43937.79,:,408208.42,28238.58,:
33449,~NOZZ~,2017,56337.16,:,525456.67,37018.59,:
33450,~NOZZ~,2018,69160.54,:,663768.33,46961.53,:
33451,~NOZZ~,2019,53560.07,:,527625.65,36190.3,:
33452,~NOZZ~,2020,36011.63,:,386145.52,25724.86,:
33453,~NOZZ~,2021,104165.82,:,1058668.51,75160.17,:
33454,~NOZZ~,2022,:,:,:,:,:
33455,~NOZZ~,2023,:,:,:,:,:
33456,~NOZZZ~,2000,:,:,:,:,:
33457,~NOZZZ~,2001,:,:,:,:,:
33458,~NOZZZ~,2002,:,:,:,:,:
33459,~NOZZZ~,2003,:,:,:,:,:
33460,~NOZZZ~,2004,:,:,:,:,:
33461,~NOZZZ~,2005,:,:,:,:,:
33462,~NOZZZ~,2006,:,:,:,:,:
33463,~NOZZZ~,2007,:,:,:,:,:
33464,~NOZZZ~,2008,86891.12,:,714566.53,62593.42,:
33465,~NOZZZ~,2009,56990.07,:,497397.9,41357.12,:
33466,~NOZZZ~,2010,68876.04,:,551304.5,45596.27,:
33467,~NOZZZ~,2011,88210.45,:,687459.35,56403.22,:
33468,~NOZZZ~,2012,96508.73,:,721412.42,58950.48,:
33469,~NOZZZ~,2013,89269.57,:,696900.73,55710.61,:
33470,~NOZZZ~,2014,77621.27,:,648479.1,50094.56,:
33471,~NOZZZ~,2015,56378.63,:,504566.2,36526.24,:
33472,~NOZZZ~,2016,43937.79,:,408208.42,28238.58,:
33473,~NOZZZ~,2017,56337.16,:,525456.67,37018.59,:
33474,~NOZZZ~,2018,69160.54,:,663768.33,46961.53,:
33475,~NOZZZ~,2019,53560.07,:,527625.65,36190.3,:
33476,~NOZZZ~,2020,36011.63,:,386145.52,25724.86,:
33477,~NOZZZ~,2021,104165.82,:,1058668.51,75160.17,:
33478,~NOZZZ~,2022,:,:,:,:,:
33479,~NOZZZ~,2023,:,:,:,:,:
36792,~PTZZ~,2000,313.8,:,313.8,394.37,:
36793,~PTZZ~,2001,258.24,:,258.24,318.64,:
36794,~PTZZ~,2002,204.48,:,204.48,249.44,:
36795,~PTZZ~,2003,163.3,:,163.3,200.21,:
36796,~PTZZ~,2004,135.67,:,135.67,163.95,:
36797,~PTZZ~,2005,109.37,:,109.37,134.87,:
36798,~PTZZ~,2006,91.46,:,91.46,113.59,:
36799,~PTZZ~,2007,70.31,:,70.31,85.85,:
36800,~PTZZ~,2008,60.83,:,60.83,74.21,:
36801,~PTZZ~,2009,195.86,:,195.86,235.81,:
36802,~PTZZ~,2010,196.78,:,196.78,239.01,:
36803,~PTZZ~,2011,176.55,:,176.55,211.16,:
36804,~PTZZ~,2012,122.95,:,122.95,149.98,:
36805,~PTZZ~,2013,146.94,:,146.94,181.74,:
36806,~PTZZ~,2014,125.14,:,125.14,154.95,:
36807,~PTZZ~,2015,151.13,:,151.13,185.78,:
36808,~PTZZ~,2016,140.7,:,140.7,171.05,:
36809,~PTZZ~,2017,148.67,:,148.67,177.38,:
36810,~PTZZ~,2018,145.25,:,145.25,172.41,:
36811,~PTZZ~,2019,155.97,:,155.97,184.19,:
36812,~PTZZ~,2020,150.87,:,150.87,177.55,:
36813,~PTZZ~,2021,150.45,:,150.45,177.56,:
36814,~PTZZ~,2022,170.88,:,170.88,204.14,:
36815,~PTZZ~,2023,181.75,:,181.75,220.81,:
36816,~PTZZZ~,2000,313.8,:,313.8,394.37,:
36817,~PTZZZ~,2001,258.24,:,258.24,318.64,:
36818,~PTZZZ~,2002,204.48,:,204.48,249.44,:
36819,~PTZZZ~,2003,163.3,:,163.3,200.21,:
36820,~PTZZZ~,2004,135.67,:,135.67,163.95,:
36821,~PTZZZ~,2005,109.37,:,109.37,134.87,:
36822,~PTZZZ~,2006,91.46,:,91.46,113.59,:
36823,~PTZZZ~,2007,70.31,:,70.31,85.85,:
36824,~PTZZZ~,2008,60.83,:,60.83,74.21,:
36825,~PTZZZ~,2009,195.86,:,195.86,235.81,:
36826,~PTZZZ~,2010,196.78,:,196.78,239.01,:
36827,~PTZZZ~,2011,176.55,:,176.55,211.16,:
36828,~PTZZZ~,2012,122.95,:,122.95,149.98,:
36829,~PTZZZ~,2013,146.94,:,146.94,181.74,:
36830,~PTZZZ~,2014,125.14,:,125.14,154.95,:
36831,~PTZZZ~,2015,151.13,:,151.13,185.78,:
36832,~PTZZZ~,2016,140.7,:,140.7,171.05,:
36833,~PTZZZ~,2017,148.67,:,148.67,177.38,:
36834,~PTZZZ~,2018,145.25,:,145.25,172.41,:
36835,~PTZZZ~,2019,155.97,:,155.97,184.19,:
36836,~PTZZZ~,2020,150.87,:,150.87,177.55,:
36837,~PTZZZ~,2021,150.45,:,150.45,177.56,:
36838,~PTZZZ~,2022,170.88,:,170.88,204.14,:
36839,~PTZZZ~,2023,181.75,:,181.75,220.81,:
38184,~ROZZ~,2000,53.64,:,106.87,144.1,:
38185,~ROZZ~,2001,42.09,:,109.45,111.38,:
38186,~ROZZ~,2002,40.86,:,127.77,107.07,:
38187,~ROZZ~,2003,40.92,:,153.66,107.24,:
38188,~ROZZ~,2004,41.61,:,168.56,108.56,:
38189,~ROZZ~,2005,56.18,:,203.43,118.91,:
38190,~ROZZ~,2006,62.87,:,221.67,125.93,:
38191,~ROZZ~,2007,111.55,:,372.04,197.46,:
38192,~ROZZ~,2008,121.99,:,449.26,222.6,:
38193,~ROZZ~,2009,102.34,:,433.89,209.11,:
38194,~ROZZ~,2010,153.83,:,647.96,318.94,:
38195,~ROZZ~,2011,118.36,:,501.72,241.21,:
38196,~ROZZ~,2012,107.12,:,477.7,225.61,:
38197,~ROZZ~,2013,116.26,:,513.75,230.87,:
38198,~ROZZ~,2014,105.99,:,470.97,207.31,:
38199,~ROZZ~,2015,127.86,:,568.4,245.77,:
38200,~ROZZ~,2016,118.4,:,531.67,231.28,:
38201,~ROZZ~,2017,149.28,:,682.04,290.34,:
38202,~ROZZ~,2018,159.01,:,740.02,301.26,:
38203,~ROZZ~,2019,156.8,:,744.04,295.62,:
38204,~ROZZ~,2020,154.93,:,749.57,296.54,:
38205,~ROZZ~,2021,141.12,:,694.5,268.08,:
38206,~ROZZ~,2022,185.23,:,913.42,331.4,:
38207,~ROZZ~,2023,210.12,:,1039.4,366.7,:
38208,~ROZZZ~,2000,53.64,:,106.87,144.1,:
38209,~ROZZZ~,2001,42.09,:,109.45,111.38,:
38210,~ROZZZ~,2002,40.86,:,127.77,107.07,:
38211,~ROZZZ~,2003,40.92,:,153.66,107.24,:
38212,~ROZZZ~,2004,41.61,:,168.56,108.56,:
38213,~ROZZZ~,2005,56.18,:,203.43,118.91,:
38214,~ROZZZ~,2006,62.87,:,221.67,125.93,:
38215,~ROZZZ~,2007,111.55,:,372.04,197.46,:
38216,~ROZZZ~,2008,121.99,:,449.26,222.6,:
38217,~ROZZZ~,2009,102.34,:,433.89,209.11,:
38218,~ROZZZ~,2010,153.83,:,647.96,318.94,:
38219,~ROZZZ~,2011,118.36,:,501.72,241.21,:
38220,~ROZZZ~,2012,107.12,:,477.7,225.61,:
38221,~ROZZZ~,2013,116.26,:,513.75,230.87,:
38222,~ROZZZ~,2014,105.99,:,470.97,207.31,:
38223,~ROZZZ~,2015,127.86,:,568.4,245.77,:
38224,~ROZZZ~,2016,118.4,:,531.67,231.28,:
38225,~ROZZZ~,2017,149.28,:,682.04,290.34,:
38226,~ROZZZ~,2018,159.01,:,740.02,301.26,:
38227,~ROZZZ~,2019,156.8,:,744.04,295.62,:
38228,~ROZZZ~,2020,154.93,:,749.57,296.54,:
38229,~ROZZZ~,2021,141.12,:,694.5,268.08,:
38230,~ROZZZ~,2022,185.23,:,913.42,331.4,:
38231,~ROZZZ~,2023,210.12,:,1039.4,366.7,:
39000,~RSZ~,2000,14.7,:,224.06,19.39,:
39001,~RSZ~,2001,8.6,:,511.28,23.74,:
39002,~RSZ~,2002,12.75,:,774.05,31.17,:
39003,~RSZ~,2003,14.76,:,961.16,34.87,:
39004,~RSZ~,2004,14.37,:,1044.39,35.42,:
39005,~RSZ~,2005,13.42,:,1113.63,33.74,:
39006,~RSZ~,2006,15.08,:,1268.25,34.98,:
39007,~RSZ~,2007,20.56,:,1643.76,42.67,:
39008,~RSZ~,2008,22.71,:,1849.6,45.82,:
39009,~RSZ~,2009,20.62,:,1937.24,43.99,:
39010,~RSZ~,2010,20.36,:,2098.44,45.59,:
39011,~RSZ~,2011,21.37,:,2178.9,44.7,:
39012,~RSZ~,2012,23.44,:,2652.14,51.56,:
39013,~RSZ~,2013,22.57,:,2554.02,46.88,:
39014,~RSZ~,2014,21.91,:,2570.34,46.29,:
39015,~RSZ~,2015,25.09,:,3028.97,53.46,:
39016,~RSZ~,2016,24.34,:,2996.59,51.46,:
39017,~RSZ~,2017,25.39,:,3080.62,51.84,:
39018,~RSZ~,2018,22.6,:,2673,44.2,:
39019,~RSZ~,2019,22.21,:,2617.92,42.94,:
39020,~RSZ~,2020,21.36,:,2510.95,40.34,:
39021,~RSZ~,2021,23.13,:,2719.3,42.19,:
39022,~RSZ~,2022,23.96,:,2814.2,41.36,:
39023,~RSZ~,2023,25.21,:,2955.73,41.41,:
39024,~RSZZ~,2000,14.7,:,224.06,19.39,:
39025,~RSZZ~,2001,8.6,:,511.28,23.74,:
39026,~RSZZ~,2002,12.75,:,774.05,31.17,:
39027,~RSZZ~,2003,14.76,:,961.16,34.87,:
39028,~RSZZ~,2004,14.37,:,1044.39,35.42,:
39029,~RSZZ~,2005,13.42,:,1113.63,33.74,:
39030,~RSZZ~,2006,15.08,:,1268.25,34.98,:
39031,~RSZZ~,2007,20.56,:,1643.76,42.67,:
39032,~RSZZ~,2008,22.71,:,1849.6,45.82,:
39033,~RSZZ~,2009,20.62,:,1937.24,43.99,:
39034,~RSZZ~,2010,20.36,:,2098.44,45.59,:
39035,~RSZZ~,2011,21.37,:,2178.9,44.7,:
39036,~RSZZ~,2012,23.44,:,2652.14,51.56,:
39037,~RSZZ~,2013,22.57,:,2554.02,46.88,:
39038,~RSZZ~,2014,21.91,:,2570.34,46.29,:
39039,~RSZZ~,2015,25.09,:,3028.97,53.46,:
39040,~RSZZ~,2016,24.34,:,2996.59,51.46,:
39041,~RSZZ~,2017,25.39,:,3080.62,51.84,:
39042,~RSZZ~,2018,22.6,:,2673,44.2,:
39043,~RSZZ~,2019,22.21,:,2617.92,42.94,:
39044,~RSZZ~,2020,21.36,:,2510.95,40.34,:
39045,~RSZZ~,2021,23.13,:,2719.3,42.19,:
39046,~RSZZ~,2022,23.96,:,2814.2,41.36,:
39047,~RSZZ~,2023,25.21,:,2955.73,41.41,:
39048,~RSZZZ~,2000,14.7,:,224.06,19.39,:
39049,~RSZZZ~,2001,8.6,:,511.28,23.74,:
39050,~RSZZZ~,2002,12.75,:,774.05,31.17,:
39051,~RSZZZ~,2003,14.76,:,961.16,34.87,:
39052,~RSZZZ~,2004,14.37,:,1044.39,35.42,:
39053,~RSZZZ~,2005,13.42,:,1113.63,33.74,:
39054,~RSZZZ~,2006,15.08,:,1268.25,34.98,:
39055,~RSZZZ~,2007,20.56,:,1643.76,42.67,:
39056,~RSZZZ~,2008,22.71,:,1849.6,45.82,:
39057,~RSZZZ~,2009,20.62,:,1937.24,43.99,:
39058,~RSZZZ~,2010,20.36,:,2098.44,45.59,:
39059,~RSZZZ~,2011,21.37,:,2178.9,44.7,:
39060,~RSZZZ~,2012,23.44,:,2652.14,51.56,:
39061,~RSZZZ~,2013,22.57,:,2554.02,46.88,:
39062,~RSZZZ~,2014,21.91,:,2570.34,46.29,:
39063,~RSZZZ~,2015,25.09,:,3028.97,53.46,:
39064,~RSZZZ~,2016,24.34,:,2996.59,51.46,:
39065,~RSZZZ~,2017,25.39,:,3080.62,51.84,:
39066,~RSZZZ~,2018,22.6,:,2673,44.2,:
39067,~RSZZZ~,2019,22.21,:,2617.92,42.94,:
39068,~RSZZZ~,2020,21.36,:,2510.95,40.34,:
39069,~RSZZZ~,2021,23.13,:,2719.3,42.19,:
39070,~RSZZZ~,2022,23.96,:,2814.2,41.36,:
39071,~RSZZZ~,2023,:,:,:,:,:
39888,~SEZZ~,2000,78.59,:,663.7,60.17,:
39889,~SEZZ~,2001,72.48,:,670.78,59.06,:
39890,~SEZZ~,2002,72.35,:,662.79,57.72,:
39891,~SEZZ~,2003,86.86,:,792.55,68.61,:
39892,~SEZZ~,2004,86.59,:,790.05,69.46,:
39893,~SEZZ~,2005,88.85,:,824.76,71.27,:
39894,~SEZZ~,2006,90.43,:,836.92,73.03,:
39895,~SEZZ~,2007,91.69,:,848.17,75.49,:
39896,~SEZZ~,2008,89.21,:,857.76,75.82,:
39897,~SEZZ~,2009,92.82,:,985.68,83.46,:
39898,~SEZZ~,2010,111.67,:,1065.05,89.32,:
39899,~SEZZ~,2011,124.32,:,1122.61,94.59,:
39900,~SEZZ~,2012,108.46,:,944.06,80.55,:
39901,~SEZZ~,2013,112.54,:,973.6,81.74,:
39902,~SEZZ~,2014,106.35,:,967.6,79.47,:
39903,~SEZZ~,2015,102.36,:,957.44,77.75,:
39904,~SEZZ~,2016,100.74,:,953.94,75.11,:
39905,~SEZZ~,2017,102.06,:,983.31,76.3,:
39906,~SEZZ~,2018,96.54,:,990.32,75.74,:
39907,~SEZZ~,2019,98.91,:,1047.35,79.35,:
39908,~SEZZ~,2020,94.75,:,993.45,75.23,:
39909,~SEZZ~,2021,96.85,:,982.71,74.95,:
39910,~SEZZ~,2022,108.51,:,1153.45,85.81,:
39911,~SEZZ~,2023,103.63,:,1189.51,88.04,:
39912,~SEZZZ~,2000,78.59,:,663.7,60.17,:
39913,~SEZZZ~,2001,72.48,:,670.78,59.06,:
39914,~SEZZZ~,2002,72.35,:,662.79,57.72,:
39915,~SEZZZ~,2003,86.86,:,792.55,68.61,:
39916,~SEZZZ~,2004,86.59,:,790.05,69.46,:
39917,~SEZZZ~,2005,88.85,:,824.76,71.27,:
39918,~SEZZZ~,2006,90.43,:,836.92,73.03,:
39919,~SEZZZ~,2007,91.69,:,848.17,75.49,:
39920,~SEZZZ~,2008,89.21,:,857.76,75.82,:
39921,~SEZZZ~,2009,92.82,:,985.68,83.46,:
39922,~SEZZZ~,2010,111.67,:,1065.05,89.32,:
39923,~SEZZZ~,2011,124.32,:,1122.61,94.59,:
39924,~SEZZZ~,2012,108.46,:,944.06,80.55,:
39925,~SEZZZ~,2013,112.54,:,973.6,81.74,:
39926,~SEZZZ~,2014,106.35,:,967.6,79.47,:
39927,~SEZZZ~,2015,102.36,:,957.44,77.75,:
39928,~SEZZZ~,2016,100.74,:,953.94,75.11,:
39929,~SEZZZ~,2017,102.06,:,983.31,76.3,:
39930,~SEZZZ~,2018,96.54,:,990.32,75.74,:
39931,~SEZZZ~,2019,98.91,:,1047.35,79.35,:
39932,~SEZZZ~,2020,94.75,:,993.45,75.23,:
39933,~SEZZZ~,2021,96.85,:,982.71,74.95,:
39934,~SEZZZ~,2022,108.51,:,1153.45,85.81,:
39935,~SEZZZ~,2023,103.63,:,1189.51,88.04,:
