"Units","ScalingFactors","MinDate","MeasurementMethods","observationPeriods","StatVar","NumPlaces"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensAndGirlsApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AlcoholicBeveragesAtHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherBeverageMaterialsIncludingTea","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_GasolineAllTypes","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_CerealsAndBakeryProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherFreshFruits","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_EnergyCommodities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TelephoneHardwareCalculatorsAndOtherConsumerInformationItems","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherCondiments","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EyeglassesAndEyeCare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherGoodsAndServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensUnderwearNightwearSportswearAndAccessories","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HouseholdFurnishingsAndSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BeverageMaterialsIncludingCoffeeAndTea","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PersonalComputersAndPeripheralEquipment","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Margarine","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SugarAndArtificialSweeteners","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_FuelOil","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PetFood","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ApparelServicesOtherThanLaundryAndDryCleaning","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensOuterwear","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_DomesticServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshMilkOtherThanWhole","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensSuitsAndSeparates","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InformationAndInformationProcessing","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SportingGoods","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherHouseholdEquipmentAndFurnishings","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RentOfPrimaryResidence","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_UtilityPipedGasService","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PersonalCare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensDresses","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EducationalBooksAndSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_Energy","1"
"[]","[]","2013-11","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InfantsFurniture","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FuelOilAndOtherFuels","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_FoodAtHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FullServiceMealsAndSnacks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PetServicesIncludingVeterinary","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Housing","1"
"[]","[]","2018-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensUnderwearNightwearSwimwearAndAccessories","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_OwnersEquivalentRentOfResidences","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoAndAudio","1"
"[]","[]","2017-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoDiscsAndOtherMediaIncludingRentalOfVideo","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Durables","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PetsPetProductsAndServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FlourAndPreparedFlourMixes","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InternetServicesAndElectronicInformationProviders","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WaterAndSewerageMaintenance","1"
"[]","[]","2019-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SugarAndSugarSubstitutes","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FilmProcessing","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FoodAtElementaryAndSecondarySchools","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FuelOil","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PetServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MiscellaneousHouseholdProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TuitionOtherSchoolFeesAndChildcare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_NonalcoholicBeveragesAndBeverageMaterials","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FruitsAndVegetables","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EducationAndCommunicationServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TobaccoAndSmokingProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AirlineFare","1"
"[]","[]","2016-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_AirlineFares","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherGoods","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ChildCareAndNurserySchool","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CrackersBreadAndCrackerProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FinancialServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherAppliances","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Appliances","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherPoultryIncludingTurkey","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_StationeryStationerySuppliesGiftWrap","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ElementaryAndHighSchoolTuitionAndFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_DairyAndRelatedProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ButterAndMargarine","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OrangesIncludingTangerines","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Butter","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SportsVehiclesIncludingBicycles","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AlcoholicBeveragesAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Rice","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_FruitsAndVegetables","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Education","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ShipFare","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Commodities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ClocksLampsAndDecoratorItems","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_AllItemsExceptFoodAndEnergy","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WineAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ToolsHardwareOutdoorEquipmentAndSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographerFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RentalOfVideoOrAudioDiscsAndOtherMedia","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ComputerSoftwareAndAccessories","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshCakesAndCupcakes","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherFoodAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Communication","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TechnicalAndBusinessSchoolTuitionAndFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_StateMotorVehicleRegistrationAndLicenseFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InfantsAndToddlersApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherDairyAndRelatedProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_TaxReturnPreparationAndOtherAccountingFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshSweetrollsCoffeecakesDoughnuts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Eggs","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UncookedBeefRoasts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NewCarsAndTrucks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FrozenAndRefrigeratedBakeryProductsPiesTartsTurnovers","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_GasolineAllTypes","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_WomensApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BedroomFurniture","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherRecreationalGoods","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MensPantsAndShorts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LivingRoomKitchenAndDiningRoomFurniture","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_TransportationServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NondurablesExceptFoodBeveragesAndApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CannedVegetables","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FuneralExpenses","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherPersonalServices","1"
"[]","[]","2017-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RentalOfVideoDiscsAndOtherMedia","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InstantAndFreezeDriedCoffee","1"
"[]","[]","2016-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ClubMembershipForShoppingClubsFraternalOrOtherOrganizationsOrParticipantSportsFees","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_DistilledSpiritsAtHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_BaconAndRelatedProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherFoods","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_EnergyCommodities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Poultry","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_VideoAndAudioServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FurnitureAndBedding","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PeanutButter","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LaundryAndDryCleaningServices","1"
"[]","[]","2022-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PurchaseSubscriptionAndRentalOfVideo","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_JuicesAndNonalcoholicDrinks","1"
"[]","[]","2017-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_InstantCoffee","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_SaltAndOtherSeasoningsAndSpices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HairDentalShavingAndMiscellaneousPersonalCareProducts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_CableAndSatelliteTelevisionAndRadioService","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_JewelryAndWatches","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RoastedCoffee","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Chicken","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_MotorVehicleMaintenanceAndRepair","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_MotorVehicleInsurance","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MensAndBoysApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FuelsAndUtilities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FrozenNoncarbonatedJuicesAndDrinks","1"
"[]","[]","2017-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RecordedMusicAndMusicSubscriptions","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MedicalCareServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MensApparel","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RecreationCommodities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhysiciansServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_NonfrozenNoncarbonatedJuicesAndDrinks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_RecreationalReadingMaterials","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_ApparelExceptFootwear","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshWholeChicken","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MedicalEquipmentAndSupplies","1"
"[]","[]","2018-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_PhotographersAndPhotoProcessing","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherFurniture","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_LodgingAwayFromHome","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_GasolineUnleadedPremium","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Soups","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UncookedGroundBeef","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_FreshAndFrozenChickenParts","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Coffee","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_UtilitiesAndPublicTransportation","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OutpatientHospitalServices","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_UsedCarsAndTrucks","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherSweets","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanWageEarnerAndClericalWorker_CommoditiesExceptFoodAndEnergyCommodities","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_HousekeepingSupplies","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_MajorAppliances","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_Energy","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OtherVideoEquipment","1"
"[]","[]","2011-01","[]","[]","SeasonallyUnadjusted_ConsumerPriceIndex_ConsumerGoodsAndServices_UrbanConsumer_OwnersEquivalentRentOfResidences","1"
