"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","C21400182","Volžsk","C21400000","","wikidataId/Q133293","City","country/RUS,wikidataId/Q21485709,wikidataId/Q5446","""Volzhsk""","""Q133293""","","undata-geo:C21400182","""Volžsk""","",""
"GEOGRAPHY","C21400183","Vorkuta","C21400000","","wikidataId/Q133529","City","country/RUS,wikidataId/Q1394087","""Vorkuta""","""Q133529""","","undata-geo:C21400183","","",""
"GEOGRAPHY","C21400184","Voronež","C21400000","","wikidataId/Q3426","City","wikidataId/Q27538353","""Voronezh""","""Q3426""","","undata-geo:C21400184","""Voronež""","",""
"GEOGRAPHY","C21400185","Votkinsk","C21400000","","wikidataId/Q133838","City","wikidataId/Q5422","""Votkinsk""","""Q133838""","","undata-geo:C21400185","","",""
"GEOGRAPHY","C21400186","Zelenodol’sk","C21400000","","wikidataId/Q139743","City","wikidataId/Q2220520","""Zelenodolsk""","""Q139743""","","undata-geo:C21400186","""Zelenodol’sk""","",""
"GEOGRAPHY","C21400187","Zelenograd","C21400000","","wikidataId/Q207695","AdministrativeArea","wikidataId/Q649","""Zelenogradsky Administrative Okrug""","""Q207695""","","undata-geo:C21400187","","",""
"GEOGRAPHY","C21400188","Zheleznodorozhny","C21400000","","wikidataId/Q136023","Place","","""Zheleznodorozhny""","","","undata-geo:C21400188","","",""
"GEOGRAPHY","C21400189","Zheleznogorsk","C21400000","","wikidataId/Q135869","City","wikidataId/Q18407843","""Zheleznogorsk""","""Q135869""","","undata-geo:C21400189","","",""
"GEOGRAPHY","C21400190","Zhukovsky","C21400000","","wikidataId/Q136435","City","wikidataId/Q27477627","""Zhukovsky""","""Q136435""","","undata-geo:C21400190","","",""
"GEOGRAPHY","C21400191","Zlatoust","C21400000","","wikidataId/Q140087","City","wikidataId/Q19909554,wikidataId/Q5714","""Zlatoust""","""Q140087""","","undata-geo:C21400191","","",""
"GEOGRAPHY","C21400192","Berdsk","C21400000","","wikidataId/Q104991","City","wikidataId/Q5851","""Berdsk""","""Q104991""","","undata-geo:C21400192","","",""
"GEOGRAPHY","C21400193","Adygeysk","C21400000","","wikidataId/Q102521","City","wikidataId/Q14506940","""Adygeysk""","""Q102521""","","undata-geo:C21400193","","",""
"GEOGRAPHY","C21400194","Alatyr","C21400000","","wikidataId/Q103255","City","wikidataId/Q5466","""Alatyr""","""Q103255""","","undata-geo:C21400194","","",""
"GEOGRAPHY","C21400195","Aleysk","C21400000","","wikidataId/Q102603","City","wikidataId/Q27129172","""Aleysk""","""Q102603""","","undata-geo:C21400195","","",""
"GEOGRAPHY","C21400196","Birobidzhan","C21400000","","wikidataId/Q7769","City","wikidataId/Q27061857","""Birobidzhan""","""Q7769""","","undata-geo:C21400196","","",""
"GEOGRAPHY","C21400197","Buguruslan","C21400000","","wikidataId/Q132829","City","country/RUS,wikidataId/Q5338","""Buguruslan""","""Q132829""","","undata-geo:C21400197","","",""
"GEOGRAPHY","C21400198","Galich","C21400000","","wikidataId/Q134375","City","wikidataId/Q27572808","""Galich""","""Q134375""","","undata-geo:C21400198","","",""
"GEOGRAPHY","C21400199","Gelendzhik","C21400000","","wikidataId/Q15775","City","wikidataId/Q4307497","""Gelendzhik""","""Q15775""","","undata-geo:C21400199","","",""
"GEOGRAPHY","C21400200","Gorno","C21400000","","wikidataId/Q6025","City","wikidataId/Q15190372","""Gorno-Altaysk""","""Q6025""","","undata-geo:C21400200","","",""
"GEOGRAPHY","C21400201","Gubkinsky","C21400000","","wikidataId/Q134686","City","wikidataId/Q23898960","""Gubkinsky""","""Q134686""","","undata-geo:C21400201","","",""
"GEOGRAPHY","C21400202","Izhevsk","C21400000","","","City","wikidataId/Q5422","""Izhevsk""","""Q5426""","","undata-geo:C21400202","","","Duplicate dcid {'C21400052'}"
"GEOGRAPHY","C21400203","Kedrovy","C21400000","","wikidataId/Q145669","City","wikidataId/Q19911047","""Kedrovy""","""Q145669""","","undata-geo:C21400203","","",""
"GEOGRAPHY","C21400204","Khabarovsk","C21400000","","","City","wikidataId/Q27517125","""Khabarovsk""","""Q4454""","","undata-geo:C21400204","","","Duplicate dcid {'C21400047'}"
"GEOGRAPHY","C21400205","""Komsomol'sk-na-Amure (Komsomolsk-on-Amur)""","C21400000","","","City","wikidataId/Q27517127","""Komsomolsk-on-Amur""","""Q154801""","","undata-geo:C21400205","""Komsomol'sk-na-Amure (Komsomolsk-on-Amur)""","","Duplicate dcid {'C21400069'}"
"GEOGRAPHY","C21400206","Kurchatov","C21400000","","wikidataId/Q72380","City","wikidataId/Q3178","""Kurchatov""","""Q72380""","","undata-geo:C21400206","","",""
"GEOGRAPHY","C21400207","Kuznetsk","C21400000","","wikidataId/Q155947","City","wikidataId/Q5545","""Kuznetsk""","""Q155947""","","undata-geo:C21400207","","",""
"GEOGRAPHY","C21400208","Kyzyl","C21400000","","","City","wikidataId/Q960","""Kyzyl""","""Q6049""","","undata-geo:C21400208","","","Duplicate dcid {'C21400079'}"
"GEOGRAPHY","C21400209","Lesosibirsk","C21400000","","wikidataId/Q157566","City","wikidataId/Q18405936","""Lesosibirsk""","""Q157566""","","undata-geo:C21400209","","",""
"GEOGRAPHY","C21400210","Muravlenko","C21400000","","wikidataId/Q159501","City","wikidataId/Q21349463","""Muravlenko""","""Q159501""","","undata-geo:C21400210","","",""
"GEOGRAPHY","C21400211","Novoaltaysk","C21400000","","wikidataId/Q173903","City","wikidataId/Q27131104","""Novoaltaysk""","""Q173903""","","undata-geo:C21400211","","",""
"GEOGRAPHY","C21400212","Oryol","C21400000","","","City","wikidataId/Q3129","""Oryol""","""Q3118""","","undata-geo:C21400212","","","Duplicate dcid {'C21400124'}"
"GEOGRAPHY","C21400213","Salekhard","C21400000","","wikidataId/Q6494","City","wikidataId/Q28589790","""Salekhard""","""Q6494""","","undata-geo:C21400213","","",""
"GEOGRAPHY","C21400214","Sayanogorsk","C21400000","","wikidataId/Q193580","City","country/RUS,wikidataId/Q6543","""Sayanogorsk""","""Q193580""","","undata-geo:C21400214","","",""
"GEOGRAPHY","C21400215","Sharya","C21400000","","wikidataId/Q198182","City","wikidataId/Q4145689","""Sharya""","""Q198182""","","undata-geo:C21400215","","",""
"GEOGRAPHY","C21400216","Shumerlya","C21400000","","wikidataId/Q198349","City","wikidataId/Q5466","""Shumerlya""","""Q198349""","","undata-geo:C21400216","","",""
"GEOGRAPHY","C21400217","Strezhevoy","C21400000","","wikidataId/Q180082","City","wikidataId/Q10821955","""Strezhevoy""","""Q180082""","","undata-geo:C21400217","","",""
"GEOGRAPHY","C21400218","Sunzha","C21400000","","wikidataId/Q2029443","City","wikidataId/Q86102408","""Sunzha""","""Q2029443""","","undata-geo:C21400218","","",""
"GEOGRAPHY","C21400219","Svobodny","C21400000","","wikidataId/Q193636","City","wikidataId/Q27518800","""Svobodny""","""Q193636""","","undata-geo:C21400219","","",""
"GEOGRAPHY","C21400220","Uryupinsk","C21400000","","wikidataId/Q105538","City","wikidataId/Q27537302","""Uryupinsk""","""Q105538""","","undata-geo:C21400220","","",""
"GEOGRAPHY","C21400221","Volzhsky","C21400000","","wikidataId/Q98995","City","wikidataId/Q27537299","""Volzhsky""","""Q98995""","","undata-geo:C21400221","","",""
"GEOGRAPHY","C21400222","Yakutsk","C21400000","","","City","wikidataId/Q18405912","""Yakutsk""","""Q6610""","","undata-geo:C21400222","","","Duplicate dcid {'C21400053'}"
"GEOGRAPHY","C21400223","Yaroslavl","C21400000","","","City","wikidataId/Q2448","""Yaroslavl""","""Q2423""","","undata-geo:C21400223","","","Duplicate dcid {'C21400054'}"
"GEOGRAPHY","C21400224","Yarovoye","C21400000","","wikidataId/Q198990","City","wikidataId/Q27131294","""Yarovoye""","""Q198990""","","undata-geo:C21400224","","",""
"GEOGRAPHY","C21500000","""Rwanda: All cities or breakdown by cities not available""","G00002540","","undata-geo/C21500000","GeoRegion","Earth,EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00403000,undata-geo/G00403100,undata-geo/G00404000,undata-geo/G00404100","""Rwanda: All cities or breakdown by cities not available""","","""undata-geo:C21500000""","undata-geo:C21500000","","",""
"GEOGRAPHY","C21500001","Cyangugu","C21500000","","undata-geo/C21500001","City","country/RWA","""Cyangugu (Shangugu)""","","""undata-geo:C21500001""","undata-geo:C21500001","","",""
"GEOGRAPHY","C21500002","Gisenyi","C21500000","","wikidataId/Q830631","City","wikidataId/Q2424738,wikidataId/Q737354","""Gisenyi""","""Q830631""","""undata-geo:C21500002""","undata-geo:C21500002","","",""
"GEOGRAPHY","C21500003","""Gitarama (Muhanga)""","C21500000","","undata-geo/C21500003","City","country/RWA","""Gitarama (Muhanga)""","","""undata-geo:C21500003""","undata-geo:C21500003","","",""
"GEOGRAPHY","C21500004","Huye","C21500000","","undata-geo/C21500004","City","country/RWA","""Huye""","","""undata-geo:C21500004""","undata-geo:C21500004","","",""
"GEOGRAPHY","C21500005","Kayonza","C21500000","","undata-geo/C21500005","City","country/RWA","""Kayonza""","","""undata-geo:C21500005""","undata-geo:C21500005","","",""
"GEOGRAPHY","C21500006","Kigali","C21500000","","wikidataId/Q3859","AdministrativeArea1,City","wikidataId/Q167196","""Kigali""","""Q3859""","""undata-geo:C21500006""","undata-geo:C21500006","","",""
"GEOGRAPHY","C21500007","Musanze","C21500000","","undata-geo/C21500007","City","country/RWA","""Musanze""","","""undata-geo:C21500007""","undata-geo:C21500007","","",""
"GEOGRAPHY","C21500008","Nyagatare","C21500000","","undata-geo/C21500008","City","country/RWA","""Nyagatare""","","""undata-geo:C21500008""","undata-geo:C21500008","","",""
"GEOGRAPHY","C21500009","""Nyanza (Nyabisindu)""","C21500000","","undata-geo/C21500009","City","country/RWA","""Nyanza (Nyabisindu)""","","""undata-geo:C21500009""","undata-geo:C21500009","","",""
"GEOGRAPHY","C21500010","Ruhengeri","C21500000","","wikidataId/Q246145","City","wikidataId/Q2360921,wikidataId/Q845807","""Ruhengeri""","""Q246145""","""undata-geo:C21500010""","undata-geo:C21500010","","",""
"GEOGRAPHY","C21500011","Butare","C21500000","","wikidataId/Q509739","City","wikidataId/Q2632827","""Butare""","""Q509739""","","undata-geo:C21500011","","",""
"GEOGRAPHY","C21500012","Kibuye","C21500000","","wikidataId/Q617032","City","wikidataId/Q737354","""Kibuye""","""Q617032""","","undata-geo:C21500012","","",""
"GEOGRAPHY","C21600000","""Saint Barthélemy: All cities or breakdown by cities not available""","G00002570","","undata-geo/C21600000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000","""Saint BarthÃ©lemy: All cities or breakdown by cities not available""","","""undata-geo:C21600000""","undata-geo:C21600000","""Saint Barthélemy: All cities or breakdown by cities not available""","",""
"GEOGRAPHY","C21700000","""Saint Helena: All cities or breakdown by cities not available""","G00002600","","undata-geo/C21700000","GeoRegion","Earth,SubSaharanAfrica,WesternAfrica,africa","""Saint Helena: All cities or breakdown by cities not available""","","""undata-geo:C21700000""","undata-geo:C21700000","","",""
"GEOGRAPHY","C21800000","""Saint Kitts and Nevis: All cities or breakdown by cities not available""","G00002630","","undata-geo/C21800000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Saint Kitts and Nevis: All cities or breakdown by cities not available""","","""undata-geo:C21800000""","undata-geo:C21800000","","",""
"GEOGRAPHY","C21800001","Basseterre","C21800000","","wikidataId/Q41295","City","wikidataId/Q1540744","""Basseterre""","""Q41295""","","undata-geo:C21800001","","",""
"GEOGRAPHY","C21900000","""Anguilla: All cities or breakdown by cities not available""","G00000100","","undata-geo/C21900000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Anguilla: All cities or breakdown by cities not available""","","""undata-geo:C21900000""","undata-geo:C21900000","","",""
"GEOGRAPHY","C21900001","Anguilla","C21900000","","undata-geo/C21900001","City","Earth","""Anguilla""","","""undata-geo:C21900001""","undata-geo:C21900001","","",""
"GEOGRAPHY","C21900002","""The Valley""","C21900000","","wikidataId/Q30994","City","country/AIA","""The Valley""","""Q30994""","","undata-geo:C21900002","","",""
"GEOGRAPHY","C22000000","""Saint Lucia: All cities or breakdown by cities not available""","G00002640","","undata-geo/C22000000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Saint Lucia: All cities or breakdown by cities not available""","","""undata-geo:C22000000""","undata-geo:C22000000","","",""
"GEOGRAPHY","C22000001","Castries","C22000000","","wikidataId/Q41699","City","wikidataId/Q1049867","""Castries""","""Q41699""","""undata-geo:C22000001""","undata-geo:C22000001","","",""
"GEOGRAPHY","C22100000","""Saint Martin (French Part): All cities or breakdown by cities not available""","G00002650","","undata-geo/C22100000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000","""Saint Martin (French Part): All cities or breakdown by cities not available""","","""undata-geo:C22100000""","undata-geo:C22100000","","",""
"GEOGRAPHY","C22200000","""Saint Pierre and Miquelon: All cities or breakdown by cities not available""","G00002660","","undata-geo/C22200000","GeoRegion","Earth,undata-geo/G00134000,undata-geo/G00136000","""Saint Pierre and Miquelon: All cities or breakdown by cities not available""","","""undata-geo:C22200000""","undata-geo:C22200000","","",""
"GEOGRAPHY","C22200001","Saint-Pierre","C22200000","","wikidataId/Q185678","AdministrativeArea4,AdministrativeArea5","country/SPM","""Saint-Pierre""","""Q185678""","","undata-geo:C22200001","","",""
"GEOGRAPHY","C22300000","""Saint Vincent and the Grenadines: All cities or breakdown by cities not available""","G00002680","","undata-geo/C22300000","GeoRegion","Caribbean,Earth,LatinAmericaAndCaribbean,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Saint Vincent and the Grenadines: All cities or breakdown by cities not available""","","""undata-geo:C22300000""","undata-geo:C22300000","","",""
"GEOGRAPHY","C22300001","Kingstown","C22300000","","wikidataId/Q41474","City","wikidataId/Q2300294","""Kingstown""","""Q41474""","","undata-geo:C22300001","","",""
"GEOGRAPHY","C22400000","""San Marino: All cities or breakdown by cities not available""","G00100000","","undata-geo/C22400000","GeoRegion","Earth","""San Marino: All cities or breakdown by cities not available""","","""undata-geo:C22400000""","undata-geo:C22400000","","",""
"GEOGRAPHY","C22400001","""San Marino""","C22400000","","","Country","SouthernEurope,europe","""San Marino""","""Q238""","""undata-geo:G00002700""","undata-geo:C22400001","","","Duplicate dcid {'G00002700'}"
"GEOGRAPHY","C22500000","""Sao Tome and Principe: All cities or breakdown by cities not available""","G00002710","","undata-geo/C22500000","GeoRegion","Earth,MiddleAfrica,SubSaharanAfrica,africa,undata-geo/G00404000,undata-geo/G00404100,undata-geo/G00405000,undata-geo/G00405100","""Sao Tome and Principe: All cities or breakdown by cities not available""","","""undata-geo:C22500000""","undata-geo:C22500000","","",""
"GEOGRAPHY","C22500001","""Sao Tome""","C22500000","","wikidataId/Q3932","AdministrativeArea1,City","wikidataId/Q249742","""São Tomé""","""Q3932""","","undata-geo:C22500001","""Sao Tome""","",""
"GEOGRAPHY","C22600000","""Sark: All cities or breakdown by cities not available""","G00000590","","undata-geo/C22600000","GeoRegion","ChannelIslands,Earth,NorthernEurope,europe,undata-geo/G00002720","""Sark: All cities or breakdown by cities not available""","","""undata-geo:C22600000""","undata-geo:C22600000","","",""
"GEOGRAPHY","C22700000","""Saudi Arabia: All cities or breakdown by cities not available""","G00002730","","undata-geo/C22700000","GeoRegion","Earth,WesternAsia,asia","""Saudi Arabia: All cities or breakdown by cities not available""","","""undata-geo:C22700000""","undata-geo:C22700000","","",""
"GEOGRAPHY","C22700001","Abhā","C22700000","","wikidataId/Q190948","City","wikidataId/Q779855","""Abha""","""Q190948""","""undata-geo:C22700001""","undata-geo:C22700001","""Abhā""","",""
"GEOGRAPHY","C22700002","""Ad-Dammām (Dammam)""","C22700000","","wikidataId/Q160320","City","wikidataId/Q953508","""Dammam""","""Q160320""","""undata-geo:C22700002""","undata-geo:C22700002","""Ad-Dammām (Dammam)""","",""
"GEOGRAPHY","C22700003","Al-Ḥawiyah","C22700000","","undata-geo/C22700003","City","country/SAU","""Al-Ḥawiyah""","","""undata-geo:C22700003""","undata-geo:C22700003","","",""
"GEOGRAPHY","C22700004","""Al-Hufūf (Hofuf)""","C22700000","","wikidataId/Q27136","City","country/SAU,wikidataId/Q953508","""Hofuf""","""Q27136""","""undata-geo:C22700004""","undata-geo:C22700004","""Al-Hufūf (Hofuf)""","",""
"GEOGRAPHY","C22700005","""Al-Jubaīl (Jubail)""","C22700000","","wikidataId/Q27430","City","wikidataId/Q111017040","""Jubail""","""Q27430""","""undata-geo:C22700005""","undata-geo:C22700005","""Al-Jubaīl (Jubail)""","",""
"GEOGRAPHY","C22700006","Al-Khafjī","C22700000","","wikidataId/Q1771721","Place","wikidataId/Q111020758","""Khafji""","""Q1771721""","""undata-geo:C22700006""","undata-geo:C22700006","""Al-Khafjī""","",""
"GEOGRAPHY","C22700007","""Al-Kharj (As-Saīḥ)""","C22700000","","wikidataId/Q16123684","City","wikidataId/Q2162128","""ASSAYH""","""Q16123684""","","undata-geo:C22700007","""Al-Kharj (As-Saīḥ)""","",""
"GEOGRAPHY","C22700008","""Al-Madīnah (Medina)""","C22700000","","wikidataId/Q35484","City","wikidataId/Q236027","""Medina""","""Q35484""","""undata-geo:C22700008""","undata-geo:C22700008","""Al-Madīnah (Medina)""","",""
"GEOGRAPHY","C22700009","Ar-Rass","C22700000","","wikidataId/Q1878991","Place","wikidataId/Q97308076","""Ar Rass""","""Q1878991""","""undata-geo:C22700009""","undata-geo:C22700009","""Ar-Rass""","",""
"GEOGRAPHY","C22700010","Riyadh","C22700000","","wikidataId/Q3692","City","wikidataId/Q1249255","""Riyadh""","""Q3692""","""undata-geo:C22700010""","undata-geo:C22700010","","",""
"GEOGRAPHY","C22700011","'Ar'ar","C22700000","","wikidataId/Q626199","AdministrativeArea","wikidataId/Q201781","""Arar""","""Q626199""","""undata-geo:C22700011""","undata-geo:C22700011","""'Ar'ar""","",""
"GEOGRAPHY","C22700012","""Aṭ-Ṭa'if (Ta'if)""","C22700000","","wikidataId/Q182640","City","wikidataId/Q97303218","""Ta'if""","""Q182640""","""undata-geo:C22700012""","undata-geo:C22700012","""Aṭ-Ṭa'if (Ta'if)""","",""
"GEOGRAPHY","C22700013","""Ḥā'il (Ha'il)""","C22700000","","wikidataId/Q675568","City","wikidataId/Q243656","""Ha'il"",""Ha'il, Saudi Arabia""","""Q675568""","""undata-geo:C22700013""","undata-geo:C22700013","""Ḥā'il (Ha'il)""","",""
"GEOGRAPHY","C22700014","""Jiddah (Jeddah)""","C22700000","","wikidataId/Q374365","City","wikidataId/Q97016466","""Jeddah""","""Q374365""","""undata-geo:C22700014""","undata-geo:C22700014","""Jiddah (Jeddah)""","",""
"GEOGRAPHY","C22700015","""Khamīs Mushaīṭ (Khamis Mushait)""","C22700000","","wikidataId/Q759381","City","wikidataId/Q97309520","""Khamis Mushait""","""Q759381""","""undata-geo:C22700015""","undata-geo:C22700015","""Khamīs Mushaīṭ (Khamis Mushait)""","",""
