Detail Data For Coal Transport by Mode of Transportation Having Year : ALL
.
CoalCompany,CoalSector,CoalType,ModeOfTransport,YearValue,QtyInMillionTonnes,CoalCompanyId,CoalSectorId,CoalTypeId,ModeOfTransportId
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2006,17.095,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2006,0.352,54,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2008,21.692,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2008,0.589,54,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2010,26.461,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2010,0.708,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2010,0.058,24,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2010,0.101,25,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2012,26.954,1,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2012,1.169,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2012,0.533,54,1,12,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2012,0.213,25,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2012,8.278,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2014,25.993,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2014,0.666,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2014,0.031,24,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2014,2.422,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2014,2.472,33,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2014,5.852,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2016,38.299,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2016,1.133,54,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2007,18.574,1,1,8,1
SCCL,OTHER PUBLIC,COAL PRODUCT,RAIL,2007,0.000,1,1,12,1
JKML,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,12,1,8,1
JSMDCL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,16,1,8,1
DVC,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,17,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,54,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2007,0.252,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,24,1,8,1
APMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,2,1,8,1
RRVUNL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,11,1,8,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2007,0.000,11,1,12,1
WBMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,42,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,33,1,8,1
MPSMCL,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,30,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2007,0.000,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2009,21.525,1,1,8,1
SCCL,OTHER PUBLIC,COAL PRODUCT,RAIL,2009,0.000,1,1,12,1
JKML,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,12,1,8,1
JSMDCL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,16,1,8,1
DVC,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,17,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,54,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2009,0.701,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,24,1,8,1
APMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,2,1,8,1
RRVUNL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,11,1,8,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2009,0.000,11,1,12,1
WBMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,42,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,33,1,8,1
MPSMCL,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,30,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2009,0.000,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2011,27.021,1,1,8,1
SCCL,OTHER PUBLIC,COAL PRODUCT,RAIL,2011,0.000,1,1,12,1
JKML,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,12,1,8,1
JSMDCL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,16,1,8,1
DVC,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,17,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,54,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2011,0.844,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,24,1,8,1
APMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,2,1,8,1
RRVUNL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,11,1,8,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2011,0.000,11,1,12,1
WBMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,42,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.268,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,33,1,8,1
MPSMCL,OTHER PUBLIC,RAW COAL,RAIL,2011,0.000,30,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2011,8.126,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2013,27.039,1,1,8,1
SCCL,OTHER PUBLIC,COAL PRODUCT,RAIL,2013,0.000,1,1,12,1
JKML,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,12,1,8,1
JSMDCL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,16,1,8,1
DVC,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,17,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,54,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2013,0.690,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.064,24,1,8,1
APMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,2,1,8,1
RRVUNL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,11,1,8,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2013,0.000,11,1,12,1
WBMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,42,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.254,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,33,1,8,1
MPSMCL,OTHER PUBLIC,RAW COAL,RAIL,2013,0.000,30,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2013,6.872,21,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2015,30.725,1,1,8,1
SCCL,OTHER PUBLIC,COAL PRODUCT,RAIL,2015,0.000,1,1,12,1
JKML,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,12,1,8,1
JSMDCL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,16,1,8,1
DVC,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,17,1,8,1
DVC EMTA,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,41,1,8,1
IISCO/SAIL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,54,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2015,0.917,54,1,12,1
SAIL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.001,24,1,8,1
APMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,2,1,8,1
RRVUNL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,11,1,8,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2015,0.000,11,1,12,1
WBMDTCL,OTHER PUBLIC,RAW COAL,RAIL,2015,0.000,42,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2015,6.039,25,1,8,1
KECML/KEMTA,OTHER PUBLIC,RAW COAL,RAIL,2015,2.413,33,1,8,1
MPSMCL,OTHER PUBLIC,RAW COAL,RAIL,2015,1.505,30,1,8,1
PANEM/PSEB,OTHER PUBLIC,RAW COAL,RAIL,2015,3.454,21,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2017,1.252,54,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2017,39.548,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2018,1.374,54,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2018,39.047,1,1,8,1
IISCO/SAIL,OTHER PUBLIC,COAL PRODUCT,RAIL,2019,0.957,54,1,12,1
RRVUNL,OTHER PUBLIC,COAL PRODUCT,RAIL,2019,10.416,11,1,12,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2019,45.462,1,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2020,44.379,1,1,8,1
OCPL,OTHER PUBLIC,RAW COAL,RAIL,2021,1.804,223,1,8,1
WBPDCL,OTHER PUBLIC,RAW COAL,RAIL,2021,6.588,25,1,8,1
SCCL,OTHER PUBLIC,RAW COAL,RAIL,2021,34.022,1,1,8,1
ECL,CIL,RAW COAL,RAIL,2006,18.240,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2006,14.162,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2006,3.945,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2006,21.380,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2006,10.462,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2006,8.365,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2006,2.961,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2006,21.858,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2006,0.406,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2006,36.137,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2006,41.693,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2006,0.946,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2008,14.632,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2008,16.794,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2008,3.315,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2008,23.894,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2008,9.978,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2008,13.460,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2008,3.071,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2008,22.323,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2008,0.233,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2008,43.444,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2008,51.685,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2008,0.995,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2010,16.815,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2010,16.544,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2010,2.801,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2010,21.818,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2010,9.820,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2010,19.488,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2010,3.521,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2010,20.570,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2010,0.435,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2010,40.551,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2010,55.844,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2010,0.803,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2012,19.804,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2012,21.360,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2012,3.259,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2012,25.190,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2012,9.967,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2012,20.992,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2012,3.671,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2012,18.040,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2012,0.234,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2012,44.365,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2012,60.311,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2012,0.641,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2014,24.599,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2014,25.317,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2014,2.081,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2014,26.180,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2014,8.947,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2014,25.738,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2014,3.779,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2014,22.167,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2014,0.207,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2014,47.492,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2014,72.225,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2014,0.471,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2016,26.444,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2016,28.609,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2016,2.347,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2016,26.771,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2016,11.836,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2016,27.857,26,2,8,1
WCL,CIL,RAW COAL,RAIL,2016,27.140,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2016,0.136,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2016,46.876,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2016,89.079,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2016,0.274,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2007,17.611,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2007,15.819,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2007,3.541,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2007,20.527,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2007,10.009,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2007,10.741,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2007,2.581,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2007,23.388,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2007,0.246,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2007,41.885,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2007,48.542,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2007,0.957,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2009,15.534,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2009,15.848,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2009,3.373,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2009,24.019,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2009,9.861,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2009,16.227,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2009,3.579,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2009,20.627,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2009,0.620,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2009,43.138,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2009,54.179,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2009,0.647,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2011,17.755,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2011,19.915,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2011,1.826,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2011,22.315,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2011,10.394,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2011,20.350,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2011,3.332,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2011,17.539,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2011,0.331,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2011,40.463,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2011,59.239,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2011,0.857,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2013,24.159,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2013,23.499,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2013,2.515,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2013,28.618,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2013,9.640,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2013,22.213,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2013,3.957,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2013,21.126,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2013,0.246,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2013,45.325,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2013,68.728,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2013,0.505,3,2,8,1
ECL,CIL,RAW COAL,RAIL,2015,25.538,13,2,8,1
BCCL,CIL,RAW COAL,RAIL,2015,26.766,14,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2015,1.942,14,2,12,1
CCL,CIL,RAW COAL,RAIL,2015,26.223,15,2,8,1
CCL,CIL,COAL PRODUCT,RAIL,2015,9.014,15,2,12,1
NCL,CIL,RAW COAL,RAIL,2015,25.188,26,2,8,1
NCL,CIL,COAL PRODUCT,RAIL,2015,3.441,26,2,12,1
WCL,CIL,RAW COAL,RAIL,2015,22.719,27,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2015,0.146,27,2,12,1
SECL,CIL,RAW COAL,RAIL,2015,43.639,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2015,81.260,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2015,0.619,3,2,8,1
WCL,CIL,COAL PRODUCT,RAIL,2017,0.075,27,2,12,1
NEC,CIL,RAW COAL,RAIL,2017,0.568,3,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2017,2.270,14,2,12,1
CCL,CIL,COAL PRODUCT,RAIL,2017,10.916,15,2,12,1
BCCL,CIL,RAW COAL,RAIL,2017,26.255,14,2,8,1
WCL,CIL,RAW COAL,RAIL,2017,26.965,27,2,8,1
NCL,CIL,RAW COAL,RAIL,2017,27.365,26,2,8,1
ECL,CIL,RAW COAL,RAIL,2017,29.155,13,2,8,1
CCL,CIL,RAW COAL,RAIL,2017,30.935,15,2,8,1
SECL,CIL,RAW COAL,RAIL,2017,52.929,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2017,90.776,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2018,0.688,3,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2018,1.492,14,2,12,1
CCL,CIL,COAL PRODUCT,RAIL,2018,9.351,15,2,12,1
BCCL,CIL,RAW COAL,RAIL,2018,24.430,14,2,8,1
ECL,CIL,RAW COAL,RAIL,2018,30.429,13,2,8,1
NCL,CIL,RAW COAL,RAIL,2018,30.985,26,2,8,1
CCL,CIL,RAW COAL,RAIL,2018,32.740,15,2,8,1
WCL,CIL,RAW COAL,RAIL,2018,34.178,27,2,8,1
SECL,CIL,RAW COAL,RAIL,2018,51.554,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2018,89.442,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2019,0.600,3,2,8,1
BCCL,CIL,COAL PRODUCT,RAIL,2019,1.354,14,2,12,1
CCL,CIL,COAL PRODUCT,RAIL,2019,8.600,15,2,12,1
BCCL,CIL,RAW COAL,RAIL,2019,23.395,14,2,8,1
NCL,CIL,RAW COAL,RAIL,2019,30.002,26,2,8,1
CCL,CIL,RAW COAL,RAIL,2019,30.543,15,2,8,1
ECL,CIL,RAW COAL,RAIL,2019,34.174,13,2,8,1
WCL,CIL,RAW COAL,RAIL,2019,35.319,27,2,8,1
SECL,CIL,RAW COAL,RAIL,2019,49.101,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2019,87.384,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2020,0.518,3,2,8,1
BCCL,CIL,RAW COAL,RAIL,2020,22.325,14,2,8,1
NCL,CIL,RAW COAL,RAIL,2020,31.690,26,2,8,1
WCL,CIL,RAW COAL,RAIL,2020,32.774,27,2,8,1
ECL,CIL,RAW COAL,RAIL,2020,32.980,13,2,8,1
CCL,CIL,RAW COAL,RAIL,2020,35.649,15,2,8,1
SECL,CIL,RAW COAL,RAIL,2020,49.608,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2020,76.836,36,2,8,1
NEC,CIL,RAW COAL,RAIL,2021,0.073,3,2,8,1
BCCL,CIL,RAW COAL,RAIL,2021,16.401,14,2,8,1
ECL,CIL,RAW COAL,RAIL,2021,28.102,13,2,8,1
WCL,CIL,RAW COAL,RAIL,2021,34.163,27,2,8,1
NCL,CIL,RAW COAL,RAIL,2021,35.935,26,2,8,1
CCL,CIL,RAW COAL,RAIL,2021,48.123,15,2,8,1
SECL,CIL,RAW COAL,RAIL,2021,64.960,4,2,8,1
MCL,CIL,RAW COAL,RAIL,2021,96.251,36,2,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2006,4.847,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2006,4.189,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2006,2.524,40,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2008,4.853,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2008,4.321,39,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2010,5.293,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2010,3.300,39,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2010,0.152,9,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2010,2.216,33,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2012,5.697,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2012,2.581,39,3,8,1
SIL,PRIVATE,RAW COAL,RAIL,2012,0.153,31,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2012,2.205,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2012,0.045,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2012,0.046,10,3,12,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2014,5.597,19,3,12,1
JNL,PRIVATE,RAW COAL,RAIL,2014,0.048,9,3,8,1
SIL,PRIVATE,RAW COAL,RAIL,2014,0.159,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2014,0.143,31,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2014,0.350,22,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2014,0.046,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2014,0.259,10,3,12,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2016,5.184,19,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2016,0.163,31,3,8,1
JPVL,PRIVATE,RAW COAL,RAIL,2016,2.796,62,3,8,1
TISCO/TSL,PRIVATE,RAW COAL,RAIL,2007,0.000,19,3,8,1
TISCO/TSL,PRIVATE,COAL PRODUCT,RAIL,2007,4.626,19,3,12,1
BECML,PRIVATE,RAW COAL,RAIL,2007,4.681,39,3,8,1
ICML,PRIVATE,RAW COAL,RAIL,2007,0.000,40,3,8,1
JSPL,PRIVATE,RAW COAL,RAIL,2007,0.000,5,3,8,1
JSPL,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,5,3,12,1
HIL,PRIVATE,RAW COAL,RAIL,2007,0.000,37,3,8,1
MIL/MIEL,PRIVATE,RAW COAL,RAIL,2007,0.000,6,3,8,1
MEG,PRIVATE,RAW COAL,RAIL,2007,0.000,35,3,8,1
BLA,PRIVATE,RAW COAL,RAIL,2007,0.000,28,3,8,1
BLA,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,28,3,12,1
CML OR BECML,PRIVATE,RAW COAL,RAIL,2007,0.000,20,3,8,1
PIL,PRIVATE,RAW COAL,RAIL,2007,0.000,7,3,8,1
JNL,PRIVATE,RAW COAL,RAIL,2007,0.000,9,3,8,1
JPL,PRIVATE,RAW COAL,RAIL,2007,0.000,8,3,8,1
JPL,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,8,3,12,1
SIL,PRIVATE,RAW COAL,RAIL,2007,0.000,31,3,8,1
SIL,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,31,3,12,1
ESCL,PRIVATE,RAW COAL,RAIL,2007,0.000,23,3,8,1
ESCL,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,23,3,12,1
UML,PRIVATE,RAW COAL,RAIL,2007,0.000,22,3,8,1
KECML/KEMTA,PRIVATE,RAW COAL,RAIL,2007,0.000,33,3,8,1
SEML,PRIVATE,RAW COAL,RAIL,2007,0.000,10,3,8,1
SEML,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,10,3,12,1
SEML,PRIVATE,RAW COAL,RAIL,2007,0.000,10,3,8,1
BSIL,PRIVATE,RAW COAL,RAIL,2007,0.000,57,3,8,1
BSIL,PRIVATE,COAL PRODUCT,RAIL,2007,0.000,57,3,12,1
