Detail Data For Coal Consumption - Domestic by Broad Category & Consuming Sector Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalType,ConsumingSector,YearValue,QtyInMillionTonnes_Consumption
ANDHRA PRADESH,TOTAL COAL,SPONGE IRON,2006,0.139
ANDHRA PRADESH,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.007
ANDHRA PRADESH,TOTAL COAL,CHEMICAL,2006,0.410
ANDHRA PRADESH,TOTAL COAL,PULP & PAPER,2006,0.777
ANDHRA PRADESH,TOTAL COAL,TEXTILES & RAYONS,2006,0.040
ANDHRA PRADESH,TOTAL COAL,BRICKS,2006,0.276
ANDHRA PRADESH,TOTAL COAL,OTHER,2006,1.506
ANDHRA PRADESH,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.126
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.052
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2019,0.062
ANDHRA PRADESH,RAW COAL,CHEMICAL,2019,0.096
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2019,0.181
ANDHRA PRADESH,RAW COAL,CEMENT,2019,0.383
ANDHRA PRADESH,RAW COAL,OTHER,2019,0.693
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2019,2.199
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2019,32.156
ANDHRA PRADESH,WASHED COAL,POWER (UTILITY),2019,0.027
ANDHRA PRADESH,WASHED COAL,OTHER,2019,0.336
ANDHRA PRADESH,RAW COAL,BRICKS,2017,0.002
ANDHRA PRADESH,RAW COAL,CHEMICAL,2017,0.045
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2017,0.078
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.094
ANDHRA PRADESH,RAW COAL,CEMENT,2017,0.204
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2017,0.265
ANDHRA PRADESH,RAW COAL,OTHER,2017,0.829
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2017,1.696
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2017,32.195
ANDHRA PRADESH,WASHED COAL,POWER (UTILITY),2017,0.102
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2017,0.372
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2018,0.069
ANDHRA PRADESH,RAW COAL,CHEMICAL,2018,0.072
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2018,0.075
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2018,0.088
ANDHRA PRADESH,RAW COAL,CEMENT,2018,0.252
ANDHRA PRADESH,RAW COAL,OTHER,2018,0.772
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2018,2.033
ANDHRA PRADESH,RAW COAL,POWER (UTILITY),2018,31.604
ANDHRA PRADESH,WASHED COAL,POWER (UTILITY),2018,0.016
ANDHRA PRADESH,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2018,0.508
ANDHRA PRADESH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2020,0.022
ANDHRA PRADESH,RAW COAL,SPONGE IRON,2020,0.035
ANDHRA PRADESH,RAW COAL,CHEMICAL,2020,0.089
ANDHRA PRADESH,RAW COAL,PULP & PAPER,2020,0.137
ANDHRA PRADESH,RAW COAL,CEMENT,2020,0.214
ANDHRA PRADESH,WASHED COAL,POWER (CAPTIVE),2020,0.289
ANDHRA PRADESH,RAW COAL,OTHER,2020,0.621
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2020,2.051
ANDHRA PRADESH,RAW COAL,POWER (CAPTIVE),2020,32.237
TELANGANA,RAW COAL,POWER (UTILITY),2015,26.699
TELANGANA,RAW COAL,POWER (CAPTIVE),2015,1.452
TELANGANA,RAW COAL,CHEMICAL,2015,0.175
TELANGANA,RAW COAL,PULP & PAPER,2015,0.568
TELANGANA,RAW COAL,TEXTILES & RAYONS,2015,0.019
TELANGANA,RAW COAL,BRICKS,2015,0.010
TELANGANA,RAW COAL,OTHER,2015,5.004
TELANGANA,RAW COAL,POWER (UTILITY),2016,24.611
TELANGANA,RAW COAL,POWER (CAPTIVE),2016,1.300
TELANGANA,RAW COAL,CEMENT,2016,1.455
TELANGANA,RAW COAL,SPONGE IRON,2016,0.074
TELANGANA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2016,0.069
TELANGANA,RAW COAL,CHEMICAL,2016,0.173
TELANGANA,RAW COAL,PULP & PAPER,2016,0.467
TELANGANA,RAW COAL,TEXTILES & RAYONS,2016,0.019
TELANGANA,RAW COAL,BRICKS,2016,0.008
TELANGANA,RAW COAL,OTHER,2016,2.551
TELANGANA,RAW COAL,COLLIERY OWN - CONSUMPTION,2016,0.035
TELANGANA,RAW COAL,TEXTILES & RAYONS,2019,0.022
TELANGANA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.113
TELANGANA,RAW COAL,CHEMICAL,2019,0.124
TELANGANA,RAW COAL,SPONGE IRON,2019,0.192
TELANGANA,RAW COAL,PULP & PAPER,2019,0.783
TELANGANA,RAW COAL,POWER (CAPTIVE),2019,1.677
TELANGANA,RAW COAL,CEMENT,2019,1.707
TELANGANA,RAW COAL,OTHER,2019,2.237
TELANGANA,RAW COAL,POWER (UTILITY),2019,31.867
TELANGANA,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.014
TELANGANA,RAW COAL,TEXTILES & RAYONS,2017,0.016
TELANGANA,RAW COAL,SPONGE IRON,2017,0.079
TELANGANA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.084
TELANGANA,RAW COAL,CHEMICAL,2017,0.141
TELANGANA,RAW COAL,PULP & PAPER,2017,0.533
TELANGANA,RAW COAL,POWER (CAPTIVE),2017,1.062
TELANGANA,RAW COAL,CEMENT,2017,1.174
TELANGANA,RAW COAL,OTHER,2017,2.131
TELANGANA,RAW COAL,POWER (UTILITY),2017,27.993
TELANGANA,RAW COAL,TEXTILES & RAYONS,2018,0.020
TELANGANA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2018,0.092
TELANGANA,RAW COAL,CHEMICAL,2018,0.123
TELANGANA,RAW COAL,SPONGE IRON,2018,0.198
TELANGANA,RAW COAL,PULP & PAPER,2018,0.657
TELANGANA,RAW COAL,CEMENT,2018,1.443
TELANGANA,RAW COAL,POWER (CAPTIVE),2018,1.513
TELANGANA,RAW COAL,OTHER,2018,2.550
TELANGANA,RAW COAL,POWER (UTILITY),2018,33.442
TELANGANA,RAW COAL,TEXTILES & RAYONS,2020,0.012
TELANGANA,RAW COAL,SPONGE IRON,2020,0.074
TELANGANA,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2020,0.108
TELANGANA,RAW COAL,CHEMICAL,2020,0.113
TELANGANA,RAW COAL,PULP & PAPER,2020,0.836
TELANGANA,RAW COAL,CEMENT,2020,1.246
TELANGANA,RAW COAL,OTHER,2020,1.762
TELANGANA,RAW COAL,POWER (CAPTIVE),2020,2.990
TELANGANA,RAW COAL,POWER (CAPTIVE),2020,28.300
ASSAM,RAW COAL,CEMENT,2007,0.034
ASSAM,RAW COAL,PULP & PAPER,2007,0.108
ASSAM,RAW COAL,OTHER,2007,0.165
ASSAM,RAW COAL,CEMENT,2008,0.031
ASSAM,RAW COAL,PULP & PAPER,2008,0.091
ASSAM,RAW COAL,OTHER,2008,0.119
ASSAM,RAW COAL,CEMENT,2009,0.028
ASSAM,RAW COAL,PULP & PAPER,2009,0.087
ASSAM,RAW COAL,OTHER,2009,0.113
ASSAM,RAW COAL,CEMENT,2011,0.029
ASSAM,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2011,0.097
ASSAM,RAW COAL,PULP & PAPER,2011,0.095
ASSAM,RAW COAL,OTHER,2011,0.018
ASSAM,RAW COAL,CEMENT,2012,0.025
ASSAM,RAW COAL,PULP & PAPER,2012,0.041
ASSAM,RAW COAL,OTHER,2012,0.093
ASSAM,RAW COAL,CEMENT,2013,0.026
ASSAM,RAW COAL,PULP & PAPER,2013,0.049
ASSAM,RAW COAL,OTHER,2013,0.069
ASSAM,RAW COAL,CEMENT,2014,0.021
ASSAM,RAW COAL,OTHER,2014,0.056
ASSAM,RAW COAL,CEMENT,2015,0.018
ASSAM,RAW COAL,PULP & PAPER,2015,0.003
ASSAM,RAW COAL,OTHER,2015,0.109
ASSAM,RAW COAL,POWER (UTILITY),2016,0.114
ASSAM,RAW COAL,CEMENT,2016,0.022
ASSAM,RAW COAL,PULP & PAPER,2016,0.037
ASSAM,RAW COAL,OTHER,2016,0.055
ASSAM,TOTAL COAL,CEMENT,2006,0.028
ASSAM,TOTAL COAL,PULP & PAPER,2006,0.123
ASSAM,TOTAL COAL,OTHER,2006,0.209
ASSAM,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.003
ASSAM,RAW COAL,POWER (CAPTIVE),2019,0.010
ASSAM,RAW COAL,CEMENT,2019,0.032
ASSAM,RAW COAL,OTHER,2019,0.092
ASSAM,RAW COAL,POWER (UTILITY),2019,1.467
ASSAM,WASHED COAL,POWER (UTILITY),2019,0.007
ASSAM,RAW COAL,POWER (CAPTIVE),2017,0.007
ASSAM,RAW COAL,CEMENT,2017,0.019
ASSAM,RAW COAL,PULP & PAPER,2017,0.072
ASSAM,RAW COAL,OTHER,2017,0.150
ASSAM,RAW COAL,POWER (UTILITY),2017,0.676
ASSAM,RAW COAL,POWER (CAPTIVE),2018,0.011
ASSAM,RAW COAL,CEMENT,2018,0.027
ASSAM,RAW COAL,OTHER,2018,0.126
ASSAM,RAW COAL,POWER (UTILITY),2018,0.823
ASSAM,WASHED COAL,POWER (UTILITY),2018,0.029
ASSAM,RAW COAL,POWER (CAPTIVE),2020,0.004
ASSAM,RAW COAL,CEMENT,2020,0.037
ASSAM,RAW COAL,OTHER,2020,0.064
ASSAM,RAW COAL,POWER (CAPTIVE),2020,1.993
ARUNACHAL PRADESH,RAW COAL,OTHER,2010,0.235
ARUNACHAL PRADESH,RAW COAL,OTHER,2011,0.263
ARUNACHAL PRADESH,RAW COAL,OTHER,2012,0.325
ARUNACHAL PRADESH,RAW COAL,OTHER,2013,0.058
ARUNACHAL PRADESH,RAW COAL,OTHER,2015,0.001
ARUNACHAL PRADESH,RAW COAL,OTHER,2017,0.001
MEGHALAYA,RAW COAL,OTHER,2007,5.787
MEGHALAYA,RAW COAL,OTHER,2008,6.541
MEGHALAYA,RAW COAL,CEMENT,2009,0.022
MEGHALAYA,RAW COAL,OTHER,2009,5.489
MEGHALAYA,RAW COAL,CEMENT,2010,0.044
MEGHALAYA,RAW COAL,OTHER,2010,5.776
MEGHALAYA,RAW COAL,CEMENT,2011,0.040
MEGHALAYA,RAW COAL,OTHER,2011,6.982
MEGHALAYA,RAW COAL,CEMENT,2012,0.010
MEGHALAYA,RAW COAL,OTHER,2012,7.206
MEGHALAYA,RAW COAL,OTHER,2013,5.640
MEGHALAYA,RAW COAL,OTHER,2014,5.732
MEGHALAYA,RAW COAL,OTHER,2015,2.524
MEGHALAYA,RAW COAL,OTHER,2016,3.712
MEGHALAYA,TOTAL COAL,OTHER,2006,5.630
MEGHALAYA,RAW COAL,OTHER,2019,0.019
MEGHALAYA,RAW COAL,POWER (CAPTIVE),2019,0.022
MEGHALAYA,RAW COAL,CEMENT,2019,0.046
MEGHALAYA,RAW COAL,CEMENT,2017,0.011
MEGHALAYA,RAW COAL,OTHER,2017,2.310
MEGHALAYA,RAW COAL,POWER (CAPTIVE),2018,0.018
MEGHALAYA,RAW COAL,CEMENT,2018,0.055
MEGHALAYA,RAW COAL,OTHER,2018,1.588
MEGHALAYA,RAW COAL,POWER (CAPTIVE),2020,0.011
MEGHALAYA,RAW COAL,CEMENT,2020,0.037
MEGHALAYA,RAW COAL,OTHER,2020,0.107
GUJARAT,RAW COAL,POWER (UTILITY),2007,17.062
GUJARAT,RAW COAL,POWER (CAPTIVE),2007,0.058
GUJARAT,RAW COAL,CEMENT,2007,0.020
GUJARAT,RAW COAL,FERTILISERS,2007,0.321
GUJARAT,RAW COAL,CHEMICAL,2007,0.148
GUJARAT,RAW COAL,PULP & PAPER,2007,0.072
GUJARAT,RAW COAL,OTHER,2007,0.110
GUJARAT,LIGNITE,POWER (UTILITY),2007,3.202
GUJARAT,LIGNITE,POWER (CAPTIVE),2007,0.288
GUJARAT,LIGNITE,METALLURGICAL USE- DIRECT FEED,2007,0.111
GUJARAT,LIGNITE,CEMENT,2007,0.632
GUJARAT,LIGNITE,SPONGE IRON,2007,0.001
GUJARAT,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),2007,0.006
GUJARAT,LIGNITE,CHEMICAL,2007,0.943
GUJARAT,LIGNITE,PULP & PAPER,2007,0.153
GUJARAT,LIGNITE,TEXTILES & RAYONS,2007,0.618
GUJARAT,LIGNITE,BRICKS,2007,0.117
GUJARAT,LIGNITE,OTHER,2007,3.748
GUJARAT,RAW COAL,POWER (UTILITY),2008,18.182
GUJARAT,RAW COAL,POWER (CAPTIVE),2008,0.261
GUJARAT,RAW COAL,CEMENT,2008,0.024
GUJARAT,RAW COAL,FERTILISERS,2008,0.339
GUJARAT,RAW COAL,CHEMICAL,2008,0.183
GUJARAT,RAW COAL,PULP & PAPER,2008,0.075
GUJARAT,RAW COAL,TEXTILES & RAYONS,2008,0.022
GUJARAT,RAW COAL,OTHER,2008,0.112
GUJARAT,LIGNITE,POWER (UTILITY),2008,4.077
GUJARAT,LIGNITE,POWER (CAPTIVE),2008,0.584
GUJARAT,LIGNITE,METALLURGICAL USE- DIRECT FEED,2008,0.151
GUJARAT,LIGNITE,CEMENT,2008,0.732
GUJARAT,LIGNITE,SPONGE IRON,2008,0.004
GUJARAT,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),2008,0.012
GUJARAT,LIGNITE,CHEMICAL,2008,0.877
GUJARAT,LIGNITE,PULP & PAPER,2008,0.183
GUJARAT,LIGNITE,TEXTILES & RAYONS,2008,0.718
GUJARAT,LIGNITE,OTHER,2008,4.454
GUJARAT,RAW COAL,POWER (UTILITY),2009,18.879
GUJARAT,RAW COAL,POWER (CAPTIVE),2009,0.319
GUJARAT,RAW COAL,CEMENT,2009,0.156
GUJARAT,RAW COAL,FERTILISERS,2009,0.308
GUJARAT,RAW COAL,CHEMICAL,2009,0.095
GUJARAT,RAW COAL,PULP & PAPER,2009,0.081
GUJARAT,RAW COAL,TEXTILES & RAYONS,2009,0.024
GUJARAT,RAW COAL,OTHER,2009,0.144
GUJARAT,LIGNITE,POWER (UTILITY),2009,4.434
GUJARAT,LIGNITE,POWER (CAPTIVE),2009,0.416
GUJARAT,LIGNITE,CEMENT,2009,0.122
GUJARAT,LIGNITE,SPONGE IRON,2009,0.108
GUJARAT,LIGNITE,CHEMICAL,2009,0.610
GUJARAT,LIGNITE,PULP & PAPER,2009,0.364
GUJARAT,LIGNITE,TEXTILES & RAYONS,2009,2.218
GUJARAT,LIGNITE,OTHER,2009,1.774
GUJARAT,RAW COAL,POWER (UTILITY),2010,18.185
GUJARAT,RAW COAL,POWER (CAPTIVE),2010,0.386
GUJARAT,RAW COAL,CEMENT,2010,0.133
GUJARAT,RAW COAL,FERTILISERS,2010,0.365
GUJARAT,RAW COAL,CHEMICAL,2010,0.069
GUJARAT,RAW COAL,PULP & PAPER,2010,0.009
GUJARAT,RAW COAL,TEXTILES & RAYONS,2010,0.025
GUJARAT,RAW COAL,OTHER,2010,0.218
GUJARAT,LIGNITE,POWER (UTILITY),2010,3.311
GUJARAT,LIGNITE,POWER (CAPTIVE),2010,1.665
GUJARAT,LIGNITE,STEEL (BOILERS),2010,0.266
GUJARAT,LIGNITE,CEMENT,2010,0.093
GUJARAT,LIGNITE,CHEMICAL,2010,0.332
GUJARAT,LIGNITE,PULP & PAPER,2010,1.718
GUJARAT,LIGNITE,TEXTILES & RAYONS,2010,0.728
GUJARAT,LIGNITE,BRICKS,2010,0.406
GUJARAT,LIGNITE,OTHER,2010,1.892
GUJARAT,RAW COAL,POWER (UTILITY),2011,18.507
GUJARAT,RAW COAL,POWER (CAPTIVE),2011,0.394
GUJARAT,RAW COAL,CEMENT,2011,0.168
GUJARAT,RAW COAL,FERTILISERS,2011,0.375
GUJARAT,RAW COAL,CHEMICAL,2011,0.063
GUJARAT,RAW COAL,PULP & PAPER,2011,0.004
GUJARAT,RAW COAL,TEXTILES & RAYONS,2011,0.023
GUJARAT,RAW COAL,OTHER,2011,0.271
GUJARAT,LIGNITE,POWER (UTILITY),2011,5.824
GUJARAT,LIGNITE,CEMENT,2011,0.108
GUJARAT,LIGNITE,CHEMICAL,2011,1.106
GUJARAT,LIGNITE,PULP & PAPER,2011,2.519
GUJARAT,LIGNITE,TEXTILES & RAYONS,2011,1.028
GUJARAT,LIGNITE,BRICKS,2011,0.529
GUJARAT,LIGNITE,OTHER,2011,1.965
GUJARAT,RAW COAL,POWER (UTILITY),2012,18.115
GUJARAT,RAW COAL,POWER (CAPTIVE),2012,0.453
GUJARAT,RAW COAL,CEMENT,2012,0.104
GUJARAT,RAW COAL,FERTILISERS,2012,0.395
GUJARAT,RAW COAL,CHEMICAL,2012,0.066
GUJARAT,RAW COAL,PULP & PAPER,2012,0.005
GUJARAT,RAW COAL,TEXTILES & RAYONS,2012,0.030
GUJARAT,RAW COAL,OTHER,2012,0.293
GUJARAT,LIGNITE,POWER (UTILITY),2012,6.174
GUJARAT,LIGNITE,CEMENT,2012,0.340
GUJARAT,LIGNITE,CHEMICAL,2012,0.831
GUJARAT,LIGNITE,PULP & PAPER,2012,0.579
GUJARAT,LIGNITE,TEXTILES & RAYONS,2012,3.536
GUJARAT,LIGNITE,BRICKS,2012,0.915
GUJARAT,LIGNITE,OTHER,2012,2.073
GUJARAT,RAW COAL,POWER (UTILITY),2013,19.732
GUJARAT,RAW COAL,POWER (CAPTIVE),2013,0.447
GUJARAT,RAW COAL,CEMENT,2013,0.086
GUJARAT,RAW COAL,FERTILISERS,2013,0.399
GUJARAT,RAW COAL,CHEMICAL,2013,0.059
GUJARAT,RAW COAL,PULP & PAPER,2013,0.004
GUJARAT,RAW COAL,TEXTILES & RAYONS,2013,0.022
GUJARAT,RAW COAL,OTHER,2013,0.283
GUJARAT,LIGNITE,POWER (UTILITY),2013,7.207
GUJARAT,LIGNITE,CEMENT,2013,0.254
GUJARAT,LIGNITE,FERTILISERS,2013,0.001
GUJARAT,LIGNITE,CHEMICAL,2013,0.562
GUJARAT,LIGNITE,PULP & PAPER,2013,0.667
GUJARAT,LIGNITE,TEXTILES & RAYONS,2013,3.401
GUJARAT,LIGNITE,BRICKS,2013,0.857
GUJARAT,LIGNITE,OTHER,2013,1.721
GUJARAT,RAW COAL,POWER (UTILITY),2014,14.525
GUJARAT,RAW COAL,POWER (CAPTIVE),2014,0.431
GUJARAT,RAW COAL,CEMENT,2014,0.086
GUJARAT,RAW COAL,FERTILISERS,2014,0.596
GUJARAT,RAW COAL,CHEMICAL,2014,0.052
GUJARAT,RAW COAL,PULP & PAPER,2014,0.005
GUJARAT,RAW COAL,TEXTILES & RAYONS,2014,0.028
GUJARAT,RAW COAL,OTHER,2014,0.294
GUJARAT,LIGNITE,POWER (UTILITY),2014,6.264
GUJARAT,LIGNITE,STEEL (BOILERS),2014,0.004
GUJARAT,LIGNITE,CEMENT,2014,0.320
GUJARAT,LIGNITE,FERTILISERS,2014,0.003
GUJARAT,LIGNITE,CHEMICAL,2014,0.148
GUJARAT,LIGNITE,PULP & PAPER,2014,1.215
GUJARAT,LIGNITE,TEXTILES & RAYONS,2014,0.664
GUJARAT,LIGNITE,BRICKS,2014,0.993
GUJARAT,LIGNITE,OTHER,2014,2.226
GUJARAT,RAW COAL,POWER (UTILITY),2015,19.617
GUJARAT,RAW COAL,POWER (CAPTIVE),2015,0.485
GUJARAT,RAW COAL,CEMENT,2015,0.012
GUJARAT,RAW COAL,FERTILISERS,2015,0.789
GUJARAT,RAW COAL,CHEMICAL,2015,0.072
GUJARAT,RAW COAL,PULP & PAPER,2015,0.004
GUJARAT,RAW COAL,TEXTILES & RAYONS,2015,0.026
GUJARAT,RAW COAL,OTHER,2015,0.196
GUJARAT,LIGNITE,POWER (UTILITY),2015,6.775
GUJARAT,LIGNITE,CEMENT,2015,0.318
GUJARAT,LIGNITE,FERTILISERS,2015,0.005
GUJARAT,LIGNITE,CHEMICAL,2015,0.326
GUJARAT,LIGNITE,PULP & PAPER,2015,0.557
GUJARAT,LIGNITE,TEXTILES & RAYONS,2015,2.841
GUJARAT,LIGNITE,BRICKS,2015,0.658
GUJARAT,LIGNITE,OTHER,2015,0.882
GUJARAT,LIGNITE,POWER (UTILITY),2016,6.292
GUJARAT,LIGNITE,STEEL (BOILERS),2016,0.114
GUJARAT,LIGNITE,CEMENT,2016,0.103
GUJARAT,LIGNITE,FERTILISERS,2016,0.003
GUJARAT,LIGNITE,CHEMICAL,2016,0.227
GUJARAT,LIGNITE,PULP & PAPER,2016,0.384
GUJARAT,LIGNITE,TEXTILES & RAYONS,2016,1.723
GUJARAT,LIGNITE,BRICKS,2016,0.384
GUJARAT,LIGNITE,OTHER,2016,1.009
GUJARAT,RAW COAL,POWER (UTILITY),2016,16.166
GUJARAT,RAW COAL,POWER (CAPTIVE),2016,0.456
GUJARAT,RAW COAL,FERTILISERS,2016,0.766
GUJARAT,RAW COAL,CHEMICAL,2016,0.039
GUJARAT,RAW COAL,PULP & PAPER,2016,0.005
GUJARAT,RAW COAL,TEXTILES & RAYONS,2016,0.028
GUJARAT,RAW COAL,OTHER,2016,0.164
GUJARAT,TOTAL COAL,POWER (UTILITY),2006,17.202
GUJARAT,TOTAL COAL,CEMENT,2006,0.159
GUJARAT,TOTAL COAL,FERTILISERS,2006,0.266
GUJARAT,TOTAL COAL,CHEMICAL,2006,0.254
GUJARAT,TOTAL COAL,PULP & PAPER,2006,0.055
GUJARAT,TOTAL COAL,TEXTILES & RAYONS,2006,0.003
GUJARAT,LIGNITE,POWER (UTILITY),2006,2.716
GUJARAT,LIGNITE,STEEL (BOILERS),2006,0.029
GUJARAT,LIGNITE,CEMENT,2006,0.654
GUJARAT,LIGNITE,CHEMICAL,2006,0.975
GUJARAT,LIGNITE,PULP & PAPER,2006,0.179
GUJARAT,LIGNITE,TEXTILES & RAYONS,2006,0.920
GUJARAT,LIGNITE,BRICKS,2006,0.159
GUJARAT,LIGNITE,OTHER,2006,3.312
GUJARAT,LIGNITE,FERTILISERS,2019,0.001
GUJARAT,LIGNITE,SPONGE IRON,2019,0.048
GUJARAT,LIGNITE,CEMENT,2019,0.286
GUJARAT,LIGNITE,CHEMICAL,2019,0.324
GUJARAT,LIGNITE,PULP & PAPER,2019,0.463
GUJARAT,LIGNITE,BRICKS,2019,0.623
GUJARAT,LIGNITE,OTHER,2019,0.959
GUJARAT,LIGNITE,TEXTILES & RAYONS,2019,2.557
GUJARAT,LIGNITE,POWER (CAPTIVE),2019,7.294
GUJARAT,RAW COAL,TEXTILES & RAYONS,2019,0.026
GUJARAT,RAW COAL,PULP & PAPER,2019,0.040
GUJARAT,RAW COAL,OTHER,2019,0.256
GUJARAT,RAW COAL,POWER (CAPTIVE),2019,0.470
GUJARAT,RAW COAL,FERTILISERS,2019,0.478
GUJARAT,RAW COAL,POWER (UTILITY),2019,20.200
GUJARAT,RAW COAL,PULP & PAPER,2017,0.002
GUJARAT,RAW COAL,TEXTILES & RAYONS,2017,0.025
GUJARAT,RAW COAL,CHEMICAL,2017,0.030
GUJARAT,RAW COAL,POWER (CAPTIVE),2017,0.065
GUJARAT,RAW COAL,FERTILISERS,2017,0.502
GUJARAT,RAW COAL,OTHER,2017,1.017
GUJARAT,RAW COAL,POWER (UTILITY),2017,12.763
GUJARAT,LIGNITE,BRICKS,2017,0.406
GUJARAT,LIGNITE,CEMENT,2017,0.190
GUJARAT,LIGNITE,CHEMICAL,2017,0.194
GUJARAT,LIGNITE,FERTILISERS,2017,0.000
GUJARAT,LIGNITE,OTHER,2017,1.051
GUJARAT,LIGNITE,PULP & PAPER,2017,0.484
GUJARAT,LIGNITE,POWER (CAPTIVE),2017,6.890
GUJARAT,LIGNITE,SPONGE IRON,2017,0.038
GUJARAT,LIGNITE,TEXTILES & RAYONS,2017,1.292
GUJARAT,RAW COAL,CEMENT,2018,0.004
GUJARAT,RAW COAL,TEXTILES & RAYONS,2018,0.028
GUJARAT,RAW COAL,PULP & PAPER,2018,0.049
GUJARAT,RAW COAL,METALLURGICAL USE- DIRECT FEED,2018,0.052
GUJARAT,RAW COAL,OTHER,2018,0.063
GUJARAT,RAW COAL,POWER (CAPTIVE),2018,0.415
GUJARAT,RAW COAL,FERTILISERS,2018,0.548
GUJARAT,RAW COAL,POWER (UTILITY),2018,16.089
GUJARAT,LIGNITE,BRICKS,2018,0.371
GUJARAT,LIGNITE,CEMENT,2018,0.602
GUJARAT,LIGNITE,CHEMICAL,2018,0.222
GUJARAT,LIGNITE,FERTILISERS,2018,0.001
GUJARAT,LIGNITE,OTHER,2018,1.523
GUJARAT,LIGNITE,PULP & PAPER,2018,0.704
GUJARAT,LIGNITE,POWER (CAPTIVE),2018,7.811
GUJARAT,LIGNITE,SPONGE IRON,2018,0.093
GUJARAT,LIGNITE,TEXTILES & RAYONS,2018,2.452
GUJARAT,LIGNITE,FERTILISERS,2020,0.002
GUJARAT,LIGNITE,SPONGE IRON,2020,0.014
GUJARAT,RAW COAL,PULP & PAPER,2020,0.072
GUJARAT,LIGNITE,TEXTILES & RAYONS,2020,0.122
GUJARAT,LIGNITE,CEMENT,2020,0.144
GUJARAT,RAW COAL,FERTILISERS,2020,0.298
GUJARAT,LIGNITE,CHEMICAL,2020,0.298
GUJARAT,RAW COAL,POWER (CAPTIVE),2020,0.371
GUJARAT,LIGNITE,PULP & PAPER,2020,0.438
GUJARAT,LIGNITE,BRICKS,2020,0.454
GUJARAT,RAW COAL,OTHER,2020,1.168
GUJARAT,LIGNITE,OTHER,2020,2.794
GUJARAT,LIGNITE,POWER (CAPTIVE),2020,6.087
GUJARAT,RAW COAL,POWER (CAPTIVE),2020,15.798
JAMMU & KASHMIR,RAW COAL,CEMENT,2007,0.072
JAMMU & KASHMIR,RAW COAL,CHEMICAL,2007,0.006
JAMMU & KASHMIR,RAW COAL,BRICKS,2007,0.002
JAMMU & KASHMIR,RAW COAL,OTHER,2007,0.031
JAMMU & KASHMIR,RAW COAL,CEMENT,2008,0.053
JAMMU & KASHMIR,RAW COAL,OTHER,2008,0.076
JAMMU & KASHMIR,RAW COAL,CEMENT,2009,0.060
JAMMU & KASHMIR,RAW COAL,OTHER,2009,0.066
JAMMU & KASHMIR,RAW COAL,CEMENT,2010,0.057
JAMMU & KASHMIR,RAW COAL,BRICKS,2010,0.014
JAMMU & KASHMIR,RAW COAL,OTHER,2010,0.104
