Detail Data For Coal Consumption - Domestic by Broad Category & Consuming Sector Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalType,ConsumingSector,YearValue,QtyInMillionTonnes_Consumption
JHARKHAND,RAW COAL,POWER (CAPTIVE),2014,1.316
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2014,0.076
JHARKHAND,RAW COAL,METALLURGICAL USE- COKERIES,2014,0.782
JHARKHAND,RAW COAL,CEMENT,2014,0.009
JHARKHAND,RAW COAL,SPONGE IRON,2014,1.436
JHARKHAND,RAW COAL,CHEMICAL,2014,0.020
JHARKHAND,RAW COAL,TEXTILES & RAYONS,2014,0.004
JHARKHAND,RAW COAL,BRICKS,2014,0.004
JHARKHAND,RAW COAL,OTHER,2014,6.866
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2014,0.010
JHARKHAND,WASHED COAL,POWER (UTILITY),2014,0.397
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2014,0.429
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2014,4.117
JHARKHAND,RAW COAL,POWER (UTILITY),2015,24.157
JHARKHAND,RAW COAL,POWER (CAPTIVE),2015,1.617
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2015,0.494
JHARKHAND,RAW COAL,METALLURGICAL USE- COKERIES,2015,0.750
JHARKHAND,RAW COAL,CEMENT,2015,0.011
JHARKHAND,RAW COAL,SPONGE IRON,2015,1.295
JHARKHAND,RAW COAL,CHEMICAL,2015,0.005
JHARKHAND,RAW COAL,OTHER,2015,7.162
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2015,0.010
JHARKHAND,WASHED COAL,POWER (UTILITY),2015,0.300
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2015,0.505
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2015,2.426
JHARKHAND,WASHED COAL,OTHER,2015,0.001
JHARKHAND,MIDDLINGS,POWER (UTILITY),2015,1.935
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2015,1.219
JHARKHAND,MIDDLINGS,OTHER,2015,0.001
JHARKHAND,RAW COAL,POWER (UTILITY),2016,32.373
JHARKHAND,RAW COAL,POWER (CAPTIVE),2016,1.573
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2016,0.241
JHARKHAND,RAW COAL,METALLURGICAL USE- COKERIES,2016,0.904
JHARKHAND,RAW COAL,CEMENT,2016,0.053
JHARKHAND,RAW COAL,SPONGE IRON,2016,0.497
JHARKHAND,RAW COAL,CHEMICAL,2016,0.004
JHARKHAND,RAW COAL,BRICKS,2016,0.041
JHARKHAND,RAW COAL,OTHER,2016,8.432
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2016,0.057
JHARKHAND,RAW COAL,COLLIERY STAFF,2016,0.002
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2016,3.443
JHARKHAND,MIDDLINGS,POWER (UTILITY),2016,2.494
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2016,1.106
JHARKHAND,MIDDLINGS,STEEL (BOILERS),2016,0.136
JHARKHAND,MIDDLINGS,OTHER,2016,0.001
JHARKHAND,TOTAL COAL,POWER (UTILITY),2006,6.129
JHARKHAND,TOTAL COAL,POWER (CAPTIVE),2006,2.370
JHARKHAND,TOTAL COAL,METALLURGICAL USE- DIRECT FEED,2006,0.004
JHARKHAND,TOTAL COAL,METALLURGICAL USE- COKERIES,2006,4.627
JHARKHAND,TOTAL COAL,STEEL (BOILERS),2006,2.314
JHARKHAND,TOTAL COAL,CEMENT,2006,0.227
JHARKHAND,TOTAL COAL,SPONGE IRON,2006,0.739
JHARKHAND,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.120
JHARKHAND,TOTAL COAL,BRICKS,2006,0.708
JHARKHAND,TOTAL COAL,OTHER,2006,2.780
JHARKHAND,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.168
JHARKHAND,TOTAL COAL,COLLIERY STAFF,2006,0.243
JHARKHAND,MIDDLINGS,STEEL (BOILERS),2019,0.338
JHARKHAND,MIDDLINGS,OTHER,2019,0.470
JHARKHAND,MIDDLINGS,POWER (UTILITY),2019,0.902
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2019,1.108
JHARKHAND,RAW COAL,CEMENT,2019,0.010
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2019,0.019
JHARKHAND,RAW COAL,BRICKS,2019,0.081
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2019,0.219
JHARKHAND,RAW COAL,STEEL (BOILERS),2019,0.248
JHARKHAND,RAW COAL,SPONGE IRON,2019,0.431
JHARKHAND,RAW COAL,POWER (CAPTIVE),2019,7.385
JHARKHAND,RAW COAL,OTHER,2019,10.115
JHARKHAND,RAW COAL,POWER (UTILITY),2019,25.529
JHARKHAND,WASHED COAL,OTHER,2019,0.237
JHARKHAND,WASHED COAL,POWER (UTILITY),2019,0.872
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2019,1.657
JHARKHAND,MIDDLINGS,OTHER,2017,0.001
JHARKHAND,MIDDLINGS,CEMENT,2017,0.004
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2017,1.355
JHARKHAND,MIDDLINGS,POWER (UTILITY),2017,1.629
JHARKHAND,RAW COAL,CHEMICAL,2017,0.003
JHARKHAND,RAW COAL,CEMENT,2017,0.036
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.049
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2017,0.051
JHARKHAND,RAW COAL,BRICKS,2017,0.075
JHARKHAND,RAW COAL,SPONGE IRON,2017,0.420
JHARKHAND,RAW COAL,METALLURGICAL USE- COKERIES,2017,0.729
JHARKHAND,RAW COAL,POWER (CAPTIVE),2017,1.653
JHARKHAND,RAW COAL,OTHER,2017,9.670
JHARKHAND,RAW COAL,POWER (UTILITY),2017,15.250
JHARKHAND,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2017,0.275
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2017,0.380
JHARKHAND,WASHED COAL,POWER (UTILITY),2017,1.149
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2017,1.940
JHARKHAND,MIDDLINGS,OTHER,2018,0.001
JHARKHAND,MIDDLINGS,STEEL (BOILERS),2018,0.389
JHARKHAND,MIDDLINGS,POWER (UTILITY),2018,1.124
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2018,1.391
JHARKHAND,RAW COAL,CEMENT,2018,0.012
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2018,0.029
JHARKHAND,RAW COAL,BRICKS,2018,0.104
JHARKHAND,RAW COAL,STEEL (BOILERS),2018,0.296
JHARKHAND,RAW COAL,SPONGE IRON,2018,0.338
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2018,0.745
JHARKHAND,RAW COAL,POWER (CAPTIVE),2018,3.606
JHARKHAND,RAW COAL,OTHER,2018,11.143
JHARKHAND,RAW COAL,POWER (UTILITY),2018,15.827
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2018,0.102
JHARKHAND,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2018,0.268
JHARKHAND,WASHED COAL,POWER (UTILITY),2018,0.746
JHARKHAND,WASHED COAL,METALLURGICAL USE- COKERIES,2018,1.597
JHARKHAND,RAW COAL,COLLIERY OWN - CONSUMPTION,2020,0.015
JHARKHAND,RAW COAL,BRICKS,2020,0.024
JHARKHAND,RAW COAL,CEMENT,2020,0.080
JHARKHAND,WASHED COAL,METALLURGICAL USE- DIRECT FEED,2020,0.179
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2020,0.182
JHARKHAND,RAW COAL,STEEL (BOILERS),2020,0.234
JHARKHAND,RAW COAL,COKERIES,2020,0.513
JHARKHAND,RAW COAL,SPONGE IRON,2020,0.525
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2020,0.693
JHARKHAND,WASHED COAL,COKERIES,2020,1.526
JHARKHAND,MIDDLINGS,POWER (CAPTIVE),2020,1.954
JHARKHAND,WASHED COAL,POWER (CAPTIVE),2020,2.972
JHARKHAND,RAW COAL,OTHER,2020,3.705
JHARKHAND,RAW COAL,METALLURGICAL USE- DIRECT FEED,2020,5.668
JHARKHAND,RAW COAL,POWER (CAPTIVE),2020,10.483
JHARKHAND,RAW COAL,POWER (CAPTIVE),2020,19.498
BIHAR,RAW COAL,POWER (UTILITY),2007,5.351
BIHAR,RAW COAL,CEMENT,2007,0.122
BIHAR,RAW COAL,CHEMICAL,2007,0.003
BIHAR,RAW COAL,OTHER,2007,0.701
BIHAR,RAW COAL,POWER (UTILITY),2008,4.809
BIHAR,RAW COAL,CEMENT,2008,0.053
BIHAR,RAW COAL,OTHER,2008,1.286
BIHAR,RAW COAL,POWER (UTILITY),2009,7.406
BIHAR,RAW COAL,CEMENT,2009,0.054
BIHAR,RAW COAL,OTHER,2009,1.524
BIHAR,RAW COAL,POWER (UTILITY),2010,9.527
BIHAR,RAW COAL,CEMENT,2010,0.051
BIHAR,RAW COAL,OTHER,2010,1.802
BIHAR,RAW COAL,POWER (UTILITY),2011,10.513
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2011,0.035
BIHAR,RAW COAL,CEMENT,2011,0.049
BIHAR,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2011,0.002
BIHAR,RAW COAL,CHEMICAL,2011,0.013
BIHAR,RAW COAL,OTHER,2011,1.702
BIHAR,RAW COAL,POWER (UTILITY),2012,10.126
BIHAR,RAW COAL,CEMENT,2012,0.004
BIHAR,RAW COAL,CHEMICAL,2012,0.008
BIHAR,RAW COAL,OTHER,2012,1.000
BIHAR,RAW COAL,POWER (UTILITY),2013,8.651
BIHAR,RAW COAL,CHEMICAL,2013,0.010
BIHAR,RAW COAL,PULP & PAPER,2013,0.003
BIHAR,RAW COAL,OTHER,2013,0.741
BIHAR,RAW COAL,POWER (UTILITY),2014,2.657
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2014,0.011
BIHAR,RAW COAL,OTHER,2014,0.665
BIHAR,RAW COAL,POWER (UTILITY),2015,3.046
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2015,0.014
BIHAR,RAW COAL,CHEMICAL,2015,0.009
BIHAR,RAW COAL,OTHER,2015,0.661
BIHAR,RAW COAL,POWER (UTILITY),2016,6.360
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2016,0.018
BIHAR,RAW COAL,CHEMICAL,2016,0.006
BIHAR,RAW COAL,OTHER,2016,0.617
BIHAR,MIDDLINGS,POWER (UTILITY),2016,0.008
BIHAR,MIDDLINGS,BRICKS,2016,0.001
BIHAR,TOTAL COAL,POWER (UTILITY),2006,6.971
BIHAR,TOTAL COAL,CEMENT,2006,0.052
BIHAR,TOTAL COAL,OTHER,2006,0.696
BIHAR,MIDDLINGS,POWER (UTILITY),2019,0.005
BIHAR,RAW COAL,OTHER,2019,0.579
BIHAR,RAW COAL,POWER (UTILITY),2019,18.337
BIHAR,WASHED COAL,POWER (UTILITY),2019,0.112
BIHAR,RAW COAL,CHEMICAL,2017,0.007
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2017,0.041
BIHAR,RAW COAL,OTHER,2017,0.524
BIHAR,RAW COAL,POWER (UTILITY),2017,17.156
BIHAR,WASHED COAL,POWER (UTILITY),2017,0.114
BIHAR,RAW COAL,METALLURGICAL USE- COKERIES,2018,0.005
BIHAR,RAW COAL,OTHER,2018,0.669
BIHAR,RAW COAL,POWER (UTILITY),2018,17.889
BIHAR,WASHED COAL,POWER (UTILITY),2018,0.280
BIHAR,WASHED COAL,POWER (CAPTIVE),2020,0.539
BIHAR,RAW COAL,OTHER,2020,0.641
BIHAR,RAW COAL,POWER (CAPTIVE),2020,21.183
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2007,0.246
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2007,24.417
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2007,1.639
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2007,0.041
MADHYA PRADESH,RAW COAL,CEMENT,2007,3.048
MADHYA PRADESH,RAW COAL,SPONGE IRON,2007,0.101
MADHYA PRADESH,RAW COAL,CHEMICAL,2007,0.013
MADHYA PRADESH,RAW COAL,PULP & PAPER,2007,0.241
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2007,0.011
MADHYA PRADESH,RAW COAL,OTHER,2007,2.975
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2007,0.019
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2007,0.167
MADHYA PRADESH,WASHED COAL,CEMENT,2007,0.138
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2008,0.233
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2008,29.026
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2008,1.296
MADHYA PRADESH,RAW COAL,CEMENT,2008,3.081
MADHYA PRADESH,RAW COAL,SPONGE IRON,2008,0.099
MADHYA PRADESH,RAW COAL,CHEMICAL,2008,0.030
MADHYA PRADESH,RAW COAL,PULP & PAPER,2008,0.258
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2008,0.021
MADHYA PRADESH,RAW COAL,OTHER,2008,3.830
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2008,0.016
MADHYA PRADESH,WASHED COAL,CEMENT,2008,0.316
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2009,0.255
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2009,31.494
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2009,2.411
MADHYA PRADESH,RAW COAL,CEMENT,2009,1.945
MADHYA PRADESH,RAW COAL,SPONGE IRON,2009,0.076
MADHYA PRADESH,RAW COAL,CHEMICAL,2009,0.037
MADHYA PRADESH,RAW COAL,PULP & PAPER,2009,0.206
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2009,0.769
MADHYA PRADESH,RAW COAL,OTHER,2009,2.618
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2009,0.006
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2009,0.026
MADHYA PRADESH,WASHED COAL,CEMENT,2009,0.231
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2010,0.189
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2010,31.768
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2010,2.451
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2010,0.502
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2010,0.038
MADHYA PRADESH,RAW COAL,CEMENT,2010,1.902
MADHYA PRADESH,RAW COAL,SPONGE IRON,2010,0.130
MADHYA PRADESH,RAW COAL,CHEMICAL,2010,0.104
MADHYA PRADESH,RAW COAL,PULP & PAPER,2010,0.225
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2010,0.032
MADHYA PRADESH,RAW COAL,OTHER,2010,3.742
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2010,0.017
MADHYA PRADESH,WASHED COAL,CEMENT,2010,0.290
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2011,0.138
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2011,31.505
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2011,2.658
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2011,0.037
MADHYA PRADESH,RAW COAL,CEMENT,2011,1.993
MADHYA PRADESH,RAW COAL,SPONGE IRON,2011,0.077
MADHYA PRADESH,RAW COAL,CHEMICAL,2011,0.010
MADHYA PRADESH,RAW COAL,PULP & PAPER,2011,0.227
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2011,0.059
MADHYA PRADESH,RAW COAL,OTHER,2011,3.084
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2011,0.013
MADHYA PRADESH,WASHED COAL,CEMENT,2011,0.255
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2012,0.106
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2012,30.543
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2012,3.015
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2012,0.040
MADHYA PRADESH,RAW COAL,CEMENT,2012,2.752
MADHYA PRADESH,RAW COAL,SPONGE IRON,2012,0.093
MADHYA PRADESH,RAW COAL,CHEMICAL,2012,0.013
MADHYA PRADESH,RAW COAL,PULP & PAPER,2012,0.244
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2012,0.022
MADHYA PRADESH,RAW COAL,OTHER,2012,3.437
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2012,0.011
MADHYA PRADESH,WASHED COAL,CEMENT,2012,0.281
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2013,0.101
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2013,33.030
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2013,2.487
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2013,0.036
MADHYA PRADESH,RAW COAL,CEMENT,2013,1.792
MADHYA PRADESH,RAW COAL,SPONGE IRON,2013,0.167
MADHYA PRADESH,RAW COAL,CHEMICAL,2013,0.012
MADHYA PRADESH,RAW COAL,PULP & PAPER,2013,0.240
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2013,0.028
MADHYA PRADESH,RAW COAL,BRICKS,2013,0.696
MADHYA PRADESH,RAW COAL,OTHER,2013,3.032
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2013,0.250
MADHYA PRADESH,WASHED COAL,CEMENT,2013,0.058
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2014,0.089
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2014,31.727
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2014,3.754
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2014,0.039
MADHYA PRADESH,RAW COAL,CEMENT,2014,1.362
MADHYA PRADESH,RAW COAL,SPONGE IRON,2014,0.111
MADHYA PRADESH,RAW COAL,CHEMICAL,2014,0.019
MADHYA PRADESH,RAW COAL,PULP & PAPER,2014,0.259
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2014,0.040
MADHYA PRADESH,RAW COAL,BRICKS,2014,1.460
MADHYA PRADESH,RAW COAL,OTHER,2014,1.820
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2014,0.218
MADHYA PRADESH,WASHED COAL,CEMENT,2014,0.109
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2015,36.501
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2015,10.327
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2015,0.149
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2015,0.034
MADHYA PRADESH,RAW COAL,CEMENT,2015,1.284
MADHYA PRADESH,RAW COAL,SPONGE IRON,2015,0.064
MADHYA PRADESH,RAW COAL,CHEMICAL,2015,0.018
MADHYA PRADESH,RAW COAL,PULP & PAPER,2015,0.198
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2015,0.031
MADHYA PRADESH,RAW COAL,OTHER,2015,2.991
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2015,0.244
MADHYA PRADESH,WASHED COAL,CEMENT,2015,0.088
MADHYA PRADESH,WASHED COAL,COLLIERY OWN - CONSUMPTION,2015,0.001
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2015,0.087
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2016,57.887
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2016,1.807
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2016,0.154
MADHYA PRADESH,RAW COAL,CEMENT,2016,0.946
MADHYA PRADESH,RAW COAL,SPONGE IRON,2016,0.060
MADHYA PRADESH,RAW COAL,CHEMICAL,2016,0.021
MADHYA PRADESH,RAW COAL,PULP & PAPER,2016,0.151
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2016,0.037
MADHYA PRADESH,RAW COAL,OTHER,2016,3.935
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2016,0.016
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2016,0.055
MADHYA PRADESH,TOTAL COAL,POWER (UTILITY),2006,24.051
MADHYA PRADESH,TOTAL COAL,POWER (CAPTIVE),2006,1.485
MADHYA PRADESH,TOTAL COAL,METALLURGICAL USE- COKERIES,2006,0.067
MADHYA PRADESH,TOTAL COAL,CEMENT,2006,3.462
MADHYA PRADESH,TOTAL COAL,SPONGE IRON,2006,0.112
MADHYA PRADESH,TOTAL COAL,CHEMICAL,2006,0.040
MADHYA PRADESH,TOTAL COAL,PULP & PAPER,2006,0.243
MADHYA PRADESH,TOTAL COAL,TEXTILES & RAYONS,2006,0.002
MADHYA PRADESH,TOTAL COAL,BRICKS,2006,0.023
MADHYA PRADESH,TOTAL COAL,OTHER,2006,2.473
MADHYA PRADESH,TOTAL COAL,COLLIERY OWN - CONSUMPTION,2006,0.023
MADHYA PRADESH,TOTAL COAL,COLLIERY STAFF,2006,0.020
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2019,0.037
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2019,0.006
MADHYA PRADESH,RAW COAL,CHEMICAL,2019,0.022
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2019,0.041
MADHYA PRADESH,RAW COAL,SPONGE IRON,2019,0.064
MADHYA PRADESH,RAW COAL,PULP & PAPER,2019,0.150
MADHYA PRADESH,RAW COAL,CEMENT,2019,1.063
MADHYA PRADESH,RAW COAL,OTHER,2019,3.725
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2019,21.731
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2019,56.377
MADHYA PRADESH,MIDDLINGS,POWER (UTILITY),2017,0.034
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2017,0.007
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2017,0.017
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2017,0.029
MADHYA PRADESH,RAW COAL,CHEMICAL,2017,0.030
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2017,0.079
MADHYA PRADESH,RAW COAL,PULP & PAPER,2017,0.118
MADHYA PRADESH,RAW COAL,SPONGE IRON,2017,0.175
MADHYA PRADESH,RAW COAL,CEMENT,2017,0.694
MADHYA PRADESH,RAW COAL,OTHER,2017,3.964
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2017,18.332
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2017,37.128
MADHYA PRADESH,WASHED COAL,POWER (UTILITY),2017,0.083
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2018,0.007
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- COKERIES,2018,0.011
MADHYA PRADESH,RAW COAL,TEXTILES & RAYONS,2018,0.011
MADHYA PRADESH,RAW COAL,SPONGE IRON,2018,0.058
MADHYA PRADESH,RAW COAL,CHEMICAL,2018,0.066
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2018,0.087
MADHYA PRADESH,RAW COAL,PULP & PAPER,2018,0.153
MADHYA PRADESH,RAW COAL,CEMENT,2018,1.020
MADHYA PRADESH,RAW COAL,OTHER,2018,3.832
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2018,20.802
MADHYA PRADESH,RAW COAL,POWER (UTILITY),2018,49.490
MADHYA PRADESH,RAW COAL,PULP & PAPER,2020,0.001
MADHYA PRADESH,RAW COAL,COLLIERY OWN - CONSUMPTION,2020,0.001
MADHYA PRADESH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2020,0.008
MADHYA PRADESH,RAW COAL,SPONGE IRON,2020,0.030
MADHYA PRADESH,RAW COAL,COKERIES,2020,0.046
MADHYA PRADESH,RAW COAL,CEMENT,2020,1.521
MADHYA PRADESH,RAW COAL,OTHER,2020,2.629
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2020,23.236
MADHYA PRADESH,RAW COAL,POWER (CAPTIVE),2020,54.327
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2007,2.165
CHHATTISGARH,MIDDLINGS,OTHER,2007,0.079
CHHATTISGARH,RAW COAL,POWER (UTILITY),2007,18.895
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2007,5.085
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2007,0.142
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2007,0.488
CHHATTISGARH,RAW COAL,CEMENT,2007,2.068
CHHATTISGARH,RAW COAL,SPONGE IRON,2007,4.593
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2007,0.117
CHHATTISGARH,RAW COAL,PULP & PAPER,2007,0.040
CHHATTISGARH,RAW COAL,OTHER,2007,2.987
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2007,0.006
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2007,0.891
CHHATTISGARH,WASHED COAL,SPONGE IRON,2007,2.170
CHHATTISGARH,MIDDLINGS,POWER (UTILITY),2008,0.395
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2008,2.071
CHHATTISGARH,RAW COAL,POWER (UTILITY),2008,20.442
CHHATTISGARH,RAW COAL,POWER (CAPTIVE),2008,6.695
CHHATTISGARH,RAW COAL,METALLURGICAL USE- DIRECT FEED,2008,0.088
CHHATTISGARH,RAW COAL,STEEL (BOILERS),2008,0.538
CHHATTISGARH,RAW COAL,CEMENT,2008,2.101
CHHATTISGARH,RAW COAL,SPONGE IRON,2008,6.116
CHHATTISGARH,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2008,0.124
CHHATTISGARH,RAW COAL,PULP & PAPER,2008,0.044
CHHATTISGARH,RAW COAL,OTHER,2008,3.757
CHHATTISGARH,RAW COAL,COLLIERY OWN - CONSUMPTION,2008,0.007
CHHATTISGARH,WASHED COAL,METALLURGICAL USE- COKERIES,2008,1.019
CHHATTISGARH,WASHED COAL,SPONGE IRON,2008,1.924
CHHATTISGARH,MIDDLINGS,POWER (UTILITY),2009,1.758
CHHATTISGARH,MIDDLINGS,POWER (CAPTIVE),2009,1.463
CHHATTISGARH,MIDDLINGS,STEEL (BOILERS),2009,0.004
