Date,GeoId,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_MedicalTest_COVID_19_Positive,CumulativeCount_MedicalTest_COVID_19_Negative,Count_MedicalTest_COVID_19_Pending,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInICU,CumulativeCount_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientOnVentilator,CumulativeCount_MedicalConditionIncident_COVID_19_PatientOnVentilator
2020-06-07,dcid:geoId/21,249062,11287,237775,,3344,470,495,2361,75,958,,
2020-06-07,dcid:geoId/22,434065,42816,391249,,31728,2936,575,,,,74,
2020-06-07,dcid:geoId/25,652490,103436,549054,,,7316,1442,10393,335,,221,
2020-06-07,dcid:geoId/24,364803,57973,306830,,4240,2749,1003,9546,404,,,
2020-06-07,dcid:geoId/23,58969,2570,56399,,1864,99,34,298,15,,7,
2020-06-07,dcid:geoId/26,726225,64969,661256,,42041,5927,864,,315,,191,
2020-06-07,dcid:geoId/27,353141,28988,324153,,22992,1197,450,3367,199,1044,,
2020-06-07,dcid:geoId/29,236858,14553,222305,,,809,657,,,,84,
2020-06-07,dcid:geoId/69,7241,27,7214,,19,2,,,,,,
2020-06-07,dcid:geoId/28,203249,17270,185979,,11203,817,585,2522,133,,69,
2020-06-07,dcid:geoId/30,47378,545,46833,,475,18,2,69,,,,
2020-06-07,dcid:geoId/37,511226,35546,475680,,18860,996,696,,,,,
2020-06-07,dcid:geoId/38,79933,2861,77072,,2307,75,28,183,,,,
2020-06-07,dcid:geoId/31,119769,15543,104226,,8255,188,167,928,,,,
2020-06-07,dcid:geoId/33,84009,5019,78990,,3319,283,84,487,,145,,
2020-06-07,dcid:geoId/34,960425,164164,796261,,27824,12176,1882,18050,503,,385,
2020-06-07,dcid:geoId/35,229147,8800,220347,,3286,392,176,1489,,,,
2020-06-07,dcid:geoId/32,175697,9649,166048,,522,465,348,,80,,44,
2020-06-07,dcid:geoId/36,2497842,378097,2119745,,67544,24259,2427,89995,704,,534,
2020-06-07,dcid:geoId/39,469024,38476,430548,,,2377,603,6497,240,1657,167,
2020-06-07,dcid:geoId/40,221748,7150,214598,,5981,348,158,1026,65,,,
2020-06-07,dcid:geoId/41,148400,4808,143592,,2237,164,121,819,39,,16,
2020-06-07,dcid:geoId/42,520385,76212,444173,,53670,5943,1174,,,,268,
2020-06-07,dcid:geoId/72,4985,4985,,,,142,105,,6,,7,
2020-06-07,dcid:geoId/44,170739,15441,155298,,1336,772,182,1775,37,,23,
2020-06-07,dcid:geoId/45,237859,14286,223573,,7347,546,477,1814,,,,
2020-06-07,dcid:geoId/46,57060,5438,51622,,4335,65,87,478,,,,
2020-06-07,dcid:geoId/47,498768,26381,472387,,17222,418,,1932,,,,
2020-06-07,dcid:geoId/48,1100446,74978,1025468,,49758,1830,1878,,,,,
2020-06-07,dcid:geoId/49,237951,12066,225885,,7108,121,207,900,,269,,111
2020-06-07,dcid:geoId/51,379816,50681,329135,385,6538,1472,1186,7724,316,,165,
2020-06-07,dcid:geoId/78,2196,71,2125,4,62,6,,,,,,
2020-06-07,dcid:geoId/50,41218,1063,40155,,890,55,14,,,,,
2020-06-07,dcid:geoId/53,373029,25419,347610,,,1153,205,3652,,,57,
2020-06-07,dcid:geoId/55,349079,23212,325867,183,14047,647,491,2848,107,638,,
2020-06-07,dcid:geoId/54,111807,2144,109663,,1451,84,28,,9,,4,
2020-06-07,dcid:geoId/56,28751,947,27804,,757,17,4,90,,,,
2020-06-06,dcid:geoId/02,63901,536,63365,,382,10,7,48,,,1,
2020-06-06,dcid:geoId/01,245644,20043,225601,,11395,689,,1993,,612,,363
2020-06-06,dcid:geoId/05,156757,9101,147656,,6266,154,154,838,,,36,142
2020-06-06,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-06,dcid:geoId/04,271646,25451,246195,,5399,1042,1278,3777,391,,292,
2020-06-06,dcid:geoId/06,2308300,126016,2182284,,,4559,4526,,1315,,,
2020-06-06,dcid:geoId/08,208277,27615,180662,,4055,1524,299,4472,,,,
2020-06-06,dcid:geoId/09,295549,43818,251731,,7284,4055,333,9669,,,,
2020-06-06,dcid:geoId/11,53678,9269,44409,,1138,483,276,,100,,68,
2020-06-06,dcid:geoId/10,67635,9845,57790,,5696,485,117,,,,,
2020-06-06,dcid:geoId/12,1174185,62758,1111427,1265,,2773,,11163,,,,
2020-06-06,dcid:geoId/13,522857,51309,471548,,,2174,788,8662,,1901,,
2020-06-06,dcid:geoId/66,7463,179,7284,,162,5,,,,,,
2020-06-06,dcid:geoId/15,53257,664,52593,,614,17,,83,,,,
2020-06-06,dcid:geoId/19,184714,21478,163236,,12715,598,299,,102,,62,
2020-06-06,dcid:geoId/16,55239,3111,52128,,2408,83,,257,,98,,
2020-06-06,dcid:geoId/17,1022074,126890,895184,,,5864,2702,,770,,476,
2020-06-06,dcid:geoId/18,297530,36997,260533,,24729,2292,926,6091,344,1304,133,
2020-06-06,dcid:geoId/20,113653,10393,103260,,612,232,,917,,306,,135
2020-06-06,dcid:geoId/21,249062,11287,237775,,3344,470,495,2361,75,958,,
2020-06-06,dcid:geoId/22,428069,42486,385583,,31728,2925,582,,,,77,
2020-06-06,dcid:geoId/25,644639,103132,541507,,,7289,1529,10369,359,,238,
2020-06-06,dcid:geoId/24,357376,57482,299894,,4175,2740,1059,9451,418,,,
2020-06-06,dcid:geoId/23,58923,2524,56399,,1845,98,35,296,14,,7,
2020-06-06,dcid:geoId/26,715856,64914,650942,,42041,5916,864,,315,,191,
2020-06-06,dcid:geoId/27,343597,28853,314744,,22253,1181,473,3336,206,1044,,
2020-06-06,dcid:geoId/29,230065,14442,215623,,,809,666,,,,79,
2020-06-06,dcid:geoId/69,6695,26,6669,,16,2,,,,,,
2020-06-06,dcid:geoId/28,193123,16769,176354,,11203,803,604,2475,149,,84,
2020-06-06,dcid:geoId/30,46754,540,46214,,472,18,1,68,,,,
2020-06-06,dcid:geoId/37,497350,34625,462725,,18860,992,708,,,,,
2020-06-06,dcid:geoId/38,78880,2816,76064,,2268,75,29,182,,,,
2020-06-06,dcid:geoId/31,117547,15379,102168,,7957,186,181,919,,,,
2020-06-06,dcid:geoId/33,84009,5019,78990,,3319,283,84,487,,145,,
2020-06-06,dcid:geoId/34,919448,163893,755555,,27641,12106,1933,18023,539,,410,
2020-06-06,dcid:geoId/35,224640,8672,215968,,3206,387,175,1489,,,,
2020-06-06,dcid:geoId/32,171771,9460,162311,,522,463,348,,80,,44,
2020-06-06,dcid:geoId/36,2437407,377316,2060091,,67261,24212,2603,89995,720,,554,
2020-06-06,dcid:geoId/39,458526,38111,420415,,,2370,628,6460,256,1650,155,
2020-06-06,dcid:geoId/40,221601,7003,214598,,5867,345,158,1026,65,,,
2020-06-06,dcid:geoId/41,146159,4662,141497,,2237,163,121,819,39,,16,
2020-06-06,dcid:geoId/42,510828,75706,435122,,52560,5931,1174,,,,268,
2020-06-06,dcid:geoId/72,4915,4915,,,,142,100,,7,,4,
2020-06-06,dcid:geoId/44,170739,15441,155298,,1336,772,182,1775,37,,23,
2020-06-06,dcid:geoId/45,232744,13916,218828,,7347,545,453,1814,,,,
2020-06-06,dcid:geoId/46,55458,5367,50091,,4273,65,93,474,,,,
2020-06-06,dcid:geoId/47,491421,26071,465350,,17124,417,,1923,,,,
2020-06-06,dcid:geoId/48,1093277,73553,1019724,,48895,1819,1822,,,,,
2020-06-06,dcid:geoId/49,235149,11798,223351,,6939,121,147,890,,266,,110
2020-06-06,dcid:geoId/51,371131,49397,321734,350,6382,1460,1171,7553,324,,169,
2020-06-06,dcid:geoId/78,2196,71,2125,4,62,6,,,,,,
2020-06-06,dcid:geoId/50,40083,1046,39037,,888,55,16,,,,,
2020-06-06,dcid:geoId/53,370657,25227,345430,,,1149,247,3639,,,86,
2020-06-06,dcid:geoId/55,337739,22937,314802,177,13770,645,492,2832,118,636,,
2020-06-06,dcid:geoId/54,109723,2131,107592,,1446,84,27,,11,,3,
2020-06-06,dcid:geoId/56,28508,939,27569,,757,17,4,90,,,,
2020-06-05,dcid:geoId/02,60990,524,60466,,380,10,8,,,,1,
2020-06-05,dcid:geoId/01,239473,19387,220086,,11395,676,,1949,,603,,358
2020-06-05,dcid:geoId/05,147611,8651,138960,,5919,152,147,792,,,32,138
2020-06-05,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-05,dcid:geoId/04,263865,24332,239533,,5298,1012,1234,3712,375,,241,
2020-06-05,dcid:geoId/06,2238463,122901,2115562,,,4485,4625,,1333,,,
2020-06-05,dcid:geoId/08,203424,27360,176064,,4034,1512,319,4460,,,,
2020-06-05,dcid:geoId/09,287387,43460,243927,,7284,4038,350,9669,,,,
2020-06-05,dcid:geoId/11,51861,9199,42662,,1138,475,273,,99,,75,
2020-06-05,dcid:geoId/10,66729,9773,56956,,5631,485,128,,,,,
2020-06-05,dcid:geoId/12,1134940,61488,1073452,1193,,2745,,11066,,,,
2020-06-05,dcid:geoId/13,507788,50621,457167,,,2174,790,8646,,1897,,
2020-06-05,dcid:geoId/66,7374,179,7195,,162,5,,,,,,
2020-06-05,dcid:geoId/15,52336,655,51681,,611,17,,83,,,,
2020-06-05,dcid:geoId/19,180663,21152,159511,,12585,592,299,,102,,62,
2020-06-05,dcid:geoId/16,53624,3054,50570,,2362,83,,255,,98,,
2020-06-05,dcid:geoId/17,1000919,125915,875004,,,5795,2911,,817,,500,
2020-06-05,dcid:geoId/18,291638,36578,255060,,24317,2258,924,6053,368,1293,147,
2020-06-05,dcid:geoId/20,113653,10393,103260,,612,232,,917,,306,,135
2020-06-05,dcid:geoId/21,242417,10977,231440,,3316,466,505,2345,73,958,,
2020-06-05,dcid:geoId/22,420786,41989,378797,,31728,2912,604,,,,75,
2020-06-05,dcid:geoId/25,634769,102557,532212,,,7235,1533,10303,350,,238,
2020-06-05,dcid:geoId/24,347726,56770,290956,,4159,2702,1076,9346,455,,,
2020-06-05,dcid:geoId/23,57532,2482,55050,,1797,98,35,293,13,,7,
2020-06-05,dcid:geoId/26,705271,64821,640450,,38099,5909,617,,321,,205,
2020-06-05,dcid:geoId/27,333185,28688,304497,,21864,1159,478,3289,220,1044,,
2020-06-05,dcid:geoId/29,224542,14253,210289,,,799,666,,,,79,
2020-06-05,dcid:geoId/69,6695,26,6669,,16,2,,,,,,
2020-06-05,dcid:geoId/28,193113,16759,176354,,11203,803,604,2475,149,,84,
2020-06-05,dcid:geoId/30,45888,541,45347,,470,18,1,68,,,,
2020-06-05,dcid:geoId/37,482147,33255,448892,,18860,966,717,,,,,
2020-06-05,dcid:geoId/38,76856,2745,74111,,2242,74,30,180,,,,
2020-06-05,dcid:geoId/31,114822,15117,99705,,7598,186,190,905,,,,
2020-06-05,dcid:geoId/33,79765,4876,74889,,3187,273,86,472,,145,,
2020-06-05,dcid:geoId/34,918891,163336,755555,,27433,12049,1933,17880,542,,410,
2020-06-05,dcid:geoId/35,217757,8353,209404,,3115,383,170,1416,,,,
2020-06-05,dcid:geoId/32,166107,9266,156841,,522,460,341,,72,,47,
2020-06-05,dcid:geoId/36,2359512,376208,1983304,,66992,24175,2728,89995,758,,583,
2020-06-05,dcid:geoId/39,446195,37758,408437,,,2355,671,6385,259,1632,168,
2020-06-05,dcid:geoId/40,216471,6907,209564,,5781,344,164,1014,66,,,
2020-06-05,dcid:geoId/41,143246,4570,138676,,2214,161,121,819,39,,16,
2020-06-05,dcid:geoId/42,499206,75005,424201,,52069,5886,1174,,,,268,
2020-06-05,dcid:geoId/72,4620,4620,,,,141,116,,9,,7,
2020-06-05,dcid:geoId/44,170739,15441,155298,,1336,772,182,1775,37,,23,
2020-06-05,dcid:geoId/45,231299,13453,217846,,7347,538,453,1814,,,,
2020-06-05,dcid:geoId/46,53363,5277,48086,,4179,65,83,467,,,,
2020-06-05,dcid:geoId/47,482172,25520,456652,,16925,408,,1893,,,,
2020-06-05,dcid:geoId/48,1061576,71613,989963,,47865,1788,1855,,,,,
2020-06-05,dcid:geoId/49,232197,11252,220945,,6788,120,133,870,,262,,109
2020-06-05,dcid:geoId/51,363770,48532,315238,374,6392,1453,1205,7597,320,,161,
2020-06-05,dcid:geoId/78,2051,71,1980,8,62,6,,,,,,
2020-06-05,dcid:geoId/50,39117,1027,38090,,882,55,14,,,,,
2020-06-05,dcid:geoId/53,366908,25023,341885,,,1138,285,3615,,,91,
2020-06-05,dcid:geoId/55,325931,22599,303332,174,13337,633,526,2791,124,625,,
2020-06-05,dcid:geoId/54,108518,2119,106399,,1445,84,27,,11,,3,
2020-06-05,dcid:geoId/56,27612,933,26679,,755,17,4,90,,,,
2020-06-04,dcid:geoId/02,60097,513,59584,,376,10,13,,,,1,
2020-06-04,dcid:geoId/01,235299,19072,216227,,11395,653,,1929,,601,,357
2020-06-04,dcid:geoId/05,142480,8067,134413,,5717,142,138,757,,,30,127
2020-06-04,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-04,dcid:geoId/04,249755,22753,227002,,5172,996,1079,3642,375,,223,
2020-06-04,dcid:geoId/06,2182671,119807,2062864,,,4422,4455,,1279,,,
2020-06-04,dcid:geoId/08,197200,27060,170140,,4014,1494,356,4443,,,,
2020-06-04,dcid:geoId/09,281525,43239,238286,,7284,4007,373,9669,,,,
2020-06-04,dcid:geoId/11,51096,9120,41976,,1138,475,276,,98,,73,
2020-06-04,dcid:geoId/10,65909,9746,56163,,5562,483,142,,,,,
2020-06-04,dcid:geoId/12,1107043,60183,1046860,1221,,2691,,10923,,,,
2020-06-04,dcid:geoId/13,496331,49847,446484,,,2147,807,8557,,1872,,
2020-06-04,dcid:geoId/66,6984,179,6805,,162,5,,,,,,
2020-06-04,dcid:geoId/15,50638,653,49985,,612,17,,83,,,,
2020-06-04,dcid:geoId/19,174935,20805,154130,,12333,580,310,,105,,70,
2020-06-04,dcid:geoId/16,49805,2990,46815,,2311,83,,253,,98,,
2020-06-04,dcid:geoId/17,982016,124759,857257,,,5736,3044,,853,,516,
2020-06-04,dcid:geoId/18,285234,36096,249138,,23707,2231,979,5999,372,1286,144,
2020-06-04,dcid:geoId/20,108053,10170,97883,,592,222,,890,,302,,131
2020-06-04,dcid:geoId/21,235925,10705,225220,,3303,458,518,2332,67,954,,
2020-06-04,dcid:geoId/22,411186,41562,369624,,31728,2883,613,,,,82,
2020-06-04,dcid:geoId/25,624935,102063,522872,,,7201,1637,10238,401,,249,
2020-06-04,dcid:geoId/24,337018,55858,281160,,3985,2668,1096,9217,456,,,
2020-06-04,dcid:geoId/23,56201,2446,53755,,1739,95,35,291,14,,7,
2020-06-04,dcid:geoId/26,692523,64616,627907,,38099,5901,617,,321,,205,
2020-06-04,dcid:geoId/27,322148,28290,293858,,21490,1126,512,3253,244,1033,,
2020-06-04,dcid:geoId/29,218661,14057,204604,,,786,599,,,,82,
2020-06-04,dcid:geoId/69,6695,26,6669,,16,2,,,,,,
2020-06-04,dcid:geoId/28,184985,16560,168425,,11203,794,633,2340,145,,97,
2020-06-04,dcid:geoId/30,44642,539,44103,,467,17,1,68,,,,
2020-06-04,dcid:geoId/37,468302,31966,436336,,18860,960,659,,,,,
2020-06-04,dcid:geoId/38,75744,2706,73038,,2209,69,32,175,,,,
2020-06-04,dcid:geoId/31,112255,14866,97389,,7005,187,211,902,,,,
2020-06-04,dcid:geoId/33,75965,4795,71170,1643,3157,265,88,468,,144,,
2020-06-04,dcid:geoId/34,857729,162530,695199,,27231,11970,1982,17604,537,,459,
2020-06-04,dcid:geoId/35,212996,8140,204856,,3013,375,170,1416,,,,
2020-06-04,dcid:geoId/32,161423,9090,152333,,512,460,364,,79,,47,
2020-06-04,dcid:geoId/36,2293032,375133,1917899,,66756,24133,2849,89995,832,,613,
2020-06-04,dcid:geoId/39,437251,37282,399969,,,2339,693,6312,267,1623,181,
2020-06-04,dcid:geoId/40,211722,6907,204815,,5781,344,148,1014,63,,,
2020-06-04,dcid:geoId/41,139312,4474,134838,,2199,159,124,812,40,,13,
2020-06-04,dcid:geoId/42,491502,74560,416942,,51019,5817,1174,,,,268,
2020-06-04,dcid:geoId/72,4508,4508,,,,140,114,,15,,9,
2020-06-04,dcid:geoId/44,165923,15325,150598,,1326,756,185,1765,42,,29,
2020-06-04,dcid:geoId/45,230851,13005,217846,,6976,525,453,1789,,,,
2020-06-04,dcid:geoId/46,52622,5247,47375,,4163,64,86,464,,,,
2020-06-04,dcid:geoId/47,476138,25120,451018,,16643,401,,1855,,,,
2020-06-04,dcid:geoId/48,1038555,69920,968635,,46799,1767,1796,,,,,
2020-06-04,dcid:geoId/49,227507,10813,216694,,6628,117,164,850,,258,,108
2020-06-04,dcid:geoId/51,353590,47856,305734,412,6284,1445,1266,7550,321,,171,
2020-06-04,dcid:geoId/78,2046,71,1975,2,62,6,,,,,,
2020-06-04,dcid:geoId/50,37834,1026,36808,,881,55,13,,,,,
2020-06-04,dcid:geoId/53,360649,24677,335972,,,1135,272,3578,,,94,
2020-06-04,dcid:geoId/55,313560,22193,291367,196,12980,626,551,2739,117,616,,
2020-06-04,dcid:geoId/54,106049,2092,103957,,1399,78,28,,11,,2,
2020-06-04,dcid:geoId/56,26989,915,26074,,714,17,4,87,,,,
2020-06-03,dcid:geoId/02,58182,505,57677,,373,10,11,,,,0,
2020-06-03,dcid:geoId/01,231594,18851,212743,,11395,653,,1900,,591,,355
2020-06-03,dcid:geoId/05,142480,8067,134413,,5717,142,132,731,,,31,124
2020-06-03,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-03,dcid:geoId/04,244525,22233,222292,,5076,981,1092,3589,379,,239,
2020-06-03,dcid:geoId/06,2131294,117687,2013607,,,4361,4458,,1313,,,
2020-06-03,dcid:geoId/08,194177,26788,167389,,3983,1474,388,4419,,,,
2020-06-03,dcid:geoId/09,276436,43091,233345,,7511,3989,406,13793,,,,
2020-06-03,dcid:geoId/11,49562,9016,40546,,1138,473,285,,103,,72,
2020-06-03,dcid:geoId/10,64920,9712,55208,,5493,475,153,,,,,
2020-06-03,dcid:geoId/12,1080913,58764,1022149,1191,,2650,,10796,,,,
2020-06-03,dcid:geoId/13,482712,48894,433818,,,2123,815,8419,,1841,,
2020-06-03,dcid:geoId/66,6727,178,6549,,151,5,,,,,,
2020-06-03,dcid:geoId/15,49508,653,48855,,609,17,,83,,,,
2020-06-03,dcid:geoId/19,164445,20055,144390,,12064,574,314,,116,,76,
2020-06-03,dcid:geoId/16,48942,2933,46009,,2282,83,,251,,98,,
2020-06-03,dcid:geoId/17,959175,123830,835345,,,5621,3173,,844,,508,
2020-06-03,dcid:geoId/18,277815,35712,242103,,23182,2207,1017,5952,358,1282,138,
2020-06-03,dcid:geoId/20,108053,10170,97883,,592,222,,890,,302,,131
2020-06-03,dcid:geoId/21,232199,10410,221789,,3283,450,488,2317,68,950,,
2020-06-03,dcid:geoId/22,402087,41133,360954,,31728,2870,617,,,,86,
2020-06-03,dcid:geoId/25,617761,101592,516169,,,7152,1684,10151,393,,263,
2020-06-03,dcid:geoId/24,327625,54982,272643,,3970,2666,1109,9111,471,,,
2020-06-03,dcid:geoId/23,53009,2418,50591,,1699,95,44,285,14,,10,
2020-06-03,dcid:geoId/26,677555,64382,613173,,38099,5884,646,,328,,224,
2020-06-03,dcid:geoId/27,311208,27889,283319,,21169,1097,537,3203,254,1022,,
2020-06-03,dcid:geoId/29,211353,13767,197586,,,786,571,,,,70,
2020-06-03,dcid:geoId/69,6557,23,6534,,16,2,,,,,,
2020-06-03,dcid:geoId/28,184747,16322,168425,,11203,782,602,2340,141,,96,
2020-06-03,dcid:geoId/30,43448,525,42923,,464,17,1,68,,,,
2020-06-03,dcid:geoId/37,449263,30777,418486,,18860,939,684,,,,,
2020-06-03,dcid:geoId/38,74502,2679,71823,,2169,69,34,172,,,,
2020-06-03,dcid:geoId/31,109966,14611,95355,,6743,181,194,851,,,,
2020-06-03,dcid:geoId/33,75739,4749,70990,1726,3071,256,97,462,,142,,
2020-06-03,dcid:geoId/34,837420,162068,675352,,27008,11880,2250,17390,612,,459,
2020-06-03,dcid:geoId/35,206837,8024,198813,,2960,367,182,1416,,,,
2020-06-03,dcid:geoId/32,156255,8935,147320,,501,455,372,,84,,47,
2020-06-03,dcid:geoId/36,2229473,374085,1855388,,66502,24079,2978,89995,865,,638,
2020-06-03,dcid:geoId/39,426105,36792,389313,,,2299,704,6251,283,1604,198,
2020-06-03,dcid:geoId/40,208052,6805,201247,,5711,341,136,1003,59,,,
2020-06-03,dcid:geoId/41,136668,4399,132269,,2199,159,112,800,27,,10,
2020-06-03,dcid:geoId/42,475391,74022,401369,,49915,5741,1164,,,,269,
2020-06-03,dcid:geoId/72,4023,4023,,,,140,107,,12,,7,
2020-06-03,dcid:geoId/44,162540,15219,147321,,1311,742,189,1753,44,,30,
2020-06-03,dcid:geoId/45,222925,12651,210274,,6976,518,433,1789,,,,
2020-06-03,dcid:geoId/46,48662,5162,43500,,4084,62,87,456,,,,
2020-06-03,dcid:geoId/47,470779,24822,445957,,16319,388,,1829,,,,
2020-06-03,dcid:geoId/48,1006768,68271,938497,,45858,1734,1487,,,,,
2020-06-03,dcid:geoId/49,223981,10497,213484,,6501,117,150,829,,250,,107
2020-06-03,dcid:geoId/51,342387,46905,295482,435,6165,1428,1311,7476,313,,185,
2020-06-03,dcid:geoId/78,2026,70,1956,5,62,6,,,,,,
2020-06-03,dcid:geoId/50,37195,990,36205,,879,55,10,,,,,
2020-06-03,dcid:geoId/53,356060,24385,331675,,,1129,263,3543,,,89,
2020-06-03,dcid:geoId/55,301372,21661,279711,199,12172,616,556,2700,130,606,,
2020-06-03,dcid:geoId/54,103768,2071,101697,,1381,78,34,,13,,4,
2020-06-03,dcid:geoId/56,26628,915,25713,,714,17,4,87,,,,
2020-06-02,dcid:geoId/02,56203,487,55716,,371,10,10,,,,0,
2020-06-02,dcid:geoId/01,223802,18642,205160,,9355,651,,1879,,591,,355
2020-06-02,dcid:geoId/05,133236,7443,125793,,5401,133,121,718,,,26,124
2020-06-02,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-02,dcid:geoId/04,237833,21250,216583,,4967,941,1009,3520,380,,235,
2020-06-02,dcid:geoId/06,2071591,115310,1956281,,,4286,4393,,1286,,,
2020-06-02,dcid:geoId/08,190537,26577,163960,,3954,1458,394,4372,,,,
2020-06-02,dcid:geoId/09,270610,42979,227631,,7511,3972,434,13793,,,,
2020-06-02,dcid:geoId/11,47701,8886,38815,,1137,470,295,,106,,74,
2020-06-02,dcid:geoId/10,64062,9685,54377,,5442,471,157,,,,,
2020-06-02,dcid:geoId/12,1049752,57447,992305,1206,,2613,,10678,,,,
2020-06-02,dcid:geoId/13,474287,48207,426080,,,2102,828,8334,,1821,,
2020-06-02,dcid:geoId/66,6391,177,6214,,148,5,,,,,,
2020-06-02,dcid:geoId/15,48921,652,48269,,608,17,,83,,,,
2020-06-02,dcid:geoId/19,163690,20016,143674,,11742,561,327,,114,,76,
2020-06-02,dcid:geoId/16,48133,2906,45227,,2266,83,,247,,98,,
2020-06-02,dcid:geoId/17,934704,122848,811856,,,5525,3238,,874,,548,
2020-06-02,dcid:geoId/18,271919,35237,236682,,22623,2197,961,5902,358,1261,140,
2020-06-02,dcid:geoId/20,103312,10011,93301,,555,217,,862,,290,,127
2020-06-02,dcid:geoId/21,227271,10185,217086,,3275,442,481,2307,85,941,,
2020-06-02,dcid:geoId/22,393133,40746,352387,,31728,2835,639,,,,83,
2020-06-02,dcid:geoId/25,609395,101163,508232,,,7085,1657,10063,394,,269,
2020-06-02,dcid:geoId/24,315815,54175,261640,,3855,2646,1148,8957,481,,,
2020-06-02,dcid:geoId/23,52968,2377,50591,,1646,94,48,287,16,,10,
2020-06-02,dcid:geoId/26,661175,64103,597072,,38099,5869,674,,346,,240,
2020-06-02,dcid:geoId/27,295307,27376,267931,,20381,1082,537,3134,248,1003,,
2020-06-02,dcid:geoId/29,205430,13575,191855,,,783,693,,,,81,
2020-06-02,dcid:geoId/69,6557,23,6534,,16,2,,,,,,
2020-06-02,dcid:geoId/28,179498,16020,163478,,11203,767,584,2296,146,,97,
2020-06-02,dcid:geoId/30,42212,523,41689,,462,17,1,67,,,,
2020-06-02,dcid:geoId/37,434921,29889,405032,,18860,921,716,,,,,
2020-06-02,dcid:geoId/38,73644,2646,70998,,2127,68,34,170,,,,
2020-06-02,dcid:geoId/31,106418,14345,92073,,,178,,,,,,
2020-06-02,dcid:geoId/33,74344,4685,69659,2183,2954,245,98,456,,142,,
2020-06-02,dcid:geoId/34,817677,161545,656132,,26815,11770,2370,17390,639,,480,
2020-06-02,dcid:geoId/35,203115,7800,195315,,2888,362,191,1317,,,,
2020-06-02,dcid:geoId/32,152091,8830,143261,,464,452,365,,88,,39,
2020-06-02,dcid:geoId/36,2167831,373040,1794791,,66262,24023,3121,89861,907,,673,
2020-06-02,dcid:geoId/39,409908,36350,373558,,,2258,697,6176,295,1583,204,
2020-06-02,dcid:geoId/40,204657,6692,197965,,5599,339,124,994,60,,,
2020-06-02,dcid:geoId/41,134209,4335,129874,,2164,157,102,795,29,,15,
2020-06-02,dcid:geoId/42,472871,73510,399361,,48838,5667,1302,,,,283,
2020-06-02,dcid:geoId/72,3935,3935,,,,138,106,,17,,10,
2020-06-02,dcid:geoId/44,159560,15112,144448,,1302,732,188,1743,48,,31,
2020-06-02,dcid:geoId/45,218777,12415,206362,,6976,501,425,1789,,,,
2020-06-02,dcid:geoId/46,46846,5067,41779,,3990,62,89,443,,,,
2020-06-02,dcid:geoId/47,462136,24375,437761,,15916,381,,1792,,,,
2020-06-02,dcid:geoId/48,986224,66568,919656,,44517,1698,1773,,,,,
2020-06-02,dcid:geoId/49,221791,10202,211589,,6319,113,159,801,,243,,104
2020-06-02,dcid:geoId/51,328889,46239,282650,450,6011,1407,1362,7373,336,,186,
2020-06-02,dcid:geoId/78,2006,70,1936,6,62,6,,,,,,
2020-06-02,dcid:geoId/50,36619,988,35631,,879,55,10,,,,,
2020-06-02,dcid:geoId/53,350732,24086,326646,,,1124,232,3517,,,48,
2020-06-02,dcid:geoId/55,284898,21155,263743,209,12172,607,597,2643,139,593,,
2020-06-02,dcid:geoId/54,100543,2041,98502,,1341,77,31,,11,,4,
2020-06-02,dcid:geoId/56,25742,910,24832,,667,17,7,86,,,,
2020-06-01,dcid:geoId/02,54190,467,53723,,368,10,10,,,,1,
2020-06-01,dcid:geoId/01,223523,18363,205160,,9355,646,,1856,,591,,355
2020-06-01,dcid:geoId/05,133236,7443,125793,,5401,133,115,711,,,27,123
2020-06-01,dcid:geoId/60,174,0,174,,,0,,,,,,
2020-06-01,dcid:geoId/04,228070,20123,207947,,4869,917,968,3445,377,,238,
2020-06-01,dcid:geoId/06,2012583,113006,1899577,,,4251,4258,,1273,,,
2020-06-01,dcid:geoId/08,186376,26378,159998,,3919,1445,414,4347,,,,
2020-06-01,dcid:geoId/09,261390,42740,218650,,7511,3964,454,13793,,,,
2020-06-01,dcid:geoId/11,47263,8857,38406,,1126,468,302,,108,,67,
2020-06-01,dcid:geoId/10,62447,9605,52842,,5353,471,159,,,,,
2020-06-01,dcid:geoId/12,1040400,56830,983570,1160,,2543,,10494,,,,
2020-06-01,dcid:geoId/13,471631,47618,424013,,,2074,841,8127,,1800,,
2020-06-01,dcid:geoId/66,6316,175,6141,,145,5,,,,,,
2020-06-01,dcid:geoId/15,48487,652,47835,,608,17,,83,,,,
2020-06-01,dcid:geoId/19,159081,19697,139384,,11440,551,339,,125,,73,
