"MinDate","ScalingFactors","Units","observationPeriods","StatVar","NumPlaces","MeasurementMethods"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade2","18208","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_UngradedClasses","7851","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade3","18203","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade4","18229","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_UngradedClasses","7840","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade5","18328","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade6","18537","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_PreKindergarten","13988","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade13","586","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade12","16533","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade9","16602","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade6","18603","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade8","18365","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade7","18390","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade7","18309","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade8","18447","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade6","18530","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade9","16678","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_PreKindergarten","13963","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade5","18325","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade4","18226","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade3","18202","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade2","18208","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade1","18212","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces","21058","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher_Kindergarten","21477","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade11","16560","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade10","16586","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade11","16549","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade10","16605","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade12","16523","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino","21056","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female","21595","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_SchoolOtherGuidanceCounselor","20184","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_PreKindergarten","13991","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_White_SchoolGrade13","598","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade12","16542","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade11","16572","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade10","16616","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_Black_AdultEducation","969","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_White_AdultEducation","993","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_AdultEducation","969","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade6","18546","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade7","18324","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade8","18373","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade9","16604","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_UngradedClasses","7886","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade1","18211","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade2","18216","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade3","18209","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade4","18228","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade5","18333","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian","21057","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade7","18336","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_PreKindergarten","14025","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade8","18390","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade5","18355","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade6","18552","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade3","18225","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade4","18245","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade1","18230","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade2","18227","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_Kindergarten","18164","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade9","16633","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher_UngradedTeacher","16715","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade10","16626","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade11","16587","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade12","16555","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_SchoolGrade13","688","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Kindergarten","18289","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade1","18233","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade5","18350","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade4","18246","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade3","18225","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade2","18231","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black","21062","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade9","16631","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade8","18396","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White","21060","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade7","18340","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade6","18554","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Kindergarten","18281","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_UngradedClasses","7849","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_Kindergarten","18256","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_Asian_AdultEducation","970","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_UngradedClasses","7937","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander","21050","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_UngradedClasses","7845","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_UngradedClasses","7919","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces","21060","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_PreKindergarten","14151","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_White_AdultEducation","972","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_UngradedClasses","7860","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_Kindergarten","18183","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_Kindergarten","18232","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade9","16665","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade8","18452","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade7","18385","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade6","18604","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade5","18389","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade11","16497","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher","21618","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade4","18281","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade12","16462","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade3","18257","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade2","18261","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade10","16536","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade1","18257","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander","21051","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade9To12","16916","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_Asian_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_LEAAdministrativeSupportStaff","21676","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade5","18437","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade6","18651","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade3","18302","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade4","18325","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade1","18312","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade2","18312","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade9","16767","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_SchoolAdministrator","21724","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade7","18447","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_SchoolGrade8","18520","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher_ElementaryTeacher","21672","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_UngradedClasses","7907","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade8","18409","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade9","16650","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade4","18261","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade5","18367","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade6","18571","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade7","18362","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade1","18249","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade2","18250","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade3","18245","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_PreKindergarten","13987","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_Kindergarten","18235","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade6","18583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade12","16581","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade13","594","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_Kindergarten","18229","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade7","18378","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade8","18422","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade10","16641","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade9","16663","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade11","16611","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_PreKindergarten","14156","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade1","18260","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_UngradedClasses","7859","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade2","18258","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade3","18253","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade13","586","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade4","18271","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade12","16520","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade5","18379","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Kindergarten","18280","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade11","16543","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade10","16581","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_PreKindergarten","13990","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher_PreKindergarten","21142","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade10","16535","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade11","16501","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade12","16467","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_Asian_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_PreKindergarten","13988","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_PreKindergarten","13960","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_Black_AdultEducation","970","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_AdultEducation","993","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_Kindergarten","18243","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_PreKindergarten","13957","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_UngradedClasses","7861","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade5","18393","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade4","18287","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade3","18265","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade2","18276","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade1","18268","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_SecondarySchoolCounselor","20796","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade9","16703","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade8","18467","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade7","18389","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_AdultEducation","969","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_SchoolGrade6","18599","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_Kindergarten","18217","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_UngradedClasses","7844","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_ParaProfessionalsAidesOrInstructionalAide","21705","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade12","16485","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade11","16517","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_SchoolGrade10","16559","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_PreKindergarten","13982","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student","21185","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade7","18398","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade8","18458","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade9","16677","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade1","18265","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade2","18265","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade3","18258","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade4","18279","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_SchoolGrade5","18392","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_AdultEducation","992","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade1","18272","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade2","18266","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade10","16507","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade3","18262","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade4","18285","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade12","16446","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade5","18398","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_SchoolGrade11","16475","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black_SchoolGrade6","18614","[US_NCES_Demographics]"
