unit,physact,c_birth,sex,age,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,MV_AERO,NEU28_FOR,M,Y45-64,2014	26.7 	26.8 	: u	: u	41.6 u	35.2 	22.8 	22.5 u	5.2 	36.7 	25.3 	12.9 	12.8 	22.2 u	17.2 	12.3 u	28.3 u	: u	: u	30.4 	: u	24.3 	0 	33.3 	0 	: u	40.8 	: u	43.6 	27.5 	3.4 u
PC,MV_AERO,NEU28_FOR,M,Y55-64,2014	22.8 	23.4 	: u	: u	: u	28.9 	24.3 	: u	: u	29.4 	21.4 	9.3 	11.2 	: u	20.6 	13.5 u	: u	: u	: u	: u	: u	20.6 	0 	28.6 u	0 	0 	37.4 u	: u	40.7 u	26.1 	: u
PC,MV_AERO,NEU28_FOR,M,Y65-74,2014	28.2 	31.0 	0 	: u	: u	40.0 u	18.0 	: u	: u	: u	27.7 	24.3 u	: u	: u	11.9 	: u	: u	0 	: u	: u	17.4 u	: u	0 	30.4 u	0 	0 	: u	: u	: u	45.4 	: u
PC,MV_AERO,NEU28_FOR,M,Y_GE18,2014	32.6 	33.6 	: u	19.3 u	47.4 	44.2 	25.6 	38.1 u	16.7 	41.5 	24.4 	15.0 	17.3 	24.5 	16.4 	13.5 	37.6 	: u	43.1 u	39.8 	23.6 	30.1 	0 	33.3 	: u	53.9 u	51.6 	54.4 u	51.3 	38.6 	2.1 
PC,MV_AERO,NEU28_FOR,M,Y_GE65,2014	27.0 	28.2 	: u	: u	: u	47.4 	18.6 	: u	: u	: u	23.5 	20.2 u	: u	: u	11.5 	4.1 u	: u	0 	: u	: u	9.9 	18.0 u	0 	26.6 u	: u	: u	: u	: u	: u	33.3 	0 u
PC,MV_AERO,NEU28_FOR,M,Y_GE75,2014	25.3 	24.2 	: u	: u	: u	56.7 u	19.3 u	: u	: u	: u	16.6 u	13.6 u	: u	: u	11.1 	: u	: u	0 	: u	: u	3.5 u	: u	0 	: u	: u	: u	: u	0 	: u	19.7 u	: u
PC,MV_AERO,NEU28_FOR,T,TOTAL,2014	28.0 	28.8 	25.3 u	13.1 	48.9 	40.8 	15.8 	28.7 	15.1 	33.9 	20.3 	14.9 	15.6 	26.2 	13.7 	9.6 	35.7 	46.8 u	45.6 	36.4 	18.7 	22.4 	: u	28.9 	: u	43.4 	47.3 	56.5 	47.8 	32.4 	3.1 
PC,MV_AERO,NEU28_FOR,T,Y15-24,2014	45.8 	47.3 	: u	: u	: u	63.0 	: u	: u	25.3 u	42.9 	30.2 	32.6 u	32.1 	37.5 u	: u	: u	46.2 u	: u	: u	58.5 u	: u	53.0 	: u	71.1 u	0 	: u	64.0 	: u	70.9 	53.7 u	2.8 u
PC,MV_AERO,NEU28_FOR,T,Y18-24,2014	43.9 	45.9 	: u	: u	: u	62.1 	0 	: u	: u	40.0 	25.3 u	: u	32.3 	27.7 u	: u	: u	42.6 u	: u	: u	58.2 u	: u	53.6 	: u	: u	0 	: u	63.5 	: u	67.1 	53.3 u	: u
PC,MV_AERO,NEU28_FOR,T,Y18-29,2014	40.0 	41.8 	: u	: u	59.6 	52.6 	: u	43.0 u	24.6 	39.9 	25.8 	20.8 u	26.4 	26.4 	: u	: u	39.5 u	: u	: u	52.8 	: u	40.5 	: u	44.3 u	: u	: u	59.3 	: u	56.7 	49.1 	4.7 u
PC,MV_AERO,NEU28_FOR,T,Y18-44,2014	30.3 	31.5 	: u	19.1 u	49.6 	45.1 	35.6 	26.9 u	21.4 	32.7 	18.3 	10.9 	16.9 	26.0 	26.4 	: u	37.4 	44.9 u	49.1 	36.5 	: u	25.3 	: u	31.4 	: u	40.3 u	47.7 	59.0 	50.6 	36.6 	5.6 
PC,MV_AERO,NEU28_FOR,T,Y18-64,2014	28.5 	29.3 	: u	14.2 u	47.8 	42.2 	20.8 	25.4 	15.6 	33.1 	21.0 	13.7 	15.1 	24.8 	18.4 	13.8 	35.6 	49.0 u	48.0 	35.4 	49.7 u	23.1 	: u	28.7 	: u	42.7 	45.6 	57.5 	47.5 	32.8 	4.0 
PC,MV_AERO,NEU28_FOR,T,Y25-34,2014	31.1 	31.7 	0 	: u	44.6 	42.0 	37.5 u	23.7 u	24.9 	34.2 	19.9 	6.8 u	16.8 	23.4 	39.2 u	: u	33.4 	: u	54.4 u	35.6 	: u	23.0 	0 	30.5 	: u	: u	51.4 	69.2 u	51.7 	34.3 	6.0 u
PC,MV_AERO,NEU28_FOR,T,Y25-64,2014	26.8 	27.3 	: u	14.9 u	44.4 	39.8 	20.8 	21.4 u	15.4 	32.0 	20.7 	13.0 	13.5 	24.5 	18.1 	13.0 	34.5 	53.7 u	46.2 	32.4 	51.0 u	19.8 	0 	27.5 	: u	38.4 	42.8 	56.7 	44.4 	29.7 	4.0 
PC,MV_AERO,NEU28_FOR,T,Y35-44,2014	24.8 	25.9 	: u	: u	45.0 	41.3 	34.8 u	20.8 	18.0 	28.3 	15.3 	9.7 u	12.6 	28.2 	19.3 	: u	38.8 	: u	40.5 u	28.3 	: u	17.2 	0 	27.3 	: u	: u	35.0 	49.9 u	41.1 	30.8 	6.1 u
PC,MV_AERO,NEU28_FOR,T,Y45-54,2014	26.6 	26.3 	: u	: u	44.2 u	41.1 	20.5 	17.0 	6.4 	35.4 	21.8 	15.6 	12.5 	20.9 	12.7 	15.3 u	28.6 u	: u	49.8 u	22.2 	: u	24.0 	0 	28.1 	: u	: u	44.3 	63.3 u	42.1 	24.8 	0 u
PC,MV_AERO,NEU28_FOR,T,Y45-64,2014	25.6 	25.6 	: u	: u	43.8 	36.9 	16.8 	19.2 	7.0 	34.0 	23.8 	15.3 	12.2 	20.5 	16.1 	10.5 	31.7 u	: u	46.0 u	32.8 	: u	20.3 	0 	26.5 	: u	49.0 u	41.5 u	54.9 u	38.0 	25.7 	1.7 u
PC,MV_AERO,NEU28_FOR,T,Y55-64,2014	23.9 	24.5 	: u	: u	43.0 u	30.5 	14.3 	27.6 u	8.2 	30.8 	25.7 	15.1 	11.5 	19.3 u	18.3 	8.3 	39.6 u	: u	: u	61.8 u	: u	13.0 	0 	24.8 	: u	: u	34.6 u	: u	28.7 u	27.4 	2.4 u
PC,MV_AERO,NEU28_FOR,T,Y65-74,2014	23.4 	25.2 	: u	: u	: u	33.6 	10.8 	: u	3.9 u	39.9 u	21.8 	17.1 	16.2 u	: u	8.1 	1.6 	: u	: u	: u	30.4 u	9.9 u	13.1 u	0 	17.4 u	0 	: u	50.1 u	: u	: u	34.5 	: u
PC,MV_AERO,NEU28_FOR,T,Y_GE18,2014	27.3 	28.1 	20.4 u	13.1 	47.6 	40.3 	15.8 	25.0 	14.3 	33.1 	19.8 	14.6 	15.0 	24.8 	13.7 	9.6 	35.1 	46.8 u	46.8 	36.0 	18.7 	21.7 	: u	27.5 	: u	40.9 	46.1 	55.0 	46.5 	32.0 	3.2 
PC,MV_AERO,NEU28_FOR,T,Y_GE65,2014	19.2 	20.3 	: u	: u	45.0 u	29.0 	9.4 	: u	3.2 u	32.9 	16.1 	17.0 	13.2 	23.9 u	7.9 	2.1 	: u	: u	: u	40.8 u	7.0 	7.5 	: u	17.7 	: u	: u	52.9 u	: u	: u	26.6 	0 u
PC,MV_AERO,NEU28_FOR,T,Y_GE75,2014	14.0 	14.5 	: u	: u	: u	25.1 	8.3 	: u	2.5 u	: u	7.7 	16.8 u	: u	: u	7.6 	2.9 u	: u	: u	: u	: u	5.6 	0.4 u	: u	: u	: u	: u	: u	: u	: u	17.0 	0 u
PC,MV_AERO_MSC,EU28_FOR,F,TOTAL,2014	12.2 	12.5 	: u	4.2 	25.5 	22.2 	: u	10.8 	9.5 	6.4 	4.1 	2.2 u	4.1 	4.6 	7.6 	: u	14.3 	4.7 	5.4 	22.6 	4.7 	7.3 	0 	16.2 	4.7 	14.5 u	22.6 	41.2 	18.1 	13.9 	0 
PC,MV_AERO_MSC,EU28_FOR,F,Y15-24,2014	18.8 	16.0 	: u	: u	: u	33.6 u	: u	: u	: u	2.2 u	: u	: u	14.6 u	7.8 u	0 	0 	14.0 u	: u	: u	34.6 u	: u	: u	0 	: u	: u	: u	: u	61.5 u	: u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,F,Y18-24,2014	20.2 	17.1 	: u	: u	: u	32.7 u	: u	: u	: u	: u	: u	: u	11.7 u	: u	0 	0 	16.3 u	: u	: u	37.1 u	: u	: u	0 	: u	: u	0 	: u	: u	: u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,F,Y18-29,2014	15.2 	14.8 	: u	: u	: u	31.1 	: u	5.1 	: u	4.4 	: u	: u	4.9 	0 u	: u	0 	13.4 	: u	: u	26.7 	: u	: u	0 	: u	: u	: u	32.6 u	75.4 u	12.4 u	13.3 u	: u
PC,MV_AERO_MSC,EU28_FOR,F,Y18-44,2014	12.9 	13.6 	: u	: u	25.7 u	23.9 	: u	11.3 	4.1 	7.8 	5.9 	4.6 u	5.2 	2.9 	: u	: u	14.7 	10.5 u	: u	20.4 	: u	8.3 	0 	33.7 u	: u	18.2 u	32.5 	45.4 	19.5 	16.0 	0 u
PC,MV_AERO_MSC,EU28_FOR,F,Y18-64,2014	12.6 	13.2 	: u	7.7 u	22.3 	23.1 	: u	11.0 	6.8 	6.9 	5.6 	3.1 u	3.9 	4.0 	14.0 u	: u	15.7 	7.2 u	5.6 u	21.4 	: u	7.8 	0 	21.2 	6.5 u	15.5 u	26.6 	41.0 	20.5 	16.0 	0 
PC,MV_AERO_MSC,EU28_FOR,F,Y25-34,2014	13.3 	13.6 	: u	: u	: u	32.2 	: u	11.2 	: u	9.8 	2.6 u	: u	2.9 	2.1 u	: u	0 	13.2 	: u	: u	17.9 	: u	10.5 u	0 	: u	: u	: u	32.8 u	50.2 u	28.7 u	14.3 	: u
PC,MV_AERO_MSC,EU28_FOR,F,Y25-64,2014	12.1 	12.9 	: u	7.8 u	17.9 	22.5 	: u	11.4 	5.9 	7.2 	4.7 	3.5 u	3.2 	4.4 	14.0 u	: u	15.7 	5.5 u	5.8 u	19.9 	: u	5.4 	0 	18.3 	6.9 u	15.5 u	26.7 	36.6 	21.6 	17.1 	0 
PC,MV_AERO_MSC,EU28_FOR,F,Y35-44,2014	10.8 	12.6 	: u	: u	: u	16.7 	: u	13.0 	3.4 u	6.8 	5.5 u	: u	5.3 	4.3 	: u	: u	15.5 	: u	: u	17.5 	: u	3.5 	0 	: u	: u	: u	33.3 u	29.8 u	12.4 u	22.7 	0 u
PC,MV_AERO_MSC,EU28_FOR,F,Y45-54,2014	11.5 	12.4 	0 	: u	: u	22.7 	: u	11.2 	5.4 u	5.9 u	0.5 u	: u	2.7 	7.4 	: u	: u	19.9 	: u	: u	23.3 	: u	1.8 u	0 	: u	: u	: u	18.8 u	23.0 u	21.2 u	24.3 u	0 u
PC,MV_AERO_MSC,EU28_FOR,F,Y45-64,2014	12.2 	12.5 	: u	: u	15.0 u	22.3 	: u	10.5 	10.4 u	4.4 	5.3 	: u	1.8 	6.6 	2.9 u	: u	17.1 	: u	0 u	23.3 	: u	5.9 	0 	11.6 u	5.3 u	: u	20.5 	27.8 u	23.2 	15.7 	0 
PC,MV_AERO_MSC,EU28_FOR,F,Y55-64,2014	13.3 	12.6 	: u	: u	: u	21.7 	: u	9.0 	: u	1.4 u	10.3 u	: u	0 	4.8 u	: u	: u	12.2 	: u	: u	23.4 	: u	: u	0 	: u	: u	: u	22.0 u	: u	25.7 u	3.2 u	0 u
PC,MV_AERO_MSC,EU28_FOR,F,Y65-74,2014	13.1 	12.7 	0 	0 u	: u	22.1 	: u	2.4 	: u	9.1 u	2.9 	: u	0 u	2.6 u	0 u	: u	5.7 u	: u	: u	32.0 	0 u	: u	0 	6.8 u	: u	: u	23.6 u	: u	4.6 u	8.9 	: u
PC,MV_AERO_MSC,EU28_FOR,F,Y_GE18,2014	12.2 	12.5 	: u	4.2 	24.4 	22.1 	: u	10.2 	6.4 	6.8 	4.1 	2.3 u	3.6 	3.9 	7.6 	: u	14.4 	4.7 	5.7 	22.7 	4.7 	7.5 	0 	15.6 	4.7 	15.2 u	23.1 	40.6 	18.5 	14.2 	0 
PC,MV_AERO_MSC,EU28_FOR,F,Y_GE65,2014	10.5 	9.9 	: u	0 	: u	19.2 	: u	1.6 	: u	6.1 u	1.6 	: u	0 u	2.0 u	0 u	: u	6.8 	0 u	5.9 u	26.9 	0 u	3.9 u	0 	8.4 u	2.6 u	: u	17.0 	: u	5.3 u	5.6 	0 u
PC,MV_AERO_MSC,EU28_FOR,F,Y_GE75,2014	6.9 	6.2 	: u	0 u	: u	12.9 u	: u	0 u	: u	: u	0 u	: u	: u	: u	: u	: u	8.4 u	: u	: u	22.8 u	: u	: u	0 	10.1 u	: u	0 	10.3 u	: u	: u	2.5 u	: u
PC,MV_AERO_MSC,EU28_FOR,M,TOTAL,2014	16.9 	17.3 	: u	3.7 	20.5 	24.4 	: u	17.9 	14.0 	11.4 	8.4 	5.2 u	10.2 	3.3 	12.6 u	: u	18.7 	14.0 u	15.1 	28.3 	11.1 u	15.4 	0 	14.4 	6.6 u	14.7 u	33.3 	39.0 	21.7 	19.5 	4.6 
PC,MV_AERO_MSC,EU28_FOR,M,Y15-24,2014	19.4 	20.6 	0 	: u	: u	: u	: u	: u	: u	: u	: u	: u	23.7 u	8.1 u	0 	0 	40.7 u	: u	: u	47.5 u	: u	: u	0 	: u	0 	: u	: u	: u	29.2 u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y18-24,2014	17.9 	20.0 	0 	: u	: u	: u	0 	: u	: u	: u	: u	: u	: u	: u	0 	0 	: u	: u	: u	: u	0 	: u	0 	: u	0 	: u	: u	: u	: u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y18-29,2014	26.5 	28.0 	: u	: u	: u	42.2 u	: u	24.3 u	: u	14.2 u	: u	: u	10.0 u	2.7 u	: u	0 	31.2 	: u	: u	45.2 u	: u	: u	0 	: u	0 	: u	: u	: u	39.3 u	33.2 u	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y18-44,2014	20.3 	21.0 	: u	: u	22.7 u	29.7 	: u	22.3 	14.8 u	15.2 	8.7 u	: u	8.5 	3.1 	: u	0 	21.1 	: u	: u	33.7 	: u	18.9 	0 	: u	: u	8.5 u	47.3 	45.3 u	22.3 	23.2 	8.2 u
PC,MV_AERO_MSC,EU28_FOR,M,Y18-64,2014	17.8 	18.3 	: u	5.7 u	21.8 u	25.3 	: u	18.6 	12.6 u	12.5 	10.5 	5.7 u	9.2 	3.1 	12.2 u	: u	82.1 	11.3 u	12.6 u	30.3 	: u	16.1 	0 	17.6 	: u	9.8 u	33.5 	38.2 	22.1 	20.8 	4.8 
PC,MV_AERO_MSC,EU28_FOR,M,Y25-34,2014	24.2 	23.0 	: u	: u	: u	36.1 u	: u	30.7 	: u	19.1 u	: u	: u	2.5 	0 u	: u	0 	22.6 	: u	: u	41.1 	: u	31.9 u	0 	: u	: u	: u	: u	35.2 u	23.8 	20.5 	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y25-64,2014	17.7 	18.2 	: u	6.1 u	19.5 u	25.6 	: u	19.8 	11.1 u	13.7 	11.3 	5.9 u	8.5 	2.8 	12.2 u	: u	16.2 	9.8 u	11.1 u	28.4 	: u	16.1 	0 	14.4 u	: u	6.2 u	30.1 	38.1 	20.5 	20.1 	4.9 
PC,MV_AERO_MSC,EU28_FOR,M,Y35-44,2014	17.3 	19.0 	: u	: u	: u	23.0 u	: u	18.7 	: u	16.7 	: u	: u	12.0 	5.1 u	: u	0 	14.9 	: u	: u	22.6 	: u	11.1 	0 	: u	: u	: u	42.7 u	: u	16.5 	25.9 u	14.5 u
PC,MV_AERO_MSC,EU28_FOR,M,Y45-54,2014	14.0 	14.2 	: u	: u	: u	22.5 	: u	10.9 	: u	6.3 	10.4 u	: u	13.0 u	4.9 u	: u	: u	15.4 	: u	: u	16.6 	: u	1.9 u	0 	: u	: u	: u	20.1 u	: u	17.0 u	15.9 u	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y45-64,2014	14.5 	14.3 	: u	5.2 u	: u	21.3 	: u	10.5 	: u	6.8 	11.4 	: u	10.7 	3.2 	7.8 u	: u	13.3 	: u	5.2 u	23.7 	: u	3.8 u	0 	8.5 u	: u	: u	19.5 	26.2 u	21.4 	12.3 	0 u
PC,MV_AERO_MSC,EU28_FOR,M,Y55-64,2014	15.3 	14.4 	0 	: u	: u	19.8 	: u	9.8 	: u	8.5 u	12.4 u	: u	5.6 u	0 u	: u	: u	9.8 	: u	: u	34.2 u	: u	: u	0 	6.9 u	: u	: u	18.6 u	: u	30.0 u	4.9 u	0 u
PC,MV_AERO_MSC,EU28_FOR,M,Y65-74,2014	14.1 	14.2 	0 	: u	: u	26.4 	: u	1.7 u	: u	5.8 u	1.3 u	: u	: u	0 u	: u	0 	29.0 u	: u	: u	18.9 u	: u	13.4 u	0 	12.0 u	: u	: u	39.0 u	0 	: u	14.9 u	: u
PC,MV_AERO_MSC,EU28_FOR,M,Y_GE18,2014	16.8 	17.3 	: u	3.7 	20.5 	24.7 	: u	17.1 	14.0 	11.5 	8.4 	5.2 u	9.2 	2.9 	12.6 u	: u	18.6 	14.0 u	10.8 	27.8 	11.4 u	16.0 	0 	14.4 	6.6 u	9.3 u	33.4 	38.5 	22.2 	19.6 	4.6 
PC,MV_AERO_MSC,EU28_FOR,M,Y_GE65,2014	12.8 	12.5 	: u	0 u	: u	22.3 	: u	4.2 	: u	5.0 u	4.2 	: u	: u	1.7 u	: u	: u	24.3 	: u	3.8 u	16.4 	0 u	12.6 u	0 	9.7 u	: u	: u	33.2 u	: u	24.6 u	9.0 	3.8 u
PC,MV_AERO_MSC,EU28_FOR,M,Y_GE75,2014	10.7 	9.9 	: u	: u	: u	16.4 u	: u	8.3 u	0 	: u	7.3 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	0 	: u	: u	: u	: u	: u	: u	4.7 u	: u
PC,MV_AERO_MSC,EU28_FOR,T,TOTAL,2014	14.2 	14.6 	: u	4.0 	23.1 	23.2 	0 u	14.0 	11.0 	8.8 	6.1 	3.6 	6.0 	4.1 	9.3 	: u	16.4 	8.5 	10.6 	25.0 	7.4 	10.9 	0 	15.3 	5.4 	14.6 	27.2 	40.2 	20.0 	16.5 	2.3 
PC,MV_AERO_MSC,EU28_FOR,T,Y15-24,2014	19.1 	17.9 	: u	: u	: u	25.4 u	: u	15.3 u	: u	1.4 u	: u	: u	17.8 	7.9 u	0 	0 	25.7 	: u	: u	41.0 u	: u	19.9 u	0 	: u	: u	: u	41.8 u	53.8 u	19.7 u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,T,Y18-24,2014	19.2 	18.4 	: u	: u	: u	27.7 u	: u	9.2 u	: u	2.1 u	: u	: u	13.4 u	2.9 u	0 	0 	29.5 u	: u	: u	41.8 u	: u	: u	0 	: u	: u	: u	: u	56.3 u	26.1 u	: u	: u
PC,MV_AERO_MSC,EU28_FOR,T,Y18-29,2014	19.8 	20.1 	: u	: u	29.3 u	35.8 	: u	13.8 	14.5 u	8.5 	12.2 u	: u	6.5 	1.2 	: u	0 	22.4 	: u	: u	34.1 	: u	31.1 u	0 	: u	: u	: u	47.8 u	64.6 u	27.5 	20.9 	: u
PC,MV_AERO_MSC,EU28_FOR,T,Y18-44,2014	16.0 	16.8 	: u	3.1 u	24.2 	26.4 	: u	16.2 	8.1 	11.1 	6.9 	7.0 u	6.3 	3.0 	: u	: u	17.9 	11.7 u	16.1 u	26.2 	: u	13.0 	0 	35.4 u	: u	12.8 	39.3 	45.4 	21.1 	19.4 	4.6 
PC,MV_AERO_MSC,EU28_FOR,T,Y18-64,2014	14.9 	15.5 	: u	6.7 	22.1 	24.1 	0 u	14.4 	8.6 	9.5 	7.9 	4.4 	5.6 	3.7 	13.2 	: u	16.8 	9.1 	9.5 	25.2 	23.5 u	11.5 	0 	19.3 	8.2 u	12.7 	29.8 	39.7 	21.4 	18.3 	2.5 
PC,MV_AERO_MSC,EU28_FOR,T,Y25-34,2014	18.0 	17.8 	: u	: u	28.6 u	34.3 	: u	19.3 	5.2 u	13.3 	7.4 u	: u	2.8 	1.2 	: u	0 	18.1 	: u	: u	27.3 	: u	22.2 	0 	: u	: u	: u	36.1 	43.8 u	26.0 	17.3 	2.2 u
PC,MV_AERO_MSC,EU28_FOR,T,Y25-64,2014	14.5 	15.2 	: u	6.9 	18.7 	23.9 	0 u	15.1 	7.5 	10.3 	7.7 	4.8 	4.9 	3.7 	13.2 	: u	15.9 	7.6 	8.6 	23.5 	: u	10.4 	0 	16.2 	8.5 u	11.0 	28.3 	37.3 	21.0 	18.6 	2.5 
PC,MV_AERO_MSC,EU28_FOR,T,Y35-44,2014	13.4 	15.3 	: u	: u	12.0 u	18.8 	: u	15.7 	6.5 	11.8 	4.9 u	: u	7.5 	4.6 	: u	: u	15.2 	: u	12.4 u	19.8 	: u	6.8 	0 	25.4 u	: u	17.0 u	37.9 	42.0 u	14.8 	24.2 	7.2 u
PC,MV_AERO_MSC,EU28_FOR,T,Y45-54,2014	12.6 	13.2 	: u	: u	14.8 u	22.6 	: u	11.1 	5.3 u	6.1 	5.8 	: u	5.7 	6.3 	3.5 u	: u	17.7 	6.9 u	: u	20.3 	: u	1.9 	0 	12.3 u	: u	: u	19.5 	27.0 u	18.8 	19.3 	0 u
PC,MV_AERO_MSC,EU28_FOR,T,Y45-64,2014	13.3 	13.3 	: u	10.1 u	16.7 u	21.8 	: u	10.5 	9.6 	5.7 	8.6 	0 u	4.3 	5.2 	5.2 u	: u	15.2 	4.9 u	2.8 u	23.5 	: u	5.0 	0 	9.8 	5.0 u	12.4 u	20.0 	26.9 	22.3 	13.8 	0 
PC,MV_AERO_MSC,EU28_FOR,T,Y55-64,2014	14.2 	13.4 	: u	5.9 u	19.0 u	20.8 	: u	9.4 	: u	4.7 	11.4 	: u	1.5 	2.6 	6.6 u	: u	11.0 	: u	0 u	27.6 	: u	15.3 u	0 	8.1 u	2.3 u	: u	20.6 	: u	27.7 u	4.0 	0 u
PC,MV_AERO_MSC,EU28_FOR,T,Y65-74,2014	13.5 	13.3 	0 	0 u	26.0 u	23.6 	: u	2.1 	: u	7.1 u	2.3 	: u	4.2 u	1.2 	3.4 u	: u	16.9 	: u	4.4 u	26.1 	0 u	12.8 u	0 	9.7 	3.3 u	: u	29.9 	: u	9.1 u	10.8 	2.4 u
PC,MV_AERO_MSC,EU28_FOR,T,Y_GE18,2014	14.1 	14.6 	: u	4.0 	22.5 	23.2 	0 u	13.3 	9.0 	9.1 	6.1 	3.7 	5.4 	3.5 	9.3 	: u	16.5 	8.5 	8.4 	24.8 	7.5 	11.1 	0 	15.0 	5.4 	12.3 	27.5 	39.6 	20.5 	16.7 	2.3 
PC,MV_AERO_MSC,EU28_FOR,T,Y_GE65,2014	11.5 	10.9 	: u	0 	24.7 u	20.4 	: u	2.8 	: u	5.5 	2.7 	: u	2.8 	1.8 	2.5 	: u	14.4 	6.9 u	4.9 u	23.2 	0 	6.5 	0 	9.1 	1.7 u	: u	23.0 	: u	12.8 	6.8 	1.8 u
PC,MV_AERO_MSC,EU28_FOR,T,Y_GE75,2014	8.3 	7.6 	: u	0 u	: u	14.5 	: u	4.2 	: u	: u	3.3 	: u	: u	: u	: u	: u	9.6 u	: u	: u	20.1 	0 u	2.8 u	0 	8.1 u	0 u	: u	15.0 u	: u	: u	3.3 	: u
PC,MV_AERO_MSC,FOR,F,TOTAL,2014	10.1 	10.7 	: u	4.9 	20.2 	20.5 	1.0 	8.8 	7.6 	6.4 	5.4 	1.6 	4.0 	4.4 	3.4 	0.9 	14.1 	6.9 	6.9 	20.0 	5.0 	5.6 	: u	13.1 	4.2 	17.9 	20.1 	41.9 	17.6 	13.9 	0.6 
PC,MV_AERO_MSC,FOR,F,Y15-24,2014	15.5 	18.7 	: u	: u	: u	35.9 	: u	10.6 u	26.4 u	3.5 	8.2 u	: u	9.7 	4.2 u	: u	0 	12.3 	: u	: u	24.5 u	: u	11.6 u	: u	: u	: u	: u	28.1 	60.9 u	27.6 	30.2 u	: u
PC,MV_AERO_MSC,FOR,F,Y18-24,2014	15.1 	19.7 	: u	: u	: u	35.9 	: u	8.2 u	: u	3.0 	7.5 u	: u	7.9 	0 u	: u	0 	14.0 u	: u	: u	25.2 u	: u	13.0 u	: u	: u	: u	: u	70.8 u	: u	27.6 u	33.2 u	: u
PC,MV_AERO_MSC,FOR,F,Y18-29,2014	14.2 	16.2 	: u	: u	22.2 	29.3 	: u	5.9 	7.9 u	5.6 	11.5 	4.1 u	6.1 	5.5 	: u	: u	12.9 	: u	: u	19.9 	: u	7.8 	: u	26.3 u	: u	: u	30.9 	66.8 u	18.4 	23.0 	3.8 u
PC,MV_AERO_MSC,FOR,F,Y18-44,2014	10.6 	11.7 	: u	4.9 u	18.9 	22.2 	4.3 u	9.1 	6.4 	6.1 	4.5 	2.2 	5.0 	3.3 	16.3 	: u	15.0 	12.0 u	9.3 	16.8 	: u	7.1 	: u	19.0 	: u	19.0 	22.3 	43.1 	19.5 	16.1 	1.4 
PC,MV_AERO_MSC,FOR,F,Y18-64,2014	10.3 	11.0 	: u	7.7 	18.2 	21.9 	2.0 	9.0 	6.8 	6.1 	5.8 	1.4 	3.8 	4.3 	4.8 	1.5 	15.4 	7.9 	7.6 	17.5 	20.8 u	6.1 	: u	14.0 	5.6 u	17.2 	20.9 	41.1 	18.4 	14.8 	0.8 
PC,MV_AERO_MSC,FOR,F,Y25-34,2014	11.2 	11.1 	: u	: u	18.5 	21.0 	: u	9.2 	6.7 	7.8 	6.5 	2.3 u	4.2 	5.6 	31.7 u	: u	13.3 	: u	9.0 u	15.9 	: u	12.5 	0 	25.6 u	: u	14.0 u	23.7 	52.6 u	21.6 	10.9 	2.8 u
PC,MV_AERO_MSC,FOR,F,Y25-64,2014	9.8 	10.2 	: u	7.9 u	16.0 	20.6 	2.0 	9.2 	6.6 	6.5 	5.7 	0.9 	3.5 	4.6 	4.5 	1.5 	15.5 	7.2 u	7.7 	16.7 	20.2 u	5.5 	0 	13.0 	5.9 u	17.8 	20.1 	38.2 	17.4 	12.0 	0.8 
PC,MV_AERO_MSC,FOR,F,Y35-44,2014	8.8 	9.7 	: u	: u	12.7 	19.3 	3.1 u	9.4 	5.1 	5.3 	1.9 	0 u	4.9 	2.1 	6.0 u	: u	16.6 	: u	9.9 u	14.8 	: u	3.4 	0 	88.5 u	: u	24.1 u	19.0 	25.9 u	14.3 	14.2 	0 u
PC,MV_AERO_MSC,FOR,F,Y45-54,2014	8.8 	9.0 	: u	: u	17.5 u	21.1 	2.3 	9.2 	7.5 	6.3 	1.5 	0 	2.3 	6.9 	0.8 	0 u	17.7 	: u	8.0 u	18.1 	: u	3.9 	0 	10.3 	: u	17.1 u	19.7 	34.8 u	16.1 	10.3 	0 u
PC,MV_AERO_MSC,FOR,F,Y45-64,2014	9.8 	9.9 	: u	12.5 u	16.6 	21.4 	1.3 	8.9 	7.4 	6.4 	7.3 	0.7 	2.0 	6.9 	1.3 	0 	16.0 	0 u	5.2 u	18.9 	: u	4.4 	0 	10.3 	4.6 u	13.8 u	18.4 	36.8 u	15.3 	11.2 	0 
PC,MV_AERO_MSC,FOR,F,Y55-64,2014	11.2 	11.4 	: u	: u	15.4 u	21.6 	0.7 	8.1 	7.4 u	6.4 	12.5 	1.6 u	1.4 	7.0 u	1.7 	0 u	13.2 	: u	: u	19.9 	: u	5.4 	0 	10.2 	: u	: u	16.5 	: u	13.9 u	12.8 	0 u
