unit,physact,c_birth,sex,age,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,MV_MSC,EU28_FOR,M,Y55-64,2014	20.6 	20.1 	0 	: u	: u	25.6 	: u	20.0 	: u	8.5 u	19.2 u	: u	5.6 u	0 u	: u	: u	17.0 	: u	: u	38.5 u	: u	: u	0 	15.4 u	: u	: u	22.6 u	: u	30.0 u	14.2 u	0 u
PC,MV_MSC,EU28_FOR,M,Y65-74,2014	22.9 	22.3 	0 	: u	: u	42.0 	: u	11.3 	: u	5.8 u	3.5 u	: u	: u	3.4 u	: u	0 	37.4 	: u	: u	27.0 u	: u	21.1 u	0 	24.4 u	: u	: u	49.6 u	0 	: u	14.9 u	: u
PC,MV_MSC,EU28_FOR,M,Y_GE18,2014	23.3 	23.4 	: u	12.9 	28.3 	32.1 	: u	30.2 	16.6 	15.1 	13.4 	14.9 u	15.5 	6.0 	21.1 u	: u	28.0 	16.0 u	10.8 	36.3 	17.5 u	17.7 	0 	23.9 	6.6 u	31.3 u	39.6 	42.1 	27.4 	23.9 	5.8 
PC,MV_MSC,EU28_FOR,M,Y_GE65,2014	20.6 	19.8 	: u	8.4 u	: u	35.9 	: u	10.2 	: u	5.0 u	5.5 	: u	: u	4.1 u	: u	: u	31.4 	: u	3.8 u	31.1 	0 u	17.3 u	0 	20.2 u	: u	: u	42.6 u	: u	39.5 u	12.4 	3.8 u
PC,MV_MSC,EU28_FOR,M,Y_GE75,2014	16.8 	15.9 	: u	: u	: u	26.4 u	: u	8.3 u	0 	: u	7.6 u	: u	: u	: u	: u	: u	16.2 u	: u	: u	: u	: u	: u	0 	: u	: u	: u	: u	: u	: u	10.7 u	: u
PC,MV_MSC,EU28_FOR,T,TOTAL,2014	21.0 	21.1 	: u	9.8 	34.1 	31.2 	13.2 u	27.7 	16.8 	12.4 	12.8 	10.3 	10.1 	6.3 	14.3 	: u	24.1 	13.8 	10.6 	32.8 	11.7 	12.7 	0 	28.9 	7.1 	31.8 	36.3 	46.4 	23.5 	21.3 	3.9 
PC,MV_MSC,EU28_FOR,T,Y15-24,2014	26.0 	24.5 	: u	: u	: u	27.2 u	: u	30.9 u	: u	10.6 u	: u	: u	23.2 	7.9 u	0 	0 	32.1 	: u	: u	43.8 u	: u	19.9 u	0 	: u	: u	: u	66.8 u	65.3 u	23.7 u	: u	: u
PC,MV_MSC,EU28_FOR,T,Y18-24,2014	25.5 	24.6 	: u	: u	: u	29.8 u	: u	20.9 u	: u	10.3 u	: u	: u	20.6 u	2.9 u	0 	0 	36.1 u	: u	: u	41.8 u	: u	: u	0 	: u	: u	: u	: u	69.4 u	26.1 u	: u	: u
PC,MV_MSC,EU28_FOR,T,Y18-29,2014	26.2 	25.9 	: u	: u	37.6 u	37.8 	: u	27.7 	21.2 u	12.9 	24.9 u	: u	12.6 	5.3 	: u	0 	30.6 	: u	: u	39.9 	: u	32.8 u	0 	: u	: u	: u	59.1 u	72.4 u	27.5 	25.0 	: u
PC,MV_MSC,EU28_FOR,T,Y18-44,2014	22.4 	22.5 	: u	5.8 u	32.5 	31.6 	: u	31.8 	11.3 	14.5 	20.2 	13.8 u	10.6 	5.9 	: u	: u	25.3 	22.4 u	16.1 u	32.6 	: u	14.5 	0 	47.5 u	: u	32.6 	48.0 	50.4 	23.8 	22.7 	7.2 
PC,MV_MSC,EU28_FOR,T,Y18-64,2014	21.3 	21.6 	: u	12.7 	32.0 	30.4 	17.0 u	28.3 	14.1 	13.3 	16.4 	12.7 	9.6 	6.2 	20.2 	: u	24.9 	16.7 	9.5 	31.9 	34.3 u	13.4 	0 	34.2 	9.4 u	31.8 	37.4 	45.5 	24.1 	23.4 	3.9 
PC,MV_MSC,EU28_FOR,T,Y25-34,2014	24.2 	23.0 	: u	: u	35.7 u	35.3 	: u	35.3 	10.8 u	16.0 	23.7 u	: u	6.7 	5.4 	: u	0 	25.7 	: u	: u	36.1 	: u	25.7 	0 	: u	: u	: u	41.7 	45.9 u	30.2 	19.9 	7.9 u
PC,MV_MSC,EU28_FOR,T,Y25-64,2014	20.9 	21.4 	: u	12.7 	28.8 	30.4 	18.8 u	29.3 	13.4 	13.6 	16.4 	13.6 	8.7 	6.5 	20.2 	: u	24.1 	14.6 	8.6 	30.9 	: u	12.4 	0 	32.0 	9.8 u	30.5 	35.0 	42.1 	23.9 	23.7 	4.0 
PC,MV_MSC,EU28_FOR,T,Y35-44,2014	20.1 	21.5 	: u	: u	20.7 u	28.7 	: u	32.5 	9.2 	14.4 	17.3 u	: u	11.4 	7.3 	: u	: u	22.4 	: u	12.4 u	25.9 	: u	7.6 	0 	41.6 u	: u	35.8 u	45.9 	46.5 u	16.5 	28.3 	7.2 u
PC,MV_MSC,EU28_FOR,T,Y45-54,2014	18.8 	20.2 	: u	: u	25.9 u	30.7 	: u	21.5 	14.8 u	9.9 	8.7 	: u	9.1 	7.9 	7.4 u	: u	27.9 	6.9 u	: u	28.9 	: u	5.6 	0 	32.5 u	: u	: u	26.8 	32.2 u	21.8 	34.4 	0 u
PC,MV_MSC,EU28_FOR,T,Y45-64,2014	19.6 	20.2 	: u	19.4 u	30.8 u	29.2 	: u	20.6 	18.8 	10.4 	13.7 	10.8 u	7.8 	6.7 	11.6 u	: u	24.4 	7.4 u	2.8 u	30.7 	: u	8.6 	0 	26.0 	6.7 u	29.4 u	26.7 	34.5 	25.1 	26.2 	0 
PC,MV_MSC,EU28_FOR,T,Y55-64,2014	20.8 	20.1 	: u	12.4 u	37.2 u	27.3 	: u	18.9 	: u	11.5 	18.9 	: u	95.0 	4.2 	15.2 u	: u	18.6 	: u	0 u	33.0 	: u	18.6 u	0 	21.7 u	4.9 u	: u	26.6 	: u	30.2 	11.6 	100 u
PC,MV_MSC,EU28_FOR,T,Y65-74,2014	22.8 	22.1 	0 	5.2 u	42.6 u	40.6 	: u	11.3 	: u	7.9 u	5.6 	: u	14.6 u	3.0 	5.4 u	: u	22.7 	: u	4.4 u	36.2 	0 u	16.5 u	0 	25.2 	7.8 u	: u	38.3 	: u	17.6 u	14.1 	2.4 u
PC,MV_MSC,EU28_FOR,T,Y_GE18,2014	20.9 	21.0 	: u	9.8 	33.6 	31.3 	14.4 u	26.5 	15.0 	12.5 	12.9 	10.6 	9.6 	5.9 	14.3 	: u	24.2 	13.8 	8.4 	32.5 	10.9 	13.0 	0 	28.7 	7.1 	30.8 	36.2 	45.7 	23.7 	21.6 	3.9 
PC,MV_MSC,EU28_FOR,T,Y_GE65,2014	19.6 	18.6 	: u	5.5 	42.9 u	34.3 	: u	9.1 	: u	6.2 	6.2 	: u	9.8 u	3.1 	3.9 	: u	19.6 	6.9 u	4.9 u	34.9 	0 	7.9 	0 	20.5 	4.1 u	: u	34.0 	: u	20.0 	10.6 	4.0 u
PC,MV_MSC,EU28_FOR,T,Y_GE75,2014	14.7 	13.7 	: u	5.8 u	: u	22.4 	: u	5.1 	: u	: u	6.9 	: u	: u	: u	: u	: u	13.9 u	: u	: u	33.5 	0 u	2.8 u	0 	13.7 u	0 u	: u	29.0 u	: u	: u	7.7 	: u
PC,MV_MSC,FOR,F,TOTAL,2014	16.0 	17.0 	: u	8.0 	33.2 	28.8 	4.6 	24.0 	12.2 	9.6 	11.6 	3.6 	7.1 	6.9 	6.2 	4.9 	21.4 	15.0 	7.7 	27.4 	5.5 	9.8 	: u	29.9 	6.6 	26.2 	29.6 	53.2 	22.3 	21.9 	2.1 
PC,MV_MSC,FOR,F,Y15-24,2014	20.7 	24.4 	: u	: u	: u	38.1 	: u	31.8 u	28.1 u	7.3 	18.4 	: u	11.0 	7.8 u	: u	0 	20.7 	: u	: u	33.5 u	: u	12.5 u	: u	: u	: u	: u	33.3 	70.6 u	32.7 	38.1 u	: u
PC,MV_MSC,FOR,F,Y18-24,2014	20.0 	25.5 	: u	: u	: u	37.5 	: u	20.4 u	: u	6.6 	17.6 u	: u	9.6 	5.4 u	: u	0 	22.8 u	: u	: u	31.2 u	: u	13.0 u	: u	: u	: u	: u	36.3 	: u	30.1 u	41.8 u	: u
PC,MV_MSC,FOR,F,Y18-29,2014	19.6 	22.5 	: u	: u	33.6 	35.8 	: u	21.5 	11.1 u	7.6 	20.8 	7.7 u	8.2 	10.1 	: u	: u	22.9 	: u	: u	26.4 	: u	10.6 	: u	37.6 u	: u	: u	36.3 	77.5 u	25.1 	32.0 	3.8 u
PC,MV_MSC,FOR,F,Y18-44,2014	16.2 	17.8 	: u	5.8 u	32.0 	27.8 	11.2 u	24.8 	9.6 	9.3 	12.7 	4.0 	8.2 	6.6 	20.9 	: u	22.5 	22.4 u	11.0 	24.8 	: u	11.0 	: u	33.7 	: u	27.1 	31.0 	53.9 	24.6 	24.2 	2.7 
PC,MV_MSC,FOR,F,Y18-64,2014	15.8 	17.1 	: u	10.3 	32.0 	28.6 	6.7 	23.0 	11.7 	9.3 	12.3 	3.7 	6.8 	7.0 	8.5 	6.4 	23.0 	18.7 	8.6 	24.4 	22.9 u	10.3 	: u	30.9 	7.3 u	26.3 	29.7 	53.4 	23.1 	23.1 	2.1 
PC,MV_MSC,FOR,F,Y25-34,2014	17.0 	17.3 	: u	: u	31.5 	27.7 	: u	26.7 	10.0 	11.5 	15.2 	2.3 u	6.7 	9.2 	36.4 u	: u	22.4 	: u	9.0 u	24.6 	: u	16.8 	0 	35.5 u	: u	19.7 u	29.0 	57.8 u	27.2 	81.9 	5.5 u
PC,MV_MSC,FOR,F,Y25-64,2014	15.5 	16.3 	: u	10.0 u	29.5 	27.9 	6.8 	23.5 	11.6 	9.6 	11.9 	2.8 	6.6 	7.1 	8.3 	6.4 	23.0 	17.7 u	8.7 	23.7 	20.2 u	10.0 	0 	29.8 	7.8 u	27.1 	29.1 	50.0 	22.4 	20.3 	2.3 
PC,MV_MSC,FOR,F,Y35-44,2014	14.3 	15.8 	: u	: u	24.6 	25.1 	10.2 u	24.8 	8.4 	8.1 	9.0 	1.8 u	9.2 	4.6 	11.0 u	: u	22.4 	: u	12.7 u	22.9 	: u	7.9 	0 	28.5 u	: u	34.4 u	31.2 	39.8 u	19.5 	23.0 	0 u
PC,MV_MSC,FOR,F,Y45-54,2014	13.7 	14.9 	: u	: u	33.3 u	29.1 	6.4 	19.0 	14.4 	8.8 	4.7 	2.3 	4.8 	7.6 	5.7 	0 u	25.8 	: u	8.0 u	22.1 	: u	9.7 	0 	31.1 	: u	22.7 u	29.3 	45.7 u	19.2 	21.8 	2.9 u
PC,MV_MSC,FOR,F,Y45-64,2014	15.3 	15.9 	: u	17.9 u	32.0 	30.0 	5.5 	18.4 	14.8 	9.2 	11.8 	3.4 	4.6 	7.9 	4.8 	5.9 	23.9 	11.5 u	5.2 u	23.5 	: u	9.1 	0 	28.8 	7.1 u	24.8 u	27.6 	52.5 u	19.1 	20.2 	1.4 
PC,MV_MSC,FOR,F,Y55-64,2014	17.5 	17.4 	: u	: u	30.0 u	31.1 	5.0 	17.1 	15.7 u	10.0 	18.1 	4.7 u	4.4 	8.8 u	4.2 	9.2 u	20.7 	: u	: u	25.4 	: u	8.1 	0 	26.6 	: u	: u	24.9 	: u	19.0 u	17.1 	0 u
PC,MV_MSC,FOR,F,Y65-74,2014	20.1 	19.5 	: u	1.9 u	50.0 u	35.3 	3.8 	15.0 	7.2 u	21.3 u	11.9 	2.2 	8.0 u	2.1 u	3.8 	5.6 u	10.6 u	: u	: u	46.4 	0 u	11.5 	0 	22.9 u	: u	: u	31.1 	: u	6.5 u	15.2 	0 u
PC,MV_MSC,FOR,F,Y_GE18,2014	15.9 	16.9 	: u	8.0 	32.6 	28.6 	4.6 	22.2 	10.8 	9.7 	11.4 	3.0 	6.9 	6.6 	6.2 	4.9 	21.5 	15.0 	8.1 	27.2 	5.5 	9.7 	: u	28.9 	6.6 	25.1 	29.6 	52.8 	21.9 	22.2 	2.1 
PC,MV_MSC,FOR,F,Y_GE65,2014	16.0 	16.0 	: u	4.1 	37.7 u	28.6 	2.5 	13.2 	3.6 u	15.8 	9.1 	1.2 	8.1 	1.5 u	3.6 	3.0 	11.3 	7.4 u	5.2 u	39.2 	0 	5.5 	: u	20.9 	5.7 u	: u	28.9 	: u	5.9 u	15.7 	2.3 u
PC,MV_MSC,FOR,F,Y_GE75,2014	11.1 	11.8 	: u	6.6 u	: u	19.4 	1.5 	9.5 u	: u	0 u	5.5 	0 u	8.3 u	: u	3.4 	0 u	12.6 u	: u	: u	33.7 	0 	0.2 u	: u	18.3 u	: u	: u	26.3 u	: u	: u	16.3 	6.0 u
PC,MV_MSC,FOR,M,TOTAL,2014	23.5 	24.5 	: u	10.3 	39.7 	35.5 	13.5 	33.0 	11.8 	18.0 	17.9 	6.5 	10.9 	7.5 	15.2 	6.9 	30.0 	23.1 	20.4 	36.8 	12.7 	19.4 	0 	26.7 	11.0 u	41.4 	45.3 	42.6 	30.1 	29.0 	3.4 
PC,MV_MSC,FOR,M,Y15-24,2014	37.6 	38.7 	: u	: u	: u	48.7 	: u	: u	: u	24.1 	38.7 u	: u	21.0 	15.9 u	: u	: u	55.5 u	: u	: u	52.3 u	: u	42.3 	0 	: u	0 	: u	75.5 	: u	45.6 	45.9 u	: u
PC,MV_MSC,FOR,M,Y18-24,2014	37.7 	40.5 	: u	: u	: u	45.5 u	0 	: u	: u	25.9 	42.2 u	: u	23.0 	15.1 u	: u	: u	56.7 u	: u	: u	51.8 u	: u	52.3 u	0 	: u	0 	: u	75.3 	: u	46.4 	: u	: u
PC,MV_MSC,FOR,M,Y18-29,2014	37.9 	40.3 	: u	: u	41.5 u	49.1 	: u	41.2 u	35.0 u	26.0 	43.3 u	: u	19.7 	11.1 	: u	: u	45.3 	: u	: u	52.9 	: u	49.2 	0 	49.6 u	: u	: u	64.4 	: u	47.8 	51.2 	: u
PC,MV_MSC,FOR,M,Y18-44,2014	27.9 	29.4 	: u	9.0 u	40.7 	41.3 	25.5 u	36.3 	17.6 	21.3 	26.7 	12.8 	11.3 	9.0 	17.7 u	: u	32.7 	27.5 u	31.1 u	42.3 	: u	26.8 	0 	29.3 	: u	40.8 u	51.9 	48.7 	32.2 	35.4 	5.5 
PC,MV_MSC,FOR,M,Y18-64,2014	24.0 	25.4 	: u	11.3 	37.9 	35.0 	15.7 	31.9 	12.5 	18.8 	21.6 	7.5 	10.4 	7.3 	16.9 	9.1 	29.7 	22.9 	20.5 	38.1 	32.6 u	19.9 	0 	25.4 	17.1 u	40.8 	43.6 	41.4 	29.7 	31.5 	3.2 
PC,MV_MSC,FOR,M,Y25-34,2014	31.2 	31.7 	: u	: u	38.2 u	46.0 	: u	38.5 	16.8 u	22.3 	29.0 	2.3 u	10.9 	7.8 	: u	: u	32.8 	: u	: u	47.5 	: u	29.3 	0 	31.7 u	: u	: u	54.2 	46.2 u	39.5 	33.6 	4.7 u
PC,MV_MSC,FOR,M,Y25-64,2014	22.6 	23.8 	: u	11.9 	34.6 	34.0 	15.7 	32.2 	10.9 	17.5 	20.3 	6.6 	9.1 	6.3 	17.0 	5.3 	27.3 	19.3 u	16.2 	36.4 	33.7 u	16.6 	0 	23.7 	17.1 u	33.5 	60.5 	39.2 	27.4 	29.4 	3.6 
PC,MV_MSC,FOR,M,Y35-44,2014	21.5 	23.4 	: u	: u	34.3 u	33.9 	19.7 u	36.6 	14.6 u	18.5 	21.0 	19.2 u	8.3 	7.9 	5.3 u	: u	25.5 	: u	20.3 u	33.6 	: u	18.1 	0 	21.4 u	: u	23.6 u	37.2 	46.7 u	18.5 	31.6 	8.9 u
PC,MV_MSC,FOR,M,Y45-54,2014	17.8 	19.0 	: u	: u	24.1 u	29.6 	13.8 	20.7 	4.3 u	11.2 	12.6 	4.9 	10.8 	4.5 	17.9 	: u	28.2 	: u	: u	26.9 	: u	5.1 	0 	22.4 u	: u	: u	32.8 	34.2 u	24.8 	74.7 	0 u
PC,MV_MSC,FOR,M,Y45-64,2014	18.3 	19.1 	: u	14.3 u	30.7 u	27.2 	12.6 	20.5 	4.8 	12.3 	17.7 	4.2 	8.6 	2.9 	16.7 	6.2 	25.1 	15.5 u	5.8 u	28.9 	: u	8.5 	0 	21.9 	: u	: u	31.3 	28.1 u	21.8 	23.7 	0 
PC,MV_MSC,FOR,M,Y55-64,2014	19.1 	19.4 	: u	: u	: u	24.1 	11.7 	20.2 	5.9 u	14.8 	22.8 	3.4 	4.2 	0 u	16.0 	5.7 u	19.3 	: u	4.9 u	33.6 	: u	16.9 	0 	21.6 	: u	: u	28.8 	: u	15.6 u	21.0 	0 u
PC,MV_MSC,FOR,M,Y65-74,2014	18.6 	18.3 	0 	: u	40.0 u	37.1 	11.0 	12.7 	: u	4.5 u	6.5 	1.9 u	29.0 u	2.6 u	12.3 	: u	34.7 	: u	: u	23.5 	0 u	4.4 u	0 	28.5 	: u	: u	50.1 u	: u	22.5 u	15.6 	3.2 u
PC,MV_MSC,FOR,M,Y_GE18,2014	23.2 	24.2 	: u	10.3 	38.0 	35.0 	13.6 	30.3 	11.9 	18.0 	17.8 	6.5 	10.7 	6.9 	15.2 	6.9 	29.7 	23.1 	18.2 	36.3 	11.9 	19.4 	0 	25.2 	11.0 u	39.0 	44.0 	40.8 	29.6 	29.5 	2.9 
PC,MV_MSC,FOR,M,Y_GE65,2014	18.0 	17.6 	: u	7.5 u	39.1 u	35.3 	9.7 	11.0 	6.6 u	5.6 u	7.7 	3.0 	21.0 u	3.2 u	12.4 	0 u	29.4 	: u	3.4 u	26.0 	0 	10.1 	0 	24.6 	: u	: u	45.9 	: u	28.1 u	14.9 	1.8 u
PC,MV_MSC,FOR,M,Y_GE75,2014	17.0 	16.5 	: u	: u	: u	32.6 	7.8 u	8.1 u	: u	: u	9.5 	4.7 u	: u	: u	12.6 	: u	15.5 u	: u	: u	32.0 u	0 u	19.9 u	0 	16.5 u	: u	: u	38.8 u	: u	: u	14.2 	: u
PC,MV_MSC,FOR,T,TOTAL,2014	19.4 	20.4 	18.2 u	9.1 	36.2 	31.9 	8.2 	28.1 	12.0 	13.5 	14.5 	5.0 	8.7 	7.1 	9.4 	5.8 	25.7 	18.4 	13.8 	31.6 	8.2 	14.2 	: u	28.3 	8.2 	33.5 	37.4 	48.7 	26.3 	25.2 	2.7 
PC,MV_MSC,FOR,T,Y15-24,2014	29.2 	31.2 	: u	: u	63.2 u	43.6 	: u	38.9 	26.0 u	16.2 	27.4 	25.8 u	15.7 	11.6 	: u	: u	38.4 	: u	: u	43.9 	: u	28.3 	: u	70.5 u	: u	: u	55.5 	69.6 	40.2 	40.9 	2.7 u
PC,MV_MSC,FOR,T,Y18-24,2014	29.0 	32.6 	: u	: u	56.8 u	41.5 	: u	24.4 u	20.0 u	17.8 	28.5 	22.8 u	15.7 	9.9 	: u	: u	40.7 	: u	: u	41.6 	: u	32.8 	: u	59.4 u	: u	: u	58.9 	71.5 u	39.4 	47.1 	: u
PC,MV_MSC,FOR,T,Y18-29,2014	27.9 	30.3 	: u	: u	37.3 	42.1 	: u	30.2 	20.8 	16.7 	28.9 	11.3 u	12.8 	10.5 	36.5 u	: u	34.1 	29.7 u	35.0 u	38.2 	: u	30.6 	: u	44.4 	: u	43.2 u	51.5 	70.7 	36.6 	39.2 	1.8 u
PC,MV_MSC,FOR,T,Y18-44,2014	21.5 	23.0 	: u	7.4 	36.0 	33.9 	18.4 	30.1 	13.0 	15.0 	18.4 	8.1 	9.6 	7.5 	19.6 	15.2 u	27.7 	24.8 	20.7 	33.1 	34.5 u	18.6 	: u	31.4 	: u	34.3 	41.6 	51.7 	28.6 	29.1 	4.1 
PC,MV_MSC,FOR,T,Y18-64,2014	19.6 	20.9 	16.7 u	10.8 	34.6 	31.7 	10.9 	27.1 	12.0 	13.7 	16.5 	5.6 	8.3 	7.1 	11.8 	7.7 	26.4 	20.7 	14.3 	30.7 	27.5 u	14.9 	: u	28.1 	11.3 	33.2 	36.9 	48.2 	26.5 	27.0 	2.7 
PC,MV_MSC,FOR,T,Y25-34,2014	23.2 	23.6 	: u	18.3 u	34.6 	36.8 	26.9 u	32.0 	12.6 	16.0 	20.1 	2.3 	8.4 	8.7 	39.3 u	: u	27.7 	39.8 u	20.0 u	34.8 	: u	23.4 	0 	33.3 	: u	31.3 u	42.3 	52.9 	33.5 	25.1 	5.1 
PC,MV_MSC,FOR,T,Y25-64,2014	18.7 	19.7 	13.7 u	11.0 	31.7 	30.8 	10.9 	27.5 	11.3 	13.2 	15.7 	4.7 	7.7 	6.8 	11.8 	5.8 	25.2 	18.5 	12.1 	29.4 	26.8 u	13.2 	0 	26.7 	11.7 	30.0 	34.4 	45.3 	24.9 	24.7 	2.9 
PC,MV_MSC,FOR,T,Y35-44,2014	17.5 	19.2 	: u	0 u	28.7 	28.6 	14.8 	30.6 	11.1 	13.0 	14.3 	10.0 	8.8 	5.8 	8.6 	: u	24.0 	7.2 u	16.1 	28.1 	: u	12.5 	0 	25.0 	: u	29.1 	33.9 	42.7 	19.0 	27.1 	4.6 
PC,MV_MSC,FOR,T,Y45-54,2014	15.7 	16.8 	: u	17.5 u	29.2 	29.4 	9.9 	19.8 	9.9 	9.9 	8.8 	3.7 	7.2 	6.4 	10.1 	3.3 u	27.1 	17.0 u	7.5 u	24.4 	: u	7.4 	0 	27.1 	: u	34.0 u	31.2 	40.7 	22.0 	23.6 	1.8 
PC,MV_MSC,FOR,T,Y45-64,2014	16.7 	17.4 	: u	15.8 u	31.4 	28.6 	8.7 	19.4 	10.5 	10.6 	14.7 	3.8 	6.2 	5.9 	9.5 	6.0 	24.5 	13.5 u	5.5 	25.9 	19.4 u	8.9 	0 	25.4 	6.2 u	30.0 u	29.6 	41.2 	20.4 	22.0 	0.7 
PC,MV_MSC,FOR,T,Y55-64,2014	18.2 	18.3 	: u	13.6 u	35.2 	27.5 	8.0 	18.6 	11.8 	12.3 	20.4 	4.0 	4.3 	4.8 	9.2 	7.4 	20.0 	: u	2.9 u	28.3 	: u	11.9 	0 	24.0 	4.7 u	: u	27.0 	42.2 u	17.4 	19.3 	0 
PC,MV_MSC,FOR,T,Y65-74,2014	19.4 	19.0 	: u	4.5 u	44.7 u	36.1 	6.6 	14.0 	8.4 u	13.2 	9.2 	2.1 	14.2 	2.4 	6.6 	3.8 	22.0 	17.1 u	3.8 u	34.7 	0 	9.0 	0 	26.1 	7.8 u	: u	40.0 	: u	13.6 u	84.7 	1.6 
PC,MV_MSC,FOR,T,Y_GE18,2014	19.2 	20.2 	14.9 u	9.1 	35.0 	31.6 	8.2 	25.9 	11.3 	13.6 	14.3 	4.7 	8.5 	6.7 	9.4 	5.8 	25.6 	18.4 	12.9 	31.3 	7.9 	14.2 	: u	27.0 	8.2 	31.7 	36.8 	47.6 	25.9 	25.6 	2.5 
PC,MV_MSC,FOR,T,Y_GE65,2014	16.9 	16.7 	: u	5.5 	38.3 	31.2 	4.8 	12.2 	4.9 	10.9 	8.4 	2.0 	11.6 	2.4 	6.3 	2.2 	19.3 	11.4 u	4.3 u	34.1 	0 	6.9 	: u	22.9 	3.8 u	: u	36.2 	: u	15.2 	15.3 	2.1 
PC,MV_MSC,FOR,T,Y_GE75,2014	13.3 	13.6 	: u	6.6 u	27.1 u	24.4 	3.2 	8.8 	0 u	4.0 u	7.4 	1.9 	6.4 u	2.4 u	6.0 	0 u	13.7 u	: u	: u	33.3 	0 	4.6 	: u	17.5 	0 u	: u	31.1 	: u	: u	15.3 	2.8 u
PC,MV_MSC,NAT,F,TOTAL,2014	15.0 	15.2 	5.7 	10.8 	34.2 	29.4 	9.2 	21.6 	8.4 	10.1 	11.8 	6.0 	9.8 	6.0 	14.2 	9.2 	24.3 	17.0 	3.4 	30.7 	4.1 	6.9 	0.3 	28.6 	10.1 	33.2 	39.6 	57.4 	23.9 	17.1 	1.0 
PC,MV_MSC,NAT,F,Y15-24,2014	23.5 	23.3 	22.3 	19.6 	43.4 	38.9 	19.7 	29.1 	16.4 	17.4 	17.4 	9.5 	19.0 	10.1 	27.8 	20.0 	39.1 	32.7 	8.2 	38.7 	8.6 	13.3 	1.0 	43.3 	20.2 	50.9 	51.9 	70.5 	46.3 	21.3 	1.2 
PC,MV_MSC,NAT,F,Y18-24,2014	23.1 	22.8 	20.0 	17.2 	41.8 	38.6 	20.4 	27.0 	17.1 	18.3 	16.5 	8.6 	18.6 	12.4 	25.8 	17.6 	40.3 	27.1 	10.4 	38.6 	8.5 	14.7 	0.6 	40.0 	21.0 	51.2 	53.6 	68.8 	45.7 	20.4 	1.2 
PC,MV_MSC,NAT,F,Y18-29,2014	21.7 	21.5 	15.2 	18.5 	39.9 	36.7 	16.6 	30.6 	16.6 	16.4 	84.2 	9.4 	18.2 	12.5 	25.5 	14.2 	37.4 	26.4 	9.1 	33.5 	8.1 	15.0 	0.7 	37.2 	18.5 	47.3 	49.6 	70.6 	42.2 	20.2 	1.2 
PC,MV_MSC,NAT,F,Y18-44,2014	17.1 	17.3 	10.2 	14.1 	35.1 	28.9 	12.6 	27.9 	13.3 	13.6 	13.1 	8.0 	14.7 	10.6 	20.8 	11.0 	29.6 	22.7 	5.9 	29.7 	7.3 	10.4 	0.4 	32.9 	14.8 	38.2 	43.5 	64.4 	31.5 	19.2 	1.4 
PC,MV_MSC,NAT,F,Y18-64,2014	15.9 	16.2 	6.8 	12.5 	33.9 	29.5 	10.6 	24.3 	10.5 	11.5 	12.7 	6.8 	11.9 	7.3 	16.4 	9.7 	26.9 	18.8 	4.4 	30.5 	5.0 	8.1 	0.2 	31.2 	11.8 	34.6 	41.7 	59.8 	26.1 	18.6 	1.1 
PC,MV_MSC,NAT,F,Y25-34,2014	17.3 	17.6 	7.6 	16.2 	31.4 	28.8 	12.3 	31.9 	14.0 	14.9 	13.0 	9.8 	15.9 	10.0 	22.2 	6.8 	25.1 	25.1 	5.7 	25.3 	7.8 	12.2 	0.4 	34.0 	14.2 	36.7 	40.5 	66.4 	30.7 	19.9 	1.6 
PC,MV_MSC,NAT,F,Y25-64,2014	14.9 	15.3 	5.5 	12.0 	32.3 	28.2 	9.1 	23.9 	9.7 	10.7 	12.2 	6.5 	11.2 	6.4 	15.0 	8.4 	24.1 	17.6 	3.2 	29.1 	4.5 	7.2 	0.2 	30.1 	10.3 	31.8 	39.8 	58.3 	22.7 	18.3 	1.1 
PC,MV_MSC,NAT,F,Y35-44,2014	13.7 	14.1 	8.6 	11.2 	33.1 	22.9 	8.3 	25.0 	11.0 	10.7 	11.2 	6.1 	12.1 	10.0 	16.5 	10.4 	25.0 	18.4 	2.3 	26.9 	6.2 	6.8 	0.2 	28.2 	11.7 	29.9 	39.9 	59.3 	21.9 	17.8 	1.2 
PC,MV_MSC,NAT,F,Y45-54,2014	15.6 	16.2 	4.6 	11.6 	34.5 	29.5 	10.6 	20.8 	8.7 	9.9 	12.8 	6.3 	10.8 	4.0 	11.7 	9.9 	21.6 	17.4 	2.4 	29.5 	2.8 	5.2 	0.1 	31.2 	9.4 	33.4 	40.2 	57.0 	24.5 	19.7 	0.6 
PC,MV_MSC,NAT,F,Y45-64,2014	14.5 	14.9 	2.9 	10.4 	32.3 	30.1 	7.5 	19.2 	7.2 	8.9 	12.2 	5.4 	9.2 	2.7 	10.3 	8.2 	23.2 	13.8 	2.3 	31.5 	1.8 	5.3 	0.1 	29.2 	7.4 	30.2 	39.4 	53.7 	19.7 	17.9 	0.7 
