physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_MSC,TOTAL,F,Y15-24,PC,2014	23.0 	23.1 	23.0 	19.6 	44.3 	38.9 	19.4 	29.6 	17.2 	15.8 	16.5 	10.3 	18.2 	9.7 	27.7 	20.0 	35.1 	32.4 	8.0 	38.2 	8.7 	13.2 	1.0 	44.2 	20.1 	50.5 	49.1 	70.5 	44.8 	23.8 	1.2 
MV_MSC,TOTAL,F,Y18-24,PC,2014	22.7 	22.9 	20.5 	17.2 	42.7 	38.5 	20.3 	25.7 	16.8 	16.6 	16.4 	9.2 	17.7 	11.3 	25.8 	17.6 	36.4 	26.9 	10.4 	37.7 	8.6 	14.6 	0.6 	40.7 	20.9 	50.7 	51.3 	70.1 	43.8 	23.8 	1.2 
MV_MSC,TOTAL,F,Y18-29,PC,2014	21.3 	21.4 	15.4 	18.4 	39.2 	36.6 	16.5 	28.5 	16.0 	14.8 	15.7 	9.3 	16.9 	12.0 	26.1 	14.2 	33.2 	26.2 	9.1 	32.1 	8.3 	14.7 	0.7 	37.2 	18.3 	46.2 	47.4 	71.6 	39.3 	22.3 	1.2 
MV_MSC,TOTAL,F,Y18-44,PC,2014	16.8 	17.2 	10.3 	13.9 	34.8 	28.8 	12.5 	27.2 	12.9 	12.8 	12.6 	7.6 	13.7 	9.4 	20.8 	11.0 	26.8 	22.7 	6.3 	28.5 	7.4 	10.5 	0.4 	33.0 	14.7 	37.7 	40.9 	62.6 	30.0 	20.1 	1.4 
MV_MSC,TOTAL,F,Y18-64,PC,2014	15.8 	16.2 	6.9 	12.5 	33.7 	29.4 	10.1 	24.1 	10.7 	11.1 	12.5 	6.5 	11.3 	7.2 	15.4 	9.6 	25.4 	18.8 	4.7 	29.3 	5.0 	8.3 	0.2 	31.2 	11.7 	34.3 	39.4 	58.9 	25.7 	19.2 	1.1 
MV_MSC,TOTAL,F,Y25-34,PC,2014	17.1 	17.4 	7.6 	16.3 	31.4 	28.6 	12.4 	30.5 	13.4 	14.1 	12.6 	8.8 	14.2 	9.8 	22.9 	7.0 	24.0 	25.7 	5.9 	25.1 	8.0 	12.6 	0.4 	33.9 	14.1 	35.8 	38.1 	64.8 	29.6 	19.5 	1.7 
MV_MSC,TOTAL,F,Y25-64,PC,2014	14.9 	15.4 	5.6 	11.9 	32.0 	28.2 	8.7 	23.8 	9.9 	10.5 	12.0 	6.1 	10.6 	6.6 	14.0 	8.3 	23.7 	17.6 	3.6 	28.0 	4.6 	7.5 	0.2 	30.0 	10.3 	31.6 	37.7 	57.0 	22.7 	18.6 	1.1 
MV_MSC,TOTAL,F,Y35-44,PC,2014	13.6 	14.3 	8.5 	10.8 	32.1 	23.3 	8.4 	25.0 	10.8 	10.2 	10.4 	5.6 	11.7 	8.0 	16.0 	10.2 	23.7 	18.0 	3.5 	25.9 	6.2 	7.0 	0.2 	28.4 	11.8 	30.3 	37.8 	55.5 	21.6 	18.7 	1.2 
MV_MSC,TOTAL,F,Y45-54,PC,2014	15.5 	16.0 	4.9 	11.8 	34.3 	29.5 	9.9 	20.5 	9.3 	9.8 	12.2 	5.8 	10.1 	4.8 	10.6 	9.5 	23.4 	17.2 	2.9 	28.4 	2.8 	5.6 	0.1 	31.1 	9.4 	33.0 	38.1 	55.4 	24.1 	19.9 	0.6 
MV_MSC,TOTAL,F,Y45-64,PC,2014	14.6 	15.0 	3.0 	10.6 	32.2 	30.1 	7.1 	19.1 	7.8 	9.0 	12.4 	5.1 	8.8 	3.6 	9.1 	8.1 	23.5 	13.7 	2.5 	30.3 	1.9 	5.6 	0.1 	29.1 	7.4 	30.1 	37.4 	53.6 	19.7 	18.1 	0.7 
MV_MSC,TOTAL,F,Y55-64,PC,2014	13.7 	13.9 	1.6 	9.3 	29.8 	30.8 	4.4 	17.4 	6.2 	7.9 	12.7 	4.5 	7.1 	2.1 	7.5 	6.5 	23.5 	10.8 	2.2 	32.9 	1.1 	5.6 	0.1 	27.0 	5.5 	27.1 	36.6 	51.5 	14.7 	15.8 	0.8 
MV_MSC,TOTAL,F,Y65-74,PC,2014	13.4 	13.4 	1.1 	4.3 	36.3 	31.4 	4.4 	11.0 	3.4 	8.3 	10.7 	3.4 	5.5 	1.3 	5.2 	6.9 	16.7 	8.8 	1.3 	33.2 	0.3 	5.4 	0.1 	24.4 	3.1 	28.0 	36.0 	44.4 	14.5 	13.7 	0.2 
MV_MSC,TOTAL,F,Y_GE18,PC,2014	14.7 	15.0 	5.3 	10.3 	33.6 	29.0 	8.1 	21.3 	8.4 	9.9 	11.4 	5.4 	9.3 	6.1 	12.3 	8.3 	23.0 	15.9 	3.9 	29.8 	4.0 	7.0 	0.2 	27.9 	9.8 	32.4 	37.4 	56.0 	22.7 	17.6 	1.0 
MV_MSC,TOTAL,F,Y_GE65,PC,2014	11.1 	11.3 	1.0 	3.8 	33.2 	27.8 	2.8 	9.3 	2.5 	5.6 	7.6 	2.3 	3.9 	0.7 	4.3 	4.9 	13.3 	7.3 	0.9 	31.5 	0.2 	3.5 	0.0 	18.0 	2.4 	25.9 	31.8 	42.9 	12.0 	12.4 	0.2 
MV_MSC,TOTAL,F,Y_GE75,PC,2014	8.8 	9.0 	0.8 	3.1 	28.6 	24.1 	1.2 	7.2 	1.6 	2.6 	4.5 	1.2 	2.2 	0 	3.3 	2.9 	7.8 	5.4 	0.4 	29.4 	0.1 	1.7 	0 	11.7 	1.5 	22.2 u	26.8 	41.1 	9.1 	10.8 	0.3 
MV_MSC,TOTAL,M,TOTAL,PC,2014	20.2 	20.6 	12.9 	17.4 	36.4 	33.2 	16.9 	27.4 	13.2 	16.2 	17.8 	11.3 	14.4 	9.6 	23.5 	16.6 	30.5 	20.4 	10.1 	36.9 	7.8 	14.5 	1.7 	31.7 	16.6 	38.9 	41.0 	49.0 	25.1 	24.0 	4.4 
MV_MSC,TOTAL,M,Y15-24,PC,2014	37.9 	37.9 	34.3 	44.0 	56.9 	52.5 	39.0 	51.2 	28.8 	30.5 	36.1 	29.6 	29.7 	19.5 	47.9 	41.0 	46.3 	48.1 	25.5 	59.2 	22.8 	31.6 	6.5 	54.9 	37.4 	59.5 	61.3 	67.0 	48.6 	37.2 	10.1 
MV_MSC,TOTAL,M,Y18-24,PC,2014	37.8 	38.0 	30.1 	44.0 	55.4 	51.1 	33.7 	46.8 	30.6 	34.5 	37.6 	30.8 	28.4 	17.6 	46.6 	39.0 	47.8 	44.8 	26.9 	56.0 	23.5 	32.7 	5.3 	51.9 	38.2 	56.4 	58.1 	62.0 	46.2 	39.7 	10.3 
MV_MSC,TOTAL,M,Y18-29,PC,2014	34.4 	34.7 	28.8 	36.6 	46.4 	47.1 	32.7 	46.5 	32.7 	32.9 	33.3 	23.1 	26.7 	17.4 	41.5 	31.7 	44.8 	37.7 	24.6 	51.1 	19.4 	32.3 	4.5 	45.3 	34.2 	55.3 	52.8 	58.1 	42.5 	38.0 	8.9 
MV_MSC,TOTAL,M,Y18-44,PC,2014	25.7 	26.4 	21.2 	26.9 	39.3 	37.1 	22.4 	36.2 	22.8 	23.8 	24.0 	18.4 	21.4 	13.8 	31.5 	23.4 	36.4 	27.6 	17.0 	41.0 	13.2 	23.8 	2.6 	37.9 	24.3 	43.9 	45.7 	54.4 	32.1 	32.3 	6.1 
MV_MSC,TOTAL,M,Y18-64,PC,2014	20.8 	21.4 	14.7 	19.1 	35.1 	32.2 	17.2 	28.9 	16.4 	18.3 	18.9 	12.5 	16.2 	10.1 	24.8 	17.0 	31.3 	21.1 	11.5 	35.6 	8.6 	16.8 	1.6 	32.3 	18.1 	38.2 	40.7 	49.6 	26.2 	26.5 	4.4 
MV_MSC,TOTAL,M,Y25-34,PC,2014	26.9 	27.6 	24.6 	27.4 	36.8 	38.5 	26.0 	40.5 	27.9 	26.7 	23.7 	15.0 	22.5 	15.6 	31.0 	23.8 	35.7 	25.5 	16.8 	41.8 	12.8 	26.9 	3.1 	38.8 	24.9 	50.2 	46.0 	52.7 	36.1 	33.3 	5.8 
MV_MSC,TOTAL,M,Y25-64,PC,2014	18.5 	19.2 	12.8 	15.6 	31.6 	29.5 	14.7 	26.1 	14.6 	16.4 	16.2 	9.7 	14.8 	9.0 	21.5 	13.1 	28.4 	17.3 	8.6 	32.3 	6.5 	14.5 	1.1 	30.0 	14.8 	35.7 	38.1 	47.2 	22.5 	25.0 	3.3 
MV_MSC,TOTAL,M,Y35-44,PC,2014	18.3 	19.4 	14.2 	18.2 	30.8 	26.5 	12.1 	26.6 	15.1 	17.4 	16.8 	14.0 	17.8 	9.3 	23.3 	11.8 	29.8 	20.0 	9.2 	30.1 	7.8 	16.7 	0.7 	30.7 	15.3 	31.3 	37.9 	50.7 	18.2 	28.0 	3.6 
MV_MSC,TOTAL,M,Y45-54,PC,2014	15.5 	16.1 	9.8 	8.5 	30.3 	26.2 	10.6 	19.4 	10.8 	12.2 	11.4 	6.8 	12.5 	6.3 	15.6 	9.7 	23.4 	12.5 	5.2 	27.6 	2.2 	7.5 	0.5 	29.4 	11.0 	32.5 	35.1 	43.0 	18.0 	20.9 	1.2 
MV_MSC,TOTAL,M,Y45-64,PC,2014	14.6 	15.2 	6.5 	7.8 	29.6 	26.9 	9.4 	17.7 	7.9 	10.7 	12.4 	5.3 	10.4 	4.4 	15.2 	8.3 	23.9 	11.5 	4.0 	28.8 	2.3 	7.7 	0.3 	25.3 	8.2 	31.3 	34.0 	42.0 	17.3 	19.5 	1.1 
MV_MSC,TOTAL,M,Y55-64,PC,2014	13.6 	14.1 	3.5 	7.1 	28.8 	27.7 	7.9 	15.5 	4.4 	8.7 	13.6 	3.8 	7.9 	2.3 	14.7 	6.7 	24.6 	10.6 	2.7 	30.4 	2.3 	7.9 	0.1 	21.0 	5.4 	30.2 	32.6 	40.9 	16.6 	17.8 	0.8 
MV_MSC,TOTAL,M,Y65-74,PC,2014	14.4 	14.7 	1.9 	6.5 	36.0 	32.4 	6.6 	13.9 	1.8 	7.5 	10.4 	2.6 	7.0 	2.2 	13.0 	5.5 	23.1 	9.9 	1.7 	34.1 	0.3 	3.8 	0 	25.3 	2.0 	35.3 	40.0 	39.8 	15.1 	16.9 	0.6 
MV_MSC,TOTAL,M,Y_GE18,PC,2014	19.4 	19.9 	11.9 	16.5 	35.1 	32.3 	15.2 	26.0 	12.8 	16.0 	16.9 	10.8 	13.7 	8.8 	22.6 	14.9 	30.1 	19.0 	9.7 	35.7 	7.3 	13.9 	1.3 	30.5 	16.0 	37.8 	39.4 	47.1 	23.7 	23.9 	4.0 
MV_MSC,TOTAL,M,Y_GE65,PC,2014	14.0 	14.2 	1.4 	5.8 	35.0 	32.7 	5.3 	11.3 	1.4 	5.5 	9.5 	3.4 	5.9 	1.7 	11.5 	4.6 	23.9 	8.8 	1.2 	36.0 	0.3 	3.8 	0 	21.9 	2.2 	36.3 	35.2 	36.2 	14.6 	15.4 	0.4 
MV_MSC,TOTAL,M,Y_GE75,PC,2014	13.5 	13.4 	0.4 	4.7 	33.3 	33.0 	3.5 	7.1 	1.0 	2.8 	8.3 	4.6 	4.4 	0.9 	9.0 	3.4 	25.2 	7.0 	0.4 	38.9 	0.3 	3.7 	0 	16.7 	2.6 	38.6 	27.7 	31.3 	13.8 	13.2 	0 
MV_MSC,TOTAL,T,TOTAL,PC,2014	17.5 	17.8 	9.2 	14.0 	35.3 	31.3 	12.3 	24.7 	10.8 	13.0 	14.6 	8.4 	11.8 	7.8 	17.5 	12.5 	26.9 	18.6 	6.9 	33.4 	5.8 	10.6 	0.9 	30.2 	13.2 	35.8 	39.4 	52.9 	24.5 	20.6 	2.7 
MV_MSC,TOTAL,T,Y15-24,PC,2014	30.6 	30.5 	29.0 	32.7 	50.8 	45.9 	29.5 	40.6 	22.8 	23.3 	26.1 	20.0 	24.0 	14.4 	37.8 	30.8 	40.9 	40.4 	17.1 	48.9 	16.0 	22.5 	3.8 	49.8 	29.0 	54.6 	55.4 	68.6 	46.8 	29.8 	5.6 
MV_MSC,TOTAL,T,Y18-24,PC,2014	30.3 	30.4 	25.6 	31.4 	49.0 	45.0 	27.2 	36.5 	23.6 	25.8 	26.7 	20.2 	23.0 	14.4 	36.1 	28.3 	42.4 	36.0 	18.9 	46.8 	16.4 	23.9 	3.0 	46.4 	29.8 	53.2 	54.8 	65.8 	45.1 	30.7 	5.7 
MV_MSC,TOTAL,T,Y18-29,PC,2014	27.9 	28.0 	22.6 	28.2 	42.7 	42.0 	24.8 	37.6 	24.4 	24.0 	24.2 	16.4 	21.7 	14.6 	33.9 	23.4 	38.9 	32.1 	17.2 	41.6 	13.7 	23.6 	2.7 	41.4 	26.7 	50.1 	50.2 	64.5 	41.0 	29.2 	5.0 
MV_MSC,TOTAL,T,Y18-44,PC,2014	21.3 	21.8 	15.7 	20.4 	37.0 	33.0 	17.6 	31.6 	17.8 	18.4 	18.2 	13.0 	17.5 	11.5 	26.2 	17.1 	31.7 	25.2 	11.8 	34.8 	10.2 	17.0 	1.5 	35.5 	19.6 	40.6 	43.3 	58.5 	31.1 	25.7 	3.7 
MV_MSC,TOTAL,T,Y18-64,PC,2014	18.3 	18.8 	10.7 	15.8 	34.4 	30.8 	13.6 	26.5 	13.4 	14.8 	15.6 	9.4 	13.6 	8.6 	19.8 	13.2 	28.4 	19.9 	8.2 	32.5 	6.7 	12.4 	0.9 	31.8 	15.0 	36.2 	40.1 	54.3 	25.9 	22.6 	2.8 
MV_MSC,TOTAL,T,Y25-34,PC,2014	21.9 	22.4 	16.4 	22.0 	34.1 	33.7 	19.4 	35.4 	20.6 	20.4 	17.9 	11.9 	18.2 	12.5 	27.1 	15.6 	29.8 	25.6 	11.6 	33.4 	10.2 	19.6 	1.8 	36.5 	19.6 	42.5 	42.2 	58.7 	32.9 	25.8 	3.8 
MV_MSC,TOTAL,T,Y25-64,PC,2014	16.7 	17.2 	9.1 	13.7 	31.8 	28.9 	11.7 	24.9 	12.2 	13.4 	14.0 	7.8 	12.6 	7.7 	17.6 	10.6 	26.0 	17.5 	6.2 	30.1 	5.5 	10.8 	0.7 	30.0 	12.5 	33.6 	37.9 	52.2 	22.6 	21.6 	2.2 
MV_MSC,TOTAL,T,Y35-44,PC,2014	16.0 	16.8 	11.2 	14.3 	31.5 	24.9 	10.3 	25.8 	12.9 	13.9 	13.6 	9.7 	14.6 	8.6 	19.5 	11.0 	26.7 	19.0 	6.4 	28.0 	7.0 	11.6 	0.5 	29.6 	13.6 	30.8 	37.8 	53.1 	19.9 	23.1 	2.4 
MV_MSC,TOTAL,T,Y45-54,PC,2014	15.5 	16.1 	7.3 	10.2 	32.3 	27.8 	10.3 	19.9 	10.0 	11.0 	11.8 	6.3 	11.2 	5.5 	13.0 	9.6 	23.4 	14.9 	4.1 	28.0 	2.5 	6.5 	0.3 	30.2 	10.2 	32.7 	36.6 	49.4 	21.1 	20.4 	0.9 
MV_MSC,TOTAL,T,Y45-64,PC,2014	14.6 	15.1 	4.7 	9.2 	30.9 	28.5 	8.1 	18.4 	7.9 	9.8 	12.4 	5.2 	9.6 	4.0 	11.8 	8.2 	23.7 	12.7 	3.3 	29.6 	2.1 	6.6 	0.2 	27.2 	7.8 	30.7 	35.6 	47.9 	18.6 	18.8 	0.9 
MV_MSC,TOTAL,T,Y55-64,PC,2014	13.6 	14.0 	2.5 	8.2 	29.3 	29.3 	6.0 	16.4 	5.4 	8.3 	13.1 	4.1 	7.5 	2.2 	10.6 	6.6 	24.1 	10.7 	2.5 	31.7 	1.7 	6.7 	0.1 	24.0 	5.4 	28.6 	34.6 	46.3 	15.6 	16.7 	0.8 
MV_MSC,TOTAL,T,Y65-74,PC,2014	13.8 	14.0 	1.5 	5.2 	36.1 	31.9 	5.2 	12.4 	2.6 	7.9 	10.5 	3.0 	6.2 	1.7 	8.0 	6.3 	19.5 	9.2 	1.5 	33.6 	0.3 	4.7 	0.0 	24.8 	2.7 	31.4 	38.0 	42.0 	14.8 	15.2 	0.4 
MV_MSC,TOTAL,T,Y_GE18,PC,2014	17.0 	17.4 	8.4 	13.3 	34.3 	30.6 	11.3 	23.6 	10.5 	12.9 	14.0 	8.0 	11.4 	7.4 	16.8 	11.3 	26.5 	17.4 	6.8 	32.7 	5.5 	10.2 	0.7 	29.2 	12.8 	35.0 	38.4 	51.6 	23.2 	20.5 	2.5 
MV_MSC,TOTAL,T,Y_GE65,PC,2014	12.4 	12.5 	1.2 	4.7 	34.1 	30.0 	3.6 	10.2 	2.0 	5.6 	8.5 	2.7 	4.8 	1.2 	6.6 	4.8 	18.0 	7.8 	1.1 	33.5 	0.3 	3.6 	0.0 	19.6 	2.3 	30.6 	33.4 	39.5 	13.3 	13.7 	0.3 
MV_MSC,TOTAL,T,Y_GE75,PC,2014	10.7 	10.8 	0.7 	3.7 	30.7 	28.0 	1.9 	7.1 	1.4 	2.7 	6.1 	2.4 	3.1 	0.4 	4.9 	3.1 	15.4 	5.9 	0.4 	33.2 	0.2 	2.5 	0 	13.5 	1.9 	29.2 u	27.2 	36.3 	11.2 	11.8 	0.2 
